"miRNAPair","CancerTypes","Count"
"miR-520a-3p/let-7b-3p","THYM",1
"miR-1296-5p/miR-181b-5p","BLCA",1
"miR-1296-5p/miR-19b-3p","SARC",1
"miR-1301-3p/miR-455-3p","SARC",1
"miR-520a-5p/miR-301b-3p","TGCT",1
"miR-520g-3p/miR-20b-5p","TGCT",1
"miR-520g-3p/miR-520h","THYM",1
"miR-1304-5p/miR-130a-3p","OV",1
"miR-1307-3p/miR-130b-3p","STAD",1
"miR-130a-3p/miR-199b-5p","SKCM",1
"miR-130a-3p/miR-335-5p","BLCA",1
"miR-130a-5p/let-7f-5p","SARC",1
"miR-130a-5p/miR-148a-5p","BRCA",1
"miR-520h/miR-106a-5p","TGCT",1
"miR-526b-5p/miR-302d-3p","TGCT",1
"miR-527/miR-15b-5p","THYM",1
"miR-130a-5p/miR-29c-3p","UVM",1
"miR-130b-3p/miR-183-3p","TGCT",1
"miR-532-3p/miR-30c-2-3p","STAD",1
"miR-532-3p/miR-532-5p","ESCA",1
"miR-532-3p/miR-582-5p","SARC",1
"miR-130b-5p/miR-195-5p","SARC",1
"miR-130b-5p/miR-3615","THYM",1
"miR-532-5p/miR-96-5p","UCS",1
"miR-539-5p/miR-214-5p","SARC",1
"miR-30b-3p/miR-142-5p","CESC",1
"miR-30b-3p/miR-224-5p","UCS",1
"miR-30b-3p/miR-326","UCS",1
"miR-30b-5p/miR-335-5p","DLBC",1
"miR-30c-1-3p/miR-1228-3p","PAAD",1
"miR-130b-5p/miR-377-5p","THYM",1
"miR-130b-5p/miR-766-3p","THYM",1
"miR-132-3p/miR-212-3p","SARC",1
"miR-133a-3p/miR-221-5p","UCEC",1
"miR-134-5p/miR-18b-5p","DLBC",1
"miR-135b-5p/miR-18a-5p","THYM",1
"miR-539-5p/miR-376c-3p","MESO",1
"miR-542-3p/miR-497-5p","MESO",1
"miR-545-5p/miR-130b-5p","THYM",1
"miR-548b-3p/miR-744-3p","LIHC",1
"miR-135b-5p/miR-200c-3p","SKCM",1
"miR-135b-5p/miR-365a-3p","SKCM",1
"miR-135b-5p/miR-744-5p","UCS",1
"miR-136-5p/miR-32-3p","MESO",1
"miR-548j-5p/miR-130b-3p","TGCT",1
"miR-548o-3p/miR-3065-3p","TGCT",1
"miR-550a-5p/miR-143-3p","SKCM",1
"miR-556-5p/miR-301a-3p","READ",1
"miR-577/miR-204-5p","TGCT",1
"miR-3127-5p/miR-1226-3p","ACC",1
"miR-31-3p/miR-19b-3p","HNSC",1
"miR-138-5p/miR-27a-5p","LUSC",1
"miR-139-5p/miR-146b-5p","CHOL",1
"miR-139-5p/miR-185-3p","SKCM",1
"miR-584-5p/miR-193b-3p","PAAD",1
"miR-589-3p/miR-15b-5p","SARC",1
"miR-589-3p/miR-454-3p","SKCM",1
"miR-1-3p/miR-329-3p","UCS",1
"miR-1-3p/miR-362-3p","UCS",1
"miR-141-3p/miR-30a-5p","UCS",1
"miR-141-3p/miR-378a-3p","HNSC",1
"miR-141-5p/miR-331-3p","BLCA",1
"miR-590-5p/miR-30c-1-3p","BLCA",1
"miR-615-3p/miR-1296-5p","MESO",1
"miR-615-3p/miR-20b-5p","OV",1
"miR-615-3p/miR-765","SKCM",1
"miR-616-3p/miR-193a-3p","UCEC",1
"miR-616-3p/miR-196b-5p","READ",1
"miR-141-5p/miR-33a-3p","KICH",1
"miR-141-5p/miR-345-5p","ACC",1
"miR-141-5p/miR-450b-5p","KIRC",1
"miR-142-3p/miR-203a-3p","ACC",1
"miR-142-5p/miR-188-3p","UVM",1
"miR-142-5p/miR-3170","ESCA",1
"miR-616-3p/miR-940","READ",1
"miR-616-5p/miR-508-5p","ACC",1
"miR-616-5p/miR-642a-5p","SKCM",1
"miR-142-5p/miR-320d","TGCT",1
"miR-142-5p/miR-7-1-3p","UCEC",1
"miR-143-3p/miR-130b-5p","ESCA",1
"miR-143-3p/miR-3682-3p","UCEC",1
"miR-143-3p/miR-424-5p","SARC",1
"miR-143-5p/miR-193b-3p","SKCM",1
"miR-616-5p/miR-940","OV",1
"miR-624-5p/miR-330-3p","CESC",1
"miR-625-5p/miR-3934-5p","UCEC",1
"miR-31-3p/miR-526b-5p","THYM",1
"miR-31-5p/miR-509-3p","THYM",1
"miR-3199/miR-106a-5p","ACC",1
"miR-3199/miR-296-5p","KICH",1
"miR-3199/miR-29a-3p","BLCA",1
"miR-3200-3p/miR-7-5p","PAAD",1
"miR-627-5p/let-7f-5p","ESCA",1
"miR-628-3p/miR-34a-5p","SKCM",1
"miR-144-3p/miR-29b-2-5p","MESO",1
"miR-144-5p/miR-501-3p","SARC",1
"miR-145-5p/miR-196b-5p","UVM",1
"miR-146b-5p/miR-185-3p","CESC",1
"miR-146b-5p/miR-192-5p","KIRC",1
"miR-629-3p/miR-200b-3p","ESCA",1
"miR-629-3p/miR-616-3p","KIRC",1
"miR-629-5p/miR-1-3p","SARC",1
"miR-146b-5p/miR-3065-3p","KIRC",1
"miR-148a-5p/miR-21-3p","BLCA",1
"miR-148b-5p/miR-141-3p","BLCA",1
"miR-629-5p/miR-219a-5p","TGCT",1
"miR-636/miR-17-5p","SKCM",1
"miR-636/miR-9-3p","UVM",1
"miR-642a-5p/miR-106a-5p","TGCT",1
"miR-642a-5p/miR-429","STAD",1
"miR-149-5p/miR-1276","UCS",1
"miR-149-5p/miR-142-5p","ACC",1
"miR-149-5p/miR-148a-3p","SARC",1
"miR-654-3p/miR-424-5p","UCS",1
"miR-654-5p/miR-766-3p","ACC",1
"miR-656-3p/miR-1-3p","UCS",1
"miR-656-3p/miR-642a-5p","PAAD",1
"miR-664a-5p/let-7c-5p","SKCM",1
"miR-664a-5p/miR-664a-3p","DLBC",1
"miR-671-5p/miR-19a-3p","ESCA",1
"miR-676-3p/miR-940","TGCT",1
"miR-708-5p/miR-125b-5p","SKCM",1
"miR-320c/miR-199a-3p","UCS",1
"miR-320c/miR-200a-5p","UCS",1
"miR-149-5p/miR-181c-5p","SKCM",1
"miR-149-5p/miR-193b-3p","HNSC",1
"miR-149-5p/miR-195-5p","KIRP",1
"miR-320c/miR-335-5p","LIHC",1
"miR-320c/miR-548e-3p","UCEC",1
"miR-320d/miR-125b-5p","STAD",1
"miR-150-5p/miR-200a-5p","MESO",1
"miR-150-5p/miR-3615","KICH",1
"miR-150-5p/miR-431-5p","LIHC",1
"miR-7-1-3p/miR-181a-5p","SARC",1
"miR-7-1-3p/miR-182-5p","STAD",1
"miR-744-3p/let-7e-5p","SARC",1
"miR-320d/miR-145-5p","SKCM",1
"miR-320d/miR-29a-5p","UCS",1
"miR-320d/miR-320b","READ",1
"miR-744-3p/miR-1-3p","COAD",1
"miR-744-3p/miR-19b-1-5p","LIHC",1
"miR-744-3p/miR-96-5p","ESCA",1
"miR-323a-3p/miR-1224-5p","ACC",1
"miR-323b-3p/miR-149-5p","ESCA",1
"miR-32-3p/miR-651-5p","READ",1
"miR-744-5p/miR-455-3p","SKCM",1
"miR-7-5p/miR-10a-3p","UCS",1
"miR-7-5p/miR-10a-5p","BLCA",1
"miR-324-3p/let-7c-5p","ESCA",1
"miR-324-3p/miR-199b-3p","SARC",1
"miR-324-5p/let-7g-3p","SKCM",1
"miR-150-5p/miR-508-5p","SKCM",1
"miR-152-3p/miR-138-5p","CESC",1
"miR-152-3p/miR-144-3p","SARC",1
"miR-7-5p/miR-141-3p","THYM",1
"miR-7-5p/miR-181d-5p","ACC",1
"miR-32-5p/let-7a-3p","SARC",1
"miR-326/miR-139-5p","LIHC",1
"miR-326/miR-19b-1-5p","UCEC",1
"miR-7-5p/miR-19a-3p","ESCA",1
"miR-7-5p/miR-429","CESC",1
"miR-7-5p/miR-760","THYM",1
"miR-152-3p/miR-877-3p","UCS",1
"miR-155-5p/miR-223-3p","SKCM",1
"miR-155-5p/miR-27b-3p","SKCM",1
"miR-155-5p/miR-616-3p","KIRC",1
"miR-155-5p/miR-664a-5p","SARC",1
"miR-15a-5p/miR-485-5p","OV",1
"miR-326/miR-377-5p","SKCM",1
"miR-328-3p/miR-342-3p","SKCM",1
"miR-329-3p/miR-183-5p","TGCT",1
"miR-15b-5p/miR-195-5p","THYM",1
"miR-15b-5p/miR-20b-5p","THYM",1
"miR-17-3p/miR-17-5p","DLBC",1
"miR-17-5p/miR-106b-5p","SARC",1
"miR-17-5p/miR-125b-1-3p","UCS",1
"miR-17-5p/miR-1271-5p","OV",1
"miR-760/miR-194-3p","UCS",1
"miR-766-3p/miR-206","LGG",1
"miR-766-3p/miR-20b-3p","THYM",1
"miR-330-3p/miR-330-5p","SARC",1
"miR-330-3p/miR-335-3p","SARC",1
"miR-330-3p/miR-424-5p","SARC",1
"miR-769-3p/miR-219a-1-3p","DLBC",1
"miR-769-3p/miR-335-5p","SARC",1
"miR-331-3p/miR-424-5p","STAD",1
"miR-331-3p/miR-651-5p","LUSC",1
"miR-335-3p/miR-204-5p","KICH",1
"miR-873-5p/miR-19b-1-5p","SKCM",1
"miR-873-5p/miR-9-5p","PCPG",1
"miR-874-3p/miR-141-3p","KIRP",1
"miR-335-3p/miR-29a-3p","SKCM",1
"miR-335-5p/miR-26b-3p","STAD",1
"miR-17-5p/miR-193b-5p","SARC",1
"miR-874-3p/miR-550a-5p","BLCA",1
"miR-877-5p/miR-139-5p","SKCM",1
"miR-889-3p/miR-410-3p","SARC",1
"miR-92a-1-5p/miR-3150b-3p","ESCA",1
"miR-92a-1-5p/miR-628-3p","SARC",1
"miR-92b-3p/miR-17-3p","UCEC",1
"miR-335-5p/miR-329-3p","ACC",1
"miR-338-3p/miR-185-3p","SARC",1
"miR-338-3p/miR-328-3p","SKCM",1
"miR-338-5p/miR-130b-3p","UCS",1
"miR-338-5p/miR-153-3p","ESCA",1
"miR-338-5p/miR-20a-5p","SKCM",1
"miR-339-3p/miR-132-5p","SARC",1
"miR-17-5p/miR-331-3p","OV",1
"miR-181a-2-3p/miR-19a-3p","SARC",1
"miR-181a-5p/miR-29c-3p","SARC",1
"miR-181b-5p/miR-135b-5p","UVM",1
"miR-181b-5p/miR-497-5p","SARC",1
"miR-181b-5p/miR-874-3p","SARC",1
"miR-92b-3p/miR-769-3p","UCS",1
"miR-93-3p/miR-106a-5p","SKCM",1
"miR-339-5p/miR-19a-3p","UCEC",1
"miR-339-5p/miR-345-5p","BLCA",1
"miR-33a-3p/miR-138-5p","CESC",1
"miR-33a-3p/miR-15b-3p","SKCM",1
"miR-33a-3p/miR-671-5p","STAD",1
"miR-33a-5p/miR-1301-3p","ESCA",1
"miR-93-3p/miR-1226-3p","LUAD",1
"miR-93-3p/miR-96-5p","SKCM",1
"miR-935/miR-133a-3p","LGG",1
"miR-93-5p/miR-181a-5p","THYM",1
"miR-939-5p/miR-10a-3p","LIHC",1
"miR-939-5p/miR-139-5p","MESO",1
"miR-33a-5p/miR-196b-5p","BLCA",1
"miR-33a-5p/miR-30c-2-3p","STAD",1
"miR-939-5p/miR-370-3p","DLBC",1
"miR-9-3p/miR-130a-3p","BRCA",1
"miR-940/miR-153-3p","STAD",1
"miR-33a-5p/miR-424-5p","STAD",1
"miR-33a-5p/miR-429","ESCA",1
"miR-940/miR-16-2-3p","KIRP",1
"miR-940/miR-200a-3p","MESO",1
"miR-940/miR-409-3p","DLBC",1
"miR-340-5p/miR-2110","SARC",1
"miR-340-5p/miR-425-5p","SARC",1
"miR-342-3p/miR-340-5p","SKCM",1
"miR-342-5p/miR-130a-3p","SKCM",1
"miR-342-5p/miR-138-5p","DLBC",1
"miR-942-5p/miR-216a-5p","TGCT",1
"miR-9-5p/let-7c-5p","CESC",1
"miR-9-5p/miR-34a-5p","SKCM",1
"miR-342-5p/miR-223-3p","SARC",1
"miR-345-5p/miR-625-5p","SKCM",1
"miR-34a-5p/miR-130a-3p","SARC",1
"miR-34a-5p/miR-155-5p","SARC",1
"miR-34a-5p/miR-22-3p","SARC",1
"miR-34a-5p/miR-369-3p","KICH",1
"miR-34b-3p/miR-455-5p","TGCT",1
"miR-34b-5p/miR-508-5p","THYM",1
"miR-34c-5p/miR-33b-5p","LUAD",1
"miR-9-5p/miR-3613-5p","KIRP",1
"miR-9-5p/miR-92b-3p","ACC",1
"miR-34c-5p/miR-548e-3p","TGCT",1
"miR-3609/miR-9-3p","TGCT",1
"miR-3613-3p/miR-20a-5p","LUAD",1
"miR-96-5p/miR-214-3p","BLCA",1
"miR-96-5p/miR-502-5p","BLCA",1
"miR-3613-3p/miR-330-5p","UCS",1
"miR-3614-3p/miR-219a-1-3p","TGCT",1
"miR-362-3p/miR-188-3p","UCS",1
"miR-362-3p/miR-20a-5p","SKCM",1
"miR-362-3p/miR-362-5p","UCS",1
"miR-362-3p/miR-421","STAD",1
"miR-362-5p/miR-548e-3p","LUAD",1
"miR-363-3p/miR-376b-3p","STAD",1
"miR-363-5p/miR-625-5p","THYM",1
"miR-365a-5p/miR-421","UVM",1
"miR-3662/miR-20b-5p","SKCM",1
"miR-367-3p/miR-182-5p","TGCT",1
"miR-369-3p/miR-214-5p","KICH",1
"miR-369-3p/miR-224-5p","HNSC",1
"miR-369-3p/miR-30a-3p","LIHC",1
"miR-369-3p/miR-582-3p","SKCM",1
"miR-370-3p/miR-30b-3p","SARC",1
"miR-376c-3p/miR-1271-5p","STAD",1
"miR-376c-3p/miR-17-5p","UCS",1
"miR-377-5p/miR-29c-3p","OV",1
"miR-378a-5p/miR-133a-3p","LGG",1
"miR-378a-5p/miR-301b-3p","SARC",1
"miR-381-3p/miR-377-5p","UCS",1
"miR-3913-5p/miR-20a-5p","BLCA",1
"miR-3922-3p/miR-302d-3p","TGCT",1
"miR-409-3p/miR-424-5p","OV",1
"miR-410-3p/miR-200a-5p","HNSC",1
"miR-411-3p/miR-195-5p","PCPG",1
"miR-421/miR-486-5p","KICH",1
"miR-424-5p/miR-18a-3p","READ",1
"miR-424-5p/miR-210-3p","SKCM",1
"miR-424-5p/miR-26b-5p","STAD",1
"miR-424-5p/miR-505-5p","BLCA",1
"miR-425-3p/miR-129-5p","DLBC",1
"miR-429/miR-200a-3p","HNSC",1
"miR-449a/miR-141-5p","TGCT",1
"miR-450b-5p/miR-155-5p","SKCM",1
"miR-450b-5p/miR-20b-5p","LIHC",1
"miR-450b-5p/miR-519a-5p","THYM",1
"miR-452-3p/miR-155-5p","ACC",1
"miR-452-3p/miR-92b-3p","TGCT",1
"miR-454-3p/miR-17-5p","SKCM",1
"miR-455-5p/miR-127-5p","ACC",1
"miR-483-3p/miR-103a-2-5p","HNSC",1
"miR-483-3p/miR-19b-3p","SARC",1
"miR-485-3p/miR-485-5p","MESO",1
"miR-487a-3p/miR-493-3p","MESO",1
"miR-488-5p/miR-196a-5p","ACC",1
"miR-490-3p/miR-345-5p","BLCA",1
"miR-490-3p/miR-7-5p","BLCA",1
"miR-491-3p/miR-29c-3p","LGG",1
"miR-491-5p/miR-186-5p","SARC",1
"miR-491-5p/miR-92a-1-5p","SKCM",1
"miR-491-5p/miR-93-3p","SARC",1
"miR-493-5p/miR-335-5p","KICH",1
"miR-494-3p/miR-136-5p","LUSC",1
"miR-494-3p/miR-376c-3p","LIHC",1
"miR-494-3p/miR-653-5p","TGCT",1
"miR-495-3p/miR-134-5p","UCS",1
"miR-495-3p/miR-27a-3p","SKCM",1
"miR-495-3p/miR-760","MESO",1
"miR-497-3p/miR-183-5p","SARC",1
"miR-497-3p/miR-3609","TGCT",1
"miR-497-5p/miR-194-5p","ACC",1
"miR-497-5p/miR-199a-3p","THYM",1
"miR-497-5p/miR-33a-5p","ACC",1
"miR-497-5p/miR-3609","TGCT",1
"miR-497-5p/miR-454-3p","SARC",1
"miR-497-5p/miR-93-3p","SKCM",1
"miR-199a-3p/miR-493-5p","PCPG",1
"miR-199a-5p/miR-410-3p","PCPG",1
"miR-199a-5p/miR-411-3p","PCPG",1
"miR-199a-5p/miR-500a-5p","SKCM",1
"miR-199a-5p/miR-766-3p","THYM",1
"miR-199b-3p/miR-17-3p","SARC",1
"miR-199b-3p/miR-17-5p","UCS",1
"miR-199b-3p/miR-411-5p","THYM",1
"miR-199b-5p/miR-200b-3p","THYM",1
"miR-19a-3p/miR-195-5p","SARC",1
"miR-19a-3p/miR-31-3p","HNSC",1
"miR-19b-3p/miR-10a-3p","SARC",1
"miR-19b-3p/miR-7-1-3p","SARC",1
"miR-19b-3p/miR-9-5p","SKCM",1
"miR-200a-3p/miR-29a-5p","UCS",1
"miR-200a-3p/miR-30a-5p","THYM",1
"miR-200a-5p/miR-30b-3p","HNSC",1
"miR-200b-3p/miR-192-5p","ESCA",1
"miR-200b-3p/miR-30c-2-3p","UCS",1
"miR-200b-3p/miR-9-5p","THYM",1
"miR-200c-3p/miR-301a-3p","ACC",1
"miR-203a-3p/miR-1226-3p","COAD",1
"miR-203a-3p/miR-494-3p","HNSC",1
"miR-204-5p/miR-942-5p","STAD",1
"miR-205-5p/miR-1305","TGCT",1
"miR-205-5p/miR-30c-1-3p","KIRP",1
"miR-20a-3p/miR-33b-5p","LIHC",1
"miR-20a-5p/miR-130b-5p","UCS",1
"miR-20a-5p/miR-150-5p","UCEC",1
"miR-20a-5p/miR-199a-3p","UCS",1
"miR-20b-3p/let-7c-5p","UCEC",1
"miR-20b-5p/miR-129-5p","ESCA",1
"miR-20b-5p/miR-195-5p","MESO",1
"miR-20b-5p/miR-372-3p","TGCT",1
"miR-20b-5p/miR-378a-3p","MESO",1
"miR-20b-5p/miR-410-3p","LIHC",1
"miR-20b-5p/miR-431-5p","THYM",1
"miR-20b-5p/miR-93-3p","SARC",1
"miR-210-3p/miR-7-1-3p","UCEC",1
"miR-210-3p/miR-744-5p","UCS",1
"miR-2114-5p/miR-548j-5p","THYM",1
"miR-2114-5p/miR-642a-5p","THYM",1
"miR-211-5p/miR-378a-3p","SKCM",1
"miR-212-3p/miR-16-1-3p","SARC",1
"miR-21-3p/let-7e-5p","SARC",1
"miR-21-3p/miR-142-3p","ACC",1
"miR-21-3p/miR-340-5p","SARC",1
"miR-21-3p/miR-676-5p","KICH",1
"miR-214-3p/miR-141-3p","SKCM",1
"miR-214-5p/miR-195-3p","THYM",1
"miR-214-5p/miR-383-5p","THYM",1
"miR-215-5p/miR-122-5p","KIRC",1
"miR-215-5p/miR-483-5p","THYM",1
"miR-215-5p/miR-581","UCEC",1
"miR-21-5p/let-7b-5p","UCS",1
"miR-21-5p/miR-744-5p","UCS",1
"miR-218-5p/let-7f-2-3p","KICH",1
"miR-218-5p/miR-421","UCS",1
"miR-219a-1-3p/miR-30c-2-3p","SKCM",1
"miR-219a-1-3p/miR-7-5p","SKCM",1
"miR-221-3p/miR-497-5p","ACC",1
"miR-221-5p/miR-4326","LUAD",1
"miR-221-5p/miR-513c-5p","UVM",1
"miR-221-5p/miR-615-3p","ESCA",1
"miR-222-3p/miR-199a-5p","CESC",1
"miR-222-5p/miR-146a-5p","SKCM",1
"miR-222-5p/miR-195-5p","SKCM",1
"miR-223-5p/miR-148a-5p","ESCA",1
"miR-224-5p/miR-18a-3p","SKCM",1
"miR-224-5p/miR-93-5p","SKCM",1
"miR-22-5p/miR-10b-3p","UVM",1
"miR-22-5p/miR-505-3p","LIHC",1
"miR-2355-3p/miR-107","ACC",1
"miR-2355-5p/let-7c-5p","CESC",1
"miR-23b-3p/miR-190a-5p","SARC",1
"miR-24-2-5p/miR-106a-5p","SARC",1
"miR-26b-3p/miR-200a-5p","STAD",1
"miR-26b-5p/miR-320b","STAD",1
"miR-26b-5p/miR-484","STAD",1
"miR-27a-3p/miR-642a-5p","SKCM",1
"miR-27a-5p/miR-20a-5p","HNSC",1
"miR-27b-3p/miR-185-5p","SARC",1
"miR-27b-3p/miR-493-5p","SARC",1
"miR-27b-5p/miR-214-3p","SKCM",1
"miR-27b-5p/miR-410-3p","SKCM",1
"miR-296-5p/miR-107","ACC",1
"miR-296-5p/miR-138-5p","HNSC",1
"miR-296-5p/miR-769-3p","UCS",1
"miR-299-3p/miR-376a-3p","TGCT",1
"miR-29b-1-5p/miR-193b-3p","SKCM",1
"miR-29b-2-5p/miR-96-5p","ACC",1
"miR-29c-3p/miR-218-5p","SARC",1
"miR-29c-3p/miR-3613-3p","MESO",1
"miR-301a-3p/miR-30a-3p","ESCA",1
"miR-301a-3p/miR-424-5p","BLCA",1
"miR-301b-3p/miR-651-5p","UCEC",1
"miR-302c-3p/miR-296-3p","TGCT",1
"miR-99a-5p/miR-1-3p","SARC",1
"miR-181d-5p/miR-181a-5p","THYM",1
"let-7b-5p/miR-10b-5p","UVM",1
"let-7b-5p/miR-130a-3p","THYM",1
"let-7b-5p/miR-210-3p","UCS",1
"let-7b-5p/miR-98-5p","UCS",1
"let-7c-5p/miR-1262","OV",1
"let-7c-5p/miR-143-5p","SARC",1
"let-7e-5p/miR-152-3p","TGCT",1
"let-7e-5p/miR-19b-3p","SARC",1
"let-7f-5p/miR-142-3p","LUAD",1
"let-7f-5p/miR-17-5p","OV",1
"let-7f-5p/miR-222-3p","SARC",1
"let-7f-5p/miR-424-5p","LUAD",1
"let-7f-5p/miR-500b-5p","SARC",1
"let-7f-5p/miR-629-3p","LUAD",1
"let-7g-3p/miR-33b-5p","PRAD",1
"miR-100-5p/miR-326","KIRC",1
"miR-100-5p/miR-452-5p","KIRC",1
"miR-101-3p/miR-362-3p","UVM",1
"miR-101-5p/miR-301a-3p","SKCM",1
"miR-106a-5p/miR-142-3p","UVM",1
"miR-106a-5p/miR-17-3p","UCEC",1
"miR-181c-5p/miR-660-5p","SARC",1
"miR-29b-3p/miR-503-5p","TGCT",1
"miR-29b-3p/miR-92b-3p","OV",1
"miR-486-5p/miR-92b-3p","TGCT",1
"miR-491-5p/miR-219a-1-3p","UVM",1
"miR-491-5p/miR-296-3p","DLBC",1
"miR-106a-5p/miR-25-5p","SKCM",1
"miR-106b-5p/miR-129-5p","ESCA",1
"miR-106b-5p/miR-19b-3p","SARC",1
"miR-106b-5p/miR-27b-3p","SARC",1
"miR-107/miR-485-5p","LGG",1
"miR-1179/miR-493-5p","PCPG",1
"miR-1180-3p/miR-148a-3p","SARC",1
"miR-1224-5p/miR-182-5p","ACC",1
"miR-122-5p/miR-1305","TGCT",1
"miR-491-5p/miR-744-5p","UCS",1
"miR-493-3p/miR-940","TGCT",1
"miR-494-3p/miR-154-3p","ACC",1
"miR-181d-5p/miR-203a-3p","SKCM",1
"miR-181d-5p/miR-20a-5p","BLCA",1
"miR-181d-5p/miR-218-5p","SARC",1
"miR-181d-5p/miR-34c-5p","TGCT",1
"miR-181d-5p/miR-3690","MESO",1
"miR-182-5p/miR-1-3p","UCS",1
"miR-182-5p/miR-200c-3p","TGCT",1
"miR-182-5p/miR-221-3p","UCEC",1
"miR-182-5p/miR-370-3p","TGCT",1
"miR-183-3p/miR-1305","TGCT",1
"miR-183-3p/miR-142-5p","ESCA",1
"miR-183-5p/miR-33a-5p","ESCA",1
"miR-496/miR-31-5p","BLCA",1
"miR-497-5p/miR-1229-3p","BLCA",1
"miR-1226-3p/miR-491-5p","UCEC",1
"miR-1229-3p/miR-221-3p","LGG",1
"miR-1229-3p/miR-3200-3p","UVM",1
"miR-184/miR-149-5p","ACC",1
"miR-185-3p/miR-29a-5p","SKCM",1
"miR-185-3p/miR-639","UCEC",1
"miR-497-5p/miR-302a-3p","TGCT",1
"miR-497-5p/miR-33b-5p","THYM",1
"miR-497-5p/miR-34c-5p","THYM",1
"miR-497-5p/miR-491-5p","UCS",1
"miR-497-5p/miR-497-3p","THYM",1
"miR-500b-5p/miR-501-5p","UCS",1
"miR-186-5p/miR-193b-5p","SARC",1
"miR-187-3p/miR-765","SKCM",1
"miR-188-3p/miR-377-5p","UCS",1
"miR-1229-3p/miR-424-5p","KIRP",1
"miR-1229-3p/miR-503-5p","LUAD",1
"miR-1237-3p/miR-188-5p","READ",1
"miR-502-5p/miR-144-5p","SARC",1
"miR-502-5p/miR-940","KIRP",1
"miR-503-5p/miR-18a-5p","UCS",1
"miR-503-5p/miR-200c-5p","CESC",1
"miR-503-5p/miR-345-5p","TGCT",1
"miR-18a-3p/miR-377-5p","SKCM",1
"miR-18a-3p/miR-3928-3p","STAD",1
"miR-503-5p/miR-378a-3p","UCS",1
"miR-505-3p/miR-19b-1-5p","STAD",1
"miR-505-3p/miR-26b-5p","STAD",1
"miR-18a-5p/miR-145-5p","SARC",1
"miR-1243/miR-663a","TGCT",1
"miR-124-3p/miR-548d-3p","TGCT",1
"miR-124-3p/miR-615-3p","TGCT",1
"miR-125a-3p/miR-17-5p","BLCA",1
"miR-125a-3p/miR-625-5p","ESCA",1
"miR-125a-5p/let-7b-5p","THYM",1
"miR-18a-5p/miR-182-5p","SARC",1
"miR-18a-5p/miR-548o-3p","UCS",1
"miR-18b-3p/miR-2113","TGCT",1
"miR-18b-5p/miR-29a-3p","BLCA",1
"miR-18b-5p/miR-320b","DLBC",1
"miR-190a-5p/miR-125b-2-3p","ESCA",1
"miR-125b-2-3p/miR-21-3p","SARC",1
"miR-125b-2-3p/miR-222-3p","ACC",1
"miR-505-5p/miR-301a-3p","LUAD",1
"miR-506-3p/miR-181d-5p","SKCM",1
"miR-506-3p/miR-193b-3p","SKCM",1
"miR-192-3p/miR-1-3p","SKCM",1
"miR-192-5p/miR-100-5p","SARC",1
"miR-192-5p/miR-338-5p","ESCA",1
"miR-506-3p/miR-766-3p","ACC",1
"miR-508-5p/miR-520g-3p","THYM",1
"miR-509-3p/miR-224-5p","ACC",1
"miR-125b-5p/miR-519d-3p","THYM",1
"miR-125b-5p/miR-580-3p","COAD",1
"miR-192-5p/miR-877-3p","UCS",1
"miR-193a-5p/miR-455-5p","SARC",1
"miR-511-5p/miR-1224-3p","PCPG",1
"miR-511-5p/miR-431-5p","STAD",1
"miR-511-5p/miR-483-3p","TGCT",1
"miR-125b-5p/miR-9-5p","CESC",1
"miR-1262/miR-642a-5p","SKCM",1
"miR-193b-3p/miR-200a-3p","LUAD",1
"miR-193b-3p/miR-3127-5p","ESCA",1
"miR-1262/miR-766-3p","BLCA",1
"miR-1266-5p/miR-125b-5p","ACC",1
"miR-1270/miR-376b-3p","TGCT",1
"miR-512-3p/miR-20b-5p","TGCT",1
"miR-514a-3p/miR-135a-5p","LIHC",1
"miR-514a-3p/miR-3170","THYM",1
"miR-193b-3p/miR-885-3p","LIHC",1
"miR-193b-5p/miR-378a-3p","SARC",1
"miR-194-5p/miR-29b-3p","SKCM",1
"miR-1271-5p/miR-500a-5p","BLCA",1
"miR-127-5p/let-7b-5p","THYM",1
"miR-127-5p/miR-381-3p","DLBC",1
"miR-194-5p/miR-653-5p","UCEC",1
"miR-195-5p/miR-125b-5p","THYM",1
"miR-127-5p/miR-96-5p","TGCT",1
"miR-1277-3p/miR-200b-3p","SARC",1
"miR-129-2-3p/miR-204-5p","OV",1
"miR-520a-3p/miR-302a-3p","TGCT",1
"miR-520c-3p/miR-29b-3p","TGCT",1
"miR-520h/miR-642a-5p","TGCT",1
"miR-526b-3p/miR-20b-5p","TGCT",1
"miR-526b-5p/let-7b-5p","THYM",1
"miR-539-5p/miR-452-3p","SARC",1
"miR-1292-5p/miR-142-5p","STAD",1
"miR-129-5p/miR-194-5p","TGCT",1
"miR-129-5p/miR-483-5p","SARC",1
"miR-195-5p/miR-138-5p","THYM",1
"miR-195-5p/miR-24-2-5p","ACC",1
"miR-195-5p/miR-383-5p","THYM",1
"miR-539-5p/miR-512-5p","THYM",1
"miR-542-3p/miR-340-5p","SARC",1
"miR-545-5p/miR-96-5p","MESO",1
"miR-195-5p/miR-92a-1-5p","ACC",1
"miR-196a-5p/miR-3934-5p","ESCA",1
"miR-196a-5p/miR-532-3p","STAD",1
"miR-548d-3p/miR-181a-2-3p","THYM",1
"miR-548d-3p/miR-187-3p","TGCT",1
