"miRNAPair","CancerTypes","Count"
"miR-548f-3p/miR-299-5p","UCS",1
"miR-196a-5p/miR-582-5p","HNSC",1
"miR-196b-5p/miR-196a-5p","CHOL",1
"miR-548s/miR-192-3p","UCEC",1
"miR-548v/miR-221-3p","UVM",1
"miR-550a-3p/miR-382-5p","UVM",1
"miR-199a-3p/miR-106a-5p","MESO",1
"miR-199a-3p/miR-30c-2-3p","SARC",1
"miR-199a-3p/miR-455-3p","SKCM",1
"miR-550a-5p/miR-93-5p","SKCM",1
"miR-1296-5p/miR-330-5p","SKCM",1
"miR-1298-5p/miR-330-5p","LGG",1
"miR-1301-3p/miR-345-5p","BLCA",1
"miR-577/miR-148a-3p","STAD",1
"miR-582-5p/let-7c-5p","SKCM",1
"miR-1305/miR-183-5p","TGCT",1
"miR-130a-3p/miR-203a-3p","UCS",1
"miR-130a-3p/miR-516a-5p","THYM",1
"miR-199a-3p/miR-570-3p","THYM",1
"miR-199a-5p/let-7b-5p","UVM",1
"miR-199a-5p/miR-130a-3p","SKCM",1
"miR-199a-5p/miR-194-3p","CESC",1
"miR-130a-3p/miR-708-5p","UCS",1
"miR-130b-3p/miR-3928-3p","BLCA",1
"miR-130b-5p/miR-182-3p","TGCT",1
"miR-130b-5p/miR-19b-3p","SARC",1
"miR-130b-5p/miR-643","TGCT",1
"miR-1323/let-7b-5p","THYM",1
"miR-582-5p/miR-345-5p","HNSC",1
"miR-582-5p/miR-424-5p","KICH",1
"miR-582-5p/miR-511-5p","ACC",1
"miR-132-3p/miR-199a-3p","SARC",1
"miR-133a-3p/miR-766-3p","LGG",1
"miR-135a-5p/miR-205-5p","UCS",1
"miR-199b-3p/miR-615-3p","MESO",1
"miR-199b-5p/miR-125b-5p","THYM",1
"miR-199b-5p/miR-199a-5p","UCS",1
"miR-199b-5p/miR-450b-5p","SKCM",1
"miR-19a-3p/miR-130b-3p","UCEC",1
"miR-19a-3p/miR-139-3p","ESCA",1
"miR-582-5p/miR-760","CESC",1
"miR-589-3p/miR-455-3p","LUAD",1
"miR-590-3p/miR-29b-2-5p","SARC",1
"miR-592/miR-194-5p","CHOL",1
"miR-592/miR-501-5p","KICH",1
"miR-19a-3p/miR-17-3p","UCEC",1
"miR-615-3p/miR-618","UCS",1
"miR-616-3p/miR-203a-3p","UCEC",1
"miR-616-5p/miR-130b-3p","ACC",1
"miR-616-5p/miR-455-3p","BLCA",1
"miR-625-5p/miR-18a-3p","THYM",1
"miR-625-5p/miR-193b-3p","BLCA",1
"miR-625-5p/miR-22-3p","SARC",1
"miR-625-5p/miR-22-5p","SKCM",1
"miR-625-5p/miR-362-3p","SARC",1
"miR-19a-3p/miR-3136-5p","UCEC",1
"miR-19a-3p/miR-664a-3p","LIHC",1
"miR-19b-1-5p/let-7e-5p","SARC",1
"miR-135b-5p/miR-935","UCEC",1
"miR-136-5p/miR-181a-2-3p","SARC",1
"miR-138-1-3p/miR-296-3p","SKCM",1
"miR-628-5p/miR-195-5p","SARC",1
"miR-629-3p/miR-708-5p","SARC",1
"miR-642a-5p/miR-29b-2-5p","SARC",1
"miR-19b-1-5p/miR-33b-5p","BLCA",1
"miR-200a-3p/miR-29c-3p","SKCM",1
"miR-200b-3p/miR-1-3p","STAD",1
"miR-642a-5p/miR-326","KIRP",1
"miR-651-5p/miR-188-5p","SARC",1
"miR-651-5p/miR-33a-5p","UCS",1
"miR-138-5p/miR-150-3p","DLBC",1
"miR-138-5p/miR-182-5p","MESO",1
"miR-138-5p/miR-19a-3p","SKCM",1
"miR-138-5p/miR-30a-3p","THYM",1
"miR-138-5p/miR-30b-5p","DLBC",1
"miR-138-5p/miR-9-3p","BLCA",1
"miR-139-3p/miR-204-5p","ACC",1
"miR-1-3p/miR-323a-3p","STAD",1
"miR-1-3p/miR-362-5p","COAD",1
"miR-651-5p/miR-7-5p","TGCT",1
"miR-653-5p/miR-96-5p","BLCA",1
"miR-654-3p/miR-1271-5p","DLBC",1
"miR-141-5p/miR-490-3p","STAD",1
"miR-141-5p/miR-497-5p","BLCA",1
"miR-141-5p/miR-615-3p","MESO",1
"miR-654-5p/miR-224-5p","SKCM",1
"miR-654-5p/miR-592","CESC",1
"miR-655-3p/miR-181c-5p","LIHC",1
"miR-656-3p/miR-767-5p","TGCT",1
"miR-663b/miR-450b-5p","READ",1
"miR-665/miR-299-3p","TGCT",1
"miR-200b-3p/miR-186-5p","SARC",1
"miR-200b-3p/miR-214-3p","THYM",1
"miR-200b-3p/miR-345-5p","SARC",1
"miR-676-3p/miR-138-5p","UCS",1
"miR-676-3p/miR-96-5p","PAAD",1
"miR-708-5p/miR-153-3p","STAD",1
"miR-142-3p/miR-29b-3p","LGG",1
"miR-142-3p/miR-940","KICH",1
"miR-142-5p/miR-935","ESCA",1
"miR-200b-3p/miR-374a-5p","SARC",1
"miR-200b-3p/miR-582-5p","TGCT",1
"miR-200c-3p/miR-141-5p","UCS",1
"miR-7-1-3p/miR-1270","UCEC",1
"miR-7-1-3p/miR-7-5p","UCS",1
"miR-7-2-3p/miR-24-3p","LGG",1
"miR-744-3p/miR-33a-5p","BLCA",1
"miR-744-5p/miR-1296-5p","SARC",1
"miR-7-5p/miR-323a-3p","READ",1
"miR-143-3p/miR-146a-5p","SKCM",1
"miR-143-3p/miR-320b","UVM",1
"miR-143-3p/miR-542-3p","UVM",1
"miR-7-5p/miR-34a-5p","UCEC",1
"miR-760/miR-497-5p","TGCT",1
"miR-766-3p/miR-136-5p","ACC",1
"miR-766-3p/miR-181a-2-3p","DLBC",1
"miR-766-3p/miR-320b","OV",1
"miR-766-3p/miR-424-5p","ACC",1
"miR-767-5p/miR-19a-3p","ESCA",1
"miR-874-3p/miR-22-5p","LIHC",1
"miR-874-3p/miR-29c-3p","SARC",1
"miR-200c-3p/miR-2355-3p","ACC",1
"miR-200c-3p/miR-942-5p","BLCA",1
"miR-200c-3p/miR-944","DLBC",1
"miR-204-5p/miR-150-5p","KIRC",1
"miR-204-5p/miR-199a-3p","PCPG",1
"miR-204-5p/miR-2355-3p","KICH",1
"miR-205-3p/miR-106a-5p","TGCT",1
"miR-205-3p/miR-592","CESC",1
"miR-206/miR-95-3p","UCS",1
"miR-874-3p/miR-378c","LIHC",1
"miR-877-3p/miR-182-5p","UCS",1
"miR-877-5p/miR-548v","ESCA",1
"miR-20a-3p/miR-210-3p","SARC",1
"miR-20a-3p/miR-33a-5p","ESCA",1
"miR-20a-3p/miR-513c-5p","SKCM",1
"miR-889-3p/miR-181a-2-3p","SARC",1
"miR-92a-1-5p/miR-199a-3p","ACC",1
"miR-92a-1-5p/miR-92b-3p","THYM",1
"miR-20a-3p/miR-744-5p","SARC",1
"miR-20a-3p/miR-889-3p","CESC",1
"miR-20a-5p/miR-18a-5p","SKCM",1
"miR-143-5p/miR-18a-3p","DLBC",1
"miR-145-3p/miR-20b-5p","STAD",1
"miR-92a-3p/miR-425-5p","SARC",1
"miR-92b-3p/miR-130a-3p","LIHC",1
"miR-92b-3p/miR-182-5p","ACC",1
"miR-20a-5p/miR-505-5p","STAD",1
"miR-20a-5p/miR-616-5p","THYM",1
"miR-145-5p/miR-185-5p","SARC",1
"miR-145-5p/miR-20a-3p","LUAD",1
"miR-1468-5p/miR-1296-5p","KICH",1
"miR-92b-3p/miR-18a-5p","UCS",1
"miR-92b-3p/miR-218-5p","UCS",1
"miR-92b-3p/miR-3065-5p","TGCT",1
"miR-1468-5p/miR-940","STAD",1
"miR-146a-5p/miR-1180-3p","MESO",1
"miR-146a-5p/miR-125b-5p","ACC",1
"miR-146a-5p/miR-455-3p","ACC",1
"miR-20b-5p/let-7c-5p","COAD",1
"miR-146b-5p/miR-148a-3p","DLBC",1
"miR-148a-3p/miR-3065-3p","CHOL",1
"miR-148a-5p/miR-363-3p","PCPG",1
"miR-20b-5p/miR-301b-3p","TGCT",1
"miR-92b-3p/miR-653-5p","THYM",1
"miR-93-3p/miR-212-3p","SARC",1
"miR-93-3p/miR-29a-5p","LUAD",1
"miR-148a-5p/miR-9-5p","KIRP",1
"miR-148b-5p/miR-195-5p","SARC",1
"miR-149-3p/miR-130b-3p","UCS",1
"miR-20b-5p/miR-96-5p","TGCT",1
"miR-210-3p/let-7c-5p","HNSC",1
"miR-210-3p/miR-130b-5p","UCEC",1
"miR-149-3p/miR-665","TGCT",1
"miR-149-5p/let-7c-5p","SKCM",1
"miR-149-5p/miR-146b-3p","UVM",1
"miR-2110/miR-129-5p","SKCM",1
"miR-2110/miR-1301-3p","ESCA",1
"miR-2110/miR-501-5p","BLCA",1
"miR-2114-5p/miR-3200-3p","THYM",1
"miR-212-3p/miR-29a-5p","UCEC",1
"miR-149-5p/miR-32-3p","ACC",1
"miR-149-5p/miR-766-3p","OV",1
"miR-150-3p/miR-129-5p","ESCA",1
"miR-935/miR-22-5p","LGG",1
"miR-935/miR-497-5p","TGCT",1
"miR-93-5p/miR-133a-3p","STAD",1
"miR-939-5p/miR-505-5p","DLBC",1
"miR-9-3p/miR-548f-3p","TGCT",1
"miR-940/miR-3928-3p","SKCM",1
"miR-212-3p/miR-320c","MESO",1
"miR-212-3p/miR-424-5p","SARC",1
"miR-21-3p/miR-451a","ACC",1
"miR-150-3p/miR-320b","DLBC",1
"miR-150-5p/miR-30b-5p","DLBC",1
"miR-21-3p/miR-500a-3p","SARC",1
"miR-21-3p/miR-9-5p","ACC",1
"miR-214-3p/miR-18a-3p","DLBC",1
"miR-942-5p/miR-142-3p","ACC",1
"miR-942-5p/miR-3934-5p","ESCA",1
"miR-98-5p/miR-511-5p","UCS",1
"miR-98-5p/miR-92b-3p","UCS",1
"miR-99a-3p/miR-19a-3p","ESCA",1
"miR-99a-5p/miR-192-5p","TGCT",1
"miR-150-5p/miR-577","PAAD",1
"miR-151a-3p/miR-29a-5p","BLCA",1
"miR-153-3p/miR-29b-1-5p","ESCA",1
"miR-214-5p/miR-125b-5p","SARC",1
"miR-214-5p/miR-940","KIRP",1
"miR-215-5p/miR-150-5p","MESO",1
"miR-1538/miR-1291","TGCT",1
"miR-155-5p/miR-141-3p","ACC",1
"miR-155-5p/miR-21-5p","KICH",1
"miR-215-5p/miR-18a-5p","BLCA",1
"miR-215-5p/miR-942-5p","UCEC",1
"miR-218-5p/miR-29a-3p","SKCM",1
"miR-155-5p/miR-22-5p","SKCM",1
"miR-15b-3p/miR-582-5p","ACC",1
"miR-15b-5p/miR-194-3p","SARC",1
"miR-16-1-3p/miR-345-5p","SARC",1
"miR-16-1-3p/miR-497-5p","SARC",1
"miR-17-3p/miR-513a-5p","SKCM",1
"miR-218-5p/miR-376a-3p","ACC",1
"miR-219a-1-3p/miR-532-5p","ESCA",1
"miR-17-5p/miR-340-5p","SKCM",1
"miR-181a-2-3p/miR-190a-5p","SKCM",1
"miR-181a-3p/miR-539-5p","SARC",1
"miR-181a-5p/miR-10b-5p","SARC",1
"miR-181a-5p/miR-16-1-3p","THYM",1
"miR-181a-5p/miR-19a-3p","THYM",1
"miR-221-3p/miR-199a-3p","SARC",1
"miR-221-3p/miR-96-5p","DLBC",1
"miR-221-5p/miR-19a-3p","SARC",1
"miR-181a-5p/miR-410-3p","SARC",1
"miR-181b-5p/miR-149-5p","SARC",1
"miR-181b-5p/miR-195-5p","THYM",1
"miR-223-5p/miR-31-5p","LUAD",1
"miR-22-3p/miR-181a-5p","SARC",1
"miR-224-5p/miR-130b-5p","LUSC",1
"miR-224-5p/miR-182-5p","ESCA",1
"miR-224-5p/miR-196a-5p","PCPG",1
"miR-181b-5p/miR-19a-3p","THYM",1
"miR-181b-5p/miR-221-5p","UCEC",1
"miR-181c-3p/miR-181a-2-3p","DLBC",1
"miR-181c-3p/miR-629-5p","THYM",1
"miR-181c-3p/miR-708-5p","DLBC",1
"miR-181c-5p/miR-106a-5p","UVM",1
"miR-224-5p/miR-212-3p","UCS",1
"miR-22-5p/miR-197-3p","SARC",1
"miR-181c-5p/miR-134-5p","SKCM",1
"miR-181c-5p/miR-181b-5p","UCEC",1
"miR-181c-5p/miR-335-5p","SARC",1
"miR-22-5p/miR-34a-3p","UVM",1
"miR-2355-5p/miR-339-3p","SARC",1
"miR-23a-5p/miR-503-5p","BLCA",1
"miR-23b-3p/miR-155-5p","SKCM",1
"miR-23b-3p/miR-628-5p","SARC",1
"miR-26a-5p/let-7f-5p","SARC",1
"miR-26b-3p/miR-214-5p","SKCM",1
"miR-26b-5p/miR-125b-5p","STAD",1
"miR-27a-5p/miR-183-5p","UCS",1
"miR-27b-3p/miR-215-5p","SARC",1
"miR-27b-3p/miR-23b-3p","SKCM",1
"miR-296-3p/miR-17-5p","DLBC",1
"miR-296-3p/miR-302d-3p","TGCT",1
"miR-296-3p/miR-592","PAAD",1
"miR-296-5p/miR-454-5p","DLBC",1
"miR-29b-2-5p/miR-1270","BLCA",1
"miR-29b-3p/miR-101-5p","READ",1
"miR-29c-3p/miR-181d-5p","BLCA",1
"miR-29c-3p/miR-203a-3p","SKCM",1
"miR-301a-3p/miR-17-5p","BLCA",1
"miR-301a-3p/miR-204-5p","SARC",1
"miR-301a-3p/miR-376a-5p","ACC",1
"miR-301a-3p/miR-450b-5p","ACC",1
"miR-301a-3p/miR-500a-5p","ESCA",1
"miR-301a-3p/miR-942-5p","ACC",1
"miR-301b-3p/miR-10a-5p","SARC",1
"miR-301b-3p/miR-20a-5p","UCS",1
"miR-301b-3p/miR-32-3p","PCPG",1
"miR-301b-3p/miR-371a-5p","TGCT",1
"miR-301b-3p/miR-373-5p","TGCT",1
"miR-301b-3p/miR-454-5p","DLBC",1
"miR-3065-3p/miR-154-5p","THYM",1
"miR-3065-3p/miR-19a-3p","BLCA",1
"miR-3065-5p/miR-181d-5p","THYM",1
"miR-3065-5p/miR-34a-3p","UCS",1
"miR-30a-3p/miR-106a-5p","UCS",1
"miR-30a-3p/miR-185-3p","UCEC",1
"miR-30a-3p/miR-330-5p","SKCM",1
"miR-30a-5p/miR-106a-5p","UCS",1
"miR-30a-5p/miR-199b-5p","THYM",1
"miR-30a-5p/miR-30d-5p","CHOL",1
"miR-30b-5p/miR-331-5p","DLBC",1
"miR-30c-1-3p/miR-421","KIRP",1
"miR-30c-2-3p/miR-181c-5p","LIHC",1
"miR-30d-5p/miR-1270","DLBC",1
"miR-31-3p/miR-18a-5p","HNSC",1
"miR-31-5p/let-7b-5p","THYM",1
"miR-31-5p/miR-548s","TGCT",1
"miR-31-5p/miR-877-3p","COAD",1
"miR-3170/miR-520d-3p","THYM",1
"miR-3187-3p/miR-129-2-3p","UCS",1
"miR-320b/miR-29a-5p","BLCA",1
"miR-320c/miR-9-3p","SARC",1
"miR-320d/miR-195-5p","SKCM",1
"miR-320d/miR-744-5p","SKCM",1
"miR-320d/miR-767-5p","UCS",1
"miR-323a-3p/miR-195-5p","ACC",1
"miR-323a-3p/miR-30a-5p","THYM",1
"miR-32-3p/miR-1262","UCS",1
"miR-32-3p/miR-20b-5p","COAD",1
"miR-324-5p/miR-219a-1-3p","SARC",1
"miR-326/miR-191-3p","CHOL",1
"miR-326/miR-320b","STAD",1
"miR-328-3p/let-7e-5p","SARC",1
"miR-328-3p/miR-125b-5p","SKCM",1
"miR-329-3p/miR-188-3p","UCS",1
"miR-329-3p/miR-19a-3p","CESC",1
"miR-330-3p/miR-18a-5p","SARC",1
"miR-330-5p/miR-139-3p","SKCM",1
"miR-330-5p/miR-501-3p","SKCM",1
"miR-330-5p/miR-940","UCS",1
"miR-335-3p/miR-18a-3p","CESC",1
"miR-335-3p/miR-429","TGCT",1
"miR-335-5p/miR-26b-5p","STAD",1
"miR-335-5p/miR-27a-5p","BLCA",1
"miR-335-5p/miR-30b-3p","SARC",1
"miR-335-5p/miR-342-3p","STAD",1
"miR-335-5p/miR-582-3p","ESCA",1
"miR-335-5p/miR-940","STAD",1
"miR-338-3p/miR-196b-5p","LIHC",1
"miR-338-3p/miR-27a-5p","OV",1
"miR-338-3p/miR-320c","READ",1
"miR-338-5p/miR-145-5p","STAD",1
"miR-339-5p/miR-200a-5p","STAD",1
"miR-33a-3p/miR-19b-1-5p","STAD",1
"miR-33a-3p/miR-326","CHOL",1
"miR-33a-3p/miR-34c-3p","SARC",1
"miR-33a-3p/miR-425-5p","ESCA",1
"miR-33a-5p/miR-200a-3p","LUAD",1
"miR-33a-5p/miR-205-5p","THYM",1
"miR-33b-3p/miR-34c-3p","TGCT",1
"miR-33b-5p/miR-30b-3p","READ",1
"miR-340-5p/miR-15b-5p","SARC",1
"miR-340-5p/miR-19a-3p","LUAD",1
"miR-340-5p/miR-224-5p","KIRC",1
"miR-340-5p/miR-9-3p","SKCM",1
"miR-342-3p/miR-93-5p","STAD",1
"miR-342-5p/miR-940","DLBC",1
"miR-34a-5p/miR-181d-5p","KICH",1
"miR-34a-5p/miR-301a-3p","READ",1
"miR-34a-5p/miR-30c-2-3p","SKCM",1
"miR-34a-5p/miR-766-3p","SARC",1
"miR-34b-3p/miR-222-5p","UVM",1
"miR-34b-5p/miR-518c-3p","TGCT",1
"miR-34c-3p/miR-146b-3p","KIRP",1
"miR-34c-5p/miR-21-3p","SARC",1
"miR-3613-3p/miR-424-5p","BLCA",1
"miR-3614-5p/miR-330-5p","UCS",1
"miR-3614-5p/miR-615-3p","HNSC",1
"miR-3615/miR-3200-3p","KICH",1
"miR-362-3p/miR-29a-5p","BLCA",1
"miR-362-3p/miR-378a-3p","UCS",1
"miR-362-5p/miR-616-5p","LIHC",1
"miR-363-3p/miR-222-3p","ACC",1
"miR-363-3p/miR-335-3p","STAD",1
"miR-363-3p/miR-616-5p","THYM",1
"miR-365a-3p/miR-192-5p","SARC",1
"miR-365a-3p/miR-212-3p","SARC",1
"miR-365a-3p/miR-4326","SKCM",1
"miR-3662/miR-218-5p","UCS",1
"miR-367-3p/miR-183-3p","TGCT",1
"miR-370-3p/miR-129-5p","SKCM",1
"miR-370-3p/miR-501-5p","LIHC",1
"miR-373-3p/miR-487a-3p","TGCT",1
"miR-376a-3p/miR-143-3p","MESO",1
"miR-376b-3p/miR-218-5p","UCS",1
"miR-376c-3p/miR-125a-5p","THYM",1
"miR-377-3p/miR-409-3p","ACC",1
"miR-378a-3p/miR-200a-3p","OV",1
"miR-378a-3p/miR-296-5p","KIRP",1
"miR-378a-5p/miR-19b-3p","LIHC",1
"miR-378c/miR-671-3p","TGCT",1
"miR-379-5p/miR-377-5p","MESO",1
"miR-3922-3p/miR-367-3p","TGCT",1
"miR-3940-3p/miR-196a-5p","THYM",1
"miR-410-3p/miR-381-3p","TGCT",1
"miR-410-3p/miR-382-5p","UCS",1
"miR-410-3p/miR-493-5p","UCS",1
"miR-410-3p/miR-93-5p","SKCM",1
"miR-411-3p/miR-106a-5p","PCPG",1
"miR-411-3p/miR-7-5p","LIHC",1
"miR-411-5p/miR-199a-5p","SARC",1
"miR-421/miR-223-5p","UCS",1
"miR-424-3p/miR-330-5p","PCPG",1
"miR-424-3p/miR-483-5p","UCS",1
"miR-424-5p/miR-138-5p","ACC",1
"miR-424-5p/miR-140-5p","UVM",1
"miR-424-5p/miR-196b-5p","STAD",1
"miR-424-5p/miR-215-5p","COAD",1
"miR-424-5p/miR-221-3p","BLCA",1
"miR-424-5p/miR-323a-3p","SARC",1
"miR-424-5p/miR-505-3p","STAD",1
"miR-424-5p/miR-665","PCPG",1
"miR-424-5p/miR-760","BLCA",1
"miR-425-5p/miR-130b-3p","ESCA",1
"miR-429/miR-508-5p","THYM",1
"miR-431-5p/miR-20a-5p","STAD",1
"miR-432-5p/miR-9-5p","DLBC",1
"miR-4326/miR-940","STAD",1
"miR-452-3p/let-7a-3p","SARC",1
"miR-452-5p/miR-106a-5p","LUAD",1
"miR-452-5p/miR-134-5p","KIRC",1
"miR-452-5p/miR-340-5p","KIRC",1
"miR-454-3p/miR-20b-5p","SKCM",1
"miR-454-3p/miR-326","SKCM",1
"miR-454-5p/miR-940","READ",1
"miR-484/miR-181b-5p","SARC",1
"miR-485-3p/miR-27a-3p","SKCM",1
"miR-485-5p/miR-302a-3p","TGCT",1
"miR-486-5p/miR-149-5p","UVM",1
"miR-181c-5p/miR-548j-5p","THYM",1
"miR-99a-5p/miR-3065-5p","UCS",1
"miR-99b-3p/miR-409-5p","CESC",1
"miR-29b-3p/miR-125b-5p","UCEC",1
"miR-29b-3p/miR-373-3p","TGCT",1
"let-7a-2-3p/miR-1301-3p","ESCA",1
"let-7a-3p/miR-625-3p","SARC",1
"let-7a-3p/miR-92a-3p","SARC",1
"let-7b-5p/miR-203a-3p","UVM",1
"let-7b-5p/miR-3065-3p","UVM",1
"let-7b-5p/miR-379-5p","UVM",1
"let-7b-5p/miR-520a-3p","THYM",1
"let-7b-5p/miR-525-5p","THYM",1
"let-7c-5p/miR-10a-5p","SARC",1
"let-7c-5p/miR-204-5p","SARC",1
"let-7c-5p/miR-27b-3p","SARC",1
"let-7c-5p/miR-30b-3p","SARC",1
"let-7c-5p/miR-3615","SARC",1
"let-7c-5p/miR-758-3p","DLBC",1
"let-7e-5p/miR-146a-5p","SARC",1
"miR-103a-2-5p/miR-196b-5p","BLCA",1
"miR-103a-2-5p/miR-19b-1-5p","STAD",1
"miR-103a-2-5p/miR-618","LIHC",1
"miR-106a-5p/miR-145-5p","SARC",1
"miR-106a-5p/miR-150-5p","ACC",1
"miR-106a-5p/miR-224-5p","ACC",1
"miR-106a-5p/miR-628-5p","SARC",1
"miR-106b-5p/miR-378a-5p","SARC",1
"miR-107/miR-1-3p","ACC",1
"miR-107/miR-493-3p","ACC",1
"miR-10a-3p/miR-340-5p","SARC",1
"miR-10b-5p/miR-340-3p","BLCA",1
"miR-10b-5p/miR-34b-5p","BLCA",1
"miR-10b-5p/miR-651-5p","BLCA",1
"miR-1226-3p/miR-486-3p","READ",1
"miR-1228-3p/miR-424-5p","COAD",1
"miR-1229-3p/miR-1226-3p","LGG",1
"miR-1229-3p/miR-135b-5p","BLCA",1
"miR-1229-3p/miR-141-3p","ACC",1
"miR-1229-3p/miR-330-5p","LGG",1
"miR-124-3p/miR-29b-3p","TGCT",1
"miR-124-3p/miR-497-5p","TGCT",1
"miR-124-3p/miR-518e-3p","TGCT",1
"miR-124-3p/miR-520d-5p","TGCT",1
"miR-1248/miR-29a-3p","TGCT",1
"miR-125a-3p/miR-505-3p","SARC",1
"miR-125a-5p/miR-1262","THYM",1
"miR-125b-2-3p/miR-29a-3p","SARC",1
"miR-125b-2-3p/miR-30b-3p","SARC",1
"miR-125b-2-3p/miR-93-5p","BLCA",1
"miR-125b-5p/miR-138-5p","CESC",1
"miR-125b-5p/miR-181c-5p","THYM",1
"miR-125b-5p/miR-221-3p","THYM",1
"miR-125b-5p/miR-324-3p","ESCA",1
"miR-1266-5p/miR-218-5p","STAD",1
"miR-1266-5p/miR-326","UCS",1
"miR-1270/miR-942-5p","ESCA",1
"miR-127-5p/miR-30a-5p","THYM",1
"miR-1276/miR-301b-3p","COAD",1
"miR-128-3p/miR-15a-5p","THYM",1
"miR-1287-5p/miR-182-5p","ACC",1
"miR-1287-5p/miR-628-3p","SARC",1
"miR-1287-5p/miR-96-5p","ACC",1
"miR-129-5p/miR-338-3p","ACC",1
"miR-1296-5p/miR-19a-3p","SARC",1
"miR-1304-5p/miR-223-5p","THYM",1
"miR-130a-3p/miR-149-5p","SKCM",1
"miR-130a-3p/miR-519c-3p","THYM",1
"miR-130a-3p/miR-520a-5p","THYM",1
"miR-130a-3p/miR-616-5p","BLCA",1
"miR-182-5p/miR-664a-3p","DLBC",1
"miR-183-3p/miR-19a-3p","UCEC",1
"miR-183-5p/miR-301b-3p","TGCT",1
"miR-183-5p/miR-331-3p","DLBC",1
"miR-185-5p/miR-200b-3p","OV",1
"miR-130a-3p/miR-651-5p","UCEC",1
"miR-130a-5p/miR-149-5p","UCEC",1
"miR-130a-5p/miR-18a-5p","UCS",1
"miR-188-3p/miR-1226-3p","ACC",1
"miR-188-3p/miR-125b-5p","SKCM",1
"miR-188-3p/miR-129-5p","SARC",1
"miR-130b-3p/miR-92a-1-5p","UCEC",1
"miR-130b-5p/miR-148a-3p","STAD",1
"miR-188-3p/miR-301a-3p","BLCA",1
"miR-188-3p/miR-30b-3p","READ",1
"miR-188-3p/miR-505-5p","SARC",1
"miR-130b-5p/miR-1976","SKCM",1
"miR-130b-5p/miR-548j-5p","THYM",1
"miR-133a-3p/miR-10a-5p","BLCA",1
"miR-188-5p/miR-877-5p","READ",1
"miR-18a-3p/let-7g-3p","BLCA",1
"miR-18a-3p/miR-181a-2-3p","THYM",1
"miR-133a-3p/miR-1-3p","LGG",1
"miR-133a-3p/miR-34a-5p","SARC",1
"miR-18a-5p/miR-141-5p","SKCM",1
"miR-18a-5p/miR-296-3p","DLBC",1
"miR-18b-5p/miR-3609","TGCT",1
"miR-18b-5p/miR-625-5p","DLBC",1
"miR-191-3p/miR-215-5p","MESO",1
"miR-133a-3p/miR-493-3p","KIRP",1
"miR-133a-3p/miR-9-5p","THYM",1
"miR-135b-5p/miR-497-3p","THYM",1
"miR-192-3p/miR-33a-5p","BLCA",1
"miR-192-5p/miR-142-5p","UCS",1
"miR-136-5p/miR-214-3p","DLBC",1
"miR-136-5p/miR-34a-5p","KICH",1
"miR-136-5p/miR-424-5p","COAD",1
"miR-136-5p/miR-627-5p","UCEC",1
"miR-139-5p/miR-32-5p","SARC",1
"miR-1-3p/miR-1226-3p","SKCM",1
"miR-1-3p/miR-143-3p","SKCM",1
"miR-1-3p/miR-200a-3p","STAD",1
"miR-141-3p/miR-23c","MESO",1
"miR-141-3p/miR-539-5p","MESO",1
"miR-141-5p/miR-145-5p","KIRP",1
"miR-192-5p/miR-592","UCEC",1
"miR-193a-3p/miR-19a-3p","UCEC",1
"miR-141-5p/miR-96-5p","KIRP",1
"miR-142-3p/miR-199a-3p","ACC",1
"miR-142-3p/miR-212-3p","KICH",1
"miR-193a-3p/miR-330-3p","SARC",1
"miR-193b-3p/miR-143-3p","PCPG",1
"miR-142-3p/miR-493-5p","KIRC",1
"miR-142-3p/miR-624-5p","PCPG",1
"miR-142-5p/miR-9-5p","TGCT",1
"miR-193b-3p/miR-582-5p","CHOL",1
"miR-193b-5p/miR-301b-3p","TGCT",1
"miR-193b-5p/miR-30b-5p","DLBC",1
"miR-27b-5p/miR-182-5p","CESC",1
"miR-296-3p/miR-365a-3p","PCPG",1
"miR-296-5p/miR-503-5p","LUSC",1
"miR-143-3p/miR-100-5p","SARC",1
"miR-143-3p/miR-150-5p","ESCA",1
"miR-143-3p/miR-203a-3p","UVM",1
"miR-143-3p/miR-20b-5p","LUAD",1
"miR-143-5p/miR-2355-5p","SKCM",1
"miR-299-3p/miR-655-3p","TGCT",1
"miR-29a-3p/miR-19a-3p","SARC",1
"miR-194-3p/miR-495-3p","UVM",1
"miR-194-5p/miR-1307-3p","STAD",1
"miR-195-3p/miR-383-5p","THYM",1
"miR-195-3p/miR-877-5p","SARC",1
"miR-195-5p/miR-146a-5p","SKCM",1
"miR-29a-3p/miR-502-5p","TGCT",1
"miR-29a-5p/miR-491-5p","UCS",1
"miR-29b-1-5p/miR-3130-5p","UCS",1
"miR-29b-1-5p/miR-378c","SKCM",1
"miR-29b-3p/miR-20b-5p","CESC",1
"miR-143-5p/miR-27a-3p","SKCM",1
"miR-144-3p/miR-100-3p","THCA",1
"miR-144-5p/miR-144-3p","COAD",1
"miR-195-5p/miR-3662","UCS",1
"miR-195-5p/miR-374a-3p","SKCM",1
"miR-195-5p/miR-539-5p","MESO",1
"miR-196a-5p/miR-676-3p","KICH",1
"miR-196a-5p/miR-769-3p","ACC",1
"miR-29b-3p/miR-330-5p","LGG",1
"miR-29b-3p/miR-487b-3p","SARC",1
"miR-145-3p/miR-424-5p","UVM",1
"miR-145-5p/let-7g-3p","SKCM",1
