miRNA1,miRNA2,hgnc_symbol_tf,hgnc_symbol_target,CommonSynergyModules,CancerTypes,Count
miR-377-5p,miR-7-5p,MYC,CDC25C,miR-377-5p/miR-7-5p/MYC/CDC25C,LGG,1
miR-377-5p,miR-7-5p,MYC,EPB42,miR-377-5p/miR-7-5p/MYC/EPB42,LGG,1
miR-377-5p,miR-7-5p,MYC,KIAA1586,miR-377-5p/miR-7-5p/MYC/KIAA1586,LGG,1
miR-377-5p,miR-7-5p,MYC,MNX1,miR-377-5p/miR-7-5p/MYC/MNX1,LGG,1
miR-377-5p,miR-7-5p,MYC,RAD51,miR-377-5p/miR-7-5p/MYC/RAD51,LGG,1
miR-377-5p,miR-7-5p,MYC,UBE2C,miR-377-5p/miR-7-5p/MYC/UBE2C,LGG,1
miR-377-5p,miR-7-5p,STAT2,PIM1,miR-377-5p/miR-7-5p/STAT2/PIM1,LGG,1
miR-377-5p,miR-766-3p,E2F4,AURKB,miR-377-5p/miR-766-3p/E2F4/AURKB,LGG,1
miR-377-5p,miR-766-3p,E2F4,BIRC5,miR-377-5p/miR-766-3p/E2F4/BIRC5,LGG,1
miR-377-5p,miR-766-3p,E2F4,CAV1,miR-377-5p/miR-766-3p/E2F4/CAV1,LGG,1
miR-377-5p,miR-766-3p,E2F4,CDC25C,miR-377-5p/miR-766-3p/E2F4/CDC25C,LGG,1
miR-377-5p,miR-766-3p,E2F4,CDK1,miR-377-5p/miR-766-3p/E2F4/CDK1,LGG,1
miR-377-5p,miR-766-3p,E2F4,FOXM1,miR-377-5p/miR-766-3p/E2F4/FOXM1,LGG,1
miR-377-5p,miR-766-3p,E2F4,GINS1,miR-377-5p/miR-766-3p/E2F4/GINS1,LGG,1
miR-377-5p,miR-766-3p,E2F4,HMMR,miR-377-5p/miR-766-3p/E2F4/HMMR,LGG,1
miR-377-5p,miR-766-3p,E2F4,NUSAP1,miR-377-5p/miR-766-3p/E2F4/NUSAP1,LGG,1
miR-377-5p,miR-766-3p,E2F4,RAD54L,miR-377-5p/miR-766-3p/E2F4/RAD54L,LGG,1
miR-377-5p,miR-766-3p,E2F4,RFC3,miR-377-5p/miR-766-3p/E2F4/RFC3,LGG,1
miR-377-5p,miR-766-3p,E2F4,TOP2A,miR-377-5p/miR-766-3p/E2F4/TOP2A,LGG,1
miR-377-5p,miR-766-3p,E2F4,UBE2C,miR-377-5p/miR-766-3p/E2F4/UBE2C,LGG,1
miR-377-5p,miR-766-3p,MYC,CDC25C,miR-377-5p/miR-766-3p/MYC/CDC25C,LGG,1
miR-377-5p,miR-766-3p,MYC,EPB42,miR-377-5p/miR-766-3p/MYC/EPB42,LGG,1
miR-377-5p,miR-766-3p,MYC,FOXM1,miR-377-5p/miR-766-3p/MYC/FOXM1,LGG,1
miR-377-5p,miR-766-3p,MYC,UBE2C,miR-377-5p/miR-766-3p/MYC/UBE2C,LGG,1
miR-377-5p,miR-940,MYC,ARSB,miR-377-5p/miR-940/MYC/ARSB,LGG,1
miR-378a-3p,miR-378a-5p,SP1,OXTR,miR-378a-3p/miR-378a-5p/SP1/OXTR,KIRP,1
miR-378a-3p,miR-378c,KLF5,BIRC5,miR-378a-3p/miR-378c/KLF5/BIRC5,LIHC,1
miR-378a-3p,miR-378c,MEIS2,MATN2,miR-378a-3p/miR-378c/MEIS2/MATN2,SARC,1
miR-378a-3p,miR-378c,MEIS2,NR2F2,miR-378a-3p/miR-378c/MEIS2/NR2F2,SARC,1
miR-378a-3p,miR-3943,MYC,AQR,miR-378a-3p/miR-3943/MYC/AQR,LGG,1
miR-378a-3p,miR-3943,MYC,CASP8AP2,miR-378a-3p/miR-3943/MYC/CASP8AP2,LGG,1
miR-378a-3p,miR-493-5p,JUN,SELE,miR-378a-3p/miR-493-5p/JUN/SELE,TGCT,1
miR-378a-3p,miR-494-3p,MYC,ID2,miR-378a-3p/miR-494-3p/MYC/ID2,LGG,1
miR-378a-3p,miR-499a-5p,MYC,WDR36,miR-378a-3p/miR-499a-5p/MYC/WDR36,LGG,1
miR-378a-3p,miR-505-5p,JUN,FOSL1,miR-378a-3p/miR-505-5p/JUN/FOSL1,BLCA,1
miR-378a-3p,miR-519b-3p,ESR1,CYP1B1,miR-378a-3p/miR-519b-3p/ESR1/CYP1B1,TGCT,1
miR-378a-3p,miR-519b-3p,ESR1,JUNB,miR-378a-3p/miR-519b-3p/ESR1/JUNB,TGCT,1
miR-378a-3p,miR-520c-3p,ESR1,JUNB,miR-378a-3p/miR-520c-3p/ESR1/JUNB,TGCT,1
miR-378a-3p,miR-642a-5p,RUNX1,LGALS3,miR-378a-3p/miR-642a-5p/RUNX1/LGALS3,TGCT,1
miR-378a-3p,miR-7-5p,MYC,DDX11,miR-378a-3p/miR-7-5p/MYC/DDX11,LGG,1
miR-378a-3p,miR-7-5p,MYC,PRKDC,miR-378a-3p/miR-7-5p/MYC/PRKDC,LGG,1
miR-378a-3p,miR-744-5p,JUN,PTGS2,miR-378a-3p/miR-744-5p/JUN/PTGS2,BLCA,1
miR-378a-3p,miR-766-3p,JUN,RELB,miR-378a-3p/miR-766-3p/JUN/RELB,TGCT,1
miR-378a-3p,miR-92a-1-5p,TCF12,BNC2,miR-378a-3p/miR-92a-1-5p/TCF12/BNC2,TGCT,1
miR-378a-5p,miR-548b-3p,SP1,ADAM10,miR-378a-5p/miR-548b-3p/SP1/ADAM10,BRCA,1
miR-378a-5p,miR-629-3p,ZKSCAN1,FHAD1,miR-378a-5p/miR-629-3p/ZKSCAN1/FHAD1,TGCT,1
miR-378a-5p,miR-629-5p,ZKSCAN1,PTPRF,miR-378a-5p/miR-629-5p/ZKSCAN1/PTPRF,TGCT,1
miR-378a-5p,miR-7-5p,PPARA,CPT1A,miR-378a-5p/miR-7-5p/PPARA/CPT1A,TGCT,1
miR-378c,miR-9-5p,KLF5,PPP1R13L,miR-378c/miR-9-5p/KLF5/PPP1R13L,TGCT,1
miR-379-3p,miR-380-3p,NRF1,MIB1,miR-379-3p/miR-380-3p/NRF1/MIB1,LGG,1
miR-379-3p,miR-380-3p,NRF1,MYL5,miR-379-3p/miR-380-3p/NRF1/MYL5,LGG,1
miR-379-3p,miR-380-3p,NRF1,TMEM104,miR-379-3p/miR-380-3p/NRF1/TMEM104,LGG,1
miR-379-3p,miR-411-3p,ELK4,SLC4A7,miR-379-3p/miR-411-3p/ELK4/SLC4A7,LGG,1
miR-379-3p,miR-411-3p,NRF1,NADK,miR-379-3p/miR-411-3p/NRF1/NADK,LGG,1
miR-379-3p,miR-411-3p,NRF1,PKMYT1,miR-379-3p/miR-411-3p/NRF1/PKMYT1,LGG,1
miR-379-3p,miR-411-3p,NRF1,SIX5,miR-379-3p/miR-411-3p/NRF1/SIX5,LGG,1
miR-379-5p,miR-877-5p,NCOA3,VPS13B,miR-379-5p/miR-877-5p/NCOA3/VPS13B,LGG,1
miR-380-3p,miR-411-3p,NRF1,MIB1,miR-380-3p/miR-411-3p/NRF1/MIB1,LGG,1
miR-381-3p,miR-382-5p,KLF9,PER1,miR-381-3p/miR-382-5p/KLF9/PER1,LIHC,1
miR-381-3p,miR-491-5p,AR,ANAPC10,miR-381-3p/miR-491-5p/AR/ANAPC10,LGG,1
miR-381-3p,miR-491-5p,AR,ATF6,miR-381-3p/miR-491-5p/AR/ATF6,LGG,1
miR-381-3p,miR-491-5p,AR,CDH2,miR-381-3p/miR-491-5p/AR/CDH2,LGG,1
miR-381-3p,miR-491-5p,AR,TMPRSS2,miR-381-3p/miR-491-5p/AR/TMPRSS2,LGG,1
miR-383-5p,miR-410-3p,SP1,TGFBR2,miR-383-5p/miR-410-3p/SP1/TGFBR2,LGG,1
miR-383-5p,miR-410-3p,SP1,UNG,miR-383-5p/miR-410-3p/SP1/UNG,LGG,1
miR-383-5p,miR-7-5p,SP1,ADH6,miR-383-5p/miR-7-5p/SP1/ADH6,LGG,1
miR-383-5p,miR-7-5p,SP1,TGM4,miR-383-5p/miR-7-5p/SP1/TGM4,LGG,1
miR-383-5p,miR-7-5p,SP1,TNFSF14,miR-383-5p/miR-7-5p/SP1/TNFSF14,LGG,1
miR-383-5p,miR-7-5p,SP1,UNG,miR-383-5p/miR-7-5p/SP1/UNG,LGG,1
miR-3913-5p,miR-92a-1-5p,MEF2A,LTBP1,miR-3913-5p/miR-92a-1-5p/MEF2A/LTBP1,SARC,1
miR-3913-5p,miR-92a-1-5p,MEF2A,TNRC6B,miR-3913-5p/miR-92a-1-5p/MEF2A/TNRC6B,SARC,1
miR-3928-3p,miR-421,FOXP1,EPRS1,miR-3928-3p/miR-421/FOXP1/EPRS1,STAD,1
miR-3928-3p,miR-424-5p,NFIC,GFAP,miR-3928-3p/miR-424-5p/NFIC/GFAP,STAD,1
miR-3928-3p,miR-431-5p,FOXP1,AZIN1,miR-3928-3p/miR-431-5p/FOXP1/AZIN1,STAD,1
miR-3928-3p,miR-651-5p,IRF4,TXNDC11,miR-3928-3p/miR-651-5p/IRF4/TXNDC11,BLCA,1
miR-3928-3p,miR-7-1-3p,FOXP1,EPRS1,miR-3928-3p/miR-7-1-3p/FOXP1/EPRS1,STAD,1
miR-3928-3p,miR-92b-5p,NFIC,GFAP,miR-3928-3p/miR-92b-5p/NFIC/GFAP,STAD,1
miR-3928-3p,miR-93-3p,IRF4,KBTBD8,miR-3928-3p/miR-93-3p/IRF4/KBTBD8,BLCA,1
miR-3928-3p,miR-93-3p,IRF4,TXNDC11,miR-3928-3p/miR-93-3p/IRF4/TXNDC11,BLCA,1
miR-3943,miR-490-3p,JUN,TNFRSF10A,miR-3943/miR-490-3p/JUN/TNFRSF10A,LGG,1
miR-3943,miR-541-3p,GLI2,BCL2,miR-3943/miR-541-3p/GLI2/BCL2,LGG,1
miR-3943,miR-7-5p,MYC,CRAT,miR-3943/miR-7-5p/MYC/CRAT,LGG,1
miR-3943,miR-7-5p,MYC,DDX11,miR-3943/miR-7-5p/MYC/DDX11,LGG,1
miR-3943,miR-7-5p,MYC,DNPH1,miR-3943/miR-7-5p/MYC/DNPH1,LGG,1
miR-3943,miR-766-3p,MYC,AQR,miR-3943/miR-766-3p/MYC/AQR,LGG,1
miR-3943,miR-766-3p,MYC,KIAA1586,miR-3943/miR-766-3p/MYC/KIAA1586,LGG,1
miR-3943,miR-940,MYC,AQR,miR-3943/miR-940/MYC/AQR,LGG,1
miR-409-3p,miR-432-5p,ZFX,ZNF398,miR-409-3p/miR-432-5p/ZFX/ZNF398,LGG,1
miR-409-3p,miR-455-3p,ZFX,DGCR8,miR-409-3p/miR-455-3p/ZFX/DGCR8,SARC,1
miR-409-3p,miR-455-3p,ZFX,SMAD2,miR-409-3p/miR-455-3p/ZFX/SMAD2,SARC,1
miR-409-3p,miR-455-3p,ZFX,ZNF143,miR-409-3p/miR-455-3p/ZFX/ZNF143,SARC,1
miR-409-3p,miR-484,ZFX,ADD1,miR-409-3p/miR-484/ZFX/ADD1,SARC,1
miR-409-3p,miR-769-5p,ATF7,EXOC4,miR-409-3p/miR-769-5p/ATF7/EXOC4,LGG,1
miR-409-3p,miR-93-3p,FOXP1,PHTF2,miR-409-3p/miR-93-3p/FOXP1/PHTF2,LUAD,1
miR-410-3p,miR-411-3p,TFDP1,DHFR,miR-410-3p/miR-411-3p/TFDP1/DHFR,LGG,1
miR-410-3p,miR-433-3p,HIF1A,ERCC6,miR-410-3p/miR-433-3p/HIF1A/ERCC6,LGG,1
miR-410-3p,miR-433-3p,HIF1A,NAMPT,miR-410-3p/miR-433-3p/HIF1A/NAMPT,LGG,1
miR-410-3p,miR-485-5p,HIF1A,NAMPT,miR-410-3p/miR-485-5p/HIF1A/NAMPT,LGG,1
miR-410-3p,miR-494-3p,HIF1A,NAMPT,miR-410-3p/miR-494-3p/HIF1A/NAMPT,LGG,1
miR-410-3p,miR-494-3p,HIF1A,TLR4,miR-410-3p/miR-494-3p/HIF1A/TLR4,LGG,1
miR-410-3p,miR-541-3p,ZBTB7A,ARHGAP45,miR-410-3p/miR-541-3p/ZBTB7A/ARHGAP45,PCPG,1
miR-410-3p,miR-541-3p,ZBTB7A,BHLHE40,miR-410-3p/miR-541-3p/ZBTB7A/BHLHE40,PCPG,1
miR-410-3p,miR-625-3p,HIF1A,PFKFB3,miR-410-3p/miR-625-3p/HIF1A/PFKFB3,LGG,1
miR-410-3p,miR-654-5p,ZBTB7A,PTCH1,miR-410-3p/miR-654-5p/ZBTB7A/PTCH1,HNSC,1
miR-410-3p,miR-7-5p,SP1,ADAM10,miR-410-3p/miR-7-5p/SP1/ADAM10,LGG,1
miR-410-3p,miR-7-5p,SP1,ATF2,miR-410-3p/miR-7-5p/SP1/ATF2,BRCA,1
miR-410-3p,miR-7-5p,SP1,BIRC5,miR-410-3p/miR-7-5p/SP1/BIRC5,LGG,1
miR-410-3p,miR-7-5p,SP1,CDC25C,miR-410-3p/miR-7-5p/SP1/CDC25C,LGG,1
miR-410-3p,miR-7-5p,SP1,CDKN1B,miR-410-3p/miR-7-5p/SP1/CDKN1B,BRCA,1
miR-410-3p,miR-7-5p,SP1,FOSL1,miR-410-3p/miR-7-5p/SP1/FOSL1,LGG,1
miR-410-3p,miR-7-5p,SP1,PIM1,miR-410-3p/miR-7-5p/SP1/PIM1,LGG,1
miR-410-3p,miR-744-3p,POU2F1,TXNRD1,miR-410-3p/miR-744-3p/POU2F1/TXNRD1,LGG,1
miR-410-3p,miR-889-3p,HIF1A,ETS1,miR-410-3p/miR-889-3p/HIF1A/ETS1,LGG,1
miR-410-3p,miR-889-3p,POU2F1,RPTOR,miR-410-3p/miR-889-3p/POU2F1/RPTOR,THCA,1
miR-411-3p,miR-494-3p,STAT1,GSTK1,miR-411-3p/miR-494-3p/STAT1/GSTK1,TGCT,1
miR-411-3p,miR-651-5p,ELK4,KDM5A,miR-411-3p/miR-651-5p/ELK4/KDM5A,LGG,1
miR-411-3p,miR-651-5p,ELK4,SLC4A7,miR-411-3p/miR-651-5p/ELK4/SLC4A7,LGG,1
miR-411-3p,miR-655-3p,ELK4,SLC4A7,miR-411-3p/miR-655-3p/ELK4/SLC4A7,LGG,1
miR-411-3p,miR-758-3p,TFDP1,CDK1,miR-411-3p/miR-758-3p/TFDP1/CDK1,LGG,1
miR-421,miR-431-5p,FOXP1,EPRS1,miR-421/miR-431-5p/FOXP1/EPRS1,STAD,1
miR-421,miR-431-5p,FOXP1,SND1,miR-421/miR-431-5p/FOXP1/SND1,STAD,1
miR-421,miR-671-5p,FOXP1,LNX1,miR-421/miR-671-5p/FOXP1/LNX1,STAD,1
miR-421,miR-7-1-3p,FOXP1,LNX1,miR-421/miR-7-1-3p/FOXP1/LNX1,STAD,1
miR-421,miR-93-3p,CEBPD,GADD45G,miR-421/miR-93-3p/CEBPD/GADD45G,STAD,1
miR-421,miR-93-3p,FOXP1,MAD1L1,miR-421/miR-93-3p/FOXP1/MAD1L1,STAD,1
miR-421,miR-935,NR2F2,ACTA1,miR-421/miR-935/NR2F2/ACTA1,STAD,1
miR-421,miR-942-5p,FOXP1,MAD1L1,miR-421/miR-942-5p/FOXP1/MAD1L1,STAD,1
miR-424-5p,miR-450b-5p,NFIC,GFAP,miR-424-5p/miR-450b-5p/NFIC/GFAP,SARC,1
miR-424-5p,miR-455-3p,PKNOX1,RPS6KC1,miR-424-5p/miR-455-3p/PKNOX1/RPS6KC1,STAD,1
miR-424-5p,miR-484,ZEB1,CDH1,miR-424-5p/miR-484/ZEB1/CDH1,STAD,1
miR-424-5p,miR-500a-5p,NR2C2,PHF12,miR-424-5p/miR-500a-5p/NR2C2/PHF12,STAD,1
miR-424-5p,miR-503-5p,SP1,EDNRB,miR-424-5p/miR-503-5p/SP1/EDNRB,HNSC,1
miR-424-5p,miR-520d-5p,REL,BIRC3,miR-424-5p/miR-520d-5p/REL/BIRC3,TGCT,1
miR-424-5p,miR-520d-5p,REL,CCL5,miR-424-5p/miR-520d-5p/REL/CCL5,TGCT,1
miR-424-5p,miR-520d-5p,REL,IL2RA,miR-424-5p/miR-520d-5p/REL/IL2RA,TGCT,1
miR-424-5p,miR-527,REL,CCL5,miR-424-5p/miR-527/REL/CCL5,TGCT,1
miR-424-5p,miR-590-3p,STAT3,STAT1,miR-424-5p/miR-590-3p/STAT3/STAT1,SARC,1
miR-424-5p,miR-616-5p,TCF7L2,DKK1,miR-424-5p/miR-616-5p/TCF7L2/DKK1,THCA,1
miR-424-5p,miR-625-3p,ETV1,ANKRD44,miR-424-5p/miR-625-3p/ETV1/ANKRD44,STAD,1
miR-424-5p,miR-627-5p,NR2C2,ADGRF3,miR-424-5p/miR-627-5p/NR2C2/ADGRF3,STAD,1
miR-424-5p,miR-627-5p,NR2C2,FAM193B,miR-424-5p/miR-627-5p/NR2C2/FAM193B,STAD,1
miR-424-5p,miR-654-3p,POU2F1,GCM1,miR-424-5p/miR-654-3p/POU2F1/GCM1,STAD,1
miR-424-5p,miR-766-3p,NR2C2,GCN1,miR-424-5p/miR-766-3p/NR2C2/GCN1,SARC,1
miR-424-5p,miR-766-3p,NR2C2,KDM4D,miR-424-5p/miR-766-3p/NR2C2/KDM4D,TGCT,1
miR-424-5p,miR-874-3p,STAT3,ETV6,miR-424-5p/miR-874-3p/STAT3/ETV6,SARC,1
miR-424-5p,miR-93-3p,STAT3,CCL2,miR-424-5p/miR-93-3p/STAT3/CCL2,SARC,1
miR-424-5p,miR-940,STAT3,NNMT,miR-424-5p/miR-940/STAT3/NNMT,STAD,1
miR-425-5p,miR-589-3p,MEF2C,PLCL2,miR-425-5p/miR-589-3p/MEF2C/PLCL2,BLCA,1
miR-425-5p,miR-589-3p,MEF2C,RASGRP3,miR-425-5p/miR-589-3p/MEF2C/RASGRP3,BLCA,1
miR-425-5p,miR-589-3p,MEF2C,RIPOR2,miR-425-5p/miR-589-3p/MEF2C/RIPOR2,BLCA,1
miR-425-5p,miR-651-5p,KMT2A,CDKN1B,miR-425-5p/miR-651-5p/KMT2A/CDKN1B,SARC,1
miR-425-5p,miR-92a-3p,MEF2C,HDAC5,miR-425-5p/miR-92a-3p/MEF2C/HDAC5,SARC,1
miR-425-5p,miR-96-5p,SNAI2,FAM110C,miR-425-5p/miR-96-5p/SNAI2/FAM110C,BRCA,1
miR-429,miR-592,MYC,TGFB2,miR-429/miR-592/MYC/TGFB2,CESC,1
miR-429,miR-628-3p,ZEB2,SERTAD2,miR-429/miR-628-3p/ZEB2/SERTAD2,BLCA,1
miR-429,miR-7-5p,MYC,HINT1,miR-429/miR-7-5p/MYC/HINT1,BLCA,1
miR-429,miR-744-5p,JUN,ATF3,miR-429/miR-744-5p/JUN/ATF3,BLCA,1
miR-429,miR-9-5p,ETS1,BAX,miR-429/miR-9-5p/ETS1/BAX,HNSC,1
miR-429,miR-93-3p,HIF1A,BNIP3L,miR-429/miR-93-3p/HIF1A/BNIP3L,BLCA,1
miR-429,miR-93-3p,JUN,ATF3,miR-429/miR-93-3p/JUN/ATF3,BLCA,1
miR-429,miR-93-5p,HIF1A,BNIP3L,miR-429/miR-93-5p/HIF1A/BNIP3L,BLCA,1
miR-429,miR-940,JUN,ATF3,miR-429/miR-940/JUN/ATF3,BLCA,1
miR-431-3p,miR-874-3p,RELA,CCL2,miR-431-3p/miR-874-3p/RELA/CCL2,SARC,1
miR-431-3p,miR-874-3p,RELA,GATA3,miR-431-3p/miR-874-3p/RELA/GATA3,LGG,1
miR-431-3p,miR-874-3p,RELA,TBX21,miR-431-3p/miR-874-3p/RELA/TBX21,LGG,1
miR-431-5p,miR-7-1-3p,FOXP1,MCTP2,miR-431-5p/miR-7-1-3p/FOXP1/MCTP2,STAD,1
miR-432-5p,miR-450b-5p,NFIC,GFAP,miR-432-5p/miR-450b-5p/NFIC/GFAP,SARC,1
miR-432-5p,miR-582-5p,SP3,VEGFA,miR-432-5p/miR-582-5p/SP3/VEGFA,LGG,1
miR-432-5p,miR-629-5p,NFIC,CYP1A1,miR-432-5p/miR-629-5p/NFIC/CYP1A1,TGCT,1
miR-432-5p,miR-7-5p,SP3,KDR,miR-432-5p/miR-7-5p/SP3/KDR,LGG,1
miR-433-3p,miR-889-3p,HIF1A,VEGFA,miR-433-3p/miR-889-3p/HIF1A/VEGFA,LGG,1
miR-433-3p,miR-935,HIF1A,AGT,miR-433-3p/miR-935/HIF1A/AGT,LGG,1
miR-450b-5p,miR-503-5p,TEAD1,SAMD4A,miR-450b-5p/miR-503-5p/TEAD1/SAMD4A,SARC,1
miR-450b-5p,miR-518a-5p,REL,ICAM1,miR-450b-5p/miR-518a-5p/REL/ICAM1,TGCT,1
miR-450b-5p,miR-518a-5p,REL,TNFAIP3,miR-450b-5p/miR-518a-5p/REL/TNFAIP3,TGCT,1
miR-450b-5p,miR-524-5p,REL,ICAM1,miR-450b-5p/miR-524-5p/REL/ICAM1,TGCT,1
miR-450b-5p,miR-527,REL,ICAM1,miR-450b-5p/miR-527/REL/ICAM1,TGCT,1
miR-450b-5p,miR-527,REL,TNFAIP3,miR-450b-5p/miR-527/REL/TNFAIP3,TGCT,1
miR-450b-5p,miR-548j-5p,PRDM1,ERG,miR-450b-5p/miR-548j-5p/PRDM1/ERG,THYM,1
miR-450b-5p,miR-548t-5p,CLOCK,CORO2B,miR-450b-5p/miR-548t-5p/CLOCK/CORO2B,THYM,1
miR-452-5p,miR-484,TCF4,PRKCH,miR-452-5p/miR-484/TCF4/PRKCH,STAD,1
miR-452-5p,miR-92b-3p,RBPJ,NSMCE2,miR-452-5p/miR-92b-3p/RBPJ/NSMCE2,TGCT,1
miR-454-3p,miR-491-5p,AR,MED1,miR-454-3p/miR-491-5p/AR/MED1,SARC,1
miR-454-3p,miR-500a-5p,NR2C2,IMPACT,miR-454-3p/miR-500a-5p/NR2C2/IMPACT,HNSC,1
miR-454-3p,miR-589-3p,AR,NUP214,miR-454-3p/miR-589-3p/AR/NUP214,SARC,1
miR-455-3p,miR-500a-5p,PKNOX1,RPS6KC1,miR-455-3p/miR-500a-5p/PKNOX1/RPS6KC1,STAD,1
miR-455-3p,miR-766-3p,STAT2,PML,miR-455-3p/miR-766-3p/STAT2/PML,TGCT,1
miR-455-3p,miR-9-5p,KLF6,LRRFIP1,miR-455-3p/miR-9-5p/KLF6/LRRFIP1,STAD,1
miR-455-5p,miR-625-3p,SOX11,GRIA2,miR-455-5p/miR-625-3p/SOX11/GRIA2,STAD,1
miR-455-5p,miR-671-5p,MAFG,KAZN,miR-455-5p/miR-671-5p/MAFG/KAZN,LGG,1
miR-484,miR-495-3p,MEIS1,JCAD,miR-484/miR-495-3p/MEIS1/JCAD,SARC,1
miR-484,miR-532-3p,SRF,SAMD4A,miR-484/miR-532-3p/SRF/SAMD4A,BRCA,1
miR-484,miR-539-5p,POU2F1,GNRH1,miR-484/miR-539-5p/POU2F1/GNRH1,SARC,1
miR-484,miR-590-5p,KMT2A,CDKN1B,miR-484/miR-590-5p/KMT2A/CDKN1B,STAD,1
miR-484,miR-629-3p,KMT2A,CDKN1B,miR-484/miR-629-3p/KMT2A/CDKN1B,STAD,1
miR-484,miR-675-3p,ZFX,MYO1C,miR-484/miR-675-3p/ZFX/MYO1C,SARC,1
miR-484,miR-93-5p,TCF4,PHACTR2,miR-484/miR-93-5p/TCF4/PHACTR2,STAD,1
miR-484,miR-93-5p,TCF4,PLCB1,miR-484/miR-93-5p/TCF4/PLCB1,STAD,1
miR-485-5p,miR-491-5p,TP53,EPHA2,miR-485-5p/miR-491-5p/TP53/EPHA2,LGG,1
miR-485-5p,miR-494-3p,HIF1A,NAMPT,miR-485-5p/miR-494-3p/HIF1A/NAMPT,LGG,1
miR-485-5p,miR-766-3p,TP53,CDC25C,miR-485-5p/miR-766-3p/TP53/CDC25C,LGG,1
miR-485-5p,miR-766-3p,TP53,TNFRSF10C,miR-485-5p/miR-766-3p/TP53/TNFRSF10C,LGG,1
miR-485-5p,miR-889-3p,HIF1A,ITGB1,miR-485-5p/miR-889-3p/HIF1A/ITGB1,LGG,1
miR-485-5p,miR-889-3p,HIF1A,NAMPT,miR-485-5p/miR-889-3p/HIF1A/NAMPT,LGG,1
miR-485-5p,miR-935,HIF1A,GYS1,miR-485-5p/miR-935/HIF1A/GYS1,LGG,1
miR-485-5p,miR-935,HIF1A,VEGFA,miR-485-5p/miR-935/HIF1A/VEGFA,LGG,1
miR-485-5p,miR-940,TP53,TNFRSF10C,miR-485-5p/miR-940/TP53/TNFRSF10C,LGG,1
miR-486-5p,miR-96-5p,FOXO1,IL1B,miR-486-5p/miR-96-5p/FOXO1/IL1B,TGCT,1
miR-490-3p,miR-582-5p,RBPJ,TCF4,miR-490-3p/miR-582-5p/RBPJ/TCF4,LGG,1
miR-490-3p,miR-7-5p,RBPJ,GPATCH2L,miR-490-3p/miR-7-5p/RBPJ/GPATCH2L,LGG,1
miR-490-3p,miR-92b-3p,RBPJ,PLEC,miR-490-3p/miR-92b-3p/RBPJ/PLEC,TGCT,1
miR-491-3p,miR-93-5p,MEF2A,HIVEP2,miR-491-3p/miR-93-5p/MEF2A/HIVEP2,BLCA,1
miR-491-5p,miR-504-5p,MAZ,KCTD15,miR-491-5p/miR-504-5p/MAZ/KCTD15,LGG,1
miR-491-5p,miR-539-5p,SOX11,ZBTB20,miR-491-5p/miR-539-5p/SOX11/ZBTB20,LGG,1
miR-491-5p,miR-589-3p,AR,ATM,miR-491-5p/miR-589-3p/AR/ATM,SARC,1
miR-491-5p,miR-589-3p,AR,IGF1R,miR-491-5p/miR-589-3p/AR/IGF1R,SARC,1
miR-491-5p,miR-675-3p,AR,PNRC1,miR-491-5p/miR-675-3p/AR/PNRC1,SARC,1
miR-491-5p,miR-675-3p,AR,PTPRM,miR-491-5p/miR-675-3p/AR/PTPRM,SARC,1
miR-491-5p,miR-744-3p,MAZ,FAAP20,miR-491-5p/miR-744-3p/MAZ/FAAP20,LGG,1
miR-491-5p,miR-744-3p,MAZ,KCTD15,miR-491-5p/miR-744-3p/MAZ/KCTD15,LGG,1
miR-491-5p,miR-877-5p,SOX11,MAP4K4,miR-491-5p/miR-877-5p/SOX11/MAP4K4,LGG,1
miR-494-3p,miR-499a-5p,MYC,MNX1,miR-494-3p/miR-499a-5p/MYC/MNX1,LGG,1
miR-494-3p,miR-7-5p,MYC,PRKDC,miR-494-3p/miR-7-5p/MYC/PRKDC,LGG,1
miR-494-3p,miR-7-5p,TEAD1,FMN2,miR-494-3p/miR-7-5p/TEAD1/FMN2,LGG,1
miR-494-3p,miR-766-3p,MYC,NRAS,miR-494-3p/miR-766-3p/MYC/NRAS,LGG,1
miR-494-3p,miR-889-3p,HIF1A,NAMPT,miR-494-3p/miR-889-3p/HIF1A/NAMPT,LGG,1
miR-494-3p,miR-889-3p,HIF1A,TLR4,miR-494-3p/miR-889-3p/HIF1A/TLR4,LGG,1
miR-494-3p,miR-940,MYC,CLP1,miR-494-3p/miR-940/MYC/CLP1,LGG,1
miR-494-3p,miR-940,MYC,RPL26,miR-494-3p/miR-940/MYC/RPL26,LGG,1
miR-495-3p,miR-543,BACH1,MSANTD3,miR-495-3p/miR-543/BACH1/MSANTD3,LGG,1
miR-497-3p,miR-548d-3p,HIF1A,BNIP3,miR-497-3p/miR-548d-3p/HIF1A/BNIP3,THYM,1
miR-497-3p,miR-93-5p,HIF1A,BNIP3,miR-497-3p/miR-93-5p/HIF1A/BNIP3,THYM,1
miR-497-3p,miR-942-5p,ZFX,ARID1B,miR-497-3p/miR-942-5p/ZFX/ARID1B,TGCT,1
miR-500a-3p,miR-874-3p,E2F1,NDUFAF6,miR-500a-3p/miR-874-3p/E2F1/NDUFAF6,SARC,1
miR-500a-5p,miR-501-3p,POU2F1,GNRH1,miR-500a-5p/miR-501-3p/POU2F1/GNRH1,SARC,1
