Triplet;Count;CancerTypes
miR-1-3p/miR-411-5p/CDH2;1;UCS
miR-196a-5p/miR-582-5p/CDH2;1;HNSC
miR-124-3p/miR-497-5p/AKT3;1;TGCT
miR-124-3p/miR-548d-3p/AKT3;1;TGCT
miR-224-3p/miR-424-5p/AKT3;1;COAD
miR-33a-3p/miR-34c-3p/AKT3;1;SARC
miR-193b-5p/miR-484/ERVMER34-1;1;SARC
miR-425-5p/miR-550a-3p/TOM1L1;1;SARC
miR-92a-3p/miR-425-5p/TOM1L1;1;SARC
miR-18a-5p/miR-335-5p/MAMLD1;1;SARC
miR-200b-3p/miR-200c-3p/MAMLD1;1;SKCM
miR-218-5p/miR-196a-5p/MTRNR2L8;1;HNSC
miR-494-3p/miR-196a-5p/TMEM178B;1;STAD
miR-664a-5p/miR-19a-3p/TMEM178B;1;SARC
miR-106a-5p/miR-520d-3p/MICA;1;TGCT
miR-520h/miR-106a-5p/MICA;1;TGCT
miR-130a-3p/miR-141-3p/SMC4;1;SARC
miR-130a-3p/miR-338-3p/SMC4;1;SARC
miR-182-5p/miR-130a-3p/SMC4;1;SARC
miR-589-3p/let-7c-5p/GJC1;1;HNSC
miR-150-5p/miR-3615/ATP9A;1;KICH
miR-19a-3p/let-7c-5p/ARPC2;1;BLCA
miR-106a-5p/miR-200a-3p/FEM1B;1;UCS
miR-301a-3p/miR-34b-3p/FEM1B;1;SARC
miR-302c-3p/miR-486-3p/ARL4C;1;TGCT
miR-1307-3p/miR-148a-3p/OPTN;1;SARC
miR-106a-5p/miR-497-5p/TOB1;1;PCPG
miR-138-5p/miR-9-3p/TOB1;1;BLCA
miR-193b-3p/miR-3127-5p/ABI2;1;ESCA
miR-193b-3p/miR-532-3p/ABI2;1;ESCA
let-7b-5p/miR-383-5p/CDK6;1;THYM
miR-105-5p/miR-651-5p/CDK6;1;BLCA
miR-10b-5p/miR-651-5p/CDK6;1;BLCA
miR-195-3p/miR-383-5p/CDK6;1;THYM
miR-195-5p/miR-383-5p/CDK6;1;THYM
miR-203a-3p/miR-378c/CDK6;1;UCEC
miR-214-5p/miR-195-3p/CDK6;1;THYM
miR-214-5p/miR-383-5p/CDK6;1;THYM
miR-214-5p/miR-497-5p/CDK6;1;THYM
miR-224-3p/miR-548v/CDK6;1;LIHC
miR-30a-3p/miR-92b-3p/CDK6;1;CESC
miR-362-3p/miR-188-5p/CDK6;1;BLCA
miR-506-3p/miR-211-5p/CDK6;1;TGCT
miR-512-5p/let-7b-5p/CDK6;1;THYM
miR-570-3p/miR-320b/CDK6;1;BLCA
miR-570-3p/miR-491-3p/CDK6;1;BLCA
miR-590-5p/miR-188-5p/CDK6;1;BLCA
miR-590-5p/miR-651-5p/CDK6;1;BLCA
miR-590-5p/miR-767-5p/CDK6;1;BLCA
miR-651-5p/miR-548v/CDK6;1;BLCA
miR-767-5p/miR-651-5p/CDK6;1;BLCA
miR-520a-3p/miR-520d-3p/GDF11;1;THYM
miR-21-5p/miR-195-5p/DCAF7;1;SARC
miR-1229-3p/miR-654-3p/CDKN1A;1;LGG
miR-345-5p/miR-107/CDKN1A;1;LGG
miR-497-5p/miR-1229-3p/CDKN1A;1;BLCA
miR-497-5p/miR-20a-5p/CDKN1A;1;BLCA
miR-497-5p/miR-616-5p/CDKN1A;1;BLCA
miR-616-5p/miR-589-3p/CDKN1A;1;CESC
miR-222-3p/miR-221-3p/CDKN1C;1;SARC
miR-142-3p/let-7a-2-3p/CITED2;1;SARC
miR-203a-3p/let-7a-2-3p/CITED2;1;SARC
miR-335-5p/miR-192-5p/CORO2B;1;BLCA
miR-138-5p/miR-499a-3p/DLC1;1;TGCT
miR-3065-5p/miR-671-5p/DLC1;1;BLCA
miR-1180-3p/miR-148a-3p/ATP8A1;1;SARC
miR-1-3p/miR-93-5p/NDRG1;1;BLCA
miR-133a-3p/miR-10a-5p/NDRG1;1;BLCA
miR-133a-3p/miR-34a-5p/NDRG1;1;SARC
miR-512-3p/miR-338-5p/NDRG1;1;BLCA
miR-9-5p/miR-20b-5p/NDRG1;1;TGCT
miR-9-5p/miR-548f-3p/NDRG1;1;TGCT
miR-181b-5p/miR-20a-5p/ADARB1;1;BLCA
miR-188-3p/miR-301a-3p/ADARB1;1;BLCA
miR-20a-5p/miR-21-3p/ADARB1;1;BLCA
miR-20a-5p/miR-625-5p/ADARB1;1;BLCA
miR-27a-5p/miR-19a-3p/ADARB1;1;BLCA
miR-3065-3p/miR-19a-3p/ADARB1;1;BLCA
miR-625-5p/miR-19a-3p/ADARB1;1;BLCA
miR-130a-5p/miR-1226-3p/VAV3;1;UCEC
miR-130a-5p/miR-149-5p/VAV3;1;UCEC
miR-214-3p/miR-497-5p/FST;1;LIHC
miR-497-5p/miR-411-5p/FST;1;LIHC
miR-10b-5p/miR-212-3p/ZBTB18;1;SARC
miR-676-3p/miR-96-5p/CAP1;1;PAAD
miR-125a-5p/miR-19a-3p/NCOA2;1;LIHC
miR-1226-3p/miR-20b-5p/SEMA4B;1;BLCA
miR-135a-5p/miR-940/HYOU1;1;TGCT
miR-424-5p/miR-940/HYOU1;1;TGCT
miR-429/miR-424-5p/HYOU1;1;TGCT
miR-429/miR-940/HYOU1;1;TGCT
miR-676-3p/miR-940/HYOU1;1;TGCT
miR-760/miR-497-5p/HYOU1;1;TGCT
miR-760/miR-940/HYOU1;1;TGCT
miR-1262/miR-493-5p/ANP32B;1;THYM
miR-146b-5p/miR-192-5p/SLC19A2;1;KIRC
miR-192-5p/miR-122-5p/SLC19A2;1;KIRC
miR-215-5p/miR-122-5p/SLC19A2;1;KIRC
miR-182-5p/miR-125b-5p/SMC2;1;THYM
miR-383-5p/miR-125a-5p/SMC2;1;THYM
miR-193b-5p/miR-301b-3p/TGOLN2;1;TGCT
miR-106a-5p/miR-34a-5p/TXNIP;1;SARC
miR-1301-3p/miR-16-1-3p/TXNIP;1;SARC
miR-1305/miR-935/TXNIP;1;TGCT
miR-134-5p/miR-135b-5p/TXNIP;1;TGCT
miR-16-1-3p/miR-345-5p/TXNIP;1;SARC
miR-182-5p/miR-130a-3p/TXNIP;1;SARC
miR-182-5p/miR-16-1-3p/TXNIP;1;SARC
miR-18a-3p/miR-4326/TXNIP;1;LIHC
miR-18a-3p/miR-629-5p/TXNIP;1;LIHC
miR-199b-3p/miR-17-3p/TXNIP;1;SARC
miR-301a-3p/miR-18a-3p/TXNIP;1;LIHC
miR-301b-3p/miR-1229-3p/TXNIP;1;BLCA
miR-345-5p/miR-18b-5p/TXNIP;1;TGCT
miR-424-5p/miR-18a-3p/TXNIP;1;READ
miR-628-5p/miR-345-5p/TXNIP;1;SARC
miR-935/miR-18b-5p/TXNIP;1;TGCT
miR-1229-3p/miR-1226-3p/CENPF;1;LGG
miR-1229-3p/miR-185-3p/CENPF;1;LGG
miR-129-5p/miR-3200-3p/IGF2BP1;1;PAAD
miR-130b-3p/miR-2355-5p/IGF2BP1;1;THYM
miR-136-5p/miR-582-3p/IGF2BP1;1;UCEC
miR-136-5p/miR-627-5p/IGF2BP1;1;UCEC
miR-204-5p/miR-3200-3p/IGF2BP1;1;KICH
miR-2114-5p/miR-3200-3p/IGF2BP1;1;THYM
miR-224-5p/miR-615-3p/IGF2BP1;1;TGCT
miR-2355-5p/miR-181a-5p/IGF2BP1;1;THYM
miR-2355-5p/miR-625-5p/IGF2BP1;1;THYM
miR-93-5p/miR-181a-5p/IGF2BP1;1;THYM
miR-93-5p/miR-942-5p/IGF2BP1;1;THYM
miR-96-5p/miR-3200-3p/IGF2BP1;1;PAAD
let-7c-5p/miR-204-5p/IGF2BP3;1;SARC
miR-181d-5p/miR-181a-5p/IGF2BP3;1;THYM
miR-132-3p/miR-212-3p/CD226;1;SARC
miR-16-1-3p/miR-192-3p/CD226;1;SARC
miR-212-3p/miR-16-1-3p/CD226;1;SARC
miR-505-3p/miR-132-3p/CD226;1;SARC
miR-505-3p/miR-212-3p/CD226;1;SARC
let-7b-5p/miR-519d-3p/POLQ;1;THYM
miR-20a-3p/miR-421/NFAT5;1;BLCA
miR-490-3p/miR-345-5p/NFAT5;1;BLCA
miR-490-3p/miR-7-5p/NFAT5;1;BLCA
miR-519c-3p/miR-183-5p/NFAT5;1;TGCT
miR-17-5p/miR-148a-3p/CFL2;1;ESCA
miR-182-5p/miR-10a-5p/CHL1;1;BLCA
miR-411-5p/miR-17-5p/TRAF3IP2;1;UCS
miR-195-5p/miR-96-5p/NUP50;1;THYM
miR-452-3p/miR-195-5p/NUP50;1;THYM
miR-452-3p/miR-497-5p/NUP50;1;THYM
miR-187-3p/miR-765/TOB2;1;SKCM
miR-499a-5p/miR-320d/IQGAP2;1;THYM
miR-136-5p/miR-1224-5p/MTHFD2;1;TGCT
miR-17-3p/miR-628-5p/MTHFD2;1;SARC
miR-3065-3p/miR-154-5p/MTHFD2;1;THYM
miR-92a-3p/miR-628-5p/MTHFD2;1;SARC
miR-214-3p/miR-542-5p/WASF3;1;LUSC
miR-93-5p/miR-942-5p/WASF3;1;BLCA
miR-133a-3p/miR-221-5p/NOXA1;1;UCEC
miR-1307-3p/miR-34a-5p/HPSE;1;READ
miR-186-5p/miR-26a-5p/HPSE;1;SARC
miR-181a-5p/miR-128-3p/GPR83;1;THYM
miR-362-3p/miR-130b-3p/PPARGC1A;1;STAD
miR-362-3p/miR-421/PPARGC1A;1;STAD
miR-425-3p/miR-130b-3p/PPARGC1A;1;STAD
miR-500b-5p/miR-216a-5p/SERINC3;1;TGCT
miR-616-5p/miR-7-5p/MLLT11;1;HNSC
let-7c-5p/let-7e-5p/IFI44L;1;SARC
let-7e-5p/miR-106b-5p/IFI44L;1;SARC
let-7e-5p/miR-20a-5p/IFI44L;1;SARC
let-7f-5p/let-7c-5p/IFI44L;1;SARC
miR-363-3p/miR-25-3p/LILRA2;1;THYM
miR-125a-5p/let-7b-5p/CHD1;1;THYM
miR-125b-5p/let-7b-5p/CHD1;1;THYM
miR-182-5p/let-7b-5p/CHD1;1;THYM
miR-194-5p/miR-125b-5p/CHD1;1;STAD
miR-182-5p/miR-454-5p/NUDT21;1;SKCM
miR-127-5p/miR-106a-5p/ABHD2;1;THYM
miR-127-5p/miR-15b-5p/ABHD2;1;THYM
miR-145-3p/miR-20b-5p/ABHD2;1;STAD
miR-150-5p/miR-577/ABHD2;1;PAAD
miR-15b-5p/miR-519d-3p/ABHD2;1;THYM
miR-185-3p/miR-195-5p/ABHD2;1;STAD
miR-195-5p/miR-106a-5p/ABHD2;1;THYM
miR-195-5p/miR-196b-5p/ABHD2;1;THYM
miR-195-5p/miR-629-3p/ABHD2;1;TGCT
miR-20a-5p/miR-106a-5p/ABHD2;1;LIHC
miR-20b-5p/miR-493-3p/ABHD2;1;THYM
miR-493-3p/miR-106a-5p/ABHD2;1;THYM
miR-493-3p/miR-15b-5p/ABHD2;1;THYM
miR-493-3p/miR-196b-5p/ABHD2;1;THYM
miR-493-3p/miR-20b-3p/ABHD2;1;THYM
miR-514a-3p/miR-103a-2-5p/ABHD2;1;STAD
miR-518a-5p/miR-15b-5p/ABHD2;1;THYM
miR-527/miR-15b-5p/ABHD2;1;THYM
miR-548d-3p/miR-127-5p/ABHD2;1;THYM
miR-548d-3p/miR-493-3p/ABHD2;1;THYM
miR-518a-5p/let-7b-5p/CNTRL;1;THYM
miR-130a-3p/miR-181a-2-3p/DEPP1;1;THYM
miR-330-3p/miR-130a-3p/DEPP1;1;SARC
miR-449a/miR-141-5p/DEPP1;1;TGCT
miR-296-3p/miR-302b-3p/TRIOBP;1;TGCT
miR-296-3p/miR-302d-3p/TRIOBP;1;TGCT
miR-302c-3p/miR-296-3p/TRIOBP;1;TGCT
miR-545-5p/miR-105-5p/DNAJB4;1;COAD
miR-129-5p/miR-33a-5p/ADAMTS5;1;PAAD
miR-210-3p/miR-7-1-3p/ADAMTS5;1;UCEC
miR-224-5p/miR-424-5p/ADAMTS5;1;COAD
miR-30a-3p/miR-331-3p/ADAMTS5;1;LUSC
miR-182-5p/miR-196b-5p/PRSS23;1;SARC
miR-501-5p/miR-196b-5p/PRSS23;1;SARC
miR-501-5p/miR-345-5p/PRSS23;1;SARC
miR-497-5p/miR-454-3p/FSTL1;1;SARC
miR-497-5p/miR-9-5p/FSTL1;1;SARC
miR-9-5p/miR-15a-5p/FSTL1;1;THYM
miR-7-1-3p/miR-365a-3p/PSIP1;1;SARC
miR-326/miR-874-3p/FAM107A;1;STAD
miR-30b-3p/miR-1226-3p/INMT;1;BLCA
miR-671-3p/miR-376a-5p/POLI;1;STAD
miR-192-5p/miR-195-5p/AKAP11;1;STAD
miR-125b-2-3p/miR-30b-3p/AKAP10;1;SARC
miR-182-5p/miR-125a-3p/RASSF8;1;SARC
miR-200c-3p/miR-429/RASSF8;1;THYM
miR-362-5p/miR-29b-1-5p/RASSF8;1;ESCA
miR-17-5p/miR-106a-5p/EGLN3;1;LUSC
miR-17-5p/miR-130a-3p/EGLN3;1;SARC
miR-20b-5p/miR-20a-5p/EGLN3;1;LUSC
miR-106b-5p/miR-148a-5p/KLF12;1;ESCA
miR-508-5p/miR-520g-3p/GLB1L3;1;THYM
miR-508-5p/miR-520h/GLB1L3;1;THYM
miR-520h/miR-520g-3p/GLB1L3;1;THYM
miR-452-3p/miR-491-5p/NACC1;1;TGCT
miR-221-3p/miR-378a-5p/TMEM132B;1;SARC
miR-616-5p/miR-194-5p/TMEM132B;1;OV
miR-29b-2-5p/miR-192-5p/TMEM200A;1;LUAD
miR-455-3p/miR-30c-2-3p/LENG8;1;BLCA
miR-491-5p/miR-550a-5p/LENG8;1;KIRP
miR-204-5p/miR-653-5p/TMEM123;1;TGCT
miR-183-5p/miR-301b-3p/WDR31;1;TGCT
miR-210-3p/miR-19a-3p/ZNF618;1;COAD
miR-342-5p/miR-1226-3p/CKB;1;STAD
miR-142-3p/miR-27a-5p/KCTD12;1;STAD
miR-23b-5p/miR-142-3p/KCTD12;1;STAD
miR-23b-5p/miR-940/KCTD12;1;LGG
miR-502-5p/miR-103a-2-5p/RAB3C;1;SARC
miR-532-5p/miR-502-5p/RAB3C;1;SARC
miR-106a-5p/miR-520d-3p/ABHD15;1;TGCT
miR-106a-5p/miR-526b-3p/ABHD15;1;TGCT
miR-20b-5p/miR-520d-3p/ABHD15;1;TGCT
miR-302c-3p/miR-296-5p/ABHD15;1;TGCT
miR-302d-3p/miR-485-5p/ABHD15;1;TGCT
miR-485-5p/miR-302a-3p/ABHD15;1;TGCT
miR-512-3p/miR-20b-5p/ABHD15;1;TGCT
miR-526b-3p/miR-20b-5p/ABHD15;1;TGCT
miR-520h/miR-520g-3p/RAB39B;1;THYM
let-7f-2-3p/miR-942-5p/ARAP2;1;TGCT
miR-130b-3p/miR-130a-3p/ARAP2;1;UCS
miR-584-5p/miR-145-5p/RAB3IP;1;SARC
miR-940/miR-185-5p/ADD2;1;SARC
miR-17-3p/miR-20a-5p/CLU;1;UCEC
miR-27a-5p/miR-326/CLU;1;STAD
miR-424-5p/miR-627-5p/CPXM2;1;BLCA
miR-627-5p/miR-29a-5p/CPXM2;1;BLCA
miR-181c-5p/miR-181d-5p/ADD3;1;SARC
miR-1270/miR-130a-3p/FAT3;1;BLCA
miR-1270/miR-296-3p/FAT3;1;TGCT
miR-1270/miR-32-3p/FAT3;1;BLCA
miR-1270/miR-324-5p/FAT3;1;BLCA
miR-32-3p/miR-30c-1-3p/FAT3;1;BLCA
miR-324-5p/miR-30c-1-3p/FAT3;1;BLCA
miR-183-5p/miR-30a-3p/FRMD6;1;SARC
miR-328-3p/miR-671-5p/FRMD6;1;BLCA
miR-3613-5p/miR-130b-5p/FRMD6;1;UCEC
miR-3613-5p/miR-7-1-3p/FRMD6;1;UCEC
miR-493-5p/miR-29b-2-5p/FRMD6;1;ACC
miR-532-3p/miR-129-5p/CCR4;1;SARC
miR-34b-5p/miR-150-3p/MSI2;1;TGCT
miR-29c-3p/miR-29b-3p/ANKRD13B;1;BLCA
miR-139-3p/miR-204-5p/SLC43A2;1;ACC
miR-33b-5p/miR-33a-5p/CNTN1;1;PAAD
miR-107/miR-133a-3p/COL1A1;1;LGG
miR-133a-3p/miR-29b-3p/COL1A1;1;LGG
miR-133a-3p/miR-766-3p/COL1A1;1;LGG
miR-363-5p/miR-130a-3p/COL1A1;1;THYM
miR-363-5p/miR-9-5p/COL1A1;1;THYM
miR-497-5p/miR-16-2-3p/COL1A2;1;THYM
miR-497-5p/miR-20b-5p/COL1A2;1;THYM
let-7c-5p/miR-204-5p/UHMK1;1;SARC
miR-455-3p/miR-204-5p/COL3A1;1;STAD
miR-32-3p/miR-181a-2-3p/EDARADD;1;DLBC
miR-146b-5p/miR-224-5p/COL4A1;1;LIHC
miR-29b-3p/miR-330-5p/COL4A1;1;LGG
miR-29b-3p/miR-7-2-3p/COL4A1;1;LGG
miR-7-5p/miR-129-2-3p/COL6A1;1;PAAD
miR-3200-3p/miR-7-5p/COL6A3;1;PAAD
miR-146b-3p/let-7e-5p/COL8A1;1;SARC
miR-299-3p/miR-376a-3p/COL12A1;1;TGCT
miR-299-3p/miR-655-3p/COL12A1;1;TGCT
miR-376b-3p/miR-299-3p/COL12A1;1;TGCT
miR-495-3p/miR-299-3p/COL12A1;1;TGCT
let-7b-5p/miR-221-3p/TRIM71;1;THYM
miR-125b-5p/miR-221-3p/TRIM71;1;THYM
miR-182-5p/miR-125b-5p/TRIM71;1;THYM
miR-383-5p/miR-182-5p/TRIM71;1;THYM
miR-501-3p/miR-19b-3p/CD200R1;1;STAD
miR-93-5p/miR-200a-3p/CRYBG3;1;STAD
miR-10b-3p/miR-455-3p/KLF6;1;LUSC
miR-301a-3p/miR-204-5p/KLF6;1;SARC
miR-26a-5p/miR-455-3p/OCIAD2;1;SARC
miR-106a-5p/miR-520c-3p/FAM241A;1;TGCT
miR-106a-5p/miR-526b-3p/FAM241A;1;TGCT
miR-125b-2-3p/miR-93-5p/FAM241A;1;BLCA
miR-20b-5p/miR-520c-3p/FAM241A;1;TGCT
miR-20b-5p/miR-520d-3p/FAM241A;1;TGCT
miR-520g-3p/miR-20b-5p/FAM241A;1;TGCT
miR-526b-3p/miR-20b-5p/FAM241A;1;TGCT
miR-183-5p/miR-92a-3p/CPEB2;1;SARC
miR-342-3p/miR-96-5p/CPEB2;1;BLCA
miR-378a-3p/miR-30c-5p/EMB;1;HNSC
miR-32-5p/let-7a-3p/STARD4;1;SARC
miR-590-3p/miR-218-5p/STARD4;1;SARC
miR-142-5p/miR-9-5p/CD109;1;TGCT
let-7c-5p/miR-10a-5p/PM20D2;1;SARC
miR-128-3p/miR-15a-5p/ADORA2B;1;THYM
miR-148a-3p/miR-424-5p/ADORA2B;1;THCA
miR-676-3p/miR-34b-3p/CPD;1;UCS
miR-106a-5p/miR-582-5p/CPS1;1;HNSC
miR-17-5p/let-7e-5p/CPS1;1;SARC
miR-324-3p/miR-874-3p/CPS1;1;BLCA
miR-874-3p/miR-29c-3p/CPS1;1;SARC
miR-194-3p/miR-302a-3p/CPT1A;1;TGCT
miR-194-3p/miR-302c-3p/CPT1A;1;TGCT
miR-194-3p/miR-302d-3p/CPT1A;1;TGCT
miR-17-5p/miR-331-3p/NACC2;1;OV
miR-92b-3p/miR-130b-3p/NACC2;1;TGCT
miR-141-5p/miR-331-3p/DIPK1B;1;BLCA
miR-185-3p/miR-29a-3p/DIPK1B;1;BLCA
miR-874-3p/miR-378c/DIPK1B;1;LIHC
miR-10a-3p/miR-340-5p/SLITRK4;1;SARC
miR-129-5p/miR-188-5p/SLITRK4;1;BRCA
miR-329-3p/miR-223-5p/SLITRK4;1;TGCT
miR-484/miR-29c-3p/AMER1;1;SARC
miR-18a-5p/miR-196b-5p/PTCHD1;1;BLCA
miR-92a-1-5p/miR-92b-3p/CRKL;1;THYM
miR-629-3p/miR-342-5p/MUC17;1;STAD
miR-142-3p/miR-195-5p/NOL4L;1;SARC
miR-23b-3p/miR-21-5p/NOL4L;1;SARC
miR-29b-3p/let-7f-5p/NOL4L;1;SARC
miR-381-3p/miR-1-3p/BRI3BP;1;UCS
let-7b-5p/miR-10b-5p/CRY2;1;UVM
miR-1287-5p/miR-223-3p/SESN3;1;ACC
miR-27a-3p/miR-133a-3p/SESN3;1;SKCM
miR-424-5p/miR-221-3p/SESN3;1;BLCA
miR-577/miR-190a-5p/SESN3;1;THYM
miR-592/miR-223-3p/SESN3;1;BLCA
miR-93-5p/miR-182-5p/SESN3;1;BLCA
miR-93-5p/miR-205-3p/SESN3;1;BLCA
miR-96-5p/miR-93-5p/SESN3;1;BLCA
miR-34a-5p/miR-93-3p/ARHGAP42;1;SARC
miR-29c-3p/miR-181d-5p/SLC2A14;1;BLCA
miR-642a-5p/miR-511-5p/GLIPR1L2;1;TGCT
let-7b-5p/miR-383-5p/E2F7;1;THYM
miR-132-3p/miR-212-3p/E2F7;1;SARC
miR-29b-3p/miR-195-5p/E2F7;1;SARC
miR-378a-3p/miR-132-3p/E2F7;1;SARC
miR-497-5p/miR-29b-3p/E2F7;1;SARC
miR-193b-3p/miR-143-3p/KRT80;1;PCPG
miR-520h/miR-125b-5p/CEP128;1;THYM
miR-106b-5p/miR-27b-3p/VCAN;1;SARC
miR-210-3p/miR-129-5p/VCAN;1;LUSC
miR-133a-3p/miR-503-5p/CMTM4;1;STAD
miR-1538/miR-663a/NKX2-5;1;TGCT
miR-1323/let-7b-5p/ATP8B3;1;THYM
miR-138-5p/miR-18a-3p/DIRAS1;1;HNSC
miR-625-5p/miR-18a-3p/DIRAS1;1;THYM
miR-625-5p/miR-589-3p/DIRAS1;1;HNSC
miR-193a-3p/miR-19a-3p/CCN2;1;UCEC
miR-1307-3p/miR-130b-3p/SIK1;1;STAD
miR-130b-3p/miR-17-5p/SIK1;1;STAD
miR-194-5p/miR-1307-3p/SIK1;1;STAD
miR-195-5p/miR-374b-3p/SIK1;1;STAD
miR-129-5p/miR-149-5p/CKAP2L;1;LGG
miR-31-5p/let-7b-5p/CKAP2L;1;THYM
miR-149-3p/miR-665/TCF23;1;TGCT
miR-940/miR-30b-3p/TCF23;1;SARC
miR-642a-5p/miR-29b-2-5p/LRATD1;1;SARC
miR-501-5p/miR-362-5p/GDF7;1;COAD
miR-107/miR-330-3p/SGO1;1;LGG
miR-335-5p/miR-323b-3p/BTLA;1;BLCA
miR-7-5p/miR-323b-3p/BTLA;1;ESCA
miR-20b-5p/miR-17-5p/CTSS;1;STAD
miR-20b-5p/miR-20a-5p/CTSS;1;STAD
miR-139-5p/miR-32-5p/ZNF827;1;SARC
miR-363-3p/miR-654-3p/ADRB1;1;KICH
miR-676-3p/miR-219a-1-3p/CREBRF;1;TGCT
miR-130b-3p/miR-183-3p/RNF145;1;TGCT
miR-130b-5p/miR-183-3p/RNF145;1;TGCT
miR-130b-5p/miR-377-5p/RNF145;1;THYM
miR-2355-3p/miR-503-5p/CNKSR3;1;BLCA
miR-299-5p/miR-23a-5p/CNKSR3;1;STAD
miR-148a-3p/miR-181a-2-3p/CYP1B1;1;SARC
miR-148a-3p/miR-410-3p/CYP1B1;1;SARC
miR-148a-3p/miR-889-3p/CYP1B1;1;SARC
miR-148a-5p/miR-181a-2-3p/CYP1B1;1;SARC
miR-148a-5p/miR-410-3p/CYP1B1;1;SARC
miR-148a-5p/miR-542-3p/CYP1B1;1;SARC
miR-148a-5p/miR-889-3p/CYP1B1;1;SARC
miR-181a-5p/miR-410-3p/CYP1B1;1;SARC
miR-199a-3p/miR-181a-5p/CYP1B1;1;SARC
miR-199a-3p/miR-410-3p/CYP1B1;1;SARC
miR-199a-3p/miR-542-3p/CYP1B1;1;SARC
miR-199a-3p/miR-889-3p/CYP1B1;1;SARC
miR-199b-3p/miR-410-3p/CYP1B1;1;SARC
miR-199b-3p/miR-889-3p/CYP1B1;1;SARC
miR-410-3p/miR-181a-2-3p/CYP1B1;1;SARC
miR-542-3p/miR-889-3p/CYP1B1;1;SARC
miR-708-5p/miR-181a-5p/CYP1B1;1;SARC
miR-889-3p/miR-181a-2-3p/CYP1B1;1;SARC
miR-889-3p/miR-181a-5p/CYP1B1;1;SARC
miR-889-3p/miR-410-3p/CYP1B1;1;SARC
miR-196a-5p/miR-29a-3p/AMOT;1;BLCA
miR-196a-5p/miR-3199/AMOT;1;BLCA
miR-3199/miR-29a-3p/AMOT;1;BLCA
miR-7-5p/miR-29a-3p/AMOT;1;BLCA
miR-125b-2-3p/miR-2277-5p/AMOTL1;1;SARC
miR-15b-5p/let-7f-1-3p/AMOTL1;1;SARC
miR-940/miR-1323/CAMSAP1;1;THYM
miR-335-5p/miR-30c-2-3p/TTC39B;1;ESCA
miR-196b-5p/miR-301a-3p/PRUNE2;2;SARC - COAD
miR-301a-3p/miR-19a-3p/PRUNE2;1;COAD
miR-223-5p/miR-582-5p/ZDHHC15;1;HNSC
miR-197-3p/miR-424-5p/CYP51A1;1;SARC
miR-124-3p/miR-548d-3p/DAB2;1;TGCT
miR-93-5p/miR-144-3p/DAB2;1;THYM
miR-154-3p/miR-487a-3p/CLEC12A;1;LGG
miR-223-5p/miR-144-3p/TMTC3;1;ESCA
miR-106b-5p/miR-744-5p/PPTC7;1;SARC
miR-19b-3p/miR-210-3p/PPTC7;1;SARC
miR-20a-3p/miR-210-3p/PPTC7;1;SARC
miR-20a-3p/miR-744-5p/PPTC7;1;SARC
miR-130b-3p/miR-125b-2-3p/DGKH;1;SARC
miR-576-5p/miR-335-5p/TMEM30B;1;SARC
miR-203a-3p/miR-10a-3p/ITPRIPL2;1;CESC
miR-656-3p/miR-767-5p/ITPRIPL2;1;TGCT
miR-127-5p/miR-96-5p/SLFN5;1;TGCT
miR-18a-5p/miR-455-5p/ZNF100;1;KICH
let-7f-5p/miR-224-3p/IFNLR1;1;SARC
miR-149-5p/miR-142-5p/DDB1;1;ACC
miR-502-5p/miR-940/LONRF2;1;KIRP
miR-539-5p/miR-452-3p/PARP15;1;SARC
miR-616-5p/miR-135b-3p/PARP15;1;STAD
miR-17-5p/miR-421/PRICKLE2;1;SARC
miR-497-3p/miR-3609/SGMS2;1;TGCT
miR-199b-5p/miR-200b-3p/MIER3;1;THYM
miR-519a-3p/miR-519c-3p/CCDC71L;1;THYM
miR-519d-3p/miR-518c-5p/CCDC71L;1;THYM
miR-539-5p/miR-550a-3p/CCDC71L;1;SARC
miR-29c-3p/miR-29a-3p/BMPER;1;SARC
miR-18a-3p/miR-519d-3p/TMEM64;1;TGCT
miR-18a-3p/miR-526b-3p/TMEM64;1;TGCT
miR-302a-3p/miR-18a-3p/TMEM64;1;TGCT
miR-302c-3p/miR-18a-3p/TMEM64;1;TGCT
miR-3065-3p/miR-183-3p/TMEM64;1;ESCA
miR-34b-5p/miR-18a-3p/TMEM64;1;TGCT
miR-9-3p/miR-548f-3p/TMEM64;1;TGCT
miR-7-1-3p/miR-491-5p/GLIS3;1;SARC
miR-616-5p/miR-18a-3p/ADAMTS17;1;BLCA
miR-195-5p/miR-29b-1-5p/ASXL1;1;ACC
miR-129-2-3p/miR-103a-2-5p/DHCR24;1;PAAD
miR-642a-5p/miR-7-5p/DHCR24;1;PAAD
miR-30c-1-3p/miR-3913-5p/DNAH9;1;BLCA
miR-141-5p/miR-615-3p/DYNC1H1;1;MESO
miR-200a-3p/miR-30a-5p/DNMT1;1;THYM
miR-20a-3p/miR-138-5p/JAG1;1;BLCA
miR-214-3p/miR-3613-3p/JAG1;1;SARC
miR-301a-3p/miR-204-5p/DSC2;1;SARC
miR-182-5p/miR-30a-3p/TSC22D3;1;THYM
miR-30a-3p/miR-96-5p/TSC22D3;1;THYM
miR-132-5p/miR-493-3p/DUSP1;1;THYM
miR-200b-3p/miR-937-3p/DUSP1;1;PCPG
miR-17-5p/miR-33a-5p/DUSP8;1;BLCA
