miRNAPair;CancerTypes;Count
miR-20b-5p/miR-766-3p;TGCT;1
miR-20b-5p/miR-92b-3p;TGCT;1
miR-20b-5p/miR-93-3p;SARC;1
miR-20b-5p/miR-96-5p;TGCT;1
miR-21-3p/let-7e-5p;SARC;1
miR-21-3p/miR-1301-3p;SARC;1
miR-21-3p/miR-130a-3p;LIHC;1
miR-21-3p/miR-155-5p;UCEC;1
miR-21-3p/miR-182-5p;PCPG;1
miR-21-3p/miR-338-5p;SARC;1
miR-21-3p/miR-340-5p;SARC;1
miR-21-3p/miR-500a-3p;SARC;1
miR-21-3p/miR-501-5p;LIHC;1
miR-21-5p/miR-192-5p;SARC;1
miR-21-5p/miR-195-5p;SARC;1
miR-21-5p/miR-29b-1-5p;SARC;1
miR-21-5p/miR-378a-3p;SARC;1
miR-210-3p/let-7c-5p;HNSC;1
miR-210-3p/miR-129-5p;LUSC;1
miR-210-3p/miR-19a-3p;COAD;1
miR-210-3p/miR-320b;LUSC;1
miR-210-3p/miR-455-3p;COAD;1
miR-210-3p/miR-7-1-3p;UCEC;1
miR-211-5p/miR-106a-5p;TGCT;1
miR-2110/miR-1301-3p;ESCA;1
miR-2110/miR-23a-5p;SARC;1
miR-2110/miR-501-5p;BLCA;1
miR-2114-5p/miR-3200-3p;THYM;1
miR-2114-5p/miR-33a-5p;THYM;1
miR-2114-5p/miR-4326;THYM;1
miR-2114-5p/miR-548j-5p;THYM;1
miR-2114-5p/miR-642a-5p;THYM;1
miR-212-3p/miR-16-1-3p;SARC;1
miR-212-3p/miR-17-5p;SARC;1
miR-212-3p/miR-2110;SARC;1
miR-212-3p/miR-331-3p;SARC;1
miR-212-3p/miR-424-5p;SARC;1
miR-212-3p/miR-425-5p;SARC;1
miR-214-3p/miR-106a-5p;LUAD;1
miR-214-3p/miR-219a-1-3p;UCS;1
miR-214-3p/miR-3613-3p;SARC;1
miR-214-3p/miR-497-5p;LIHC;1
miR-214-3p/miR-542-5p;LUSC;1
miR-214-3p/miR-92a-1-5p;BLCA;1
miR-214-3p/miR-93-3p;STAD;1
miR-214-3p/miR-940;TGCT;1
miR-214-5p/miR-125b-5p;SARC;1
miR-214-5p/miR-181a-2-3p;SARC;1
miR-214-5p/miR-181c-5p;LGG;1
miR-214-5p/miR-195-3p;THYM;1
miR-214-5p/miR-383-5p;THYM;1
miR-214-5p/miR-497-5p;THYM;1
miR-215-5p/miR-122-5p;KIRC;1
miR-215-5p/miR-17-5p;BLCA;1
miR-215-5p/miR-18a-5p;BLCA;1
miR-215-5p/miR-194-3p;LUAD;1
miR-215-5p/miR-221-5p;BLCA;1
miR-215-5p/miR-2355-5p;THYM;1
miR-215-5p/miR-30a-5p;STAD;1
miR-215-5p/miR-483-5p;THYM;1
miR-215-5p/miR-616-5p;ACC;1
miR-215-5p/miR-877-3p;COAD;1
miR-218-5p/miR-107;LGG;1
miR-218-5p/miR-125b-2-3p;ESCA;1
miR-218-5p/miR-136-3p;SARC;1
miR-218-5p/miR-196a-5p;HNSC;1
miR-218-5p/miR-197-3p;SARC;1
miR-218-5p/miR-299-5p;SARC;1
miR-218-5p/miR-32-3p;STAD;1
miR-218-5p/miR-539-5p;SARC;1
miR-218-5p/miR-940;SARC;1
miR-219a-1-3p/miR-1224-5p;TGCT;1
miR-219a-1-3p/miR-29b-3p;SARC;1
miR-219a-5p/miR-651-5p;BLCA;1
miR-22-3p/miR-181a-5p;SARC;1
miR-22-3p/miR-214-3p;SARC;1
miR-22-3p/miR-335-5p;SARC;1
miR-22-5p/miR-133a-3p;LGG;1
miR-22-5p/miR-145-5p;SARC;1
miR-22-5p/miR-181a-5p;SARC;1
miR-22-5p/miR-197-3p;SARC;1
miR-22-5p/miR-7-2-3p;LGG;1
miR-22-5p/miR-7-5p;LGG;1
miR-221-3p/miR-1224-5p;LGG;1
miR-221-3p/miR-15b-5p;THYM;1
miR-221-3p/miR-199a-3p;SARC;1
miR-221-3p/miR-21-5p;SARC;1
miR-221-3p/miR-22-5p;LGG;1
miR-221-3p/miR-378a-5p;SARC;1
miR-221-3p/miR-520a-3p;THYM;1
miR-221-3p/miR-766-3p;SARC;1
miR-221-5p/miR-144-3p;BRCA;1
miR-221-5p/miR-146a-5p;SARC;1
miR-221-5p/miR-16-2-3p;SARC;1
miR-221-5p/miR-19a-3p;SARC;1
miR-221-5p/miR-29b-3p;BLCA;1
miR-221-5p/miR-362-3p;SARC;1
miR-221-5p/miR-421;SARC;1
miR-221-5p/miR-497-5p;SARC;1
miR-221-5p/miR-616-5p;HNSC;1
miR-222-3p/miR-1224-5p;LGG;1
miR-222-3p/miR-199b-5p;CESC;1
miR-222-3p/miR-221-3p;SARC;1
miR-222-3p/miR-29b-3p;BLCA;1
miR-222-3p/miR-335-5p;SARC;1
miR-222-5p/miR-31-5p;LGG;1
miR-222-5p/miR-362-3p;KIRC;1
miR-222-5p/miR-508-3p;ESCA;1
miR-223-3p/miR-148a-3p;STAD;1
miR-223-3p/miR-9-5p;KICH;1
miR-223-5p/miR-130a-3p;SARC;1
miR-223-5p/miR-144-3p;ESCA;1
miR-223-5p/miR-148a-5p;ESCA;1
miR-223-5p/miR-31-5p;LUAD;1
miR-223-5p/miR-3928-3p;STAD;1
miR-223-5p/miR-518f-5p;TGCT;1
miR-223-5p/miR-582-5p;HNSC;1
miR-224-3p/miR-144-5p;STAD;1
miR-224-3p/miR-195-5p;THYM;1
miR-224-3p/miR-224-5p;STAD;1
miR-224-3p/miR-301a-3p;LUAD;1
miR-224-3p/miR-424-5p;COAD;1
miR-224-3p/miR-548v;LIHC;1
miR-224-3p/miR-96-5p;UCEC;1
miR-224-5p/miR-130a-3p;HNSC;1
miR-224-5p/miR-130b-5p;LUSC;1
miR-224-5p/miR-196b-5p;TGCT;1
miR-224-5p/miR-424-5p;COAD;1
miR-224-5p/miR-497-5p;TGCT;1
miR-224-5p/miR-615-3p;TGCT;1
miR-2355-3p/miR-16-1-3p;THYM;1
miR-2355-3p/miR-335-5p;BLCA;1
miR-2355-3p/miR-503-5p;BLCA;1
miR-2355-5p/miR-106a-5p;ACC;1
miR-2355-5p/miR-155-5p;SARC;1
miR-2355-5p/miR-181a-5p;THYM;1
miR-2355-5p/miR-18a-5p;HNSC;1
miR-2355-5p/miR-195-5p;THYM;1
miR-2355-5p/miR-196a-5p;SARC;1
miR-2355-5p/miR-19b-3p;HNSC;1
miR-2355-5p/miR-205-5p;BLCA;1
miR-2355-5p/miR-27a-5p;BLCA;1
miR-2355-5p/miR-339-3p;SARC;1
miR-2355-5p/miR-342-5p;BLCA;1
miR-2355-5p/miR-485-3p;SARC;1
miR-2355-5p/miR-625-5p;THYM;1
miR-23a-5p/miR-222-5p;HNSC;1
miR-23a-5p/miR-4326;THYM;1
miR-23a-5p/miR-503-5p;BLCA;1
miR-23a-5p/miR-550a-5p;ESCA;1
miR-23a-5p/miR-7-5p;BLCA;1
miR-23b-3p/let-7e-5p;SARC;1
miR-23b-3p/miR-125b-2-3p;SARC;1
miR-23b-3p/miR-148b-5p;SARC;1
miR-23b-3p/miR-190a-5p;SARC;1
miR-23b-3p/miR-21-5p;SARC;1
miR-23b-3p/miR-628-5p;SARC;1
miR-23b-5p/miR-142-3p;STAD;1
miR-23b-5p/miR-485-5p;COAD;1
miR-23b-5p/miR-663a;COAD;1
miR-23b-5p/miR-940;LGG;1
miR-23c/miR-20a-3p;LIHC;1
miR-23c/miR-30c-5p;HNSC;1
miR-24-2-5p/miR-106a-5p;SARC;1
miR-24-3p/miR-31-5p;LGG;1
miR-25-3p/miR-30a-5p;THYM;1
miR-25-5p/miR-15b-5p;THYM;1
miR-26a-5p/let-7f-5p;SARC;1
miR-26a-5p/miR-455-3p;SARC;1
miR-26b-3p/miR-200a-5p;STAD;1
miR-26b-3p/miR-331-3p;STAD;1
miR-26b-3p/miR-484;STAD;1
miR-26b-5p/miR-125b-5p;STAD;1
miR-26b-5p/miR-153-3p;STAD;1
miR-26b-5p/miR-19b-1-5p;STAD;1
miR-26b-5p/miR-320b;STAD;1
miR-26b-5p/miR-484;STAD;1
miR-26b-5p/miR-582-5p;STAD;1
miR-26b-5p/miR-939-5p;STAD;1
miR-27a-3p/miR-133a-3p;SKCM;1
miR-27a-5p/miR-130b-3p;LIHC;1
miR-27a-5p/miR-3065-5p;STAD;1
miR-27a-5p/miR-326;STAD;1
miR-27b-3p/miR-125b-2-3p;SARC;1
miR-27b-3p/miR-185-5p;SARC;1
miR-27b-3p/miR-215-5p;SARC;1
miR-27b-3p/miR-221-3p;SARC;1
miR-27b-3p/miR-26a-5p;SARC;1
miR-27b-3p/miR-29b-3p;SARC;1
miR-27b-3p/miR-493-5p;SARC;1
miR-27b-3p/miR-590-3p;SARC;1
miR-27b-5p/miR-190a-5p;SARC;1
miR-27b-5p/miR-526b-5p;SKCM;1
miR-296-3p/miR-302b-3p;TGCT;1
miR-296-3p/miR-302d-3p;TGCT;1
miR-296-5p/miR-126-5p;BRCA;1
miR-296-5p/miR-138-5p;HNSC;1
miR-296-5p/miR-149-5p;SARC;1
miR-299-3p/miR-376a-3p;TGCT;1
miR-299-3p/miR-655-3p;TGCT;1
miR-299-3p/miR-7-5p;TGCT;1
miR-299-5p/miR-204-5p;TGCT;1
miR-299-5p/miR-23a-5p;STAD;1
miR-29a-3p/miR-17-5p;BLCA;1
miR-29a-3p/miR-195-5p;TGCT;1
miR-29a-3p/miR-199a-3p;BLCA;1
miR-29a-3p/miR-19a-3p;SARC;1
miR-29a-3p/miR-29a-5p;BLCA;1
miR-29a-3p/miR-335-5p;SKCM;1
miR-29a-3p/miR-342-3p;SKCM;1
miR-29a-3p/miR-502-5p;TGCT;1
miR-29a-5p/miR-1229-3p;LUAD;1
miR-29a-5p/miR-20a-3p;LUAD;1
miR-29a-5p/miR-491-5p;UCS;1
miR-29b-1-5p/miR-628-3p;SARC;1
miR-29b-2-5p/miR-1270;BLCA;1
miR-29b-2-5p/miR-139-5p;SARC;1
miR-29b-2-5p/miR-16-1-3p;SARC;1
miR-29b-2-5p/miR-192-5p;LUAD;1
miR-29b-2-5p/miR-215-5p;SARC;1
miR-29b-3p/let-7f-5p;SARC;1
miR-29b-3p/miR-125b-5p;UCEC;1
miR-29b-3p/miR-21-3p;BLCA;1
miR-29b-3p/miR-2355-5p;BLCA;1
miR-29b-3p/miR-330-5p;LGG;1
miR-29b-3p/miR-373-3p;TGCT;1
miR-29b-3p/miR-424-5p;TGCT;1
miR-29b-3p/miR-487b-3p;SARC;1
miR-29b-3p/miR-502-5p;BLCA;1
miR-29b-3p/miR-503-5p;TGCT;1
miR-29b-3p/miR-518c-5p;TGCT;1
miR-29b-3p/miR-519d-3p;TGCT;1
miR-29b-3p/miR-520a-3p;TGCT;1
miR-29b-3p/miR-526b-3p;TGCT;1
miR-29b-3p/miR-548b-3p;TGCT;1
miR-29b-3p/miR-582-5p;CESC;1
miR-29b-3p/miR-7-2-3p;LGG;1
miR-29b-3p/miR-877-5p;CESC;1
miR-29b-3p/miR-96-5p;TGCT;1
miR-29c-3p/miR-181d-5p;BLCA;1
miR-29c-3p/miR-182-5p;LUSC;1
miR-29c-3p/miR-192-3p;BLCA;1
miR-29c-3p/miR-195-5p;TGCT;1
miR-29c-3p/miR-218-5p;SARC;1
miR-29c-3p/miR-518c-5p;TGCT;1
miR-29c-3p/miR-519d-3p;TGCT;1
miR-29c-3p/miR-526b-3p;TGCT;1
miR-301a-3p/miR-143-5p;SARC;1
miR-301a-3p/miR-17-5p;BLCA;1
miR-301a-3p/miR-18a-3p;LIHC;1
miR-301a-3p/miR-204-5p;SARC;1
miR-301a-3p/miR-20a-5p;BLCA;1
miR-301a-3p/miR-218-5p;BLCA;1
miR-301a-3p/miR-34b-3p;SARC;1
miR-301a-3p/miR-424-5p;BLCA;1
miR-301a-3p/miR-500a-5p;ESCA;1
miR-301a-3p/miR-92b-3p;TGCT;1
miR-301b-3p/miR-10a-5p;SARC;1
miR-301b-3p/miR-1229-3p;BLCA;1
miR-301b-3p/miR-17-5p;UCS;1
miR-301b-3p/miR-200c-3p;THYM;1
miR-301b-3p/miR-338-3p;LUAD;1
miR-301b-3p/miR-33b-5p;SARC;1
miR-301b-3p/miR-371a-5p;TGCT;1
miR-301b-3p/miR-373-5p;TGCT;1
miR-301b-3p/miR-449a;TGCT;1
miR-301b-3p/miR-511-5p;ACC;1
miR-301b-3p/miR-642a-5p;HNSC;1
miR-301b-3p/miR-651-5p;UCEC;1
miR-301b-3p/miR-767-5p;TGCT;1
miR-302a-3p/miR-18a-3p;TGCT;1
miR-302a-3p/miR-512-3p;TGCT;1
miR-302a-3p/miR-519d-3p;TGCT;1
miR-302a-3p/miR-520d-3p;TGCT;1
miR-302a-5p/miR-499a-3p;TGCT;1
miR-302b-3p/miR-211-5p;TGCT;1
miR-302c-3p/miR-106a-5p;TGCT;1
miR-302c-3p/miR-122-5p;TGCT;1
miR-302c-3p/miR-18a-3p;TGCT;1
miR-302c-3p/miR-195-5p;TGCT;1
miR-302c-3p/miR-296-3p;TGCT;1
miR-302c-3p/miR-296-5p;TGCT;1
miR-302c-3p/miR-29b-3p;TGCT;1
miR-302c-3p/miR-372-3p;TGCT;1
miR-302c-3p/miR-486-3p;TGCT;1
miR-302d-3p/miR-142-3p;TGCT;1
miR-302d-3p/miR-18a-3p;TGCT;1
miR-302d-3p/miR-372-3p;TGCT;1
miR-302d-3p/miR-373-3p;TGCT;1
miR-302d-3p/miR-485-5p;TGCT;1
miR-302d-3p/miR-629-3p;TGCT;1
miR-302d-5p/miR-18b-5p;TGCT;1
miR-3065-3p/miR-129-5p;TGCT;1
miR-3065-3p/miR-142-3p;STAD;1
miR-3065-3p/miR-154-5p;THYM;1
miR-3065-3p/miR-17-5p;THYM;1
miR-3065-3p/miR-183-3p;ESCA;1
miR-3065-3p/miR-195-5p;THYM;1
miR-3065-3p/miR-19a-3p;BLCA;1
miR-3065-3p/miR-7-5p;HNSC;1
miR-3065-5p/miR-129-5p;TGCT;1
miR-3065-5p/miR-130a-3p;HNSC;1
miR-3065-5p/miR-181c-5p;THYM;1
miR-3065-5p/miR-181d-5p;THYM;1
miR-3065-5p/miR-219a-1-3p;TGCT;1
miR-3065-5p/miR-30a-5p;THYM;1
miR-3065-5p/miR-34c-5p;TGCT;1
miR-3065-5p/miR-424-5p;SKCM;1
miR-3065-5p/miR-671-5p;BLCA;1
miR-30a-3p/miR-127-5p;BLCA;1
miR-30a-3p/miR-135b-5p;THYM;1
miR-30a-3p/miR-150-3p;CESC;1
miR-30a-3p/miR-150-5p;THYM;1
miR-30a-3p/miR-193b-3p;BLCA;1
miR-30a-3p/miR-212-3p;SARC;1
miR-30a-3p/miR-215-5p;THYM;1
miR-30a-3p/miR-222-3p;UVM;1
miR-30a-3p/miR-30a-5p;THYM;1
miR-30a-3p/miR-331-3p;LUSC;1
miR-30a-3p/miR-497-5p;THYM;1
miR-30a-3p/miR-539-5p;STAD;1
miR-30a-3p/miR-590-5p;SARC;1
miR-30a-3p/miR-92b-3p;CESC;1
miR-30a-3p/miR-939-5p;STAD;1
miR-30a-3p/miR-96-5p;THYM;1
miR-30a-5p/miR-150-5p;THYM;1
miR-30a-5p/miR-17-5p;THYM;1
miR-30a-5p/miR-199b-5p;THYM;1
miR-30a-5p/miR-335-3p;LIHC;1
miR-30a-5p/miR-363-5p;THYM;1
miR-30a-5p/miR-381-3p;THYM;1
miR-30a-5p/miR-486-5p;LIHC;1
miR-30a-5p/miR-519a-3p;THYM;1
miR-30b-3p/let-7a-3p;SARC;1
miR-30b-3p/miR-1226-3p;BLCA;1
miR-30b-3p/miR-196b-5p;SARC;1
miR-30b-3p/miR-199a-3p;SARC;1
miR-30b-3p/miR-199b-3p;SARC;1
miR-30b-3p/miR-200b-5p;HNSC;1
miR-30b-3p/miR-29a-3p;SARC;1
miR-30b-3p/miR-495-3p;HNSC;1
miR-30b-5p/miR-130a-3p;LUAD;1
miR-30b-5p/miR-183-5p;DLBC;1
miR-30b-5p/miR-494-3p;COAD;1
miR-30b-5p/miR-548f-3p;COAD;1
miR-30b-5p/miR-9-3p;COAD;1
miR-30c-1-3p/miR-1228-3p;PAAD;1
miR-30c-1-3p/miR-181d-5p;COAD;1
miR-30c-1-3p/miR-196a-5p;BLCA;1
miR-30c-1-3p/miR-221-5p;LIHC;1
miR-30c-1-3p/miR-30c-2-3p;LIHC;1
miR-30c-1-3p/miR-342-3p;BLCA;1
miR-30c-1-3p/miR-3913-5p;BLCA;1
miR-30c-1-3p/miR-505-5p;BLCA;1
miR-30c-2-3p/miR-125b-5p;THYM;1
miR-30c-2-3p/miR-196a-5p;SARC;1
miR-30c-2-3p/miR-199b-5p;THYM;1
miR-30c-2-3p/miR-30b-3p;SARC;1
miR-30c-2-3p/miR-328-3p;SARC;1
miR-30c-2-3p/miR-520d-3p;THYM;1
miR-30c-2-3p/miR-7-5p;BRCA;1
miR-30c-2-3p/miR-874-3p;SARC;1
miR-30c-5p/miR-582-5p;HNSC;1
miR-30d-5p/miR-221-5p;DLBC;1
miR-31-3p/miR-18a-5p;HNSC;1
miR-31-3p/miR-526b-5p;THYM;1
miR-31-5p/let-7b-5p;THYM;1
miR-31-5p/let-7f-2-3p;COAD;1
miR-31-5p/miR-133a-3p;LGG;1
miR-31-5p/miR-18a-5p;BLCA;1
miR-31-5p/miR-195-5p;THYM;1
miR-31-5p/miR-199a-3p;LGG;1
miR-31-5p/miR-199b-3p;LGG;1
miR-31-5p/miR-218-5p;LGG;1
miR-31-5p/miR-30a-3p;THYM;1
miR-31-5p/miR-3609;TGCT;1
miR-31-5p/miR-362-3p;STAD;1
miR-31-5p/miR-376c-3p;THYM;1
miR-31-5p/miR-509-3p;THYM;1
miR-31-5p/miR-548d-3p;TGCT;1
miR-31-5p/miR-548s;TGCT;1
miR-31-5p/miR-642a-5p;BLCA;1
miR-31-5p/miR-676-3p;LGG;1
miR-3127-5p/let-7e-5p;SARC;1
miR-3127-5p/miR-200b-3p;SARC;1
miR-3127-5p/miR-616-5p;SARC;1
miR-3130-5p/miR-145-5p;BLCA;1
miR-3150b-3p/miR-513c-5p;TGCT;1
miR-3157-5p/miR-96-5p;THYM;1
miR-3170/miR-519d-3p;THYM;1
miR-3170/miR-520a-3p;THYM;1
miR-3170/miR-520c-3p;THYM;1
miR-3170/miR-520d-3p;THYM;1
miR-3199/miR-29a-3p;BLCA;1
miR-32-3p/miR-143-3p;STAD;1
miR-32-3p/miR-181a-2-3p;DLBC;1
miR-32-3p/miR-181d-5p;PCPG;1
miR-32-3p/miR-30c-1-3p;BLCA;1
miR-32-3p/miR-324-5p;LUAD;1
miR-32-3p/miR-9-3p;BLCA;1
miR-32-5p/let-7a-3p;SARC;1
miR-32-5p/miR-17-3p;SARC;1
miR-32-5p/miR-192-5p;SARC;1
miR-32-5p/miR-34a-5p;SARC;1
miR-32-5p/miR-495-3p;SARC;1
miR-3200-3p/miR-106b-5p;SARC;1
miR-3200-3p/miR-20a-3p;LUAD;1
miR-3200-3p/miR-224-5p;PCPG;1
miR-3200-3p/miR-7-5p;PAAD;1
miR-320b/miR-144-3p;BRCA;1
miR-320b/miR-192-3p;HNSC;1
miR-320b/miR-204-5p;STAD;1
miR-320b/miR-222-5p;HNSC;1
miR-320b/miR-29a-5p;BLCA;1
miR-320c/miR-10b-5p;BLCA;1
miR-320c/miR-125a-3p;SARC;1
miR-320c/miR-205-5p;TGCT;1
miR-320c/miR-320d;STAD;1
miR-320c/miR-9-3p;SARC;1
miR-320d/miR-125b-5p;STAD;1
miR-320d/miR-363-3p;LUAD;1
miR-320d/miR-96-5p;TGCT;1
miR-323a-3p/miR-30a-5p;THYM;1
miR-323b-3p/miR-193b-3p;STAD;1
miR-323b-3p/miR-196a-5p;STAD;1
miR-324-3p/miR-195-5p;SARC;1
miR-324-3p/miR-199a-3p;SARC;1
miR-324-3p/miR-199b-3p;SARC;1
miR-324-3p/miR-340-5p;SARC;1
miR-324-3p/miR-374a-5p;SARC;1
miR-324-3p/miR-432-5p;SARC;1
miR-324-3p/miR-664a-5p;SARC;1
miR-324-3p/miR-874-3p;BLCA;1
miR-324-5p/miR-219a-1-3p;SARC;1
miR-324-5p/miR-30c-1-3p;BLCA;1
miR-324-5p/miR-548b-3p;LUAD;1
miR-324-5p/miR-93-3p;LUAD;1
miR-326/miR-193b-5p;BRCA;1
miR-326/miR-30a-3p;LUAD;1
miR-326/miR-320b;STAD;1
miR-326/miR-377-5p;SKCM;1
miR-326/miR-874-3p;STAD;1
miR-328-3p/let-7e-5p;SARC;1
miR-328-3p/miR-3200-3p;SARC;1
miR-328-3p/miR-671-5p;BLCA;1
miR-329-3p/miR-183-5p;TGCT;1
miR-329-3p/miR-188-3p;UCS;1
miR-329-3p/miR-223-5p;TGCT;1
miR-330-3p/let-7f-5p;SARC;1
miR-330-3p/miR-130a-3p;SARC;1
miR-330-3p/miR-181c-5p;LIHC;1
miR-330-3p/miR-188-3p;SARC;1
miR-330-3p/miR-18a-5p;SARC;1
miR-330-3p/miR-212-3p;SARC;1
miR-330-3p/miR-219a-1-3p;SARC;1
miR-330-3p/miR-222-3p;BLCA;1
miR-330-3p/miR-330-5p;SARC;1
miR-330-3p/miR-335-3p;SARC;1
miR-330-3p/miR-335-5p;PCPG;1
miR-330-3p/miR-424-5p;SARC;1
miR-330-3p/miR-501-3p;SARC;1
miR-330-3p/miR-590-3p;SARC;1
miR-330-5p/let-7e-5p;SARC;1
miR-330-5p/miR-126-5p;LGG;1
miR-330-5p/miR-1304-5p;SKCM;1
miR-330-5p/miR-133a-3p;LGG;1
miR-330-5p/miR-29c-3p;SARC;1
miR-330-5p/miR-363-3p;SARC;1
miR-331-3p/let-7e-5p;SARC;1
miR-331-3p/miR-141-3p;BLCA;1
miR-331-3p/miR-200a-5p;STAD;1
miR-331-3p/miR-26b-5p;STAD;1
miR-331-3p/miR-30c-1-3p;LIHC;1
miR-331-3p/miR-362-3p;STAD;1
miR-331-3p/miR-424-5p;STAD;1
miR-331-3p/miR-542-3p;SARC;1
miR-331-3p/miR-628-3p;SARC;1
miR-331-3p/miR-744-3p;BLCA;1
miR-335-3p/miR-129-5p;UVM;1
miR-335-3p/miR-138-5p;KIRP;1
miR-335-3p/miR-17-5p;SARC;1
miR-335-3p/miR-192-5p;TGCT;1
miR-335-3p/miR-429;TGCT;1
miR-335-3p/miR-616-5p;BLCA;1
miR-335-5p/miR-130b-5p;BLCA;1
miR-335-5p/miR-155-5p;STAD;1
miR-335-5p/miR-192-5p;BLCA;1
miR-335-5p/miR-199b-3p;BLCA;1
miR-335-5p/miR-26b-3p;STAD;1
miR-335-5p/miR-26b-5p;STAD;1
miR-335-5p/miR-27a-5p;BLCA;1
miR-335-5p/miR-30b-3p;SARC;1
miR-335-5p/miR-30c-2-3p;ESCA;1
miR-335-5p/miR-323b-3p;BLCA;1
miR-335-5p/miR-331-3p;STAD;1
miR-335-5p/miR-342-3p;STAD;1
miR-335-5p/miR-345-5p;TGCT;1
miR-335-5p/miR-493-3p;TGCT;1
miR-335-5p/miR-505-3p;STAD;1
miR-335-5p/miR-532-3p;SARC;1
miR-335-5p/miR-582-3p;ESCA;1
miR-335-5p/miR-877-5p;SARC;1
miR-335-5p/miR-940;STAD;1
miR-337-3p/miR-125b-5p;THYM;1
miR-338-3p/miR-185-3p;SARC;1
miR-338-3p/miR-197-3p;SARC;1
miR-338-3p/miR-223-5p;HNSC;1
miR-338-3p/miR-30a-5p;LUSC;1
miR-338-3p/miR-497-5p;TGCT;1
miR-338-5p/miR-125b-5p;STAD;1
miR-338-5p/miR-129-5p;STAD;1
miR-338-5p/miR-135a-5p;THCA;1
miR-338-5p/miR-145-5p;STAD;1
miR-338-5p/miR-153-3p;ESCA;1
miR-338-5p/miR-29b-3p;LGG;1
miR-338-5p/miR-29c-3p;LGG;1
miR-338-5p/miR-424-5p;SARC;1
miR-338-5p/miR-7-5p;LGG;1
miR-339-3p/miR-132-5p;SARC;1
miR-339-3p/miR-148b-5p;SARC;1
miR-339-5p/miR-19b-1-5p;STAD;1
miR-339-5p/miR-200a-5p;STAD;1
miR-339-5p/miR-205-5p;BLCA;1
miR-339-5p/miR-345-5p;BLCA;1
miR-339-5p/miR-34a-3p;BLCA;1
miR-339-5p/miR-431-5p;STAD;1
miR-339-5p/miR-455-3p;SKCM;1
miR-339-5p/miR-93-5p;STAD;1
miR-33a-3p/miR-106a-5p;LUAD;1
miR-33a-3p/miR-125b-5p;STAD;1
miR-33a-3p/miR-15b-3p;SKCM;1
miR-33a-3p/miR-19b-1-5p;STAD;1
miR-33a-3p/miR-338-3p;SARC;1
miR-33a-3p/miR-34c-3p;SARC;1
miR-33a-3p/miR-429;THYM;1
miR-33a-3p/miR-532-3p;ESCA;1
miR-33a-3p/miR-671-5p;STAD;1
miR-33a-5p/miR-1301-3p;ESCA;1
miR-33a-5p/miR-130b-5p;ESCA;1
miR-33a-5p/miR-139-5p;SARC;1
miR-33a-5p/miR-143-5p;SARC;1
miR-33a-5p/miR-149-5p;KICH;1
miR-33a-5p/miR-155-5p;UCEC;1
miR-33a-5p/miR-196b-5p;BLCA;1
miR-33a-5p/miR-200a-3p;LUAD;1
miR-33a-5p/miR-205-5p;THYM;1
miR-33a-5p/miR-30c-2-3p;STAD;1
miR-33a-5p/miR-331-3p;BLCA;1
miR-33a-5p/miR-455-3p;COAD;1
miR-33a-5p/miR-7-5p;PAAD;1
miR-33a-5p/miR-93-3p;SARC;1
miR-33a-5p/miR-93-5p;BLCA;1
miR-33b-3p/miR-139-3p;TGCT;1
miR-33b-3p/miR-34c-3p;TGCT;1
miR-33b-3p/miR-3662;TGCT;1
miR-33b-3p/miR-7-5p;TGCT;1
miR-33b-5p/miR-212-3p;THYM;1
miR-33b-5p/miR-26a-1-3p;UCEC;1
miR-33b-5p/miR-33a-5p;PAAD;1
miR-340-5p/miR-125b-5p;SARC;1
miR-340-5p/miR-15b-5p;SARC;1
miR-340-5p/miR-2110;SARC;1
miR-340-5p/miR-212-3p;SARC;1
miR-340-5p/miR-224-5p;KIRC;1
miR-340-5p/miR-338-5p;SARC;1
miR-340-5p/miR-425-5p;SARC;1
miR-340-5p/miR-589-3p;KIRC;1
miR-340-5p/miR-625-5p;SARC;1
miR-340-5p/miR-629-3p;KIRC;1
miR-340-5p/miR-93-3p;LUAD;1
miR-342-3p/miR-181b-5p;BLCA;1
miR-342-3p/miR-20a-3p;BLCA;1
miR-342-3p/miR-223-5p;LIHC;1
miR-342-3p/miR-625-5p;LIHC;1
miR-342-3p/miR-93-5p;STAD;1
miR-342-3p/miR-96-5p;BLCA;1
miR-342-5p/miR-1226-3p;STAD;1
miR-342-5p/miR-129-2-3p;TGCT;1
miR-342-5p/miR-223-3p;SARC;1
miR-342-5p/miR-452-3p;SARC;1
miR-342-5p/miR-495-3p;TGCT;1
miR-345-5p/miR-107;LGG;1
miR-345-5p/miR-148b-5p;SARC;1
miR-345-5p/miR-18b-5p;TGCT;1
miR-345-5p/miR-192-3p;UCEC;1
miR-345-5p/miR-19b-1-5p;STAD;1
miR-345-5p/miR-339-3p;SARC;1
miR-345-5p/miR-455-5p;SARC;1
miR-34a-3p/miR-1270;BLCA;1
miR-34a-3p/miR-1301-3p;STAD;1
miR-34a-3p/miR-320c;COAD;1
miR-34a-3p/miR-505-5p;DLBC;1
miR-34a-3p/miR-940;STAD;1
miR-34a-5p/miR-130a-3p;SARC;1
miR-34a-5p/miR-145-5p;SARC;1
miR-34a-5p/miR-155-5p;SARC;1
miR-34a-5p/miR-21-5p;SARC;1
miR-34a-5p/miR-22-3p;SARC;1
miR-34a-5p/miR-221-5p;SARC;1
miR-34a-5p/miR-301b-3p;UCEC;1
