miRNAPair;CancerTypes;Count
miR-143-5p/miR-1301-3p;SARC;1
miR-143-5p/miR-766-3p;SARC;1
miR-144-3p/miR-100-3p;THCA;1
miR-144-3p/miR-141-3p;THYM;1
miR-144-3p/miR-222-5p;BLCA;1
miR-144-3p/miR-491-3p;LGG;1
miR-144-3p/miR-7-5p;LGG;1
miR-144-5p/miR-144-3p;COAD;1
miR-144-5p/miR-30e-5p;UVM;1
miR-144-5p/miR-501-3p;SARC;1
miR-145-3p/miR-193b-3p;SARC;1
miR-145-3p/miR-20b-5p;STAD;1
miR-145-3p/miR-3913-5p;SARC;1
miR-145-5p/miR-125b-5p;SARC;1
miR-145-5p/miR-130b-5p;SARC;1
miR-145-5p/miR-148a-3p;STAD;1
miR-145-5p/miR-17-5p;STAD;1
miR-145-5p/miR-185-5p;SARC;1
miR-145-5p/miR-20a-3p;LUAD;1
miR-145-5p/miR-20a-5p;SARC;1
miR-145-5p/miR-362-3p;BLCA;1
miR-145-5p/miR-766-3p;SARC;1
miR-1468-5p/miR-940;STAD;1
miR-146a-5p/miR-146b-5p;STAD;1
miR-146a-5p/miR-17-5p;STAD;1
miR-146a-5p/miR-196b-5p;PAAD;1
miR-146a-5p/miR-223-5p;SARC;1
miR-146a-5p/miR-589-3p;SARC;1
miR-146a-5p/miR-629-3p;KIRC;1
miR-146a-5p/miR-663b;READ;1
miR-146a-5p/miR-940;KICH;1
miR-146b-3p/let-7e-5p;SARC;1
miR-146b-3p/miR-3943;LGG;1
miR-146b-3p/miR-760;BLCA;1
miR-146b-5p/miR-1226-3p;STAD;1
miR-146b-5p/miR-1292-5p;STAD;1
miR-146b-5p/miR-192-5p;KIRC;1
miR-146b-5p/miR-21-5p;SARC;1
miR-146b-5p/miR-224-5p;LIHC;1
miR-146b-5p/miR-29b-1-5p;SARC;1
miR-148a-3p/miR-155-5p;STAD;1
miR-148a-3p/miR-181a-2-3p;SARC;1
miR-148a-3p/miR-186-5p;SARC;1
miR-148a-3p/miR-27a-5p;BLCA;1
miR-148a-3p/miR-363-3p;HNSC;1
miR-148a-3p/miR-370-3p;SARC;1
miR-148a-3p/miR-410-3p;SARC;1
miR-148a-3p/miR-424-5p;THCA;1
miR-148a-3p/miR-432-5p;SARC;1
miR-148a-3p/miR-889-3p;SARC;1
miR-148a-3p/miR-9-5p;HNSC;1
miR-148a-3p/miR-96-5p;BLCA;1
miR-148a-5p/miR-148a-3p;DLBC;1
miR-148a-5p/miR-181a-2-3p;SARC;1
miR-148a-5p/miR-21-3p;BLCA;1
miR-148a-5p/miR-26b-3p;STAD;1
miR-148a-5p/miR-27a-5p;BLCA;1
miR-148a-5p/miR-410-3p;SARC;1
miR-148a-5p/miR-542-3p;SARC;1
miR-148a-5p/miR-889-3p;SARC;1
miR-148b-5p/miR-141-3p;BLCA;1
miR-148b-5p/miR-195-5p;SARC;1
miR-149-3p/miR-130b-3p;UCS;1
miR-149-3p/miR-301b-3p;UCS;1
miR-149-3p/miR-518b;TGCT;1
miR-149-3p/miR-665;TGCT;1
miR-149-5p/miR-141-3p;SARC;1
miR-149-5p/miR-142-5p;ACC;1
miR-149-5p/miR-144-3p;THYM;1
miR-149-5p/miR-148a-3p;SARC;1
miR-149-5p/miR-181d-5p;SARC;1
miR-149-5p/miR-193b-3p;HNSC;1
miR-149-5p/miR-195-5p;KIRP;1
miR-149-5p/miR-199b-3p;PCPG;1
miR-149-5p/miR-19a-3p;CESC;1
miR-149-5p/miR-205-5p;UCS;1
miR-149-5p/miR-24-3p;LGG;1
miR-149-5p/miR-338-5p;LGG;1
miR-149-5p/miR-455-3p;SARC;1
miR-149-5p/miR-491-5p;UCEC;1
miR-150-3p/miR-212-3p;THYM;1
miR-150-3p/miR-663a;COAD;1
miR-150-5p/miR-16-2-3p;SARC;1
miR-150-5p/miR-224-5p;PAAD;1
miR-150-5p/miR-29b-2-5p;SARC;1
miR-150-5p/miR-326;MESO;1
miR-150-5p/miR-3615;KICH;1
miR-150-5p/miR-452-3p;TGCT;1
miR-150-5p/miR-577;PAAD;1
miR-151a-3p/miR-133a-3p;BLCA;1
miR-151a-3p/miR-29a-5p;BLCA;1
miR-152-3p/miR-106a-5p;SARC;1
miR-152-3p/miR-138-5p;CESC;1
miR-152-3p/miR-144-3p;SARC;1
miR-153-3p/miR-29b-1-5p;ESCA;1
miR-153-3p/miR-30a-3p;LIHC;1
miR-1538/miR-1291;TGCT;1
miR-1538/miR-663a;TGCT;1
miR-154-3p/miR-487a-3p;LGG;1
miR-155-5p/miR-136-3p;LIHC;1
miR-155-5p/miR-19b-3p;SARC;1
miR-155-5p/miR-211-5p;TGCT;1
miR-155-5p/miR-362-3p;STAD;1
miR-155-5p/miR-455-3p;KIRC;1
miR-155-5p/miR-497-5p;TGCT;1
miR-155-5p/miR-664a-5p;SARC;1
miR-155-5p/miR-7-1-3p;STAD;1
miR-155-5p/miR-7-5p;LIHC;1
miR-15a-5p/miR-195-5p;THYM;1
miR-15a-5p/miR-22-3p;OV;1
miR-15a-5p/miR-653-5p;THYM;1
miR-15a-5p/miR-7-5p;THYM;1
miR-15b-3p/let-7e-5p;SARC;1
miR-15b-3p/miR-338-3p;SKCM;1
miR-15b-5p/let-7f-1-3p;SARC;1
miR-15b-5p/miR-149-5p;SARC;1
miR-15b-5p/miR-17-5p;SARC;1
miR-15b-5p/miR-181a-2-3p;SARC;1
miR-15b-5p/miR-181a-3p;THYM;1
miR-15b-5p/miR-192-3p;SARC;1
miR-15b-5p/miR-194-3p;SARC;1
miR-15b-5p/miR-195-5p;THYM;1
miR-15b-5p/miR-196b-5p;SARC;1
miR-15b-5p/miR-20b-5p;THYM;1
miR-15b-5p/miR-224-5p;SARC;1
miR-15b-5p/miR-23b-3p;SARC;1
miR-15b-5p/miR-34a-5p;SARC;1
miR-15b-5p/miR-363-3p;SARC;1
miR-15b-5p/miR-432-5p;SARC;1
miR-15b-5p/miR-454-5p;THYM;1
miR-15b-5p/miR-497-5p;SARC;1
miR-15b-5p/miR-519d-3p;THYM;1
miR-15b-5p/miR-935;THYM;1
miR-16-1-3p/miR-192-3p;SARC;1
miR-16-1-3p/miR-345-5p;SARC;1
miR-16-1-3p/miR-497-5p;SARC;1
miR-16-2-3p/miR-454-3p;SARC;1
miR-16-2-3p/miR-502-5p;SARC;1
miR-16-2-3p/miR-92b-3p;THYM;1
miR-17-3p/miR-1296-5p;SARC;1
miR-17-3p/miR-130b-5p;SARC;1
miR-17-3p/miR-20a-5p;UCEC;1
miR-17-3p/miR-628-5p;SARC;1
miR-17-5p/let-7c-5p;SARC;1
miR-17-5p/let-7e-5p;SARC;1
miR-17-5p/miR-106b-5p;SARC;1
miR-17-5p/miR-10a-5p;SARC;1
miR-17-5p/miR-130a-3p;SARC;1
miR-17-5p/miR-130b-5p;LUSC;1
miR-17-5p/miR-141-3p;BLCA;1
miR-17-5p/miR-142-5p;THYM;1
miR-17-5p/miR-148a-3p;ESCA;1
miR-17-5p/miR-181c-3p;THYM;1
miR-17-5p/miR-182-5p;BLCA;1
miR-17-5p/miR-193b-5p;SARC;1
miR-17-5p/miR-19a-3p;SARC;1
miR-17-5p/miR-19b-3p;SARC;1
miR-17-5p/miR-200a-3p;BLCA;1
miR-17-5p/miR-22-3p;SARC;1
miR-17-5p/miR-26a-5p;SARC;1
miR-17-5p/miR-30b-5p;DLBC;1
miR-17-5p/miR-320b;UCS;1
miR-17-5p/miR-328-3p;SARC;1
miR-17-5p/miR-331-3p;OV;1
miR-17-5p/miR-33a-5p;BLCA;1
miR-17-5p/miR-362-5p;SARC;1
miR-17-5p/miR-421;SARC;1
miR-17-5p/miR-99a-3p;ESCA;1
miR-181a-2-3p/miR-106b-5p;SARC;1
miR-181a-2-3p/miR-17-3p;SARC;1
miR-181a-2-3p/miR-19a-3p;SARC;1
miR-181a-2-3p/miR-19b-3p;SARC;1
miR-181a-2-3p/miR-616-5p;BLCA;1
miR-181a-2-3p/miR-7-5p;THYM;1
miR-181a-2-3p/miR-92b-3p;THYM;1
miR-181a-3p/miR-539-5p;SARC;1
miR-181a-5p/miR-10b-5p;SARC;1
miR-181a-5p/miR-128-3p;THYM;1
miR-181a-5p/miR-16-1-3p;THYM;1
miR-181a-5p/miR-19a-3p;THYM;1
miR-181a-5p/miR-29c-3p;SARC;1
miR-181a-5p/miR-340-5p;SARC;1
miR-181a-5p/miR-378a-5p;SARC;1
miR-181a-5p/miR-383-5p;THYM;1
miR-181a-5p/miR-410-3p;SARC;1
miR-181a-5p/miR-548e-3p;THYM;1
miR-181a-5p/miR-664a-5p;SARC;1
miR-181b-5p/miR-149-5p;SARC;1
miR-181b-5p/miR-16-1-3p;THYM;1
miR-181b-5p/miR-195-5p;THYM;1
miR-181b-5p/miR-19a-3p;THYM;1
miR-181b-5p/miR-20a-5p;BLCA;1
miR-181b-5p/miR-26a-2-3p;SARC;1
miR-181b-5p/miR-450b-5p;BLCA;1
miR-181b-5p/miR-497-5p;SARC;1
miR-181b-5p/miR-874-3p;SARC;1
miR-181c-3p/miR-629-5p;THYM;1
miR-181c-3p/miR-766-3p;THYM;1
miR-181c-5p/miR-106a-5p;UVM;1
miR-181c-5p/miR-129-5p;SARC;1
miR-181c-5p/miR-181a-2-3p;DLBC;1
miR-181c-5p/miR-218-5p;SARC;1
miR-181c-5p/miR-335-5p;SARC;1
miR-181c-5p/miR-532-3p;SARC;1
miR-181c-5p/miR-548j-5p;THYM;1
miR-181c-5p/miR-660-5p;SARC;1
miR-181d-5p/miR-125b-5p;THYM;1
miR-181d-5p/miR-138-5p;TGCT;1
miR-181d-5p/miR-149-3p;TGCT;1
miR-181d-5p/miR-155-5p;KIRC;1
miR-181d-5p/miR-181a-5p;THYM;1
miR-181d-5p/miR-20a-5p;BLCA;1
miR-181d-5p/miR-20b-5p;TGCT;1
miR-181d-5p/miR-218-5p;SARC;1
miR-181d-5p/miR-33a-3p;COAD;1
miR-181d-5p/miR-34a-5p;KICH;1
miR-181d-5p/miR-34c-5p;TGCT;1
miR-181d-5p/miR-642a-5p;COAD;1
miR-181d-5p/miR-93-3p;BLCA;1
miR-182-5p/let-7b-5p;THYM;1
miR-182-5p/miR-10a-5p;BLCA;1
miR-182-5p/miR-125a-3p;SARC;1
miR-182-5p/miR-125b-5p;THYM;1
miR-182-5p/miR-1271-5p;TGCT;1
miR-182-5p/miR-128-3p;THYM;1
miR-182-5p/miR-130a-3p;SARC;1
miR-182-5p/miR-130b-5p;BLCA;1
miR-182-5p/miR-141-3p;BLCA;1
miR-182-5p/miR-16-1-3p;SARC;1
miR-182-5p/miR-195-5p;THYM;1
miR-182-5p/miR-196b-5p;SARC;1
miR-182-5p/miR-199b-3p;BLCA;1
miR-182-5p/miR-200c-3p;TGCT;1
miR-182-5p/miR-222-5p;BLCA;1
miR-182-5p/miR-30a-3p;THYM;1
miR-182-5p/miR-30a-5p;LIHC;1
miR-182-5p/miR-370-3p;TGCT;1
miR-182-5p/miR-432-5p;TGCT;1
miR-182-5p/miR-454-5p;SKCM;1
miR-182-5p/miR-516b-5p;TGCT;1
miR-182-5p/miR-541-3p;TGCT;1
miR-182-5p/miR-874-3p;SARC;1
miR-183-3p/miR-1305;TGCT;1
miR-183-3p/miR-142-5p;ESCA;1
miR-183-3p/miR-224-5p;CESC;1
miR-183-5p/miR-182-5p;UCEC;1
miR-183-5p/miR-192-3p;HNSC;1
miR-183-5p/miR-19a-3p;SARC;1
miR-183-5p/miR-24-2-5p;HNSC;1
miR-183-5p/miR-301b-3p;TGCT;1
miR-183-5p/miR-30a-3p;SARC;1
miR-183-5p/miR-500a-3p;SARC;1
miR-183-5p/miR-500a-5p;TGCT;1
miR-183-5p/miR-511-5p;STAD;1
miR-183-5p/miR-548b-3p;PCPG;1
miR-183-5p/miR-92a-3p;SARC;1
miR-185-3p/miR-136-3p;SARC;1
miR-185-3p/miR-195-5p;STAD;1
miR-185-3p/miR-29a-3p;BLCA;1
miR-185-3p/miR-494-3p;STAD;1
miR-185-5p/miR-155-5p;SARC;1
miR-185-5p/miR-195-5p;SARC;1
miR-185-5p/miR-365a-3p;SARC;1
miR-186-5p/miR-1-3p;SARC;1
miR-186-5p/miR-193b-5p;SARC;1
miR-186-5p/miR-26a-5p;SARC;1
miR-186-5p/miR-503-5p;SARC;1
miR-187-3p/miR-765;SKCM;1
miR-188-3p/miR-129-5p;SARC;1
miR-188-3p/miR-301a-3p;BLCA;1
miR-188-3p/miR-3065-3p;SARC;1
miR-188-3p/miR-500b-5p;UCS;1
miR-188-3p/miR-505-5p;SARC;1
miR-188-3p/miR-7-1-3p;SARC;1
miR-18a-3p/let-7g-3p;BLCA;1
miR-18a-3p/miR-106a-5p;THYM;1
miR-18a-3p/miR-17-5p;THYM;1
miR-18a-3p/miR-181a-2-3p;THYM;1
miR-18a-3p/miR-19b-1-5p;STAD;1
miR-18a-3p/miR-3928-3p;STAD;1
miR-18a-3p/miR-4326;LIHC;1
miR-18a-3p/miR-505-5p;STAD;1
miR-18a-3p/miR-519d-3p;TGCT;1
miR-18a-3p/miR-520g-3p;THYM;1
miR-18a-3p/miR-526b-3p;TGCT;1
miR-18a-3p/miR-532-5p;ESCA;1
miR-18a-3p/miR-629-5p;LIHC;1
miR-18a-5p/miR-106b-5p;SARC;1
miR-18a-5p/miR-143-3p;CESC;1
miR-18a-5p/miR-145-5p;SARC;1
miR-18a-5p/miR-182-5p;SARC;1
miR-18a-5p/miR-29a-3p;BLCA;1
miR-18a-5p/miR-335-5p;SARC;1
miR-18a-5p/miR-425-5p;SARC;1
miR-18b-3p/miR-2113;TGCT;1
miR-18b-5p/miR-182-5p;CESC;1
miR-18b-5p/miR-18a-3p;BLCA;1
miR-18b-5p/miR-29a-3p;BLCA;1
miR-18b-5p/miR-30a-5p;THYM;1
miR-18b-5p/miR-30b-5p;COAD;1
miR-18b-5p/miR-31-5p;TGCT;1
miR-18b-5p/miR-335-3p;TGCT;1
miR-18b-5p/miR-3609;TGCT;1
miR-18b-5p/miR-7-1-3p;TGCT;1
miR-190a-5p/miR-192-5p;ESCA;1
miR-190a-5p/miR-199a-3p;SARC;1
miR-190a-5p/miR-199b-3p;SARC;1
miR-190a-5p/miR-214-5p;SARC;1
miR-191-3p/miR-192-5p;UCS;1
miR-191-5p/miR-196b-5p;SARC;1
miR-191-5p/miR-199a-3p;SARC;1
miR-192-3p/miR-145-5p;STAD;1
miR-192-3p/miR-20b-5p;BLCA;1
miR-192-3p/miR-33a-5p;BLCA;1
miR-192-3p/miR-577;TGCT;1
miR-192-5p/miR-100-5p;SARC;1
miR-192-5p/miR-122-5p;KIRC;1
miR-192-5p/miR-145-5p;STAD;1
miR-192-5p/miR-149-5p;SARC;1
miR-192-5p/miR-195-5p;STAD;1
miR-192-5p/miR-30c-2-3p;BLCA;1
miR-192-5p/miR-338-5p;ESCA;1
miR-192-5p/miR-3662;UCS;1
miR-192-5p/miR-376a-5p;STAD;1
miR-192-5p/miR-424-5p;BLCA;1
miR-193a-3p/miR-16-2-3p;SKCM;1
miR-193a-3p/miR-182-5p;SARC;1
miR-193a-3p/miR-19a-3p;UCEC;1
miR-193a-3p/miR-330-3p;SARC;1
miR-193a-5p/miR-455-5p;SARC;1
miR-193b-3p/miR-143-3p;PCPG;1
miR-193b-3p/miR-193b-5p;STAD;1
miR-193b-3p/miR-195-5p;SARC;1
miR-193b-3p/miR-200a-3p;LUAD;1
miR-193b-3p/miR-3127-5p;ESCA;1
miR-193b-3p/miR-503-5p;PCPG;1
miR-193b-3p/miR-532-3p;ESCA;1
miR-193b-3p/miR-616-5p;BLCA;1
miR-193b-3p/miR-940;BLCA;1
miR-193b-5p/miR-301b-3p;TGCT;1
miR-193b-5p/miR-378a-3p;SARC;1
miR-193b-5p/miR-484;SARC;1
miR-193b-5p/miR-940;KICH;1
miR-194-3p/miR-192-3p;ESCA;1
miR-194-3p/miR-302a-3p;TGCT;1
miR-194-3p/miR-302c-3p;TGCT;1
miR-194-3p/miR-302d-3p;TGCT;1
miR-194-3p/miR-323a-3p;HNSC;1
miR-194-3p/miR-377-5p;TGCT;1
miR-194-3p/miR-485-5p;TGCT;1
miR-194-3p/miR-7-5p;TGCT;1
miR-194-3p/miR-744-5p;SARC;1
miR-194-5p/miR-125b-5p;STAD;1
miR-194-5p/miR-1307-3p;STAD;1
miR-194-5p/miR-29b-3p;SKCM;1
miR-194-5p/miR-363-3p;STAD;1
miR-195-3p/miR-193a-3p;SARC;1
miR-195-3p/miR-379-3p;THYM;1
miR-195-3p/miR-383-5p;THYM;1
miR-195-3p/miR-877-5p;SARC;1
miR-195-5p/let-7b-5p;THYM;1
miR-195-5p/miR-100-5p;THYM;1
miR-195-5p/miR-106a-5p;THYM;1
miR-195-5p/miR-125b-5p;THYM;1
miR-195-5p/miR-1295a;THYM;1
miR-195-5p/miR-130a-3p;THYM;1
miR-195-5p/miR-138-5p;THYM;1
miR-195-5p/miR-196b-5p;THYM;1
miR-195-5p/miR-214-3p;SKCM;1
miR-195-5p/miR-29b-1-5p;ACC;1
miR-195-5p/miR-30a-3p;THYM;1
miR-195-5p/miR-362-3p;SARC;1
miR-195-5p/miR-374a-5p;SARC;1
miR-195-5p/miR-374b-3p;STAD;1
miR-195-5p/miR-383-5p;THYM;1
miR-195-5p/miR-502-3p;SARC;1
miR-195-5p/miR-576-5p;SARC;1
miR-195-5p/miR-590-3p;SARC;1
miR-195-5p/miR-629-3p;TGCT;1
miR-195-5p/miR-9-5p;KIRP;1
miR-195-5p/miR-93-5p;STAD;1
miR-195-5p/miR-96-5p;THYM;1
miR-196a-5p/miR-125b-2-3p;HNSC;1
miR-196a-5p/miR-145-3p;STAD;1
miR-196a-5p/miR-29a-3p;BLCA;1
miR-196a-5p/miR-3199;BLCA;1
miR-196a-5p/miR-532-3p;STAD;1
miR-196a-5p/miR-582-5p;HNSC;1
miR-196a-5p/miR-877-5p;CESC;1
miR-196a-5p/miR-9-5p;THYM;1
miR-196a-5p/miR-92b-5p;TGCT;1
miR-196b-5p/let-7c-5p;LUAD;1
miR-196b-5p/let-7g-3p;COAD;1
miR-196b-5p/miR-196a-5p;CHOL;1
miR-196b-5p/miR-203a-3p;BLCA;1
miR-196b-5p/miR-30c-2-3p;STAD;1
miR-197-3p/miR-145-5p;SARC;1
miR-197-3p/miR-19b-3p;SARC;1
miR-197-3p/miR-34a-5p;SARC;1
miR-197-3p/miR-424-5p;SARC;1
miR-197-3p/miR-675-3p;SARC;1
miR-1976/miR-155-5p;ACC;1
miR-1976/miR-543;SARC;1
miR-199a-3p/miR-1301-3p;SARC;1
miR-199a-3p/miR-149-5p;PCPG;1
miR-199a-3p/miR-154-5p;THYM;1
miR-199a-3p/miR-181a-5p;SARC;1
miR-199a-3p/miR-182-5p;BLCA;1
miR-199a-3p/miR-195-3p;SARC;1
miR-199a-3p/miR-200c-3p;THYM;1
miR-199a-3p/miR-218-5p;SARC;1
miR-199a-3p/miR-30c-2-3p;SARC;1
miR-199a-3p/miR-335-5p;BLCA;1
miR-199a-3p/miR-338-3p;TGCT;1
miR-199a-3p/miR-410-3p;SARC;1
miR-199a-3p/miR-411-5p;THYM;1
miR-199a-3p/miR-519d-3p;THYM;1
miR-199a-3p/miR-542-3p;SARC;1
miR-199a-3p/miR-570-3p;THYM;1
miR-199a-3p/miR-582-5p;SARC;1
miR-199a-3p/miR-889-3p;SARC;1
miR-199a-5p/miR-154-5p;THYM;1
miR-199a-5p/miR-218-5p;ESCA;1
miR-199a-5p/miR-30a-5p;THYM;1
miR-199a-5p/miR-410-3p;PCPG;1
miR-199a-5p/miR-411-3p;PCPG;1
miR-199a-5p/miR-766-3p;THYM;1
miR-199a-5p/miR-889-3p;THYM;1
miR-199b-3p/miR-17-3p;SARC;1
miR-199b-3p/miR-181a-2-3p;SARC;1
miR-199b-3p/miR-218-5p;SARC;1
miR-199b-3p/miR-30c-2-3p;SARC;1
miR-199b-3p/miR-338-3p;TGCT;1
miR-199b-3p/miR-410-3p;SARC;1
miR-199b-3p/miR-411-5p;THYM;1
miR-199b-3p/miR-582-5p;SARC;1
miR-199b-3p/miR-889-3p;SARC;1
miR-199b-5p/let-7b-5p;THYM;1
miR-199b-5p/miR-125b-5p;THYM;1
miR-199b-5p/miR-1304-5p;THYM;1
miR-199b-5p/miR-154-5p;THYM;1
miR-199b-5p/miR-195-5p;SARC;1
miR-199b-5p/miR-200b-3p;THYM;1
miR-199b-5p/miR-30a-3p;THYM;1
miR-19a-3p/miR-130b-5p;SARC;1
miR-19a-3p/miR-135b-5p;STAD;1
miR-19a-3p/miR-139-3p;ESCA;1
miR-19a-3p/miR-155-5p;SARC;1
miR-19a-3p/miR-182-5p;THYM;1
miR-19a-3p/miR-195-5p;SARC;1
miR-19a-3p/miR-212-3p;SARC;1
miR-19a-3p/miR-2355-5p;HNSC;1
miR-19a-3p/miR-301b-3p;THYM;1
miR-19a-3p/miR-31-3p;HNSC;1
miR-19a-3p/miR-338-3p;LIHC;1
miR-19a-3p/miR-362-5p;SARC;1
miR-19a-3p/miR-365a-3p;SARC;1
miR-19a-3p/miR-381-3p;HNSC;1
miR-19a-3p/miR-500a-5p;SARC;1
miR-19a-3p/miR-548b-3p;LIHC;1
miR-19a-3p/miR-651-5p;STAD;1
miR-19a-3p/miR-942-5p;SARC;1
miR-19a-3p/miR-96-5p;BLCA;1
miR-19b-1-5p/let-7c-5p;SARC;1
miR-19b-1-5p/let-7e-5p;SARC;1
miR-19b-1-5p/miR-195-5p;SARC;1
miR-19b-1-5p/miR-20a-5p;BLCA;1
miR-19b-1-5p/miR-33b-5p;BLCA;1
miR-19b-3p/miR-10a-3p;SARC;1
miR-19b-3p/miR-143-3p;SARC;1
miR-19b-3p/miR-210-3p;SARC;1
miR-19b-3p/miR-212-3p;SARC;1
miR-19b-3p/miR-223-5p;BRCA;1
miR-19b-3p/miR-30b-3p;SARC;1
miR-19b-3p/miR-381-3p;HNSC;1
miR-19b-3p/miR-550a-5p;SARC;1
miR-19b-3p/miR-7-1-3p;SARC;1
miR-200a-3p/let-7c-5p;BLCA;1
miR-200a-3p/miR-200b-3p;STAD;1
miR-200a-3p/miR-200c-3p;STAD;1
miR-200a-3p/miR-214-5p;BLCA;1
miR-200a-3p/miR-29a-5p;UCS;1
miR-200a-3p/miR-30a-5p;THYM;1
miR-200a-5p/miR-130b-5p;LIHC;1
miR-200a-5p/miR-30b-3p;HNSC;1
miR-200a-5p/miR-484;STAD;1
miR-200a-5p/miR-93-3p;STAD;1
miR-200a-5p/miR-940;SARC;1
miR-200b-3p/miR-1-3p;STAD;1
miR-200b-3p/miR-186-5p;SARC;1
miR-200b-3p/miR-192-5p;ESCA;1
miR-200b-3p/miR-19b-1-5p;SARC;1
miR-200b-3p/miR-20b-5p;SARC;1
miR-200b-3p/miR-214-3p;THYM;1
miR-200b-3p/miR-221-5p;SKCM;1
miR-200b-3p/miR-330-5p;SARC;1
miR-200b-3p/miR-345-5p;SARC;1
miR-200b-3p/miR-374a-5p;SARC;1
miR-200b-3p/miR-582-5p;TGCT;1
miR-200b-3p/miR-9-5p;THYM;1
miR-200b-3p/miR-937-3p;PCPG;1
miR-200b-5p/miR-144-5p;LIHC;1
miR-200b-5p/miR-155-5p;STAD;1
miR-200c-3p/let-7e-5p;SARC;1
miR-200c-3p/miR-1304-5p;THYM;1
miR-200c-3p/miR-150-5p;ACC;1
miR-200c-3p/miR-17-5p;THYM;1
miR-200c-3p/miR-508-5p;THYM;1
miR-200c-3p/miR-625-5p;SARC;1
miR-200c-3p/miR-942-5p;BLCA;1
miR-200c-5p/miR-33a-3p;STAD;1
miR-200c-5p/miR-362-3p;STAD;1
miR-203a-3p/let-7a-2-3p;SARC;1
miR-203a-3p/miR-10a-3p;CESC;1
miR-203a-3p/miR-1226-3p;COAD;1
miR-203a-3p/miR-1227-3p;COAD;1
miR-203a-3p/miR-125a-5p;LIHC;1
miR-203a-3p/miR-1305;THYM;1
miR-203a-3p/miR-155-5p;SARC;1
miR-203a-3p/miR-181c-5p;LIHC;1
miR-203a-3p/miR-192-5p;PAAD;1
miR-203a-3p/miR-205-5p;ESCA;1
miR-203a-3p/miR-210-3p;PCPG;1
miR-203a-3p/miR-224-5p;ESCA;1
miR-203a-3p/miR-33b-5p;COAD;1
miR-203a-3p/miR-378c;UCEC;1
miR-203a-3p/miR-3940-3p;LUAD;1
miR-203a-3p/miR-452-3p;THYM;1
miR-203a-3p/miR-877-5p;COAD;1
miR-204-5p/miR-106a-5p;KICH;1
miR-204-5p/miR-1271-5p;SARC;1
miR-204-5p/miR-199a-3p;PCPG;1
miR-204-5p/miR-20b-5p;KICH;1
miR-204-5p/miR-3200-3p;KICH;1
miR-204-5p/miR-485-5p;TGCT;1
miR-204-5p/miR-497-5p;TGCT;1
miR-204-5p/miR-501-3p;KICH;1
miR-204-5p/miR-653-5p;TGCT;1
miR-204-5p/miR-942-5p;STAD;1
miR-205-3p/miR-106a-5p;TGCT;1
miR-205-3p/miR-130b-3p;BLCA;1
miR-205-3p/miR-642a-5p;CESC;1
miR-205-3p/miR-651-5p;TGCT;1
miR-205-5p/let-7e-5p;TGCT;1
miR-205-5p/miR-103a-2-5p;BLCA;1
miR-205-5p/miR-122-5p;TGCT;1
miR-205-5p/miR-1305;TGCT;1
miR-205-5p/miR-193b-3p;PAAD;1
miR-205-5p/miR-30c-1-3p;KIRP;1
miR-205-5p/miR-335-5p;TGCT;1
miR-20a-3p/miR-138-5p;BLCA;1
miR-20a-3p/miR-17-5p;SARC;1
miR-20a-3p/miR-193b-3p;SARC;1
miR-20a-3p/miR-196a-5p;HNSC;1
miR-20a-3p/miR-20a-5p;SARC;1
miR-20a-3p/miR-210-3p;SARC;1
miR-20a-3p/miR-335-3p;ESCA;1
miR-20a-3p/miR-362-3p;SARC;1
miR-20a-3p/miR-410-3p;LIHC;1
miR-20a-3p/miR-421;BLCA;1
miR-20a-3p/miR-501-3p;SARC;1
miR-20a-3p/miR-744-5p;SARC;1
miR-20a-3p/miR-940;STAD;1
miR-20a-5p/let-7c-5p;SARC;1
miR-20a-5p/miR-106a-5p;LIHC;1
miR-20a-5p/miR-130b-3p;UCS;1
miR-20a-5p/miR-132-5p;BLCA;1
miR-20a-5p/miR-18a-3p;THYM;1
miR-20a-5p/miR-199a-3p;UCS;1
miR-20a-5p/miR-19b-3p;SARC;1
miR-20a-5p/miR-21-3p;BLCA;1
miR-20a-5p/miR-301b-3p;UCS;1
miR-20a-5p/miR-339-5p;STAD;1
miR-20a-5p/miR-33a-5p;BLCA;1
miR-20a-5p/miR-340-5p;SARC;1
miR-20a-5p/miR-345-5p;LUAD;1
miR-20a-5p/miR-34a-3p;UCEC;1
miR-20a-5p/miR-381-3p;HNSC;1
miR-20a-5p/miR-499a-5p;THYM;1
miR-20a-5p/miR-500a-3p;STAD;1
miR-20a-5p/miR-505-5p;STAD;1
miR-20a-5p/miR-616-5p;THYM;1
miR-20a-5p/miR-92b-3p;THYM;1
miR-20b-3p/miR-181a-2-3p;THYM;1
miR-20b-3p/miR-25-5p;THYM;1
miR-20b-5p/let-7c-5p;COAD;1
miR-20b-5p/miR-10a-5p;BLCA;1
miR-20b-5p/miR-18a-3p;THYM;1
miR-20b-5p/miR-196b-5p;THYM;1
miR-20b-5p/miR-211-5p;TGCT;1
miR-20b-5p/miR-301b-3p;TGCT;1
miR-20b-5p/miR-345-5p;COAD;1
miR-20b-5p/miR-372-3p;TGCT;1
miR-20b-5p/miR-431-5p;THYM;1
miR-20b-5p/miR-483-5p;SARC;1
miR-20b-5p/miR-493-3p;THYM;1
miR-20b-5p/miR-520c-3p;TGCT;1
miR-20b-5p/miR-520d-3p;TGCT;1
miR-20b-5p/miR-708-5p;STAD;1
