Two_Var_XZ,Two_Var_YZ,Lancaster_XY_Z,mrna,mirna1,mirna2,BH_rejected,BH_pvalues_adjusted
0.066,0.014,0.0005,79642,hsa-mir-181d-5p,hsa-mir-106a-5p,True,0.035354166666666666
0.799,0.715,0.004,286128,hsa-mir-21-3p,hsa-mir-335-5p,False,0.12121428571428572
0.058,0.0185,0.0,5324,hsa-mir-204-5p,hsa-mir-20b-5p,True,0.0
0.0465,0.02,0.0,5324,hsa-mir-204-5p,hsa-mir-106a-5p,True,0.0
0.318,0.3065,0.0035,26137,hsa-mir-204-5p,hsa-mir-34a-5p,False,0.11533009708737865
0.3695,0.301,0.0005,26137,hsa-mir-335-5p,hsa-mir-34a-5p,True,0.035354166666666666
0.2185,0.215,0.0035,5727,hsa-mir-34a-5p,hsa-mir-369-3p,False,0.11533009708737865
0.109,0.3815,0.004,390927,hsa-mir-21-3p,hsa-mir-676-5p,False,0.12121428571428572
0.044,0.2995,0.0095,7259,hsa-mir-142-3p,hsa-mir-212-3p,False,0.17051196172248806
0.0535,0.163,0.0075,7259,hsa-mir-142-3p,hsa-mir-940,False,0.15242514970059878
0.013,0.1375,0.0015,36,hsa-mir-15b-3p,hsa-mir-215-5p,False,0.07170422535211268
0.014,0.033,0.0045,36,hsa-mir-15b-3p,hsa-mir-9-5p,False,0.12316935483870967
0.042,0.0105,0.0,163227,hsa-mir-18a-5p,hsa-mir-455-5p,True,0.0
0.1905,0.22,0.002,258010,hsa-mir-369-3p,hsa-mir-214-5p,False,0.08380246913580247
0.021,0.4695,0.0045,100113407,hsa-mir-651-5p,hsa-mir-18a-5p,False,0.12316935483870967
0.0535,0.035,0.001,1454,hsa-mir-3065-3p,hsa-mir-34a-5p,False,0.05563934426229508
0.036,0.4575,0.0015,552889,hsa-mir-421,hsa-mir-204-5p,False,0.07170422535211268
