Two_Var_XZ,Two_Var_YZ,Lancaster_XY_Z,mrna,mirna1,mirna2,BH_rejected,BH_pvalues_adjusted
0.8265,0.065,0.0035,10019,hsa-mir-215-5p,hsa-mir-211-5p,False,0.31973019801980196
0.0445,0.5775,0.0035,23329,hsa-mir-93-5p,hsa-mir-873-5p,False,0.31973019801980196
0.24,0.187,0.003,55832,hsa-mir-335-5p,hsa-mir-29a-3p,False,0.31973019801980196
0.1925,0.771,0.0035,1303,hsa-mir-877-5p,hsa-mir-139-5p,False,0.31973019801980196
0.584,0.21,0.002,6648,hsa-mir-409-5p,hsa-mir-509-5p,False,0.2940717131474104
0.157,0.291,0.009,60468,hsa-mir-15b-3p,hsa-mir-369-3p,False,0.39922355769230766
0.1355,0.814,0.0095,57472,hsa-mir-330-5p,hsa-mir-501-3p,False,0.4011521739130435
0.3575,0.079,0.001,2908,hsa-mir-365a-3p,hsa-mir-3150b-3p,False,0.2350700636942675
0.246,0.043,0.0055,3977,hsa-mir-1-3p,hsa-mir-335-5p,False,0.35673637961335675
0.0415,0.0255,0.0075,5159,hsa-mir-27a-3p,hsa-mir-30c-5p,False,0.3860460251046025
0.0745,0.183,0.0035,51421,hsa-mir-193b-3p,hsa-mir-132-5p,False,0.31973019801980196
0.065,0.0795,0.0055,51421,hsa-mir-193b-3p,hsa-let-7a-3p,False,0.35673637961335675
0.0655,0.0385,0.001,5947,hsa-mir-93-5p,hsa-mir-17-5p,False,0.2350700636942675
0.471,0.3075,0.0045,56987,hsa-mir-29a-3p,hsa-mir-335-5p,False,0.3403217213114754
0.0175,0.1485,0.0075,93,hsa-mir-200b-3p,hsa-mir-335-5p,False,0.3860460251046025
0.2575,0.042,0.0055,93,hsa-mir-181d-5p,hsa-let-7a-3p,False,0.35673637961335675
0.053,0.06,0.0055,93,hsa-mir-582-5p,hsa-let-7c-5p,False,0.35673637961335675
0.014,0.1005,0.0,51122,hsa-mir-1-3p,hsa-mir-143-3p,True,0.0
0.0515,0.04,0.0025,51555,hsa-mir-642a-5p,hsa-mir-330-5p,False,0.31973019801980196
0.1665,0.484,0.006,2335,hsa-mir-224-5p,hsa-mir-7-5p,False,0.3654059405940594
0.466,0.114,0.0005,66008,hsa-mir-29c-3p,hsa-mir-182-5p,False,0.19023711340206184
0.8225,0.011,0.001,2034,hsa-mir-7-5p,hsa-mir-30b-3p,False,0.2350700636942675
0.5415,0.0345,0.008,5768,hsa-mir-199a-5p,hsa-mir-130a-3p,False,0.3931398135818908
0.0405,0.379,0.007,3749,hsa-mir-21-3p,hsa-mir-34a-5p,False,0.3815982274741506
0.1825,0.1875,0.0055,55870,hsa-mir-7-5p,hsa-mir-181c-5p,False,0.35673637961335675
0.9435,0.1915,0.0005,55870,hsa-mir-154-5p,hsa-mir-181c-5p,False,0.19023711340206184
0.099,0.1235,0.0095,23169,hsa-mir-130a-3p,hsa-mir-182-5p,False,0.4011521739130435
0.101,0.5795,0.0045,10560,hsa-mir-149-5p,hsa-mir-181c-5p,False,0.3403217213114754
0.177,0.3835,0.0065,23215,hsa-mir-592,hsa-mir-22-5p,False,0.3754131455399061
0.1585,0.424,0.0035,2152,hsa-mir-17-5p,hsa-mir-18a-5p,False,0.31973019801980196
0.542,0.427,0.0085,2152,hsa-mir-20a-5p,hsa-mir-18a-5p,False,0.3945924528301887
0.745,0.197,0.0085,58155,hsa-mir-377-5p,hsa-mir-1-3p,False,0.3945924528301887
0.1385,0.5205,0.0,4297,hsa-mir-136-5p,hsa-mir-27b-5p,True,0.0
0.287,0.044,0.005,7128,hsa-mir-339-5p,hsa-mir-940,False,0.3535057471264368
0.522,0.315,0.0,9194,hsa-mir-454-3p,hsa-mir-9-3p,True,0.0
0.1115,0.329,0.0095,2309,hsa-mir-155-5p,hsa-mir-223-3p,False,0.4011521739130435
0.188,0.0225,0.0045,894,hsa-mir-873-5p,hsa-mir-19b-1-5p,False,0.3403217213114754
0.2065,0.086,0.004,894,hsa-mir-873-5p,hsa-mir-627-5p,False,0.33099551569506724
0.8,0.2325,0.0085,894,hsa-mir-106a-5p,hsa-mir-19a-3p,False,0.3945924528301887
0.149,0.379,0.0045,10783,hsa-mir-758-3p,hsa-mir-27a-3p,False,0.3403217213114754
0.1775,0.3675,0.001,9480,hsa-mir-940,hsa-mir-27b-3p,False,0.2350700636942675
0.775,0.3655,0.0085,10672,hsa-mir-181a-2-3p,hsa-mir-183-5p,False,0.3945924528301887
0.7625,0.9455,0.0025,10672,hsa-mir-181a-2-3p,hsa-mir-141-3p,False,0.31973019801980196
0.0745,0.3085,0.0015,84955,hsa-mir-195-5p,hsa-mir-143-3p,False,0.2727044334975369
0.3925,0.301,0.0085,84955,hsa-mir-200c-3p,hsa-mir-181a-2-3p,False,0.3945924528301887
