Two_Var_XZ,Two_Var_YZ,Lancaster_XY_Z,mrna,mirna1,mirna2,BH_rejected,BH_pvalues_adjusted
0.2625,0.9645,0.002,26224,hsa-mir-1179,hsa-mir-493-5p,False,0.05067289719626168
0.6065,0.044,0.0095,1870,hsa-mir-224-5p,hsa-mir-196a-5p,False,0.12666147540983608
0.027,0.7735,0.0085,4784,hsa-mir-323a-5p,hsa-mir-483-5p,False,0.12022695652173913
0.611,0.425,0.009,54443,hsa-mir-204-5p,hsa-mir-195-5p,False,0.12364358108108106
0.157,0.383,0.004,11215,hsa-mir-148a-5p,hsa-mir-182-5p,False,0.07690780141843971
0.2265,0.365,0.008,11215,hsa-mir-148a-3p,hsa-mir-182-5p,False,0.11639355992844366
0.1305,0.0515,0.003,4756,hsa-mir-542-3p,hsa-mir-181c-5p,False,0.06594324324324324
0.032,0.577,0.0005,5217,hsa-mir-1-3p,hsa-mir-138-5p,True,0.019364285714285716
0.682,0.715,0.0005,55824,hsa-mir-183-5p,hsa-mir-548b-3p,True,0.019364285714285716
0.015,0.028,0.0005,2932,hsa-mir-199a-5p,hsa-mir-411-3p,True,0.019364285714285716
0.014,0.219,0.001,2932,hsa-mir-199a-5p,hsa-mir-410-3p,True,0.03152325581395349
0.1895,0.029,0.001,2932,hsa-mir-99a-3p,hsa-mir-411-3p,True,0.03152325581395349
0.024,0.072,0.002,2932,hsa-mir-411-3p,hsa-mir-424-5p,False,0.05067289719626168
0.032,0.031,0.004,2932,hsa-mir-411-3p,hsa-mir-195-5p,False,0.07690780141843971
0.0635,0.206,0.0025,2932,hsa-mir-424-5p,hsa-mir-410-3p,False,0.059451754385964915
0.781,0.233,0.0,6319,hsa-mir-204-5p,hsa-mir-199a-3p,True,0.0
0.203,0.0825,0.004,6319,hsa-mir-199a-3p,hsa-mir-493-5p,False,0.07690780141843971
0.073,0.693,0.003,23094,hsa-mir-149-5p,hsa-mir-143-3p,False,0.06594324324324324
0.0125,0.377,0.0055,3696,hsa-mir-182-5p,hsa-mir-148a-3p,False,0.09338517745302714
0.4585,0.417,0.008,22943,hsa-mir-335-5p,hsa-mir-493-3p,False,0.11639355992844366
0.355,0.02,0.0085,3312,hsa-mir-301b-3p,hsa-mir-32-3p,False,0.12022695652173913
0.1465,0.076,0.0,2651,hsa-mir-32-3p,hsa-mir-181d-5p,True,0.0
