Two_Var_XZ,Two_Var_YZ,Lancaster_XY_Z,mrna,mirna1,mirna2,BH_rejected,BH_pvalues_adjusted
0.5095,0.2665,0.004,330,hsa-mir-196b-5p,hsa-mir-589-3p,False,0.07751219512195122
0.2005,0.415,0.0,7077,hsa-mir-205-5p,hsa-mir-30c-1-3p,True,0.0
0.3755,0.555,0.006,7077,hsa-mir-30c-1-3p,hsa-mir-106a-5p,False,0.09630303030303031
0.4695,0.0185,0.009,7077,hsa-mir-30c-1-3p,hsa-mir-421,False,0.11749647887323944
0.888,0.013,0.0085,1829,hsa-mir-92a-1-5p,hsa-mir-141-3p,False,0.11377316486161253
0.3425,0.03,0.0065,6095,hsa-mir-148a-5p,hsa-mir-9-5p,False,0.09972344827586208
0.059,0.0275,0.008,131544,hsa-let-7c-5p,hsa-mir-192-5p,False,0.11123
0.565,0.0335,0.0,3589,hsa-mir-497-5p,hsa-mir-424-5p,True,0.0
0.887,0.015,0.008,1021,hsa-mir-570-3p,hsa-mir-205-5p,False,0.11123
0.0185,0.524,0.002,158471,hsa-mir-141-5p,hsa-mir-96-5p,False,0.05360481927710843
0.7755,0.062,0.0005,9120,hsa-mir-378a-5p,hsa-mir-145-5p,True,0.020077617328519856
0.04,0.0355,0.009,1303,hsa-mir-194-5p,hsa-mir-138-5p,False,0.11749647887323944
0.0485,0.0145,0.003,7474,hsa-mir-141-5p,hsa-mir-129-5p,False,0.06700602409638554
0.836,0.011,0.007,51555,hsa-mir-642a-5p,hsa-mir-326,False,0.10409224598930482
0.0185,0.214,0.0025,3749,hsa-let-7c-5p,hsa-mir-296-5p,False,0.061657427937915746
0.0125,0.459,0.002,894,hsa-mir-450b-5p,hsa-mir-195-5p,False,0.05360481927710843
0.015,0.0435,0.002,894,hsa-mir-450b-5p,hsa-mir-497-5p,False,0.05360481927710843
0.2175,0.0255,0.004,894,hsa-mir-3065-5p,hsa-mir-382-5p,False,0.07751219512195122
0.053,0.032,0.0025,894,hsa-mir-382-5p,hsa-mir-937-3p,False,0.061657427937915746
0.4965,0.0365,0.006,3976,hsa-mir-939-5p,hsa-mir-221-5p,False,0.09630303030303031
