"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna2_tf","mirna1mirna2_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-124-3p","hsa-mir-9-5p",4790,"NFKB1",2,"A2M",1,0,0,0.0095,0.024,0.0105,5e-04,0.00245260878125615
"hsa-mir-124-3p","hsa-mir-9-3p",4790,"NFKB1",2,"A2M",1,0,0,0.0675,0.032,0.0205,0.0045,0.0156829589010436
"hsa-mir-29a-3p","hsa-mir-497-5p",6667,"SP1",102,"ADAM10",1,0.001,0.006,0.0015,0.0555,0.5185,0.0055,0.018412857104464
"hsa-mir-373-3p","hsa-mir-629-3p",5970,"RELA",177,"AGER",1,0,0,0,0.3575,0.017,0.0095,0.0285176277803215
"hsa-mir-182-5p","hsa-mir-9-5p",4790,"NFKB1",241,"ALOX5AP",1,0,0,0,0.0295,0.863,0.0025,0.00969853628153223
"hsa-mir-182-5p","hsa-mir-9-3p",4790,"NFKB1",241,"ALOX5AP",1,0,0,0.0015,0.0405,0.578,0.0045,0.0156829589010436
"hsa-mir-9-5p","hsa-mir-96-5p",4790,"NFKB1",241,"ALOX5AP",1,0,0,0.0015,0.8525,0.0115,0.0045,0.0156829589010436
"hsa-mir-155-5p","hsa-mir-515-5p",6662,"SOX9",268,"AMH",1,0,0,5e-04,0.0165,0.0205,0,0
"hsa-mir-515-5p","hsa-mir-524-5p",6662,"SOX9",268,"AMH",1,0,0,0,0.0195,0.0395,5e-04,0.00245260878125615
"hsa-mir-9-3p","hsa-mir-9-5p",4790,"NFKB1",268,"AMH",1,0,0,0.0645,0.1055,0.021,0.0025,0.00969853628153223
"hsa-mir-1323","hsa-mir-515-5p",6662,"SOX9",268,"AMH",1,0,0,0,0.026,0.0165,0.002,0.00805743855109961
"hsa-mir-1323","hsa-mir-524-5p",6662,"SOX9",268,"AMH",1,0,0,0,0.035,0.029,0.001,0.00449882624869081
"hsa-mir-616-5p","hsa-mir-642a-5p",7490,"WT1",268,"AMH",1,5e-04,0,0.0355,0.123,0.039,0.0045,0.0156829589010436
"hsa-mir-192-5p","hsa-mir-302a-5p",4609,"MYC",271,"AMPD2",1,0,0,0.007,0.3745,0.048,0.005,0.017066915109333
"hsa-mir-424-5p","hsa-mir-520d-5p",5966,"REL",330,"BIRC3",1,0,0,0.1195,0.393,0.013,0,0
"hsa-mir-29c-3p","hsa-mir-497-5p",6667,"SP1",331,"XIAP",1,0,0.0075,0.003,0.5315,0.016,0.002,0.00805743855109961
"hsa-mir-302a-3p","hsa-mir-512-3p",1385,"CREB1",359,"AQP2",1,0,0,0.002,0.011,0.0265,0.001,0.00449882624869081
"hsa-mir-519c-3p","hsa-mir-520c-3p",2099,"ESR1",367,"AR",1,0,0,0,0.0165,0.0145,5e-04,0.00245260878125615
"hsa-mir-519c-3p","hsa-mir-520a-3p",2099,"ESR1",367,"AR",1,0,0,0,0.0455,0.048,0.001,0.00449882624869081
"hsa-mir-520c-3p","hsa-mir-520d-3p",2099,"ESR1",367,"AR",1,0,0,0,0.032,0.077,0.002,0.00805743855109961
"hsa-mir-520a-3p","hsa-mir-520d-3p",2099,"ESR1",367,"AR",1,0,0,0,0.0995,0.1185,0.008,0.0248787697223887
"hsa-mir-519a-3p","hsa-mir-519b-3p",2099,"ESR1",367,"AR",1,0,0,0,0.1315,0.0145,5e-04,0.00245260878125615
"hsa-mir-519a-3p","hsa-mir-519c-3p",2099,"ESR1",367,"AR",1,0,0,0,0.0775,0.0205,0.001,0.00449882624869081
"hsa-mir-520a-3p","hsa-mir-520c-3p",2099,"ESR1",367,"AR",1,0,0,0,0.0785,0.026,0.003,0.0112710821570756
"hsa-mir-519b-3p","hsa-mir-520d-3p",2099,"ESR1",367,"AR",1,0,0,0,0.012,0.0825,0.002,0.00805743855109961
"hsa-mir-373-3p","hsa-mir-520d-3p",2099,"ESR1",367,"AR",1,0,0,0,0.0165,0.0775,0.001,0.00449882624869081
"hsa-mir-519a-3p","hsa-mir-520c-3p",2099,"ESR1",367,"AR",1,5e-04,0,0,0.1005,0.03,0.0065,0.0210862782884971
"hsa-mir-373-3p","hsa-mir-520c-3p",2099,"ESR1",367,"AR",1,0,0,0.0045,0.012,0.015,0,0
"hsa-mir-519c-3p","hsa-mir-520d-3p",2099,"ESR1",367,"AR",1,0,0,0,0.0425,0.094,0.002,0.00805743855109961
"hsa-mir-130b-3p","hsa-mir-135b-5p",4609,"MYC",445,"ASS1",1,0.001,0,5e-04,0.0795,0.0515,0.001,0.00449882624869081
"hsa-mir-3199","hsa-mir-873-5p",6774,"STAT3",596,"BCL2",1,0,0,0.2715,0.0145,0.461,0.0085,0.0261251943053122
"hsa-mir-106a-5p","hsa-mir-519a-3p",6774,"STAT3",629,"CFB",1,0,0,0.0015,0.8555,0.036,0,0
"hsa-mir-18b-5p","hsa-mir-519a-3p",6774,"STAT3",629,"CFB",1,0,0,0.0045,0.9255,0.0385,0,0
"hsa-mir-302c-3p","hsa-mir-519a-3p",7026,"NR2F2",632,"BGLAP",1,0,0,0,0.113,0.016,5e-04,0.00245260878125615
"hsa-mir-302b-3p","hsa-mir-302d-3p",7026,"NR2F2",632,"BGLAP",1,0,0.001,0,0.011,0.058,5e-04,0.00245260878125615
"hsa-mir-302c-3p","hsa-mir-302d-3p",7026,"NR2F2",632,"BGLAP",1,0,5e-04,0,0.1175,0.0715,5e-04,0.00245260878125615
"hsa-mir-302a-3p","hsa-mir-302b-3p",7026,"NR2F2",632,"BGLAP",1,5e-04,0,0,0.1,0.013,0.005,0.017066915109333
"hsa-mir-302a-3p","hsa-mir-302d-3p",7026,"NR2F2",632,"BGLAP",1,0,0.001,0,0.105,0.067,0.0045,0.0156829589010436
"hsa-mir-302d-3p","hsa-mir-519a-3p",7026,"NR2F2",632,"BGLAP",1,0,5e-04,0,0.058,0.014,0,0
"hsa-mir-193b-5p","hsa-mir-302a-3p",7026,"NR2F2",632,"BGLAP",1,0,0.0015,0,0.142,0.106,0.002,0.00805743855109961
