"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna2_tf","mirna1mirna2_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-302a-3p","hsa-mir-302c-3p",7026,"NR2F2",632,"BGLAP",1,0,5e-04,0,0.096,0.1105,0.0025,0.00969853628153223
"hsa-mir-33b-3p","hsa-mir-424-5p",11016,"ATF7",667,"DST",1,0,0.009,0.025,0.495,0.0285,5e-04,0.00245260878125615
"hsa-mir-519a-3p","hsa-mir-520d-3p",2099,"ESR1",718,"C3",1,0,0,0,0.4105,0.113,0.008,0.0248787697223887
"hsa-mir-519a-3p","hsa-mir-519b-3p",2099,"ESR1",718,"C3",1,0,0,0,0.3495,0.0715,0.0085,0.0261251943053122
"hsa-mir-519a-3p","hsa-mir-519c-3p",2099,"ESR1",718,"C3",1,0,0,0,0.345,0.08,0.0055,0.018412857104464
"hsa-mir-367-3p","hsa-mir-548j-5p",1958,"EGR1",847,"CAT",1,0.003,0,0.0125,0.0495,0.087,0.0015,0.00634450443108892
"hsa-mir-377-5p","hsa-mir-485-5p",196,"AHR",861,"RUNX1",1,0.0055,5e-04,0.0015,0.0575,0.1015,0.008,0.0248787697223887
"hsa-mir-135b-5p","hsa-mir-192-5p",4609,"MYC",967,"CD63",1,0,0,0.082,0.0725,0.0975,0.003,0.0112710821570756
"hsa-mir-125b-5p","hsa-mir-424-5p",1871,"E2F3",990,"CDC6",1,0,0,0.001,0.0105,0.069,0,0
"hsa-mir-378a-5p","hsa-mir-7-5p",5465,"PPARA",1374,"CPT1A",-1,0,0,0,0.022,0.03,0.0015,0.00634450443108892
"hsa-mir-200c-3p","hsa-mir-518c-5p",2113,"ETS1",1441,"CSF3R",1,0.007,0.0045,0.529,0.0105,0.306,0.007,0.022389359626149
"hsa-mir-192-3p","hsa-mir-192-5p",10127,"ZNF263",1523,"CUX1",-1,0.003,0.0025,0.0015,0.0235,0.0165,0.0075,0.0236347997672595
"hsa-mir-92b-5p","hsa-mir-96-5p",4782,"NFIC",1543,"CYP1A1",-1,0.0025,0,0.0115,0.5185,0.0495,0.001,0.00449882624869081
"hsa-mir-18a-3p","hsa-mir-629-3p",4782,"NFIC",1543,"CYP1A1",-1,0,0,0,0.0555,0.012,0.005,0.017066915109333
"hsa-mir-182-5p","hsa-mir-18a-3p",4782,"NFIC",1543,"CYP1A1",-1,0,0,0,0.1115,0.029,0.0085,0.0261251943053122
"hsa-mir-184","hsa-mir-96-5p",4782,"NFIC",1543,"CYP1A1",-1,0,0,0,0.069,0.1585,0.0085,0.0261251943053122
"hsa-mir-184","hsa-mir-92b-3p",4782,"NFIC",1543,"CYP1A1",-1,0,0,0.0235,0.0735,0.048,0,0
"hsa-mir-18a-3p","hsa-mir-96-5p",4782,"NFIC",1543,"CYP1A1",-1,0,0,0,0.0495,0.0305,0.0045,0.0156829589010436
"hsa-mir-184","hsa-mir-25-5p",4782,"NFIC",1543,"CYP1A1",-1,0,0,5e-04,0.075,0.011,0,0
"hsa-mir-20b-5p","hsa-mir-96-5p",4782,"NFIC",1543,"CYP1A1",-1,0.0025,0,0.006,0.0235,0.034,0.0065,0.0210862782884971
"hsa-mir-92b-3p","hsa-mir-96-5p",4782,"NFIC",1543,"CYP1A1",-1,0,0,0.001,0.0955,0.083,0,0
"hsa-mir-124-3p","hsa-mir-432-5p",4782,"NFIC",1543,"CYP1A1",-1,5e-04,0,0.124,0.0125,0.314,0.0025,0.00969853628153223
"hsa-mir-629-5p","hsa-mir-96-5p",4782,"NFIC",1543,"CYP1A1",-1,0,0,0,0.018,0.053,0.001,0.00449882624869081
"hsa-mir-182-5p","hsa-mir-629-5p",4782,"NFIC",1543,"CYP1A1",-1,0,0,0,0.048,0.0115,0.0075,0.0236347997672595
"hsa-mir-106a-5p","hsa-mir-629-5p",4782,"NFIC",1543,"CYP1A1",-1,0.007,0,0,0.083,0.015,0.0035,0.0127893223819302
"hsa-mir-20b-5p","hsa-mir-629-3p",4782,"NFIC",1543,"CYP1A1",-1,0.006,0,0,0.04,0.012,0,0
"hsa-mir-629-3p","hsa-mir-92b-3p",4782,"NFIC",1543,"CYP1A1",-1,0,5e-04,0,0.016,0.093,0,0
"hsa-mir-20b-5p","hsa-mir-25-5p",4782,"NFIC",1543,"CYP1A1",-1,0.0065,0,0,0.028,0.0135,0.0035,0.0127893223819302
"hsa-mir-432-5p","hsa-mir-629-5p",4782,"NFIC",1543,"CYP1A1",-1,0,0,0.002,0.171,0.012,0.003,0.0112710821570756
"hsa-mir-302a-3p","hsa-mir-302c-3p",196,"AHR",1545,"CYP1B1",1,0,0.001,0,0.067,0.082,0.002,0.00805743855109961
"hsa-mir-302a-3p","hsa-mir-302d-3p",196,"AHR",1545,"CYP1B1",1,0,0,0,0.0655,0.073,0.002,0.00805743855109961
"hsa-mir-302c-3p","hsa-mir-302d-3p",196,"AHR",1545,"CYP1B1",1,0.001,0,0,0.0635,0.071,0.001,0.00449882624869081
"hsa-mir-302c-3p","hsa-mir-520c-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.0665,0.0175,0.003,0.0112710821570756
"hsa-mir-302c-3p","hsa-mir-520d-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.062,0.015,0.0015,0.00634450443108892
"hsa-mir-302d-3p","hsa-mir-519a-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.071,0.022,0.005,0.017066915109333
"hsa-mir-302d-3p","hsa-mir-519b-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.066,0.0505,0.004,0.0142514086319824
"hsa-mir-378a-3p","hsa-mir-519b-3p",2099,"ESR1",1545,"CYP1B1",1,0.003,0,0.0465,0.026,0.02,5e-04,0.00245260878125615
"hsa-mir-519a-3p","hsa-mir-519b-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.0265,0.069,0.0055,0.018412857104464
"hsa-mir-519a-3p","hsa-mir-520c-3p",2099,"ESR1",1545,"CYP1B1",1,5e-04,0,0,0.0165,0.011,5e-04,0.00245260878125615
"hsa-mir-519a-3p","hsa-mir-520d-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.022,0.0245,0,0
"hsa-mir-519b-3p","hsa-mir-520c-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.047,0.017,5e-04,0.00245260878125615
"hsa-mir-302a-3p","hsa-mir-520c-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.073,0.011,0.003,0.0112710821570756
"hsa-mir-302a-3p","hsa-mir-520d-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.0655,0.0395,0.002,0.00805743855109961
"hsa-mir-302c-3p","hsa-mir-302d-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.0635,0.071,0.001,0.00449882624869081
"hsa-mir-18b-5p","hsa-mir-302a-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.1145,0.054,0.003,0.0112710821570756
"hsa-mir-18b-5p","hsa-mir-519a-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0.0315,0.1195,0.0185,0.0015,0.00634450443108892
"hsa-mir-18b-5p","hsa-mir-519b-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0.0375,0.1215,0.04,5e-04,0.00245260878125615
"hsa-mir-18b-5p","hsa-mir-520d-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0.0275,0.0855,0.0155,0,0
"hsa-mir-20b-5p","hsa-mir-335-3p",2099,"ESR1",1545,"CYP1B1",1,0,5e-04,0.0225,0.012,0.1085,0.0025,0.00969853628153223
"hsa-mir-302a-3p","hsa-mir-302c-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.067,0.082,0.002,0.00805743855109961
"hsa-mir-302a-3p","hsa-mir-302d-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.0655,0.073,0.002,0.00805743855109961
"hsa-mir-302a-3p","hsa-mir-335-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,5e-04,0.068,0.1225,0.004,0.0142514086319824
"hsa-mir-302a-3p","hsa-mir-519a-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.0445,0.0175,0.0015,0.00634450443108892
"hsa-mir-302a-3p","hsa-mir-519b-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.058,0.0325,0.001,0.00449882624869081
"hsa-mir-302c-3p","hsa-mir-519a-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.068,0.027,0,0
"hsa-mir-302c-3p","hsa-mir-519b-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0,0.068,0.077,0.001,0.00449882624869081
"hsa-mir-302c-3p","hsa-mir-335-3p",2099,"ESR1",1545,"CYP1B1",1,0,0,0.002,0.081,0.1055,0.006,0.0197403201098727
"hsa-mir-135b-5p","hsa-mir-301a-3p",4609,"MYC",1676,"DFFA",1,0,0.001,0.055,0.086,0.044,0.0015,0.00634450443108892
"hsa-mir-192-3p","hsa-mir-192-5p",10127,"ZNF263",1953,"MEGF6",-1,0.003,0.0025,0.0015,0.013,0.0355,0.0075,0.0236347997672595
"hsa-mir-106a-5p","hsa-mir-200c-3p",2005,"ELK4",1958,"EGR1",1,0,0,0.043,0.687,0.6285,0.0025,0.00969853628153223
"hsa-mir-200c-3p","hsa-mir-526b-3p",2005,"ELK4",1958,"EGR1",1,0,0,0.122,0.543,0.0445,0,0
"hsa-mir-516b-5p","hsa-mir-520d-3p",2005,"ELK4",1958,"EGR1",1,0,5e-04,0,0.0635,0.0355,0.0095,0.0285176277803215
"hsa-mir-518a-5p","hsa-mir-520d-3p",2005,"ELK4",1958,"EGR1",1,5e-04,0,0,0.0415,0.0525,0.001,0.00449882624869081
"hsa-mir-200b-3p","hsa-mir-526b-3p",2005,"ELK4",1958,"EGR1",1,0.0035,5e-04,0.1495,0.023,0.0425,0,0
"hsa-mir-518a-5p","hsa-mir-526b-3p",2005,"ELK4",1958,"EGR1",1,5e-04,5e-04,5e-04,0.0465,0.046,0.0015,0.00634450443108892
"hsa-mir-200b-3p","hsa-mir-516b-5p",2005,"ELK4",1958,"EGR1",1,0.0045,0,0.043,0.0275,0.075,0,0
"hsa-mir-520d-3p","hsa-mir-520h",2005,"ELK4",1958,"EGR1",1,5e-04,0.002,0,0.0365,0.011,5e-04,0.00245260878125615
"hsa-mir-516b-5p","hsa-mir-526b-3p",2005,"ELK4",1958,"EGR1",1,0,0,0,0.0805,0.0465,0.0075,0.0236347997672595
"hsa-mir-516b-5p","hsa-mir-520h",2005,"ELK4",1958,"EGR1",1,0,5e-04,5e-04,0.0775,0.0105,0.0015,0.00634450443108892
"hsa-mir-520d-3p","hsa-mir-526b-3p",2005,"ELK4",1958,"EGR1",1,5e-04,5e-04,0,0.06,0.0385,0.0025,0.00969853628153223
"hsa-mir-520h","hsa-mir-526b-3p",2005,"ELK4",1958,"EGR1",1,0.001,0,0,0.0105,0.048,5e-04,0.00245260878125615
"hsa-mir-195-5p","hsa-mir-3691-5p",4609,"MYC",2052,"EPHX1",1,0,0,0.041,0.045,0.0905,0.0025,0.00969853628153223
"hsa-mir-3691-5p","hsa-mir-497-5p",4609,"MYC",2052,"EPHX1",1,0,0.003,0.1225,0.063,0.0135,0,0
"hsa-mir-195-3p","hsa-mir-3691-5p",4609,"MYC",2052,"EPHX1",1,0,5e-04,0.0275,0.0415,0.066,0.006,0.0197403201098727
"hsa-mir-296-3p","hsa-mir-96-5p",2309,"FOXO3",2099,"ESR1",1,5e-04,0,0.0025,0.11,0.1885,0.0065,0.0210862782884971
"hsa-mir-629-3p","hsa-mir-96-5p",2309,"FOXO3",2099,"ESR1",1,0,0,0,0.107,0.183,0.0015,0.00634450443108892
"hsa-mir-18a-3p","hsa-mir-96-5p",2309,"FOXO3",2099,"ESR1",1,0,0,0,0.0135,0.136,0.003,0.0112710821570756
"hsa-mir-18a-3p","hsa-mir-629-3p",2309,"FOXO3",2099,"ESR1",1,0,0,0,0.0175,0.1395,5e-04,0.00245260878125615
"hsa-mir-302c-3p","hsa-mir-302d-3p",860,"RUNX2",2113,"ETS1",1,0.001,0,0,0.0155,0.0235,5e-04,0.00245260878125615
"hsa-mir-373-5p","hsa-mir-642a-5p",7490,"WT1",2113,"ETS1",1,0,0.002,0.0125,0.0165,0.038,5e-04,0.00245260878125615
"hsa-mir-3651","hsa-mir-497-5p",4782,"NFIC",2173,"FABP7",1,0,0,5e-04,0.0515,0.0795,5e-04,0.00245260878125615
"hsa-mir-195-5p","hsa-mir-3651",4782,"NFIC",2173,"FABP7",1,0,0,0,0.0555,0.028,5e-04,0.00245260878125615
"hsa-mir-195-5p","hsa-mir-2113",4782,"NFIC",2173,"FABP7",1,0,0,0.0075,0.0525,0.011,0.004,0.0142514086319824
"hsa-mir-1305","hsa-mir-181a-2-3p",3662,"IRF4",2185,"PTK2B",1,0,0,0.277,0.014,0.0495,0.0075,0.0236347997672595
"hsa-mir-125b-5p","hsa-mir-152-3p",10499,"NCOA2",2186,"BPTF",1,0,0,0.002,0.018,0.1575,0.0085,0.0261251943053122
"hsa-mir-200a-3p","hsa-mir-582-3p",10499,"NCOA2",2186,"BPTF",1,0,0,0.005,0.3135,0.5345,0.004,0.0142514086319824
"hsa-mir-200b-3p","hsa-mir-582-3p",10499,"NCOA2",2186,"BPTF",1,0,0,0.05,0.282,0.5105,0.006,0.0197403201098727
"hsa-mir-302a-3p","hsa-mir-302c-3p",860,"RUNX2",2195,"FAT1",1,0,0.001,0,0.0125,0.015,0,0
"hsa-mir-20b-3p","hsa-mir-519b-3p",864,"RUNX3",2534,"FYN",1,0,5e-04,0.6965,0.0675,0.019,0.008,0.0248787697223887
"hsa-mir-302d-5p","hsa-mir-92b-3p",2627,"GATA6",2590,"GALNT2",1,0,0,0.0125,0.023,0.13,0,0
"hsa-mir-181c-3p","hsa-mir-873-5p",3205,"HOXA9",2690,"GHR",1,0,0.002,0.0055,0.0295,0.283,0,0
"hsa-mir-3662","hsa-mir-616-5p",6664,"SOX11",2891,"GRIA2",1,0.0015,0,0.031,0.04,0.266,0.003,0.0112710821570756
"hsa-mir-3662","hsa-mir-7-5p",6664,"SOX11",2891,"GRIA2",1,0,0,0.04,0.069,0.131,0.0065,0.0210862782884971
"hsa-mir-122-5p","hsa-mir-192-5p",4602,"MYB",2908,"NR3C1",1,0,0,0,0.1635,0.0665,0.0095,0.0285176277803215
"hsa-mir-124-3p","hsa-mir-7-5p",5970,"RELA",2920,"CXCL2",1,0,0,0,0.017,0.0165,0.005,0.017066915109333
"hsa-mir-127-3p","hsa-mir-382-5p",687,"KLF9",2934,"GSN",1,0,5e-04,0.001,0.034,0.375,0.0075,0.0236347997672595
"hsa-mir-141-5p","hsa-mir-20b-5p",3659,"IRF1",3135,"HLA-G",1,0.0085,0,0.7495,0.3805,0.944,0,0
"hsa-mir-3651","hsa-mir-486-3p",4782,"NFIC",3291,"HSD11B2",1,5e-04,0,0,0.06,0.0765,0,0
"hsa-let-7c-5p","hsa-mir-125b-2-3p",7528,"YY1",3297,"HSF1",1,0,0.0065,0.014,0.012,0.04,0.006,0.0197403201098727
"hsa-mir-192-3p","hsa-mir-192-5p",10127,"ZNF263",3340,"NDST1",-1,0.003,0.0025,0.0015,0.0445,0.094,0.003,0.0112710821570756
"hsa-mir-524-5p","hsa-mir-582-5p",5966,"REL",3383,"ICAM1",1,0,0,0.729,0.03,0.014,0.0085,0.0261251943053122
"hsa-mir-141-3p","hsa-mir-527",5966,"REL",3383,"ICAM1",1,0,0,0.1365,0.0105,0.206,0.0035,0.0127893223819302
"hsa-mir-518a-5p","hsa-mir-582-5p",5966,"REL",3383,"ICAM1",1,0,0,0.9425,0.2085,0.037,0.002,0.00805743855109961
"hsa-mir-527","hsa-mir-582-5p",5966,"REL",3383,"ICAM1",1,0,0,0.929,0.227,0.024,0.0025,0.00969853628153223
"hsa-mir-450b-5p","hsa-mir-524-5p",5966,"REL",3383,"ICAM1",1,0,0,0.137,0.465,0.029,0.004,0.0142514086319824
"hsa-mir-450b-5p","hsa-mir-527",5966,"REL",3383,"ICAM1",1,0,0,0.196,0.3935,0.207,0.001,0.00449882624869081
"hsa-mir-450b-5p","hsa-mir-518a-5p",5966,"REL",3383,"ICAM1",1,0,0,0.1755,0.3835,0.217,0.001,0.00449882624869081
"hsa-mir-106a-5p","hsa-mir-20b-3p",3659,"IRF1",3437,"IFIT3",1,0,0,0,0.0755,0.1515,0,0
"hsa-mir-20b-3p","hsa-mir-20b-5p",3659,"IRF1",3437,"IFIT3",1,0,0,0,0.163,0.042,0.0025,0.00969853628153223
"hsa-mir-106a-5p","hsa-mir-20b-5p",3659,"IRF1",3437,"IFIT3",1,0,0,0,0.0735,0.0495,0,0
"hsa-mir-106a-5p","hsa-mir-20b-5p",10379,"IRF9",3437,"IFIT3",1,0,0,0,0.0735,0.0495,0,0
"hsa-mir-182-5p","hsa-mir-486-5p",2308,"FOXO1",3553,"IL1B",1,0,0,0.333,0.1335,0.559,0.007,0.022389359626149
"hsa-mir-183-5p","hsa-mir-486-5p",2308,"FOXO1",3553,"IL1B",1,5e-04,0,0.265,0.14,0.5595,0.0095,0.0285176277803215
"hsa-mir-200c-3p","hsa-mir-518f-5p",2308,"FOXO1",3553,"IL1B",1,0,0,0,0.019,0.0755,0.008,0.0248787697223887
"hsa-mir-200c-3p","hsa-mir-519a-5p",2308,"FOXO1",3553,"IL1B",1,0,0,0,0.0105,0.5965,5e-04,0.00245260878125615
"hsa-mir-486-5p","hsa-mir-96-5p",2308,"FOXO1",3553,"IL1B",1,0.001,0,0.204,0.528,0.049,0.0085,0.0261251943053122
"hsa-mir-139-5p","hsa-mir-96-5p",4790,"NFKB1",3553,"IL1B",1,5e-04,0,0.0235,0.0375,0.0435,0.002,0.00805743855109961
"hsa-mir-200c-3p","hsa-mir-517-5p",2308,"FOXO1",3553,"IL1B",1,0,0,0,0.0155,0.163,5e-04,0.00245260878125615
"hsa-mir-200c-3p","hsa-mir-520h",2308,"FOXO1",3553,"IL1B",1,0,0,0,0.011,0.2355,0.0055,0.018412857104464
"hsa-mir-200c-3p","hsa-mir-520g-3p",2308,"FOXO1",3553,"IL1B",1,0,0,0,0.0125,0.073,0.009,0.0273461960631266
"hsa-mir-424-5p","hsa-mir-520d-5p",5966,"REL",3559,"IL2RA",1,0,0,0.1195,0.0925,0.0145,0.0015,0.00634450443108892
"hsa-mir-301b-3p","hsa-mir-335-5p",3659,"IRF1",3600,"IL15",1,0,0,0.011,0.0635,0.1725,0,0
"hsa-mir-20b-5p","hsa-mir-302c-3p",3659,"IRF1",3600,"IL15",1,0,0,0,0.012,0.3625,0,0
"hsa-mir-106a-5p","hsa-mir-20b-3p",3659,"IRF1",3627,"CXCL10",1,0,0,0,0.0405,0.1675,0.004,0.0142514086319824
"hsa-mir-20b-3p","hsa-mir-20b-5p",3659,"IRF1",3627,"CXCL10",1,0,0,0,0.172,0.0225,0.0025,0.00969853628153223
"hsa-mir-106a-5p","hsa-mir-20b-5p",3659,"IRF1",3627,"CXCL10",1,0,0,0,0.046,0.023,5e-04,0.00245260878125615
"hsa-mir-124-3p","hsa-mir-7-5p",7003,"TEAD1",3672,"ITGA1",1,5e-04,0,0.061,0.102,0.023,0.004,0.0142514086319824
"hsa-mir-18a-3p","hsa-mir-7-1-3p",1316,"KLF6",3688,"ITGB1",1,0,0,0.1455,0.0285,0.018,0.008,0.0248787697223887
"hsa-mir-142-3p","hsa-mir-9-3p",1523,"CUX1",3691,"ITGB4",1,0,0.003,0.052,0.0255,0.1,0.003,0.0112710821570756
"hsa-mir-181a-2-3p","hsa-mir-3065-5p",3662,"IRF4",3695,"ITGB7",1,0,0.001,0,0.0115,0.037,0.002,0.00805743855109961
"hsa-mir-106a-5p","hsa-mir-3065-3p",4205,"MEF2A",3708,"ITPR1",1,5e-04,5e-04,0.1125,0.1135,0.611,0,0
"hsa-mir-302d-3p","hsa-mir-519a-3p",2099,"ESR1",3726,"JUNB",1,0,0,0,0.011,0.085,0.0025,0.00969853628153223
"hsa-mir-302c-3p","hsa-mir-520d-3p",2099,"ESR1",3726,"JUNB",1,0,0,0,0.0165,0.0195,0,0
"hsa-mir-302c-3p","hsa-mir-335-3p",2099,"ESR1",3726,"JUNB",1,0,0,0.002,0.0195,0.1365,0.0075,0.0236347997672595
"hsa-mir-378a-3p","hsa-mir-519b-3p",2099,"ESR1",3726,"JUNB",1,0.003,0,0.0465,0.0285,0.0235,0.0025,0.00969853628153223
"hsa-mir-378a-3p","hsa-mir-520c-3p",2099,"ESR1",3726,"JUNB",1,0.0075,0,0.045,0.0195,0.0225,0.002,0.00805743855109961
"hsa-mir-302c-3p","hsa-mir-519a-3p",2099,"ESR1",3726,"JUNB",1,0,0,0,0.0105,0.0905,0.004,0.0142514086319824
"hsa-mir-302c-3p","hsa-mir-519c-3p",2099,"ESR1",3726,"JUNB",1,0,0,0,0.0165,0.0275,0,0
"hsa-mir-302c-3p","hsa-mir-520c-3p",2099,"ESR1",3726,"JUNB",1,0,0,0,0.025,0.0155,0,0
"hsa-mir-20b-5p","hsa-mir-302c-3p",2099,"ESR1",3726,"JUNB",1,0,0,0,0.0355,0.021,0,0
"hsa-mir-302d-3p","hsa-mir-520d-3p",2099,"ESR1",3726,"JUNB",1,0,0,0,0.0105,0.031,0.001,0.00449882624869081
