"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna2_tf","mirna1mirna2_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-15a-5p","hsa-mir-18a-5p",6774,"STAT3",6347,"CCL2",1,0,0,0,0.0245,0.6395,0.0075,0.0308290222036567
"hsa-mir-17-5p","hsa-mir-19a-3p",3091,"HIF1A",6513,"SLC2A1",1,0,0.001,0.005,0.0215,0.043,0.0045,0.0210332127589609
"hsa-mir-30a-5p","hsa-mir-30c-2-3p",367,"AR",6652,"SORD",1,0.0025,0.001,0.0395,0.074,0.011,0.008,0.0323407913032486
"hsa-let-7b-5p","hsa-mir-195-3p",367,"AR",6659,"SOX4",1,0,0.004,0,0.1155,0.0865,0.004,0.0192613114507265
"hsa-let-7b-5p","hsa-mir-31-5p",367,"AR",6659,"SOX4",1,0,0,0.045,0.122,0.3355,0,0
"hsa-mir-195-3p","hsa-mir-31-5p",367,"AR",6659,"SOX4",1,0.0055,0,0.2235,0.0925,0.2985,0,0
"hsa-mir-203a-3p","hsa-mir-34b-5p",4609,"MYC",6683,"SPAST",1,0.0015,0.003,0.0165,0.3525,0.3685,0.0025,0.0134317513649727
"hsa-mir-195-3p","hsa-mir-31-5p",367,"AR",6813,"STXBP2",1,0.0055,0,0.2235,0.102,0.057,0.001,0.00653841042678252
"hsa-mir-548e-3p","hsa-mir-760",5089,"PBX2",6867,"TACC1",1,0.001,0,0.057,0.0735,0.016,0.006,0.0261531961292081
"hsa-mir-203a-3p","hsa-mir-34b-5p",4609,"MYC",6938,"TCF12",1,0.0015,0.003,0.0165,0.043,0.0255,0.001,0.00653841042678252
"hsa-mir-20b-5p","hsa-mir-497-3p",3091,"HIF1A",7018,"TF",1,0,0.0015,0.613,0.017,0.0595,0.006,0.0261531961292081
"hsa-mir-20a-5p","hsa-mir-299-3p",3091,"HIF1A",7018,"TF",1,0,5e-04,0.0035,0.0305,0.0345,0.004,0.0192613114507265
"hsa-mir-20a-5p","hsa-mir-299-5p",3091,"HIF1A",7018,"TF",1,0,0.0015,0,0.0195,0.011,0,0
"hsa-mir-106a-5p","hsa-mir-20a-5p",3091,"HIF1A",7018,"TF",1,0.0015,0,0.001,0.0125,0.025,0.0055,0.0244639082058414
"hsa-mir-299-3p","hsa-mir-548d-3p",3091,"HIF1A",7018,"TF",1,0.002,0.001,0.0165,0.0345,0.0195,5e-04,0.00368827124899088
"hsa-mir-20b-5p","hsa-mir-299-3p",3091,"HIF1A",7018,"TF",1,0,0.002,0.078,0.0105,0.0215,0.007,0.0293211525867714
"hsa-mir-18b-5p","hsa-mir-93-5p",3091,"HIF1A",7018,"TF",1,5e-04,0,0.86,0.027,0.0115,0.0085,0.0338202233212031
"hsa-mir-20a-5p","hsa-mir-20b-5p",3091,"HIF1A",7018,"TF",1,0,0,0,0.033,0.015,0.003,0.0154572257129048
"hsa-mir-18b-5p","hsa-mir-20a-5p",3091,"HIF1A",7018,"TF",1,5e-04,5e-04,0.0245,0.0245,0.0365,0.008,0.0323407913032486
"hsa-mir-18a-5p","hsa-mir-93-5p",3091,"HIF1A",7018,"TF",1,0.0065,5e-04,0.374,0.0145,0.018,0.0055,0.0244639082058414
"hsa-mir-17-5p","hsa-mir-299-3p",3091,"HIF1A",7018,"TF",1,5e-04,0.002,0.0025,0.016,0.018,0.008,0.0323407913032486
"hsa-mir-130a-3p","hsa-mir-497-3p",3091,"HIF1A",7037,"TFRC",1,0,0.001,0.384,0.062,0.3475,0.0035,0.0174080093312597
"hsa-mir-16-2-3p","hsa-mir-93-5p",3091,"HIF1A",7037,"TFRC",1,0,0,0.2555,0.038,0.108,0,0
"hsa-mir-130a-3p","hsa-mir-518c-5p",3091,"HIF1A",7037,"TFRC",1,0,0,0.245,0.169,0.7025,0.001,0.00653841042678252
"hsa-mir-16-2-3p","hsa-mir-20a-5p",3091,"HIF1A",7037,"TFRC",1,0,5e-04,0.0555,0.082,0.417,0.003,0.0154572257129048
"hsa-mir-16-2-3p","hsa-mir-17-5p",3091,"HIF1A",7037,"TFRC",1,0,0,0.067,0.0695,0.5665,0,0
"hsa-mir-130a-3p","hsa-mir-625-3p",3091,"HIF1A",7037,"TFRC",1,0,0.002,0.0445,0.106,0.0115,0.009,0.0353088600607232
"hsa-mir-130a-3p","hsa-mir-519c-3p",3091,"HIF1A",7037,"TFRC",1,0,0,0.057,0.073,0.7285,0.005,0.022760657604441
"hsa-mir-130a-3p","hsa-mir-497-3p",3091,"HIF1A",7099,"TLR4",1,0,0.001,0.384,0.752,0.1595,0.0025,0.0134317513649727
"hsa-mir-519d-3p","hsa-mir-520a-3p",2100,"ESR2",7114,"TMSB4X",1,0,0,0.0035,0.1895,0.095,5e-04,0.00368827124899088
"hsa-mir-519d-3p","hsa-mir-520c-3p",2100,"ESR2",7114,"TMSB4X",1,0,0,0.25,0.164,0.151,0.004,0.0192613114507265
"hsa-mir-512-3p","hsa-mir-520d-3p",2100,"ESR2",7114,"TMSB4X",1,0,0,0.027,0.185,0.125,0.0085,0.0338202233212031
"hsa-mir-519d-3p","hsa-mir-520h",2100,"ESR2",7114,"TMSB4X",1,5e-04,5e-04,0.025,0.163,0.1095,0,0
"hsa-mir-520a-3p","hsa-mir-520c-3p",2100,"ESR2",7114,"TMSB4X",1,0,5e-04,0.003,0.0835,0.229,5e-04,0.00368827124899088
"hsa-mir-519d-3p","hsa-mir-520d-3p",2100,"ESR2",7114,"TMSB4X",1,0,5e-04,0.0205,0.125,0.1425,0.002,0.0113052008307189
"hsa-mir-520a-3p","hsa-mir-520g-3p",2100,"ESR2",7114,"TMSB4X",1,5e-04,0.001,0.007,0.1395,0.146,0.001,0.00653841042678252
"hsa-mir-520a-3p","hsa-mir-520h",2100,"ESR2",7114,"TMSB4X",1,0,0,0.004,0.1055,0.1355,0,0
"hsa-mir-520c-3p","hsa-mir-520d-3p",2100,"ESR2",7114,"TMSB4X",1,5e-04,0,0.1865,0.191,0.1435,0.006,0.0261531961292081
"hsa-mir-520a-3p","hsa-mir-520d-3p",2100,"ESR2",7114,"TMSB4X",1,5e-04,5e-04,0,0.059,0.1505,5e-04,0.00368827124899088
"hsa-mir-512-3p","hsa-mir-519d-3p",2100,"ESR2",7114,"TMSB4X",1,0,0,0.12,0.171,0.1655,0.0075,0.0308290222036567
"hsa-mir-520g-3p","hsa-mir-520h",2100,"ESR2",7114,"TMSB4X",1,0,0,0.0495,0.0915,0.0765,0.0015,0.00903247975899077
"hsa-mir-520d-3p","hsa-mir-520g-3p",2100,"ESR2",7114,"TMSB4X",1,5e-04,5e-04,0.014,0.162,0.1635,0,0
"hsa-mir-519d-3p","hsa-mir-520g-3p",2100,"ESR2",7114,"TMSB4X",1,5e-04,0,0.0255,0.164,0.1585,0.0015,0.00903247975899077
"hsa-mir-520c-3p","hsa-mir-520h",2100,"ESR2",7114,"TMSB4X",1,0,5e-04,0.355,0.1875,0.1275,0.005,0.022760657604441
"hsa-mir-1304-5p","hsa-mir-15a-3p",3725,"JUN",7124,"TNF",1,0.0015,0,0.2075,0.02,0.376,0.0035,0.0174080093312597
"hsa-mir-106a-5p","hsa-mir-15a-5p",6774,"STAT3",7291,"TWIST1",1,0,0,0,0.127,0.5615,0.004,0.0192613114507265
"hsa-mir-130b-3p","hsa-mir-93-5p",6774,"STAT3",7291,"TWIST1",1,0,0,0,0.0665,0.0765,0.006,0.0261531961292081
"hsa-mir-15a-5p","hsa-mir-7-1-3p",6774,"STAT3",7291,"TWIST1",1,0,0,5e-04,0.604,0.0185,0.006,0.0261531961292081
"hsa-mir-106a-5p","hsa-mir-7-1-3p",6774,"STAT3",7291,"TWIST1",1,0,0,0,0.1185,0.0125,0.0025,0.0134317513649727
"hsa-mir-181b-5p","hsa-mir-7-1-3p",6774,"STAT3",7291,"TWIST1",1,0,0,0.002,0.383,0.011,0.0015,0.00903247975899077
"hsa-mir-181b-5p","hsa-mir-93-5p",6774,"STAT3",7291,"TWIST1",1,0,0,0,0.3265,0.0955,5e-04,0.00368827124899088
"hsa-mir-17-5p","hsa-mir-93-5p",6774,"STAT3",7291,"TWIST1",1,0,0,0,0.145,0.089,0.0095,0.03673421394674
"hsa-mir-130b-3p","hsa-mir-20b-5p",6774,"STAT3",7291,"TWIST1",1,0,0,0,0.0865,0.1415,0.0095,0.03673421394674
"hsa-mir-7-1-3p","hsa-mir-93-5p",6774,"STAT3",7291,"TWIST1",1,0,0,0,0.0105,0.098,0.001,0.00653841042678252
"hsa-mir-20b-5p","hsa-mir-93-5p",6774,"STAT3",7291,"TWIST1",1,0,0,0,0.131,0.0945,0.004,0.0192613114507265
"hsa-mir-181a-5p","hsa-mir-93-5p",6774,"STAT3",7291,"TWIST1",1,0,0,0,0.242,0.095,0.001,0.00653841042678252
"hsa-mir-20a-5p","hsa-mir-93-5p",6774,"STAT3",7291,"TWIST1",1,0,0,0,0.1255,0.1205,0.008,0.0323407913032486
"hsa-mir-125b-5p","hsa-mir-30a-5p",7157,"TP53",7332,"UBE2L3",1,0,0,0.001,0.1015,0.1465,0,0
"hsa-let-7b-5p","hsa-mir-30a-5p",7157,"TP53",7332,"UBE2L3",1,0,5e-04,0.0045,0.648,0.189,0.0065,0.0277631385642738
"hsa-mir-519d-3p","hsa-mir-520c-3p",6689,"SPIB",7351,"UCP2",1,0,0,0.4385,0.0195,0.032,0.0015,0.00903247975899077
"hsa-mir-512-3p","hsa-mir-520h",6689,"SPIB",7351,"UCP2",1,0,0,0.031,0.021,0.013,0.0065,0.0277631385642738
"hsa-mir-519d-3p","hsa-mir-520d-3p",6689,"SPIB",7351,"UCP2",1,0,0,0.1155,0.024,0.027,0,0
"hsa-mir-519d-3p","hsa-mir-520h",6689,"SPIB",7351,"UCP2",1,0,0,0.0615,0.0185,0.04,0.0025,0.0134317513649727
"hsa-mir-519d-3p","hsa-mir-520a-3p",6689,"SPIB",7351,"UCP2",1,0,0,0.2315,0.03,0.017,0,0
"hsa-mir-519d-3p","hsa-mir-520g-3p",6689,"SPIB",7351,"UCP2",1,0,0,0.154,0.015,0.013,5e-04,0.00368827124899088
"hsa-mir-520g-3p","hsa-mir-520h",6689,"SPIB",7351,"UCP2",1,0,0,0.017,0.026,0.018,0.0015,0.00903247975899077
"hsa-mir-520a-3p","hsa-mir-520h",6689,"SPIB",7351,"UCP2",1,0,0,0.0445,0.017,0.027,0.003,0.0154572257129048
"hsa-mir-520a-3p","hsa-mir-520c-3p",6689,"SPIB",7351,"UCP2",1,0,0,0.6025,0.0125,0.036,0.0025,0.0134317513649727
"hsa-mir-520c-3p","hsa-mir-520d-3p",6689,"SPIB",7351,"UCP2",1,0,0,0.1805,0.041,0.0125,0.002,0.0113052008307189
"hsa-mir-512-3p","hsa-mir-519d-3p",6689,"SPIB",7351,"UCP2",1,0,0,0.125,0.019,0.013,0.001,0.00653841042678252
"hsa-mir-512-3p","hsa-mir-520d-3p",6689,"SPIB",7351,"UCP2",1,0,0,0.038,0.0405,0.012,0.0065,0.0277631385642738
"hsa-mir-520d-3p","hsa-mir-520h",6689,"SPIB",7351,"UCP2",1,0,0,0.014,0.0305,0.022,0.0025,0.0134317513649727
"hsa-mir-520a-3p","hsa-mir-520d-3p",6689,"SPIB",7351,"UCP2",1,0,0,0.0655,0.027,0.0215,5e-04,0.00368827124899088
"hsa-mir-520a-3p","hsa-mir-520g-3p",6689,"SPIB",7351,"UCP2",1,0,0,0.088,0.014,0.024,0.001,0.00653841042678252
"hsa-mir-520c-3p","hsa-mir-520h",6689,"SPIB",7351,"UCP2",1,0,0,0.0535,0.024,0.02,0.004,0.0192613114507265
"hsa-mir-195-3p","hsa-mir-31-5p",367,"AR",7507,"XPA",1,0.0055,0,0.2235,0.2255,0.0275,0,0
"hsa-mir-625-5p","hsa-mir-7-1-3p",196,"AHR",7764,"ZNF217",1,0,0,0,0.859,0.0665,0.0045,0.0210332127589609
"hsa-mir-7-1-3p","hsa-mir-766-3p",196,"AHR",7764,"ZNF217",1,0,0,0,0.052,0.6185,0.0085,0.0338202233212031
"hsa-mir-130b-3p","hsa-mir-196b-5p",6667,"SP1",7980,"TFPI2",1,0,0.001,0.001,0.0525,0.371,0.004,0.0192613114507265
"hsa-mir-196b-5p","hsa-mir-93-5p",6667,"SP1",7980,"TFPI2",1,5e-04,0,5e-04,0.2405,0.1235,0.006,0.0261531961292081
"hsa-mir-15b-5p","hsa-mir-766-3p",2355,"FOSL2",8061,"FOSL1",1,0,0,5e-04,0.0205,0.1455,0.0065,0.0277631385642738
"hsa-mir-17-5p","hsa-mir-766-3p",2355,"FOSL2",8061,"FOSL1",1,0,0,0,0.241,0.178,0.0045,0.0210332127589609
"hsa-mir-15a-5p","hsa-mir-93-5p",2355,"FOSL2",8061,"FOSL1",1,0,0,0,0.024,0.23,0.0035,0.0174080093312597
"hsa-mir-15b-5p","hsa-mir-17-5p",2355,"FOSL2",8061,"FOSL1",1,0,0,0,0.014,0.208,0.006,0.0261531961292081
"hsa-mir-15b-5p","hsa-mir-93-5p",2355,"FOSL2",8061,"FOSL1",1,0,0,0,0.0175,0.2405,0.006,0.0261531961292081
"hsa-mir-15a-5p","hsa-mir-15b-5p",2355,"FOSL2",8061,"FOSL1",1,0,0,0,0.028,0.0175,0.0015,0.00903247975899077
"hsa-mir-1304-5p","hsa-mir-766-3p",3725,"JUN",8061,"FOSL1",1,5e-04,0,0.038,0.0605,0.243,0.004,0.0192613114507265
"hsa-mir-130b-3p","hsa-mir-17-5p",2355,"FOSL2",8061,"FOSL1",1,0,0,0,0.091,0.124,0.008,0.0323407913032486
"hsa-mir-130b-3p","hsa-mir-15b-5p",2355,"FOSL2",8061,"FOSL1",1,0,0,0,0.104,0.019,0.0045,0.0210332127589609
"hsa-mir-19a-3p","hsa-mir-548j-5p",4205,"MEF2A",8301,"PICALM",1,0,0.0035,0.01,0.0265,0.226,0.0015,0.00903247975899077
"hsa-let-7b-5p","hsa-mir-30a-5p",367,"AR",8402,"SLC25A11",1,0,0.003,0.02,0.1045,0.0475,0.002,0.0113052008307189
"hsa-mir-30a-5p","hsa-mir-31-5p",367,"AR",8402,"SLC25A11",1,0.0045,0,0.035,0.0625,0.5475,0,0
"hsa-mir-30a-5p","hsa-mir-381-3p",367,"AR",8402,"SLC25A11",1,0.0015,0.008,0.274,0.054,0.08,0.003,0.0154572257129048
"hsa-mir-18a-5p","hsa-mir-20a-5p",3091,"HIF1A",8614,"STC2",1,0.005,0,0.0015,0.204,0.0165,0.008,0.0323407913032486
"hsa-mir-20a-5p","hsa-mir-625-3p",3091,"HIF1A",8614,"STC2",1,5e-04,0.0015,0.0095,0.013,0.011,0.002,0.0113052008307189
"hsa-mir-20a-5p","hsa-mir-93-5p",3091,"HIF1A",8614,"STC2",1,0,0,0,0.023,0.0285,0.0015,0.00903247975899077
"hsa-mir-17-5p","hsa-mir-625-3p",3091,"HIF1A",8614,"STC2",1,0,5e-04,0.007,0.0335,0.0135,5e-04,0.00368827124899088
"hsa-mir-18a-5p","hsa-mir-625-3p",3091,"HIF1A",8614,"STC2",1,0.006,0.001,0.135,0.2845,0.0105,0.0095,0.03673421394674
"hsa-let-7b-5p","hsa-mir-30a-5p",367,"AR",8668,"EIF3I",1,0,0.003,0.02,0.6545,0.0325,5e-04,0.00368827124899088
"hsa-mir-30a-5p","hsa-mir-31-5p",367,"AR",8668,"EIF3I",1,0.0045,0,0.035,0.0255,0.508,0.0045,0.0210332127589609
"hsa-mir-30a-5p","hsa-mir-381-3p",367,"AR",8668,"EIF3I",1,0.0015,0.008,0.274,0.0385,0.6095,0.0045,0.0210332127589609
"hsa-let-7b-5p","hsa-mir-30a-5p",367,"AR",8815,"BANF1",1,0,0.003,0.02,0.0335,0.014,0.001,0.00653841042678252
"hsa-mir-183-5p","hsa-mir-96-5p",6934,"TCF7L2",8817,"FGF18",1,0,5e-04,0,0.0515,0.49,0.002,0.0113052008307189
"hsa-mir-142-5p","hsa-mir-625-5p",2034,"EPAS1",8877,"SPHK1",1,0,0,0,0.146,0.113,0.0045,0.0210332127589609
"hsa-mir-142-5p","hsa-mir-7-5p",2034,"EPAS1",8877,"SPHK1",1,0,0,0,0.122,0.1,0.001,0.00653841042678252
"hsa-mir-150-3p","hsa-mir-625-5p",2034,"EPAS1",8877,"SPHK1",1,0,0,0,0.0115,0.116,0,0
"hsa-mir-625-5p","hsa-mir-7-5p",2034,"EPAS1",8877,"SPHK1",1,0,0,0,0.1045,0.1,0,0
"hsa-mir-128-3p","hsa-mir-625-5p",2034,"EPAS1",8877,"SPHK1",1,0,0,5e-04,0.2735,0.119,0.004,0.0192613114507265
"hsa-mir-106a-5p","hsa-mir-7-5p",2034,"EPAS1",8877,"SPHK1",1,0,0,0,0.119,0.0995,0.004,0.0192613114507265
"hsa-let-7b-5p","hsa-mir-125b-5p",7157,"TP53",9127,"P2RX6",1,0,0,0,0.267,0.117,0,0
"hsa-mir-125a-5p","hsa-mir-125b-5p",7157,"TP53",9127,"P2RX6",1,0,0,0,0.0205,0.0855,0,0
"hsa-mir-129-5p","hsa-mir-16-1-3p",7003,"TEAD1",9229,"DLGAP1",1,0.0015,0,0.143,0.072,0.017,0.0095,0.03673421394674
"hsa-mir-129-5p","hsa-mir-181a-2-3p",7003,"TEAD1",9229,"DLGAP1",1,0.0015,0,0.05,0.08,0.022,0.007,0.0293211525867714
"hsa-mir-129-5p","hsa-mir-3613-5p",9575,"CLOCK",9229,"DLGAP1",1,0.008,0,0.289,0.053,0.2555,0.004,0.0192613114507265
"hsa-mir-129-5p","hsa-mir-15a-5p",7003,"TEAD1",9229,"DLGAP1",1,0.002,0,0.0305,0.089,0.0195,0.0015,0.00903247975899077
"hsa-mir-181a-3p","hsa-mir-625-3p",4601,"MXI1",9267,"CYTH1",-1,0,0,0.003,0.294,0.116,0.004,0.0192613114507265
"hsa-mir-516b-5p","hsa-mir-520d-3p",2005,"ELK4",9497,"SLC4A7",1,0,0,0.0025,0.869,0.6675,0,0
"hsa-mir-518a-5p","hsa-mir-520d-3p",2005,"ELK4",9497,"SLC4A7",1,0,0,0,0.8455,0.8065,0.001,0.00653841042678252
"hsa-mir-142-3p","hsa-mir-548e-3p",9575,"CLOCK",9628,"RGS6",1,0,0,0.0025,0.5265,0.1335,0.0025,0.0134317513649727
"hsa-mir-20b-5p","hsa-mir-548e-3p",9575,"CLOCK",9628,"RGS6",1,0,0,0,0.472,0.1255,0.0095,0.03673421394674
"hsa-mir-181b-5p","hsa-mir-92b-3p",8202,"NCOA3",9931,"HELZ",1,0,0,0.017,0.2035,0.461,0.007,0.0293211525867714
"hsa-mir-15a-3p","hsa-mir-570-3p",7003,"TEAD1",10232,"MSLN",1,0,0.0015,0.994,0.042,0.9375,0.007,0.0293211525867714
"hsa-mir-130a-3p","hsa-mir-497-3p",3091,"HIF1A",10333,"TLR6",1,0,0.001,0.384,0.0575,0.1655,0.006,0.0261531961292081
"hsa-mir-130a-3p","hsa-mir-299-3p",3091,"HIF1A",10333,"TLR6",1,0,5e-04,0.142,0.07,0.3475,0.0095,0.03673421394674
"hsa-mir-106a-5p","hsa-mir-142-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.265,0.082,0.0045,0.0210332127589609
"hsa-mir-106a-5p","hsa-mir-20a-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.2625,0.0885,0.008,0.0323407913032486
"hsa-mir-1271-5p","hsa-mir-142-3p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.239,0.092,0.009,0.0353088600607232
"hsa-mir-1271-5p","hsa-mir-548t-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0.001,0.1975,0.065,0.007,0.0293211525867714
"hsa-mir-142-3p","hsa-mir-17-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.1115,0.178,0.0025,0.0134317513649727
"hsa-mir-142-3p","hsa-mir-25-3p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.1555,0.149,0.0045,0.0210332127589609
"hsa-mir-142-3p","hsa-mir-3613-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.103,0.1305,0.001,0.00653841042678252
"hsa-mir-142-3p","hsa-mir-548t-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.114,0.0645,5e-04,0.00368827124899088
"hsa-mir-142-3p","hsa-mir-93-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.1035,0.1465,0.0035,0.0174080093312597
"hsa-mir-142-3p","hsa-mir-942-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.135,0.174,0.0065,0.0277631385642738
"hsa-mir-142-5p","hsa-mir-17-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.0865,0.177,0.0015,0.00903247975899077
"hsa-mir-142-5p","hsa-mir-20a-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.094,0.072,0.0035,0.0174080093312597
"hsa-mir-142-5p","hsa-mir-20b-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.076,0.305,0.008,0.0323407913032486
"hsa-mir-142-5p","hsa-mir-548t-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.074,0.06,0,0
"hsa-mir-142-5p","hsa-mir-93-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.081,0.183,0.006,0.0261531961292081
"hsa-mir-1271-5p","hsa-mir-142-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.234,0.087,0.004,0.0192613114507265
"hsa-mir-17-5p","hsa-mir-548t-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.1735,0.061,0.0075,0.0308290222036567
"hsa-mir-181a-2-3p","hsa-mir-548t-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0.0035,0.14,0.052,0,0
"hsa-mir-20a-5p","hsa-mir-20b-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.069,0.2955,0.0015,0.00903247975899077
"hsa-mir-25-3p","hsa-mir-548t-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.168,0.069,0.001,0.00653841042678252
"hsa-mir-3613-5p","hsa-mir-548t-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0.001,0.1795,0.0525,0.003,0.0154572257129048
"hsa-mir-450b-5p","hsa-mir-548t-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0.2095,0.0875,0.069,0.001,0.00653841042678252
"hsa-mir-548d-3p","hsa-mir-548t-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.279,0.062,5e-04,0.00368827124899088
"hsa-mir-548t-5p","hsa-mir-580-3p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.067,0.1015,0.0025,0.0134317513649727
"hsa-mir-548t-5p","hsa-mir-93-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.0635,0.1665,0.008,0.0323407913032486
"hsa-mir-548t-5p","hsa-mir-942-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.057,0.2005,0.003,0.0154572257129048
"hsa-mir-17-5p","hsa-mir-20b-5p",9575,"CLOCK",10391,"CORO2B",1,0,0,0,0.1875,0.3195,0.001,0.00653841042678252
"hsa-mir-135b-5p","hsa-mir-92a-1-5p",4205,"MEF2A",23112,"TNRC6B",1,0.0035,0,0.163,0.1115,0.604,0.0015,0.00903247975899077
"hsa-mir-519d-3p","hsa-mir-520a-3p",6689,"SPIB",23225,"NUP210",1,0,0,0.2315,0.0295,0.0225,0.001,0.00653841042678252
"hsa-mir-520a-3p","hsa-mir-520h",6689,"SPIB",23225,"NUP210",1,0,0,0.0445,0.0205,0.0335,0.005,0.022760657604441
"hsa-mir-520a-3p","hsa-mir-520g-3p",6689,"SPIB",23225,"NUP210",1,0,0,0.088,0.0175,0.025,0.0095,0.03673421394674
"hsa-mir-520a-3p","hsa-mir-520d-3p",6689,"SPIB",23225,"NUP210",1,0,0,0.0655,0.017,0.0195,5e-04,0.00368827124899088
"hsa-mir-519d-3p","hsa-mir-520d-3p",6689,"SPIB",23225,"NUP210",1,0,0,0.1155,0.0315,0.024,0.007,0.0293211525867714
"hsa-mir-215-5p","hsa-mir-363-3p",8202,"NCOA3",23446,"SLC44A1",1,0.0035,0,0.0185,0.207,0.0255,0.0085,0.0338202233212031
"hsa-mir-215-5p","hsa-mir-3662",8202,"NCOA3",23446,"SLC44A1",1,0.0045,0.0085,0.0415,0.153,0.0545,0.002,0.0113052008307189
"hsa-mir-18a-3p","hsa-mir-363-3p",3516,"RBPJ",23462,"HEY1",1,0.0015,0.0045,0.1195,0.286,0.072,5e-04,0.00368827124899088
"hsa-mir-18a-5p","hsa-mir-363-3p",3516,"RBPJ",23462,"HEY1",1,5e-04,0.004,0.014,0.0125,0.051,0,0
"hsa-let-7b-5p","hsa-mir-30a-5p",7157,"TP53",27113,"BBC3",1,0,5e-04,0.0045,0.4885,0.015,0.005,0.022760657604441
"hsa-mir-195-3p","hsa-mir-31-5p",367,"AR",27316,"RBMX",1,0.0055,0,0.2235,0.0595,0.022,0,0
"hsa-let-7b-5p","hsa-mir-125a-5p",7157,"TP53",51065,"RPS27L",1,0,0,0,0.435,0.2845,0.009,0.0353088600607232
"hsa-let-7b-5p","hsa-mir-125b-5p",7157,"TP53",51065,"RPS27L",1,0,0,0,0.455,0.848,0.0015,0.00903247975899077
"hsa-mir-142-5p","hsa-mir-18a-5p",3091,"HIF1A",51107,"APH1A",1,0.001,0.0025,0.218,0.158,0.37,0.004,0.0192613114507265
"hsa-mir-16-2-3p","hsa-mir-580-3p",3091,"HIF1A",51107,"APH1A",1,5e-04,0.002,0.191,0.0285,0.1215,0.004,0.0192613114507265
"hsa-mir-16-1-3p","hsa-mir-18a-5p",3091,"HIF1A",51107,"APH1A",1,0,0.0075,0.004,0.024,0.4035,0.0035,0.0174080093312597
"hsa-mir-16-2-3p","hsa-mir-18a-5p",3091,"HIF1A",51107,"APH1A",1,0,0.0065,0.099,0.0135,0.402,0.008,0.0323407913032486
"hsa-mir-18a-5p","hsa-mir-625-3p",3091,"HIF1A",51107,"APH1A",1,0.006,0.001,0.135,0.5995,0.069,0.0035,0.0174080093312597
"hsa-mir-548d-3p","hsa-mir-625-3p",3091,"HIF1A",51107,"APH1A",1,0,0.003,0.0745,0.425,0.073,0.0015,0.00903247975899077
"hsa-mir-580-3p","hsa-mir-625-3p",3091,"HIF1A",51107,"APH1A",1,0.002,0,0.0915,0.0785,0.09,0.004,0.0192613114507265
"hsa-mir-18a-5p","hsa-mir-580-3p",3091,"HIF1A",51107,"APH1A",1,0.005,0.001,0.7735,0.696,0.142,0.0035,0.0174080093312597
"hsa-mir-16-2-3p","hsa-mir-625-3p",3091,"HIF1A",51107,"APH1A",1,0,0.0025,0.1875,0.015,0.0455,0.0065,0.0277631385642738
"hsa-let-7b-5p","hsa-mir-195-3p",367,"AR",51170,"HSD17B11",1,0,0.004,0,0.104,0.207,0.0015,0.00903247975899077
"hsa-let-7b-5p","hsa-mir-30a-5p",367,"AR",51170,"HSD17B11",1,0,0.003,0.02,0.0885,0.194,0.0015,0.00903247975899077
"hsa-let-7b-5p","hsa-mir-30c-2-3p",367,"AR",51170,"HSD17B11",1,0,0.001,0.0385,0.0955,0.326,0.0025,0.0134317513649727
"hsa-let-7b-5p","hsa-mir-31-5p",367,"AR",51170,"HSD17B11",1,0,0,0.045,0.0985,0.2595,0,0
"hsa-mir-195-3p","hsa-mir-30a-5p",367,"AR",51170,"HSD17B11",1,0.003,0.001,0.056,0.2125,0.1845,0.006,0.0261531961292081
