miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna2_tf,mirna1mirna2_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-19a-3p,hsa-mir-19b-3p,10320,25816,1,0.0015,0.001,0.002,0.0185,0.0525,0.0005,True,0.0018998582957056392
hsa-mir-19a-3p,hsa-mir-26b-5p,10320,25816,1,0.001,0.0005,0.017,0.019,0.2195,0.001,True,0.0035049959013669497
hsa-mir-19a-3p,hsa-mir-19b-3p,10320,64744,1,0.0015,0.001,0.002,0.026,0.177,0.0075,True,0.019221407743398672
hsa-mir-19a-3p,hsa-mir-19b-3p,10320,9402,1,0.0015,0.001,0.002,0.0415,0.0415,0.0095,True,0.023381989172033976
hsa-mir-421,hsa-mir-93-3p,1052,10912,1,0.0025,0.0,0.0075,0.082,0.2495,0.0005,True,0.0018998582957056392
hsa-mir-129-5p,hsa-mir-192-5p,10664,402,-1,0.0,0.003,0.021,0.0975,0.0105,0.0005,True,0.0018998582957056392
hsa-mir-1301-3p,hsa-mir-155-5p,11016,677,1,0.0,0.0,0.0045,0.1935,0.138,0.005,True,0.013745004344048652
hsa-mir-1301-3p,hsa-mir-33a-3p,11016,677,1,0.0,0.0,0.0,0.185,0.0495,0.002,True,0.006360127841765663
hsa-mir-1301-3p,hsa-mir-940,11016,677,1,0.0,0.0,0.0,0.2035,0.016,0.002,True,0.006360127841765663
hsa-mir-33a-3p,hsa-mir-424-5p,11016,677,1,0.0,0.0,0.0,0.048,0.0115,0.008,True,0.020273270435214406
hsa-mir-33a-3p,hsa-mir-550a-5p,11016,677,1,0.0,0.0,0.0,0.0445,0.0195,0.0015,True,0.004977086828859061
hsa-mir-550a-5p,hsa-mir-940,11016,677,1,0.0,0.0,0.0,0.023,0.0145,0.0,True,0.0
hsa-mir-148a-3p,hsa-mir-183-5p,1316,2059,1,0.0025,0.003,0.228,0.3415,0.856,0.002,True,0.006360127841765663
hsa-mir-17-5p,hsa-mir-19a-3p,1316,2059,1,0.0005,0.002,0.006,0.077,0.0485,0.003,True,0.008953817420340711
hsa-mir-17-5p,hsa-mir-7-5p,1316,2059,1,0.0,0.003,0.023,0.1405,0.069,0.004,True,0.011407506219129683
hsa-mir-19a-3p,hsa-mir-7-5p,1316,2059,1,0.0015,0.0015,0.0305,0.0395,0.075,0.0075,True,0.019221407743398672
hsa-mir-7-1-3p,hsa-mir-7-5p,1316,2059,1,0.001,0.0005,0.597,0.5255,0.085,0.0015,True,0.004977086828859061
hsa-mir-106a-5p,hsa-mir-17-5p,1316,2114,1,0.002,0.0,0.0065,0.1435,0.222,0.006,True,0.016001314857894203
hsa-mir-130b-3p,hsa-mir-141-3p,1316,4000,1,0.009,0.003,0.032,0.014,0.119,0.008,True,0.020273270435214406
hsa-mir-130b-3p,hsa-mir-17-5p,1316,4000,1,0.0055,0.0,0.013,0.0155,0.078,0.0,True,0.0
hsa-mir-130b-3p,hsa-mir-19a-3p,1316,4000,1,0.005,0.0015,0.4085,0.0255,0.018,0.0005,True,0.0018998582957056392
hsa-mir-141-3p,hsa-mir-17-5p,1316,4000,1,0.0015,0.0,0.0545,0.0915,0.171,0.0015,True,0.004977086828859061
hsa-mir-141-3p,hsa-mir-183-5p,1316,4000,1,0.003,0.0045,0.0705,0.129,0.028,0.0,True,0.0
hsa-mir-141-3p,hsa-mir-19a-3p,1316,4000,1,0.0025,0.002,0.0775,0.122,0.011,0.008,True,0.020273270435214406
hsa-mir-141-3p,hsa-mir-744-3p,1316,4000,1,0.0025,0.0065,0.631,0.0895,0.075,0.0065,True,0.01709215643906655
hsa-mir-17-5p,hsa-mir-183-5p,1316,4000,1,0.0,0.004,0.0125,0.1275,0.023,0.0015,True,0.004977086828859061
hsa-mir-17-5p,hsa-mir-18a-3p,1316,4000,1,0.0,0.005,0.0295,0.099,0.299,0.0,True,0.0
hsa-mir-17-5p,hsa-mir-19a-3p,1316,4000,1,0.0005,0.002,0.006,0.1055,0.032,0.004,True,0.011407506219129683
hsa-mir-17-5p,hsa-mir-20a-3p,1316,4000,1,0.0,0.0095,0.057,0.075,0.095,0.0,True,0.0
hsa-mir-18a-3p,hsa-mir-200c-3p,1316,4000,1,0.0055,0.008,0.4725,0.3055,0.0835,0.002,True,0.006360127841765663
hsa-mir-19a-3p,hsa-mir-20a-3p,1316,4000,1,0.0025,0.0025,0.309,0.015,0.111,0.0,True,0.0
hsa-mir-200c-3p,hsa-mir-20a-3p,1316,4000,1,0.005,0.003,0.2585,0.1025,0.1035,0.0,True,0.0
hsa-mir-130b-3p,hsa-mir-141-3p,1316,5339,1,0.009,0.003,0.032,0.0565,0.1265,0.0055,True,0.014874228619292636
hsa-mir-130b-3p,hsa-mir-200c-3p,1316,5339,1,0.0065,0.005,0.055,0.057,0.0435,0.004,True,0.011407506219129683
hsa-mir-141-3p,hsa-mir-200c-3p,1316,5339,1,0.0035,0.006,0.0375,0.162,0.101,0.0015,True,0.004977086828859061
hsa-mir-183-5p,hsa-mir-200c-3p,1316,5339,1,0.001,0.0015,0.142,0.5005,0.091,0.0035,True,0.01018181233105934
hsa-mir-183-5p,hsa-mir-7-1-3p,1316,5339,1,0.0025,0.002,0.421,0.513,0.012,0.002,True,0.006360127841765663
hsa-mir-130b-3p,hsa-mir-455-3p,1316,54206,1,0.0065,0.0,0.357,0.0685,0.2185,0.005,True,0.013745004344048652
hsa-mir-20a-5p,hsa-mir-7-5p,1316,54206,1,0.003,0.0015,0.0505,0.036,0.183,0.0,True,0.0
hsa-mir-18a-3p,hsa-mir-20a-5p,1316,6452,1,0.008,0.0015,0.04,0.69,0.0335,0.0085,True,0.021328191911181602
hsa-mir-130b-3p,hsa-mir-17-5p,1316,9208,1,0.0055,0.0,0.013,0.0505,0.017,0.0075,True,0.019221407743398672
hsa-mir-130b-3p,hsa-mir-200c-3p,1316,9208,1,0.0065,0.005,0.055,0.0625,0.298,0.008,True,0.020273270435214406
hsa-mir-141-3p,hsa-mir-148a-5p,1316,9208,1,0.003,0.0075,0.017,0.1435,0.0155,0.008,True,0.020273270435214406
hsa-mir-141-3p,hsa-mir-17-5p,1316,9208,1,0.0015,0.0,0.0545,0.1645,0.0175,0.006,True,0.016001314857894203
hsa-mir-17-5p,hsa-mir-18a-3p,1316,9208,1,0.0,0.005,0.0295,0.0275,0.011,0.0,True,0.0
hsa-mir-17-5p,hsa-mir-20a-5p,1316,9208,1,0.0,0.0015,0.001,0.029,0.1865,0.0065,True,0.01709215643906655
hsa-mir-18a-3p,hsa-mir-20a-5p,1316,9208,1,0.008,0.0015,0.04,0.0105,0.1955,0.0045,True,0.012588812066770405
hsa-mir-455-3p,hsa-mir-9-5p,1316,9208,1,0.0,0.0095,0.101,0.012,0.059,0.0065,True,0.01709215643906655
hsa-mir-26b-3p,hsa-mir-501-5p,1385,148,1,0.0,0.0,0.0005,0.041,0.0105,0.0,True,0.0
hsa-let-7g-3p,hsa-mir-93-3p,1385,4922,1,0.0,0.0015,0.0,0.0115,0.0165,0.0075,True,0.019221407743398672
hsa-mir-182-5p,hsa-mir-501-5p,1385,4922,1,0.0005,0.0005,0.0045,0.2215,0.362,0.0095,True,0.023381989172033976
hsa-mir-576-5p,hsa-mir-93-3p,1385,4922,1,0.0,0.0,0.0,0.0605,0.0125,0.005,True,0.013745004344048652
hsa-mir-182-5p,hsa-mir-19a-3p,1385,6770,1,0.0,0.003,0.0025,0.0385,0.037,0.0,True,0.0
hsa-mir-182-5p,hsa-mir-19b-3p,1385,6770,1,0.0,0.003,0.0,0.023,0.1695,0.0065,True,0.01709215643906655
hsa-mir-19a-3p,hsa-mir-33a-3p,1385,6770,1,0.0045,0.0,0.0,0.025,0.4265,0.0015,True,0.004977086828859061
hsa-mir-19a-3p,hsa-mir-501-5p,1385,6770,1,0.003,0.0,0.0045,0.045,0.0925,0.0005,True,0.0018998582957056392
hsa-mir-203a-3p,hsa-mir-501-5p,1385,6770,1,0.0,0.0005,0.08,0.142,0.101,0.0015,True,0.004977086828859061
hsa-mir-33a-3p,hsa-mir-376a-5p,1385,6770,1,0.0,0.0065,0.0115,0.396,0.749,0.004,True,0.011407506219129683
hsa-mir-501-5p,hsa-mir-576-5p,1385,7852,1,0.0,0.0,0.0,0.041,0.054,0.0045,True,0.012588812066770405
hsa-mir-148a-5p,hsa-mir-30a-5p,144455,26579,1,0.003,0.0,0.001,0.501,0.8715,0.0085,True,0.021328191911181602
hsa-mir-30a-5p,hsa-mir-9-5p,144455,79733,1,0.0,0.002,0.0005,0.0105,0.0125,0.0005,True,0.0018998582957056392
hsa-mir-130b-3p,hsa-mir-141-3p,1523,10801,1,0.002,0.0,0.0,0.053,0.369,0.002,True,0.006360127841765663
hsa-mir-130b-3p,hsa-mir-200c-3p,1523,10801,1,0.0035,0.0,0.0,0.0565,0.0195,0.0,True,0.0
hsa-mir-141-3p,hsa-mir-200c-3p,1523,10801,1,0.0,0.0,0.0,0.2475,0.037,0.0,True,0.0
hsa-mir-155-5p,hsa-mir-421,1523,10801,1,0.0,0.0005,0.0065,0.495,0.4735,0.008,True,0.020273270435214406
hsa-mir-182-5p,hsa-mir-200c-3p,1523,10801,1,0.007,0.0,0.0,0.5685,0.022,0.0,True,0.0
hsa-mir-191-5p,hsa-mir-200c-3p,1523,10801,1,0.0005,0.0,0.0,0.0405,0.0155,0.0,True,0.0
hsa-mir-19b-3p,hsa-mir-29b-1-5p,1523,10801,1,0.002,0.008,0.002,0.011,0.2865,0.0065,True,0.01709215643906655
hsa-mir-200c-3p,hsa-mir-29b-1-5p,1523,10801,1,0.0,0.008,0.0585,0.0205,0.2605,0.0065,True,0.01709215643906655
hsa-mir-200c-3p,hsa-mir-532-3p,1523,10801,1,0.0005,0.0,0.0015,0.025,0.058,0.0,True,0.0
hsa-mir-200c-3p,hsa-mir-590-5p,1523,10801,1,0.0,0.0,0.007,0.028,0.194,0.0,True,0.0
hsa-mir-141-3p,hsa-mir-362-3p,1523,23274,1,0.0,0.002,0.0015,0.012,0.877,0.009,True,0.022356566386132395
hsa-mir-191-5p,hsa-mir-200c-3p,1523,23274,1,0.0005,0.0,0.0,0.405,0.0225,0.001,True,0.0035049959013669497
hsa-mir-19b-3p,hsa-mir-200c-3p,1523,23274,1,0.0005,0.0,0.0,0.1985,0.044,0.001,True,0.0035049959013669497
hsa-mir-200c-3p,hsa-mir-362-3p,1523,23274,1,0.0,0.0015,0.001,0.0245,0.8775,0.0035,True,0.01018181233105934
hsa-mir-200c-3p,hsa-mir-590-5p,1523,23274,1,0.0,0.0,0.007,0.042,0.9015,0.004,True,0.011407506219129683
hsa-mir-148a-3p,hsa-mir-188-5p,1523,79960,1,0.0005,0.0015,0.0005,0.1475,0.0255,0.007,True,0.018153481738902365
hsa-mir-148a-3p,hsa-mir-532-3p,1523,79960,1,0.0,0.0005,0.001,0.117,0.023,0.001,True,0.0035049959013669497
hsa-mir-148a-3p,hsa-mir-93-5p,1523,79960,1,0.0,0.0005,0.0025,0.159,0.1435,0.0055,True,0.014874228619292636
hsa-mir-188-5p,hsa-mir-532-3p,1523,79960,1,0.001,0.0,0.0025,0.035,0.0145,0.0,True,0.0
hsa-mir-29b-1-5p,hsa-mir-93-5p,1523,79960,1,0.005,0.0005,0.018,0.023,0.1425,0.0,True,0.0
hsa-mir-362-3p,hsa-mir-532-3p,1523,79960,1,0.002,0.0,0.0455,0.788,0.018,0.0,True,0.0
hsa-mir-532-3p,hsa-mir-93-5p,1523,79960,1,0.0005,0.0005,0.0065,0.017,0.1805,0.005,True,0.013745004344048652
hsa-mir-142-3p,hsa-mir-155-5p,1523,8313,1,0.0,0.0,0.0,0.5345,0.294,0.0065,True,0.01709215643906655
hsa-mir-148a-3p,hsa-mir-155-5p,1523,8313,1,0.0,0.0,0.132,0.0795,0.3,0.0005,True,0.0018998582957056392
hsa-mir-155-5p,hsa-mir-188-5p,1523,8313,1,0.0,0.001,0.003,0.304,0.042,0.008,True,0.020273270435214406
hsa-mir-142-3p,hsa-mir-26b-3p,1523,84159,1,0.0,0.007,0.051,0.5525,0.012,0.0,True,0.0
hsa-mir-142-3p,hsa-mir-362-3p,1523,84159,1,0.0,0.003,0.0315,0.5625,0.2045,0.0005,True,0.0018998582957056392
hsa-mir-155-5p,hsa-mir-362-3p,1523,84159,1,0.0,0.0045,0.0355,0.6135,0.2305,0.0,True,0.0
hsa-mir-155-5p,hsa-mir-26b-3p,1523,9779,1,0.0,0.004,0.0275,0.19,0.5955,0.006,True,0.016001314857894203
hsa-mir-155-5p,hsa-mir-362-3p,1523,9779,1,0.0,0.0045,0.0355,0.1775,0.1,0.0005,True,0.0018998582957056392
hsa-mir-155-5p,hsa-mir-532-3p,1523,9779,1,0.0,0.0,0.0255,0.203,0.066,0.0,True,0.0
hsa-mir-155-5p,hsa-mir-590-5p,1523,9779,1,0.0,0.0,0.008,0.1925,0.052,0.0075,True,0.019221407743398672
hsa-mir-188-5p,hsa-mir-362-3p,1523,9779,1,0.0015,0.0015,0.0065,0.0555,0.0895,0.0005,True,0.0018998582957056392
hsa-mir-19b-3p,hsa-mir-200c-3p,1523,9779,1,0.0005,0.0,0.0,0.0235,0.097,0.0075,True,0.019221407743398672
hsa-mir-200c-3p,hsa-mir-362-3p,1523,9779,1,0.0,0.0015,0.001,0.09,0.0995,0.009,True,0.022356566386132395
hsa-mir-200c-3p,hsa-mir-590-5p,1523,9779,1,0.0,0.0,0.007,0.255,0.06,0.0065,True,0.01709215643906655
hsa-mir-362-3p,hsa-mir-532-3p,1523,9779,1,0.002,0.0,0.0455,0.0785,0.0505,0.0025,True,0.00768582394092499
hsa-mir-362-3p,hsa-mir-590-5p,1523,9779,1,0.0005,0.0,0.0055,0.09,0.0405,0.0015,True,0.004977086828859061
hsa-mir-125b-5p,hsa-mir-195-5p,1871,7159,1,0.0,0.0,0.181,0.0665,0.0285,0.0015,True,0.004977086828859061
hsa-let-7c-5p,hsa-mir-3127-5p,1874,4791,1,0.0,0.0,0.0,0.1975,0.017,0.0065,True,0.01709215643906655
hsa-let-7c-5p,hsa-mir-2355-3p,1876,128989,-1,0.0045,0.004,0.2725,0.039,0.159,0.0035,True,0.01018181233105934
hsa-mir-1301-3p,hsa-mir-26b-5p,2005,51665,1,0.0,0.0,0.203,0.0125,0.0395,0.001,True,0.0035049959013669497
hsa-mir-20a-3p,hsa-mir-26b-5p,2005,51665,1,0.0,0.0,0.024,0.0175,0.051,0.0035,True,0.01018181233105934
hsa-mir-183-5p,hsa-mir-93-3p,2005,5927,1,0.0,0.0,0.0,0.012,0.33,0.004,True,0.011407506219129683
hsa-mir-18a-5p,hsa-mir-942-5p,2005,9497,1,0.0,0.0,0.0,0.03,0.0595,0.001,True,0.0035049959013669497
hsa-mir-200c-3p,hsa-mir-942-5p,2005,9497,1,0.0005,0.0,0.0085,0.0225,0.053,0.0025,True,0.00768582394092499
hsa-mir-335-3p,hsa-mir-942-5p,2005,9497,1,0.0,0.0,0.218,0.047,0.0395,0.0025,True,0.00768582394092499
hsa-mir-7-5p,hsa-mir-769-3p,2034,2321,1,0.0005,0.0005,0.447,0.015,0.0665,0.008,True,0.020273270435214406
hsa-mir-129-5p,hsa-mir-335-3p,2099,10783,1,0.0,0.0,0.0415,0.16,0.047,0.001,True,0.0035049959013669497
hsa-mir-130a-3p,hsa-mir-17-5p,2099,10783,1,0.002,0.0,0.0,0.8845,0.0125,0.0045,True,0.012588812066770405
hsa-mir-17-5p,hsa-mir-335-3p,2099,10783,1,0.0,0.0,0.0,0.013,0.0495,0.006,True,0.016001314857894203
hsa-mir-142-3p,hsa-mir-192-5p,2099,10912,1,0.001,0.0,0.0,0.053,0.067,0.009,True,0.022356566386132395
hsa-mir-17-5p,hsa-mir-18a-5p,2099,10912,1,0.0,0.0,0.0,0.036,0.058,0.0045,True,0.012588812066770405
hsa-mir-17-5p,hsa-mir-19a-3p,2099,10912,1,0.0,0.0,0.0,0.0335,0.082,0.002,True,0.006360127841765663
hsa-mir-17-5p,hsa-mir-19b-3p,2099,10912,1,0.0,0.0,0.0,0.033,0.3035,0.006,True,0.016001314857894203
