miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna2_tf,mirna1mirna2_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-182-5p,hsa-mir-26b-3p,2099,10912,1,0.0,0.0045,0.0,0.023,0.04,0.004,True,0.011407506219129683
hsa-mir-18a-5p,hsa-mir-19a-3p,2099,10912,1,0.0,0.0,0.0,0.091,0.043,0.0065,True,0.01709215643906655
hsa-mir-18a-5p,hsa-mir-19b-3p,2099,10912,1,0.0,0.0,0.0,0.0725,0.246,0.0065,True,0.01709215643906655
hsa-mir-192-5p,hsa-mir-193b-3p,2099,10912,1,0.0,0.0,0.0,0.0765,0.072,0.0,True,0.0
hsa-mir-19a-3p,hsa-mir-19b-3p,2099,10912,1,0.0,0.0,0.0,0.068,0.309,0.0065,True,0.01709215643906655
hsa-mir-18a-5p,hsa-mir-193b-3p,2099,1588,1,0.0,0.0,0.0,0.7505,0.2115,0.0075,True,0.019221407743398672
hsa-mir-182-5p,hsa-mir-335-3p,2099,1728,-1,0.0,0.0,0.0,0.0235,0.075,0.0,True,0.0
hsa-mir-19a-3p,hsa-mir-335-3p,2099,3725,1,0.0,0.0,0.0,0.023,0.4475,0.006,True,0.016001314857894203
hsa-mir-130a-3p,hsa-mir-192-5p,2099,3791,1,0.001,0.0,0.1075,0.087,0.017,0.001,True,0.0035049959013669497
hsa-mir-130b-3p,hsa-mir-18a-5p,2099,5272,1,0.0,0.0,0.0,0.0235,0.0485,0.001,True,0.0035049959013669497
hsa-mir-26b-3p,hsa-mir-335-3p,2099,5272,1,0.003,0.0,0.076,0.355,0.0325,0.002,True,0.006360127841765663
hsa-mir-193b-3p,hsa-mir-26b-3p,2099,6866,1,0.0,0.0,0.028,0.0335,0.027,0.0075,True,0.019221407743398672
hsa-mir-130b-3p,hsa-mir-142-3p,2099,8202,1,0.0,0.0005,0.0,0.15,0.1085,0.0055,True,0.014874228619292636
hsa-mir-130b-3p,hsa-mir-18a-5p,2099,860,1,0.0,0.0,0.0,0.0165,0.011,0.004,True,0.011407506219129683
hsa-mir-192-5p,hsa-mir-26b-3p,2099,8648,1,0.0,0.002,0.0,0.0275,0.087,0.0,True,0.0
hsa-mir-1180-3p,hsa-mir-324-5p,2113,1012,1,0.0,0.0,0.0,0.2395,0.1065,0.002,True,0.006360127841765663
hsa-mir-145-5p,hsa-mir-148b-5p,2113,1012,1,0.0,0.0,0.023,0.05,0.0775,0.0025,True,0.00768582394092499
hsa-mir-148b-5p,hsa-mir-219a-1-3p,2113,1012,1,0.0,0.0,0.0065,0.078,0.054,0.0075,True,0.019221407743398672
hsa-mir-1180-3p,hsa-mir-148b-5p,2113,1027,1,0.0,0.0,0.015,0.011,0.022,0.004,True,0.011407506219129683
hsa-mir-148b-5p,hsa-mir-19b-1-5p,2113,1027,1,0.0,0.0,0.0365,0.0245,0.0265,0.006,True,0.016001314857894203
hsa-mir-148b-5p,hsa-mir-19b-1-5p,2113,1441,1,0.0,0.0,0.0365,0.0185,0.1075,0.002,True,0.006360127841765663
hsa-mir-19b-1-5p,hsa-mir-429,2113,1508,1,0.0,0.0,0.04,0.701,0.0295,0.0025,True,0.00768582394092499
hsa-mir-200b-3p,hsa-mir-200c-3p,2113,2551,1,0.0,0.0,0.0,0.4175,0.021,0.0,True,0.0
hsa-mir-200b-3p,hsa-mir-429,2113,2551,1,0.0,0.0,0.0,0.3545,0.0225,0.0,True,0.0
hsa-mir-200c-3p,hsa-mir-429,2113,2551,1,0.0,0.0,0.0,0.0145,0.0275,0.0005,True,0.0018998582957056392
hsa-mir-200c-3p,hsa-mir-429,2113,3162,1,0.0,0.0,0.0,0.083,0.011,0.0095,True,0.023381989172033976
hsa-mir-200b-3p,hsa-mir-429,2113,355,1,0.0,0.0,0.0,0.012,0.021,0.007,True,0.018153481738902365
hsa-mir-1180-3p,hsa-mir-324-5p,2113,3676,1,0.0,0.0,0.0,0.0115,0.148,0.0065,True,0.01709215643906655
hsa-mir-1180-3p,hsa-mir-148b-5p,2113,4089,1,0.0,0.0,0.015,0.2375,0.053,0.002,True,0.006360127841765663
hsa-mir-1180-3p,hsa-mir-324-5p,2113,4089,1,0.0,0.0,0.0,0.184,0.256,0.0005,True,0.0018998582957056392
hsa-mir-148b-5p,hsa-mir-200b-3p,2113,4089,1,0.0,0.0,0.019,0.038,0.0205,0.001,True,0.0035049959013669497
hsa-mir-148b-5p,hsa-mir-200c-3p,2113,4089,1,0.0,0.0,0.0,0.043,0.016,0.002,True,0.006360127841765663
hsa-mir-148b-5p,hsa-mir-377-3p,2113,4089,1,0.0,0.006,0.027,0.042,0.068,0.0065,True,0.01709215643906655
hsa-mir-148b-5p,hsa-mir-429,2113,4089,1,0.0,0.0,0.0395,0.049,0.0305,0.005,True,0.013745004344048652
hsa-mir-200b-3p,hsa-mir-200c-3p,2113,4089,1,0.0,0.0,0.0,0.011,0.014,0.0,True,0.0
hsa-mir-200b-3p,hsa-mir-429,2113,4089,1,0.0,0.0,0.0,0.011,0.041,0.002,True,0.006360127841765663
hsa-mir-200c-3p,hsa-mir-219a-1-3p,2113,4089,1,0.0,0.0,0.263,0.016,0.191,0.003,True,0.008953817420340711
hsa-mir-200c-3p,hsa-mir-324-5p,2113,4089,1,0.0,0.001,0.0135,0.0105,0.138,0.0,True,0.0
hsa-mir-200c-3p,hsa-mir-429,2113,4089,1,0.0,0.0,0.0,0.0115,0.046,0.0005,True,0.0018998582957056392
hsa-mir-219a-1-3p,hsa-mir-429,2113,4089,1,0.0,0.0,0.177,0.2905,0.0295,0.004,True,0.011407506219129683
hsa-mir-324-5p,hsa-mir-429,2113,4089,1,0.0005,0.0,0.0365,0.1505,0.051,0.0005,True,0.0018998582957056392
hsa-mir-145-5p,hsa-mir-200b-3p,2113,4170,1,0.0005,0.0,0.0165,0.0935,0.85,0.009,True,0.022356566386132395
hsa-mir-19b-1-5p,hsa-mir-200c-3p,2113,7124,1,0.0,0.0,0.004,0.312,0.047,0.004,True,0.011407506219129683
hsa-mir-1-3p,hsa-mir-1180-3p,2113,8651,1,0.0015,0.0,0.08,0.0635,0.344,0.003,True,0.008953817420340711
hsa-mir-19b-1-5p,hsa-mir-324-5p,2113,915,1,0.0,0.003,0.069,0.2185,0.342,0.0095,True,0.023381989172033976
hsa-mir-19b-1-5p,hsa-mir-324-5p,2113,923,1,0.0,0.003,0.069,0.105,0.591,0.0,True,0.0
hsa-mir-19b-1-5p,hsa-mir-324-5p,2113,925,1,0.0,0.003,0.069,0.098,0.0185,0.0025,True,0.00768582394092499
hsa-mir-148b-5p,hsa-mir-19b-1-5p,2113,963,1,0.0,0.0,0.0365,0.0145,0.02,0.0055,True,0.014874228619292636
hsa-mir-19b-1-5p,hsa-mir-324-5p,2113,963,1,0.0,0.003,0.069,0.0205,0.192,0.001,True,0.0035049959013669497
hsa-mir-335-5p,hsa-mir-424-5p,2115,22998,1,0.0,0.0,0.012,0.782,0.0145,0.004,True,0.011407506219129683
hsa-mir-335-5p,hsa-mir-424-5p,2115,5152,1,0.0,0.0,0.012,0.12,0.255,0.0055,True,0.014874228619292636
hsa-mir-17-5p,hsa-mir-20a-5p,2115,8545,1,0.0,0.0,0.0,0.0805,0.4455,0.0,True,0.0
hsa-mir-17-5p,hsa-mir-625-3p,2115,8545,1,0.0,0.0,0.0,0.083,0.091,0.0005,True,0.0018998582957056392
hsa-mir-20a-5p,hsa-mir-625-3p,2115,8545,1,0.0,0.0,0.0,0.3785,0.11,0.001,True,0.0035049959013669497
hsa-mir-424-5p,hsa-mir-625-3p,2115,91526,1,0.0,0.0,0.034,0.0495,0.5195,0.0005,True,0.0018998582957056392
hsa-mir-143-3p,hsa-mir-218-5p,2305,4609,1,0.0,0.0,0.0825,0.171,0.023,0.0065,True,0.01709215643906655
hsa-mir-135b-5p,hsa-mir-335-5p,2308,4174,-1,0.002,0.0025,0.2095,0.0145,0.017,0.004,True,0.011407506219129683
hsa-mir-130b-5p,hsa-mir-324-5p,2308,4846,1,0.0005,0.0005,0.003,0.0125,0.012,0.0015,True,0.004977086828859061
hsa-mir-130b-5p,hsa-mir-324-5p,2308,6402,1,0.0005,0.0005,0.003,0.074,0.0735,0.0025,True,0.00768582394092499
hsa-mir-130b-5p,hsa-mir-33a-3p,2308,901,1,0.0005,0.0,0.455,0.3665,0.05,0.0075,True,0.019221407743398672
hsa-mir-142-5p,hsa-mir-26b-3p,2309,5243,1,0.001,0.0,0.663,0.017,0.0175,0.002,True,0.006360127841765663
hsa-mir-16-2-3p,hsa-mir-424-5p,2551,8874,1,0.0,0.0025,0.0,0.0995,0.037,0.0,True,0.0
hsa-mir-130b-3p,hsa-mir-19b-3p,26959,29085,-1,0.0,0.0,0.0,0.062,0.0145,0.008,True,0.020273270435214406
hsa-mir-130b-3p,hsa-mir-590-5p,26959,29085,-1,0.0,0.0,0.0,0.046,0.015,0.0005,True,0.0018998582957056392
hsa-mir-130b-3p,hsa-mir-93-5p,26959,29085,-1,0.0,0.003,0.0,0.0685,0.25,0.0075,True,0.019221407743398672
hsa-mir-130b-5p,hsa-mir-590-5p,26959,29085,-1,0.0,0.0,0.0,0.299,0.0105,0.0005,True,0.0018998582957056392
hsa-mir-17-5p,hsa-mir-19b-3p,26959,29085,-1,0.0,0.0,0.0,0.0435,0.013,0.0075,True,0.019221407743398672
hsa-mir-17-5p,hsa-mir-20a-5p,26959,29085,-1,0.0,0.0005,0.0,0.0235,0.3845,0.0035,True,0.01018181233105934
hsa-mir-17-5p,hsa-mir-93-5p,26959,29085,-1,0.0,0.0015,0.0,0.03,0.254,0.0075,True,0.019221407743398672
hsa-mir-130b-3p,hsa-mir-130b-5p,26959,4282,-1,0.0,0.0,0.0,0.129,0.037,0.0095,True,0.023381989172033976
hsa-mir-130b-5p,hsa-mir-19b-3p,26959,4282,-1,0.0,0.0,0.0,0.0485,0.115,0.0065,True,0.01709215643906655
hsa-mir-130b-5p,hsa-mir-590-5p,26959,4282,-1,0.0,0.0,0.0,0.03,0.583,0.0025,True,0.00768582394092499
hsa-mir-130b-5p,hsa-mir-7-5p,26959,4282,-1,0.0,0.0,0.0,0.035,0.1705,0.0015,True,0.004977086828859061
hsa-mir-130b-5p,hsa-mir-96-5p,26959,4282,-1,0.0,0.0015,0.0,0.027,0.078,0.001,True,0.0035049959013669497
hsa-mir-17-5p,hsa-mir-590-5p,26959,4282,-1,0.0,0.0,0.0,0.015,0.5405,0.009,True,0.022356566386132395
hsa-mir-20a-5p,hsa-mir-93-5p,26959,4282,-1,0.0,0.001,0.0,0.0125,0.104,0.0095,True,0.023381989172033976
hsa-mir-93-5p,hsa-mir-96-5p,26959,4282,-1,0.005,0.0055,0.0,0.102,0.092,0.0025,True,0.00768582394092499
hsa-mir-106a-5p,hsa-mir-19b-3p,26959,9559,-1,0.0005,0.0,0.0495,0.268,0.032,0.0095,True,0.023381989172033976
hsa-mir-130b-5p,hsa-mir-19a-3p,26959,9559,-1,0.0,0.0,0.0,0.0925,0.037,0.0035,True,0.01018181233105934
hsa-mir-19a-3p,hsa-mir-19b-3p,26959,9559,-1,0.0,0.0,0.0,0.0245,0.0215,0.0095,True,0.023381989172033976
hsa-mir-148a-3p,hsa-mir-320b,27086,10096,-1,0.0,0.0015,0.0,0.5515,0.105,0.009,True,0.022356566386132395
hsa-mir-320b,hsa-mir-33a-5p,27086,1026,-1,0.0,0.0,0.0,0.4135,0.437,0.0055,True,0.014874228619292636
