miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna2_tf,mirna1mirna2_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-148a-3p,hsa-mir-7-2-3p,1316,2113,1,0.0075,0.0,0.318,0.096,0.0975,0.0005,True,0.004311272811272812
hsa-mir-7-5p,hsa-mir-96-5p,196,79750,1,0.0,0.0,0.0,0.037,0.0735,0.0075,True,0.03641895407831403
hsa-mir-193b-3p,hsa-mir-301b-3p,2099,10971,1,0.001,0.0,0.061,0.042,0.0575,0.0005,True,0.004311272811272812
hsa-mir-193b-3p,hsa-mir-20b-5p,2099,5979,1,0.002,0.0005,0.4955,0.0425,0.091,0.0,True,0.0
hsa-mir-20b-5p,hsa-mir-301b-3p,2099,8648,1,0.0,0.0,0.0,0.383,0.022,0.0035,True,0.020684689677010766
hsa-mir-138-1-3p,hsa-mir-148a-3p,3091,2113,1,0.0,0.0,0.0095,0.0385,0.0755,0.0015,True,0.010717936447166922
hsa-mir-148a-3p,hsa-mir-182-5p,3091,2113,1,0.0,0.0,0.0005,0.109,0.218,0.002,True,0.013431810003598417
hsa-mir-148a-3p,hsa-mir-96-5p,3091,2113,1,0.0,0.0,0.005,0.0595,0.0615,0.0005,True,0.004311272811272812
hsa-mir-616-5p,hsa-mir-935,3091,2305,1,0.0025,0.003,0.877,0.642,0.0245,0.0,True,0.0
hsa-mir-138-1-3p,hsa-mir-616-5p,3091,3304,1,0.0,0.0085,0.369,0.051,0.2015,0.005,True,0.026958688429871442
hsa-mir-138-5p,hsa-mir-616-5p,3091,3304,1,0.0,0.003,0.081,0.331,0.2135,0.0065,True,0.03282271374458874
hsa-mir-148a-3p,hsa-mir-338-3p,3091,3553,1,0.0,0.0,0.0895,0.0305,0.0205,0.0015,True,0.010717936447166922
hsa-mir-148a-3p,hsa-mir-20b-5p,3091,6556,1,0.0,0.0,0.0135,0.1555,0.0305,0.001,True,0.0077026413536937675
hsa-mir-363-3p,hsa-mir-96-5p,3516,2768,1,0.0,0.0,0.0105,0.3885,0.0115,0.009,True,0.041566815144766144
hsa-mir-363-3p,hsa-mir-424-5p,3659,6352,1,0.0,0.0,0.1715,0.1175,0.0225,0.0075,True,0.03641895407831403
hsa-mir-148a-3p,hsa-mir-301b-3p,4609,1633,1,0.001,0.0,0.0,0.269,0.0265,0.0,True,0.0
hsa-mir-138-5p,hsa-mir-301b-3p,4609,1979,1,0.0,0.0,0.0,0.046,0.0325,0.002,True,0.013431810003598417
hsa-mir-135a-5p,hsa-mir-138-5p,4609,26959,1,0.0,0.0,0.0,0.019,0.0535,0.0045,True,0.02493268517144129
hsa-mir-135a-5p,hsa-mir-7-5p,4609,272,1,0.0,0.0,0.0005,0.2165,0.7975,0.009,True,0.041566815144766144
hsa-mir-138-5p,hsa-mir-577,4609,3312,1,0.0,0.0005,0.0,0.3125,0.0665,0.0035,True,0.020684689677010766
hsa-mir-301b-3p,hsa-mir-7-5p,4609,356,1,0.0,0.0,0.0,0.031,0.056,0.0025,True,0.015889238889834838
hsa-mir-135a-5p,hsa-mir-138-5p,4609,3655,1,0.0,0.0,0.0,0.095,0.121,0.0,True,0.0
hsa-mir-138-5p,hsa-mir-577,4609,3655,1,0.0,0.0005,0.0,0.112,0.011,0.0065,True,0.03282271374458874
hsa-mir-138-5p,hsa-mir-33b-5p,4609,3930,1,0.0,0.0,0.1825,0.1415,0.302,0.006,True,0.030989622249896223
hsa-mir-301b-3p,hsa-mir-577,4609,4353,1,0.0,0.0005,0.0,0.042,0.0245,0.0075,True,0.03641895407831403
hsa-mir-148a-3p,hsa-mir-301b-3p,4609,4893,1,0.001,0.0,0.0,0.187,0.5665,0.0045,True,0.02493268517144129
