miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna2_tf,mirna1mirna2_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-135a-5p,hsa-mir-138-5p,4609,5728,1,0.0,0.0,0.0,0.1365,0.0605,0.0,True,0.0
hsa-mir-135a-5p,hsa-mir-138-5p,4609,640,1,0.0,0.0,0.0,0.0125,0.299,0.0,True,0.0
hsa-mir-138-5p,hsa-mir-148a-3p,4609,7298,1,0.0,0.0035,0.078,0.0615,0.1555,0.0005,True,0.004311272811272812
hsa-mir-138-5p,hsa-mir-301b-3p,4609,7486,1,0.0,0.0,0.0,0.4865,0.012,0.0075,True,0.03641895407831403
hsa-mir-301b-3p,hsa-mir-7-5p,4609,7486,1,0.0,0.0,0.0,0.0135,0.085,0.002,True,0.013431810003598417
hsa-mir-135a-5p,hsa-mir-138-5p,4609,8886,1,0.0,0.0,0.0,0.1115,0.182,0.001,True,0.0077026413536937675
hsa-mir-148a-3p,hsa-mir-182-5p,4790,467,1,0.0055,0.0005,0.089,0.104,0.016,0.005,True,0.026958688429871442
hsa-mir-148a-3p,hsa-mir-20b-5p,51341,8943,-1,0.003,0.0005,0.731,0.0445,0.0115,0.0,True,0.0
hsa-mir-410-3p,hsa-mir-889-3p,5451,57521,1,0.0055,0.001,0.164,0.2525,0.0205,0.0055,True,0.0289928682389493
hsa-mir-889-3p,hsa-mir-9-5p,5451,57521,1,0.001,0.0015,0.281,0.0275,0.037,0.0025,True,0.015889238889834838
hsa-mir-148a-3p,hsa-mir-7-5p,5966,2152,1,0.0075,0.0005,0.054,0.016,0.712,0.0025,True,0.015889238889834838
hsa-mir-148a-3p,hsa-mir-7-5p,5966,3553,1,0.0075,0.0005,0.054,0.031,0.0375,0.0,True,0.0
hsa-mir-363-3p,hsa-mir-424-5p,5966,6352,1,0.002,0.0025,0.6195,0.1175,0.0225,0.0075,True,0.03641895407831403
hsa-mir-148a-3p,hsa-mir-20b-5p,6667,2057,-1,0.0,0.0,0.5265,0.7925,0.1075,0.003,True,0.018294559712465283
hsa-mir-204-5p,hsa-mir-20b-5p,6667,2057,-1,0.0,0.0,0.115,0.1205,0.1105,0.0025,True,0.015889238889834838
hsa-mir-20b-5p,hsa-mir-7-5p,6667,3852,1,0.0,0.0035,0.007,0.296,0.0935,0.0015,True,0.010717936447166922
hsa-mir-204-5p,hsa-mir-96-5p,6667,4603,1,0.0,0.0,0.181,0.0545,0.042,0.004,True,0.02286143010258766
hsa-mir-127-5p,hsa-mir-96-5p,6667,7048,1,0.0015,0.0,0.7305,0.069,0.2335,0.003,True,0.018294559712465283
hsa-mir-20b-5p,hsa-mir-7-5p,6667,847,1,0.0,0.0035,0.007,0.0385,0.019,0.0005,True,0.004311272811272812
hsa-mir-188-3p,hsa-mir-20b-5p,6774,1588,1,0.0,0.0,0.0155,0.125,0.051,0.0,True,0.0
hsa-mir-148a-3p,hsa-mir-3065-3p,6774,3479,1,0.0,0.0,0.0305,0.1665,0.044,0.005,True,0.026958688429871442
hsa-mir-148a-3p,hsa-mir-20b-5p,6774,5008,1,0.0,0.0,0.229,0.0425,0.863,0.0,True,0.0
hsa-mir-424-5p,hsa-mir-616-5p,6934,22943,1,0.0,0.0,0.764,0.017,0.4835,0.0005,True,0.004311272811272812
hsa-mir-148a-3p,hsa-mir-221-5p,7003,10150,1,0.0,0.0,0.008,0.021,0.0995,0.009,True,0.041566815144766144
hsa-mir-148a-3p,hsa-mir-7-5p,7003,4154,1,0.0,0.0,0.001,0.0335,0.017,0.008,True,0.03817154544292471
hsa-mir-135a-5p,hsa-mir-138-5p,7764,200424,1,0.0,0.0,0.0095,0.622,0.453,0.005,True,0.026958688429871442
hsa-mir-338-5p,hsa-mir-96-5p,90993,6770,1,0.0,0.004,0.3645,0.436,0.241,0.009,True,0.041566815144766144
