miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna2_tf,mirna1mirna2_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-let-7a-3p,hsa-mir-182-5p,4205,23034,1,0.0,0.0025,0.2645,0.013,0.3105,0.006,True,0.026780416645339613
hsa-mir-148a-3p,hsa-mir-92a-1-5p,4205,23034,1,0.0,0.006,0.0095,0.041,0.02,0.003,True,0.01587935900937813
hsa-mir-17-5p,hsa-mir-21-3p,4205,23034,1,0.001,0.0,0.3245,0.019,0.0955,0.005,True,0.023416713660409788
hsa-let-7a-3p,hsa-mir-17-3p,4205,23085,1,0.0,0.0,0.0,0.0315,0.0145,0.0005,True,0.0037510861616552676
hsa-mir-132-3p,hsa-mir-3913-5p,4205,23112,1,0.0,0.0005,0.0,0.011,0.064,0.0005,True,0.0037510861616552676
hsa-mir-3913-5p,hsa-mir-92a-1-5p,4205,23112,1,0.0015,0.008,0.0235,0.0665,0.1975,0.001,True,0.006677502105827398
hsa-let-7a-3p,hsa-mir-132-3p,4205,23143,1,0.0,0.0,0.0,0.017,0.316,0.005,True,0.023416713660409788
hsa-mir-17-3p,hsa-mir-3065-3p,4205,23328,1,0.0,0.0,0.196,0.2265,0.033,0.0065,True,0.028436460554371
hsa-mir-21-3p,hsa-mir-340-5p,4205,23328,1,0.0,0.0,0.0,0.048,0.0155,0.0015,True,0.00926164766692629
hsa-mir-19b-1-5p,hsa-mir-92a-1-5p,4205,25937,1,0.0,0.003,0.043,0.0325,0.037,0.001,True,0.006677502105827398
hsa-mir-132-3p,hsa-mir-17-5p,4205,26034,1,0.0,0.002,0.071,0.0135,0.105,0.002,True,0.011619894729828769
hsa-mir-132-3p,hsa-mir-182-5p,4205,26034,1,0.0,0.006,0.469,0.013,0.0695,0.0035,True,0.01787491581012621
hsa-mir-132-3p,hsa-mir-19b-1-5p,4205,26034,1,0.0,0.0,0.002,0.0125,0.136,0.006,True,0.026780416645339613
hsa-mir-132-3p,hsa-mir-19b-3p,4205,26034,1,0.0,0.0,0.0135,0.0115,0.0365,0.0065,True,0.028436460554371
hsa-mir-132-3p,hsa-mir-21-3p,4205,26034,1,0.0,0.0,0.0015,0.0145,0.069,0.0095,True,0.037670603883406845
hsa-mir-132-3p,hsa-mir-21-5p,4205,26034,1,0.0,0.0,0.0,0.0295,0.014,0.0085,True,0.03471397292993631
hsa-mir-132-3p,hsa-mir-3613-5p,4205,26034,1,0.0,0.0,0.0335,0.0145,0.051,0.0015,True,0.00926164766692629
hsa-mir-148a-3p,hsa-mir-17-5p,4205,26034,1,0.0,0.0005,0.01,0.0395,0.108,0.0035,True,0.01787491581012621
hsa-mir-148a-3p,hsa-mir-19b-1-5p,4205,26034,1,0.0,0.0,0.002,0.0425,0.1315,0.007,True,0.03005911754567391
hsa-mir-148a-3p,hsa-mir-21-3p,4205,26034,1,0.0,0.0,0.003,0.038,0.0735,0.009,True,0.036198215026982145
hsa-mir-148a-3p,hsa-mir-362-3p,4205,26034,1,0.0,0.0005,0.0105,0.0325,0.0555,0.001,True,0.006677502105827398
hsa-mir-148a-3p,hsa-mir-628-5p,4205,26034,1,0.0,0.009,0.356,0.0605,0.0395,0.001,True,0.006677502105827398
hsa-mir-148a-3p,hsa-mir-92a-1-5p,4205,26034,1,0.0,0.006,0.0095,0.076,0.256,0.0055,True,0.02511300921562467
hsa-mir-19b-1-5p,hsa-mir-19b-3p,4205,26034,1,0.0,0.0005,0.0005,0.1435,0.0325,0.003,True,0.01587935900937813
hsa-mir-21-5p,hsa-mir-340-5p,4205,27333,1,0.0,0.0,0.0075,0.2095,0.0565,0.0,True,0.0
hsa-mir-17-5p,hsa-mir-340-5p,4205,3097,1,0.0015,0.0,0.38,0.884,0.179,0.009,True,0.036198215026982145
hsa-mir-132-3p,hsa-mir-92a-1-5p,4205,3688,1,0.0,0.009,0.0015,0.1055,0.0505,0.007,True,0.03005911754567391
hsa-mir-106b-5p,hsa-mir-3913-5p,4205,4052,1,0.007,0.001,0.147,0.057,0.017,0.0015,True,0.00926164766692629
hsa-mir-17-3p,hsa-mir-3065-3p,4205,4052,1,0.0,0.0,0.196,0.022,0.023,0.0045,True,0.021664968944099378
hsa-mir-17-3p,hsa-mir-3913-5p,4205,4052,1,0.0,0.0005,0.001,0.0295,0.016,0.0065,True,0.028436460554371
hsa-mir-19a-3p,hsa-mir-19b-3p,4205,4052,1,0.0,0.0,0.0,0.083,0.011,0.001,True,0.006677502105827398
hsa-mir-19a-3p,hsa-mir-3913-5p,4205,4052,1,0.0,0.001,0.0215,0.1005,0.0185,0.004,True,0.019795465508924266
hsa-mir-19b-1-5p,hsa-mir-3065-3p,4205,4052,1,0.0,0.0,0.3595,0.0595,0.0285,0.0065,True,0.028436460554371
hsa-mir-19b-1-5p,hsa-mir-92a-1-5p,4205,4052,1,0.0,0.003,0.043,0.067,0.5605,0.0055,True,0.02511300921562467
hsa-mir-21-3p,hsa-mir-3065-3p,4205,4052,1,0.0,0.0,0.005,0.228,0.019,0.002,True,0.011619894729828769
hsa-mir-21-5p,hsa-mir-3065-3p,4205,4052,1,0.0,0.0,0.008,0.2505,0.0215,0.0015,True,0.00926164766692629
hsa-mir-21-5p,hsa-mir-3913-5p,4205,4052,1,0.0,0.0005,0.0,0.2365,0.0195,0.0005,True,0.0037510861616552676
hsa-mir-3913-5p,hsa-mir-92a-1-5p,4205,4052,1,0.0015,0.008,0.0235,0.0215,0.423,0.0,True,0.0
hsa-mir-17-3p,hsa-mir-92a-1-5p,4205,4478,1,0.0,0.0035,0.1035,0.0405,0.077,0.007,True,0.03005911754567391
hsa-mir-106b-5p,hsa-mir-17-5p,4205,4627,1,0.0065,0.0045,0.2415,0.039,0.1415,0.0075,True,0.031661280952726745
hsa-mir-106b-5p,hsa-mir-19b-3p,4205,4627,1,0.008,0.0,0.194,0.018,0.0225,0.0,True,0.0
hsa-mir-106b-5p,hsa-mir-17-5p,4205,467,1,0.0065,0.0045,0.2415,0.685,0.024,0.009,True,0.036198215026982145
hsa-mir-17-5p,hsa-mir-19b-1-5p,4205,467,1,0.001,0.0,0.0,0.0245,0.306,0.009,True,0.036198215026982145
hsa-mir-182-5p,hsa-mir-21-3p,4205,467,1,0.0045,0.0,0.111,0.411,0.0795,0.0025,True,0.013825707128361238
hsa-mir-19b-1-5p,hsa-mir-3065-3p,4205,51199,1,0.0,0.0,0.3595,0.46,0.0125,0.0075,True,0.031661280952726745
hsa-mir-182-5p,hsa-mir-199a-3p,4205,51719,1,0.003,0.0,0.0375,0.1015,0.03,0.0035,True,0.01787491581012621
hsa-mir-182-5p,hsa-mir-21-3p,4205,51719,1,0.0045,0.0,0.111,0.2055,0.33,0.0,True,0.0
hsa-mir-182-5p,hsa-mir-3065-3p,4205,51719,1,0.0025,0.0,0.407,0.154,0.345,0.0005,True,0.0037510861616552676
hsa-mir-199a-3p,hsa-mir-3065-3p,4205,51719,1,0.0,0.0,0.0505,0.0275,0.432,0.0,True,0.0
hsa-mir-21-3p,hsa-mir-3613-5p,4205,51719,1,0.0,0.0,0.081,0.286,0.012,0.0,True,0.0
hsa-mir-21-3p,hsa-mir-340-5p,4205,5581,1,0.0,0.0,0.0,0.9655,0.1055,0.0,True,0.0
hsa-mir-17-3p,hsa-mir-19b-1-5p,4205,57157,1,0.0,0.0,0.001,0.093,0.1915,0.0045,True,0.021664968944099378
hsa-mir-142-3p,hsa-mir-21-5p,4205,64131,1,0.0,0.0,0.02,0.076,0.9415,0.009,True,0.036198215026982145
hsa-mir-199a-3p,hsa-mir-3065-3p,4205,64131,1,0.0,0.0,0.0505,0.1915,0.07,0.0075,True,0.031661280952726745
hsa-mir-182-5p,hsa-mir-21-3p,4205,6480,1,0.0045,0.0,0.111,0.0375,0.012,0.003,True,0.01587935900937813
hsa-mir-21-3p,hsa-mir-3065-3p,4205,687,1,0.0,0.0,0.005,0.126,0.171,0.0065,True,0.028436460554371
hsa-mir-340-5p,hsa-mir-362-3p,4205,687,1,0.0,0.0015,0.0065,0.014,0.524,0.0005,True,0.0037510861616552676
hsa-mir-3613-5p,hsa-mir-362-3p,4205,687,1,0.0,0.0005,0.002,0.021,0.538,0.008,True,0.033179329861358825
hsa-mir-132-3p,hsa-mir-182-5p,4205,6935,1,0.0,0.006,0.469,0.5345,0.2765,0.007,True,0.03005911754567391
hsa-mir-17-3p,hsa-mir-3065-3p,4205,6935,1,0.0,0.0,0.196,0.646,0.1255,0.0095,True,0.037670603883406845
hsa-mir-21-5p,hsa-mir-3613-5p,4205,6935,1,0.0,0.0,0.0025,0.059,0.0255,0.0075,True,0.031661280952726745
hsa-mir-199a-3p,hsa-mir-3065-3p,4205,7204,1,0.0,0.0,0.0505,0.027,0.1505,0.0005,True,0.0037510861616552676
hsa-mir-106b-5p,hsa-mir-3065-3p,4205,7405,1,0.007,0.0,0.5595,0.0205,0.052,0.009,True,0.036198215026982145
hsa-mir-132-3p,hsa-mir-182-5p,4205,7405,1,0.0,0.006,0.469,0.279,0.026,0.0065,True,0.028436460554371
hsa-mir-182-5p,hsa-mir-3065-3p,4205,7405,1,0.0025,0.0,0.407,0.042,0.057,0.0005,True,0.0037510861616552676
hsa-mir-199a-3p,hsa-mir-3065-3p,4205,7405,1,0.0,0.0,0.0505,0.017,0.055,0.0055,True,0.02511300921562467
hsa-mir-3065-3p,hsa-mir-92a-1-5p,4205,7405,1,0.0,0.007,0.0185,0.0675,0.465,0.0075,True,0.031661280952726745
hsa-mir-17-3p,hsa-mir-19b-3p,4205,79828,1,0.0,0.0,0.0,0.147,0.063,0.008,True,0.033179329861358825
hsa-mir-132-3p,hsa-mir-199a-3p,4205,8411,1,0.0,0.0,0.0,0.087,0.0175,0.0025,True,0.013825707128361238
hsa-mir-132-3p,hsa-mir-21-3p,4205,8411,1,0.0,0.0,0.0015,0.0475,0.1785,0.008,True,0.033179329861358825
hsa-mir-132-3p,hsa-mir-92a-1-5p,4205,8411,1,0.0,0.009,0.0015,0.0945,0.0305,0.0075,True,0.031661280952726745
hsa-mir-199a-3p,hsa-mir-3065-3p,4205,8411,1,0.0,0.0,0.0505,0.0125,0.2585,0.0,True,0.0
hsa-mir-148a-3p,hsa-mir-17-5p,4205,9734,1,0.0,0.0005,0.01,0.0145,0.0105,0.002,True,0.011619894729828769
hsa-mir-148a-3p,hsa-mir-19a-3p,4205,9734,1,0.0,0.0,0.017,0.0115,0.1745,0.0,True,0.0
hsa-mir-148a-3p,hsa-mir-19b-1-5p,4205,9734,1,0.0,0.0,0.002,0.021,0.1225,0.0,True,0.0
hsa-mir-148a-3p,hsa-mir-3913-5p,4205,9734,1,0.0,0.0015,0.0015,0.0135,0.0185,0.0,True,0.0
hsa-mir-148a-3p,hsa-mir-92a-1-5p,4205,9734,1,0.0,0.006,0.0095,0.016,0.1415,0.0,True,0.0
hsa-mir-17-3p,hsa-mir-19b-3p,4205,9734,1,0.0,0.0,0.0,0.0105,0.028,0.0005,True,0.0037510861616552676
hsa-mir-17-5p,hsa-mir-19b-3p,4205,9734,1,0.003,0.0,0.0,0.0125,0.03,0.0005,True,0.0037510861616552676
hsa-mir-19a-3p,hsa-mir-19b-3p,4205,9734,1,0.0,0.0,0.0,0.129,0.031,0.005,True,0.023416713660409788
hsa-mir-19b-1-5p,hsa-mir-19b-3p,4205,9734,1,0.0,0.0005,0.0005,0.0785,0.026,0.002,True,0.011619894729828769
hsa-mir-19b-1-5p,hsa-mir-3913-5p,4205,9734,1,0.0,0.0005,0.011,0.1075,0.0155,0.001,True,0.006677502105827398
hsa-mir-19b-3p,hsa-mir-3913-5p,4205,9734,1,0.0,0.0,0.0185,0.028,0.0135,0.0075,True,0.031661280952726745
hsa-mir-21-3p,hsa-mir-3913-5p,4205,9734,1,0.0,0.0015,0.0085,0.094,0.0275,0.001,True,0.006677502105827398
hsa-let-7a-3p,hsa-mir-362-3p,4205,9750,1,0.0,0.0,0.0,0.084,0.372,0.0035,True,0.01787491581012621
hsa-mir-132-3p,hsa-mir-199a-3p,4205,9750,1,0.0,0.0,0.0,0.2845,0.032,0.0005,True,0.0037510861616552676
hsa-mir-132-3p,hsa-mir-340-5p,4205,9750,1,0.0,0.0,0.0,0.275,0.04,0.007,True,0.03005911754567391
hsa-mir-199a-3p,hsa-mir-27b-3p,4205,9750,1,0.0,0.0,0.0035,0.0365,0.1305,0.002,True,0.011619894729828769
hsa-mir-142-3p,hsa-mir-21-3p,4205,9910,1,0.0,0.0,0.01,0.0215,0.0315,0.0005,True,0.0037510861616552676
hsa-mir-142-3p,hsa-mir-21-5p,4205,9910,1,0.0,0.0,0.02,0.019,0.2725,0.0015,True,0.00926164766692629
hsa-mir-21-3p,hsa-mir-21-5p,4205,9910,1,0.0,0.0,0.0,0.031,0.2855,0.0,True,0.0
hsa-mir-3065-3p,hsa-mir-3913-5p,4205,9910,1,0.0,0.0015,0.1395,0.4025,0.468,0.006,True,0.026780416645339613
hsa-mir-425-5p,hsa-mir-92a-3p,4208,10014,1,0.0005,0.0,0.6145,0.0505,0.3135,0.0005,True,0.0037510861616552676
hsa-mir-21-5p,hsa-mir-425-5p,4208,27086,1,0.0,0.0015,0.1105,0.0475,0.3145,0.0065,True,0.028436460554371
hsa-mir-29a-3p,hsa-mir-29b-3p,4208,3631,1,0.002,0.007,0.067,0.046,0.2325,0.0095,True,0.037670603883406845
hsa-mir-21-5p,hsa-mir-29a-3p,4208,3782,1,0.0,0.0025,0.295,0.0185,0.724,0.009,True,0.036198215026982145
hsa-mir-21-5p,hsa-mir-29b-3p,4208,3782,1,0.0,0.0055,0.096,0.017,0.117,0.003,True,0.01587935900937813
hsa-mir-21-5p,hsa-mir-34a-5p,4208,5305,1,0.0,0.005,0.073,0.241,0.0865,0.0015,True,0.00926164766692629
hsa-mir-21-5p,hsa-mir-589-3p,4208,5305,1,0.0,0.004,0.0525,0.2405,0.6555,0.0035,True,0.01787491581012621
hsa-mir-29a-3p,hsa-mir-34a-5p,4208,5305,1,0.0,0.0045,0.091,0.036,0.073,0.007,True,0.03005911754567391
hsa-mir-29b-3p,hsa-mir-589-3p,4208,83988,1,0.006,0.0075,0.951,0.034,0.272,0.0075,True,0.031661280952726745
hsa-mir-148a-3p,hsa-mir-21-5p,4211,23414,1,0.0,0.0,0.008,0.0105,0.049,0.0,True,0.0
hsa-mir-155-5p,hsa-mir-484,4211,4281,1,0.0,0.0015,0.322,0.0895,0.064,0.0045,True,0.021664968944099378
hsa-mir-484,hsa-mir-495-3p,4211,57608,1,0.0015,0.0,0.0755,0.1925,0.086,0.0065,True,0.028436460554371
hsa-mir-378a-3p,hsa-mir-378c,4212,4147,1,0.0,0.0,0.0,0.0125,0.026,0.0035,True,0.01787491581012621
hsa-mir-194-5p,hsa-mir-625-5p,4212,7026,1,0.005,0.0,0.014,0.0215,0.0455,0.003,True,0.01587935900937813
hsa-mir-378a-3p,hsa-mir-378c,4212,7026,1,0.0,0.0,0.0,0.0325,0.432,0.001,True,0.006677502105827398
hsa-mir-218-5p,hsa-mir-340-5p,4286,1513,1,0.0,0.0,0.0,0.2675,0.2955,0.0025,True,0.013825707128361238
hsa-mir-425-5p,hsa-mir-651-5p,4297,1027,1,0.0,0.0015,0.0285,0.0515,0.036,0.001,True,0.006677502105827398
hsa-mir-148a-3p,hsa-mir-21-3p,4297,2296,1,0.0,0.0,0.0,0.0125,0.135,0.0005,True,0.0037510861616552676
hsa-mir-148a-3p,hsa-mir-218-5p,4297,2296,1,0.0,0.0,0.0,0.015,0.014,0.005,True,0.023416713660409788
hsa-mir-148a-5p,hsa-mir-21-3p,4297,2296,1,0.0,0.0,0.0,0.09,0.124,0.003,True,0.01587935900937813
hsa-mir-148a-5p,hsa-mir-218-5p,4297,2296,1,0.0,0.0,0.0,0.0725,0.014,0.0085,True,0.03471397292993631
hsa-mir-148a-5p,hsa-mir-26a-2-3p,4297,2296,1,0.0,0.0,0.0,0.1065,0.011,0.0,True,0.0
hsa-mir-18a-5p,hsa-mir-218-5p,4297,2296,1,0.001,0.0,0.0195,0.123,0.0195,0.0045,True,0.021664968944099378
hsa-mir-20a-3p,hsa-mir-532-3p,4297,2296,1,0.0,0.0,0.0,0.1825,0.022,0.0005,True,0.0037510861616552676
hsa-mir-30c-2-3p,hsa-mir-874-3p,4297,2296,1,0.0,0.0,0.013,0.356,0.045,0.002,True,0.011619894729828769
hsa-mir-532-3p,hsa-mir-671-3p,4297,2296,1,0.0,0.0,0.0,0.0265,0.012,0.0065,True,0.028436460554371
hsa-mir-106b-5p,hsa-mir-615-3p,4601,116985,-1,0.0035,0.0,0.0065,0.099,0.012,0.0095,True,0.037670603883406845
hsa-mir-17-5p,hsa-mir-200b-3p,4601,140688,-1,0.0,0.0,0.327,0.655,0.0535,0.0045,True,0.021664968944099378
hsa-mir-200b-3p,hsa-mir-27a-5p,4601,140688,-1,0.0,0.0,0.086,0.064,0.0135,0.0065,True,0.028436460554371
hsa-mir-200b-3p,hsa-mir-27a-5p,4601,3146,-1,0.0,0.0,0.086,0.0415,0.0285,0.0055,True,0.02511300921562467
hsa-mir-106b-5p,hsa-mir-615-3p,4601,83855,-1,0.0035,0.0,0.0065,0.0165,0.0425,0.0025,True,0.013825707128361238
hsa-mir-200b-3p,hsa-mir-615-3p,4601,8566,-1,0.0,0.0,0.4425,0.0165,0.0865,0.0035,True,0.01787491581012621
hsa-mir-27a-5p,hsa-mir-511-5p,4601,8566,-1,0.0,0.0,0.018,0.059,0.6215,0.0035,True,0.01787491581012621
hsa-mir-27a-5p,hsa-mir-615-3p,4601,9564,-1,0.0,0.0,0.001,0.0565,0.0105,0.0025,True,0.013825707128361238
hsa-let-7c-5p,hsa-mir-145-5p,4609,6157,1,0.0,0.0,0.0005,0.1145,0.012,0.0,True,0.0
hsa-mir-30c-2-3p,hsa-mir-505-5p,467,27044,-1,0.0,0.003,0.017,0.0525,0.056,0.007,True,0.03005911754567391
hsa-mir-15b-5p,hsa-mir-421,4779,10404,1,0.0025,0.007,0.817,0.0145,0.157,0.006,True,0.026780416645339613
hsa-mir-22-3p,hsa-mir-22-5p,4779,10404,1,0.001,0.0,0.0075,0.496,0.0235,0.005,True,0.023416713660409788
hsa-mir-503-5p,hsa-mir-766-3p,4779,10404,1,0.0,0.0,0.0,0.0165,0.024,0.0075,True,0.031661280952726745
hsa-mir-2110,hsa-mir-532-3p,4779,395,1,0.003,0.0,0.0005,0.0135,0.028,0.002,True,0.011619894729828769
hsa-mir-2110,hsa-mir-629-3p,4779,395,1,0.0035,0.0,0.0415,0.017,0.014,0.004,True,0.019795465508924266
hsa-mir-15b-5p,hsa-mir-421,4779,54828,1,0.0025,0.007,0.817,0.615,0.15,0.0015,True,0.00926164766692629
hsa-mir-1307-3p,hsa-mir-183-5p,4779,57142,1,0.0,0.0,0.0005,0.43,0.033,0.0005,True,0.0037510861616552676
hsa-mir-181b-5p,hsa-mir-183-5p,4779,57142,1,0.0015,0.0,0.0045,0.1795,0.0405,0.0,True,0.0
hsa-mir-183-5p,hsa-mir-218-5p,4779,57142,1,0.0,0.0005,0.046,0.0135,0.672,0.0,True,0.0
hsa-mir-183-5p,hsa-mir-324-3p,4779,57142,1,0.0,0.0,0.0,0.027,0.2475,0.0,True,0.0
hsa-mir-183-5p,hsa-mir-379-5p,4779,57142,1,0.0,0.0,0.001,0.031,0.875,0.0035,True,0.01787491581012621
hsa-mir-183-5p,hsa-mir-766-3p,4779,57142,1,0.0,0.0,0.012,0.0335,0.302,0.0,True,0.0
hsa-mir-2110,hsa-mir-324-3p,4779,57142,1,0.001,0.0,0.005,0.271,0.253,0.001,True,0.006677502105827398
hsa-mir-2110,hsa-mir-455-3p,4779,57142,1,0.0025,0.0,0.0,0.372,0.72,0.0045,True,0.021664968944099378
hsa-mir-2110,hsa-mir-766-3p,4779,57142,1,0.0,0.0,0.0005,0.355,0.2775,0.006,True,0.026780416645339613
hsa-mir-2110,hsa-mir-92a-1-5p,4779,57623,1,0.002,0.0,0.0,0.046,0.0765,0.008,True,0.033179329861358825
hsa-mir-181a-5p,hsa-mir-629-3p,4779,63971,1,0.0015,0.0,0.0025,0.019,0.0395,0.004,True,0.019795465508924266
hsa-mir-181b-5p,hsa-mir-629-3p,4779,63971,1,0.002,0.0005,0.0065,0.1755,0.048,0.0015,True,0.00926164766692629
hsa-mir-17-3p,hsa-mir-92a-1-5p,4779,7003,1,0.0,0.0,0.155,0.1765,0.0135,0.008,True,0.033179329861358825
hsa-mir-15b-5p,hsa-mir-17-5p,4779,7296,1,0.0015,0.0,0.0075,0.0785,0.1,0.0075,True,0.031661280952726745
hsa-mir-17-5p,hsa-mir-629-3p,4779,7296,1,0.0,0.0,0.155,0.097,0.0205,0.0025,True,0.013825707128361238
hsa-mir-181a-5p,hsa-mir-181b-5p,4779,8644,1,0.0,0.0025,0.0025,0.136,0.1045,0.0055,True,0.02511300921562467
hsa-mir-183-5p,hsa-mir-629-3p,4779,8644,1,0.0,0.0,0.407,0.0175,0.11,0.006,True,0.026780416645339613
hsa-mir-17-5p,hsa-mir-30b-3p,4780,7296,1,0.0,0.0,0.352,0.066,0.061,0.0055,True,0.02511300921562467
hsa-mir-18a-5p,hsa-mir-30b-3p,4780,7296,1,0.0,0.0005,0.062,0.0215,0.0775,0.0045,True,0.021664968944099378
hsa-mir-18a-5p,hsa-mir-505-3p,4780,7296,1,0.0,0.0,0.2075,0.0105,0.049,0.0085,True,0.03471397292993631
hsa-mir-223-5p,hsa-mir-324-3p,4782,2670,1,0.0,0.0005,0.0,0.401,0.0655,0.005,True,0.023416713660409788
hsa-mir-424-5p,hsa-mir-450b-5p,4782,2670,1,0.0,0.0,0.0,0.0115,0.0715,0.002,True,0.011619894729828769
hsa-mir-432-5p,hsa-mir-450b-5p,4782,2670,1,0.0,0.0,0.0,0.014,0.077,0.001,True,0.006677502105827398
hsa-mir-181a-2-3p,hsa-mir-342-5p,4782,6517,1,0.0065,0.0,0.425,0.4535,0.017,0.006,True,0.026780416645339613
hsa-mir-2110,hsa-mir-625-5p,4782,6517,1,0.0065,0.0015,0.4655,0.057,0.02,0.0025,True,0.013825707128361238
hsa-mir-182-5p,hsa-mir-9-3p,4790,2277,1,0.0,0.0,0.0005,0.0465,0.123,0.0005,True,0.0037510861616552676
hsa-mir-182-5p,hsa-mir-9-5p,4790,2277,1,0.001,0.0005,0.0,0.047,0.18,0.001,True,0.006677502105827398
hsa-mir-182-5p,hsa-mir-9-3p,4790,5155,1,0.0,0.0,0.0005,0.024,0.1375,0.007,True,0.03005911754567391
hsa-mir-182-5p,hsa-mir-9-5p,4790,7128,1,0.001,0.0005,0.0,0.128,0.021,0.001,True,0.006677502105827398
hsa-mir-182-5p,hsa-mir-301a-3p,4790,7185,1,0.0005,0.0075,0.01,0.2245,0.2975,0.0085,True,0.03471397292993631
hsa-mir-9-3p,hsa-mir-9-5p,4790,7450,1,0.0,0.0,0.0,0.04,0.024,0.0025,True,0.013825707128361238
hsa-mir-182-5p,hsa-mir-301a-3p,4790,8837,1,0.0005,0.0075,0.01,0.084,0.0175,0.009,True,0.036198215026982145
hsa-mir-182-5p,hsa-mir-508-3p,4790,959,1,0.001,0.002,0.1745,0.013,0.208,0.0095,True,0.037670603883406845
hsa-mir-136-5p,hsa-mir-21-3p,4801,7405,1,0.002,0.0,0.191,0.0305,0.771,0.0045,True,0.021664968944099378
hsa-mir-223-3p,hsa-mir-653-5p,5080,5460,1,0.0,0.0,0.0325,0.1255,0.0115,0.0045,True,0.021664968944099378
hsa-mir-125b-5p,hsa-mir-130a-3p,51341,3856,-1,0.0045,0.0,0.003,0.027,0.036,0.0055,True,0.02511300921562467
hsa-mir-130b-3p,hsa-mir-744-3p,51341,4861,-1,0.0,0.0005,0.0,0.1245,0.0145,0.0005,True,0.0037510861616552676
hsa-mir-342-5p,hsa-mir-940,51341,4861,-1,0.003,0.0015,0.179,0.024,0.0285,0.0025,True,0.013825707128361238
hsa-mir-1468-5p,hsa-mir-186-5p,51341,57491,-1,0.0,0.002,0.1305,0.011,0.0815,0.0035,True,0.01787491581012621
hsa-mir-186-5p,hsa-mir-188-3p,51341,57491,-1,0.0055,0.0065,0.5,0.0575,0.044,0.0095,True,0.037670603883406845
hsa-mir-301a-3p,hsa-mir-940,51341,57491,-1,0.0,0.0005,0.0065,0.236,0.188,0.004,True,0.019795465508924266
hsa-mir-10b-5p,hsa-mir-188-3p,51341,8938,-1,0.0065,0.0055,0.0115,0.0845,0.041,0.0015,True,0.00926164766692629
hsa-mir-130b-3p,hsa-mir-188-3p,51341,8938,-1,0.0005,0.0035,0.205,0.33,0.0255,0.0045,True,0.021664968944099378
hsa-mir-188-3p,hsa-mir-744-3p,51341,8938,-1,0.007,0.0015,0.0515,0.046,0.052,0.0045,True,0.021664968944099378
hsa-mir-125b-5p,hsa-mir-181a-5p,5241,2099,1,0.0,0.0,0.001,0.5655,0.0145,0.006,True,0.026780416645339613
hsa-mir-185-5p,hsa-mir-338-3p,5451,2796,1,0.0,0.0,0.0,0.026,0.0415,0.0055,True,0.02511300921562467
hsa-mir-186-5p,hsa-mir-199a-5p,5451,2796,1,0.0,0.0015,0.0015,0.0215,0.011,0.0,True,0.0
hsa-mir-186-5p,hsa-mir-34a-5p,5451,2796,1,0.001,0.0,0.0175,0.0165,0.0145,0.0015,True,0.00926164766692629
hsa-mir-484,hsa-mir-539-5p,5451,2796,1,0.0045,0.0,0.14,0.145,0.015,0.0005,True,0.0037510861616552676
hsa-mir-500a-5p,hsa-mir-501-3p,5451,2796,1,0.009,0.0025,0.0015,0.295,0.0145,0.0045,True,0.021664968944099378
hsa-mir-125b-5p,hsa-mir-501-3p,5451,50484,1,0.0,0.003,0.0095,0.3455,0.0415,0.0015,True,0.00926164766692629
hsa-mir-338-3p,hsa-mir-501-3p,5451,7412,-1,0.0,0.0005,0.328,0.013,0.0145,0.0005,True,0.0037510861616552676
hsa-mir-125b-5p,hsa-mir-29b-2-5p,5465,3157,1,0.006,0.001,0.0455,0.4445,0.049,0.0015,True,0.00926164766692629
hsa-mir-27b-3p,hsa-mir-500b-5p,5468,9429,1,0.0,0.0,0.0195,0.0495,0.5625,0.001,True,0.006677502105827398
hsa-mir-190a-5p,hsa-mir-940,55145,9917,1,0.0,0.001,0.093,0.013,0.3845,0.003,True,0.01587935900937813
hsa-mir-136-5p,hsa-mir-483-5p,55810,5926,1,0.0,0.0085,0.0055,0.011,0.0155,0.0,True,0.0
hsa-mir-136-5p,hsa-mir-34a-5p,55810,987,1,0.0,0.0,0.0345,0.717,0.492,0.0085,True,0.03471397292993631
hsa-mir-22-3p,hsa-mir-324-5p,5970,6347,1,0.005,0.0005,0.001,0.0225,0.038,0.0,True,0.0
hsa-mir-324-5p,hsa-mir-874-3p,5970,6347,1,0.0005,0.0,0.002,0.0265,0.043,0.001,True,0.006677502105827398
hsa-mir-431-3p,hsa-mir-874-3p,5970,6347,1,0.0005,0.0,0.587,0.0215,0.052,0.005,True,0.023416713660409788
hsa-mir-22-3p,hsa-mir-324-5p,5970,664,-1,0.005,0.0005,0.001,0.0355,0.0305,0.006,True,0.026780416645339613
hsa-mir-22-3p,hsa-mir-431-3p,5970,664,-1,0.0045,0.0,0.005,0.0505,0.043,0.0005,True,0.0037510861616552676
hsa-mir-324-5p,hsa-mir-431-3p,5970,664,-1,0.0015,0.0,0.1345,0.0245,0.032,0.0,True,0.0
hsa-mir-149-5p,hsa-mir-9-5p,604,7260,-1,0.0005,0.005,0.0035,0.0165,0.3615,0.001,True,0.006677502105827398
hsa-mir-22-5p,hsa-mir-30b-3p,604,863,-1,0.006,0.0015,0.082,0.0195,0.133,0.0,True,0.0
