"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna2_tf","mirna1mirna2_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-181b-5p","hsa-mir-590-3p",6774,"STAT3",604,"BCL6",1,0.003,0,0.1105,0.0515,0.0335,0.0075,0.0316612809527267
"hsa-mir-34a-5p","hsa-mir-362-3p",6774,"STAT3",604,"BCL6",1,0.0015,0,0.042,0.3405,0.015,0.003,0.0158793590093781
"hsa-mir-20a-3p","hsa-mir-501-3p",6774,"STAT3",604,"BCL6",1,0,0,5e-04,0.079,0.0215,0.001,0.00667750210582739
"hsa-mir-21-5p","hsa-mir-501-3p",6774,"STAT3",604,"BCL6",1,5e-04,0,0,0.02,0.028,0.006,0.0267804166453396
"hsa-mir-181a-5p","hsa-mir-20a-3p",6774,"STAT3",604,"BCL6",1,0.0045,0,0.0195,0.0255,0.057,0.0095,0.0376706038834068
"hsa-mir-181b-5p","hsa-mir-21-5p",6774,"STAT3",604,"BCL6",1,0.0095,0,0.0135,0.0685,0.0185,0.002,0.0116198947298288
"hsa-mir-17-5p","hsa-mir-181a-5p",6774,"STAT3",604,"BCL6",1,0,0.0045,0.081,0.329,0.05,0.001,0.00667750210582739
"hsa-mir-181b-5p","hsa-mir-34a-5p",6774,"STAT3",604,"BCL6",1,0.0085,0.0015,0.1795,0.043,0.41,0.006,0.0267804166453396
"hsa-mir-18a-5p","hsa-mir-362-3p",6774,"STAT3",604,"BCL6",1,0,0,0.0045,0.144,0.0155,0.0035,0.0178749158101262
"hsa-mir-22-3p","hsa-mir-431-3p",5970,"RELA",664,"BNIP3",-1,0.0045,0,0.005,0.0505,0.043,5e-04,0.00375108616165526
"hsa-mir-324-5p","hsa-mir-431-3p",5970,"RELA",664,"BNIP3",-1,0.0015,0,0.1345,0.0245,0.032,0,0
"hsa-mir-22-3p","hsa-mir-324-5p",5970,"RELA",664,"BNIP3",-1,0.005,5e-04,0.001,0.0355,0.0305,0.006,0.0267804166453396
"hsa-mir-199a-5p","hsa-mir-199b-5p",3091,"HIF1A",665,"BNIP3L",1,5e-04,5e-04,0.0055,0.1195,0.1445,0.003,0.0158793590093781
"hsa-mir-340-5p","hsa-mir-362-3p",4205,"MEF2A",687,"KLF9",1,0,0.0015,0.0065,0.014,0.524,5e-04,0.00375108616165526
"hsa-mir-21-3p","hsa-mir-3065-3p",4205,"MEF2A",687,"KLF9",1,0,0,0.005,0.126,0.171,0.0065,0.028436460554371
"hsa-mir-3613-5p","hsa-mir-362-3p",4205,"MEF2A",687,"KLF9",1,0,5e-04,0.002,0.021,0.538,0.008,0.0331793298613588
"hsa-mir-186-5p","hsa-mir-532-3p",7003,"TEAD1",781,"CACNA2D1",1,0,0,0.088,0.14,0.1285,0,0
"hsa-mir-18a-5p","hsa-mir-29a-3p",2099,"ESR1",824,"CAPN2",1,0,0.003,0.878,0.0835,0.023,0.005,0.0234167136604098
"hsa-mir-17-5p","hsa-mir-19b-3p",2099,"ESR1",824,"CAPN2",1,0,5e-04,0,0.338,0.011,0.002,0.0116198947298288
"hsa-mir-27a-5p","hsa-mir-340-5p",4089,"SMAD4",862,"RUNX1T1",1,0,0,5e-04,0.1075,0.0245,0.0075,0.0316612809527267
"hsa-mir-20b-5p","hsa-mir-338-3p",4089,"SMAD4",862,"RUNX1T1",1,5e-04,0,0.0115,0.7315,0.0205,0.0095,0.0376706038834068
"hsa-mir-34a-5p","hsa-mir-486-5p",4089,"SMAD4",862,"RUNX1T1",1,0,0.006,0.0515,0.011,0.177,0.0065,0.028436460554371
"hsa-mir-106a-5p","hsa-mir-338-3p",4089,"SMAD4",862,"RUNX1T1",1,5e-04,0,0.11,0.038,0.028,0.0025,0.0138257071283612
"hsa-mir-22-5p","hsa-mir-30b-3p",604,"BCL6",863,"CBFA2T3",-1,0.006,0.0015,0.082,0.0195,0.133,0,0
"hsa-mir-33b-5p","hsa-mir-500a-5p",7182,"NR2C2",889,"KRIT1",1,0.002,0,0.005,0.2835,0.043,0.0075,0.0316612809527267
"hsa-mir-2110","hsa-mir-223-5p",367,"AR",901,"CCNG2",1,0,0,0.192,0.452,0.021,0.003,0.0158793590093781
"hsa-mir-223-5p","hsa-mir-381-3p",367,"AR",901,"CCNG2",1,0,0,0.0725,0.016,0.148,0.004,0.0197954655089243
"hsa-mir-1-3p","hsa-mir-145-5p",2113,"ETS1",915,"CD3D",1,0,5e-04,0.0015,0.078,0.016,0.006,0.0267804166453396
"hsa-mir-1307-3p","hsa-mir-301a-3p",3659,"IRF1",958,"CD40",1,0.007,0.0045,0.0115,0.019,0.4085,0.0055,0.0251130092156247
"hsa-mir-182-5p","hsa-mir-508-3p",4790,"NFKB1",959,"CD40LG",1,0.001,0.002,0.1745,0.013,0.208,0.0095,0.0376706038834068
"hsa-mir-136-5p","hsa-mir-34a-5p",55810,"FOXJ2",987,"LRBA",1,0,0,0.0345,0.717,0.492,0.0085,0.0347139729299363
"hsa-mir-181b-5p","hsa-mir-3065-3p",6774,"STAT3",1026,"CDKN1A",1,0.007,0,0.068,0.7325,0.1135,0.001,0.00667750210582739
"hsa-mir-181b-5p","hsa-mir-182-5p",6774,"STAT3",1026,"CDKN1A",1,0.0045,0.006,0.013,0.778,0.026,0,0
"hsa-mir-214-3p","hsa-mir-3065-3p",6774,"STAT3",1026,"CDKN1A",1,0.0045,0,0.045,0.0415,0.0905,0,0
"hsa-mir-181a-5p","hsa-mir-214-3p",6774,"STAT3",1026,"CDKN1A",1,0.001,0.002,0.0975,0.7875,0.0415,0.0025,0.0138257071283612
"hsa-mir-425-5p","hsa-mir-651-5p",4297,"KMT2A",1027,"CDKN1B",1,0,0.0015,0.0285,0.0515,0.036,0.001,0.00667750210582739
"hsa-mir-130b-5p","hsa-mir-21-5p",2308,"FOXO1",1028,"CDKN1C",1,0.0075,0,0.112,0.4435,0.15,0,0
"hsa-mir-221-5p","hsa-mir-34c-5p",4089,"SMAD4",1030,"CDKN2B",1,0,0.0085,0.0575,0.016,0.1465,0.0035,0.0178749158101262
"hsa-mir-146a-5p","hsa-mir-221-5p",4089,"SMAD4",1030,"CDKN2B",1,0,0,0.0195,0.072,0.012,0.0025,0.0138257071283612
"hsa-mir-19b-1-5p","hsa-mir-27a-5p",4089,"SMAD4",1030,"CDKN2B",1,0.001,0,0.0315,0.1055,0.0845,0.001,0.00667750210582739
"hsa-mir-27a-5p","hsa-mir-92a-3p",4089,"SMAD4",1030,"CDKN2B",1,0,0,0.005,0.0295,0.0445,0.0025,0.0138257071283612
"hsa-mir-20a-5p","hsa-mir-92a-3p",4089,"SMAD4",1030,"CDKN2B",1,0.0095,0,0.073,0.841,0.0395,0.005,0.0234167136604098
"hsa-mir-17-5p","hsa-mir-324-3p",4089,"SMAD4",1294,"COL7A1",1,0,0,0.0485,0.0875,0.1235,0.0055,0.0251130092156247
"hsa-mir-183-5p","hsa-mir-324-3p",4089,"SMAD4",1294,"COL7A1",1,0,0,0.0165,0.013,0.109,0.0085,0.0347139729299363
"hsa-mir-19b-3p","hsa-mir-92a-3p",4089,"SMAD4",1294,"COL7A1",1,0,0,5e-04,0.016,0.0275,0.003,0.0158793590093781
"hsa-mir-130b-3p","hsa-mir-324-3p",4089,"SMAD4",1294,"COL7A1",1,0,0,0,0.3775,0.1245,0.0035,0.0178749158101262
"hsa-mir-125a-3p","hsa-mir-92a-3p",4089,"SMAD4",1294,"COL7A1",1,0,0,0.0085,0.0115,0.0425,0.009,0.0361982150269821
"hsa-mir-130a-3p","hsa-mir-144-5p",4089,"SMAD4",1294,"COL7A1",1,0,0.0075,0.0365,0.0635,0.0375,0.006,0.0267804166453396
"hsa-mir-616-5p","hsa-mir-92a-3p",4089,"SMAD4",1294,"COL7A1",1,5e-04,0,0.1805,0.0215,0.031,0.0015,0.00926164766692629
"hsa-mir-130a-3p","hsa-mir-182-5p",4089,"SMAD4",1294,"COL7A1",1,0,0.001,0.004,0.1045,0.018,0.002,0.0116198947298288
"hsa-mir-218-5p","hsa-mir-340-5p",4286,"MITF",1513,"CTSK",1,0,0,0,0.2675,0.2955,0.0025,0.0138257071283612
"hsa-mir-29a-3p","hsa-mir-29b-3p",6667,"SP1",1577,"CYP3A5",1,0.002,5e-04,0.2545,0.2775,0.025,0.007,0.0300591175456739
"hsa-mir-16-1-3p","hsa-mir-34a-5p",7003,"TEAD1",1607,"DGKB",1,0.001,0,0.003,0.1835,0.0195,0.007,0.0300591175456739
"hsa-mir-16-1-3p","hsa-mir-29a-3p",6667,"SP1",1633,"DCK",1,0.0065,5e-04,0.298,0.0875,0.0745,0.0025,0.0138257071283612
"hsa-mir-10b-5p","hsa-mir-424-5p",144455,"E2F7",1786,"DNMT1",1,0.0015,0.005,0.003,0.0445,0.105,0.009,0.0361982150269821
"hsa-mir-17-5p","hsa-mir-454-3p",2099,"ESR1",1950,"EGF",1,5e-04,0,0.1775,0.1185,0.188,0.0035,0.0178749158101262
"hsa-mir-19a-3p","hsa-mir-19b-3p",2099,"ESR1",1950,"EGF",1,0,5e-04,0,0.087,0.0125,0.0015,0.00926164766692629
"hsa-mir-17-5p","hsa-mir-19a-3p",2099,"ESR1",1950,"EGF",1,0,0,0,0.095,0.0505,0,0
"hsa-mir-142-5p","hsa-mir-148a-3p",7528,"YY1",1956,"EGFR",1,0,0.003,0.008,0.154,0.095,0.0045,0.0216649689440994
"hsa-mir-148a-3p","hsa-mir-1976",7528,"YY1",1956,"EGFR",1,0.002,0,0.0175,0.107,0.4915,0.0025,0.0138257071283612
"hsa-mir-148a-3p","hsa-mir-299-5p",7003,"TEAD1",2009,"EML1",1,0,0,0.0835,0.061,0.235,0.003,0.0158793590093781
"hsa-mir-148a-3p","hsa-mir-34a-5p",7003,"TEAD1",2009,"EML1",1,0,0,0.0015,0.0535,0.039,0.004,0.0197954655089243
"hsa-let-7a-3p","hsa-mir-34a-5p",7003,"TEAD1",2009,"EML1",1,0.001,0,0.0015,0.11,0.0485,0.001,0.00667750210582739
"hsa-mir-148a-3p","hsa-mir-185-5p",7003,"TEAD1",2009,"EML1",1,0,0,0.3155,0.072,0.031,0.0035,0.0178749158101262
"hsa-mir-185-5p","hsa-mir-503-5p",7003,"TEAD1",2009,"EML1",1,0,0.0035,0.585,0.0355,0.024,0.002,0.0116198947298288
"hsa-mir-218-5p","hsa-mir-503-5p",7003,"TEAD1",2009,"EML1",1,0,0.0055,0.0225,0.011,0.0265,5e-04,0.00375108616165526
"hsa-mir-148a-3p","hsa-mir-503-5p",7003,"TEAD1",2009,"EML1",1,0,0.006,0.0115,0.0895,0.03,5e-04,0.00375108616165526
"hsa-mir-34a-5p","hsa-mir-503-5p",7003,"TEAD1",2009,"EML1",1,0,0.005,0,0.04,0.0325,0.009,0.0361982150269821
"hsa-mir-34a-5p","hsa-mir-450b-5p",7003,"TEAD1",2009,"EML1",1,0,0,0.0125,0.0555,0.014,0.004,0.0197954655089243
"hsa-mir-148a-3p","hsa-mir-450b-5p",7003,"TEAD1",2009,"EML1",1,0,0,0.5025,0.064,0.014,0,0
"hsa-mir-19a-3p","hsa-mir-19b-3p",26959,"HBP1",2067,"ERCC1",-1,0,0,0.04,0.2175,0.0115,0.002,0.0116198947298288
"hsa-mir-125b-5p","hsa-mir-181a-5p",5241,"PGR",2099,"ESR1",1,0,0,0.001,0.5655,0.0145,0.006,0.0267804166453396
"hsa-mir-340-5p","hsa-mir-940",6774,"STAT3",2100,"ESR2",1,0,5e-04,0.464,0.049,0.0275,0.005,0.0234167136604098
"hsa-mir-19b-3p","hsa-mir-22-3p",6777,"STAT5B",2100,"ESR2",1,0,0,0,0.0215,0.015,0,0
"hsa-mir-148a-3p","hsa-mir-501-3p",6774,"STAT3",2100,"ESR2",1,5e-04,0,0,0.037,0.0375,5e-04,0.00375108616165526
"hsa-mir-19a-3p","hsa-mir-22-3p",6777,"STAT5B",2100,"ESR2",1,0,0,0.002,0.093,0.014,0.002,0.0116198947298288
"hsa-mir-340-5p","hsa-mir-501-3p",6774,"STAT3",2100,"ESR2",1,0,0,0,0.046,0.0345,0,0
"hsa-mir-15b-5p","hsa-mir-340-5p",6774,"STAT3",2100,"ESR2",1,0.0035,0,0,0.1175,0.048,0.0015,0.00926164766692629
"hsa-mir-146b-5p","hsa-mir-22-3p",6777,"STAT5B",2100,"ESR2",1,0,0,5e-04,0.0225,0.0125,0.0025,0.0138257071283612
"hsa-mir-106b-5p","hsa-mir-18a-5p",6774,"STAT3",2120,"ETV6",1,0,0,0,0.0235,0.3245,0,0
"hsa-mir-17-5p","hsa-mir-214-3p",6774,"STAT3",2120,"ETV6",1,0,0.002,0.021,0.14,0.046,0.0035,0.0178749158101262
"hsa-mir-20a-3p","hsa-mir-362-3p",6774,"STAT3",2120,"ETV6",1,0,0,0.012,0.447,0.0135,0.0025,0.0138257071283612
"hsa-mir-17-3p","hsa-mir-590-3p",6774,"STAT3",2120,"ETV6",1,0,0,0.023,0.2955,0.338,0.0015,0.00926164766692629
"hsa-mir-106b-5p","hsa-mir-182-5p",6774,"STAT3",2120,"ETV6",1,0,0.007,0.1675,0.018,0.117,0.0025,0.0138257071283612
"hsa-mir-15b-5p","hsa-mir-182-5p",6774,"STAT3",2120,"ETV6",1,0.0035,0.006,0.081,0.1785,0.1245,0,0
"hsa-mir-106b-5p","hsa-mir-340-5p",6774,"STAT3",2120,"ETV6",1,0,0,0.038,0.0105,0.0195,0.008,0.0331793298613588
"hsa-mir-20a-3p","hsa-mir-590-3p",6774,"STAT3",2120,"ETV6",1,0,0,0.2415,0.4825,0.287,0.007,0.0300591175456739
"hsa-mir-20a-5p","hsa-mir-501-3p",6774,"STAT3",2120,"ETV6",1,5e-04,0,5e-04,0.072,0.0105,0.005,0.0234167136604098
"hsa-mir-17-3p","hsa-mir-340-5p",6774,"STAT3",2120,"ETV6",1,0,0,0.013,0.29,0.012,0.0035,0.0178749158101262
"hsa-mir-18a-5p","hsa-mir-362-3p",6774,"STAT3",2120,"ETV6",1,0,0,0.0045,0.2785,0.0185,0.0015,0.00926164766692629
"hsa-mir-15b-5p","hsa-mir-214-3p",6774,"STAT3",2120,"ETV6",1,0.006,0.0025,0.051,0.2255,0.0595,0.001,0.00667750210582739
"hsa-mir-17-3p","hsa-mir-214-3p",6774,"STAT3",2120,"ETV6",1,0,0.003,0.0025,0.3015,0.05,0.004,0.0197954655089243
"hsa-mir-17-5p","hsa-mir-362-3p",6774,"STAT3",2120,"ETV6",1,0,0,0.0215,0.1575,0.0145,0.0085,0.0347139729299363
"hsa-mir-424-5p","hsa-mir-874-3p",6774,"STAT3",2120,"ETV6",1,0,0,0,0.135,0.011,5e-04,0.00375108616165526
"hsa-mir-106b-5p","hsa-mir-17-5p",6774,"STAT3",2120,"ETV6",1,0,0,0.003,0.011,0.145,0,0
"hsa-mir-20a-3p","hsa-mir-424-5p",6774,"STAT3",2120,"ETV6",1,0,0,0,0.487,0.1705,0,0
"hsa-mir-214-3p","hsa-mir-424-5p",6774,"STAT3",2120,"ETV6",1,0.0035,0,0.016,0.04,0.134,0,0
"hsa-mir-17-3p","hsa-mir-182-5p",6774,"STAT3",2120,"ETV6",1,0,0.006,0.0425,0.2885,0.1105,0.006,0.0267804166453396
"hsa-mir-30c-2-3p","hsa-mir-326",367,"AR",2139,"EYA2",1,5e-04,0,0.0775,0.374,0.1345,0.002,0.0116198947298288
"hsa-mir-338-3p","hsa-mir-370-3p",27086,"FOXP1",2181,"ACSL3",-1,0,0.006,0.031,0.157,0.0325,0,0
"hsa-mir-370-3p","hsa-mir-671-5p",27086,"FOXP1",2181,"ACSL3",-1,0.0045,5e-04,0.001,0.0225,0.014,0,0
"hsa-mir-181b-5p","hsa-mir-223-3p",1869,"E2F1",2271,"FH",1,0.004,0.006,0.078,0.1965,0.0265,5e-04,0.00375108616165526
"hsa-mir-182-5p","hsa-mir-9-5p",4790,"NFKB1",2277,"VEGFD",1,0.001,5e-04,0,0.047,0.18,0.001,0.00667750210582739
"hsa-mir-182-5p","hsa-mir-9-3p",4790,"NFKB1",2277,"VEGFD",1,0,0,5e-04,0.0465,0.123,5e-04,0.00375108616165526
"hsa-mir-183-5p","hsa-mir-675-3p",367,"AR",2289,"FKBP5",1,0,0,0.0345,0.4785,0.014,0.001,0.00667750210582739
"hsa-mir-30c-2-3p","hsa-mir-874-3p",4297,"KMT2A",2296,"FOXC1",1,0,0,0.013,0.356,0.045,0.002,0.0116198947298288
"hsa-mir-18a-5p","hsa-mir-218-5p",4297,"KMT2A",2296,"FOXC1",1,0.001,0,0.0195,0.123,0.0195,0.0045,0.0216649689440994
"hsa-mir-148a-5p","hsa-mir-218-5p",4297,"KMT2A",2296,"FOXC1",1,0,0,0,0.0725,0.014,0.0085,0.0347139729299363
"hsa-mir-20a-3p","hsa-mir-532-3p",4297,"KMT2A",2296,"FOXC1",1,0,0,0,0.1825,0.022,5e-04,0.00375108616165526
"hsa-mir-148a-5p","hsa-mir-21-3p",4297,"KMT2A",2296,"FOXC1",1,0,0,0,0.09,0.124,0.003,0.0158793590093781
"hsa-mir-148a-5p","hsa-mir-26a-2-3p",4297,"KMT2A",2296,"FOXC1",1,0,0,0,0.1065,0.011,0,0
"hsa-mir-148a-3p","hsa-mir-21-3p",4297,"KMT2A",2296,"FOXC1",1,0,0,0,0.0125,0.135,5e-04,0.00375108616165526
"hsa-mir-532-3p","hsa-mir-671-3p",4297,"KMT2A",2296,"FOXC1",1,0,0,0,0.0265,0.012,0.0065,0.028436460554371
"hsa-mir-148a-3p","hsa-mir-218-5p",4297,"KMT2A",2296,"FOXC1",1,0,0,0,0.015,0.014,0.005,0.0234167136604098
"hsa-mir-145-5p","hsa-mir-331-3p",2113,"ETS1",2321,"FLT1",1,0,0.0065,0.004,0.0505,0.572,0.003,0.0158793590093781
"hsa-mir-182-5p","hsa-mir-2110",3660,"IRF2",2585,"GALK2",1,0,5e-04,0.005,0.044,0.5995,0.0025,0.0138257071283612
"hsa-mir-432-5p","hsa-mir-450b-5p",4782,"NFIC",2670,"GFAP",1,0,0,0,0.014,0.077,0.001,0.00667750210582739
"hsa-mir-223-5p","hsa-mir-324-3p",4782,"NFIC",2670,"GFAP",1,0,5e-04,0,0.401,0.0655,0.005,0.0234167136604098
"hsa-mir-424-5p","hsa-mir-450b-5p",4782,"NFIC",2670,"GFAP",1,0,0,0,0.0115,0.0715,0.002,0.0116198947298288
"hsa-mir-186-5p","hsa-mir-199a-5p",5451,"POU2F1",2796,"GNRH1",1,0,0.0015,0.0015,0.0215,0.011,0,0
"hsa-mir-185-5p","hsa-mir-338-3p",5451,"POU2F1",2796,"GNRH1",1,0,0,0,0.026,0.0415,0.0055,0.0251130092156247
"hsa-mir-484","hsa-mir-539-5p",5451,"POU2F1",2796,"GNRH1",1,0.0045,0,0.14,0.145,0.015,5e-04,0.00375108616165526
"hsa-mir-500a-5p","hsa-mir-501-3p",5451,"POU2F1",2796,"GNRH1",1,0.009,0.0025,0.0015,0.295,0.0145,0.0045,0.0216649689440994
"hsa-mir-186-5p","hsa-mir-34a-5p",5451,"POU2F1",2796,"GNRH1",1,0.001,0,0.0175,0.0165,0.0145,0.0015,0.00926164766692629
"hsa-mir-186-5p","hsa-mir-424-5p",6667,"SP1",2908,"NR3C1",1,0.0045,0.003,0.0605,0.0135,0.0605,0.0055,0.0251130092156247
"hsa-mir-301a-3p","hsa-mir-9-5p",2099,"ESR1",2934,"GSN",1,0,0.008,0.0215,0.442,0.013,0.002,0.0116198947298288
"hsa-mir-340-5p","hsa-mir-424-5p",6774,"STAT3",3091,"HIF1A",1,0,0,0.002,0.085,0.1075,0.007,0.0300591175456739
"hsa-mir-181a-5p","hsa-mir-7-1-3p",6774,"STAT3",3091,"HIF1A",1,0.0045,0,0,0.059,0.064,0.009,0.0361982150269821
"hsa-mir-17-5p","hsa-mir-340-5p",4205,"MEF2A",3097,"HIVEP2",1,0.0015,0,0.38,0.884,0.179,0.009,0.0361982150269821
"hsa-mir-1307-3p","hsa-mir-301a-3p",3659,"IRF1",3105,"HLA-A",1,0.007,0.0045,0.0115,0.08,0.0175,0.007,0.0300591175456739
"hsa-mir-200b-3p","hsa-mir-27a-5p",4601,"MXI1",3146,"HMGB1",-1,0,0,0.086,0.0415,0.0285,0.0055,0.0251130092156247
"hsa-mir-125b-5p","hsa-mir-29b-2-5p",5465,"PPARA",3157,"HMGCS1",1,0.006,0.001,0.0455,0.4445,0.049,0.0015,0.00926164766692629
"hsa-mir-17-5p","hsa-mir-19b-3p",2099,"ESR1",3315,"HSPB1",1,0,5e-04,0,0.285,0.03,0.0035,0.0178749158101262
"hsa-mir-19a-3p","hsa-mir-301b-3p",2099,"ESR1",3315,"HSPB1",1,0,0,0.005,0.1355,0.02,0.0095,0.0376706038834068
"hsa-mir-19a-3p","hsa-mir-454-3p",2099,"ESR1",3315,"HSPB1",1,0,5e-04,0.001,0.137,0.0865,0.008,0.0331793298613588
"hsa-mir-19b-3p","hsa-mir-454-3p",2099,"ESR1",3315,"HSPB1",1,0.001,0.001,0.0135,0.0245,0.11,5e-04,0.00375108616165526
"hsa-mir-19a-3p","hsa-mir-19b-3p",2099,"ESR1",3315,"HSPB1",1,0,5e-04,0,0.165,0.038,0.0015,0.00926164766692629
"hsa-mir-214-3p","hsa-mir-340-5p",6774,"STAT3",3454,"IFNAR1",1,0.002,0,0.0125,0.012,0.2375,0.005,0.0234167136604098
"hsa-let-7e-5p","hsa-mir-214-3p",6774,"STAT3",3454,"IFNAR1",1,0.005,0.004,0.797,0.997,0.018,0.0075,0.0316612809527267
"hsa-mir-214-3p","hsa-mir-93-3p",6774,"STAT3",3454,"IFNAR1",1,0.002,0,0.1705,0.013,0.257,0.002,0.0116198947298288
"hsa-mir-491-5p","hsa-mir-589-3p",367,"AR",3480,"IGF1R",1,5e-04,0,0.004,0.0395,0.597,5e-04,0.00375108616165526
"hsa-mir-21-5p","hsa-mir-590-3p",6667,"SP1",3481,"IGF2",1,0,0.0015,0,0.026,0.907,5e-04,0.00375108616165526
"hsa-mir-340-5p","hsa-mir-874-3p",6774,"STAT3",3569,"IL6",1,0,0,0,0.013,0.014,0.0025,0.0138257071283612
"hsa-mir-362-3p","hsa-mir-93-3p",6774,"STAT3",3569,"IL6",1,0,0,5e-04,0.0185,0.067,0.0015,0.00926164766692629
"hsa-let-7c-5p","hsa-mir-182-5p",6774,"STAT3",3572,"IL6ST",1,0.0035,0.0065,0.0205,0.3795,0.05,0.0025,0.0138257071283612
"hsa-mir-214-3p","hsa-mir-323a-3p",6774,"STAT3",3572,"IL6ST",1,5e-04,0,0.036,0.014,0.0215,0.0095,0.0376706038834068
"hsa-let-7c-5p","hsa-mir-323a-3p",6774,"STAT3",3572,"IL6ST",1,0.0015,0,0.003,0.414,0.0345,0,0
"hsa-mir-29a-3p","hsa-mir-29b-3p",4208,"MEF2C",3631,"INPP4A",1,0.002,0.007,0.067,0.046,0.2325,0.0095,0.0376706038834068
"hsa-mir-130a-3p","hsa-mir-301a-3p",3659,"IRF1",3660,"IRF2",1,0,0.0045,0.0655,0.105,0.0175,0,0
"hsa-mir-130a-3p","hsa-mir-20a-5p",3659,"IRF1",3660,"IRF2",1,0.001,0.0025,0.133,0.0855,0.0405,0.001,0.00667750210582739
"hsa-mir-181a-5p","hsa-mir-181c-5p",6772,"STAT1",3660,"IRF2",1,0.002,0.0055,0.0655,0.1255,0.012,0.003,0.0158793590093781
"hsa-mir-181a-5p","hsa-mir-181c-5p",6772,"STAT1",3669,"ISG20",1,0.002,0.0055,0.0655,0.036,0.1905,0.0025,0.0138257071283612
"hsa-mir-148a-3p","hsa-mir-24-2-5p",27086,"FOXP1",3676,"ITGA4",-1,0.003,0.0055,0,0.054,0.0205,0.0065,0.028436460554371
"hsa-mir-148a-3p","hsa-mir-543",27086,"FOXP1",3676,"ITGA4",-1,0.0035,0.0045,0.001,0.0385,0.0345,0.003,0.0158793590093781
"hsa-mir-148a-3p","hsa-mir-9-5p",27086,"FOXP1",3676,"ITGA4",-1,0.0045,0,0,0.045,0.4475,0.002,0.0116198947298288
"hsa-mir-148a-3p","hsa-mir-93-3p",27086,"FOXP1",3676,"ITGA4",-1,0.004,0,0.2035,0.0385,0.179,0.006,0.0267804166453396
"hsa-mir-152-3p","hsa-mir-9-5p",27086,"FOXP1",3676,"ITGA4",-1,0.0025,0,0.745,0.202,0.379,0.0035,0.0178749158101262
"hsa-mir-132-3p","hsa-mir-92a-1-5p",4205,"MEF2A",3688,"ITGB1",1,0,0.009,0.0015,0.1055,0.0505,0.007,0.0300591175456739
"hsa-mir-214-3p","hsa-mir-503-5p",7003,"TEAD1",3688,"ITGB1",1,0.009,0.006,5e-04,0.0435,0.0145,0,0
"hsa-mir-214-3p","hsa-mir-450b-5p",7003,"TEAD1",3688,"ITGB1",1,0.0035,5e-04,0,0.033,0.036,0,0
"hsa-mir-21-5p","hsa-mir-29b-3p",4208,"MEF2C",3782,"KCNN3",1,0,0.0055,0.096,0.017,0.117,0.003,0.0158793590093781
"hsa-mir-21-5p","hsa-mir-29a-3p",4208,"MEF2C",3782,"KCNN3",1,0,0.0025,0.295,0.0185,0.724,0.009,0.0361982150269821
"hsa-mir-125b-5p","hsa-mir-130a-3p",51341,"ZBTB7A",3856,"KRT8",-1,0.0045,0,0.003,0.027,0.036,0.0055,0.0251130092156247
"hsa-mir-150-5p","hsa-mir-299-5p",7003,"TEAD1",3915,"LAMC1",1,0,0,0.0965,0.3555,0.062,0.006,0.0267804166453396
"hsa-mir-214-3p","hsa-mir-625-3p",7003,"TEAD1",3915,"LAMC1",1,0.0045,0.001,0.909,0.35,0.048,5e-04,0.00375108616165526
"hsa-mir-130a-3p","hsa-mir-214-3p",7003,"TEAD1",3915,"LAMC1",1,0.003,0.005,0.1545,0.1125,0.3495,0.002,0.0116198947298288
"hsa-mir-129-5p","hsa-mir-192-5p",2099,"ESR1",3964,"LGALS8",1,0,0.0045,0.012,0.11,0.7375,0.006,0.0267804166453396
"hsa-mir-17-5p","hsa-mir-19a-3p",2099,"ESR1",3964,"LGALS8",1,0,0,0,0.037,0.0795,0.008,0.0331793298613588
"hsa-mir-17-3p","hsa-mir-3913-5p",4205,"MEF2A",4052,"LTBP1",1,0,5e-04,0.001,0.0295,0.016,0.0065,0.028436460554371
"hsa-mir-21-5p","hsa-mir-3913-5p",4205,"MEF2A",4052,"LTBP1",1,0,5e-04,0,0.2365,0.0195,5e-04,0.00375108616165526
"hsa-mir-17-3p","hsa-mir-3065-3p",4205,"MEF2A",4052,"LTBP1",1,0,0,0.196,0.022,0.023,0.0045,0.0216649689440994
"hsa-mir-19a-3p","hsa-mir-3913-5p",4205,"MEF2A",4052,"LTBP1",1,0,0.001,0.0215,0.1005,0.0185,0.004,0.0197954655089243
"hsa-mir-19b-1-5p","hsa-mir-92a-1-5p",4205,"MEF2A",4052,"LTBP1",1,0,0.003,0.043,0.067,0.5605,0.0055,0.0251130092156247
"hsa-mir-106b-5p","hsa-mir-3913-5p",4205,"MEF2A",4052,"LTBP1",1,0.007,0.001,0.147,0.057,0.017,0.0015,0.00926164766692629
"hsa-mir-21-3p","hsa-mir-3065-3p",4205,"MEF2A",4052,"LTBP1",1,0,0,0.005,0.228,0.019,0.002,0.0116198947298288
"hsa-mir-3913-5p","hsa-mir-92a-1-5p",4205,"MEF2A",4052,"LTBP1",1,0.0015,0.008,0.0235,0.0215,0.423,0,0
"hsa-mir-21-5p","hsa-mir-3065-3p",4205,"MEF2A",4052,"LTBP1",1,0,0,0.008,0.2505,0.0215,0.0015,0.00926164766692629
