miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna2_tf,mirna1mirna2_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-203a-3p,hsa-mir-433-3p,1385,4763,1,0.0,0.0,0.0,0.162,0.023,0.0,True,0.0
hsa-mir-181c-5p,hsa-mir-23a-3p,144455,195828,1,0.002,0.0,0.0,0.055,0.0595,0.0,True,0.0
hsa-mir-181c-5p,hsa-mir-23b-3p,144455,195828,1,0.0015,0.0,0.0,0.0675,0.2255,0.0,True,0.0
hsa-mir-181c-5p,hsa-mir-27b-3p,144455,195828,1,0.002,0.0,0.0,0.052,0.655,0.0005,True,0.0014965251241880015
hsa-mir-27b-3p,hsa-mir-29b-3p,144455,26579,1,0.0,0.002,0.023,0.1225,0.011,0.006,True,0.01338668185823772
hsa-mir-181c-5p,hsa-mir-27a-3p,144455,29128,1,0.001,0.0,0.0,0.274,0.0385,0.003,True,0.0073543219294642335
hsa-mir-218-5p,hsa-mir-29b-2-5p,1523,10422,1,0.0,0.0,0.0,0.0365,0.1855,0.001,True,0.002797557926693156
hsa-mir-218-5p,hsa-mir-34b-3p,1523,10422,1,0.0005,0.0,0.0565,0.033,0.88,0.0,True,0.0
hsa-mir-218-5p,hsa-mir-582-3p,1523,10422,1,0.0005,0.0,0.0005,0.015,0.0195,0.0,True,0.0
hsa-mir-24-3p,hsa-mir-34a-5p,1523,10422,1,0.0,0.0,0.3755,0.012,0.0355,0.0065,True,0.014337982927043913
hsa-mir-29b-2-5p,hsa-mir-582-3p,1523,10422,1,0.0,0.001,0.0,0.182,0.0115,0.0045,True,0.010445200722322544
hsa-mir-29b-2-5p,hsa-mir-769-3p,1523,10422,1,0.0,0.0,0.0,0.162,0.0555,0.003,True,0.0073543219294642335
hsa-mir-34a-5p,hsa-mir-582-3p,1523,10422,1,0.0005,0.0,0.029,0.0415,0.012,0.0,True,0.0
hsa-mir-34a-5p,hsa-mir-877-5p,1523,10422,1,0.0,0.0075,0.1085,0.048,0.3445,0.0025,True,0.006277109399260721
hsa-mir-582-3p,hsa-mir-769-3p,1523,10422,1,0.0,0.0,0.0,0.011,0.08,0.005,True,0.011435806186695867
hsa-let-7e-5p,hsa-mir-582-3p,1523,1894,-1,0.0,0.0,0.0345,0.131,0.015,0.002,True,0.005164633643781422
hsa-mir-29b-2-5p,hsa-mir-582-3p,1523,1894,-1,0.0,0.001,0.0,0.0895,0.027,0.0005,True,0.0014965251241880015
hsa-mir-21-5p,hsa-mir-34b-3p,1523,6711,1,0.0,0.0005,0.9525,0.017,0.168,0.009,True,0.018943350911961303
hsa-mir-1270,hsa-mir-141-3p,1523,79068,1,0.0025,0.0,0.224,0.6065,0.029,0.006,True,0.01338668185823772
hsa-mir-129-5p,hsa-mir-27b-3p,1820,2081,1,0.0,0.0085,0.013,0.0175,0.3865,0.001,True,0.002797557926693156
hsa-mir-129-5p,hsa-mir-99b-5p,1820,2081,1,0.0,0.0,0.016,0.0105,0.0635,0.0,True,0.0
hsa-let-7e-5p,hsa-let-7g-3p,1820,221937,1,0.003,0.0,0.004,0.2155,0.084,0.006,True,0.01338668185823772
hsa-let-7e-5p,hsa-mir-27b-3p,1820,221937,1,0.002,0.0075,0.0,0.212,0.0845,0.0,True,0.0
hsa-let-7g-3p,hsa-mir-27b-3p,1820,221937,1,0.0,0.0085,0.009,0.0835,0.0955,0.0,True,0.0
hsa-mir-27b-3p,hsa-mir-99b-5p,1820,221937,1,0.006,0.0,0.0,0.0815,0.4095,0.002,True,0.005164633643781422
hsa-let-7e-5p,hsa-let-7g-3p,1820,6793,1,0.003,0.0,0.004,0.0815,0.025,0.0005,True,0.0014965251241880015
hsa-let-7e-5p,hsa-mir-27b-3p,1820,6793,1,0.002,0.0075,0.0,0.059,0.0415,0.0,True,0.0
hsa-mir-124-3p,hsa-mir-133a-3p,1871,4175,1,0.0,0.0,0.0,0.0355,0.0465,0.0,True,0.0
hsa-mir-124-3p,hsa-mir-203a-3p,1871,4175,1,0.0,0.0,0.0,0.029,0.0125,0.0,True,0.0
hsa-mir-124-3p,hsa-mir-885-3p,1871,4175,1,0.0,0.008,0.0,0.0305,0.412,0.001,True,0.002797557926693156
hsa-mir-133a-3p,hsa-mir-145-5p,1871,4175,1,0.0,0.0015,0.0,0.0385,0.5925,0.0,True,0.0
hsa-mir-133a-3p,hsa-mir-203a-3p,1871,4175,1,0.0,0.0,0.0,0.0755,0.0155,0.0,True,0.0
hsa-mir-133a-3p,hsa-mir-221-3p,1871,4175,1,0.0,0.0,0.0,0.071,0.303,0.0,True,0.0
hsa-mir-133a-3p,hsa-mir-222-3p,1871,4175,1,0.0,0.0,0.0,0.063,0.6825,0.0,True,0.0
hsa-mir-133a-3p,hsa-mir-34a-5p,1871,4175,1,0.0,0.0,0.0,0.0615,0.02,0.0015,True,0.004013268148970465
hsa-mir-145-5p,hsa-mir-222-3p,1871,4175,1,0.0065,0.0,0.0705,0.5775,0.696,0.0065,True,0.014337982927043913
hsa-mir-149-5p,hsa-mir-200a-3p,1871,4175,1,0.0,0.0,0.014,0.013,0.101,0.0095,True,0.019839322463194555
hsa-mir-149-5p,hsa-mir-203a-3p,1871,4175,1,0.0,0.0,0.016,0.0135,0.02,0.0,True,0.0
hsa-mir-203a-3p,hsa-mir-221-3p,1871,4175,1,0.0,0.0,0.0,0.014,0.3135,0.0,True,0.0
hsa-mir-203a-3p,hsa-mir-222-3p,1871,4175,1,0.0,0.0,0.007,0.013,0.697,0.0,True,0.0
hsa-mir-221-3p,hsa-mir-885-3p,1871,4175,1,0.0,0.008,0.0,0.3365,0.4205,0.0,True,0.0
hsa-mir-222-3p,hsa-mir-885-3p,1871,4175,1,0.0,0.009,0.0,0.669,0.398,0.0,True,0.0
hsa-mir-124-3p,hsa-mir-203a-3p,1871,7161,1,0.0,0.0,0.0,0.165,0.1525,0.0,True,0.0
hsa-mir-124-3p,hsa-mir-874-3p,1871,7161,1,0.0,0.0,0.0,0.1315,0.017,0.0,True,0.0
hsa-mir-203a-3p,hsa-mir-221-3p,1871,7161,1,0.0,0.0,0.0,0.155,0.802,0.0,True,0.0
hsa-mir-203a-3p,hsa-mir-222-3p,1871,7161,1,0.0,0.0,0.007,0.184,0.9095,0.0,True,0.0
hsa-mir-203a-3p,hsa-mir-874-3p,1871,7161,1,0.0,0.0,0.0,0.161,0.0165,0.0,True,0.0
hsa-mir-874-3p,hsa-mir-885-3p,1871,7161,1,0.0,0.0095,0.0035,0.0395,0.8015,0.0085,True,0.01804000846740051
hsa-mir-377-5p,hsa-mir-766-3p,1874,11065,1,0.0,0.0,0.0,0.0495,0.0275,0.0,True,0.0
hsa-mir-1224-5p,hsa-mir-377-5p,1874,2305,1,0.0,0.0005,0.0,0.021,0.0615,0.0,True,0.0
hsa-mir-1224-5p,hsa-mir-766-3p,1874,2305,1,0.0,0.0,0.0,0.0255,0.2115,0.0,True,0.0
hsa-mir-377-5p,hsa-mir-766-3p,1874,2305,1,0.0,0.0,0.0,0.0465,0.169,0.0,True,0.0
hsa-mir-377-5p,hsa-mir-766-3p,1874,3161,1,0.0,0.0,0.0,0.0255,0.1885,0.0,True,0.0
hsa-mir-377-5p,hsa-mir-766-3p,1874,332,1,0.0,0.0,0.0,0.0185,0.0335,0.0,True,0.0
hsa-mir-760,hsa-mir-766-3p,1874,4085,1,0.006,0.0,0.0,0.121,0.012,0.0055,True,0.012420713577799801
hsa-mir-1224-5p,hsa-mir-377-5p,1874,51203,1,0.0,0.0005,0.0,0.0135,0.021,0.0,True,0.0
hsa-mir-1224-5p,hsa-mir-766-3p,1874,51203,1,0.0,0.0,0.0,0.0185,0.105,0.0,True,0.0
hsa-mir-377-5p,hsa-mir-766-3p,1874,51203,1,0.0,0.0,0.0,0.0355,0.049,0.0,True,0.0
hsa-mir-377-5p,hsa-mir-766-3p,1874,5983,1,0.0,0.0,0.0,0.109,0.0225,0.002,True,0.005164633643781422
hsa-mir-1224-5p,hsa-mir-377-5p,1874,7083,1,0.0,0.0005,0.0,0.0145,0.1155,0.0,True,0.0
hsa-mir-1224-5p,hsa-mir-377-5p,1874,7153,1,0.0,0.0005,0.0,0.0275,0.1105,0.0,True,0.0
hsa-mir-1224-5p,hsa-mir-766-3p,1874,7153,1,0.0,0.0,0.0,0.036,0.176,0.0,True,0.0
hsa-mir-377-5p,hsa-mir-766-3p,1874,7153,1,0.0,0.0,0.0,0.133,0.1745,0.0,True,0.0
hsa-mir-1224-5p,hsa-mir-766-3p,1874,7374,1,0.0,0.0,0.0,0.08,0.0675,0.0,True,0.0
hsa-mir-1224-5p,hsa-mir-766-3p,1874,80736,1,0.0,0.0,0.0,0.1265,0.4345,0.0095,True,0.019839322463194555
hsa-mir-1224-5p,hsa-mir-377-5p,1874,81620,1,0.0,0.0005,0.0,0.0135,0.012,0.0,True,0.0
hsa-mir-1224-5p,hsa-mir-377-5p,1874,8318,1,0.0,0.0005,0.0,0.016,0.0145,0.0005,True,0.0014965251241880015
hsa-mir-377-5p,hsa-mir-766-3p,1874,8438,1,0.0,0.0,0.0,0.093,0.1945,0.0035,True,0.008407849338700403
hsa-mir-377-5p,hsa-mir-766-3p,1874,857,1,0.0,0.0,0.0,0.04,0.282,0.0075,True,0.01621294707155732
hsa-mir-1224-5p,hsa-mir-377-5p,1874,8970,1,0.0,0.0005,0.0,0.0115,0.117,0.0,True,0.0
hsa-mir-377-5p,hsa-mir-766-3p,1874,9212,1,0.0,0.0,0.0,0.03,0.0155,0.0,True,0.0
hsa-mir-377-5p,hsa-mir-766-3p,1874,983,1,0.0,0.0,0.0,0.0255,0.0725,0.0,True,0.0
hsa-mir-377-5p,hsa-mir-766-3p,1874,9837,1,0.0,0.0,0.0,0.1075,0.015,0.0,True,0.0
hsa-mir-1224-5p,hsa-mir-377-5p,1874,993,1,0.0,0.0005,0.0,0.0145,0.027,0.0,True,0.0
hsa-mir-1224-5p,hsa-mir-377-5p,1874,995,1,0.0,0.0005,0.0,0.0125,0.131,0.0,True,0.0
hsa-mir-1224-5p,hsa-mir-766-3p,1874,995,1,0.0,0.0,0.0,0.017,0.04,0.0,True,0.0
hsa-mir-377-5p,hsa-mir-766-3p,1874,995,1,0.0,0.0,0.0,0.0715,0.0435,0.0005,True,0.0014965251241880015
hsa-let-7g-3p,hsa-mir-126-5p,1876,140688,-1,0.0095,0.0,0.0005,0.0805,0.0315,0.0095,True,0.019839322463194555
hsa-mir-126-5p,hsa-mir-299-3p,1876,140688,-1,0.0,0.0,0.0005,0.02,0.1055,0.0,True,0.0
hsa-let-7g-3p,hsa-mir-126-5p,1876,51252,-1,0.0095,0.0,0.0005,0.0595,0.0525,0.0,True,0.0
hsa-mir-126-5p,hsa-mir-299-3p,1876,51252,-1,0.0,0.0,0.0005,0.062,0.018,0.0,True,0.0
hsa-mir-185-5p,hsa-mir-299-3p,1876,54877,-1,0.004,0.0,0.0,0.145,0.0145,0.005,True,0.011435806186695867
hsa-mir-126-5p,hsa-mir-185-5p,1876,727957,-1,0.0005,0.0065,0.0,0.196,0.129,0.0,True,0.0
hsa-mir-125a-3p,hsa-mir-425-5p,196528,3187,1,0.0,0.0,0.012,0.846,0.0175,0.0085,True,0.01804000846740051
hsa-mir-127-5p,hsa-mir-132-3p,196528,3842,1,0.0005,0.0,0.0,0.084,0.0115,0.0,True,0.0
hsa-mir-127-5p,hsa-mir-212-3p,196528,3842,1,0.0,0.0,0.0,0.113,0.119,0.0,True,0.0
hsa-mir-132-3p,hsa-mir-29c-3p,196528,3842,1,0.0,0.0,0.0,0.012,0.0105,0.0,True,0.0
hsa-mir-132-3p,hsa-mir-212-3p,196528,56987,1,0.0,0.0,0.0,0.169,0.0375,0.0,True,0.0
hsa-mir-212-3p,hsa-mir-29c-3p,196528,6314,1,0.0,0.0005,0.0,0.0195,0.045,0.003,True,0.0073543219294642335
hsa-mir-132-3p,hsa-mir-212-3p,1997,675,1,0.0,0.0015,0.0,0.1795,0.121,0.0,True,0.0
hsa-mir-124-3p,hsa-mir-411-3p,2005,151011,1,0.0,0.001,0.0,0.0105,0.2735,0.0005,True,0.0014965251241880015
hsa-mir-18a-5p,hsa-mir-221-3p,2005,54469,1,0.006,0.0,0.0,0.306,0.0755,0.0,True,0.0
hsa-mir-221-3p,hsa-mir-425-5p,2005,54469,1,0.001,0.0,0.0025,0.056,0.06,0.0,True,0.0
hsa-mir-124-3p,hsa-mir-379-3p,2005,5927,1,0.0,0.0055,0.0,0.0455,0.103,0.0,True,0.0
hsa-mir-124-3p,hsa-mir-411-3p,2005,5927,1,0.0,0.001,0.0,0.0595,0.014,0.0,True,0.0
hsa-mir-124-3p,hsa-mir-651-5p,2005,5927,1,0.0,0.0055,0.0,0.04,0.542,0.0005,True,0.0014965251241880015
hsa-mir-185-5p,hsa-mir-330-3p,2005,5927,1,0.007,0.0095,0.0005,0.2975,0.0665,0.0015,True,0.004013268148970465
hsa-mir-330-3p,hsa-mir-411-3p,2005,5927,1,0.0075,0.0,0.0,0.0515,0.0135,0.004,True,0.009433837989405044
hsa-mir-330-3p,hsa-mir-651-5p,2005,5927,1,0.008,0.0045,0.0005,0.049,0.475,0.0,True,0.0
hsa-mir-411-3p,hsa-mir-651-5p,2005,5927,1,0.0,0.005,0.0,0.013,0.49,0.0015,True,0.004013268148970465
hsa-mir-1179,hsa-mir-142-5p,2005,9169,1,0.0,0.0085,0.096,0.024,0.2285,0.0045,True,0.010445200722322544
hsa-mir-1179,hsa-mir-185-5p,2005,9169,1,0.0,0.0085,0.0005,0.0285,0.02,0.0,True,0.0
hsa-let-7g-3p,hsa-mir-655-3p,2005,9497,1,0.006,0.0,0.004,0.0105,0.013,0.007,True,0.015277814059193857
hsa-mir-107,hsa-mir-145-5p,2005,9497,1,0.0055,0.0,0.023,0.0305,0.02,0.0035,True,0.008407849338700403
hsa-mir-145-5p,hsa-mir-379-3p,2005,9497,1,0.0,0.0015,0.014,0.0255,0.052,0.0,True,0.0
hsa-mir-145-5p,hsa-mir-411-3p,2005,9497,1,0.0,0.0015,0.0,0.011,0.0455,0.0,True,0.0
hsa-mir-379-3p,hsa-mir-411-3p,2005,9497,1,0.003,0.0,0.0,0.0575,0.0635,0.007,True,0.015277814059193857
hsa-mir-411-3p,hsa-mir-651-5p,2005,9497,1,0.0,0.005,0.0,0.0395,0.068,0.0075,True,0.01621294707155732
hsa-mir-411-3p,hsa-mir-655-3p,2005,9497,1,0.0,0.0,0.0,0.055,0.014,0.0,True,0.0
hsa-mir-200b-3p,hsa-mir-23b-3p,2113,1026,1,0.0,0.0,0.001,0.1395,0.235,0.0,True,0.0
hsa-mir-23b-3p,hsa-mir-24-3p,2113,1026,1,0.0,0.0,0.0,0.276,0.018,0.0045,True,0.010445200722322544
hsa-mir-24-3p,hsa-mir-329-3p,2113,1026,1,0.0,0.0,0.0,0.0175,0.0255,0.0075,True,0.01621294707155732
hsa-mir-329-3p,hsa-mir-377-3p,2113,1026,1,0.0,0.001,0.0,0.022,0.895,0.001,True,0.002797557926693156
hsa-mir-329-3p,hsa-mir-543,2113,1026,1,0.0,0.0,0.0,0.0275,0.3625,0.007,True,0.015277814059193857
hsa-mir-377-3p,hsa-mir-543,2113,1026,1,0.0005,0.0005,0.0,0.913,0.3195,0.004,True,0.009433837989405044
hsa-mir-1228-3p,hsa-mir-148b-5p,2113,1147,1,0.0,0.0,0.6065,0.117,0.4905,0.0075,True,0.01621294707155732
hsa-mir-128-3p,hsa-mir-24-3p,2113,1147,1,0.008,0.0,0.0025,0.0755,0.0745,0.003,True,0.0073543219294642335
hsa-mir-128-3p,hsa-mir-362-3p,2113,1147,1,0.006,0.009,0.7395,0.0695,0.2,0.005,True,0.011435806186695867
hsa-mir-132-3p,hsa-mir-185-5p,2113,1147,1,0.0015,0.002,0.0,0.063,0.17,0.006,True,0.01338668185823772
hsa-mir-132-3p,hsa-mir-24-3p,2113,1147,1,0.005,0.0,0.0,0.0835,0.083,0.009,True,0.018943350911961303
hsa-mir-1-3p,hsa-mir-1229-3p,2113,142,1,0.0,0.0,0.0,0.013,0.542,0.0005,True,0.0014965251241880015
hsa-mir-1-3p,hsa-mir-124-3p,2113,142,1,0.0,0.0095,0.0,0.012,0.236,0.0,True,0.0
hsa-mir-1-3p,hsa-mir-329-3p,2113,142,1,0.0,0.0,0.0,0.0185,0.0265,0.0025,True,0.006277109399260721
hsa-mir-1228-3p,hsa-mir-543,2113,142,1,0.0,0.0,0.0515,0.981,0.019,0.0005,True,0.0014965251241880015
hsa-mir-1229-3p,hsa-mir-654-3p,2113,142,1,0.0,0.0025,0.0,0.4605,0.4365,0.0055,True,0.012420713577799801
hsa-mir-124-3p,hsa-mir-221-3p,2113,142,1,0.0095,0.0,0.0,0.2795,0.0145,0.008,True,0.017132018727999725
hsa-mir-124-3p,hsa-mir-329-3p,2113,142,1,0.0065,0.0,0.0,0.2635,0.059,0.003,True,0.0073543219294642335
hsa-mir-124-3p,hsa-mir-543,2113,142,1,0.0045,0.001,0.0,0.308,0.026,0.002,True,0.005164633643781422
hsa-mir-132-3p,hsa-mir-221-3p,2113,142,1,0.008,0.0,0.0,0.206,0.0235,0.0005,True,0.0014965251241880015
hsa-mir-132-3p,hsa-mir-329-3p,2113,142,1,0.0095,0.0,0.0,0.2105,0.0605,0.004,True,0.009433837989405044
hsa-mir-185-5p,hsa-mir-221-3p,2113,142,1,0.004,0.0,0.0,0.1975,0.0275,0.007,True,0.015277814059193857
hsa-mir-185-5p,hsa-mir-377-3p,2113,142,1,0.0025,0.0015,0.002,0.267,0.2785,0.0,True,0.0
hsa-mir-185-5p,hsa-mir-543,2113,142,1,0.001,0.0,0.001,0.252,0.0495,0.005,True,0.011435806186695867
hsa-mir-200b-3p,hsa-mir-329-3p,2113,142,1,0.0,0.0,0.1305,0.9195,0.036,0.007,True,0.015277814059193857
hsa-mir-200c-3p,hsa-mir-543,2113,142,1,0.0,0.0,0.4895,0.5405,0.0755,0.009,True,0.018943350911961303
hsa-mir-221-3p,hsa-mir-222-3p,2113,142,1,0.0,0.0,0.0,0.022,0.0125,0.003,True,0.0073543219294642335
hsa-mir-221-3p,hsa-mir-23b-3p,2113,142,1,0.0,0.0,0.0,0.019,0.586,0.0005,True,0.0014965251241880015
hsa-mir-221-3p,hsa-mir-24-3p,2113,142,1,0.0,0.0,0.0,0.011,0.6925,0.0065,True,0.014337982927043913
hsa-mir-221-3p,hsa-mir-329-3p,2113,142,1,0.0,0.0,0.0,0.014,0.0455,0.003,True,0.0073543219294642335
hsa-mir-221-3p,hsa-mir-377-3p,2113,142,1,0.0,0.0,0.0,0.0115,0.1025,0.0,True,0.0
hsa-mir-221-3p,hsa-mir-543,2113,142,1,0.0,0.0,0.0,0.0275,0.106,0.0,True,0.0
hsa-mir-221-3p,hsa-mir-654-3p,2113,142,1,0.0,0.0015,0.0,0.018,0.412,0.0,True,0.0
hsa-mir-222-3p,hsa-mir-329-3p,2113,142,1,0.0,0.0,0.0,0.0115,0.0615,0.0005,True,0.0014965251241880015
hsa-mir-223-5p,hsa-mir-654-3p,2113,142,1,0.001,0.0015,0.293,0.106,0.409,0.0,True,0.0
hsa-mir-23b-3p,hsa-mir-329-3p,2113,142,1,0.0,0.0,0.0,0.4495,0.0405,0.004,True,0.009433837989405044
hsa-mir-23b-3p,hsa-mir-377-3p,2113,142,1,0.0,0.0015,0.0005,0.391,0.121,0.0,True,0.0
hsa-mir-23b-3p,hsa-mir-543,2113,142,1,0.0,0.0,0.0,0.391,0.029,0.0005,True,0.0014965251241880015
hsa-mir-23b-3p,hsa-mir-654-3p,2113,142,1,0.0,0.003,0.0,0.3645,0.415,0.003,True,0.0073543219294642335
