"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna2_tf","mirna1mirna2_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-10b-5p","hsa-mir-21-5p",5465,"PPARA",51,"ACOX1",1,5e-04,0,0.8805,0.0275,0.0275,0.0075,0.0162129470715573
"hsa-mir-124-3p","hsa-mir-330-5p",367,"AR",55,"ACP3",1,0,0.0035,0,0.1565,0.336,0,0
"hsa-mir-124-3p","hsa-mir-491-5p",367,"AR",55,"ACP3",1,0,5e-04,0,0.1635,0.0285,0,0
"hsa-mir-2110","hsa-mir-485-5p",7157,"TP53",100,"ADA",1,0,0,0.355,0.0575,0.0115,0.008,0.0171320187279997
"hsa-mir-24-3p","hsa-mir-330-3p",7157,"TP53",100,"ADA",1,0,0,0,0.7255,0.242,0.0015,0.00401326814897046
"hsa-mir-1-3p","hsa-mir-133a-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.089,0.115,0.0015,0.00401326814897046
"hsa-mir-133a-3p","hsa-mir-329-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.086,0.2165,0,0
"hsa-mir-1-3p","hsa-mir-7-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.0875,0.033,0.0025,0.00627710939926072
"hsa-mir-133a-3p","hsa-mir-377-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.117,0.164,5e-04,0.001496525124188
"hsa-mir-329-3p","hsa-mir-7-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.229,0.0335,0.0015,0.00401326814897046
"hsa-mir-299-5p","hsa-mir-329-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.166,0.259,0.0015,0.00401326814897046
"hsa-mir-299-5p","hsa-mir-410-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.2055,0.2395,0.0015,0.00401326814897046
"hsa-mir-299-5p","hsa-mir-7-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.1785,0.029,5e-04,0.001496525124188
"hsa-mir-133a-3p","hsa-mir-7-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.102,0.02,0,0
"hsa-mir-1-3p","hsa-mir-139-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.089,0.278,0,0
"hsa-mir-31-5p","hsa-mir-410-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.017,0.2755,0.007,0.0152778140591939
"hsa-mir-133a-3p","hsa-mir-299-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.2125,0.1885,0,0
"hsa-mir-139-3p","hsa-mir-7-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.3275,0.037,0.005,0.0114358061866959
"hsa-mir-133a-3p","hsa-mir-218-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.1425,0.0115,0,0
"hsa-mir-133a-3p","hsa-mir-31-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.159,0.0145,5e-04,0.001496525124188
"hsa-mir-133a-3p","hsa-mir-410-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.118,0.292,0.007,0.0152778140591939
"hsa-mir-124-3p","hsa-mir-299-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.059,0.1835,0,0
"hsa-mir-31-5p","hsa-mir-329-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.0155,0.228,0.002,0.00516463364378142
"hsa-mir-124-3p","hsa-mir-29b-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.064,0.095,0.001,0.00279755792669315
"hsa-mir-139-3p","hsa-mir-410-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.312,0.2975,0,0
"hsa-mir-124-3p","hsa-mir-139-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.065,0.2585,0.001,0.00279755792669315
"hsa-mir-299-5p","hsa-mir-31-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.188,0.011,0.0045,0.0104452007223225
"hsa-mir-218-5p","hsa-mir-299-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.013,0.2055,0,0
"hsa-mir-124-3p","hsa-mir-133a-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.0675,0.1595,0,0
"hsa-mir-1-3p","hsa-mir-124-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.095,0.067,0,0
"hsa-mir-1-3p","hsa-mir-29c-3p",6667,"SP1",102,"ADAM10",1,0,0.0095,0,0.121,0.8155,0.0095,0.0198393224631946
"hsa-mir-105-5p","hsa-mir-7-5p",6667,"SP1",102,"ADAM10",1,0,0,5e-04,0.139,0.017,0.0045,0.0104452007223225
"hsa-mir-133a-3p","hsa-mir-139-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.106,0.316,0.003,0.00735432192946423
"hsa-mir-410-3p","hsa-mir-7-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.2655,0.023,5e-04,0.001496525124188
"hsa-mir-124-3p","hsa-mir-329-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.069,0.1925,0,0
"hsa-mir-128-3p","hsa-mir-299-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.151,0.208,0,0
"hsa-mir-1-3p","hsa-mir-410-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.1075,0.272,0.003,0.00735432192946423
"hsa-mir-105-5p","hsa-mir-329-3p",6667,"SP1",102,"ADAM10",1,0,0,0.0015,0.1155,0.168,0.0035,0.0084078493387004
"hsa-mir-127-5p","hsa-mir-7-5p",6667,"SP1",102,"ADAM10",1,5e-04,0,0,0.13,0.0225,5e-04,0.001496525124188
"hsa-mir-139-3p","hsa-mir-299-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.273,0.199,0,0
"hsa-mir-139-3p","hsa-mir-329-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.266,0.183,0.001,0.00279755792669315
"hsa-mir-128-3p","hsa-mir-218-5p",6667,"SP1",102,"ADAM10",1,5e-04,0,0,0.0975,0.017,0.004,0.00943383798940504
"hsa-mir-105-5p","hsa-mir-128-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.129,0.1205,0,0
"hsa-mir-1-3p","hsa-mir-329-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.098,0.183,0.001,0.00279755792669315
"hsa-mir-127-5p","hsa-mir-139-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.133,0.266,5e-04,0.001496525124188
"hsa-mir-124-3p","hsa-mir-410-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.069,0.2625,0,0
"hsa-mir-127-5p","hsa-mir-128-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.149,0.1365,0.0065,0.0143379829270439
"hsa-mir-124-3p","hsa-mir-7-5p",6667,"SP1",102,"ADAM10",1,0,0,0,0.059,0.0255,0.001,0.00279755792669315
"hsa-mir-139-3p","hsa-mir-29b-3p",6667,"SP1",102,"ADAM10",1,0,0,0,0.271,0.1045,0.009,0.0189433509119613
"hsa-mir-127-5p","hsa-mir-29c-3p",6667,"SP1",102,"ADAM10",1,0,0.0085,0,0.125,0.8355,0.0095,0.0198393224631946
"hsa-mir-218-5p","hsa-mir-24-3p",6667,"SP1",130,"ADH6",1,0,0.0015,0,0.039,0.5715,0,0
"hsa-let-7e-5p","hsa-mir-124-3p",6667,"SP1",130,"ADH6",1,0.002,0,0,0.237,0.012,0,0
"hsa-mir-145-5p","hsa-mir-149-5p",6667,"SP1",130,"ADH6",1,0,0,0.004,0.0225,0.013,0.002,0.00516463364378142
"hsa-mir-1296-5p","hsa-mir-7-5p",6667,"SP1",130,"ADH6",1,0,0,0,0.076,0.026,0,0
"hsa-mir-105-5p","hsa-mir-29b-3p",6667,"SP1",130,"ADH6",1,0,0,0.01,0.02,0.033,0.0045,0.0104452007223225
"hsa-mir-149-5p","hsa-mir-29b-3p",6667,"SP1",130,"ADH6",1,0,5e-04,0,0.013,0.066,0,0
"hsa-mir-218-5p","hsa-mir-369-3p",6667,"SP1",130,"ADH6",1,0,0,0,0.025,0.011,0,0
"hsa-mir-105-5p","hsa-mir-369-3p",6667,"SP1",130,"ADH6",1,0,0,0,0.02,0.013,5e-04,0.001496525124188
"hsa-let-7e-5p","hsa-mir-149-5p",6667,"SP1",130,"ADH6",1,0.0015,0,0,0.282,0.0155,0.0015,0.00401326814897046
"hsa-mir-107","hsa-mir-149-5p",6667,"SP1",130,"ADH6",1,0.002,0,0,0.03,0.0235,0,0
"hsa-mir-1296-5p","hsa-mir-383-5p",6667,"SP1",130,"ADH6",1,5e-04,5e-04,0,0.0735,0.0445,0,0
"hsa-let-7e-5p","hsa-mir-145-5p",6667,"SP1",130,"ADH6",1,0.004,0,0,0.2415,0.0125,5e-04,0.001496525124188
"hsa-mir-105-5p","hsa-mir-218-5p",6667,"SP1",130,"ADH6",1,0,0,0.0015,0.0215,0.019,0.003,0.00735432192946423
"hsa-mir-149-5p","hsa-mir-24-3p",6667,"SP1",130,"ADH6",1,0,0.003,5e-04,0.0135,0.5595,0.002,0.00516463364378142
"hsa-let-7e-5p","hsa-mir-218-5p",6667,"SP1",130,"ADH6",1,0.0015,0,0,0.315,0.0235,0.001,0.00279755792669315
"hsa-mir-149-5p","hsa-mir-369-3p",6667,"SP1",130,"ADH6",1,0,0,0,0.02,0.0125,0,0
"hsa-mir-149-5p","hsa-mir-383-5p",6667,"SP1",130,"ADH6",1,0,0,0,0.012,0.0665,0,0
"hsa-let-7e-5p","hsa-mir-107",6667,"SP1",130,"ADH6",1,0.001,0.002,0,0.2025,0.028,0.0055,0.0124207135777998
"hsa-mir-124-3p","hsa-mir-145-5p",6667,"SP1",130,"ADH6",1,0,0,0,0.014,0.0145,0,0
