miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna2_tf,mirna1mirna2_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-191-5p,hsa-mir-940,1051,5743,1,0.0,0.0,0.002,0.039,0.196,0.0015,True,0.01285617805421463
hsa-mir-146b-5p,hsa-mir-212-3p,10765,1495,1,0.0,0.008,0.3015,0.068,0.04,0.006,True,0.03564423138794157
hsa-mir-29a-3p,hsa-mir-29b-3p,10765,23002,1,0.0,0.0015,0.0355,0.1775,0.024,0.007,True,0.039700924532358635
hsa-mir-130a-3p,hsa-mir-301a-3p,11016,23633,1,0.0,0.0,0.3755,0.153,0.146,0.009,True,0.04735669098369998
hsa-mir-141-3p,hsa-mir-93-5p,1316,2114,1,0.0,0.0,0.0515,0.1345,0.0165,0.0015,True,0.01285617805421463
hsa-mir-141-3p,hsa-mir-200b-3p,1316,467,1,0.0,0.0,0.015,0.1185,0.1545,0.0045,True,0.028977175239755883
hsa-mir-141-3p,hsa-mir-93-5p,1316,467,1,0.0,0.0,0.0515,0.1025,0.058,0.005,True,0.031307053238385896
hsa-mir-183-5p,hsa-mir-200b-3p,1316,467,1,0.004,0.0,0.002,0.3735,0.224,0.0015,True,0.01285617805421463
hsa-mir-183-5p,hsa-mir-200c-3p,1316,467,1,0.004,0.0,0.206,0.3835,0.505,0.006,True,0.03564423138794157
hsa-mir-200c-3p,hsa-mir-93-5p,1316,467,1,0.0,0.0005,0.021,0.4015,0.079,0.004,True,0.026610318489695924
hsa-mir-141-3p,hsa-mir-874-3p,1316,4739,1,0.0,0.0045,0.0005,0.3165,0.734,0.0035,True,0.024192240023957475
hsa-mir-200c-3p,hsa-mir-874-3p,1316,4739,1,0.0,0.003,0.0075,0.1065,0.7345,0.009,True,0.04735669098369998
hsa-mir-200c-3p,hsa-mir-93-5p,1316,4739,1,0.0,0.0005,0.021,0.123,0.403,0.006,True,0.03564423138794157
hsa-mir-141-3p,hsa-mir-93-5p,1316,678,1,0.0,0.0,0.0515,0.029,0.0165,0.0015,True,0.01285617805421463
hsa-mir-183-5p,hsa-mir-93-5p,1316,678,1,0.002,0.0005,0.042,0.5735,0.0235,0.001,True,0.009389727943046022
hsa-mir-183-5p,hsa-mir-200a-3p,1316,9208,1,0.001,0.0,0.0035,0.071,0.2715,0.001,True,0.009389727943046022
hsa-mir-183-5p,hsa-mir-200b-3p,1316,9208,1,0.004,0.0,0.002,0.1,0.0895,0.007,True,0.039700924532358635
hsa-mir-103a-2-5p,hsa-mir-19a-3p,1386,5925,1,0.0,0.003,0.061,0.074,0.0235,0.008,True,0.0435711293985783
hsa-mir-10a-5p,hsa-mir-29c-3p,144455,10735,1,0.0,0.0,0.1,0.188,0.8095,0.005,True,0.031307053238385896
hsa-mir-10a-5p,hsa-mir-29c-3p,144455,23293,1,0.0,0.0,0.1,0.332,0.064,0.0085,True,0.04548136717957634
hsa-mir-1270,hsa-mir-29b-2-5p,1523,1938,1,0.003,0.0,0.058,0.1075,0.2775,0.002,True,0.01598761851162388
hsa-mir-29b-2-5p,hsa-mir-320c,1523,1938,1,0.001,0.0075,0.4565,0.272,0.1725,0.003,True,0.02162250673328389
hsa-mir-769-3p,hsa-mir-877-5p,1523,1938,1,0.009,0.0075,0.7725,0.0465,0.1945,0.004,True,0.026610318489695924
hsa-mir-188-5p,hsa-mir-769-3p,1523,23002,1,0.0045,0.003,0.6025,0.4735,0.5895,0.0035,True,0.024192240023957475
hsa-mir-320c,hsa-mir-421,1523,23002,1,0.0065,0.001,0.634,0.9585,0.7985,0.0035,True,0.024192240023957475
hsa-mir-1270,hsa-mir-188-5p,1523,23499,1,0.006,0.005,0.583,0.131,0.134,0.0075,True,0.0416852537475167
hsa-mir-191-5p,hsa-mir-324-3p,1523,3691,1,0.0,0.0085,0.0,0.1065,0.015,0.002,True,0.01598761851162388
hsa-mir-191-5p,hsa-mir-421,1523,3691,1,0.0,0.001,0.7105,0.0815,0.017,0.0065,True,0.03770951677768003
hsa-mir-324-3p,hsa-mir-505-5p,1523,3691,1,0.008,0.0015,0.3645,0.018,0.1435,0.003,True,0.02162250673328389
hsa-mir-1270,hsa-mir-324-3p,1523,79068,1,0.0025,0.0065,0.433,0.0345,0.025,0.0075,True,0.0416852537475167
hsa-mir-205-5p,hsa-mir-874-3p,1869,2305,1,0.0,0.0035,0.075,0.605,0.034,0.006,True,0.03564423138794157
hsa-mir-205-5p,hsa-mir-874-3p,1869,55388,1,0.0,0.0035,0.075,0.785,0.126,0.007,True,0.039700924532358635
hsa-mir-205-5p,hsa-mir-874-3p,1869,6240,1,0.0,0.0035,0.075,0.363,0.014,0.0025,True,0.018886445462728094
hsa-mir-205-5p,hsa-mir-874-3p,1869,81620,1,0.0,0.0035,0.075,0.223,0.0175,0.0015,True,0.01285617805421463
hsa-mir-671-5p,hsa-mir-744-5p,1958,3091,1,0.0005,0.002,0.4305,0.8845,0.0105,0.006,True,0.03564423138794157
hsa-mir-671-5p,hsa-mir-877-5p,1958,930,1,0.0,0.006,0.3015,0.0175,0.0135,0.009,True,0.04735669098369998
hsa-mir-199a-3p,hsa-mir-338-3p,196,1495,1,0.0,0.0,0.256,0.042,0.038,0.008,True,0.0435711293985783
hsa-mir-29a-3p,hsa-mir-766-3p,196,1495,1,0.0,0.0,0.132,0.0245,0.0215,0.002,True,0.01598761851162388
hsa-mir-222-5p,hsa-mir-29b-3p,196528,11183,1,0.001,0.0005,0.0,0.1915,0.0165,0.005,True,0.031307053238385896
hsa-mir-29a-3p,hsa-mir-29b-3p,196528,11183,1,0.0,0.001,0.0,0.0115,0.03,0.005,True,0.031307053238385896
hsa-mir-222-5p,hsa-mir-29b-3p,196528,80205,1,0.001,0.0005,0.0,0.225,0.066,0.0065,True,0.03770951677768003
hsa-mir-29a-5p,hsa-mir-29b-1-5p,1997,4780,1,0.0,0.0035,0.0005,0.1055,0.0155,0.002,True,0.01598761851162388
hsa-mir-145-5p,hsa-mir-766-3p,2005,151011,1,0.001,0.0015,0.0815,0.9365,0.0915,0.007,True,0.039700924532358635
hsa-mir-18a-5p,hsa-mir-200b-3p,2005,151011,1,0.002,0.0,0.004,0.0815,0.0295,0.0035,True,0.024192240023957475
hsa-mir-142-5p,hsa-mir-766-3p,2005,2353,1,0.0005,0.0,0.4195,0.2505,0.0925,0.0,True,0.0
hsa-mir-145-5p,hsa-mir-342-3p,2005,2353,1,0.0015,0.0015,0.1935,0.043,0.1475,0.004,True,0.026610318489695924
hsa-mir-146b-5p,hsa-mir-342-3p,2005,2353,1,0.0,0.0025,0.009,0.013,0.1545,0.0005,True,0.005336984796809064
hsa-mir-146b-5p,hsa-mir-766-3p,2005,2353,1,0.0,0.0,0.0275,0.025,0.1335,0.003,True,0.02162250673328389
hsa-mir-125b-2-3p,hsa-mir-766-3p,2063,9043,-1,0.0,0.0,0.0,0.1255,0.5345,0.001,True,0.009389727943046022
hsa-mir-17-5p,hsa-mir-18a-5p,2099,10783,1,0.0,0.0,0.0,0.1315,0.861,0.0015,True,0.01285617805421463
hsa-mir-17-5p,hsa-mir-19a-3p,2099,10783,1,0.0,0.0005,0.0,0.0725,0.9325,0.0015,True,0.01285617805421463
