miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna2_tf,mirna1mirna2_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-410-3p,hsa-mir-541-3p,51341,23526,-1,0.0005,0.0,0.0,0.1085,0.023,0.0,True,0.0
hsa-mir-541-3p,hsa-mir-654-5p,51341,23526,-1,0.0,0.0,0.0025,0.0215,0.4805,0.0005,True,0.034192708333333335
hsa-mir-139-3p,hsa-mir-193b-3p,51341,6573,-1,0.0045,0.0085,0.472,0.213,0.34,0.0005,True,0.034192708333333335
hsa-mir-410-3p,hsa-mir-541-3p,51341,8553,-1,0.0005,0.0,0.0,0.2835,0.1135,0.0,True,0.0
hsa-mir-100-5p,hsa-mir-193b-3p,51341,9394,-1,0.0035,0.009,0.025,0.0175,0.027,0.0,True,0.0
hsa-mir-133a-3p,hsa-mir-143-3p,7182,55010,1,0.0,0.0,0.0,0.1265,0.1115,0.0005,True,0.034192708333333335
hsa-mir-199a-3p,hsa-mir-199b-3p,7586,11176,1,0.0015,0.001,0.0,0.1365,0.108,0.0,True,0.0
