TF,Target,miRNA1,miRNA2,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna2_tf,mirna1mirna2_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted,hgnc_symbol_target,hgnc_symbol_tf
6774,3929,hsa-mir-17-5p,hsa-mir-20a-3p,1,0,0,0,0.0285,0.018,0.006,True,0.0356442313879416,LBP,STAT3
6774,3569,hsa-mir-18a-5p,hsa-mir-20a-3p,1,0.007,0,0,0.119,0.0105,0,True,0,IL6,STAT3
6774,3569,hsa-mir-17-5p,hsa-mir-301a-3p,1,0,0,0.0165,0.02,0.0145,0.005,True,0.0313070532383859,IL6,STAT3
6774,5008,hsa-mir-18a-5p,hsa-mir-20a-3p,1,0.007,0,0,0.0325,0.016,0,True,0,OSM,STAT3
6774,5743,hsa-mir-501-3p,hsa-mir-93-5p,1,0,0,5e-04,0.213,0.0145,0.008,True,0.0435711293985783,PTGS2,STAT3
6774,1116,hsa-mir-18a-5p,hsa-mir-20a-3p,1,0.007,0,0,0.089,0.012,0,True,0,CHI3L1,STAT3
6774,1956,hsa-mir-106a-5p,hsa-mir-301a-3p,1,0,0,0.1095,0.0385,0.208,0.0065,True,0.03770951677768,EGFR,STAT3
6774,3569,hsa-mir-20a-5p,hsa-mir-301a-3p,1,0,0,0.06,0.0115,0.017,0.003,True,0.0216225067332839,IL6,STAT3
6774,5551,hsa-mir-20a-3p,hsa-mir-20a-5p,1,5e-04,0,0,0.019,0.0305,0.0095,True,0.0491500560381059,PRF1,STAT3
6774,5008,hsa-mir-18a-5p,hsa-mir-18b-5p,1,0.007,5e-04,0.0185,0.0485,0.046,0.002,True,0.0159876185116239,OSM,STAT3
6774,55328,hsa-mir-17-5p,hsa-mir-182-5p,1,0,0,0.0075,0.0175,0.019,0.0025,True,0.0188864454627281,RNLS,STAT3
6774,5008,hsa-mir-20a-3p,hsa-mir-501-3p,1,0.003,0,0.0595,0.0195,0.079,0.005,True,0.0313070532383859,OSM,STAT3
6774,3929,hsa-mir-17-5p,hsa-mir-93-5p,1,0,0,0,0.0505,0.017,0.0035,True,0.0241922400239575,LBP,STAT3
6777,604,hsa-mir-19a-3p,hsa-mir-324-3p,1,0.002,0.0035,0.0095,0.037,0.675,0.0065,True,0.03770951677768,BCL6,STAT5B
6925,57507,hsa-mir-200c-3p,hsa-mir-20a-5p,1,0,0,0,0.4015,0.105,0.004,True,0.0266103184896959,ZNF608,TCF4
6925,57507,hsa-mir-200a-3p,hsa-mir-33a-3p,1,0,0,0.003,0.04,0.243,0.002,True,0.0159876185116239,ZNF608,TCF4
6925,84441,hsa-mir-200c-3p,hsa-mir-29b-3p,1,0,0.001,0.0955,0.495,0.173,0.0025,True,0.0188864454627281,MAML2,TCF4
6925,84441,hsa-mir-155-5p,hsa-mir-200b-3p,1,0,0,0.0035,0.048,0.681,0.0025,True,0.0188864454627281,MAML2,TCF4
6925,84441,hsa-mir-193b-3p,hsa-mir-93-5p,1,0.001,0,0.0215,0.9005,0.0695,0,True,0,MAML2,TCF4
6925,27086,hsa-mir-106a-5p,hsa-mir-29b-3p,1,0,5e-04,0.0485,0.3145,0.0255,0,True,0,FOXP1,TCF4
6925,7225,hsa-mir-193b-3p,hsa-mir-29b-3p,1,0,5e-04,0.2795,0.05,0.5515,0.009,True,0.0473566909837,TRPC6,TCF4
6925,57507,hsa-mir-200c-3p,hsa-mir-20b-5p,1,0,5e-04,0.0915,0.407,0.0295,0,True,0,ZNF608,TCF4
6925,27086,hsa-mir-200b-3p,hsa-mir-301b-3p,1,0,0,0.277,0.075,0.524,0.0025,True,0.0188864454627281,FOXP1,TCF4
6925,23301,hsa-mir-17-5p,hsa-mir-20b-5p,1,0,0,0.016,0.035,0.0195,5e-04,True,0.00533698479680906,EHBP1,TCF4
6925,23505,hsa-mir-200a-3p,hsa-mir-200b-3p,1,0,0,0,0.0105,0.029,0.0025,True,0.0188864454627281,TMEM131,TCF4
6925,57507,hsa-mir-17-5p,hsa-mir-200a-3p,1,0,0,0,0.1495,0.033,0.0095,True,0.0491500560381059,ZNF608,TCF4
6925,57507,hsa-mir-106a-5p,hsa-mir-200c-3p,1,0,0,0.01,0.4575,0.448,5e-04,True,0.00533698479680906,ZNF608,TCF4
6925,27086,hsa-mir-29b-3p,hsa-mir-33a-3p,1,0.001,0,0.1465,0.023,0.6905,0,True,0,FOXP1,TCF4
6925,84441,hsa-mir-106a-5p,hsa-mir-29b-3p,1,0,5e-04,0.0485,0.0835,0.1655,0.004,True,0.0266103184896959,MAML2,TCF4
6925,5243,hsa-mir-200b-3p,hsa-mir-200c-3p,1,0,0,0,0.1415,0.0145,0.003,True,0.0216225067332839,ABCB1,TCF4
6925,10413,hsa-mir-106a-5p,hsa-mir-193b-3p,1,0,5e-04,0.052,0.015,0.1275,0.0045,True,0.0289771752397559,YAP1,TCF4
6925,57507,hsa-mir-17-5p,hsa-mir-200c-3p,1,0,0,5e-04,0.131,0.435,0.002,True,0.0159876185116239,ZNF608,TCF4
6925,4306,hsa-mir-200c-3p,hsa-mir-29b-3p,1,0,0.001,0.0955,0.0495,0.046,0.008,True,0.0435711293985783,NR3C2,TCF4
6925,23301,hsa-mir-130b-3p,hsa-mir-17-5p,1,0,0,0,0.322,0.0275,0.006,True,0.0356442313879416,EHBP1,TCF4
6925,23505,hsa-mir-200a-3p,hsa-mir-200c-3p,1,0,0,0,0.0105,0.661,0.0025,True,0.0188864454627281,TMEM131,TCF4
6925,57507,hsa-mir-20b-5p,hsa-mir-29c-3p,1,5e-04,5e-04,0.524,0.015,0.0165,0.0025,True,0.0188864454627281,ZNF608,TCF4
6925,7003,hsa-mir-130b-3p,hsa-mir-193b-3p,1,0,0,0,0.0275,0.119,0.004,True,0.0266103184896959,TEAD1,TCF4
6925,84441,hsa-mir-106a-5p,hsa-mir-1301-3p,1,0,0,0.006,0.071,0.031,0.0085,True,0.0454813671795763,MAML2,TCF4
6925,84441,hsa-mir-106a-5p,hsa-mir-93-5p,1,0,0,0,0.0795,0.059,0.004,True,0.0266103184896959,MAML2,TCF4
6925,10413,hsa-mir-106a-5p,hsa-mir-301a-3p,1,0,0,0,0.0115,0.0255,0.009,True,0.0473566909837,YAP1,TCF4
6925,27233,hsa-mir-200c-3p,hsa-mir-301b-3p,1,0,0,0.0015,0.071,0.2985,5e-04,True,0.00533698479680906,SULT1C4,TCF4
6925,27233,hsa-mir-200c-3p,hsa-mir-29b-3p,1,0,0.001,0.0955,0.073,0.02,0.008,True,0.0435711293985783,SULT1C4,TCF4
6925,27233,hsa-mir-130b-3p,hsa-mir-200c-3p,1,0,0,0,0.032,0.043,0.004,True,0.0266103184896959,SULT1C4,TCF4
6935,3691,hsa-mir-141-3p,hsa-mir-200c-3p,-1,0,0,0,0.0425,0.017,0,True,0,ITGB4,ZEB1
6935,3898,hsa-mir-29b-2-5p,hsa-mir-455-3p,-1,0,0,0.0025,0.04,0.043,0.0055,True,0.033513827013827,LAD1,ZEB1
6935,3898,hsa-mir-200c-3p,hsa-mir-539-5p,-1,0,0,0.0045,0.0105,0.137,0.004,True,0.0266103184896959,LAD1,ZEB1
6935,1468,hsa-mir-205-5p,hsa-mir-539-5p,-1,0,0,0.005,0.059,0.5595,0.0055,True,0.033513827013827,SLC25A10,ZEB1
7003,140609,hsa-mir-219a-1-3p,hsa-mir-503-5p,1,0.0075,0.0055,0.001,0.331,0.036,5e-04,True,0.00533698479680906,NEK7,TEAD1
7023,57449,hsa-mir-143-3p,hsa-mir-30c-2-3p,1,5e-04,0.004,0,0.053,0.0265,0.0015,True,0.0128561780542146,PLEKHG5,TFAP4
7025,9811,hsa-let-7g-3p,hsa-mir-671-5p,1,0,0,5e-04,0.094,0.051,0.0025,True,0.0188864454627281,CTIF,NR2F1
7182,165082,hsa-mir-155-5p,hsa-mir-500a-5p,1,0,0,0.332,0.117,0.317,0.0075,True,0.0416852537475167,ADGRF3,NR2C2
7182,165082,hsa-mir-155-5p,hsa-mir-501-5p,1,0,0.009,0.1925,0.0965,0.2345,0.0035,True,0.0241922400239575,ADGRF3,NR2C2
7528,53981,hsa-mir-125b-5p,hsa-mir-29b-3p,1,0,5e-04,0.019,0.0185,0.0335,0.004,True,0.0266103184896959,CPSF2,YY1
7528,5714,hsa-mir-125b-2-3p,hsa-mir-29b-3p,-1,0.0085,5e-04,0.303,0.036,0.306,0.0055,True,0.033513827013827,PSMD8,YY1
7572,6820,hsa-mir-199a-3p,hsa-mir-766-3p,-1,0,0.0015,0.354,0.056,0.0535,0.004,True,0.0266103184896959,SULT2B1,ZNF24
7586,114827,hsa-mir-130a-3p,hsa-mir-199a-3p,1,0.005,0,0.001,0.02,0.011,0.0055,True,0.033513827013827,FHAD1,ZKSCAN1
7586,128272,hsa-mir-130a-3p,hsa-mir-199a-3p,1,0.005,0,0.001,0.014,0.0195,5e-04,True,0.00533698479680906,ARHGEF19,ZKSCAN1
7586,128272,hsa-mir-130a-3p,hsa-mir-199b-3p,1,0.0025,0,0.001,0.0145,0.0165,0.003,True,0.0216225067332839,ARHGEF19,ZKSCAN1
7586,114827,hsa-mir-142-3p,hsa-mir-142-5p,1,0,0,0,0.0805,0.067,0.006,True,0.0356442313879416,FHAD1,ZKSCAN1
7586,128272,hsa-mir-199a-3p,hsa-mir-199b-3p,1,0,0,0,0.0115,0.016,5e-04,True,0.00533698479680906,ARHGEF19,ZKSCAN1
7586,114827,hsa-mir-130a-3p,hsa-mir-199b-3p,1,0.0025,0,0.001,0.034,0.014,0.003,True,0.0216225067332839,FHAD1,ZKSCAN1
7586,5900,hsa-mir-130b-3p,hsa-mir-155-5p,1,0.0075,0,0.8615,0.2595,0.3735,0.006,True,0.0356442313879416,RALGDS,ZKSCAN1
7764,200424,hsa-mir-100-5p,hsa-mir-34b-3p,1,0,0.001,0.127,0.015,0.579,0.007,True,0.0397009245323586,TET3,ZNF217
7764,200424,hsa-mir-133b,hsa-mir-99a-5p,1,0.008,0.004,0.0065,0.1535,0.347,0.0085,True,0.0454813671795763,TET3,ZNF217
9839,9792,hsa-mir-200c-3p,hsa-mir-222-3p,-1,0,0.002,0.0105,0.1545,0.179,0,True,0,SERTAD2,ZEB2
9839,9792,hsa-mir-215-5p,hsa-mir-345-5p,-1,0.0025,0,0.213,0.7675,0.1025,0.0025,True,0.0188864454627281,SERTAD2,ZEB2
9839,9792,hsa-mir-429,hsa-mir-628-3p,-1,0,0,0.134,0.459,0.168,0.005,True,0.0313070532383859,SERTAD2,ZEB2
9839,9792,hsa-mir-200a-3p,hsa-mir-628-3p,-1,0,0,0.1755,0.2765,0.112,0.008,True,0.0435711293985783,SERTAD2,ZEB2
9839,9792,hsa-mir-200c-3p,hsa-mir-628-3p,-1,0,0,0.094,0.126,0.184,5e-04,True,0.00533698479680906,SERTAD2,ZEB2
9839,9792,hsa-mir-200c-3p,hsa-mir-345-5p,-1,0,0,0,0.1235,0.0815,0,True,0,SERTAD2,ZEB2
9839,9792,hsa-mir-200c-3p,hsa-mir-221-3p,-1,0,0,0.0045,0.146,0.014,0.0045,True,0.0289771752397559,SERTAD2,ZEB2
9839,999,hsa-mir-192-5p,hsa-mir-193b-3p,-1,0,0,0.001,0.492,0.307,0,True,0,CDH1,ZEB2
9839,9792,hsa-mir-200b-3p,hsa-mir-628-3p,-1,0,0,0.2925,0.1995,0.098,0.0015,True,0.0128561780542146,SERTAD2,ZEB2
10765,23002,hsa-mir-29a-3p,hsa-mir-29b-3p,1,0,0.0015,0.0355,0.1775,0.024,0.007,True,0.0397009245323586,DAAM1,KDM5B
10765,1495,hsa-mir-146b-5p,hsa-mir-212-3p,1,0,0.008,0.3015,0.068,0.04,0.006,True,0.0356442313879416,CTNNA1,KDM5B
11016,23633,hsa-mir-130a-3p,hsa-mir-301a-3p,1,0,0,0.3755,0.153,0.146,0.009,True,0.0473566909837,KPNA6,ATF7
27086,152002,hsa-mir-18a-3p,hsa-mir-7-5p,-1,0,0,0.682,0.151,0.09,0.003,True,0.0216225067332839,XXYLT1,FOXP1
27086,23350,hsa-let-7g-3p,hsa-mir-21-3p,-1,0,0,0.2045,0.058,0.5745,0.0035,True,0.0241922400239575,U2SURP,FOXP1
27086,4928,hsa-mir-338-3p,hsa-mir-421,-1,0,0,0.165,0.4925,0.2675,0.002,True,0.0159876185116239,NUP98,FOXP1
27086,57609,hsa-mir-223-5p,hsa-mir-338-3p,-1,0.001,0,0.1465,0.0115,0.303,0.0035,True,0.0241922400239575,DIP2B,FOXP1
27086,23514,hsa-mir-141-3p,hsa-mir-18a-3p,-1,5e-04,0,0.387,0.302,0.016,0.0055,True,0.033513827013827,SPIDR,FOXP1
27086,51719,hsa-mir-18a-3p,hsa-mir-338-3p,-1,0,0,0.5185,0.1,0.0545,5e-04,True,0.00533698479680906,CAB39,FOXP1
27086,5366,hsa-mir-19a-3p,hsa-mir-671-5p,-1,5e-04,0.002,0,0.038,0.038,0,True,0,PMAIP1,FOXP1
27086,23514,hsa-mir-21-3p,hsa-mir-29b-2-5p,-1,0,0.001,0.5765,0.4465,0.0515,0.0065,True,0.03770951677768,SPIDR,FOXP1
51341,7067,hsa-mir-338-3p,hsa-mir-656-3p,-1,5e-04,0.008,0.2275,0.0305,0.0395,0.006,True,0.0356442313879416,THRA,ZBTB7A
51341,55182,hsa-mir-125b-5p,hsa-mir-93-3p,-1,0,0.0045,5e-04,0.1215,0.3235,0.007,True,0.0397009245323586,RNF220,ZBTB7A
55810,10735,hsa-mir-10a-5p,hsa-mir-29c-3p,1,5e-04,0,0.02,0.188,0.8095,0.005,True,0.0313070532383859,STAG2,FOXJ2
55810,64343,hsa-mir-29b-3p,hsa-mir-93-5p,1,0,0,0.071,0.3835,0.013,0.003,True,0.0216225067332839,AZI2,FOXJ2
60468,4249,hsa-mir-29c-3p,hsa-mir-331-3p,1,0,0,0.2165,0.111,0.0805,0.005,True,0.0313070532383859,MGAT5,BACH2
60468,83891,hsa-mir-369-3p,hsa-mir-642a-5p,1,0,0,0.4565,0.4465,0.011,0.001,True,0.00938972794304602,SNX25,BACH2
60468,2309,hsa-let-7g-3p,hsa-mir-331-3p,1,0,0,0,0.092,0.0125,5e-04,True,0.00533698479680906,FOXO3,BACH2
60468,2309,hsa-mir-1270,hsa-mir-331-3p,1,0,0,0.0995,0.665,0.013,0.0095,True,0.0491500560381059,FOXO3,BACH2
60468,222658,hsa-let-7g-3p,hsa-mir-1270,1,0,0,0.3305,0.1785,0.535,0.003,True,0.0216225067332839,KCTD20,BACH2
60468,2113,hsa-mir-30b-3p,hsa-mir-335-5p,1,0,0,0.0515,0.067,0.795,0.0095,True,0.0491500560381059,ETS1,BACH2
144455,23293,hsa-mir-10a-5p,hsa-mir-29c-3p,1,0,0,0.1,0.332,0.064,0.0085,True,0.0454813671795763,SMG6,E2F7
144455,10735,hsa-mir-10a-5p,hsa-mir-29c-3p,1,0,0,0.1,0.188,0.8095,0.005,True,0.0313070532383859,STAG2,E2F7
196528,80205,hsa-mir-222-5p,hsa-mir-29b-3p,1,0.001,5e-04,0,0.225,0.066,0.0065,True,0.03770951677768,CHD9,ARID2
196528,11183,hsa-mir-29a-3p,hsa-mir-29b-3p,1,0,0.001,0,0.0115,0.03,0.005,True,0.0313070532383859,MAP4K5,ARID2
196528,11183,hsa-mir-222-5p,hsa-mir-29b-3p,1,0.001,5e-04,0,0.1915,0.0165,0.005,True,0.0313070532383859,MAP4K5,ARID2
