TF,Target,miRNA1,miRNA2,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna2_tf,mirna1mirna2_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted,hgnc_symbol_target,hgnc_symbol_tf
4205,10783,hsa-mir-17-5p,hsa-mir-224-5p,1,0,0.0015,0.162,0.145,0.3035,5e-04,True,0.00533698479680906,NEK6,MEF2A
4205,10602,hsa-mir-362-3p,hsa-mir-92a-1-5p,1,0,0.0055,0.3515,0.527,0.2,0.004,True,0.0266103184896959,CDC42EP3,MEF2A
4208,25780,hsa-mir-135b-5p,hsa-mir-425-5p,1,0,0,0,0.1195,0.024,0.002,True,0.0159876185116239,RASGRP3,MEF2C
4208,2313,hsa-mir-135b-5p,hsa-mir-589-3p,1,0,0.0015,0.028,0.086,0.0655,0.0075,True,0.0416852537475167,FLI1,MEF2C
4208,5142,hsa-mir-135b-5p,hsa-mir-589-3p,1,0,0.0015,0.028,0.131,0.04,0.0025,True,0.0188864454627281,PDE4B,MEF2C
4208,25780,hsa-mir-425-5p,hsa-mir-589-3p,1,0,5e-04,0,0.018,0.714,0.0015,True,0.0128561780542146,RASGRP3,MEF2C
4208,9750,hsa-mir-425-5p,hsa-mir-589-3p,1,0,5e-04,0,0.1155,0.275,0.003,True,0.0216225067332839,RIPOR2,MEF2C
4208,23228,hsa-mir-425-5p,hsa-mir-589-3p,1,0,5e-04,0,0.0225,0.079,0.0025,True,0.0188864454627281,PLCL2,MEF2C
4208,10783,hsa-mir-135b-5p,hsa-mir-589-3p,1,0,0.0015,0.028,0.753,0.5365,5e-04,True,0.00533698479680906,NEK6,MEF2C
4211,23414,hsa-mir-130a-5p,hsa-mir-424-5p,1,0,0,0.0425,0.2325,0.0555,0.0065,True,0.03770951677768,ZFPM2,MEIS1
4212,54454,hsa-mir-31-5p,hsa-mir-942-5p,1,0,0,0.1115,0.0605,0.1175,0.0025,True,0.0188864454627281,ATAD2B,MEIS2
4212,7049,hsa-mir-30c-1-3p,hsa-mir-625-5p,1,0.001,0,0.0075,0.3185,0.0285,0,True,0,TGFBR3,MEIS2
4212,4208,hsa-mir-625-5p,hsa-mir-766-3p,1,0,0,0.0025,0.0285,0.129,5e-04,True,0.00533698479680906,MEF2C,MEIS2
4212,83478,hsa-mir-625-5p,hsa-mir-766-3p,1,0,0,0.0025,0.162,0.012,0.001,True,0.00938972794304602,ARHGAP24,MEIS2
4286,3091,hsa-let-7g-3p,hsa-mir-210-3p,1,0,0,0,0.0115,0.3265,0,True,0,HIF1A,MITF
4609,3094,hsa-mir-301b-3p,hsa-mir-429,1,0.0015,0,5e-04,0.0125,0.0115,0.0085,True,0.0454813671795763,HINT1,MYC
4609,3613,hsa-mir-516a-5p,hsa-mir-940,1,0.0045,5e-04,0.3415,0.959,0.36,0.003,True,0.0216225067332839,IMPA2,MYC
4609,3094,hsa-mir-130a-3p,hsa-mir-429,1,0.0035,0,0.15,0.0935,0.0105,0.001,True,0.00938972794304602,HINT1,MYC
4609,7480,hsa-mir-93-5p,hsa-mir-940,1,0.0015,0,0.405,0.109,0.023,0.005,True,0.0313070532383859,WNT10B,MYC
4609,841,hsa-mir-516a-5p,hsa-mir-592,1,0.0035,0.0025,0.149,0.037,0.049,0.0025,True,0.0188864454627281,CASP8,MYC
4609,8870,hsa-mir-301b-3p,hsa-mir-940,1,0.0015,5e-04,0.02,0.047,0.2175,0.0025,True,0.0188864454627281,IER3,MYC
4609,3094,hsa-mir-429,hsa-mir-7-5p,1,0,0,0.002,0.015,0.4195,0,True,0,HINT1,MYC
4779,7328,hsa-mir-183-5p,hsa-mir-93-5p,1,0,0,5e-04,0.021,0.067,0,True,0,UBE2H,NFE2L1
4779,7328,hsa-mir-141-5p,hsa-mir-93-5p,1,0.0085,0,0.058,0.067,0.0905,0.0045,True,0.0289771752397559,UBE2H,NFE2L1
4779,7003,hsa-mir-2110,hsa-mir-940,1,0.007,5e-04,0.6705,0.3505,0.015,0.0045,True,0.0289771752397559,TEAD1,NFE2L1
4782,1543,hsa-mir-196b-5p,hsa-mir-210-3p,-1,5e-04,0,0.001,0.022,0.301,0.0055,True,0.033513827013827,CYP1A1,NFIC
4782,725,hsa-mir-191-5p,hsa-mir-335-3p,1,0,0.0055,0.0555,0.695,0.2715,0.005,True,0.0313070532383859,C4BPB,NFIC
4782,2670,hsa-mir-17-5p,hsa-mir-940,1,0,0,0.0045,0.4585,0.0385,0.0045,True,0.0289771752397559,GFAP,NFIC
4782,80781,hsa-mir-342-5p,hsa-mir-625-5p,1,0.0015,0.0095,0.014,0.1355,0.046,5e-04,True,0.00533698479680906,COL18A1,NFIC
4782,725,hsa-mir-182-5p,hsa-mir-183-5p,1,0,0,0,0.0775,0.0165,5e-04,True,0.00533698479680906,C4BPB,NFIC
4782,7980,hsa-mir-19a-3p,hsa-mir-335-3p,1,0,0.005,0.028,0.2115,0.069,0.0045,True,0.0289771752397559,TFPI2,NFIC
4782,725,hsa-mir-10a-5p,hsa-mir-185-3p,1,0.005,0,0.031,0.0625,0.1475,0.0025,True,0.0188864454627281,C4BPB,NFIC
4782,2670,hsa-mir-592,hsa-mir-939-5p,1,0,0.001,0.0545,0.066,0.9565,0.004,True,0.0266103184896959,GFAP,NFIC
4782,7980,hsa-mir-20a-5p,hsa-mir-335-3p,1,0,0.005,0.011,0.162,0.0525,0,True,0,TFPI2,NFIC
4782,7450,hsa-mir-181a-2-3p,hsa-mir-2110,1,0.0015,0,0.1755,0.05,0.0195,0.004,True,0.0266103184896959,VWF,NFIC
4782,2670,hsa-mir-17-5p,hsa-mir-181a-2-3p,1,0,0.002,0.146,0.476,0.3055,0.0025,True,0.0188864454627281,GFAP,NFIC
4782,7980,hsa-mir-17-5p,hsa-mir-335-3p,1,0,0.003,0.0355,0.1355,0.059,0.002,True,0.0159876185116239,TFPI2,NFIC
4782,2670,hsa-mir-93-5p,hsa-mir-939-5p,1,0,5e-04,0.0365,0.2545,0.959,0.0075,True,0.0416852537475167,GFAP,NFIC
4782,2670,hsa-mir-629-3p,hsa-mir-93-5p,1,0.0085,0,0,0.4705,0.2775,0.006,True,0.0356442313879416,GFAP,NFIC
4782,2670,hsa-mir-182-5p,hsa-mir-210-3p,1,0,0,5e-04,0.018,0.0115,0.0035,True,0.0241922400239575,GFAP,NFIC
4782,7450,hsa-mir-342-5p,hsa-mir-625-5p,1,0.0015,0.0095,0.014,0.92,0.132,0.008,True,0.0435711293985783,VWF,NFIC
4782,2670,hsa-mir-196b-5p,hsa-mir-93-5p,1,0.0015,0,0.052,0.5915,0.2635,0.0025,True,0.0188864454627281,GFAP,NFIC
4782,80781,hsa-mir-342-5p,hsa-mir-629-3p,1,0.003,0.0015,5e-04,0.1345,0.1745,0,True,0,COL18A1,NFIC
4782,7450,hsa-mir-149-3p,hsa-mir-342-5p,1,0.0015,0.002,0.072,0.0655,0.921,0.006,True,0.0356442313879416,VWF,NFIC
4782,7980,hsa-mir-18a-5p,hsa-mir-335-3p,1,5e-04,0.001,0.026,0.0335,0.0625,0.007,True,0.0397009245323586,TFPI2,NFIC
4782,2983,hsa-mir-196b-5p,hsa-mir-342-5p,1,5e-04,5e-04,0.0665,0.0145,0.5575,0.0055,True,0.033513827013827,GUCY1B1,NFIC
4782,725,hsa-mir-185-3p,hsa-mir-335-3p,1,0,0.004,0.0915,0.126,0.2775,0.0025,True,0.0188864454627281,C4BPB,NFIC
4782,7450,hsa-mir-181a-2-3p,hsa-mir-191-5p,1,0.0015,0,0.023,0.047,0.049,0.0025,True,0.0188864454627281,VWF,NFIC
4782,2670,hsa-mir-17-5p,hsa-mir-183-5p,1,0,0,5e-04,0.4675,0.012,0.001,True,0.00938972794304602,GFAP,NFIC
4790,1594,hsa-mir-182-5p,hsa-mir-96-5p,1,0,0,0,0.053,0.013,0.0095,True,0.0491500560381059,CYP27B1,NFKB1
4790,8797,hsa-mir-301a-3p,hsa-mir-301b-3p,1,0,0,0,0.015,0.1185,0.0075,True,0.0416852537475167,TNFRSF10A,NFKB1
4790,5243,hsa-mir-182-5p,hsa-mir-96-5p,1,0,0,0,0.127,0.0585,0,True,0,ABCB1,NFKB1
4790,8870,hsa-mir-130b-3p,hsa-mir-301b-3p,1,0,0,0.0135,0.027,0.054,0.0075,True,0.0416852537475167,IER3,NFKB1
4790,1956,hsa-mir-130b-3p,hsa-mir-301a-3p,1,0,0,0.0135,0.0885,0.171,0.0045,True,0.0289771752397559,EGFR,NFKB1
4801,9024,hsa-mir-221-3p,hsa-mir-222-3p,1,0.002,0.006,0.1185,0.0865,0.014,0.004,True,0.0266103184896959,BRSK2,NFYB
5241,2099,hsa-mir-32-3p,hsa-mir-320b,1,5e-04,0,0.0285,0.031,0.0545,0.0065,True,0.03770951677768,ESR1,PGR
5452,79705,hsa-mir-20a-3p,hsa-mir-9-5p,1,5e-04,0.001,0.7565,0.3975,0.5255,0.0065,True,0.03770951677768,LRRK1,POU2F2
6591,27237,hsa-mir-151a-3p,hsa-mir-185-3p,-1,0.002,5e-04,0.004,0.0385,0.1055,0,True,0,ARHGEF16,SNAI2
6591,9361,hsa-mir-185-3p,hsa-mir-425-5p,-1,5e-04,0,0.0645,0.1075,0.0185,0.004,True,0.0266103184896959,LONP1,SNAI2
6591,10160,hsa-mir-151a-3p,hsa-mir-185-3p,-1,0.002,5e-04,0.004,0.1705,0.284,0.0095,True,0.0491500560381059,FARP1,SNAI2
6667,5753,hsa-mir-145-5p,hsa-mir-299-5p,1,0,5e-04,0,0.061,0.032,0,True,0,PTK6,SP1
6667,1633,hsa-mir-29a-3p,hsa-mir-29b-3p,1,0,0.0015,5e-04,0.372,0.1965,0.0045,True,0.0289771752397559,DCK,SP1
6667,331,hsa-mir-369-3p,hsa-mir-424-5p,1,5e-04,0.0035,0.0185,0.072,0.7875,0.006,True,0.0356442313879416,XIAP,SP1
6667,4284,hsa-mir-145-5p,hsa-mir-326,1,0,0.003,0.0045,0.1675,0.273,0,True,0,MIP,SP1
6667,4583,hsa-mir-299-5p,hsa-mir-497-5p,1,0,0,0.096,0.017,0.5855,0.0055,True,0.033513827013827,MUC2,SP1
6667,4041,hsa-mir-130a-3p,hsa-mir-369-3p,1,0,0,0.003,0.1905,0.0105,0,True,0,LRP5,SP1
6667,1633,hsa-mir-10a-5p,hsa-mir-145-5p,1,0,0,5e-04,0.0125,0.017,0.0035,True,0.0241922400239575,DCK,SP1
6667,928,hsa-mir-127-5p,hsa-mir-299-5p,1,0,0,0,0.0445,0.0315,0.0045,True,0.0289771752397559,CD9,SP1
6667,4583,hsa-mir-125b-5p,hsa-mir-362-3p,1,0,0,0.0605,0.061,0.453,0,True,0,MUC2,SP1
6667,3815,hsa-mir-377-3p,hsa-mir-424-5p,1,5e-04,0.0025,0.459,0.097,0.018,5e-04,True,0.00533698479680906,KIT,SP1
6667,5753,hsa-mir-127-5p,hsa-mir-145-5p,1,0,0,0,0.023,0.0525,0.002,True,0.0159876185116239,PTK6,SP1
6667,4583,hsa-mir-223-3p,hsa-mir-299-5p,1,0,0,0.159,0.037,0.021,0.0045,True,0.0289771752397559,MUC2,SP1
6667,2332,hsa-mir-127-5p,hsa-mir-497-5p,1,0,0,0.1085,0.0135,0.042,0.0035,True,0.0241922400239575,FMR1,SP1
6667,4583,hsa-mir-130a-3p,hsa-mir-150-5p,1,0,0,0.061,0.0155,0.254,0.001,True,0.00938972794304602,MUC2,SP1
6667,5292,hsa-mir-204-5p,hsa-mir-30a-3p,1,0,0.0035,0.088,0.219,0.1465,0.001,True,0.00938972794304602,PIM1,SP1
6667,7421,hsa-mir-150-5p,hsa-mir-362-3p,1,0,0,0.452,0.381,0.0365,0.008,True,0.0435711293985783,VDR,SP1
6667,4583,hsa-mir-29a-3p,hsa-mir-369-3p,1,0,0,0.2495,0.0115,0.428,5e-04,True,0.00533698479680906,MUC2,SP1
6667,1633,hsa-mir-125b-5p,hsa-mir-29b-3p,1,0,0.002,0.3555,0.0175,0.238,0,True,0,DCK,SP1
6667,6720,hsa-mir-127-5p,hsa-mir-369-3p,1,0,0,0,0.2745,0.138,0.004,True,0.0266103184896959,SREBF1,SP1
6667,331,hsa-mir-127-5p,hsa-mir-424-5p,1,5e-04,0.002,0.117,0.041,0.7715,0.0085,True,0.0454813671795763,XIAP,SP1
6667,1577,hsa-mir-145-5p,hsa-mir-30a-3p,1,0,0.004,0,0.022,0.1645,0,True,0,CYP3A5,SP1
6667,4284,hsa-mir-195-5p,hsa-mir-377-3p,1,0,5e-04,0.6555,0.011,0.108,0.0055,True,0.033513827013827,MIP,SP1
6667,5753,hsa-mir-127-5p,hsa-mir-497-5p,1,0,0,0.1085,0.029,0.1525,0,True,0,PTK6,SP1
6667,6344,hsa-mir-150-5p,hsa-mir-2355-5p,1,0,0.002,0.207,0.1195,0.1365,0.006,True,0.0356442313879416,SCTR,SP1
6667,4041,hsa-mir-369-3p,hsa-mir-377-3p,1,0,0.001,0.1185,0.017,0.545,0.009,True,0.0473566909837,LRP5,SP1
6667,4089,hsa-mir-29a-3p,hsa-mir-497-5p,1,0,0,0.069,0.0105,0.554,0.008,True,0.0435711293985783,SMAD4,SP1
6667,3172,hsa-mir-145-5p,hsa-mir-2355-5p,1,0,0.0015,0.011,0.115,0.0795,5e-04,True,0.00533698479680906,HNF4A,SP1
6667,7374,hsa-mir-204-5p,hsa-mir-29b-3p,1,0,0.001,0.418,0.0765,0.017,0.0055,True,0.033513827013827,UNG,SP1
6667,4583,hsa-mir-125b-5p,hsa-mir-223-3p,1,0,0,0.0545,0.042,0.048,0.001,True,0.00938972794304602,MUC2,SP1
6667,1143,hsa-mir-10a-5p,hsa-mir-145-5p,1,0,0,5e-04,0.0255,0.1255,5e-04,True,0.00533698479680906,CHRNB4,SP1
6667,847,hsa-mir-223-3p,hsa-mir-30a-3p,1,0,0.0055,0.123,0.021,0.293,0.002,True,0.0159876185116239,CAT,SP1
6667,4583,hsa-mir-125b-5p,hsa-mir-369-3p,1,0,0.0015,0,0.043,0.4075,0.004,True,0.0266103184896959,MUC2,SP1
6667,79148,hsa-mir-204-5p,hsa-mir-424-5p,1,0,0.001,0.0655,0.015,0.0505,0.0055,True,0.033513827013827,MMP28,SP1
6667,928,hsa-let-7c-5p,hsa-mir-127-5p,1,0,0,0.0015,0.133,0.055,0,True,0,CD9,SP1
6667,3713,hsa-mir-125b-5p,hsa-mir-145-5p,1,0,0,0,0.31,0.5015,0.003,True,0.0216225067332839,IVL,SP1
6667,3815,hsa-mir-369-3p,hsa-mir-424-5p,1,5e-04,0.0035,0.0185,0.0665,0.0175,0.0035,True,0.0241922400239575,KIT,SP1
6667,4041,hsa-mir-127-5p,hsa-mir-30a-3p,1,0,0.0025,0.1465,0.0785,0.3935,0.005,True,0.0313070532383859,LRP5,SP1
6667,29956,hsa-mir-125b-5p,hsa-mir-127-5p,1,0,0,0,0.0285,0.129,0.0045,True,0.0289771752397559,CERS2,SP1
6667,4583,hsa-mir-127-5p,hsa-mir-204-5p,1,0,0,0.1525,0.0165,0.011,0.001,True,0.00938972794304602,MUC2,SP1
6667,1633,hsa-mir-125b-5p,hsa-mir-133a-3p,1,0,0.009,0,0.0275,0.2075,0.006,True,0.0356442313879416,DCK,SP1
6667,2114,hsa-mir-29b-3p,hsa-mir-96-5p,1,5e-04,0.0055,0.001,0.7995,0.202,0.0015,True,0.0128561780542146,ETS2,SP1
6667,5493,hsa-mir-195-5p,hsa-mir-204-5p,1,0,0,0.058,0.471,0.0975,0.005,True,0.0313070532383859,PPL,SP1
6667,1551,hsa-mir-145-5p,hsa-mir-299-5p,1,0,5e-04,0,0.643,0.034,5e-04,True,0.00533698479680906,CYP3A7,SP1
6667,4583,hsa-let-7c-5p,hsa-mir-326,1,0,0.0055,0.532,0.014,0.491,0.007,True,0.0397009245323586,MUC2,SP1
6667,1143,hsa-mir-30a-3p,hsa-mir-326,1,0.0025,0.0035,0.692,0.022,0.019,0.003,True,0.0216225067332839,CHRNB4,SP1
6667,3713,hsa-mir-150-5p,hsa-mir-326,1,0,0.006,0.7655,0.156,0.091,0.009,True,0.0473566909837,IVL,SP1
6667,54578,hsa-mir-125b-5p,hsa-mir-127-5p,1,0,0,0,0.058,0.294,0.0075,True,0.0416852537475167,UGT1A6,SP1
6667,54578,hsa-mir-125b-5p,hsa-mir-145-5p,1,0,0,0,0.062,0.1935,0.002,True,0.0159876185116239,UGT1A6,SP1
6667,5753,hsa-mir-195-5p,hsa-mir-326,1,0,0.008,0.189,0.0135,0.039,0.0025,True,0.0188864454627281,PTK6,SP1
6667,29956,hsa-mir-29b-3p,hsa-mir-369-3p,1,0.0025,0.001,0.008,0.369,0.0615,0.006,True,0.0356442313879416,CERS2,SP1
6667,4583,hsa-mir-204-5p,hsa-mir-369-3p,1,0,5e-04,0.1335,0.0115,0.4495,0.0025,True,0.0188864454627281,MUC2,SP1
6667,5966,hsa-let-7c-5p,hsa-mir-125b-5p,1,0,0,0,0.2355,0.013,0.002,True,0.0159876185116239,REL,SP1
6667,51702,hsa-mir-125b-5p,hsa-mir-299-5p,1,0,5e-04,0.0115,0.384,0.1545,0.0055,True,0.033513827013827,PADI3,SP1
6667,3172,hsa-mir-127-5p,hsa-mir-145-5p,1,0,0,0,0.122,0.0905,0.001,True,0.00938972794304602,HNF4A,SP1
6667,1027,hsa-mir-223-3p,hsa-mir-29a-3p,1,0,0,0.028,0.0315,0.097,0.0075,True,0.0416852537475167,CDKN1B,SP1
6667,1551,hsa-let-7c-5p,hsa-mir-299-5p,1,0,0,0,0.052,0.0235,0.0055,True,0.033513827013827,CYP3A7,SP1
6667,1551,hsa-mir-127-5p,hsa-mir-497-5p,1,0,0,0.1085,0.127,0.807,0.0045,True,0.0289771752397559,CYP3A7,SP1
6667,1551,hsa-let-7c-5p,hsa-mir-125b-5p,1,0,0,0,0.055,0.1125,0.005,True,0.0313070532383859,CYP3A7,SP1
6667,6720,hsa-mir-127-5p,hsa-mir-299-5p,1,0,0,0,0.265,0.026,0,True,0,SREBF1,SP1
6667,29956,hsa-mir-127-5p,hsa-mir-369-3p,1,0,0,0,0.1565,0.084,5e-04,True,0.00533698479680906,CERS2,SP1
6667,5753,hsa-mir-145-5p,hsa-mir-362-3p,1,0,0,0.0015,0.041,0.0465,0.0095,True,0.0491500560381059,PTK6,SP1
6667,79148,hsa-mir-127-5p,hsa-mir-145-5p,1,0,0,0,0.1355,0.0655,0.0015,True,0.0128561780542146,MMP28,SP1
6667,6344,hsa-mir-29a-3p,hsa-mir-7-5p,1,0,0.0075,0,0.0105,0.013,0.0085,True,0.0454813671795763,SCTR,SP1
6667,6714,hsa-mir-127-5p,hsa-mir-377-3p,1,5e-04,0.001,0.2685,0.011,0.0565,5e-04,True,0.00533698479680906,SRC,SP1
6667,4583,hsa-mir-127-5p,hsa-mir-150-5p,1,0,0,0.126,0.0105,0.233,0.0025,True,0.0188864454627281,MUC2,SP1
6667,51702,hsa-mir-125b-5p,hsa-mir-145-5p,1,0,0,0,0.376,0.4125,0,True,0,PADI3,SP1
6667,4089,hsa-mir-155-5p,hsa-mir-497-5p,1,0,0,0.073,0.1775,0.529,5e-04,True,0.00533698479680906,SMAD4,SP1
6667,4284,hsa-mir-377-3p,hsa-mir-497-5p,1,5e-04,5e-04,0.423,0.0985,0.017,0.0085,True,0.0454813671795763,MIP,SP1
6667,3713,hsa-mir-145-5p,hsa-mir-326,1,0,0.003,0.0045,0.471,0.091,0.009,True,0.0473566909837,IVL,SP1
6667,4583,hsa-let-7c-5p,hsa-mir-223-3p,1,0,0,0.028,0.014,0.048,0,True,0,MUC2,SP1
6667,1143,hsa-mir-326,hsa-mir-424-5p,1,0.0035,0.0055,0.3245,0.014,0.6175,0.0035,True,0.0241922400239575,CHRNB4,SP1
6667,3172,hsa-mir-223-3p,hsa-mir-2355-5p,1,0,5e-04,0.1085,0.014,0.0745,0.0045,True,0.0289771752397559,HNF4A,SP1
6667,6344,hsa-mir-155-5p,hsa-mir-2355-5p,1,0,0.0015,0.0115,0.0195,0.13,0.0015,True,0.0128561780542146,SCTR,SP1
6667,51702,hsa-mir-127-5p,hsa-mir-145-5p,1,0,0,0,0.2215,0.371,0.0065,True,0.03770951677768,PADI3,SP1
6667,4284,hsa-mir-369-3p,hsa-mir-377-3p,1,0,0.001,0.1185,0.0305,0.121,0.001,True,0.00938972794304602,MIP,SP1
6667,6344,hsa-mir-204-5p,hsa-mir-2355-5p,1,0,5e-04,0.5555,0.5235,0.1525,0.0045,True,0.0289771752397559,SCTR,SP1
6667,3217,hsa-mir-369-3p,hsa-mir-377-3p,1,0,0.001,0.1185,0.1015,0.025,0,True,0,HOXB7,SP1
6667,5753,hsa-mir-127-5p,hsa-mir-299-5p,1,0,0,0,0.033,0.0275,0.009,True,0.0473566909837,PTK6,SP1
6667,3172,hsa-mir-127-5p,hsa-mir-133a-3p,1,0,0.0045,5e-04,0.1285,0.7505,0.003,True,0.0216225067332839,HNF4A,SP1
6667,7421,hsa-mir-195-5p,hsa-mir-362-3p,1,0,0,0.0625,0.122,0.045,0.004,True,0.0266103184896959,VDR,SP1
6667,5753,hsa-mir-145-5p,hsa-mir-326,1,0,0.003,0.0045,0.059,0.0345,0,True,0,PTK6,SP1
6667,27430,hsa-mir-195-5p,hsa-mir-424-5p,1,0,0.001,5e-04,0.09,0.123,0.0065,True,0.03770951677768,MAT2B,SP1
6667,1551,hsa-mir-125b-5p,hsa-mir-299-5p,1,0,5e-04,0.0115,0.109,0.014,0,True,0,CYP3A7,SP1
6667,5753,hsa-mir-127-5p,hsa-mir-133a-3p,1,0,0.0045,5e-04,0.0195,0.1225,5e-04,True,0.00533698479680906,PTK6,SP1
6667,6714,hsa-mir-127-5p,hsa-mir-497-5p,1,0,0,0.1085,0.011,0.54,0.002,True,0.0159876185116239,SRC,SP1
6667,6344,hsa-mir-195-5p,hsa-mir-2355-5p,1,0,0.001,0.0135,0.3775,0.1175,0.001,True,0.00938972794304602,SCTR,SP1
6667,4583,hsa-mir-125b-5p,hsa-mir-377-3p,1,0,5e-04,0.0815,0.035,0.588,0.001,True,0.00938972794304602,MUC2,SP1
6667,4583,hsa-mir-125b-5p,hsa-mir-299-5p,1,0,5e-04,0.0115,0.041,0.0195,5e-04,True,0.00533698479680906,MUC2,SP1
6689,958,hsa-mir-192-5p,hsa-mir-20b-5p,1,0.0015,0.0055,0.451,0.0225,0.045,0.006,True,0.0356442313879416,CD40,SPIB
6722,58,hsa-mir-328-3p,hsa-mir-331-3p,1,0.003,0.0015,0.0645,0.3975,0.113,0.002,True,0.0159876185116239,ACTA1,SRF
6722,58,hsa-mir-331-3p,hsa-mir-362-3p,1,0.006,0.009,0.451,0.12,0.7805,0.007,True,0.0397009245323586,ACTA1,SRF
6722,2353,hsa-mir-149-5p,hsa-mir-331-3p,1,0.0045,0.0015,0.0735,0.5785,0.428,0.008,True,0.0435711293985783,FOS,SRF
6774,3569,hsa-mir-18a-5p,hsa-mir-301a-3p,1,0.0035,0,0.0165,0.0945,0.0195,0.0055,True,0.033513827013827,IL6,STAT3
6774,3569,hsa-mir-301a-3p,hsa-mir-501-3p,1,0,0,0.164,0.0245,0.281,0.0055,True,0.033513827013827,IL6,STAT3
6774,1956,hsa-mir-106a-5p,hsa-mir-20a-5p,1,5e-04,0,0.011,0.023,0.0415,0.009,True,0.0473566909837,EGFR,STAT3
6774,5551,hsa-mir-17-5p,hsa-mir-20a-3p,1,0,0,0,0.016,0.016,0.0045,True,0.0289771752397559,PRF1,STAT3
6774,3659,hsa-mir-18b-5p,hsa-mir-218-5p,1,5e-04,0,0.5615,0.031,0.032,0.002,True,0.0159876185116239,IRF1,STAT3
6774,6347,hsa-mir-18a-5p,hsa-mir-18b-5p,1,0.007,5e-04,0.0185,0.158,0.2125,0.009,True,0.0473566909837,CCL2,STAT3
6774,3569,hsa-mir-17-5p,hsa-mir-18a-5p,1,5e-04,0.007,0,0.0115,0.134,0,True,0,IL6,STAT3
6774,5743,hsa-mir-130b-3p,hsa-mir-18a-5p,1,0,0.006,0,0.0135,0.079,0.0055,True,0.033513827013827,PTGS2,STAT3
6774,1956,hsa-mir-130b-3p,hsa-mir-301a-3p,1,0,0,0.017,0.0885,0.171,0.0045,True,0.0289771752397559,EGFR,STAT3
6774,1956,hsa-mir-106a-5p,hsa-mir-17-5p,1,0,0,0.004,0.0385,0.1095,0.004,True,0.0266103184896959,EGFR,STAT3
6774,3091,hsa-mir-20a-3p,hsa-mir-874-3p,1,0.0045,0,0.1825,0.3345,0.1135,0,True,0,HIF1A,STAT3
6774,3929,hsa-mir-17-5p,hsa-mir-18a-5p,1,5e-04,0.007,0,0.019,0.0145,0.006,True,0.0356442313879416,LBP,STAT3
6774,5743,hsa-mir-93-5p,hsa-mir-940,1,0,0,0.031,0.022,0.2055,0.0035,True,0.0241922400239575,PTGS2,STAT3
6774,330,hsa-mir-18a-5p,hsa-mir-20a-3p,1,0.007,0,0,0.15,0.0255,0.002,True,0.0159876185116239,BIRC3,STAT3
6774,55328,hsa-mir-182-5p,hsa-mir-20a-5p,1,0,0,0.0255,0.0185,0.0135,0.009,True,0.0473566909837,RNLS,STAT3
6774,55328,hsa-mir-182-5p,hsa-mir-20a-3p,1,0,0.002,0.009,0.0105,0.1325,0,True,0,RNLS,STAT3
6774,629,hsa-mir-301a-3p,hsa-mir-501-3p,1,0,0,0.164,0.0825,0.04,0.0085,True,0.0454813671795763,CFB,STAT3
6774,7538,hsa-mir-874-3p,hsa-mir-940,1,0,0,0.0205,0.0595,0.094,0.0095,True,0.0491500560381059,ZFP36,STAT3
6774,3929,hsa-mir-17-5p,hsa-mir-20a-5p,1,0,0,0,0.027,0.2005,0.002,True,0.0159876185116239,LBP,STAT3
6774,3929,hsa-mir-17-5p,hsa-mir-301a-3p,1,0,0,0.0165,0.0345,0.013,0.0075,True,0.0416852537475167,LBP,STAT3
6774,6772,hsa-mir-20a-3p,hsa-mir-20a-5p,1,5e-04,0,0,0.247,0.0655,0.002,True,0.0159876185116239,STAT1,STAT3
6774,55328,hsa-mir-17-5p,hsa-mir-93-3p,1,0,0,0,0.0175,0.14,0.002,True,0.0159876185116239,RNLS,STAT3
6774,3929,hsa-mir-20a-3p,hsa-mir-501-3p,1,0.003,0,0.0595,0.0415,0.849,0.004,True,0.0266103184896959,LBP,STAT3
6774,3929,hsa-mir-20a-3p,hsa-mir-93-5p,1,0.002,0,0,0.014,0.0125,0.0085,True,0.0454813671795763,LBP,STAT3
6774,6772,hsa-mir-17-5p,hsa-mir-20a-5p,1,0,0,0,0.032,0.058,5e-04,True,0.00533698479680906,STAT1,STAT3
6774,5551,hsa-mir-20a-5p,hsa-mir-218-5p,1,0,0.001,0.1515,0.0325,0.4285,0.0015,True,0.0128561780542146,PRF1,STAT3
6774,57817,hsa-mir-181d-5p,hsa-mir-196a-5p,1,0,0.002,0.003,0.094,0.1195,0.0075,True,0.0416852537475167,HAMP,STAT3
6774,4582,hsa-mir-301a-3p,hsa-mir-618,1,0,0.004,0.2185,0.0295,0.542,0.007,True,0.0397009245323586,MUC1,STAT3
6774,5008,hsa-mir-18b-5p,hsa-mir-20a-3p,1,0.002,0.002,0.0775,0.0385,0.011,0.008,True,0.0435711293985783,OSM,STAT3
6774,3929,hsa-mir-18a-5p,hsa-mir-20a-5p,1,0.004,0,0,0.0165,0.111,0.0045,True,0.0289771752397559,LBP,STAT3
6774,6288,hsa-mir-18a-5p,hsa-mir-501-3p,1,0.003,0,0.3615,0.3865,0.0225,0.003,True,0.0216225067332839,SAA1,STAT3
