"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna2_tf","mirna1mirna2_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-100-5p","hsa-mir-152-3p",51341,"ZBTB7A",3911,"LAMA5",-1,0.0045,0.002,0.11,0.1225,0.146,5e-04,0.0417535410764873
"hsa-mir-192-5p","hsa-mir-215-5p",8202,"NCOA3",23224,"SYNE2",1,0,0,0.0095,0.296,0.081,0,0
