miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna2_tf,mirna1mirna2_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-155-5p,hsa-mir-29b-3p,3091,5214,1,0.0005,0.0,0.022,0.929,0.8865,0.0035,True,0.04319045915324985
hsa-mir-200a-3p,hsa-mir-96-5p,3516,5991,1,0.0,0.0005,0.0,0.1445,0.102,0.0005,True,0.010384584504215175
hsa-mir-135b-5p,hsa-mir-96-5p,3516,868,1,0.009,0.004,0.0,0.0135,0.022,0.0015,True,0.02398516458043579
hsa-mir-9-3p,hsa-mir-96-5p,3516,868,1,0.0055,0.001,0.165,0.0625,0.018,0.001,True,0.01781236013083147
hsa-mir-182-5p,hsa-mir-18a-5p,3660,55133,1,0.0075,0.0,0.298,0.0475,0.2415,0.003,True,0.038787454704485816
hsa-mir-103a-2-5p,hsa-mir-19b-3p,3662,11343,1,0.0,0.0,0.0515,0.0925,0.0255,0.0015,True,0.02398516458043579
hsa-mir-182-5p,hsa-mir-92a-1-5p,4205,118788,1,0.0015,0.0,0.4845,0.015,0.067,0.0,True,0.0
hsa-mir-182-5p,hsa-mir-96-5p,4205,23328,1,0.0035,0.0,0.001,0.296,0.064,0.0005,True,0.010384584504215175
hsa-mir-135b-5p,hsa-mir-19a-3p,4205,4052,1,0.0,0.0,0.122,0.1415,0.021,0.0,True,0.0
hsa-mir-135b-5p,hsa-mir-20a-5p,4205,51719,1,0.0,0.0,0.3185,0.053,0.064,0.001,True,0.01781236013083147
hsa-mir-135b-5p,hsa-mir-19a-3p,4205,79712,1,0.0,0.0,0.122,0.228,0.03,0.0,True,0.0
hsa-mir-135b-5p,hsa-mir-19b-3p,4205,79712,1,0.0,0.0,0.3245,0.192,0.02,0.0,True,0.0
hsa-mir-141-3p,hsa-mir-19a-3p,4205,79712,1,0.0,0.0,0.0005,0.0145,0.0365,0.0005,True,0.010384584504215175
hsa-mir-135b-5p,hsa-mir-425-5p,4208,23180,1,0.0,0.001,0.003,0.0855,0.91,0.0035,True,0.04319045915324985
hsa-mir-30a-3p,hsa-mir-30a-5p,4609,3291,1,0.0005,0.005,0.105,0.0135,0.241,0.0005,True,0.010384584504215175
hsa-let-7c-5p,hsa-mir-30a-5p,4609,375,1,0.004,0.0045,0.0145,0.0385,0.6875,0.002,True,0.029345433919455474
hsa-mir-30a-3p,hsa-mir-30a-5p,4609,4000,1,0.0005,0.005,0.105,0.0705,0.162,0.0,True,0.0
hsa-mir-30a-3p,hsa-mir-30a-5p,4609,6143,1,0.0005,0.005,0.105,0.043,0.6755,0.0,True,0.0
hsa-mir-30a-3p,hsa-mir-30a-5p,4609,7040,1,0.0005,0.005,0.105,0.011,0.015,0.0,True,0.0
hsa-mir-10a-5p,hsa-mir-92a-1-5p,4779,57623,1,0.009,0.0,0.039,0.608,0.204,0.003,True,0.038787454704485816
hsa-mir-18a-5p,hsa-mir-3651,4782,10568,1,0.0,0.0005,0.027,0.428,0.0275,0.003,True,0.038787454704485816
hsa-mir-130a-3p,hsa-mir-96-5p,4790,4314,1,0.0015,0.0,0.446,0.3245,0.2495,0.002,True,0.029345433919455474
hsa-mir-410-3p,hsa-mir-654-5p,51341,5727,-1,0.0,0.0075,0.022,0.032,0.017,0.002,True,0.029345433919455474
hsa-mir-130a-3p,hsa-mir-30c-5p,51621,6510,-1,0.0,0.0,0.2885,0.0865,0.054,0.004,True,0.04721514944102213
hsa-mir-19a-3p,hsa-mir-19b-3p,5451,5450,1,0.0,0.0,0.0035,0.016,0.07,0.0,True,0.0
hsa-mir-19a-3p,hsa-mir-20a-5p,5451,5450,1,0.0,0.0,0.002,0.016,0.0125,0.004,True,0.04721514944102213
hsa-mir-19a-3p,hsa-mir-338-3p,5451,5450,1,0.0,0.0,0.488,0.0135,0.05,0.002,True,0.029345433919455474
hsa-mir-223-3p,hsa-mir-338-3p,5451,7450,1,0.007,0.0,0.0,0.159,0.133,0.0,True,0.0
hsa-mir-130a-3p,hsa-mir-182-5p,5468,56729,1,0.0,0.0005,0.5615,0.275,0.1345,0.003,True,0.038787454704485816
hsa-mir-141-3p,hsa-mir-582-5p,5966,7128,1,0.0,0.003,0.216,0.014,0.5305,0.0005,True,0.010384584504215175
hsa-mir-1180-3p,hsa-mir-20a-3p,6664,1756,1,0.0035,0.0035,0.0705,0.0265,0.012,0.0,True,0.0
hsa-mir-1180-3p,hsa-mir-339-5p,6664,1756,1,0.0095,0.0005,0.252,0.0205,0.044,0.0025,True,0.034230514754532225
hsa-mir-1180-3p,hsa-mir-20a-3p,6664,5747,1,0.0035,0.0035,0.0705,0.146,0.5535,0.0005,True,0.010384584504215175
hsa-mir-1-3p,hsa-mir-301a-3p,6667,1071,-1,0.002,0.0,0.4225,0.3,0.1455,0.0015,True,0.02398516458043579
hsa-mir-130a-3p,hsa-mir-133b,6667,1071,-1,0.0,0.0005,0.008,0.7675,0.4205,0.0035,True,0.04319045915324985
hsa-mir-133a-3p,hsa-mir-301a-3p,6667,1071,-1,0.0005,0.0,0.657,0.314,0.16,0.0015,True,0.02398516458043579
hsa-mir-133b,hsa-mir-301a-3p,6667,1071,-1,0.0005,0.0,0.7875,0.368,0.176,0.0005,True,0.010384584504215175
hsa-mir-133b,hsa-mir-454-3p,6667,1071,-1,0.0005,0.0,0.4825,0.3555,0.071,0.003,True,0.038787454704485816
hsa-mir-2355-5p,hsa-mir-33b-5p,6667,1143,1,0.0,0.006,0.016,0.0455,0.203,0.002,True,0.029345433919455474
hsa-mir-2355-5p,hsa-mir-424-5p,6667,1551,1,0.0,0.0,0.0455,0.014,0.285,0.0005,True,0.010384584504215175
hsa-mir-424-5p,hsa-mir-503-5p,6667,1910,1,0.0,0.0,0.0145,0.3805,0.015,0.0035,True,0.04319045915324985
hsa-mir-133b,hsa-mir-2355-5p,6667,1958,1,0.001,0.0,0.1895,0.7955,0.2445,0.0005,True,0.010384584504215175
hsa-mir-130a-3p,hsa-mir-20b-5p,6667,2057,-1,0.0,0.002,0.0,0.023,0.027,0.002,True,0.029345433919455474
hsa-mir-33b-5p,hsa-mir-369-3p,6667,240,1,0.0095,0.0,0.4815,0.033,0.7715,0.002,True,0.029345433919455474
hsa-mir-223-3p,hsa-mir-377-3p,6667,2729,1,0.0065,0.003,0.039,0.0935,0.0655,0.0015,True,0.02398516458043579
hsa-mir-369-3p,hsa-mir-410-3p,6667,3064,1,0.0,0.003,0.0,0.0435,0.2695,0.003,True,0.038787454704485816
hsa-mir-10a-5p,hsa-mir-2355-5p,6667,328,-1,0.005,0.0,0.085,0.3485,0.0695,0.0005,True,0.010384584504215175
hsa-mir-223-3p,hsa-mir-31-3p,6667,331,1,0.005,0.0,0.0875,0.656,0.1475,0.0025,True,0.034230514754532225
hsa-mir-130a-3p,hsa-mir-2355-5p,6667,3673,1,0.0,0.0,0.031,0.0125,0.4555,0.0,True,0.0
hsa-mir-133a-3p,hsa-mir-503-5p,6667,4583,1,0.001,0.0,0.9625,0.0915,0.365,0.0035,True,0.04319045915324985
hsa-mir-133b,hsa-mir-503-5p,6667,4583,1,0.001,0.0,0.9895,0.0555,0.2935,0.0015,True,0.02398516458043579
hsa-mir-133a-3p,hsa-mir-410-3p,6667,5764,1,0.0005,0.003,0.387,0.015,0.055,0.0025,True,0.034230514754532225
hsa-mir-130a-3p,hsa-mir-503-5p,6667,7157,1,0.0,0.0,0.0005,0.204,0.015,0.0015,True,0.02398516458043579
hsa-mir-369-3p,hsa-mir-377-3p,6667,7157,1,0.0,0.0035,0.0015,0.1175,0.0205,0.0025,True,0.034230514754532225
hsa-mir-1-3p,hsa-mir-31-5p,6667,7374,1,0.0025,0.0,0.098,0.045,0.0245,0.002,True,0.029345433919455474
hsa-mir-133a-3p,hsa-mir-31-5p,6667,7374,1,0.001,0.0,0.17,0.043,0.023,0.0,True,0.0
hsa-mir-133b,hsa-mir-31-5p,6667,7374,1,0.002,0.0,0.1395,0.0135,0.019,0.0,True,0.0
hsa-mir-31-5p,hsa-mir-369-3p,6667,7374,1,0.0,0.0,0.0165,0.032,0.012,0.0025,True,0.034230514754532225
hsa-mir-301a-3p,hsa-mir-301b-3p,6774,1154,1,0.0,0.0,0.12,0.17,0.0595,0.0,True,0.0
hsa-mir-301a-3p,hsa-mir-301b-3p,6774,3091,1,0.0,0.0,0.12,0.543,0.0275,0.0015,True,0.02398516458043579
hsa-mir-182-5p,hsa-mir-20a-3p,6774,3162,1,0.0005,0.0,0.017,0.066,0.445,0.002,True,0.029345433919455474
hsa-mir-18a-5p,hsa-mir-20a-3p,6774,3162,1,0.0,0.0,0.0725,0.014,0.37,0.001,True,0.01781236013083147
hsa-mir-31-5p,hsa-mir-337-3p,6774,330,1,0.0,0.002,0.217,0.0115,0.033,0.002,True,0.029345433919455474
hsa-mir-337-3p,hsa-mir-494-3p,6774,3726,1,0.0,0.0005,0.59,0.044,0.1895,0.0,True,0.0
hsa-mir-18a-5p,hsa-mir-20a-5p,6774,3929,1,0.0,0.0,0.0035,0.395,0.033,0.0025,True,0.034230514754532225
hsa-mir-130a-3p,hsa-mir-29b-3p,6925,23301,1,0.0,0.0,0.005,0.648,0.012,0.003,True,0.038787454704485816
hsa-mir-148a-5p,hsa-mir-193b-3p,6925,5583,1,0.0005,0.0,0.0245,0.018,0.021,0.004,True,0.04721514944102213
hsa-mir-193b-3p,hsa-mir-20a-5p,6925,5583,1,0.0,0.0,0.4315,0.027,0.0125,0.0015,True,0.02398516458043579
hsa-mir-19b-3p,hsa-mir-20a-5p,6925,9378,1,0.0,0.0,0.0,0.0215,0.0125,0.003,True,0.038787454704485816
hsa-mir-183-5p,hsa-mir-96-5p,6935,79977,-1,0.0,0.0,0.0,0.043,0.0855,0.0025,True,0.034230514754532225
hsa-mir-454-3p,hsa-mir-500a-5p,7182,55364,1,0.0,0.0,0.0,0.011,0.0275,0.002,True,0.029345433919455474
hsa-mir-20a-5p,hsa-mir-500a-5p,7182,79813,1,0.0,0.0,0.0005,0.422,0.0205,0.0005,True,0.010384584504215175
hsa-mir-20b-5p,hsa-mir-500a-5p,7182,85465,1,0.009,0.0,0.0005,0.0105,0.017,0.0005,True,0.010384584504215175
hsa-mir-19a-3p,hsa-mir-301a-3p,7586,286204,1,0.0,0.0015,0.086,0.13,0.807,0.002,True,0.029345433919455474
hsa-mir-200a-3p,hsa-mir-3662,8202,10564,1,0.0,0.001,0.055,0.0335,0.0175,0.0035,True,0.04319045915324985
hsa-mir-200b-3p,hsa-mir-429,8202,157680,1,0.006,0.0005,0.0,0.083,0.1375,0.0015,True,0.02398516458043579
hsa-mir-30a-5p,hsa-mir-339-5p,8202,55074,1,0.0,0.0,0.284,0.455,0.0175,0.0015,True,0.02398516458043579
hsa-mir-135b-5p,hsa-mir-30c-5p,860,10098,1,0.001,0.0,0.03,0.0445,0.0545,0.0015,True,0.02398516458043579
hsa-mir-135b-5p,hsa-mir-19a-3p,860,23180,1,0.001,0.0,0.0,0.0725,0.0475,0.0005,True,0.010384584504215175
hsa-mir-19a-3p,hsa-mir-19b-3p,860,26230,1,0.0,0.0,0.0,0.046,0.084,0.0005,True,0.010384584504215175
hsa-mir-19a-3p,hsa-mir-19b-3p,860,81029,1,0.0,0.0,0.0,0.108,0.2885,0.0,True,0.0
hsa-mir-141-3p,hsa-mir-182-5p,9575,8553,1,0.0,0.0,0.0985,0.107,0.085,0.003,True,0.038787454704485816
hsa-mir-141-3p,hsa-mir-96-5p,9575,8553,1,0.0,0.0,0.021,0.1325,0.085,0.0,True,0.0
