source;target
mir-20a-3p;mir-20a-3p/mir-196a-5p
mir-23c;mir-23c/mir-30c-5p
mir-19b-3p;mir-19b-3p/mir-130a-3p
mir-196a-5p;mir-196a-5p/mir-582-5p
mir-320b;mir-320b/let-7c-5p
mir-27a-5p;mir-27a-5p/mir-20a-5p
mir-455-3p;mir-455-3p/mir-378a-3p
mir-106a-5p;mir-106a-5p/mir-582-5p
mir-203a-3p;mir-203a-3p/mir-494-3p
mir-29b-3p;mir-29b-3p/mir-20a-5p
mir-582-5p;mir-582-5p/mir-150-3p
mir-454-3p;mir-454-3p/mir-18a-5p
mir-19a-3p;mir-19a-3p/mir-31-3p
mir-2355-5p;mir-2355-5p/mir-18a-5p
mir-31-3p;mir-31-3p/mir-19b-3p
mir-582-5p;mir-582-5p/mir-2355-5p
mir-2355-5p;mir-2355-5p/mir-19b-3p
mir-19a-3p;mir-19a-3p/mir-2355-5p
mir-582-5p;mir-582-5p/mir-345-5p
mir-31-3p;mir-31-3p/mir-18a-5p
mir-338-3p;mir-338-3p/mir-223-5p
mir-296-5p;mir-296-5p/mir-138-5p
mir-940;mir-940/mir-224-5p
mir-3065-5p;mir-3065-5p/mir-130a-3p
mir-9-5p;mir-9-5p/mir-193b-3p
mir-196a-5p;mir-196a-5p/mir-125b-2-3p
mir-584-5p;mir-584-5p/mir-378c
mir-20a-3p;mir-20a-3p/mir-589-3p
mir-183-5p;mir-183-5p/mir-192-3p
mir-182-5p;mir-182-5p/mir-200a-3p
mir-320b;mir-320b/mir-222-5p
mir-30c-5p;mir-30c-5p/mir-582-5p
mir-19a-3p;mir-19a-3p/mir-20a-5p
mir-19b-3p;mir-19b-3p/mir-19a-3p
mir-183-5p;mir-183-5p/mir-24-2-5p
mir-410-3p;mir-410-3p/mir-200a-5p
mir-3065-3p;mir-3065-3p/mir-7-5p
mir-378a-3p;mir-378a-3p/mir-29c-3p
mir-210-3p;mir-210-3p/let-7c-5p
mir-130a-5p;mir-130a-5p/let-7c-5p
mir-129-5p;mir-129-5p/mir-429
mir-30b-3p;mir-30b-3p/mir-495-3p
mir-9-3p;mir-9-3p/mir-20b-5p
