source;target
mir-127-5p;mir-127-5p/mir-381-3p
mir-382-5p;mir-382-5p/mir-381-3p
mir-339-5p;mir-339-5p/mir-31-5p
mir-181c-3p;mir-181c-3p/mir-181a-2-3p
mir-32-3p;mir-30b-3p/mir-32-3p
mir-505-5p;mir-939-5p/mir-505-5p
mir-708-5p;mir-181c-3p/mir-708-5p
mir-452-3p;mir-96-5p/mir-452-3p
mir-939-5p;mir-654-3p/mir-939-5p
mir-15b-3p;mir-654-3p/mir-15b-3p
mir-181c-5p;mir-1-3p/mir-181c-5p
mir-204-5p;mir-9-5p/mir-204-5p
mir-181d-5p;mir-181a-2-3p/mir-181d-5p
mir-16-1-3p;mir-624-5p/mir-16-1-3p
mir-664a-3p;mir-155-5p/mir-664a-3p
mir-9-5p;mir-181d-5p/mir-9-5p
mir-18a-5p;mir-7-5p/mir-18a-5p
mir-940;mir-342-5p/mir-940
mir-190a-5p;mir-1-3p/mir-190a-5p
mir-342-3p;mir-150-5p/mir-342-3p
mir-939-5p;mir-495-3p/mir-939-5p
mir-129-5p;mir-9-3p/mir-129-5p
mir-139-5p;mir-1-3p/mir-139-5p
mir-548s;mir-335-5p/mir-548s
mir-320b;mir-7-5p/mir-320b
mir-129-5p;mir-339-5p/mir-129-5p
mir-331-3p;mir-491-5p/mir-331-3p
mir-106a-5p;mir-19a-3p/mir-106a-5p
mir-454-5p;mir-301b-3p/mir-454-5p
mir-182-5p;mir-30b-5p/mir-182-5p
mir-664a-3p;mir-182-5p/mir-664a-3p
mir-181d-5p;mir-33a-3p/mir-181d-5p
mir-320b;mir-664a-3p/mir-320b
mir-339-3p;mir-1180-3p/mir-339-3p
mir-194-3p;mir-26b-3p/mir-194-3p
mir-30b-5p;mir-30b-3p/mir-30b-5p
mir-19a-3p;mir-331-5p/mir-19a-3p
mir-758-3p;let-7c-5p/mir-758-3p
mir-758-3p;mir-1296-5p/mir-758-3p
mir-183-5p;mir-30b-5p/mir-183-5p
mir-1271-5p;mir-654-3p/mir-1271-5p
let-7c-5p;mir-125b-2-3p/let-7c-5p
mir-320b;mir-150-3p/mir-320b
mir-769-3p;mir-760/mir-769-3p
mir-182-5p;mir-183-5p/mir-182-5p
mir-320b;mir-18b-5p/mir-320b
mir-30b-5p;mir-193b-5p/mir-30b-5p
mir-582-5p;mir-664a-5p/mir-582-5p
mir-148a-3p;mir-625-5p/mir-148a-3p
mir-148a-3p;mir-148a-5p/mir-148a-3p
mir-17-5p;mir-296-5p/mir-17-5p
mir-940;mir-3136-5p/mir-940
mir-181d-5p;mir-505-5p/mir-181d-5p
mir-182-5p;mir-30b-3p/mir-182-5p
mir-2116-3p;mir-181c-3p/mir-2116-3p
mir-331-3p;mir-183-5p/mir-331-3p
mir-2116-3p;mir-28-3p/mir-2116-3p
mir-410-3p;mir-432-5p/mir-410-3p
mir-183-5p;mir-409-5p/mir-183-5p
mir-150-3p;mir-342-3p/mir-150-3p
mir-183-5p;mir-331-5p/mir-183-5p
mir-7-5p;mir-146b-5p/mir-7-5p
mir-409-3p;mir-940/mir-409-3p
mir-130b-5p;mir-17-5p/mir-130b-5p
mir-181a-2-3p;mir-150-5p/mir-181a-2-3p
mir-17-5p;mir-296-5p/mir-17-5p
mir-30b-5p;mir-138-5p/mir-30b-5p
mir-136-3p;mir-214-3p/mir-136-3p
mir-183-5p;mir-30b-5p/mir-183-5p
mir-760;mir-1306-3p/mir-760
mir-664a-3p;mir-342-3p/mir-664a-3p
mir-301b-3p;mir-424-5p/mir-301b-3p
mir-331-5p;mir-30b-5p/mir-331-5p
mir-944;mir-200c-3p/mir-944
mir-582-3p;mir-141-5p/mir-582-3p
mir-181a-2-3p;mir-491-5p/mir-181a-2-3p
mir-17-5p;mir-18a-3p/mir-17-5p
mir-96-5p;mir-221-3p/mir-96-5p
mir-219a-1-3p;mir-769-3p/mir-219a-1-3p
mir-335-5p;mir-181a-2-3p/mir-335-5p
mir-204-5p;mir-9-5p/mir-204-5p
mir-146b-5p;mir-200c-3p/mir-146b-5p
mir-30b-5p;mir-138-5p/mir-30b-5p
mir-940;mir-181a-2-3p/mir-940
mir-183-5p;mir-181a-2-3p/mir-183-5p
mir-331-5p;mir-30b-5p/mir-331-5p
mir-150-3p;mir-138-5p/mir-150-3p
mir-664a-3p;mir-664a-5p/mir-664a-3p
mir-214-3p;mir-136-5p/mir-214-3p
mir-1270;mir-30d-5p/mir-1270
mir-7-5p;mir-363-3p/mir-7-5p
mir-181d-5p;mir-181a-2-3p/mir-181d-5p
mir-181a-2-3p;mir-181c-3p/mir-181a-2-3p
mir-30d-5p;mir-30b-3p/mir-30d-5p
mir-9-5p;mir-181d-5p/mir-9-5p
mir-129-5p;mir-181d-5p/mir-129-5p
mir-18b-5p;mir-411-5p/mir-18b-5p
mir-454-5p;mir-296-5p/mir-454-5p
mir-148a-3p;mir-9-5p/mir-148a-3p
mir-9-5p;mir-181d-5p/mir-9-5p
mir-18a-3p;mir-143-5p/mir-18a-3p
mir-9-5p;mir-181d-5p/mir-9-5p
mir-296-5p;mir-766-3p/mir-296-5p
mir-183-5p;mir-30b-5p/mir-183-5p
mir-150-5p;mir-339-5p/mir-150-5p
mir-183-5p;mir-766-3p/mir-183-5p
mir-181c-5p;mir-664a-3p/mir-181c-5p
mir-30b-5p;mir-150-5p/mir-30b-5p
mir-138-5p;mir-342-5p/mir-138-5p
mir-342-5p;mir-505-5p/mir-342-5p
mir-342-5p;mir-193b-5p/mir-342-5p
mir-342-5p;mir-342-3p/mir-342-5p
mir-106a-5p;mir-18a-3p/mir-106a-5p
mir-183-5p;mir-30b-5p/mir-183-5p
mir-363-3p;mir-106a-5p/mir-363-3p
mir-342-5p;mir-196a-5p/mir-342-5p
mir-342-5p;mir-505-5p/mir-342-5p
mir-221-5p;mir-30d-5p/mir-221-5p
mir-505-5p;mir-296-5p/mir-505-5p
mir-345-5p;mir-136-5p/mir-345-5p
mir-193b-3p;mir-342-5p/mir-193b-3p
mir-181a-2-3p;mir-766-3p/mir-181a-2-3p
mir-146a-3p;mir-133a-3p/mir-146a-3p
mir-182-5p;mir-96-5p/mir-182-5p
mir-20b-5p;mir-106a-5p/mir-20b-5p
mir-141-5p;mir-18a-3p/mir-141-5p
mir-182-5p;mir-30b-5p/mir-182-5p
mir-183-5p;mir-30b-5p/mir-183-5p
mir-625-5p;mir-18b-5p/mir-625-5p
mir-138-5p;mir-505-5p/mir-138-5p
mir-106a-5p;mir-17-5p/mir-106a-5p
mir-20b-5p;mir-30b-5p/mir-20b-5p
mir-345-5p;mir-150-5p/mir-345-5p
mir-505-5p;mir-296-5p/mir-505-5p
mir-204-5p;mir-9-5p/mir-204-5p
mir-505-5p;mir-34a-3p/mir-505-5p
mir-624-5p;mir-30b-5p/mir-624-5p
mir-183-5p;mir-331-5p/mir-183-5p
mir-296-3p;mir-505-5p/mir-296-3p
mir-182-5p;mir-30b-5p/mir-182-5p
mir-183-5p;mir-30b-5p/mir-183-5p
mir-628-3p;mir-26b-3p/mir-628-3p
mir-651-5p;mir-221-3p/mir-651-5p
mir-129-5p;mir-425-3p/mir-129-5p
mir-664a-3p;mir-193b-3p/mir-664a-3p
mir-181d-5p;mir-939-5p/mir-181d-5p
mir-17-5p;mir-17-3p/mir-17-5p
mir-18b-5p;mir-134-5p/mir-18b-5p
mir-133a-3p;mir-320b/mir-133a-3p
mir-129-5p;mir-193b-5p/mir-129-5p
mir-190a-5p;mir-1-3p/mir-190a-5p
mir-363-3p;mir-335-5p/mir-363-3p
mir-370-3p;mir-939-5p/mir-370-3p
mir-181a-2-3p;mir-181c-5p/mir-181a-2-3p
mir-181a-2-3p;mir-139-3p/mir-181a-2-3p
mir-18a-3p;mir-214-3p/mir-18a-3p
mir-9-5p;mir-432-5p/mir-9-5p
mir-182-5p;mir-939-5p/mir-182-5p
mir-182-5p;mir-96-5p/mir-182-5p
mir-577;mir-25-5p/mir-577
mir-150-5p;mir-505-5p/mir-150-5p
mir-664a-3p;mir-181a-2-3p/mir-664a-3p
mir-181a-2-3p;mir-505-5p/mir-181a-2-3p
mir-214-3p;mir-181a-2-3p/mir-214-3p
mir-183-5p;mir-30b-5p/mir-183-5p
mir-326;mir-628-3p/mir-326
mir-106a-5p;mir-17-5p/mir-106a-5p
mir-129-5p;mir-181d-5p/mir-129-5p
mir-148a-3p;mir-146b-5p/mir-148a-3p
mir-296-3p;mir-491-5p/mir-296-3p
mir-17-5p;mir-18b-5p/mir-17-5p
mir-296-3p;mir-18a-5p/mir-296-3p
mir-744-3p;mir-301b-3p/mir-744-3p
mir-20b-5p;mir-106a-5p/mir-20b-5p
mir-127-5p;mir-127-3p/mir-127-5p
mir-150-5p;mir-133a-3p/mir-150-5p
mir-155-5p;mir-181d-5p/mir-155-5p
mir-30b-5p;mir-17-5p/mir-30b-5p
mir-30b-3p;mir-129-5p/mir-30b-3p
mir-129-5p;mir-130b-5p/mir-129-5p
mir-181a-2-3p;mir-181c-5p/mir-181a-2-3p
mir-17-5p;mir-296-3p/mir-17-5p
mir-432-5p;mir-766-3p/mir-432-5p
mir-1271-5p;mir-654-3p/mir-1271-5p
mir-18b-5p;mir-766-3p/mir-18b-5p
mir-138-5p;mir-505-5p/mir-138-5p
mir-9-3p;mir-182-5p/mir-9-3p
mir-30d-3p;mir-30b-3p/mir-30d-3p
mir-138-5p;mir-342-5p/mir-138-5p
mir-181a-2-3p;mir-32-3p/mir-181a-2-3p
mir-183-5p;mir-30b-5p/mir-183-5p
mir-182-5p;mir-1271-5p/mir-182-5p
mir-17-5p;mir-18a-5p/mir-17-5p
mir-17-5p;mir-18b-5p/mir-17-5p
mir-335-5p;mir-339-5p/mir-335-5p
mir-17-5p;mir-17-3p/mir-17-5p
mir-17-5p;mir-148a-3p/mir-17-5p
mir-129-5p;mir-181d-5p/mir-129-5p
mir-379-5p;mir-381-3p/mir-379-5p
mir-143-5p;mir-150-5p/mir-143-5p
mir-589-3p;mir-26b-3p/mir-589-3p
mir-335-5p;mir-30b-5p/mir-335-5p
mir-381-3p;mir-127-5p/mir-381-3p
mir-381-3p;mir-382-5p/mir-381-3p
mir-31-5p;mir-339-5p/mir-31-5p
mir-181a-2-3p;mir-181c-3p/mir-181a-2-3p
mir-30b-3p/mir-32-3p;BCL3
mir-939-5p/mir-505-5p;CAD
mir-181c-3p/mir-708-5p;CANX
mir-96-5p/mir-452-3p;CCND2
mir-654-3p/mir-939-5p;CDKN1A
mir-654-3p/mir-15b-3p;CDKN1A
mir-1-3p/mir-181c-5p;COL12A1
mir-9-5p/mir-204-5p;CREB1
mir-181a-2-3p/mir-181d-5p;CSNK1A1
mir-624-5p/mir-16-1-3p;DUSP5
mir-155-5p/mir-664a-3p;ECT2
mir-181d-5p/mir-9-5p;EPB41
mir-7-5p/mir-18a-5p;CLN8
mir-342-5p/mir-940;FASN
mir-1-3p/mir-190a-5p;FBN1
mir-150-5p/mir-342-3p;FOSL2
mir-495-3p/mir-939-5p;FOSL2
mir-9-3p/mir-129-5p;GSPT1
mir-1-3p/mir-139-5p;MSH6
mir-335-5p/mir-548s;HMGCS1
mir-7-5p/mir-320b;HOXA10
mir-339-5p/mir-129-5p;HSPA9
mir-491-5p/mir-331-3p;IDS
mir-19a-3p/mir-106a-5p;IGF1R
mir-301b-3p/mir-454-5p;INSIG1
mir-30b-5p/mir-182-5p;IREB2
mir-182-5p/mir-664a-3p;IREB2
mir-33a-3p/mir-181d-5p;IREB2
mir-664a-3p/mir-320b;IREB2
mir-1180-3p/mir-339-3p;MCL1
mir-26b-3p/mir-194-3p;MET
mir-30b-3p/mir-30b-5p;MICB
mir-331-5p/mir-19a-3p;MYCN
let-7c-5p/mir-758-3p;MYH9
mir-1296-5p/mir-758-3p;MYH9
mir-30b-5p/mir-183-5p;PPP1R12A
mir-654-3p/mir-1271-5p;NOTCH2
mir-125b-2-3p/let-7c-5p;NOTCH2
mir-150-3p/mir-320b;PNN
mir-760/mir-769-3p;CTSA
mir-183-5p/mir-182-5p;PRLR
mir-18b-5p/mir-320b;RASA2
mir-193b-5p/mir-30b-5p;RORA
mir-664a-5p/mir-582-5p;RRM2
mir-625-5p/mir-148a-3p;ATXN1
mir-148a-5p/mir-148a-3p;ATXN1
mir-296-5p/mir-17-5p;ATXN1
mir-3136-5p/mir-940;SCD
mir-505-5p/mir-181d-5p;SLC7A1
mir-30b-3p/mir-182-5p;SNTB2
mir-181c-3p/mir-2116-3p;SOD2
mir-183-5p/mir-331-3p;SOD2
mir-28-3p/mir-2116-3p;SOD2
mir-432-5p/mir-410-3p;SOD2
mir-409-5p/mir-183-5p;SOD2
mir-342-3p/mir-150-3p;SOD2
mir-331-5p/mir-183-5p;SOD2
mir-146b-5p/mir-7-5p;TMBIM6
mir-940/mir-409-3p;TGFBR2
mir-17-5p/mir-130b-5p;TGFBR3
mir-150-5p/mir-181a-2-3p;TGIF1
mir-296-5p/mir-17-5p;KLF10
mir-138-5p/mir-30b-5p;TPM4
mir-214-3p/mir-136-3p;TRAF1
mir-30b-5p/mir-183-5p;TRPS1
mir-1306-3p/mir-760;TRPS1
mir-342-3p/mir-664a-3p;XPO1
mir-424-5p/mir-301b-3p;ZBTB16
mir-30b-5p/mir-331-5p;SLC30A1
mir-200c-3p/mir-944;EVI5
mir-141-5p/mir-582-3p;GAN
mir-491-5p/mir-181a-2-3p;SLC7A5
mir-18a-3p/mir-17-5p;KLF11
mir-221-3p/mir-96-5p;ITGA8
mir-769-3p/mir-219a-1-3p;STC2
mir-181a-2-3p/mir-335-5p;GBF1
mir-9-5p/mir-204-5p;IQGAP1
mir-200c-3p/mir-146b-5p;SQSTM1
mir-138-5p/mir-30b-5p;SOCS3
mir-181a-2-3p/mir-940;DDX21
mir-181a-2-3p/mir-183-5p;B4GALT5
mir-30b-5p/mir-331-5p;QKI
mir-138-5p/mir-150-3p;QKI
mir-664a-5p/mir-664a-3p;ADAMTS1
mir-136-5p/mir-214-3p;CDC42BPB
mir-30d-5p/mir-1270;PDE4DIP
mir-363-3p/mir-7-5p;PDE4DIP
mir-181a-2-3p/mir-181d-5p;UBE3C
mir-181c-3p/mir-181a-2-3p;G3BP2
mir-30b-3p/mir-30d-5p;SLC12A6
mir-181d-5p/mir-9-5p;PTBP3
mir-181d-5p/mir-129-5p;PTBP3
mir-411-5p/mir-18b-5p;GNE
mir-296-5p/mir-454-5p;ARL4C
mir-9-5p/mir-148a-3p;OPTN
mir-181d-5p/mir-9-5p;G3BP1
mir-143-5p/mir-18a-3p;CITED2
mir-181d-5p/mir-9-5p;IGF2BP3
mir-766-3p/mir-296-5p;SLC12A7
mir-30b-5p/mir-183-5p;NFAT5
mir-339-5p/mir-150-5p;ZNF460
mir-766-3p/mir-183-5p;HPSE
mir-664a-3p/mir-181c-5p;TOPBP1
mir-150-5p/mir-30b-5p;XPOT
mir-342-5p/mir-138-5p;ATXN2L
mir-505-5p/mir-342-5p;ATXN2L
mir-193b-5p/mir-342-5p;RHOBTB3
mir-342-3p/mir-342-5p;RHOBTB3
mir-18a-3p/mir-106a-5p;AAK1
mir-30b-5p/mir-183-5p;SEC31A
mir-106a-5p/mir-363-3p;PALLD
mir-196a-5p/mir-342-5p;PPRC1
mir-505-5p/mir-342-5p;PPRC1
mir-30d-5p/mir-221-5p;PEG10
mir-296-5p/mir-505-5p;HIC2
mir-136-5p/mir-345-5p;SASH1
mir-342-5p/mir-193b-3p;DICER1
mir-766-3p/mir-181a-2-3p;MACF1
mir-133a-3p/mir-146a-3p;CORO1C
mir-96-5p/mir-182-5p;TIPARP
mir-106a-5p/mir-20b-5p;TSKU
mir-18a-3p/mir-141-5p;UBXN7
mir-30b-5p/mir-182-5p;SACS
mir-30b-5p/mir-183-5p;SACS
mir-18b-5p/mir-625-5p;BRPF3
mir-505-5p/mir-138-5p;AGO2
mir-17-5p/mir-106a-5p;OSTM1
mir-30b-5p/mir-20b-5p;NRBP1
mir-150-5p/mir-345-5p;TNPO2
mir-296-5p/mir-505-5p;TNPO2
mir-9-5p/mir-204-5p;ANKFY1
mir-34a-3p/mir-505-5p;NT5DC3
mir-30b-5p/mir-624-5p;C21orf91
mir-331-5p/mir-183-5p;OTUD4
mir-505-5p/mir-296-3p;BCOR
mir-30b-5p/mir-182-5p;BCOR
mir-30b-5p/mir-183-5p;ZNF770
mir-26b-3p/mir-628-3p;RIF1
mir-221-3p/mir-651-5p;YOD1
mir-425-3p/mir-129-5p;ENOSF1
mir-193b-3p/mir-664a-3p;DHX33
mir-939-5p/mir-181d-5p;PHF12
mir-17-3p/mir-17-5p;RNF213
mir-134-5p/mir-18b-5p;RNF213
mir-320b/mir-133a-3p;FAM160B1
mir-193b-5p/mir-129-5p;TENT4B
mir-1-3p/mir-190a-5p;FNDC3B
mir-335-5p/mir-363-3p;FNDC3B
mir-939-5p/mir-370-3p;CDCP1
mir-181c-5p/mir-181a-2-3p;WNK1
mir-139-3p/mir-181a-2-3p;WNK1
mir-214-3p/mir-18a-3p;WNK1
mir-432-5p/mir-9-5p;AHNAK
mir-939-5p/mir-182-5p;AHNAK
mir-96-5p/mir-182-5p;AHNAK
mir-25-5p/mir-577;GNPTAB
mir-505-5p/mir-150-5p;ATP13A3
mir-181a-2-3p/mir-664a-3p;ATP13A3
mir-505-5p/mir-181a-2-3p;ATP13A3
mir-181a-2-3p/mir-214-3p;ARMH3
mir-30b-5p/mir-183-5p;PANK3
mir-628-3p/mir-326;TBL1XR1
mir-17-5p/mir-106a-5p;CLIP4
mir-181d-5p/mir-129-5p;GSTCD
mir-146b-5p/mir-148a-3p;CYBRD1
mir-491-5p/mir-296-3p;PHC3
mir-18b-5p/mir-17-5p;PHC3
mir-18a-5p/mir-296-3p;PHC3
mir-301b-3p/mir-744-3p;NAA25
mir-106a-5p/mir-20b-5p;GPR157
mir-127-3p/mir-127-5p;VCPIP1
