source;target
mir-15b-3p;mir-15b-3p/mir-215-5p
mir-15b-3p;mir-15b-3p/mir-9-5p
mir-141-5p;mir-141-5p/mir-363-3p
mir-363-3p;mir-363-3p/mir-654-3p
mir-570-3p;mir-570-3p/mir-135a-5p
mir-212-3p;mir-212-3p/mir-493-5p
mir-204-5p;mir-204-5p/mir-20b-5p
mir-511-5p;mir-511-5p/mir-193b-3p
mir-335-5p;mir-335-5p/mir-34a-5p
mir-424-5p;mir-424-5p/mir-376c-3p
mir-34a-5p;mir-34a-5p/mir-181d-5p
mir-204-5p;mir-204-5p/mir-2355-3p
mir-424-5p;mir-424-5p/mir-410-3p
mir-136-5p;mir-136-5p/mir-501-5p
mir-20b-5p;mir-20b-5p/mir-214-5p
mir-3065-3p;mir-3065-3p/mir-34a-5p
mir-34a-5p;mir-34a-5p/mir-181c-3p
mir-2110;mir-2110/mir-34a-5p
mir-204-5p;mir-204-5p/mir-34a-5p
mir-204-5p;mir-204-5p/mir-2355-3p
mir-223-3p;mir-223-3p/mir-9-5p
mir-21-5p;mir-21-5p/mir-511-5p
mir-501-5p;mir-501-5p/mir-892a
mir-106a-5p;mir-106a-5p/mir-34a-5p
mir-570-3p;mir-570-3p/mir-141-5p
mir-379-5p;mir-379-5p/mir-146a-5p
mir-511-5p;mir-511-5p/mir-379-5p
mir-214-3p;mir-214-3p/mir-223-3p
mir-409-5p;mir-409-5p/mir-362-3p
mir-33a-5p;mir-33a-5p/mir-149-5p
mir-106a-5p;mir-106a-5p/mir-34a-5p
mir-502-5p;mir-502-5p/mir-203a-3p
mir-204-5p;mir-204-5p/mir-20b-5p
mir-204-5p;mir-204-5p/mir-106a-5p
mir-106a-5p;mir-106a-5p/mir-20b-5p
mir-501-5p;mir-501-5p/mir-502-5p
mir-654-3p;mir-654-3p/mir-106a-5p
mir-34a-5p;mir-34a-5p/mir-369-3p
mir-363-3p;mir-363-3p/mir-501-5p
mir-363-3p;mir-363-3p/mir-204-5p
mir-592;mir-592/mir-501-5p
mir-592;mir-592/mir-204-5p
mir-106a-5p;mir-106a-5p/mir-34a-5p
mir-155-5p;mir-155-5p/mir-21-5p
mir-142-3p;mir-142-3p/mir-212-3p
mir-142-3p;mir-142-3p/mir-940
mir-196a-5p;mir-196a-5p/mir-676-3p
mir-136-5p;mir-136-5p/mir-20b-3p
mir-181c-3p;mir-181c-3p/mir-20b-3p
mir-3199;mir-3199/mir-296-5p
mir-204-5p;mir-204-5p/mir-34a-5p
mir-204-5p;mir-204-5p/mir-34a-5p
mir-204-5p;mir-204-5p/mir-501-3p
mir-615-3p;mir-615-3p/mir-214-3p
mir-570-3p;mir-570-3p/mir-31-5p
mir-20b-5p;mir-20b-5p/mir-34a-5p
mir-335-3p;mir-335-3p/mir-204-5p
mir-335-5p;mir-335-5p/mir-204-5p
mir-125b-5p;mir-125b-5p/mir-142-5p
mir-335-5p;mir-335-5p/mir-409-3p
mir-203a-3p;mir-203a-3p/mir-218-5p
mir-218-5p;mir-218-5p/mir-34c-3p
mir-150-5p;mir-150-5p/mir-3615
mir-455-5p;mir-455-5p/mir-501-3p
mir-204-5p;mir-204-5p/mir-3200-3p
mir-379-5p;mir-379-5p/mir-146a-5p
mir-218-5p;mir-218-5p/mir-34c-3p
mir-204-5p;mir-204-5p/let-7f-2-3p
mir-16-2-3p;mir-16-2-3p/mir-424-5p
mir-582-5p;mir-582-5p/mir-424-5p
mir-135a-5p;mir-135a-5p/mir-940
mir-1468-5p;mir-1468-5p/mir-1296-5p
mir-410-3p;mir-410-3p/mir-335-5p
mir-493-5p;mir-493-5p/mir-335-5p
mir-335-5p;mir-335-5p/mir-34a-5p
mir-335-5p;mir-335-5p/mir-411-5p
mir-193b-3p;mir-193b-3p/mir-509-3p
mir-155-5p;mir-155-5p/mir-424-5p
mir-34a-5p;mir-34a-5p/mir-181d-5p
mir-335-5p;mir-335-5p/mir-34a-5p
mir-204-5p;mir-204-5p/mir-34a-5p
mir-125b-5p;mir-125b-5p/mir-20b-5p
mir-136-5p;mir-136-5p/mir-34a-5p
mir-32-3p;mir-32-3p/mir-21-3p
mir-193b-5p;mir-193b-5p/mir-940
mir-218-5p;mir-218-5p/let-7f-2-3p
mir-20b-5p;mir-20b-5p/mir-421
mir-3127-5p;mir-3127-5p/mir-642a-5p
mir-410-3p;mir-410-3p/mir-193b-3p
mir-155-5p;mir-155-5p/mir-424-5p
mir-218-5p;mir-218-5p/mir-9-5p
mir-33a-3p;mir-33a-3p/mir-9-5p
mir-2355-3p;mir-2355-3p/mir-155-5p
mir-421;mir-421/mir-486-5p
mir-3615;mir-3615/mir-3200-3p
mir-335-5p;mir-335-5p/mir-204-5p
mir-181d-5p;mir-181d-5p/mir-106a-5p
mir-487b-3p;mir-487b-3p/mir-155-5p
mir-203a-3p;mir-203a-3p/mir-218-5p
mir-146a-5p;mir-146a-5p/mir-940
mir-18a-5p;mir-18a-5p/mir-335-5p
mir-193b-3p;mir-193b-3p/mir-3065-3p
mir-34a-5p;mir-34a-5p/mir-181d-5p
