source;target
mir-33b-5p;mir-33b-5p/mir-338-5p
mir-10a-3p;mir-10a-3p/mir-214-3p
mir-378c;mir-378c/mir-188-3p
mir-30a-5p;mir-30a-5p/mir-30d-5p
mir-885-5p;mir-885-5p/mir-122-5p
mir-193b-5p;mir-193b-5p/mir-1271-5p
mir-148a-3p;mir-148a-3p/mir-3065-3p
mir-192-5p;mir-192-5p/mir-122-5p
mir-33a-3p;mir-33a-3p/mir-326
mir-326;mir-326/mir-532-3p
mir-30d-3p;mir-30d-3p/mir-224-3p
mir-3127-5p;mir-3127-5p/mir-454-5p
mir-592;mir-592/mir-194-5p
mir-326;mir-326/mir-191-3p
mir-193b-3p;mir-193b-3p/mir-582-5p
mir-338-3p;mir-338-3p/mir-760
mir-139-5p;mir-139-5p/mir-146b-5p
mir-146b-5p;mir-146b-5p/mir-146a-5p
mir-584-5p;mir-584-5p/mir-411-5p
mir-376c-3p;mir-376c-3p/mir-493-3p
mir-532-3p;mir-532-3p/mir-188-3p
mir-9-5p;mir-9-5p/mir-1228-5p
mir-326;mir-326/mir-9-5p
mir-192-5p;mir-192-5p/mir-192-3p
mir-548j-5p;mir-548j-5p/mir-196a-5p
mir-139-5p;mir-139-5p/mir-221-5p
mir-511-5p;mir-511-5p/mir-629-3p
mir-625-5p;mir-625-5p/mir-616-3p
mir-30a-5p;mir-30a-5p/mir-30d-5p
mir-676-3p;mir-676-3p/mir-577
mir-1307-3p;mir-1307-3p/mir-1266-5p
mir-148a-3p;mir-148a-3p/mir-3065-3p
mir-3117-3p;mir-3117-3p/mir-192-5p
mir-192-5p;mir-192-5p/mir-23b-5p
mir-200c-3p;mir-200c-3p/mir-429
mir-141-5p;mir-141-5p/mir-429
mir-485-3p;mir-485-3p/mir-493-5p
mir-493-5p;mir-493-5p/mir-543
mir-33a-5p;mir-33a-5p/mir-139-5p
mir-139-5p;mir-139-5p/mir-582-3p
mir-148a-3p;mir-148a-3p/mir-221-5p
mir-192-5p;mir-192-5p/mir-215-5p
mir-196b-5p;mir-196b-5p/mir-196a-5p
mir-221-5p;mir-221-5p/mir-155-5p
mir-33a-5p;mir-33a-5p/mir-629-3p
mir-32-3p;mir-32-3p/mir-548j-5p
mir-139-5p;mir-139-5p/mir-582-3p
mir-30b-3p;mir-30b-3p/mir-3130-5p
mir-338-5p;mir-33b-5p/mir-338-5p
mir-214-3p;mir-10a-3p/mir-214-3p
mir-188-3p;mir-378c/mir-188-3p
mir-30d-5p;mir-30a-5p/mir-30d-5p
mir-122-5p;mir-885-5p/mir-122-5p
mir-1271-5p;mir-193b-5p/mir-1271-5p
mir-3065-3p;mir-148a-3p/mir-3065-3p
mir-122-5p;mir-192-5p/mir-122-5p
mir-326;mir-33a-3p/mir-326
mir-532-3p;mir-326/mir-532-3p
mir-224-3p;mir-30d-3p/mir-224-3p
mir-454-5p;mir-3127-5p/mir-454-5p
mir-194-5p;mir-592/mir-194-5p
mir-191-3p;mir-326/mir-191-3p
mir-582-5p;mir-193b-3p/mir-582-5p
mir-760;mir-338-3p/mir-760
mir-146b-5p;mir-139-5p/mir-146b-5p
mir-146a-5p;mir-146b-5p/mir-146a-5p
mir-411-5p;mir-584-5p/mir-411-5p
mir-493-3p;mir-376c-3p/mir-493-3p
mir-188-3p;mir-532-3p/mir-188-3p
mir-1228-5p;mir-9-5p/mir-1228-5p
mir-9-5p;mir-326/mir-9-5p
mir-192-3p;mir-192-5p/mir-192-3p
mir-196a-5p;mir-548j-5p/mir-196a-5p
mir-221-5p;mir-139-5p/mir-221-5p
mir-629-3p;mir-511-5p/mir-629-3p
mir-616-3p;mir-625-5p/mir-616-3p
mir-30d-5p;mir-30a-5p/mir-30d-5p
mir-577;mir-676-3p/mir-577
mir-1266-5p;mir-1307-3p/mir-1266-5p
mir-3065-3p;mir-148a-3p/mir-3065-3p
mir-192-5p;mir-3117-3p/mir-192-5p
mir-23b-5p;mir-192-5p/mir-23b-5p
mir-429;mir-200c-3p/mir-429
mir-429;mir-141-5p/mir-429
mir-493-5p;mir-485-3p/mir-493-5p
mir-543;mir-493-5p/mir-543
mir-139-5p;mir-33a-5p/mir-139-5p
mir-582-3p;mir-139-5p/mir-582-3p
mir-221-5p;mir-148a-3p/mir-221-5p
mir-215-5p;mir-192-5p/mir-215-5p
mir-196a-5p;mir-196b-5p/mir-196a-5p
mir-155-5p;mir-221-5p/mir-155-5p
mir-629-3p;mir-33a-5p/mir-629-3p
mir-548j-5p;mir-32-3p/mir-548j-5p
mir-582-3p;mir-139-5p/mir-582-3p
mir-3130-5p;mir-30b-3p/mir-3130-5p
mir-33b-5p/mir-338-5p;COL5A1
mir-10a-3p/mir-214-3p;SLC31A1
mir-378c/mir-188-3p;E2F3
mir-30a-5p/mir-30d-5p;FUCA1
mir-885-5p/mir-122-5p;HOXB3
mir-193b-5p/mir-1271-5p;IDS
mir-148a-3p/mir-3065-3p;IGF1R
mir-192-5p/mir-122-5p;MYB
mir-33a-3p/mir-326;NOTCH2
mir-326/mir-532-3p;NOTCH2
mir-30d-3p/mir-224-3p;NPTX1
mir-3127-5p/mir-454-5p;PSAP
mir-592/mir-194-5p;REV3L
mir-326/mir-191-3p;SPTBN1
mir-193b-3p/mir-582-5p;TGFBR3
mir-338-3p/mir-760;TLN1
mir-139-5p/mir-146b-5p;TPD52
mir-146b-5p/mir-146a-5p;TPD52
mir-584-5p/mir-411-5p;UQCRB
mir-376c-3p/mir-493-3p;VLDLR
mir-532-3p/mir-188-3p;MAFK
mir-9-5p/mir-1228-5p;H4C8
mir-326/mir-9-5p;NRP1
mir-192-5p/mir-192-3p;ARHGAP29
mir-548j-5p/mir-196a-5p;SLC4A7
mir-139-5p/mir-221-5p;ZC3H11A
mir-511-5p/mir-629-3p;ATP9A
mir-625-5p/mir-616-3p;ATP9A
mir-30a-5p/mir-30d-5p;SEMA3A
mir-676-3p/mir-577;SMG1
mir-1307-3p/mir-1266-5p;SMG1
mir-148a-3p/mir-3065-3p;CAND2
mir-3117-3p/mir-192-5p;TRIM2
mir-192-5p/mir-23b-5p;SYNM
mir-200c-3p/mir-429;CBX5
mir-141-5p/mir-429;CBX5
mir-485-3p/mir-493-5p;PDCD4
mir-493-5p/mir-543;ADAM22
mir-33a-5p/mir-139-5p;BPNT2
mir-139-5p/mir-582-3p;ASH1L
mir-148a-3p/mir-221-5p;QSER1
mir-192-5p/mir-215-5p;FAM126A
mir-196b-5p/mir-196a-5p;ZNF561
mir-221-5p/mir-155-5p;MSI2
mir-33a-5p/mir-629-3p;SPTY2D1
mir-32-3p/mir-548j-5p;REEP3
mir-139-5p/mir-582-3p;SFT2D2
mir-30b-3p/mir-3130-5p;ZYG11A
