source;target
mir-34c-5p;mir-34c-5p/mir-629-3p
mir-340-5p;mir-340-5p/mir-629-3p
mir-146a-5p;mir-146a-5p/mir-629-3p
mir-452-5p;mir-452-5p/mir-340-5p
mir-340-5p;mir-340-5p/mir-224-5p
mir-511-5p;mir-511-5p/mir-26a-1-3p
mir-155-5p;mir-155-5p/mir-616-3p
mir-340-5p;mir-340-5p/mir-589-3p
mir-204-5p;mir-204-5p/mir-150-5p
mir-223-5p;mir-223-5p/mir-452-3p
mir-340-5p;mir-340-5p/mir-155-5p
mir-100-5p;mir-100-5p/mir-452-5p
mir-141-5p;mir-141-5p/mir-629-3p
mir-141-5p;mir-141-5p/mir-450b-5p
mir-146b-5p;mir-146b-5p/mir-3065-3p
mir-155-5p;mir-155-5p/mir-362-3p
mir-192-5p;mir-192-5p/mir-122-5p
mir-146b-5p;mir-146b-5p/mir-192-5p
mir-215-5p;mir-215-5p/mir-122-5p
mir-424-5p;mir-424-5p/mir-340-5p
mir-142-5p;mir-142-5p/mir-194-3p
mir-199a-3p;mir-199a-3p/mir-182-5p
mir-18a-5p;mir-18a-5p/mir-223-5p
mir-100-5p;mir-100-5p/mir-326
mir-222-5p;mir-222-5p/mir-362-3p
mir-340-5p;mir-340-5p/mir-616-5p
mir-155-5p;mir-155-5p/mir-455-3p
mir-181d-5p;mir-181d-5p/mir-155-5p
let-7f-5p;let-7f-5p/mir-192-5p
mir-142-3p;mir-142-3p/mir-493-5p
mir-183-5p;mir-183-5p/mir-455-3p
mir-629-3p;mir-629-3p/mir-616-3p
mir-143-5p;mir-143-5p/mir-455-3p
mir-452-5p;mir-452-5p/mir-134-5p
mir-539-5p;mir-539-5p/mir-381-3p
mir-194-3p;mir-194-3p/mir-192-5p
mir-192-5p;mir-192-5p/mir-214-3p
mir-629-3p;mir-34c-5p/mir-629-3p
mir-629-3p;mir-340-5p/mir-629-3p
mir-629-3p;mir-146a-5p/mir-629-3p
mir-340-5p;mir-452-5p/mir-340-5p
mir-224-5p;mir-340-5p/mir-224-5p
mir-26a-1-3p;mir-511-5p/mir-26a-1-3p
mir-616-3p;mir-155-5p/mir-616-3p
mir-589-3p;mir-340-5p/mir-589-3p
mir-150-5p;mir-204-5p/mir-150-5p
mir-452-3p;mir-223-5p/mir-452-3p
mir-155-5p;mir-340-5p/mir-155-5p
mir-452-5p;mir-100-5p/mir-452-5p
mir-629-3p;mir-141-5p/mir-629-3p
mir-450b-5p;mir-141-5p/mir-450b-5p
mir-3065-3p;mir-146b-5p/mir-3065-3p
mir-362-3p;mir-155-5p/mir-362-3p
mir-122-5p;mir-192-5p/mir-122-5p
mir-192-5p;mir-146b-5p/mir-192-5p
mir-122-5p;mir-215-5p/mir-122-5p
mir-340-5p;mir-424-5p/mir-340-5p
mir-194-3p;mir-142-5p/mir-194-3p
mir-182-5p;mir-199a-3p/mir-182-5p
mir-223-5p;mir-18a-5p/mir-223-5p
mir-326;mir-100-5p/mir-326
mir-362-3p;mir-222-5p/mir-362-3p
mir-616-5p;mir-340-5p/mir-616-5p
mir-455-3p;mir-155-5p/mir-455-3p
mir-155-5p;mir-181d-5p/mir-155-5p
mir-192-5p;let-7f-5p/mir-192-5p
mir-493-5p;mir-142-3p/mir-493-5p
mir-455-3p;mir-183-5p/mir-455-3p
mir-616-3p;mir-629-3p/mir-616-3p
mir-455-3p;mir-143-5p/mir-455-3p
mir-134-5p;mir-452-5p/mir-134-5p
mir-381-3p;mir-539-5p/mir-381-3p
mir-192-5p;mir-194-3p/mir-192-5p
mir-214-3p;mir-192-5p/mir-214-3p
mir-34c-5p/mir-629-3p;CDH1
mir-340-5p/mir-629-3p;GALNT3
mir-146a-5p/mir-629-3p;GPM6B
mir-452-5p/mir-340-5p;IGF1R
mir-340-5p/mir-224-5p;IGF1R
mir-511-5p/mir-26a-1-3p;IGFBP3
mir-155-5p/mir-616-3p;CCN1
mir-340-5p/mir-589-3p;ITPR1
mir-204-5p/mir-150-5p;LDLR
mir-223-5p/mir-452-3p;LDLR
mir-340-5p/mir-155-5p;MITF
mir-100-5p/mir-452-5p;PAPPA
mir-141-5p/mir-629-3p;ZNF711
mir-141-5p/mir-450b-5p;ZNF711
mir-146b-5p/mir-3065-3p;ULK1
mir-155-5p/mir-362-3p;ALDH1A2
mir-192-5p/mir-122-5p;SLC19A2
mir-146b-5p/mir-192-5p;SLC19A2
mir-215-5p/mir-122-5p;SLC19A2
mir-424-5p/mir-340-5p;TMEM245
mir-142-5p/mir-194-3p;SUCO
mir-199a-3p/mir-182-5p;BCL11A
mir-18a-5p/mir-223-5p;ESRP1
mir-100-5p/mir-326;CASZ1
mir-222-5p/mir-362-3p;SEMA4C
mir-340-5p/mir-616-5p;ZMAT3
mir-155-5p/mir-455-3p;GNPNAT1
mir-181d-5p/mir-155-5p;CPEB4
let-7f-5p/mir-192-5p;UBASH3B
mir-142-3p/mir-493-5p;RAB3IP
mir-183-5p/mir-455-3p;SLC24A4
mir-629-3p/mir-616-3p;SIK1
mir-143-5p/mir-455-3p;BTLA
mir-452-5p/mir-134-5p;ZNF621
mir-539-5p/mir-381-3p;SAMD12
mir-194-3p/mir-192-5p;ZBTB8B
mir-192-5p/mir-214-3p;ZBTB8B
