source;target
mir-676-3p;mir-676-3p/mir-450b-5p
mir-7-2-3p;mir-7-2-3p/mir-296-5p
mir-511-5p;mir-511-5p/mir-381-3p
mir-541-5p;mir-376c-3p/mir-541-5p
mir-195-5p;mir-424-5p/mir-195-5p
let-7c-5p;mir-708-5p/let-7c-5p
mir-937-3p;mir-200b-3p/mir-937-3p
mir-196a-5p;mir-224-5p/mir-196a-5p
mir-1224-3p;mir-511-5p/mir-1224-3p
mir-181d-5p;mir-32-3p/mir-181d-5p
mir-195-5p;mir-411-3p/mir-195-5p
mir-410-3p;mir-199a-5p/mir-410-3p
mir-410-3p;mir-424-5p/mir-410-3p
mir-411-3p;mir-199a-5p/mir-411-3p
mir-411-3p;mir-99a-3p/mir-411-3p
mir-424-5p;mir-411-3p/mir-424-5p
mir-494-3p;mir-873-5p/mir-494-3p
mir-32-3p;mir-301b-3p/mir-32-3p
mir-182-5p;mir-148a-3p/mir-182-5p
mir-138-5p;mir-7-5p/mir-138-5p
mir-182-5p;mir-21-3p/mir-182-5p
mir-96-5p;mir-182-5p/mir-96-5p
mir-181c-5p;mir-542-3p/mir-181c-5p
mir-483-5p;mir-323a-5p/mir-483-5p
mir-9-5p;mir-873-5p/mir-9-5p
mir-455-3p;mir-210-3p/mir-455-3p
mir-188-5p;mir-362-5p/mir-188-5p
mir-138-5p;mir-1-3p/mir-138-5p
mir-503-5p;mir-193b-3p/mir-503-5p
mir-106a-5p;mir-411-3p/mir-106a-5p
mir-501-3p;mir-1179/mir-501-3p
mir-410-3p;mir-452-3p/mir-410-3p
mir-199a-3p;mir-204-5p/mir-199a-3p
mir-493-5p;mir-199a-3p/mir-493-5p
mir-193b-3p;mir-195-5p/mir-193b-3p
mir-96-5p;mir-3187-3p/mir-96-5p
mir-7-5p;mir-942-5p/mir-7-5p
mir-497-3p;mir-504-5p/mir-497-3p
mir-335-5p;mir-330-3p/mir-335-5p
mir-135a-5p;mir-142-5p/mir-135a-5p
mir-548v;mir-222-5p/mir-548v
mir-149-5p;mir-199a-3p/mir-149-5p
mir-199b-3p;mir-149-5p/mir-199b-3p
mir-365a-3p;mir-296-3p/mir-365a-3p
mir-20b-5p;mir-497-5p/mir-20b-5p
mir-20b-5p;mir-497-5p/mir-20b-5p
mir-497-5p;mir-106a-5p/mir-497-5p
mir-182-5p;mir-148a-3p/mir-182-5p
mir-182-5p;mir-148a-5p/mir-182-5p
mir-493-3p;mir-335-5p/mir-493-3p
mir-196b-5p;mir-34c-5p/mir-196b-5p
mir-143-3p;mir-149-5p/mir-143-3p
mir-106a-5p;mir-33a-5p/mir-106a-5p
mir-143-3p;mir-193b-3p/mir-143-3p
mir-493-5p;mir-1179/mir-493-5p
mir-224-5p;mir-3200-3p/mir-224-5p
mir-195-5p;mir-204-5p/mir-195-5p
mir-708-5p;mir-200b-3p/mir-708-5p
mir-548b-3p;mir-183-5p/mir-548b-3p
mir-363-3p;mir-148a-5p/mir-363-3p
mir-624-5p;mir-142-3p/mir-624-5p
mir-3065-3p;mir-181d-5p/mir-3065-3p
mir-885-5p;mir-33a-5p/mir-885-5p
mir-330-5p;mir-424-3p/mir-330-5p
mir-210-3p;mir-203a-3p/mir-210-3p
mir-196a-5p;mir-455-5p/mir-196a-5p
mir-195-5p;mir-143-3p/mir-195-5p
mir-676-3p;mir-33a-5p/mir-676-3p
mir-7-5p;mir-20b-5p/mir-7-5p
mir-143-3p;mir-193b-3p/mir-143-3p
mir-665;mir-424-5p/mir-665
mir-450b-5p;mir-676-3p/mir-450b-5p
mir-296-5p;mir-7-2-3p/mir-296-5p
mir-381-3p;mir-511-5p/mir-381-3p
mir-376c-3p/mir-541-5p;CCND2
mir-424-5p/mir-195-5p;CKB
mir-708-5p/let-7c-5p;DYNC1LI2
mir-200b-3p/mir-937-3p;DUSP1
mir-224-5p/mir-196a-5p;E2F2
mir-511-5p/mir-1224-3p;ELAVL3
mir-32-3p/mir-181d-5p;GCNT2
mir-411-3p/mir-195-5p;GSK3B
mir-199a-5p/mir-410-3p;GSK3B
mir-424-5p/mir-410-3p;GSK3B
mir-199a-5p/mir-411-3p;GSK3B
mir-99a-3p/mir-411-3p;GSK3B
mir-411-3p/mir-424-5p;GSK3B
mir-873-5p/mir-494-3p;HOXA10
mir-301b-3p/mir-32-3p;HSPA8
mir-148a-3p/mir-182-5p;ITGB8
mir-7-5p/mir-138-5p;MYC
mir-21-3p/mir-182-5p;NCAM2
mir-182-5p/mir-96-5p;NCAM2
mir-542-3p/mir-181c-5p;NEO1
mir-323a-5p/mir-483-5p;NFIX
mir-873-5p/mir-9-5p;NOTCH2
mir-210-3p/mir-455-3p;NPTX1
mir-362-5p/mir-188-5p;PAWR
mir-1-3p/mir-138-5p;PFN2
mir-193b-3p/mir-503-5p;PLAG1
mir-411-3p/mir-106a-5p;PMAIP1
mir-1179/mir-501-3p;PTPRK
mir-452-3p/mir-410-3p;RAB3B
mir-204-5p/mir-199a-3p;SCD
mir-199a-3p/mir-493-5p;SCD
mir-195-5p/mir-193b-3p;SOX5
mir-3187-3p/mir-96-5p;SSTR2
mir-942-5p/mir-7-5p;TOP2A
mir-504-5p/mir-497-3p;NR2C2
mir-330-3p/mir-335-5p;VEGFA
mir-142-5p/mir-135a-5p;ST8SIA4
mir-222-5p/mir-548v;CDK5R1
mir-199a-3p/mir-149-5p;SGPL1
mir-149-5p/mir-199b-3p;SGPL1
mir-296-3p/mir-365a-3p;XPR1
mir-497-5p/mir-20b-5p;EPM2AIP1
mir-497-5p/mir-20b-5p;TOB1
mir-106a-5p/mir-497-5p;TOB1
mir-148a-3p/mir-182-5p;AKAP11
mir-148a-5p/mir-182-5p;AKAP11
mir-335-5p/mir-493-3p;DKK1
mir-34c-5p/mir-196b-5p;PEG10
mir-149-5p/mir-143-3p;SIPA1L3
mir-33a-5p/mir-106a-5p;WWC1
mir-193b-3p/mir-143-3p;TENM4
mir-1179/mir-493-5p;FBXL3
mir-3200-3p/mir-224-5p;PSAT1
mir-204-5p/mir-195-5p;ANLN
mir-200b-3p/mir-708-5p;TENT5A
mir-183-5p/mir-548b-3p;PAG1
mir-148a-5p/mir-363-3p;ASH1L
mir-142-3p/mir-624-5p;PCDH10
mir-181d-5p/mir-3065-3p;CDCP1
mir-33a-5p/mir-885-5p;AHNAK
mir-424-3p/mir-330-5p;AHNAK
mir-203a-3p/mir-210-3p;AHNAK
mir-455-5p/mir-196a-5p;PHC3
mir-143-3p/mir-195-5p;RAB11FIP1
mir-33a-5p/mir-676-3p;ARID5B
mir-20b-5p/mir-7-5p;MFSD9
mir-193b-3p/mir-143-3p;KRT80
mir-424-5p/mir-665;PPM1L
mir-676-3p/mir-450b-5p;AMOT
mir-7-2-3p/mir-296-5p;SPATA13
mir-511-5p/mir-381-3p;ZBTB38
