"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
1894,"ECT2","hsa-mir-155-5p","hsa-mir-664a-3p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase",0.224772151898734,FALSE,"miR-155-5p","miR-664a-3p","hsa-mir-155","hsa-mir-664a"
2035,"EPB41","hsa-mir-181d-5p","hsa-mir-9-5p",0.0065,FALSE,NA,NA,NA,"tarbase","tarbase",0.336853658536585,FALSE,"miR-181-5p","miR-9-5p","hsa-mir-181c,hsa-mir-181d","hsa-mir-9-1"
2055,"CLN8","hsa-mir-7-5p","hsa-mir-18a-5p",0.004,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.301605095541401,FALSE,"miR-7-5p","miR-18-5p","hsa-mir-7-1","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
2194,"FASN","hsa-mir-342-5p","hsa-mir-940",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/20423996'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20423996'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29483509'>PubMedLink</a>","tarbase","tarbase",0.134522727272727,FALSE,"miR-342-5p/4664-5p","miR-940/6808-5p/6893-5p","hsa-mir-151b,hsa-mir-342","hsa-mir-3677,hsa-mir-940,hsa-mir-4717"
2200,"FBN1","hsa-mir-190a-5p","hsa-mir-1-3p",0.0025,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.264241071428571,FALSE,"miR-190-5p","miR-1-3p/206","hsa-mir-190a","hsa-mir-133a-1,hsa-mir-1-2"
2355,"FOSL2","hsa-mir-150-5p","hsa-mir-342-3p",0.002,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22493372'>PubMedLink</a>","tarbase","mirtarbase",0.251872340425532,FALSE,"miR-150-5p","miR-342-3p","hsa-mir-150","hsa-mir-151b,hsa-mir-342"
2355,"FOSL2","hsa-mir-495-3p","hsa-mir-939-5p",0.007,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22493372'>PubMedLink</a>","tarbase","tarbase",0.336853658536585,FALSE,"miR-495-3p","miR-939-5p/1343-5p","hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1","hsa-mir-939,hsa-mir-1234"
2935,"GSPT1","hsa-mir-9-3p","hsa-mir-129-5p",0.004,FALSE,NA,NA,NA,"tarbase","tarbase",0.301605095541401,FALSE,"miR-9-3p","miR-129-5p","hsa-mir-9-1","hsa-mir-129-1"
2956,"MSH6","hsa-mir-1-3p","hsa-mir-139-5p",0.008,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.341891696750903,FALSE,"miR-1-3p/206","miR-139-5p","hsa-mir-133a-1,hsa-mir-1-2","hsa-mir-139"
3157,"HMGCS1","hsa-mir-335-5p","hsa-mir-548s",0.009,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase",0.343683870967742,FALSE,"miR-335-5p","miR-548s","hsa-mir-335","hsa-mir-548s"
