"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
1303,"COL12A1","hsa-mir-299-3p","hsa-mir-655-3p",0.004,FALSE,NA,"tarbase","tarbase",0.0122734825755827,TRUE,"miR-299-3p","miR-655-3p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b"
1303,"COL12A1","hsa-mir-376b-3p","hsa-mir-299-3p",5e-04,FALSE,NA,"tarbase","tarbase",0.00205864591801184,TRUE,"miR-376-3p","miR-299-3p","hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
1303,"COL12A1","hsa-mir-495-3p","hsa-mir-299-3p",0.004,FALSE,NA,"tarbase","tarbase",0.0122734825755827,TRUE,"miR-495-3p","miR-299-3p","hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
1374,"CPT1A","hsa-mir-194-3p","hsa-mir-302a-3p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-194-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-192,hsa-mir-194-2","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
1374,"CPT1A","hsa-mir-194-3p","hsa-mir-302c-3p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-194-3p",NA,"hsa-mir-192,hsa-mir-194-2","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
1374,"CPT1A","hsa-mir-194-3p","hsa-mir-302d-3p",5e-04,FALSE,NA,"mirtarbase","mirtarbase",0.00205864591801184,TRUE,"miR-194-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-192,hsa-mir-194-2","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
1482,"NKX2-5","hsa-mir-1538","hsa-mir-663a",0.006,TRUE,NA,"mirtarbase","mirtarbase",0.0171330541237113,TRUE,"miR-1538/4745-3p","miR-1908-5p","hsa-mir-1538","hsa-mir-663a"
1601,"DAB2","hsa-mir-124-3p","hsa-mir-548d-3p",0.006,FALSE,NA,"tarbase","tarbase",0.0171330541237113,TRUE,NA,"miR-548ac/548bb-3p/548d-3p/548h-3p/548z","hsa-mir-124-1","hsa-mir-548aa-1,hsa-mir-548d-1"
1958,"EGR1","hsa-mir-124-3p","hsa-mir-520d-5p",0.002,TRUE,NA,"mirtarbase tarbase","tarbase",0.00687181806434939,TRUE,NA,"miR-524-5p","hsa-mir-124-1","hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e"
1958,"EGR1","hsa-mir-518a-3p","hsa-mir-192-5p",0.0065,TRUE,NA,"tarbase","mirtarbase tarbase",0.0182791232615938,TRUE,"miR-518-3p","miR-192-5p/215-5p","hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e,hsa-mir-518a-1,hsa-mir-518d,hsa-mir-516b-1,hsa-mir-518a-2","hsa-mir-192,hsa-mir-194-2"
1958,"EGR1","hsa-mir-518a-3p","hsa-mir-520d-5p",0.003,TRUE,NA,"tarbase","tarbase",0.00965844356327753,TRUE,"miR-518-3p","miR-524-5p","hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e,hsa-mir-518a-1,hsa-mir-518d,hsa-mir-516b-1,hsa-mir-518a-2","hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e"
1958,"EGR1","hsa-mir-518b","hsa-mir-520d-5p",0.0045,TRUE,NA,"tarbase","tarbase",0.0135297659430122,TRUE,"miR-518-3p","miR-524-5p","hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b,hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a","hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e"
1958,"EGR1","hsa-mir-518f-3p","hsa-mir-520d-5p",0.008,TRUE,NA,"tarbase","tarbase",0.0216590133889935,TRUE,"miR-518-3p","miR-524-5p","hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b,hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c","hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e"
1979,"EIF4EBP2","hsa-mir-760","hsa-mir-766-3p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-760","miR-766-3p","hsa-mir-760","hsa-mir-766"
1981,"EIF4G1","hsa-mir-452-3p","hsa-mir-96-5p",0.0035,FALSE,NA,"tarbase","mirtarbase",0.0109884585866934,TRUE,"miR-452-3p","miR-96-5p/1271-5p","hsa-mir-224,hsa-mir-452","hsa-mir-182,hsa-mir-96,hsa-mir-183"
1981,"EIF4G1","hsa-mir-491-5p","hsa-mir-182-3p",0.008,FALSE,NA,"tarbase","tarbase",0.0216590133889935,TRUE,"miR-491-5p","miR-182-3p","hsa-mir-491","hsa-mir-182,hsa-mir-96,hsa-mir-183"
1999,"ELF3","hsa-mir-629-5p","hsa-mir-124-3p",0.001,TRUE,NA,"mirtarbase tarbase","mirtarbase tarbase",0.0037967444849004,TRUE,"miR-629-5p",NA,"hsa-mir-629","hsa-mir-124-1"
2005,"ELK4","hsa-mir-181a-2-3p","hsa-mir-651-5p",0.0075,TRUE,NA,"tarbase","tarbase",0.0205506607929515,TRUE,"miR-181a-2-3p","miR-651-5p","hsa-mir-181a-2,hsa-mir-181b-2","hsa-mir-651"
2180,"ACSL1","hsa-mir-205-5p","hsa-mir-335-5p",0.003,FALSE,NA,"mirtarbase","mirtarbase tarbase",0.00965844356327753,TRUE,"miR-205-5p","miR-335-5p","hsa-mir-205","hsa-mir-335"
2195,"FAT1","hsa-mir-194-3p","hsa-mir-7-5p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-194-3p","miR-7-5p","hsa-mir-192,hsa-mir-194-2","hsa-mir-7-1"
2195,"FAT1","hsa-mir-9-5p","hsa-mir-7-5p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-9-5p","miR-7-5p","hsa-mir-9-1","hsa-mir-7-1"
2239,"GPC4","hsa-mir-548o-3p","hsa-mir-3065-3p",5e-04,FALSE,NA,"mirtarbase","mirtarbase",0.00205864591801184,TRUE,"miR-1323","miR-3065-3p","hsa-mir-548o","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250"
2274,"FHL2","hsa-mir-486-3p","hsa-mir-3662",0.0065,FALSE,NA,"tarbase","mirtarbase",0.0182791232615938,TRUE,"miR-486-3p","miR-3662",NA,"hsa-mir-3662"
2289,"FKBP5","hsa-mir-539-5p","hsa-mir-200c-3p",0.0015,FALSE,NA,"mirtarbase","mirtarbase",0.005383963824115,TRUE,"miR-539-5p","miR-200bc-3p/429","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b","hsa-mir-200c,hsa-mir-141"
2335,"FN1","hsa-mir-124-3p","hsa-mir-7-5p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,NA,"miR-7-5p","hsa-mir-124-1","hsa-mir-7-1"
2935,"GSPT1","hsa-mir-9-3p","hsa-mir-455-3p",0.0045,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/26503584'>PubMedLink</a>","tarbase","tarbase",0.0135297659430122,TRUE,"miR-9-3p",NA,"hsa-mir-9-1","hsa-mir-455"
2979,"GUCA1B","hsa-mir-519e-5p","hsa-mir-515-5p",0.0015,FALSE,NA,"mirtarbase","mirtarbase",0.005383963824115,TRUE,"miR-515-5p/519e-5p","miR-515-5p/519e-5p","hsa-mir-1323,hsa-mir-498,hsa-mir-520e,hsa-mir-515-1,hsa-mir-519e,hsa-mir-520f,hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1","hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e,hsa-mir-515-1,hsa-mir-519e,hsa-mir-520f,hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1"
3097,"HIVEP2","hsa-mir-486-3p","hsa-mir-873-5p",0.0025,TRUE,NA,"tarbase","tarbase",0.00830200755565268,TRUE,"miR-486-3p",NA,NA,"hsa-mir-873"
3215,"HOXB5","hsa-mir-3150b-3p","hsa-mir-513c-5p",0.008,TRUE,NA,"mirtarbase","mirtarbase",0.0216590133889935,TRUE,"miR-3150b-3p","miR-513c-5p/514b-5p","hsa-mir-3150b,hsa-mir-3150a","hsa-mir-513c,hsa-mir-513b"
3224,"HOXC8","hsa-mir-149-3p","hsa-mir-518b",0.006,TRUE,NA,"mirtarbase","mirtarbase",0.0171330541237113,TRUE,"miR-149-3p/4728-5p/6785-5p/6883-5p","miR-518-3p","hsa-mir-149","hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b,hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a"
3224,"HOXC8","hsa-mir-34b-5p","hsa-mir-518c-3p",5e-04,TRUE,NA,"mirtarbase","mirtarbase",0.00205864591801184,TRUE,"miR-34b-5p/449c-5p","miR-518-3p","hsa-mir-34b,hsa-mir-34c","hsa-mir-518f,hsa-mir-520b,hsa-mir-518b,hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2"
3224,"HOXC8","hsa-mir-518a-3p","hsa-mir-34b-5p",5e-04,TRUE,NA,"mirtarbase","mirtarbase",0.00205864591801184,TRUE,"miR-518-3p","miR-34b-5p/449c-5p","hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e,hsa-mir-518a-1,hsa-mir-518d,hsa-mir-516b-1,hsa-mir-518a-2","hsa-mir-34b,hsa-mir-34c"
3224,"HOXC8","hsa-mir-518b","hsa-mir-34b-5p",0.0015,TRUE,NA,"mirtarbase","mirtarbase",0.005383963824115,TRUE,"miR-518-3p","miR-34b-5p/449c-5p","hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b,hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a","hsa-mir-34b,hsa-mir-34c"
3224,"HOXC8","hsa-mir-518f-3p","hsa-mir-34b-5p",0.0015,TRUE,NA,"mirtarbase","mirtarbase",0.005383963824115,TRUE,"miR-518-3p","miR-34b-5p/449c-5p","hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b,hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c","hsa-mir-34b,hsa-mir-34c"
3423,"IDS","hsa-mir-18b-5p","hsa-mir-7-1-3p",0.005,FALSE,NA,"tarbase","tarbase",0.0147561043285239,TRUE,"miR-18-5p","miR-7-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-7-1"
3455,"IFNAR2","hsa-mir-629-5p","hsa-mir-219a-5p",0.0015,FALSE,NA,"tarbase","tarbase",0.005383963824115,TRUE,"miR-629-5p","miR-219-5p","hsa-mir-629",NA
3479,"IGF1","hsa-mir-3065-5p","hsa-mir-129-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-3065-5p","miR-129-5p","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250","hsa-mir-129-1"
3479,"IGF1","hsa-mir-3065-5p","hsa-mir-219a-1-3p",0.006,FALSE,NA,"mirtarbase","tarbase",0.0171330541237113,TRUE,"miR-3065-5p","miR-219a-1-3p","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250",NA
3480,"IGF1R","hsa-mir-494-3p","hsa-mir-653-5p",0.002,FALSE,NA,"mirtarbase","tarbase",0.00687181806434939,TRUE,"miR-494-3p","miR-653-5p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495","hsa-mir-653,hsa-mir-489"
3609,"ILF3","hsa-mir-338-3p","hsa-mir-497-5p",0.008,FALSE,NA,"tarbase","tarbase",0.0216590133889935,TRUE,"miR-338-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250","hsa-mir-195,hsa-mir-497"
3710,"ITPR3","hsa-mir-130b-5p","hsa-mir-940",0.005,FALSE,NA,"tarbase","tarbase",0.0147561043285239,TRUE,"miR-130b-5p","miR-940/6808-5p/6893-5p","hsa-mir-301b,hsa-mir-130b","hsa-mir-3677,hsa-mir-940,hsa-mir-4717"
3710,"ITPR3","hsa-mir-214-3p","hsa-mir-940",0.001,FALSE,NA,"tarbase","tarbase",0.0037967444849004,TRUE,"miR-214-3p/3619-5p","miR-940/6808-5p/6893-5p","hsa-mir-214,hsa-mir-3120,hsa-mir-199a-2","hsa-mir-3677,hsa-mir-940,hsa-mir-4717"
3720,"JARID2","hsa-mir-301b-3p","hsa-mir-449a",0.0045,FALSE,NA,"mirtarbase tarbase","mirtarbase",0.0135297659430122,TRUE,"miR-130-3p/301-3p/454-3p","miR-34-5p/449-5p","hsa-mir-301b,hsa-mir-130b","hsa-mir-449a,hsa-mir-449b,hsa-mir-449c"
3779,"KCNMB1","hsa-mir-302c-3p","hsa-mir-106a-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,NA,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
3779,"KCNMB1","hsa-mir-512-3p","hsa-mir-106a-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-512-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-512-1,hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
3779,"KCNMB1","hsa-mir-512-3p","hsa-mir-432-5p",5e-04,FALSE,NA,"mirtarbase","mirtarbase",0.00205864591801184,TRUE,"miR-512-3p","miR-432-5p","hsa-mir-512-1,hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e","hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
3779,"KCNMB1","hsa-mir-519d-3p","hsa-mir-20b-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
3779,"KCNMB1","hsa-mir-519d-3p","hsa-mir-432-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-432-5p","hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g","hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
3779,"KCNMB1","hsa-mir-519d-3p","hsa-mir-526b-3p",5e-04,FALSE,NA,"mirtarbase","mirtarbase",0.00205864591801184,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g","hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b"
3779,"KCNMB1","hsa-mir-520a-3p","hsa-mir-20b-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-520f,hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
3779,"KCNMB1","hsa-mir-520c-3p","hsa-mir-106a-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b,hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
3779,"KCNMB1","hsa-mir-520c-3p","hsa-mir-20b-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b,hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
3779,"KCNMB1","hsa-mir-520c-3p","hsa-mir-432-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-432-5p","hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b,hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2","hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
3779,"KCNMB1","hsa-mir-520d-3p","hsa-mir-106a-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
3779,"KCNMB1","hsa-mir-520d-3p","hsa-mir-432-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-432-5p","hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e","hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
3779,"KCNMB1","hsa-mir-526b-3p","hsa-mir-106a-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
3779,"KCNMB1","hsa-mir-526b-3p","hsa-mir-302d-3p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
3779,"KCNMB1","hsa-mir-526b-3p","hsa-mir-432-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-432-5p","hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b","hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
3779,"KCNMB1","hsa-mir-526b-3p","hsa-mir-512-3p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-512-3p","hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b","hsa-mir-512-1,hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e"
3788,"KCNS2","hsa-mir-371a-5p","hsa-mir-548e-3p",0.003,FALSE,NA,"mirtarbase","mirtarbase",0.00965844356327753,TRUE,"miR-371-5p","miR-548az-3p/548ar-3p/548a-3p/548e-3p/548f-3p","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373","hsa-mir-548e"
3824,"KLRD1","hsa-mir-106a-5p","hsa-mir-301b-3p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-130-3p/301-3p/454-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-301b,hsa-mir-130b"
3824,"KLRD1","hsa-mir-20b-5p","hsa-mir-301b-3p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-130-3p/301-3p/454-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-301b,hsa-mir-130b"
3920,"LAMP2","hsa-mir-124-3p","hsa-mir-29b-3p",0.0075,FALSE,NA,"mirtarbase tarbase","tarbase",0.0205506607929515,TRUE,NA,"miR-29-3p","hsa-mir-124-1","hsa-mir-29a,hsa-mir-29b-1"
3990,"LIPC","hsa-mir-512-5p","hsa-mir-3922-3p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-512-5p","miR-3176/3922-3p","hsa-mir-512-1,hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e","hsa-mir-3922"
4012,"LNPEP","hsa-mir-122-5p","hsa-mir-18a-3p",5e-04,FALSE,NA,"tarbase","mirtarbase tarbase",0.00205864591801184,TRUE,"miR-122-5p","miR-18a-3p","hsa-mir-122,hsa-mir-3591","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
4026,"LPP","hsa-mir-548b-3p","hsa-mir-7-5p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-548b-3p","miR-7-5p","hsa-mir-548b","hsa-mir-7-1"
4026,"LPP","hsa-mir-548e-3p","hsa-mir-7-5p",0.0065,FALSE,NA,"tarbase","tarbase",0.0182791232615938,TRUE,"miR-548az-3p/548ar-3p/548a-3p/548e-3p/548f-3p","miR-7-5p","hsa-mir-548e","hsa-mir-7-1"
