"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
23049,"SMG1","hsa-mir-548j-5p","hsa-mir-744-3p",0.0045,FALSE,NA,"mirtarbase","tarbase",0.0135297659430122,TRUE,"miR-548ay-5p/548au-5p/548as-5p/548ar-5p/548aq-5p/548ap-5p/548am-5p/548ae-5p/548ad-5p/548a-5p/548ak/548ab/548bb-5p/548b-5p/548c-5p/548d-5p/548h-5p/548i/548j-5p/548o-5p/548w/548y/559","miR-744-3p","hsa-mir-548j","hsa-mir-744"
23085,"ERC1","hsa-mir-370-3p","hsa-mir-29a-3p",0.008,FALSE,NA,"tarbase","tarbase",0.0216590133889935,TRUE,"miR-370-3p","miR-29-3p","hsa-mir-370","hsa-mir-29a,hsa-mir-29b-1"
23089,"PEG10","hsa-mir-1323","hsa-mir-182-5p",0,FALSE,NA,"mirtarbase","tarbase",0,TRUE,"miR-1323","miR-182-5p","hsa-mir-512-1,hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e,hsa-mir-515-1,hsa-mir-519e","hsa-mir-182,hsa-mir-96,hsa-mir-183"
23089,"PEG10","hsa-mir-1323","hsa-mir-548j-5p",0.002,FALSE,NA,"mirtarbase","mirtarbase",0.00687181806434939,TRUE,"miR-1323","miR-548ay-5p/548au-5p/548as-5p/548ar-5p/548aq-5p/548ap-5p/548am-5p/548ae-5p/548ad-5p/548a-5p/548ak/548ab/548bb-5p/548b-5p/548c-5p/548d-5p/548h-5p/548i/548j-5p/548o-5p/548w/548y/559","hsa-mir-512-1,hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e,hsa-mir-515-1,hsa-mir-519e","hsa-mir-548j"
23089,"PEG10","hsa-mir-1323","hsa-mir-942-5p",0,FALSE,NA,"mirtarbase","tarbase",0,TRUE,"miR-1323","miR-942-5p","hsa-mir-512-1,hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e,hsa-mir-515-1,hsa-mir-519e","hsa-mir-942"
23089,"PEG10","hsa-mir-182-5p","hsa-mir-516b-5p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-182-5p","miR-516b-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e,hsa-mir-518a-1,hsa-mir-518d"
23089,"PEG10","hsa-mir-34c-3p","hsa-mir-516b-5p",0.002,FALSE,NA,"tarbase","tarbase",0.00687181806434939,TRUE,"miR-34c-3p","miR-516b-5p","hsa-mir-34b,hsa-mir-34c","hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e,hsa-mir-518a-1,hsa-mir-518d"
23089,"PEG10","hsa-mir-378a-3p","hsa-mir-1323",0.003,FALSE,NA,"tarbase","mirtarbase",0.00965844356327753,TRUE,"miR-378-3p","miR-1323","hsa-mir-378a","hsa-mir-512-1,hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e,hsa-mir-515-1,hsa-mir-519e"
23089,"PEG10","hsa-mir-378a-3p","hsa-mir-182-5p",0.004,FALSE,NA,"tarbase","tarbase",0.0122734825755827,TRUE,"miR-378-3p","miR-182-5p","hsa-mir-378a","hsa-mir-182,hsa-mir-96,hsa-mir-183"
23089,"PEG10","hsa-mir-378a-3p","hsa-mir-548o-3p",0.009,FALSE,NA,"tarbase","mirtarbase",0.023827799074028,TRUE,"miR-378-3p","miR-1323","hsa-mir-378a","hsa-mir-548o"
23089,"PEG10","hsa-mir-942-5p","hsa-mir-516b-5p",0.0045,FALSE,NA,"tarbase","tarbase",0.0135297659430122,TRUE,"miR-942-5p","miR-516b-5p","hsa-mir-942","hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e,hsa-mir-518a-1,hsa-mir-518d"
23095,"KIF1B","hsa-mir-511-5p","hsa-mir-483-3p",0.0025,FALSE,NA,"mirtarbase","tarbase",0.00830200755565268,TRUE,"miR-511-5p",NA,NA,"hsa-mir-483"
23175,"LPIN1","hsa-mir-3065-3p","hsa-mir-129-5p",0.0085,FALSE,NA,"tarbase","mirtarbase",0.022739498968761,TRUE,"miR-3065-3p","miR-129-5p","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250","hsa-mir-129-1"
23314,"SATB2","hsa-mir-31-5p","hsa-mir-3609",0.0075,TRUE,NA,"mirtarbase","mirtarbase",0.0205506607929515,TRUE,"miR-31-5p","miR-548ah-5p/3609","hsa-mir-31","hsa-mir-3609"
23336,"SYNM","hsa-mir-33b-3p","hsa-mir-34c-3p",0.002,FALSE,NA,"mirtarbase","mirtarbase",0.00687181806434939,TRUE,"miR-33b-3p/515-3p/519e-3p","miR-34c-3p","hsa-mir-33b","hsa-mir-34b,hsa-mir-34c"
23336,"SYNM","hsa-mir-33b-3p","hsa-mir-3662",0.0045,FALSE,NA,"mirtarbase","mirtarbase",0.0135297659430122,TRUE,"miR-33b-3p/515-3p/519e-3p","miR-3662","hsa-mir-33b","hsa-mir-3662"
23336,"SYNM","hsa-mir-96-5p","hsa-mir-33b-3p",0.0015,FALSE,NA,"mirtarbase","mirtarbase",0.005383963824115,TRUE,"miR-96-5p/1271-5p","miR-33b-3p/515-3p/519e-3p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-33b"
23336,"SYNM","hsa-mir-96-5p","hsa-mir-3662",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-96-5p/1271-5p","miR-3662","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-3662"
23352,"UBR4","hsa-mir-224-5p","hsa-mir-497-5p",0.0025,FALSE,NA,"tarbase","tarbase",0.00830200755565268,TRUE,"miR-224-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-224,hsa-mir-452","hsa-mir-195,hsa-mir-497"
23405,"DICER1","hsa-mir-18b-5p","hsa-mir-7-1-3p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-18-5p","miR-7-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-7-1"
23405,"DICER1","hsa-mir-29b-3p","hsa-mir-215-5p",0.0035,FALSE,NA,"tarbase","mirtarbase tarbase",0.0109884585866934,TRUE,"miR-29-3p","miR-192-5p/215-5p","hsa-mir-29a,hsa-mir-29b-1","hsa-mir-215,hsa-mir-194-1"
23555,"TSPAN15","hsa-mir-548b-3p","hsa-mir-18b-3p",0.0025,FALSE,NA,"tarbase","tarbase",0.00830200755565268,TRUE,"miR-548b-3p","miR-18b-3p","hsa-mir-548b","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
23607,"CD2AP","hsa-mir-301a-3p","hsa-mir-92b-3p",0.002,FALSE,NA,"tarbase","mirtarbase tarbase",0.00687181806434939,TRUE,"miR-130-3p/301-3p/454-3p","miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-301a","hsa-mir-92b"
23607,"CD2AP","hsa-mir-92b-3p","hsa-mir-301b-3p",5e-04,FALSE,NA,"mirtarbase tarbase","tarbase",0.00205864591801184,TRUE,"miR-25-3p/32-5p/92-3p/363-3p/367-3p","miR-130-3p/301-3p/454-3p","hsa-mir-92b","hsa-mir-301b,hsa-mir-130b"
23633,"KPNA6","hsa-mir-150-5p","hsa-mir-452-3p",0.0035,FALSE,NA,"mirtarbase","tarbase",0.0109884585866934,TRUE,"miR-150-5p","miR-452-3p","hsa-mir-150","hsa-mir-224,hsa-mir-452"
25777,"SUN2","hsa-mir-3660","hsa-mir-130b-3p",0.0075,FALSE,NA,"mirtarbase","mirtarbase",0.0205506607929515,TRUE,"miR-3660/4526","miR-130-3p/301-3p/454-3p","hsa-mir-3660","hsa-mir-301b,hsa-mir-130b"
25834,"MGAT4C","hsa-mir-410-3p","hsa-mir-381-3p",5e-04,FALSE,NA,"mirtarbase","mirtarbase",0.00205864591801184,TRUE,"miR-410-3p","miR-381-3p","hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485"
25890,"ABI3BP","hsa-mir-376b-3p","hsa-mir-376a-3p",0.001,FALSE,NA,"tarbase","tarbase",0.0037967444849004,TRUE,"miR-376-3p","miR-376-3p","hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655","hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655"
25932,"CLIC4","hsa-mir-122-5p","hsa-mir-9-5p",0.007,FALSE,NA,"mirtarbase tarbase","tarbase",0.0194253287413901,TRUE,"miR-122-5p","miR-9-5p","hsa-mir-122,hsa-mir-3591","hsa-mir-9-1"
26020,"LRP10","hsa-mir-29b-3p","hsa-mir-548b-3p",0.005,FALSE,NA,"mirtarbase","mirtarbase",0.0147561043285239,TRUE,"miR-29-3p","miR-548b-3p","hsa-mir-29a,hsa-mir-29b-1","hsa-mir-548b"
26585,"GREM1","hsa-mir-124-3p","hsa-mir-7-5p",5e-04,FALSE,NA,"mirtarbase tarbase","tarbase",0.00205864591801184,TRUE,NA,"miR-7-5p","hsa-mir-124-1","hsa-mir-7-1"
26585,"GREM1","hsa-mir-299-3p","hsa-mir-7-5p",0.0025,FALSE,NA,"tarbase","tarbase",0.00830200755565268,TRUE,"miR-299-3p","miR-7-5p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495","hsa-mir-7-1"
26585,"GREM1","hsa-mir-33b-3p","hsa-mir-7-5p",0.004,FALSE,NA,"tarbase","tarbase",0.0122734825755827,TRUE,"miR-33b-3p/515-3p/519e-3p","miR-7-5p","hsa-mir-33b","hsa-mir-7-1"
26585,"GREM1","hsa-mir-665","hsa-mir-299-3p",0.004,FALSE,NA,"tarbase","tarbase",0.0122734825755827,TRUE,"miR-665","miR-299-3p","hsa-mir-493,hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
26973,"CHORDC1","hsa-mir-199a-3p","hsa-mir-338-3p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-199-3p","miR-338-3p","hsa-mir-199a-1","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250"
26973,"CHORDC1","hsa-mir-199b-3p","hsa-mir-338-3p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-199-3p","miR-338-3p","hsa-mir-199b,hsa-mir-3154","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250"
28962,"OSTM1","hsa-mir-129-5p","hsa-mir-194-5p",0,FALSE,NA,"mirtarbase","tarbase",0,TRUE,"miR-129-5p","miR-194-5p","hsa-mir-129-1","hsa-mir-215,hsa-mir-194-1"
29841,"GRHL1","hsa-mir-99a-5p","hsa-mir-192-5p",0.0025,TRUE,NA,"mirtarbase tarbase","mirtarbase tarbase",0.00830200755565268,TRUE,"miR-99-5p/100-5p","miR-192-5p/215-5p","hsa-mir-99a,hsa-let-7c","hsa-mir-192,hsa-mir-194-2"
29956,"CERS2","hsa-mir-320d","hsa-mir-96-5p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-320","miR-96-5p/1271-5p","hsa-mir-320d-1","hsa-mir-182,hsa-mir-96,hsa-mir-183"
30061,"SLC40A1","hsa-mir-20b-5p","hsa-mir-92b-3p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-92b"
51232,"CRIM1","hsa-mir-302d-5p","hsa-mir-18b-5p",0.004,FALSE,NA,"tarbase","mirtarbase tarbase",0.0122734825755827,TRUE,"miR-302b-5p/302d-5p","miR-18-5p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
51301,"GCNT4","hsa-mir-106a-5p","hsa-mir-372-3p",0.007,FALSE,NA,"tarbase","tarbase",0.0194253287413901,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373"
51301,"GCNT4","hsa-mir-20b-5p","hsa-mir-372-3p",5e-04,FALSE,NA,"tarbase","tarbase",0.00205864591801184,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373"
51427,"ZNF107","hsa-mir-106a-5p","hsa-mir-181d-5p",0.009,TRUE,NA,"mirtarbase tarbase","mirtarbase tarbase",0.023827799074028,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-181-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-181c,hsa-mir-181d"
51557,"LGSN","hsa-mir-526b-3p","hsa-mir-378a-3p",0.003,FALSE,NA,"mirtarbase","mirtarbase",0.00965844356327753,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-378-3p","hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b","hsa-mir-378a"
51776,"MAP3K20","hsa-mir-92b-3p","hsa-mir-106a-5p",0.0025,FALSE,NA,"tarbase","tarbase",0.00830200755565268,TRUE,"miR-25-3p/32-5p/92-3p/363-3p/367-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-92b","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
51804,"SIX4","hsa-mir-548j-5p","hsa-mir-301b-3p",0,TRUE,NA,"mirtarbase","tarbase",0,TRUE,"miR-548ay-5p/548au-5p/548as-5p/548ar-5p/548aq-5p/548ap-5p/548am-5p/548ae-5p/548ad-5p/548a-5p/548ak/548ab/548bb-5p/548b-5p/548c-5p/548d-5p/548h-5p/548i/548j-5p/548o-5p/548w/548y/559","miR-130-3p/301-3p/454-3p","hsa-mir-548j","hsa-mir-301b,hsa-mir-130b"
54521,"WDR44","hsa-mir-335-3p","hsa-mir-192-5p",0,FALSE,NA,"tarbase","mirtarbase tarbase",0,TRUE,"miR-335-3p","miR-192-5p/215-5p","hsa-mir-335","hsa-mir-192,hsa-mir-194-2"
54742,"LY6K","hsa-let-7c-5p","hsa-let-7e-5p",0.007,FALSE,NA,"tarbase","tarbase",0.0194253287413901,TRUE,"let-7-5p/98-5p","let-7-5p/98-5p","hsa-mir-99a,hsa-let-7c","hsa-mir-99b,hsa-let-7e,hsa-mir-125a"
54742,"LY6K","hsa-let-7c-5p","hsa-mir-219a-1-3p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"let-7-5p/98-5p","miR-219a-1-3p","hsa-mir-99a,hsa-let-7c",NA
54813,"KLHL28","hsa-mir-302c-3p","hsa-mir-29b-3p",0.007,FALSE,NA,"mirtarbase tarbase","tarbase",0.0194253287413901,TRUE,NA,"miR-29-3p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b","hsa-mir-29a,hsa-mir-29b-1"
54941,"RNF125","hsa-mir-20b-5p","hsa-mir-766-3p",0.009,FALSE,NA,"tarbase","mirtarbase",0.023827799074028,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-766-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-766"
55033,"FKBP14","hsa-mir-20b-5p","hsa-mir-373-3p",0.001,FALSE,NA,"mirtarbase tarbase","mirtarbase",0.0037967444849004,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373"
55033,"FKBP14","hsa-mir-302c-3p","hsa-mir-372-3p",0.002,FALSE,NA,"mirtarbase","mirtarbase",0.00687181806434939,TRUE,NA,"miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373"
55033,"FKBP14","hsa-mir-302d-3p","hsa-mir-142-3p",0.001,FALSE,NA,"mirtarbase","mirtarbase",0.0037967444849004,TRUE,"miR-302-3p/372-3p/373-3p/520-3p",NA,"hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b","hsa-mir-142,hsa-mir-4736"
55033,"FKBP14","hsa-mir-302d-3p","hsa-mir-372-3p",0.002,FALSE,NA,"mirtarbase","mirtarbase",0.00687181806434939,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373"
55033,"FKBP14","hsa-mir-302d-3p","hsa-mir-373-3p",5e-04,FALSE,NA,"mirtarbase","mirtarbase",0.00205864591801184,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373"
55033,"FKBP14","hsa-mir-302d-3p","hsa-mir-629-3p",0.002,FALSE,NA,"mirtarbase","mirtarbase",0.00687181806434939,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-629-3p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b","hsa-mir-629"
55033,"FKBP14","hsa-mir-373-3p","hsa-mir-106a-5p",0.001,FALSE,NA,"mirtarbase","mirtarbase tarbase",0.0037967444849004,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
55033,"FKBP14","hsa-mir-373-3p","hsa-mir-302a-3p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
55033,"FKBP14","hsa-mir-512-3p","hsa-mir-302c-3p",0.001,FALSE,NA,"mirtarbase","mirtarbase",0.0037967444849004,TRUE,"miR-512-3p",NA,"hsa-mir-512-1,hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
55033,"FKBP14","hsa-mir-520d-3p","hsa-mir-302c-3p",0.0015,FALSE,NA,"mirtarbase","mirtarbase",0.005383963824115,TRUE,"miR-302-3p/372-3p/373-3p/520-3p",NA,"hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
55033,"FKBP14","hsa-mir-629-3p","hsa-mir-302a-3p",0.001,FALSE,NA,"mirtarbase","mirtarbase",0.0037967444849004,TRUE,"miR-629-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-629","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
55147,"RBM23","hsa-mir-301b-3p","hsa-mir-371a-5p",0.005,FALSE,NA,"mirtarbase","mirtarbase",0.0147561043285239,TRUE,"miR-130-3p/301-3p/454-3p","miR-371-5p","hsa-mir-301b,hsa-mir-130b","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373"
55147,"RBM23","hsa-mir-301b-3p","hsa-mir-373-5p",0.002,FALSE,NA,"mirtarbase","mirtarbase",0.00687181806434939,TRUE,"miR-130-3p/301-3p/454-3p","miR-371b-5p/373-5p/616-5p","hsa-mir-301b,hsa-mir-130b","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373"
55183,"RIF1","hsa-mir-106a-5p","hsa-mir-181d-5p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-181-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-181c,hsa-mir-181d"
55183,"RIF1","hsa-mir-181d-5p","hsa-mir-149-3p",0.0015,FALSE,NA,"tarbase","mirtarbase",0.005383963824115,TRUE,"miR-181-5p","miR-149-3p/4728-5p/6785-5p/6883-5p","hsa-mir-181c,hsa-mir-181d","hsa-mir-149"
55603,"TENT5A","hsa-mir-486-5p","hsa-mir-92b-3p",0.007,FALSE,NA,"mirtarbase","mirtarbase tarbase",0.0194253287413901,TRUE,"miR-486-5p","miR-25-3p/32-5p/92-3p/363-3p/367-3p",NA,"hsa-mir-92b"
55636,"CHD7","hsa-mir-378c","hsa-mir-411-3p",0.001,FALSE,NA,"tarbase","tarbase",0.0037967444849004,TRUE,"miR-378-3p","miR-411-3p","hsa-mir-378c","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543"
55636,"CHD7","hsa-mir-378c","hsa-mir-671-3p",0.0095,FALSE,NA,"tarbase","tarbase",0.0248931782907541,TRUE,"miR-378-3p","miR-671-3p","hsa-mir-378c","hsa-mir-671"
55667,"DENND4C","hsa-mir-142-5p","hsa-mir-320d",0.0075,FALSE,NA,"tarbase","tarbase",0.0205506607929515,TRUE,"miR-142-5p","miR-320","hsa-mir-142,hsa-mir-4736","hsa-mir-320d-1"
55729,"ATF7IP","hsa-mir-497-3p","hsa-mir-200b-3p",0.006,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/23640991'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23666240'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28604728'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28604732'>PubMedLink</a>","tarbase","tarbase",0.0171330541237113,TRUE,"miR-497-3p","miR-200bc-3p/429","hsa-mir-195,hsa-mir-497","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
55870,"ASH1L","hsa-mir-302c-3p","hsa-mir-18a-3p",0.008,TRUE,NA,"tarbase","tarbase",0.0216590133889935,TRUE,NA,"miR-18a-3p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
55870,"ASH1L","hsa-mir-302c-3p","hsa-mir-195-5p",0.0015,TRUE,NA,"tarbase","mirtarbase tarbase",0.005383963824115,TRUE,NA,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b","hsa-mir-195,hsa-mir-497"
55870,"ASH1L","hsa-mir-302d-3p","hsa-mir-18a-3p",5e-04,TRUE,NA,"tarbase","tarbase",0.00205864591801184,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-18a-3p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
55870,"ASH1L","hsa-mir-34b-5p","hsa-mir-302b-3p",0.005,TRUE,NA,"tarbase","tarbase",0.0147561043285239,TRUE,"miR-34b-5p/449c-5p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-34b,hsa-mir-34c","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
55870,"ASH1L","hsa-mir-497-5p","hsa-mir-302a-3p",0.0015,TRUE,NA,"mirtarbase tarbase","tarbase",0.005383963824115,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-195,hsa-mir-497","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
