"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
1997,"ELF1","hsa-mir-30a-3p","hsa-mir-328-3p",0.0035,TRUE,NA,NA,NA,"tarbase","tarbase",0.268268292682927,FALSE,"miR-30-3p","miR-328-3p","hsa-mir-30a","hsa-mir-328"
2005,"ELK4","hsa-mir-221-5p","hsa-mir-1270",0.007,TRUE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.329734475374732,FALSE,"miR-221-5p/8073","miR-1270","hsa-mir-221,hsa-mir-222",NA
2005,"ELK4","hsa-mir-221-5p","hsa-mir-140-5p",0.0025,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>",NA,"tarbase","tarbase",0.241206140350877,FALSE,"miR-221-5p/8073","miR-140-5p","hsa-mir-221,hsa-mir-222","hsa-mir-140"
2182,"ACSL4","hsa-mir-1304-5p","hsa-mir-20b-5p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.2588,FALSE,"miR-1304-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-1304","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
2232,"FDXR","hsa-mir-149-5p","hsa-mir-2355-5p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase",0.30051912568306,FALSE,"miR-149-5p","miR-2355-5p","hsa-mir-149","hsa-mir-2355"
2649,"NR6A1","hsa-mir-10a-5p","hsa-mir-188-3p",0.003,TRUE,NA,NA,NA,"tarbase","tarbase",0.2588,FALSE,"miR-10-5p","miR-188-3p","hsa-mir-10a","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660"
3178,"HNRNPA1","hsa-mir-636","hsa-mir-9-3p",5e-04,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.118268817204301,FALSE,"miR-636","miR-9-3p","hsa-mir-636","hsa-mir-9-1"
3554,"IL1R1","hsa-mir-192-5p","hsa-mir-19b-3p",0.009,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.34491637630662,FALSE,"miR-192-5p/215-5p","miR-19-3p","hsa-mir-192,hsa-mir-194-2","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
3656,"IRAK2","hsa-mir-34b-3p","hsa-mir-508-5p",0.0075,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.335335365853659,FALSE,"miR-34b-3p","miR-508-5p","hsa-mir-34b,hsa-mir-34c","hsa-mir-506,hsa-mir-507,hsa-mir-508"
3658,"IREB2","hsa-mir-320c","hsa-mir-194-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase",0.241206140350877,FALSE,"miR-320","miR-194-5p","hsa-mir-320c-1","hsa-mir-215,hsa-mir-194-1"
3673,"ITGA2","hsa-mir-181c-5p","hsa-mir-106a-5p",0,FALSE,NA,NA,NA,"tarbase","mirtarbase",0,TRUE,"miR-181-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-181c,hsa-mir-181d","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
3720,"JARID2","hsa-mir-33a-5p","hsa-mir-19a-3p",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.118268817204301,FALSE,"miR-33-5p","miR-19-3p","hsa-mir-33a","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
3752,"KCND3","hsa-mir-20b-5p","hsa-mir-1304-5p",0.009,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.34491637630662,FALSE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-1304-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-1304"
3796,"KIF2A","hsa-mir-34b-3p","hsa-mir-222-5p",0.002,FALSE,NA,NA,NA,"tarbase","tarbase",0.223329949238579,FALSE,"miR-34b-3p","miR-222-5p","hsa-mir-34b,hsa-mir-34c","hsa-mir-221,hsa-mir-222"
4012,"LNPEP","hsa-mir-221-3p","hsa-mir-636",0.0045,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.290296187683284,FALSE,"miR-221-3p/222-3p","miR-636","hsa-mir-221,hsa-mir-222","hsa-mir-636"
4179,"CD46","hsa-mir-328-3p","hsa-mir-30a-3p",0.002,FALSE,NA,NA,NA,"tarbase","tarbase",0.223329949238579,FALSE,"miR-328-3p","miR-30-3p","hsa-mir-328","hsa-mir-30a"
4193,"MDM2","hsa-mir-590-3p","hsa-mir-20b-5p",0.006,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/12365913'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",0.318811594202899,FALSE,"miR-590-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-590","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
4211,"MEIS1","hsa-mir-424-5p","hsa-mir-15a-5p",0.0045,TRUE,NA,NA,NA,"tarbase","tarbase",0.290296187683284,FALSE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424","hsa-mir-16-1,hsa-mir-15a"
4293,"MAP3K9","hsa-mir-15a-5p","hsa-mir-301a-3p",0.0015,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.192964912280702,FALSE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-130-3p/301-3p/454-3p","hsa-mir-16-1,hsa-mir-15a","hsa-mir-301a"
4293,"MAP3K9","hsa-mir-301a-3p","hsa-mir-20a-5p",0.0015,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.192964912280702,FALSE,"miR-130-3p/301-3p/454-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-301a","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
4673,"NAP1L1","hsa-mir-145-5p","hsa-mir-196b-5p",0.006,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.318811594202899,FALSE,"miR-145-5p","miR-196-5p","hsa-mir-143,hsa-mir-145","hsa-mir-196b"
4853,"NOTCH2","hsa-mir-939-5p","hsa-mir-497-5p",0.0085,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.344351749539595,FALSE,"miR-939-5p/1343-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-939,hsa-mir-1234","hsa-mir-195,hsa-mir-497"
4884,"NPTX1","hsa-mir-421","hsa-mir-129-5p",0.003,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase",0.2588,FALSE,"miR-421","miR-129-5p","hsa-mir-421,hsa-mir-374b,hsa-mir-374c","hsa-mir-129-1"
4939,"OAS2","hsa-mir-1270","hsa-mir-219a-1-3p",0.004,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.281124600638978,FALSE,"miR-1270","miR-219a-1-3p",NA,NA
5087,"PBX1","hsa-mir-142-3p","hsa-mir-21-5p",0.0095,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/31213897'>PubMedLink</a>",NA,NA,"tarbase","mirtarbase tarbase",0.349466555183946,FALSE,NA,"miR-21-5p/590-5p","hsa-mir-142,hsa-mir-4736","hsa-mir-21"
5101,"PCDH9","hsa-mir-19a-3p","hsa-mir-15a-5p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase",0.268268292682927,FALSE,"miR-19-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-16-1,hsa-mir-15a"
5139,"PDE3A","hsa-mir-421","hsa-mir-3680-3p",0.0045,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.290296187683284,FALSE,"miR-421","miR-3680-3p","hsa-mir-421,hsa-mir-374b,hsa-mir-374c","hsa-mir-3680-1"
5241,"PGR","hsa-mir-19b-3p","hsa-mir-181b-5p",0.009,TRUE,NA,NA,NA,"tarbase","tarbase",0.34491637630662,FALSE,"miR-19-3p","miR-181-5p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-181b-1,hsa-mir-181a-1"
5292,"PIM1","hsa-mir-486-5p","hsa-mir-195-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.281124600638978,FALSE,"miR-486-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p",NA,"hsa-mir-195,hsa-mir-497"
5351,"PLOD1","hsa-mir-106a-5p","hsa-mir-142-3p",0.001,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/31213897'>PubMedLink</a>",NA,"tarbase","tarbase",0.174587301587302,FALSE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p",NA,"hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-142,hsa-mir-4736"
5396,"PRRX1","hsa-mir-30a-3p","hsa-mir-30a-5p",0.0095,TRUE,NA,NA,NA,"tarbase","tarbase",0.349466555183946,FALSE,"miR-30-3p","miR-30-5p","hsa-mir-30a","hsa-mir-30a"
5452,"POU2F2","hsa-mir-133a-3p","hsa-mir-20a-3p",0.007,TRUE,NA,NA,NA,"mirtarbase","tarbase",0.329734475374732,FALSE,NA,"miR-20a-3p","hsa-mir-133a-1,hsa-mir-1-2","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
5516,"PPP2CB","hsa-mir-142-5p","hsa-mir-188-3p",0.004,FALSE,NA,NA,NA,"tarbase","tarbase",0.281124600638978,FALSE,"miR-142-5p","miR-188-3p","hsa-mir-142,hsa-mir-4736","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660"
5562,"PRKAA1","hsa-mir-30a-3p","hsa-mir-328-3p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase",0.241206140350877,FALSE,"miR-30-3p","miR-328-3p","hsa-mir-30a","hsa-mir-328"
5563,"PRKAA2","hsa-mir-590-3p","hsa-mir-21-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase",0.344351749539595,FALSE,"miR-590-3p","miR-21-5p/590-5p","hsa-mir-590","hsa-mir-21"
5618,"PRLR","hsa-mir-20b-5p","hsa-mir-30e-5p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase",0.268268292682927,FALSE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-30-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-30e,hsa-mir-30c-1"
5655,"KLK10","hsa-mir-939-5p","hsa-mir-143-3p",0.0045,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.290296187683284,FALSE,"miR-939-5p/1343-5p","miR-143-3p","hsa-mir-939,hsa-mir-1234","hsa-mir-143,hsa-mir-145"
6018,"RLF","hsa-mir-203a-3p","hsa-let-7b-5p",0.0075,TRUE,NA,NA,NA,"tarbase","tarbase",0.335335365853659,FALSE,NA,"let-7-5p/98-5p","hsa-mir-203a,hsa-mir-203b","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b"
6096,"RORB","hsa-mir-19b-3p","hsa-mir-590-3p",0.001,TRUE,NA,NA,NA,"tarbase","tarbase",0.174587301587302,FALSE,"miR-19-3p","miR-590-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-590"
6229,"RPS24","hsa-mir-22-5p","hsa-mir-10b-3p",0.004,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase",0.281124600638978,FALSE,"miR-22-5p","miR-10b-3p","hsa-mir-22","hsa-mir-10b"
6297,"SALL2","hsa-mir-140-5p","hsa-mir-424-5p",0.0015,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.192964912280702,FALSE,"miR-140-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-140","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
6310,"ATXN1","hsa-mir-19b-3p","hsa-mir-30a-3p",0.0045,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.290296187683284,FALSE,"miR-19-3p","miR-30-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-30a"
6383,"SDC2","hsa-mir-20b-5p","hsa-mir-590-3p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase",0.30051912568306,FALSE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-590-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-590"
6446,"SGK1","hsa-mir-19b-3p","hsa-mir-222-5p",0.006,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.318811594202899,FALSE,"miR-19-3p","miR-222-5p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-221,hsa-mir-222"
6446,"SGK1","hsa-mir-30a-3p","hsa-mir-29c-3p",0.0025,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.241206140350877,FALSE,"miR-30-3p","miR-29-3p","hsa-mir-30a","hsa-mir-29c,hsa-mir-29b-2"
6515,"SLC2A3","hsa-mir-106a-5p","hsa-mir-424-5p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
6535,"SLC6A8","hsa-mir-145-3p","hsa-mir-424-5p",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase",0.335335365853659,FALSE,"miR-145-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-143,hsa-mir-145","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
6648,"SOD2","hsa-mir-30a-3p","hsa-mir-548e-3p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase",0.344351749539595,FALSE,"miR-30-3p","miR-548az-3p/548ar-3p/548a-3p/548e-3p/548f-3p","hsa-mir-30a","hsa-mir-548e"
7037,"TFRC","hsa-mir-197-3p","hsa-mir-506-3p",5e-04,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/30080301'>PubMedLink</a>",NA,"tarbase","tarbase",0.118268817204301,FALSE,"miR-197-3p","miR-124-3p.2/506-3p","hsa-mir-197","hsa-mir-513a-2,hsa-mir-506,hsa-mir-507,hsa-mir-508"
7057,"THBS1","hsa-mir-22-5p","hsa-mir-34a-3p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase",0.349466555183946,FALSE,"miR-22-5p","miR-34a-3p","hsa-mir-22","hsa-mir-34a"
7431,"VIM","hsa-mir-21-5p","hsa-mir-34a-3p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/9484713'>PubMedLink</a>","tarbase","tarbase",0.290296187683284,FALSE,"miR-21-5p/590-5p","miR-34a-3p","hsa-mir-21","hsa-mir-34a"
7465,"WEE1","hsa-mir-130a-5p","hsa-mir-29c-3p",0.0085,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.344351749539595,FALSE,"miR-23-3p","miR-29-3p","hsa-mir-130a","hsa-mir-29c,hsa-mir-29b-2"
