"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
64841,"GNPNAT1","hsa-mir-155-5p","hsa-mir-455-3p",0,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase",5.40542274160442e-18,0.638657700761372,0.859814537821747,0.011398467733473,0.0965280434797321,-0.0721155101529686,0,TRUE,"miR-155-5p",NA,"hsa-mir-155","hsa-mir-455"
80315,"CPEB4","hsa-mir-181d-5p","hsa-mir-155-5p",0.001,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase",0.0004210894222551,0.38249037243054,5.40542274160442e-18,0.638657700761372,0.0303742766196483,-0.0914609812747644,0.0377792207792208,TRUE,"miR-181-5p","miR-155-5p","hsa-mir-181c,hsa-mir-181d","hsa-mir-155"
84959,"UBASH3B","hsa-let-7f-5p","hsa-mir-192-5p",0.008,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27840968'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.566709554353403,-0.0300931756069192,0.512163534243556,0.0356660401403946,0.433938483992497,0.0371516392048104,0.121208333333333,FALSE,"let-7-5p/98-5p","miR-192-5p/215-5p","hsa-let-7a-1,hsa-let-7f-1,hsa-let-7d","hsa-mir-192,hsa-mir-194-2"
117177,"RAB3IP","hsa-mir-142-3p","hsa-mir-493-5p",0.009,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/26893725'>PubMedLink</a>",NA,NA,"tarbase","mirtarbase",3.20092438318819e-05,0.255171116021858,1.37928805826532e-05,-0.550044862964965,0.194729985726278,-0.0563424033145073,0.128338235294118,FALSE,NA,"miR-493-5p","hsa-mir-142,hsa-mir-4736","hsa-mir-493,hsa-mir-337,hsa-mir-665"
123041,"SLC24A4","hsa-mir-183-5p","hsa-mir-455-3p",0.0075,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.00140551371208743,-0.194650790760886,0.859814537821747,0.011398467733473,3.58682069799978e-05,0.23262524222508,0.115436507936508,FALSE,NA,NA,"hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-455"
150094,"SIK1","hsa-mir-629-3p","hsa-mir-616-3p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase",1.29193975478257e-05,0.601301751680986,0.00327882754865852,0.553881989041478,0.189747799903273,-0.0697357330442393,0.128338235294118,FALSE,"miR-629-3p","miR-616-3p","hsa-mir-629","hsa-mir-616"
151888,"BTLA","hsa-mir-143-5p","hsa-mir-455-3p",0.006,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27234378'>PubMedLink</a>","mirtarbase","mirtarbase",0.495593473423212,0.0519438396454713,0.859814537821747,0.011398467733473,0.00088002139898515,0.176535624197128,0.106426829268293,FALSE,"miR-143-5p",NA,"hsa-mir-143,hsa-mir-145","hsa-mir-455"
285268,"ZNF621","hsa-mir-452-5p","hsa-mir-134-5p",0.006,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30419914'>PubMedLink</a>",NA,NA,"mirtarbase tarbase","mirtarbase",1.76601226675337e-10,0.564589603227695,0.0026705271280448,-0.225346522561786,0.794402266661111,-0.0117112078811938,0.106426829268293,FALSE,"miR-452-5p/892-3p","miR-134-5p","hsa-mir-224,hsa-mir-452","hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541"
401474,"SAMD12","hsa-mir-539-5p","hsa-mir-381-3p",0.0025,FALSE,NA,NA,NA,"mirtarbase","tarbase",6.93373994527132e-09,-0.724400330192993,0.00842066011523623,-0.27853470180118,8.1445384031928e-07,-0.227347738549433,0.067337962962963,FALSE,"miR-539-5p","miR-381-3p","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485"
728116,"ZBTB8B","hsa-mir-192-5p","hsa-mir-214-3p",0,TRUE,NA,NA,NA,"mirtarbase","mirtarbase",0.512163534243556,0.0356660401403946,2.10596113760834e-12,-0.917487845066717,3.62411497969659e-11,-0.534031733257453,0,TRUE,"miR-192-5p/215-5p","miR-214-3p/3619-5p","hsa-mir-192,hsa-mir-194-2","hsa-mir-214,hsa-mir-3120,hsa-mir-199a-2"
728116,"ZBTB8B","hsa-mir-194-3p","hsa-mir-192-5p",0.004,TRUE,NA,NA,NA,"mirtarbase","mirtarbase",0.509332188115095,-0.063703195660513,0.512163534243556,0.0356660401403946,3.62411497969659e-11,-0.534031733257453,0.0868358208955224,FALSE,"miR-194-3p","miR-192-5p/215-5p","hsa-mir-192,hsa-mir-194-2","hsa-mir-192,hsa-mir-194-2"
