"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
595,"CCND1","hsa-mir-195-5p","hsa-mir-138-5p",5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/9398039'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",0.802263159596797,-0.103260719790816,0.802934907827415,-0.223566835784355,0.676553592051162,0.0995494285188452,0.0029751075956729,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-138-5p","hsa-mir-195,hsa-mir-497","hsa-mir-138-2"
605,"BCL7A","hsa-mir-224-3p","hsa-mir-195-5p",0,FALSE,NA,"tarbase","mirtarbase",0.104634403519726,-1.09621245715927,0.802263159596797,-0.103260719790816,0.960813458730973,-0.0118141139179492,0,TRUE,"miR-522-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-224,hsa-mir-452","hsa-mir-195,hsa-mir-497"
624,"BDKRB2","hsa-mir-200b-3p","hsa-mir-200c-3p",0.0015,FALSE,NA,"tarbase","tarbase",0.732413312242844,0.114645708713643,0.801202141920273,0.0756943434847678,0.814911150363781,-0.0629156749816764,0.00753113804779898,TRUE,"miR-200bc-3p/429","miR-200bc-3p/429","hsa-mir-200b,hsa-mir-200a,hsa-mir-429","hsa-mir-200c,hsa-mir-141"
667,"DST","hsa-mir-181c-5p","hsa-mir-548j-5p",5e-04,FALSE,NA,"tarbase","tarbase",0.96557342996809,-0.0169548893052903,0.974281004418408,-0.0330812526828155,0.594715285504674,-0.134653826232406,0.0029751075956729,TRUE,"miR-181-5p","miR-548ay-5p/548au-5p/548as-5p/548ar-5p/548aq-5p/548ap-5p/548am-5p/548ae-5p/548ad-5p/548a-5p/548ak/548ab/548bb-5p/548b-5p/548c-5p/548d-5p/548h-5p/548i/548j-5p/548o-5p/548w/548y/559","hsa-mir-181c,hsa-mir-181d","hsa-mir-548j"
993,"CDC25A","hsa-mir-512-5p","hsa-let-7b-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0.0828714507782263,3.37555712110747,0.784564546838161,-0.0733583306011839,0.986021797224857,0.00444331943452018,0,TRUE,"miR-512-5p","let-7-5p/98-5p","hsa-mir-512-1,hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b"
1021,"CDK6","hsa-let-7b-5p","hsa-mir-383-5p",0.001,FALSE,NA,"mirtarbase tarbase","tarbase",0.784564546838161,-0.0733583306011839,0.88977497628494,0.0962474630450894,0.901946336414228,-0.0297346407036185,0.00537247282465998,TRUE,"let-7-5p/98-5p",NA,"hsa-let-7a-3,hsa-mir-4763,hsa-let-7b","hsa-mir-383"
1021,"CDK6","hsa-let-7b-5p","hsa-mir-512-5p",0,FALSE,NA,"mirtarbase tarbase","mirtarbase",0.784564546838161,-0.0733583306011839,0.0828714507782263,3.37555712110747,0.901946336414228,-0.0297346407036185,0,TRUE,"let-7-5p/98-5p","miR-512-5p","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b","hsa-mir-512-1,hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e"
1021,"CDK6","hsa-mir-195-3p","hsa-mir-383-5p",0.0065,FALSE,NA,"mirtarbase","tarbase",0.557761221280103,-0.297350921587978,0.88977497628494,0.0962474630450894,0.901946336414228,-0.0297346407036185,0.0242259380692167,TRUE,"miR-16-2-3p/195-3p",NA,"hsa-mir-195,hsa-mir-497","hsa-mir-383"
1021,"CDK6","hsa-mir-195-5p","hsa-mir-383-5p",0.004,FALSE,NA,"mirtarbase tarbase","tarbase",0.802263159596797,-0.103260719790816,0.88977497628494,0.0962474630450894,0.901946336414228,-0.0297346407036185,0.0165634030841462,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p",NA,"hsa-mir-195,hsa-mir-497","hsa-mir-383"
1021,"CDK6","hsa-mir-214-5p","hsa-mir-195-3p",5e-04,FALSE,NA,"mirtarbase","mirtarbase",0.107637180700023,-0.814047011978188,0.557761221280103,-0.297350921587978,0.901946336414228,-0.0297346407036185,0.0029751075956729,TRUE,"miR-214-5p","miR-16-2-3p/195-3p","hsa-mir-214,hsa-mir-3120,hsa-mir-199a-2","hsa-mir-195,hsa-mir-497"
1021,"CDK6","hsa-mir-214-5p","hsa-mir-383-5p",0.0025,FALSE,NA,"mirtarbase","tarbase",0.107637180700023,-0.814047011978188,0.88977497628494,0.0962474630450894,0.901946336414228,-0.0297346407036185,0.0113655350159971,TRUE,"miR-214-5p",NA,"hsa-mir-214,hsa-mir-3120,hsa-mir-199a-2","hsa-mir-383"
1021,"CDK6","hsa-mir-214-5p","hsa-mir-497-5p",0.004,FALSE,NA,"mirtarbase","mirtarbase tarbase",0.107637180700023,-0.814047011978188,0.673062980095733,-0.182873834095652,0.901946336414228,-0.0297346407036185,0.0165634030841462,TRUE,"miR-214-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-214,hsa-mir-3120,hsa-mir-199a-2","hsa-mir-195,hsa-mir-497"
1105,"CHD1","hsa-mir-125a-5p","hsa-let-7b-5p",0.0095,FALSE,NA,"tarbase","mirtarbase tarbase",0.746124833643418,-0.102278646080494,0.784564546838161,-0.0733583306011839,0.759233226823694,-0.0734644595044995,0.0325614258434118,TRUE,"miR-125-5p","let-7-5p/98-5p","hsa-mir-99b,hsa-let-7e,hsa-mir-125a","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b"
1105,"CHD1","hsa-mir-125b-5p","hsa-let-7b-5p",0,FALSE,NA,"tarbase","mirtarbase tarbase",0.898710457879206,-0.0377813040274455,0.784564546838161,-0.0733583306011839,0.759233226823694,-0.0734644595044995,0,TRUE,"miR-125-5p","let-7-5p/98-5p","hsa-mir-125b-1","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b"
1105,"CHD1","hsa-mir-182-5p","hsa-let-7b-5p",0.004,FALSE,NA,"tarbase","mirtarbase tarbase",0.69245340215736,0.112480408649869,0.784564546838161,-0.0733583306011839,0.759233226823694,-0.0734644595044995,0.0165634030841462,TRUE,"miR-182-5p","let-7-5p/98-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b"
1277,"COL1A1","hsa-mir-363-5p","hsa-mir-130a-3p",0.0085,FALSE,NA,"mirtarbase tarbase","tarbase",0.852653304225587,0.160039511405476,0.951414196840403,0.0229481688594441,0.738391241653779,-0.0776819704140758,0.0298417350125253,TRUE,"miR-363-5p/6745","miR-130-3p/301-3p/454-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-130a"
1277,"COL1A1","hsa-mir-363-5p","hsa-mir-9-5p",0.0055,FALSE,NA,"mirtarbase tarbase","tarbase",0.852653304225587,0.160039511405476,0.574084582768252,-0.209489925845173,0.738391241653779,-0.0776819704140758,0.0212706585015499,TRUE,"miR-363-5p/6745","miR-9-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-9-1"
1278,"COL1A2","hsa-mir-497-5p","hsa-mir-16-2-3p",0,FALSE,NA,"tarbase","tarbase",0.673062980095733,-0.182873834095652,0.803293037379877,0.121143171609753,0.581979466492902,-0.128325640314272,0,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-16-2-3p/195-3p","hsa-mir-195,hsa-mir-497","hsa-mir-15b,hsa-mir-16-2"
1278,"COL1A2","hsa-mir-497-5p","hsa-mir-20b-5p",0,FALSE,NA,"tarbase","tarbase",0.673062980095733,-0.182873834095652,0.965618756843915,-0.0151982693215879,0.581979466492902,-0.128325640314272,0,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-195,hsa-mir-497","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
1399,"CRKL","hsa-mir-92a-1-5p","hsa-mir-92b-3p",0.0075,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24698130'>PubMedLink</a>","tarbase","tarbase",0.99668914120306,-0.00226699963230704,0.851739641894512,0.0782775852530279,0.993680683522122,-0.00186199721263391,0.0270627446831023,TRUE,"miR-92a-1-5p","miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-92b"
1601,"DAB2","hsa-mir-93-5p","hsa-mir-144-3p",0.0025,FALSE,NA,"mirtarbase tarbase","mirtarbase",0.745306187188725,-0.0919957586453292,0.707604823466712,-0.215663001489877,0.824771548477758,-0.0542363461643604,0.0113655350159971,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-144-3p","hsa-mir-25,hsa-mir-93,hsa-mir-106b","hsa-mir-451a,hsa-mir-451b,hsa-mir-144,hsa-mir-4732"
1786,"DNMT1","hsa-mir-200a-3p","hsa-mir-30a-5p",0.003,TRUE,NA,"mirtarbase","mirtarbase",0.719442122742405,0.126885173342471,0.475664269893348,-0.200243585336464,0.952592182987707,-0.0141532043697483,0.0131811896070432,TRUE,"miR-141-3p/200a-3p","miR-30-5p","hsa-mir-200b,hsa-mir-200a,hsa-mir-429","hsa-mir-30a"
1831,"TSC22D3","hsa-mir-182-5p","hsa-mir-30a-3p",0,FALSE,NA,"mirtarbase tarbase","tarbase",0.69245340215736,0.112480408649869,0.411146973692862,-0.252816575669344,0.870874502152366,-0.0369740035152016,0,TRUE,"miR-182-5p","miR-30-3p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-30a"
1831,"TSC22D3","hsa-mir-30a-3p","hsa-mir-96-5p",5e-04,FALSE,NA,"tarbase","tarbase",0.411146973692862,-0.252816575669344,0.141074611889997,0.737875767045478,0.870874502152366,-0.0369740035152016,0.0029751075956729,TRUE,"miR-30-3p","miR-96-5p/1271-5p","hsa-mir-30a","hsa-mir-182,hsa-mir-96,hsa-mir-183"
1843,"DUSP1","hsa-mir-132-5p","hsa-mir-493-3p",0.009,FALSE,NA,"tarbase","tarbase",0.556079913028805,0.356843685821364,0.323401343811543,0.662654115032354,0.542414667086582,-0.1359821878597,0.0312231943031536,TRUE,"miR-132-5p","miR-493-3p","hsa-mir-132,hsa-mir-212","hsa-mir-493,hsa-mir-337,hsa-mir-665"
1870,"E2F2","hsa-let-7b-5p","hsa-mir-31-5p",0.003,TRUE,NA,"mirtarbase","mirtarbase",0.784564546838161,-0.0733583306011839,0.221449037416584,1.06802768384458,0.726264668892708,-0.0832725014404115,0.0131811896070432,TRUE,"let-7-5p/98-5p","miR-31-5p","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b","hsa-mir-31"
1870,"E2F2","hsa-mir-199a-3p","hsa-mir-519d-3p",0.008,TRUE,NA,"mirtarbase","mirtarbase",0.177591530502981,-0.425047939515951,0.134909240297518,2.30279849563169,0.726264668892708,-0.0832725014404115,0.0284613833153667,TRUE,"miR-199-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-199a-1","hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g"
1870,"E2F2","hsa-mir-519d-3p","hsa-let-7b-5p",0,TRUE,NA,"mirtarbase","mirtarbase",0.134909240297518,2.30279849563169,0.784564546838161,-0.0733583306011839,0.726264668892708,-0.0832725014404115,0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","let-7-5p/98-5p","hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b"
1870,"E2F2","hsa-mir-519d-3p","hsa-mir-31-5p",0,TRUE,NA,"mirtarbase","mirtarbase",0.134909240297518,2.30279849563169,0.221449037416584,1.06802768384458,0.726264668892708,-0.0832725014404115,0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-31-5p","hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g","hsa-mir-31"
1906,"EDN1","hsa-mir-130a-3p","hsa-mir-33b-5p",0.006,FALSE,NA,"mirtarbase tarbase","mirtarbase",0.951414196840403,0.0229481688594441,0.521087665240162,0.40627145241052,0.550596245670384,-0.15548776974564,0.0227764461430003,TRUE,"miR-130-3p/301-3p/454-3p","miR-33-5p","hsa-mir-130a","hsa-mir-33b"
1999,"ELF3","hsa-mir-3065-3p","hsa-mir-582-5p",0.0035,TRUE,NA,"tarbase","tarbase",0.285670032601373,0.484868351928993,0.266288964310936,0.649006514445468,0.454954613202249,0.213050544600304,0.0149192950293738,TRUE,"miR-3065-3p","miR-582-5p","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250","hsa-mir-582"
2005,"ELK4","hsa-mir-18b-5p","hsa-mir-30a-5p",0.002,TRUE,NA,"tarbase","tarbase",0.693352887958119,0.311703955603059,0.475664269893348,-0.200243585336464,0.929160134816436,-0.0218717978110283,0.00951038810132465,TRUE,"miR-18-5p","miR-30-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-30a"
2030,"SLC29A1","hsa-mir-497-5p","hsa-mir-195-5p",0.0045,FALSE,NA,"mirtarbase","mirtarbase",0.673062980095733,-0.182873834095652,0.802263159596797,-0.103260719790816,0.720228018258475,-0.0824690912106162,0.0181676334793418,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-195,hsa-mir-497","hsa-mir-195,hsa-mir-497"
2033,"EP300","hsa-mir-7-5p","hsa-mir-760",0.001,FALSE,NA,"tarbase","tarbase",0.841388010355371,-0.154874986345296,0.739022612638638,0.294838714303538,0.818581694497432,-0.0552539195653355,0.00537247282465998,TRUE,"miR-7-5p","miR-760","hsa-mir-7-1","hsa-mir-760"
2035,"EPB41","hsa-mir-30a-5p","hsa-let-7b-5p",0.001,FALSE,NA,"mirtarbase","tarbase",0.475664269893348,-0.200243585336464,0.784564546838161,-0.0733583306011839,0.627566582021941,-0.115584270237389,0.00537247282465998,TRUE,"miR-30-5p","let-7-5p/98-5p","hsa-mir-30a","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b"
2099,"ESR1","hsa-mir-221-3p","hsa-mir-520a-3p",0.0015,TRUE,NA,"mirtarbase tarbase","mirtarbase",0.920801890455466,-0.0348982587041482,0.0883581724058531,2.06854596236424,0.619206446411604,-0.140719077955703,0.00753113804779898,TRUE,"miR-221-3p/222-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-221,hsa-mir-222","hsa-mir-520f,hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f"
2099,"ESR1","hsa-mir-519c-3p","hsa-mir-221-3p",5e-04,TRUE,NA,"mirtarbase","mirtarbase tarbase",0.15165817368692,2.3219792985222,0.920801890455466,-0.0348982587041482,0.619206446411604,-0.140719077955703,0.0029751075956729,TRUE,"miR-519-3p","miR-221-3p/222-3p","hsa-mir-515-1,hsa-mir-519e,hsa-mir-520f,hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b","hsa-mir-221,hsa-mir-222"
2289,"FKBP5","hsa-mir-539-5p","hsa-mir-512-5p",0.002,FALSE,NA,"mirtarbase","mirtarbase",0.603088058080552,0.29403365593933,0.0828714507782263,3.37555712110747,0.830325550293674,-0.0506579734977154,0.00951038810132465,TRUE,"miR-539-5p","miR-512-5p","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b","hsa-mir-512-1,hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e"
2295,"FOXF2","hsa-mir-19a-3p","hsa-mir-182-5p",0.001,TRUE,NA,"tarbase","mirtarbase tarbase",0.506465928068295,0.279537672695135,0.69245340215736,0.112480408649869,0.497822466808638,-0.367214311149997,0.00537247282465998,TRUE,"miR-19-3p","miR-182-5p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-182,hsa-mir-96,hsa-mir-183"
2649,"NR6A1","hsa-mir-3065-5p","hsa-mir-181c-5p",0.0035,TRUE,NA,"tarbase","mirtarbase tarbase",0.122236576919924,1.16203424095117,0.96557342996809,-0.0169548893052903,0.872393701658974,0.0477847691954298,0.0149192950293738,TRUE,"miR-3065-5p","miR-181-5p","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250","hsa-mir-181c,hsa-mir-181d"
2810,"SFN","hsa-mir-625-5p","hsa-mir-766-3p",0.004,FALSE,NA,"mirtarbase","mirtarbase",0.896137870048175,-0.0770776769273163,0.342952519313737,-0.385149460533401,0.622834698469806,0.114130400391485,0.0165634030841462,TRUE,"miR-625-5p","miR-766-3p","hsa-mir-625","hsa-mir-766"
2920,"CXCL2","hsa-mir-141-3p","hsa-mir-181d-5p",0.0015,FALSE,NA,"tarbase","tarbase",0.305317960360131,0.370292851772009,0.967716607670118,-0.0173332326949237,0.432326308160416,-0.206825475006679,0.00753113804779898,TRUE,"miR-141-3p/200a-3p","miR-181-5p","hsa-mir-200c,hsa-mir-141","hsa-mir-181c,hsa-mir-181d"
3014,"H2AX","hsa-let-7b-5p","hsa-mir-520a-3p",0,FALSE,NA,"tarbase","tarbase",0.784564546838161,-0.0733583306011839,0.0883581724058531,2.06854596236424,0.905322612221909,0.0269423627265856,0,TRUE,"let-7-5p/98-5p","miR-302-3p/372-3p/373-3p/520-3p","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b","hsa-mir-520f,hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f"
3054,"HCFC1","hsa-let-7b-5p","hsa-mir-34c-5p",0.0025,FALSE,NA,"mirtarbase tarbase","tarbase",0.784564546838161,-0.0733583306011839,0.325691147794829,0.461649084089917,0.868315786791994,-0.0388440430061073,0.0113655350159971,TRUE,"let-7-5p/98-5p","miR-34-5p/449-5p","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b","hsa-mir-34b,hsa-mir-34c"
3205,"HOXA9","hsa-let-7b-5p","hsa-mir-182-5p",0.0045,TRUE,NA,"tarbase","mirtarbase tarbase",0.784564546838161,-0.0733583306011839,0.69245340215736,0.112480408649869,0.552004664104159,-0.155412913271376,0.0181676334793418,TRUE,"let-7-5p/98-5p","miR-182-5p","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b","hsa-mir-182,hsa-mir-96,hsa-mir-183"
3205,"HOXA9","hsa-mir-195-3p","hsa-mir-199b-3p",0.0065,TRUE,NA,"mirtarbase","tarbase",0.557761221280103,-0.297350921587978,0.177451593048368,-0.425274521472052,0.552004664104159,-0.155412913271376,0.0242259380692167,TRUE,"miR-16-2-3p/195-3p","miR-199-3p","hsa-mir-195,hsa-mir-497","hsa-mir-199b,hsa-mir-3154"
3206,"HOXA10","hsa-mir-195-3p","hsa-mir-379-3p",0,TRUE,NA,"mirtarbase","mirtarbase",0.557761221280103,-0.297350921587978,0.406904835109335,0.809599173366059,0.706714129322905,-0.0990949177947655,0,TRUE,"miR-16-2-3p/195-3p","miR-411-3p","hsa-mir-195,hsa-mir-497","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543"
3304,"HSPA1B","hsa-mir-579-3p","hsa-mir-1226-3p",0.0095,FALSE,NA,"mirtarbase","mirtarbase",0.506675042077324,1.01319710395485,0.541805737943563,-0.4981013636895,0.788675215329867,0.0638618176779569,0.0325614258434118,TRUE,"miR-579-3p","miR-1226-3p","hsa-mir-579","hsa-mir-1226"
3339,"HSPG2","hsa-mir-130a-3p","hsa-mir-497-5p",0.007,FALSE,NA,"tarbase","tarbase",0.951414196840403,0.0229481688594441,0.673062980095733,-0.182873834095652,0.43267588547447,-0.192153678797945,0.0256603962879358,TRUE,"miR-130-3p/301-3p/454-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-130a","hsa-mir-195,hsa-mir-497"
3339,"HSPG2","hsa-mir-195-5p","hsa-mir-130a-3p",0.0095,FALSE,NA,"tarbase","tarbase",0.802263159596797,-0.103260719790816,0.951414196840403,0.0229481688594441,0.43267588547447,-0.192153678797945,0.0325614258434118,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-130-3p/301-3p/454-3p","hsa-mir-195,hsa-mir-497","hsa-mir-130a"
3656,"IRAK2","hsa-mir-1262","hsa-mir-3614-5p",0.0055,FALSE,NA,"mirtarbase","mirtarbase",0.93892958071515,0.0642333957375513,0.735801348928203,-0.285642119029761,0.595911513637943,-0.137119461470163,0.0212706585015499,TRUE,"miR-1262/4701-3p/6736-5p","miR-3614-5p","hsa-mir-1262","hsa-mir-3614"
3662,"IRF4","hsa-mir-15a-5p","hsa-mir-7-5p",0.0015,TRUE,NA,"mirtarbase","tarbase",0.949587925630629,-0.0212972249625429,0.841388010355371,-0.154874986345296,0.346395059128585,-0.243976078075401,0.00753113804779898,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-7-5p","hsa-mir-16-1,hsa-mir-15a","hsa-mir-7-1"
3662,"IRF4","hsa-mir-181a-2-3p","hsa-mir-7-5p",0.004,TRUE,NA,"tarbase","tarbase",0.687445859439419,-0.12800654288597,0.841388010355371,-0.154874986345296,0.346395059128585,-0.243976078075401,0.0165634030841462,TRUE,"miR-181a-2-3p","miR-7-5p","hsa-mir-181a-2,hsa-mir-181b-2","hsa-mir-7-1"
3662,"IRF4","hsa-mir-18a-3p","hsa-mir-181a-2-3p",0.0075,TRUE,NA,"tarbase","tarbase",0.969092342841478,-0.027282310746912,0.687445859439419,-0.12800654288597,0.346395059128585,-0.243976078075401,0.0270627446831023,TRUE,"miR-18a-3p","miR-181a-2-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-181a-2,hsa-mir-181b-2"
3662,"IRF4","hsa-mir-20b-3p","hsa-mir-181a-2-3p",5e-04,TRUE,NA,"tarbase","tarbase",0.893694638356654,0.0646295544570078,0.687445859439419,-0.12800654288597,0.346395059128585,-0.243976078075401,0.0029751075956729,TRUE,"miR-20b-3p","miR-181a-2-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-181a-2,hsa-mir-181b-2"
3662,"IRF4","hsa-mir-548d-3p","hsa-mir-181a-2-3p",0,TRUE,NA,"tarbase","tarbase",0.601619182807743,0.473088999364903,0.687445859439419,-0.12800654288597,0.346395059128585,-0.243976078075401,0,TRUE,"miR-548ac/548bb-3p/548d-3p/548h-3p/548z","miR-181a-2-3p","hsa-mir-548aa-1,hsa-mir-548d-1","hsa-mir-181a-2,hsa-mir-181b-2"
3778,"KCNMA1","hsa-mir-17-5p","hsa-mir-181c-3p",0.004,FALSE,NA,"mirtarbase","tarbase",0.917479117921738,-0.0333613925829875,0.927061399436572,-0.0362668071164473,0.712009696423876,0.104098724841993,0.0165634030841462,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-181c-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-181c,hsa-mir-181d"
3778,"KCNMA1","hsa-mir-181c-3p","hsa-mir-629-5p",0.001,FALSE,NA,"tarbase","tarbase",0.927061399436572,-0.0362668071164473,0.785088295159321,-0.0963525336812343,0.712009696423876,0.104098724841993,0.00537247282465998,TRUE,"miR-181c-3p","miR-629-5p","hsa-mir-181c,hsa-mir-181d","hsa-mir-629"
3778,"KCNMA1","hsa-mir-181c-3p","hsa-mir-766-3p",5e-04,FALSE,NA,"tarbase","tarbase",0.927061399436572,-0.0362668071164473,0.342952519313737,-0.385149460533401,0.712009696423876,0.104098724841993,0.0029751075956729,TRUE,"miR-181c-3p","miR-766-3p","hsa-mir-181c,hsa-mir-181d","hsa-mir-766"
3838,"KPNA2","hsa-mir-411-5p","hsa-mir-497-3p",0.0075,FALSE,NA,"mirtarbase","mirtarbase",0.942534882672423,0.0393469116985757,0.138447287919007,1.47840276611464,0.974021922996352,0.00757053883149851,0.0270627446831023,TRUE,NA,"miR-497-3p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543","hsa-mir-195,hsa-mir-497"
3838,"KPNA2","hsa-mir-654-3p","hsa-mir-497-3p",0.002,FALSE,NA,"tarbase","mirtarbase",0.816575642095664,-0.106798525194899,0.138447287919007,1.47840276611464,0.974021922996352,0.00757053883149851,0.00951038810132465,TRUE,"miR-654-3p","miR-497-3p","hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655","hsa-mir-195,hsa-mir-497"
3930,"LBR","hsa-let-7b-5p","hsa-mir-520g-3p",0,FALSE,NA,"mirtarbase tarbase","mirtarbase",0.784564546838161,-0.0733583306011839,0.167154957567133,2.00551902792671,0.849957816809332,-0.0438703151546489,0,TRUE,"let-7-5p/98-5p","miR-520g-3p","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b","hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e,hsa-mir-518a-1"
