"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mRNA_pvalue","mRNA_logFC","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
27,"ABL2","hsa-let-7c-5p","hsa-mir-27b-3p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.736427411757629,0.0863245612183809,0.0107117832798717,TRUE,"let-7-5p/98-5p","miR-27-3p","hsa-mir-99a,hsa-let-7c","hsa-mir-23b,hsa-mir-27b,hsa-mir-3074,hsa-mir-24-1"
27,"ABL2","hsa-mir-27b-3p","hsa-mir-26a-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.736427411757629,0.0863245612183809,0.0198957335281102,TRUE,"miR-27-3p","miR-26-5p","hsa-mir-23b,hsa-mir-27b,hsa-mir-3074,hsa-mir-24-1","hsa-mir-26a-1"
27,"ABL2","hsa-mir-29b-2-5p","hsa-mir-139-5p",0.004,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/29673587'>PubMedLink</a>",NA,"tarbase","mirtarbase tarbase",0.736427411757629,0.0863245612183809,0.0135030682114341,TRUE,"miR-29b-2-5p","miR-139-5p","hsa-mir-29c,hsa-mir-29b-2","hsa-mir-139"
92,"ACVR2A","hsa-mir-185-5p","hsa-mir-195-5p",0.0055,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/28032380'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25024164'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31273315'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.882279537066363,-0.0377122903501757,0.017394630529844,TRUE,"miR-185-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-185","hsa-mir-195,hsa-mir-497"
92,"ACVR2A","hsa-mir-195-5p","hsa-mir-590-3p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/28032380'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gSARC/30257395'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25024164'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31273315'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.882279537066363,-0.0377122903501757,0,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-590-3p","hsa-mir-195,hsa-mir-497","hsa-mir-590"
92,"ACVR2A","hsa-mir-19b-1-5p","hsa-mir-195-5p",0.0045,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/28032380'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25024164'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31273315'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.882279537066363,-0.0377122903501757,0.014824612716763,TRUE,"miR-19-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-195,hsa-mir-497"
92,"ACVR2A","hsa-mir-497-5p","hsa-mir-590-3p",0.003,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30257395'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25024164'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31273315'>PubMedLink</a>","mirtarbase","tarbase",0.882279537066363,-0.0377122903501757,0.0107117832798717,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-590-3p","hsa-mir-195,hsa-mir-497","hsa-mir-590"
93,"ACVR2B","hsa-let-7a-3p","hsa-mir-625-3p",0.0035,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.990346422106494,-0.00333519161091519,0.0121405078391275,TRUE,"let-7a-3p/let-7b-3p/let-7f-1-3p/98-3p","miR-625-3p","hsa-let-7a-1,hsa-let-7f-1,hsa-let-7d","hsa-mir-625"
93,"ACVR2B","hsa-mir-129-5p","hsa-mir-625-3p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/28535514'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/29328417'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.990346422106494,-0.00333519161091519,0,TRUE,"miR-129-5p","miR-625-3p","hsa-mir-129-1","hsa-mir-625"
93,"ACVR2B","hsa-mir-942-5p","hsa-let-7f-1-3p",0.0035,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.990346422106494,-0.00333519161091519,0.0121405078391275,TRUE,"miR-942-5p","let-7a-3p/let-7b-3p/let-7f-1-3p/98-3p","hsa-mir-942","hsa-let-7a-1,hsa-let-7f-1,hsa-let-7d"
119,"ADD2","hsa-mir-940","hsa-mir-185-5p",0.007,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.531771259397467,0.196006766670095,0.021096241301267,TRUE,"miR-940/6808-5p/6893-5p","miR-185-5p","hsa-mir-3677,hsa-mir-940,hsa-mir-4717","hsa-mir-185"
120,"ADD3","hsa-mir-181d-5p","hsa-mir-181c-5p",0.004,FALSE,NA,NA,NA,"tarbase","tarbase",0.802924119029094,-0.0594796463221174,0.0135030682114341,TRUE,"miR-181-5p","miR-181-5p","hsa-mir-181c,hsa-mir-181d","hsa-mir-181c,hsa-mir-181d"
182,"JAG1","hsa-mir-214-3p","hsa-mir-3613-3p",0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24797362'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27270422'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28469954'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28926924'>PubMedLink</a>","mirtarbase","mirtarbase",0.837611559670578,0.0495773722125083,0.00432402658492913,TRUE,"miR-214-3p/3619-5p","miR-3613-3p","hsa-mir-214,hsa-mir-3120,hsa-mir-199a-2","hsa-mir-3613"
196,"AHR","hsa-mir-30b-3p","hsa-mir-196b-5p",0.0035,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30127998'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31847600'>PubMedLink</a>","mirtarbase","tarbase",0.902846179712956,0.0297908090894862,0.0121405078391275,TRUE,"miR-30b-3p/1273h-5p/3689-3p/6779-5p/6780a-5p","miR-196-5p","hsa-mir-30b,hsa-mir-30d","hsa-mir-196b"
214,"ALCAM","hsa-let-7e-5p","hsa-let-7f-5p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30995926'>PubMedLink</a>","tarbase","tarbase",0.88689220025489,-0.0343459597581668,0,TRUE,"let-7-5p/98-5p","let-7-5p/98-5p","hsa-mir-99b,hsa-let-7e,hsa-mir-125a","hsa-let-7a-1,hsa-let-7f-1,hsa-let-7d"
214,"ALCAM","hsa-mir-19a-3p","hsa-mir-19b-3p",0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30995926'>PubMedLink</a>","tarbase","tarbase",0.88689220025489,-0.0343459597581668,0.00432402658492913,TRUE,"miR-19-3p","miR-19-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
316,"AOX1","hsa-mir-542-3p","hsa-mir-218-5p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/29103020'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/30636169'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.32570319379668,-0.239402714307032,0,TRUE,"miR-542-3p","miR-218-5p","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424","hsa-mir-218-1"
330,"BIRC3","hsa-mir-1277-3p","hsa-mir-200b-3p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19276372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28635396'>PubMedLink</a>","tarbase","tarbase",0.84689809462787,-0.0497749510243564,0.00606853029700721,TRUE,"miR-1277-3p","miR-200bc-3p/429","hsa-mir-1277","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
330,"BIRC3","hsa-mir-576-5p","hsa-mir-200b-3p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19276372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28635396'>PubMedLink</a>","tarbase","tarbase",0.84689809462787,-0.0497749510243564,0.014824612716763,TRUE,"miR-576-5p","miR-200bc-3p/429","hsa-mir-576","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
368,"ABCC6","hsa-mir-195-5p","hsa-mir-362-3p",5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/28032380'>PubMedLink</a>",NA,NA,"mirtarbase","mirtarbase",0.2253943786642,-0.325756247768962,0.00238541771304202,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-329-3p/362-3p","hsa-mir-195,hsa-mir-497","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
368,"ABCC6","hsa-mir-497-5p","hsa-mir-362-3p",0.007,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.2253943786642,-0.325756247768962,0.021096241301267,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-329-3p/362-3p","hsa-mir-195,hsa-mir-497","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
368,"ABCC6","hsa-mir-625-5p","hsa-mir-362-3p",0.0075,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.2253943786642,-0.325756247768962,0.02226265625,TRUE,"miR-625-5p","miR-329-3p/362-3p","hsa-mir-625","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
382,"ARF6","hsa-mir-145-5p","hsa-mir-125b-5p",5e-04,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.981147711683815,0.00544490156692155,0.00238541771304202,TRUE,"miR-145-5p","miR-125-5p","hsa-mir-143,hsa-mir-145","hsa-mir-125b-1"
388,"RHOB","hsa-let-7c-5p","hsa-mir-191-3p",0.0035,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31576138'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.65146795089735,-0.0967021576532772,0.0121405078391275,TRUE,"let-7-5p/98-5p","miR-191-3p","hsa-mir-99a,hsa-let-7c","hsa-mir-425,hsa-mir-191"
388,"RHOB","hsa-let-7c-5p","hsa-mir-223-3p",0,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/29628305'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/31576138'>PubMedLink</a>","mirtarbase tarbase","mirtarbase",0.65146795089735,-0.0967021576532772,0,TRUE,"let-7-5p/98-5p","miR-223-3p","hsa-mir-99a,hsa-let-7c","hsa-mir-223"
388,"RHOB","hsa-let-7c-5p","hsa-mir-342-5p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31576138'>PubMedLink</a>","mirtarbase tarbase","mirtarbase",0.65146795089735,-0.0967021576532772,0.00238541771304202,TRUE,"let-7-5p/98-5p","miR-342-5p/4664-5p","hsa-mir-99a,hsa-let-7c","hsa-mir-151b,hsa-mir-342"
388,"RHOB","hsa-let-7c-5p","hsa-mir-3615",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31576138'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.65146795089735,-0.0967021576532772,0,TRUE,"let-7-5p/98-5p","miR-3615","hsa-mir-99a,hsa-let-7c","hsa-mir-3615"
388,"RHOB","hsa-let-7c-5p","hsa-mir-642a-5p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31576138'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",0.65146795089735,-0.0967021576532772,0,TRUE,"let-7-5p/98-5p","miR-642a-5p","hsa-mir-99a,hsa-let-7c","hsa-mir-642a,hsa-mir-642b"
388,"RHOB","hsa-mir-342-5p","hsa-mir-223-3p",0.007,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/29628305'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/31576138'>PubMedLink</a>","mirtarbase","mirtarbase",0.65146795089735,-0.0967021576532772,0.021096241301267,TRUE,"miR-342-5p/4664-5p","miR-223-3p","hsa-mir-151b,hsa-mir-342","hsa-mir-223"
433,"ASGR2","hsa-mir-15b-5p","hsa-mir-363-3p",0.005,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30093112'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gSARC/29471893'>PubMedLink</a>",NA,"mirtarbase","mirtarbase",0.625425531134328,-0.136338225946192,0.0161411319557731,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-15b,hsa-mir-16-2","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
481,"ATP1B1","hsa-mir-200b-3p","hsa-mir-200c-3p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase",0.471719905485888,-0.162882913457817,0.0234112717712783,TRUE,"miR-200bc-3p/429","miR-200bc-3p/429","hsa-mir-200b,hsa-mir-200a,hsa-mir-429","hsa-mir-200c,hsa-mir-141"
488,"ATP2A2","hsa-mir-106b-5p","hsa-mir-130b-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase",0.948696776655811,0.0150953420190279,0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-130-3p/301-3p/454-3p","hsa-mir-25,hsa-mir-93,hsa-mir-106b","hsa-mir-301b,hsa-mir-130b"
488,"ATP2A2","hsa-mir-106b-5p","hsa-mir-940",0.002,FALSE,NA,NA,NA,"tarbase","tarbase",0.948696776655811,0.0150953420190279,0.00769086688977653,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-940/6808-5p/6893-5p","hsa-mir-25,hsa-mir-93,hsa-mir-106b","hsa-mir-3677,hsa-mir-940,hsa-mir-4717"
488,"ATP2A2","hsa-mir-15b-5p","hsa-mir-196b-5p",0.0025,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30093112'>PubMedLink</a>",NA,NA,"mirtarbase tarbase","tarbase",0.948696776655811,0.0150953420190279,0.00924217067538465,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-196-5p","hsa-mir-15b,hsa-mir-16-2","hsa-mir-196b"
488,"ATP2A2","hsa-mir-18a-5p","hsa-mir-106b-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase",0.948696776655811,0.0150953420190279,0.00238541771304202,TRUE,"miR-18-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-25,hsa-mir-93,hsa-mir-106b"
488,"ATP2A2","hsa-mir-18a-5p","hsa-mir-196b-5p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase",0.948696776655811,0.0150953420190279,0.021096241301267,TRUE,"miR-18-5p","miR-196-5p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-196b"
558,"AXL","hsa-mir-186-5p","hsa-mir-1-3p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30897321'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23527720'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.731209384996352,0.0807967919707334,0,TRUE,"miR-186-5p","miR-1-3p/206","hsa-mir-186","hsa-mir-133a-1,hsa-mir-1-2"
558,"AXL","hsa-mir-32-5p","hsa-mir-34a-5p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23527720'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.731209384996352,0.0807967919707334,0.014824612716763,TRUE,"miR-25-3p/32-5p/92-3p/363-3p/367-3p","miR-34-5p/449-5p","hsa-mir-32","hsa-mir-34a"
558,"AXL","hsa-mir-532-3p","hsa-mir-1-3p",0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23527720'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.731209384996352,0.0807967919707334,0.0161411319557731,TRUE,"miR-532-3p","miR-1-3p/206","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b","hsa-mir-133a-1,hsa-mir-1-2"
667,"DST","hsa-mir-181c-5p","hsa-mir-335-5p",0,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.761047324525219,0.075773226315478,0,TRUE,"miR-181-5p","miR-335-5p","hsa-mir-181c,hsa-mir-181d","hsa-mir-335"
667,"DST","hsa-mir-188-3p","hsa-mir-129-5p",0.007,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/28535514'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/29328417'>PubMedLink</a>",NA,"tarbase","tarbase",0.761047324525219,0.075773226315478,0.021096241301267,TRUE,"miR-188-3p","miR-129-5p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660","hsa-mir-129-1"
667,"DST","hsa-mir-222-3p","hsa-mir-335-5p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30584323'>PubMedLink</a>",NA,NA,"tarbase","mirtarbase tarbase",0.761047324525219,0.075773226315478,0,TRUE,"miR-221-3p/222-3p","miR-335-5p","hsa-mir-221,hsa-mir-222","hsa-mir-335"
667,"DST","hsa-mir-29b-2-5p","hsa-mir-215-5p",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.761047324525219,0.075773226315478,0.00238541771304202,TRUE,"miR-29b-2-5p","miR-192-5p/215-5p","hsa-mir-29c,hsa-mir-29b-2","hsa-mir-215,hsa-mir-194-1"
667,"DST","hsa-mir-301b-3p","hsa-mir-10a-5p",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase",0.761047324525219,0.075773226315478,0.02226265625,TRUE,"miR-130-3p/301-3p/454-3p","miR-10-5p","hsa-mir-301b,hsa-mir-130b","hsa-mir-10a"
672,"BRCA1","hsa-mir-181a-5p","hsa-mir-10b-5p",0.009,FALSE,NA,NA,"NA
<a href='https://pubmed.ncbi.nlm.nih.gov/31807162'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",0.492923593063058,0.184683219630225,0.0256917975637121,TRUE,"miR-181-5p","miR-10-5p","hsa-mir-181a-2,hsa-mir-181b-2","hsa-mir-10b"
813,"CALU","hsa-mir-136-3p","hsa-mir-141-3p",0.0025,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/29251328'>PubMedLink</a>",NA,"tarbase","tarbase",0.643271085926764,0.104856843554986,0.00924217067538465,TRUE,"miR-136-3p","miR-141-3p/200a-3p","hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136","hsa-mir-200c,hsa-mir-141"
999,"CDH1","hsa-mir-15b-5p","hsa-mir-224-5p",0.0015,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30093112'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11733362'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11733362'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15467754'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15467754'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27155790'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28694763'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30959202'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.1767804945123,-0.413009029323476,0.00606853029700721,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-224-5p","hsa-mir-15b,hsa-mir-16-2","hsa-mir-224,hsa-mir-452"
1028,"CDKN1C","hsa-mir-222-3p","hsa-mir-221-3p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30584323'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10935489'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30119259'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31406254'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",0.446357104821095,-0.179234307868355,0,TRUE,"miR-221-3p/222-3p","miR-221-3p/222-3p","hsa-mir-221,hsa-mir-222","hsa-mir-221,hsa-mir-222"
1233,"CCR4","hsa-mir-532-3p","hsa-mir-129-5p",0.007,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/28535514'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/29328417'>PubMedLink</a>",NA,"mirtarbase","mirtarbase",0.961010786743011,0.0147306422996195,0.021096241301267,TRUE,"miR-532-3p","miR-129-5p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b","hsa-mir-129-1"
1295,"COL8A1","hsa-mir-146b-3p","hsa-let-7e-5p",0,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.740984240785087,0.0835203415065382,0,TRUE,"miR-146b-3p","let-7-5p/98-5p","hsa-mir-146b","hsa-mir-99b,hsa-let-7e,hsa-mir-125a"
1316,"KLF6","hsa-mir-204-5p","hsa-mir-301a-3p",5e-04,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22855058'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23322324'>PubMedLink</a>","tarbase","mirtarbase",0.945476671062122,-0.0157836080309366,0.00238541771304202,TRUE,"miR-204-5p/211-5p","miR-130-3p/301-3p/454-3p","hsa-mir-204","hsa-mir-301a"
1373,"CPS1","hsa-mir-17-5p","hsa-let-7e-5p",5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30302813'>PubMedLink</a>",NA,NA,"mirtarbase","tarbase",0.573694247937366,0.157876255138786,0.00238541771304202,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","let-7-5p/98-5p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-99b,hsa-let-7e,hsa-mir-125a"
1373,"CPS1","hsa-mir-874-3p","hsa-mir-29c-3p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase",0.573694247937366,0.157876255138786,0.00238541771304202,TRUE,"miR-874-3p","miR-29-3p","hsa-mir-874","hsa-mir-29c,hsa-mir-29b-2"
1462,"VCAN","hsa-mir-106b-5p","hsa-mir-27b-3p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/16540432'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21671478'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25562163'>PubMedLink</a>","tarbase","tarbase",0.355187843578059,0.226904488896776,0.00606853029700721,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-27-3p","hsa-mir-25,hsa-mir-93,hsa-mir-106b","hsa-mir-23b,hsa-mir-27b,hsa-mir-3074,hsa-mir-24-1"
1545,"CYP1B1","hsa-mir-148a-3p","hsa-mir-181a-2-3p",0.0065,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.945356011913948,0.017074551924248,0.0198957335281102,TRUE,"miR-148-3p/152-3p","miR-181a-2-3p","hsa-mir-148a","hsa-mir-181a-2,hsa-mir-181b-2"
1545,"CYP1B1","hsa-mir-148a-3p","hsa-mir-410-3p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase",0.945356011913948,0.017074551924248,0.00238541771304202,TRUE,"miR-148-3p/152-3p","miR-410-3p","hsa-mir-148a","hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
1545,"CYP1B1","hsa-mir-148a-3p","hsa-mir-889-3p",0,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30951952'>PubMedLink</a>",NA,"tarbase","tarbase",0.945356011913948,0.017074551924248,0,TRUE,"miR-148-3p/152-3p","miR-889-3p","hsa-mir-148a","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b"
1545,"CYP1B1","hsa-mir-148a-5p","hsa-mir-181a-2-3p",0.0085,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase",0.945356011913948,0.017074551924248,0.02457266769468,TRUE,"miR-148a-5p","miR-181a-2-3p","hsa-mir-148a","hsa-mir-181a-2,hsa-mir-181b-2"
1545,"CYP1B1","hsa-mir-148a-5p","hsa-mir-410-3p",5e-04,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.945356011913948,0.017074551924248,0.00238541771304202,TRUE,"miR-148a-5p","miR-410-3p","hsa-mir-148a","hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
1545,"CYP1B1","hsa-mir-148a-5p","hsa-mir-542-3p",5e-04,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/29103020'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/30636169'>PubMedLink</a>",NA,"mirtarbase tarbase","tarbase",0.945356011913948,0.017074551924248,0.00238541771304202,TRUE,"miR-148a-5p","miR-542-3p","hsa-mir-148a","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
