"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
7422,"VEGFA","hsa-mir-330-3p","hsa-mir-335-5p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10646734'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11605159'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11605159'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12780519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12780519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14659975'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14659975'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16954163'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18039096'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19017755'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19017755'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21422080'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22183643'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22183643'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22183643'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23106811'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23106811'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25973039'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28264974'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28264974'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28264974'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28423608'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28423608'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",0.16233758257038,0.673210066256164,0.865447645355752,-0.0610869635304338,0.969868726962111,-0.00737902215304161,0.0193642857142857,TRUE,"miR-330-3p","miR-335-5p","hsa-mir-330","hsa-mir-335"
7903,"ST8SIA4","hsa-mir-142-5p","hsa-mir-135a-5p",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.736899693675788,-0.149257045598614,0.105081519068679,1.24507093421912,0.715378216800145,0.0811530175296144,0.0193642857142857,TRUE,"miR-142-5p","miR-135-5p","hsa-mir-142,hsa-mir-4736","hsa-mir-135a-1"
8851,"CDK5R1","hsa-mir-222-5p","hsa-mir-548v",0.0085,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.230200426764885,-0.921824458068604,0.0276820588284597,-1.46921728347343,0.260341248039128,0.242401325385138,0.120226956521739,FALSE,"miR-222-5p","miR-548v","hsa-mir-221,hsa-mir-222","hsa-mir-548v"
8879,"SGPL1","hsa-mir-149-5p","hsa-mir-199b-3p",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.0668418754023813,0.639034625330219,0.232290751292452,-0.310684813670005,0.453598160140571,0.148840938729501,0.0193642857142857,TRUE,"miR-149-5p","miR-199-3p","hsa-mir-149","hsa-mir-199b,hsa-mir-3154"
8879,"SGPL1","hsa-mir-199a-3p","hsa-mir-149-5p",0,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.232423553581931,-0.310492632775073,0.0668418754023813,0.639034625330219,0.453598160140571,0.148840938729501,0,TRUE,"miR-199-3p","miR-149-5p","hsa-mir-199a-1","hsa-mir-149"
9213,"XPR1","hsa-mir-296-3p","hsa-mir-365a-3p",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.0999188735719172,1.50490221475658,0.00357689427752046,-0.95385225041728,0.766128285914142,0.0605112151832704,0.0506728971962617,FALSE,"miR-296-3p","miR-365-3p","hsa-mir-296,hsa-mir-298","hsa-mir-193b,hsa-mir-365a"
9852,"EPM2AIP1","hsa-mir-20b-5p","hsa-mir-497-5p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.725236412416148,0.159935985698164,0.0361580563479676,-0.75986324847049,0.895460294276612,0.026228389076625,0.0659432432432432,FALSE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-195,hsa-mir-497"
10140,"TOB1","hsa-mir-106a-5p","hsa-mir-497-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase",0.949839369300647,-0.0339094322430871,0.0361580563479676,-0.75986324847049,0.404334119687584,-0.151814134225364,0.0315232558139535,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-195,hsa-mir-497"
10140,"TOB1","hsa-mir-497-5p","hsa-mir-20b-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase",0.0361580563479676,-0.75986324847049,0.725236412416148,0.159935985698164,0.404334119687584,-0.151814134225364,0.082802036199095,FALSE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-195,hsa-mir-497","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
11215,"AKAP11","hsa-mir-148a-3p","hsa-mir-182-5p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase",0.25468892977419,-0.247099703884615,0.361808731279103,-0.23139035097995,0.769170959336029,0.0583722481301458,0.116393559928444,FALSE,"miR-148-3p/152-3p","miR-182-5p","hsa-mir-148a","hsa-mir-182,hsa-mir-96,hsa-mir-183"
11215,"AKAP11","hsa-mir-148a-5p","hsa-mir-182-5p",0.004,FALSE,NA,NA,NA,"tarbase","tarbase",0.0043388972597158,-1.06637354064383,0.361808731279103,-0.23139035097995,0.769170959336029,0.0583722481301458,0.0769078014184397,FALSE,"miR-148a-5p","miR-182-5p","hsa-mir-148a","hsa-mir-182,hsa-mir-96,hsa-mir-183"
22943,"DKK1","hsa-mir-335-5p","hsa-mir-493-3p",0.008,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase",0.865447645355752,-0.0610869635304338,0.214998682758979,-0.440814728755126,0.841017790847467,-0.0514514704804882,0.116393559928444,FALSE,"miR-335-5p","miR-493-3p","hsa-mir-335","hsa-mir-493,hsa-mir-337,hsa-mir-665"
23089,"PEG10","hsa-mir-34c-5p","hsa-mir-196b-5p",0.003,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.0393363355097751,2.1727886835291,0.712332022701228,-0.143221204107451,0.150115768034679,-0.261765511242813,0.0659432432432432,FALSE,"miR-34-5p/449-5p","miR-196-5p","hsa-mir-34b,hsa-mir-34c","hsa-mir-196b"
23094,"SIPA1L3","hsa-mir-149-5p","hsa-mir-143-3p",0.003,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.0668418754023813,0.639034625330219,0.85077336655025,0.0391879742371202,0.966156384631688,0.00901320337829579,0.0659432432432432,FALSE,"miR-149-5p","miR-143-3p","hsa-mir-149","hsa-mir-143,hsa-mir-145"
23286,"WWC1","hsa-mir-33a-5p","hsa-mir-106a-5p",0.0045,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.674845464235832,-0.148887829679754,0.949839369300647,-0.0339094322430871,0.866114271566436,-0.0390724275513515,0.082802036199095,FALSE,"miR-33-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-33a","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
26011,"TENM4","hsa-mir-193b-3p","hsa-mir-143-3p",0.0035,FALSE,NA,NA,NA,"mirtarbase","tarbase",9.17859257181718e-06,-1.4639642336565,0.85077336655025,0.0391879742371202,0.804004806586576,-0.0542111354241218,0.0717015113350126,FALSE,"miR-193-3p","miR-143-3p","hsa-mir-193b,hsa-mir-365a","hsa-mir-143,hsa-mir-145"
26224,"FBXL3","hsa-mir-1179","hsa-mir-493-5p",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.001545831405452,1.97288531688304,0.194909719851783,-0.420315166550829,0.906048991033128,-0.0236163208063423,0.0506728971962617,FALSE,"miR-1179","miR-493-5p","hsa-mir-1179,hsa-mir-7-2,hsa-mir-3529","hsa-mir-493,hsa-mir-337,hsa-mir-665"
29968,"PSAT1","hsa-mir-3200-3p","hsa-mir-224-5p",0.001,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.374908812099069,0.364870001149765,0.60905406181031,-0.219653549781102,0.606724466749493,-0.0973391977079314,0.0315232558139535,TRUE,"miR-3200-3p","miR-224-5p","hsa-mir-3200","hsa-mir-224,hsa-mir-452"
54443,"ANLN","hsa-mir-204-5p","hsa-mir-195-5p",0.009,FALSE,NA,NA,NA,"tarbase","tarbase",0.183825571457913,-0.459925151227582,0.0478918772822502,-0.650927480781569,0.359585130474829,0.216072821071872,0.123643581081081,FALSE,"miR-204-5p/211-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-204","hsa-mir-195,hsa-mir-497"
55603,"TENT5A","hsa-mir-200b-3p","hsa-mir-708-5p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase",0.627039105914662,-0.378027211890285,0.183068490649196,-0.504360518459726,0.707323904161641,0.0734506579136973,0.116393559928444,FALSE,"miR-200bc-3p/429","miR-28-5p/708-5p","hsa-mir-200b,hsa-mir-200a,hsa-mir-429","hsa-mir-708"
55824,"PAG1","hsa-mir-183-5p","hsa-mir-548b-3p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase",0.521610686684864,-0.179511509640339,0.87253804865406,0.152435003538217,0.185140751552207,0.28534914765797,0.0193642857142857,TRUE,NA,"miR-548b-3p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-548b"
55870,"ASH1L","hsa-mir-148a-5p","hsa-mir-363-3p",0.0075,TRUE,NA,NA,NA,"tarbase","tarbase",0.0043388972597158,-1.06637354064383,0.410408044638293,0.449208289711453,0.946979903489727,0.0134658429111011,0.113378252788104,FALSE,"miR-148a-5p","miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-148a","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
57575,"PCDH10","hsa-mir-142-3p","hsa-mir-624-5p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase",0.631486243015486,-0.140588405412778,0.910221717784488,0.0983820347125993,0.633342053981686,0.10383011007293,0.0933851774530271,FALSE,NA,"miR-624-5p","hsa-mir-142,hsa-mir-4736","hsa-mir-624"
64866,"CDCP1","hsa-mir-181d-5p","hsa-mir-3065-3p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase",0.168238927623065,0.533064507872944,0.145124058584137,0.463834355976791,0.854669770708367,0.0438295282684284,0.0933851774530271,FALSE,"miR-181-5p","miR-3065-3p","hsa-mir-181c,hsa-mir-181d","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250"
79026,"AHNAK","hsa-mir-203a-3p","hsa-mir-210-3p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase",0.14255673649531,-0.4839833486756,0.279633000636637,0.329146913369594,0.949230497099483,-0.0124492525982149,0.0315232558139535,TRUE,NA,"miR-210-3p","hsa-mir-203a,hsa-mir-203b","hsa-mir-210"
79026,"AHNAK","hsa-mir-33a-5p","hsa-mir-885-5p",0.002,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gPCPG/21233845'>PubMedLink</a>",NA,"tarbase","tarbase",0.674845464235832,-0.148887829679754,0.843339750531565,0.115909076111066,0.949230497099483,-0.0124492525982149,0.0506728971962617,FALSE,"miR-33-5p","miR-885-5p","hsa-mir-33a","hsa-mir-885"
79026,"AHNAK","hsa-mir-424-3p","hsa-mir-330-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase",0.0046719444596288,-1.50448593013601,0.357594375268661,0.365894373111912,0.949230497099483,-0.0124492525982149,0.0193642857142857,TRUE,"miR-424-3p","miR-326","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424","hsa-mir-330"
80012,"PHC3","hsa-mir-455-5p","hsa-mir-196a-5p",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.014372493046113,-0.994736825969723,0.0104869739043192,1.01898821451906,0.875924343660527,-0.0332935684111064,0.0193642857142857,TRUE,"miR-455-5p","miR-196-5p","hsa-mir-455","hsa-mir-196a-1"
80223,"RAB11FIP1","hsa-mir-143-3p","hsa-mir-195-5p",0.009,FALSE,NA,NA,NA,"tarbase","tarbase",0.85077336655025,0.0391879742371202,0.0478918772822502,-0.650927480781569,0.446211508038018,-0.166592160805692,0.123643581081081,FALSE,"miR-143-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-143,hsa-mir-145","hsa-mir-195,hsa-mir-497"
84159,"ARID5B","hsa-mir-33a-5p","hsa-mir-676-3p",0.003,TRUE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.674845464235832,-0.148887829679754,0.35675772917197,-0.529148262763734,0.708671178557122,-0.0777534379387829,0.0659432432432432,FALSE,"miR-33-5p","miR-676-3p","hsa-mir-33a","hsa-mir-676"
84804,"MFSD9","hsa-mir-20b-5p","hsa-mir-7-5p",0.008,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.725236412416148,0.159935985698164,0.00076634985750306,1.1833336571532,0.955769049015953,0.0117436648452427,0.116393559928444,FALSE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-7-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-7-1"
144501,"KRT80","hsa-mir-193b-3p","hsa-mir-143-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase",9.17859257181718e-06,-1.4639642336565,0.85077336655025,0.0391879742371202,0.0721258640238899,-0.407350945077032,0,TRUE,"miR-193-3p","miR-143-3p","hsa-mir-193b,hsa-mir-365a","hsa-mir-143,hsa-mir-145"
151742,"PPM1L","hsa-mir-424-5p","hsa-mir-665",0.0065,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gPCPG/30237861'>PubMedLink</a>",NA,"tarbase","mirtarbase",0.0952209190976666,-0.526844940831158,0.210014997510364,-0.785584039997416,0.640935024355645,0.0973731925596654,0.102849221789883,FALSE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-665","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424","hsa-mir-493,hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
154796,"AMOT","hsa-mir-676-3p","hsa-mir-450b-5p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase",0.35675772917197,-0.529148262763734,0.00797428832568249,-1.05865719948359,0.454927132091481,0.162465826073059,0.0717015113350126,FALSE,"miR-676-3p","miR-450b-5p","hsa-mir-676","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
221178,"SPATA13","hsa-mir-7-2-3p","hsa-mir-296-5p",0.001,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.00888401709258205,1.42890944272129,0.0219943665308505,1.56606816471267,0.330826759786419,-0.203558405201058,0.0315232558139535,TRUE,"miR-7-3p","miR-296-5p","hsa-mir-1179,hsa-mir-7-2,hsa-mir-3529","hsa-mir-296,hsa-mir-298"
253461,"ZBTB38","hsa-mir-511-5p","hsa-mir-381-3p",0.008,TRUE,NA,NA,NA,"tarbase","tarbase",0.00231977732351297,-1.35044992425606,0.817825125167042,-0.0632188491931788,0.580973266975393,-0.110426345142191,0.116393559928444,FALSE,"miR-511-5p","miR-381-3p",NA,"hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485"
