"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
1191,"CLU","hsa-mir-1228-5p","hsa-mir-20a-5p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15578711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15578711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19391138'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22185350'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23208459'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23208459'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26293319'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29970704'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31540420'>PubMedLink</a>","mirtarbase","tarbase",0.127018181818182,FALSE,"miR-1228-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-1228","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
1718,"DHCR24","hsa-mir-129-2-3p","hsa-mir-204-5p",0.0085,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28950890'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31002355'>PubMedLink</a>","tarbase","tarbase",0.226645038167939,FALSE,"miR-129-3p","miR-204-5p/211-5p","hsa-mir-129-2","hsa-mir-204"
2182,"ACSL4","hsa-mir-130a-3p","hsa-mir-200b-3p",0.003,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26416421'>PubMedLink</a>",NA,"mirtarbase","mirtarbase",0.144537931034483,FALSE,"miR-130-3p/301-3p/454-3p","miR-200bc-3p/429","hsa-mir-130a","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
2200,"FBN1","hsa-mir-183-3p","hsa-mir-98-5p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase",0.222661354581673,FALSE,"miR-183-3p","let-7-5p/98-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-98,hsa-let-7f-2"
2200,"FBN1","hsa-mir-96-5p","hsa-mir-10b-3p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase",0.13751968503937,FALSE,"miR-96-5p/1271-5p","miR-10b-3p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-10b"
2200,"FBN1","hsa-mir-96-5p","hsa-mir-20a-5p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase",0.144537931034483,FALSE,"miR-96-5p/1271-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
2254,"FGF9","hsa-mir-15a-5p","hsa-mir-22-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29904943'>PubMedLink</a>","tarbase","tarbase",0,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-22-3p","hsa-mir-16-1,hsa-mir-15a","hsa-mir-22"
3206,"HOXA10","hsa-mir-320c","hsa-mir-29b-3p",0.0035,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19017365'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20009888'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20151152'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23276799'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23888944'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24607788'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26151663'>PubMedLink</a>","tarbase","tarbase",0.158772727272727,FALSE,"miR-320","miR-29-3p","hsa-mir-320c-1","hsa-mir-29a,hsa-mir-29b-1"
3480,"IGF1R","hsa-mir-223-3p","hsa-mir-224-5p",0.0025,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28587313'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25017423'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/20950153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21317933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24727326'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24932685'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26708715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30119207'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30237504'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31140856'>PubMedLink</a>","mirtarbase","mirtarbase tarbase",0.13751968503937,FALSE,"miR-223-3p","miR-224-5p","hsa-mir-223","hsa-mir-224,hsa-mir-452"
3480,"IGF1R","hsa-mir-452-5p","hsa-mir-185-5p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/20950153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21317933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24727326'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24932685'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26708715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30119207'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30237504'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31140856'>PubMedLink</a>","tarbase","mirtarbase",0.105848484848485,FALSE,"miR-452-5p/892-3p","miR-185-5p","hsa-mir-224,hsa-mir-452","hsa-mir-185"
3779,"KCNMB1","hsa-mir-1226-3p","hsa-mir-1262",0.0015,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.105848484848485,FALSE,"miR-1226-3p","miR-1262/4701-3p/6736-5p","hsa-mir-1226","hsa-mir-1262"
4277,"MICB","hsa-mir-20a-5p","hsa-mir-760",0.003,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27726922'>PubMedLink</a>",NA,"mirtarbase tarbase","mirtarbase tarbase",0.144537931034483,FALSE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-760","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-760"
5139,"PDE3A","hsa-mir-31-5p","hsa-mir-29b-3p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase",0.144537931034483,FALSE,"miR-31-5p","miR-29-3p","hsa-mir-31","hsa-mir-29a,hsa-mir-29b-1"
5241,"PGR","hsa-mir-766-3p","hsa-mir-320b",0.008,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11323389'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11668524'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11668524'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12038703'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12038703'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14769635'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15579801'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15632380'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15718480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16360811'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18219286'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18319313'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18384825'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20869977'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21056906'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21695196'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24057181'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24114859'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24197980'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25228088'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28264438'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28264438'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28415663'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29044863'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29137401'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29208958'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29885789'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30325501'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30448218'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31495455'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31495455'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31616183'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7880723'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7880723'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9816065'>PubMedLink</a>","tarbase","tarbase",0.222661354581673,FALSE,"miR-766-3p","miR-320","hsa-mir-766","hsa-mir-320b-1"
5274,"SERPINI1","hsa-mir-185-5p","hsa-mir-200b-3p",0.001,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26416421'>PubMedLink</a>",NA,"tarbase","tarbase",0.0851951219512195,FALSE,"miR-185-5p","miR-200bc-3p/429","hsa-mir-185","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
5789,"PTPRD","hsa-mir-424-5p","hsa-mir-130a-3p",0.007,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/29151939'>PubMedLink</a>",NA,NA,"mirtarbase","tarbase",0.213545851528384,FALSE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-130-3p/301-3p/454-3p","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424","hsa-mir-130a"
5789,"PTPRD","hsa-mir-429","hsa-mir-130a-3p",0.0055,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/19501389'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/24802724'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/28587302'>PubMedLink</a>",NA,NA,"mirtarbase tarbase mirecords","tarbase mirecords",0.190212871287129,FALSE,"miR-200bc-3p/429","miR-130-3p/301-3p/454-3p","hsa-mir-200b,hsa-mir-200a,hsa-mir-429","hsa-mir-130a"
6157,"RPL27A","hsa-mir-15a-5p","hsa-mir-485-5p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.231154411764706,FALSE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-485-5p","hsa-mir-16-1,hsa-mir-15a","hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409"
6228,"RPS23","hsa-mir-182-5p","hsa-mir-1296-5p",0.0015,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.105848484848485,FALSE,"miR-182-5p","miR-1296-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-1296"
6505,"SLC1A1","hsa-mir-204-5p","hsa-mir-1237-3p",0.0035,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.158772727272727,FALSE,"miR-204-5p/211-5p","miR-1237-3p","hsa-mir-204","hsa-mir-1237"
6664,"SOX11","hsa-mir-550a-3p","hsa-mir-550a-5p",0,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19272768'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21943380'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22738398'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28587313'>PubMedLink</a>","tarbase","mirtarbase",0,TRUE,"miR-200c-5p/550a-3p","miR-550a-3-5p/550a-5p/1271-3p","hsa-mir-550a-1,hsa-mir-550b-1","hsa-mir-550a-1,hsa-mir-550b-1"
6664,"SOX11","hsa-mir-616-5p","hsa-mir-940",0.0025,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19272768'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21943380'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22738398'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28587313'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.13751968503937,FALSE,"miR-371b-5p/373-5p/616-5p","miR-940/6808-5p/6893-5p","hsa-mir-616","hsa-mir-3677,hsa-mir-940,hsa-mir-4717"
6867,"TACC1","hsa-mir-106a-5p","hsa-mir-378a-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase",0.172730769230769,FALSE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-378a-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-378a"
