"","entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
"23",1278,"COL1A2","hsa-mir-939-5p","hsa-mir-192-5p",0.0055,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.00019089305408341,1.16871160238019,0.974794279543224,0.00295627386572401,0.380753799325407,-0.0479088030347814,0.119025465838509,FALSE,"miR-939-5p/1343-5p","miR-192-5p/215-5p","hsa-mir-939,hsa-mir-1234","hsa-mir-192,hsa-mir-194-2"
"24",1290,"COL5A2","hsa-mir-30a-3p","hsa-mir-185-3p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase",0.00014397824026599,-0.291106152044656,7.20570071568661e-08,1.16761435521403,0.702058189267446,-0.0226940929422444,0.0980281350482315,FALSE,"miR-30-3p","miR-185-3p","hsa-mir-30a","hsa-mir-185"
"25",1490,"CCN2","hsa-mir-183-3p","hsa-mir-19a-3p",0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31306107'>PubMedLink</a>","tarbase","tarbase",6.78709086615721e-17,3.31667718933607,0.076198992242857,0.233934519467139,0.00994085031238789,-0.139187119919355,0.0826423149905123,FALSE,"miR-183-3p","miR-19-3p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"26",1490,"CCN2","hsa-mir-183-3p","hsa-mir-616-3p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31306107'>PubMedLink</a>","tarbase","tarbase",6.78709086615721e-17,3.31667718933607,5.11039254192379e-06,1.41716883143373,0.00994085031238789,-0.139187119919355,0.0640477941176471,FALSE,"miR-183-3p","miR-616-3p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-616"
"27",1490,"CCN2","hsa-mir-193a-3p","hsa-mir-19a-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31306107'>PubMedLink</a>","tarbase","tarbase",0.284973653742988,-0.158446441480845,0.076198992242857,0.233934519467139,0.00994085031238789,-0.139187119919355,0,TRUE,"miR-193-3p","miR-19-3p","hsa-mir-193a","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"28",2043,"EPHA4","hsa-mir-34a-5p","hsa-mir-301b-3p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase",0.209591926562605,-0.130780897994726,1.60043760117356e-10,1.99493279097935,0.0727987147893296,-0.113295306169126,0.0311089285714286,TRUE,"miR-34-5p/449-5p","miR-130-3p/301-3p/454-3p","hsa-mir-34a","hsa-mir-301b,hsa-mir-130b"
"29",2152,"F3","hsa-mir-106a-5p","hsa-mir-18a-3p",0.0055,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase",1.05152189196023e-06,0.756317725310223,1.31334455981801e-11,1.9142057249321,0.426383466655267,-0.046486739880898,0.119025465838509,FALSE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-18a-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"30",2182,"ACSL4","hsa-mir-339-5p","hsa-mir-19a-3p",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.10850653037824,0.207948947487103,0.076198992242857,0.233934519467139,0.894706948525815,-0.00786692446056776,0.0744487179487179,FALSE,"miR-339-5p","miR-19-3p","hsa-mir-339","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"31",2182,"ACSL4","hsa-mir-33b-5p","hsa-mir-26a-1-3p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.00016330112970644,0.771607650790299,0.420770339005403,0.214551256627069,0.894706948525815,-0.00786692446056776,0,TRUE,"miR-33-5p","miR-26-3p","hsa-mir-33b","hsa-mir-26a-1"
"32",2247,"FGF2","hsa-mir-155-5p","hsa-mir-203a-3p",0.0095,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11196179'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15860258'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17478553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18006148'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20127022'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23419500'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28285568'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30031900'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31533968'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7553656'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8685603'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",0.253820855811093,0.119184525998842,0.272559648343949,0.092878576693725,5.73667576452658e-10,-0.391560161787388,0.151279250457038,FALSE,"miR-155-5p",NA,"hsa-mir-155","hsa-mir-203a,hsa-mir-203b"
"33",2247,"FGF2","hsa-mir-203a-3p","hsa-let-7a-3p",0.0055,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11196179'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15860258'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17478553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18006148'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20127022'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23419500'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28285568'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30031900'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31533968'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7553656'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8685603'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.272559648343949,0.092878576693725,0.645581487076779,-0.0544523575921995,5.73667576452658e-10,-0.391560161787388,0.119025465838509,FALSE,NA,"let-7a-3p/let-7b-3p/let-7f-1-3p/98-3p","hsa-mir-203a,hsa-mir-203b","hsa-let-7a-1,hsa-let-7f-1,hsa-let-7d"
"34",2296,"FOXC1","hsa-mir-185-3p","hsa-mir-639",0.007,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/21400511'>PubMedLink</a>","tarbase","mirtarbase",7.20570071568661e-08,1.16761435521403,0.15229582217953,0.470733349252547,0.49760254135992,0.0425210279865115,0.133567360350493,FALSE,"miR-185-3p","miR-639","hsa-mir-185","hsa-mir-639"
"35",2619,"GAS1","hsa-mir-130b-5p","hsa-mir-184",0.0025,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUCEC/30899377'>PubMedLink</a>",NA,"tarbase","mirtarbase",5.4564257582115e-10,0.99371766061256,0.498946968277332,-0.178295438138086,5.9375616600165e-11,-0.38541244544564,0.0826423149905123,FALSE,"miR-130b-5p","miR-184","hsa-mir-301b,hsa-mir-130b","hsa-mir-184"
"36",2627,"GATA6","hsa-mir-203a-3p","hsa-mir-744-3p",0.0085,TRUE,NA,NA,NA,"mirtarbase","mirtarbase",0.272559648343949,0.092878576693725,0.00717827504472375,0.378790947622992,3.98873951737116e-09,-0.364035354134894,0.145032810969638,FALSE,NA,"miR-744-3p","hsa-mir-203a,hsa-mir-203b","hsa-mir-744"
"37",2747,"GLUD2","hsa-mir-885-5p","hsa-mir-96-5p",0,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.0762201187611934,0.369136929099723,1.43970768235939e-24,1.86783708809495,0.359460238642372,-0.0626829457987339,0,TRUE,"miR-885-5p","miR-96-5p/1271-5p","hsa-mir-885","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"38",2903,"GRIN2A","hsa-mir-3928-3p","hsa-mir-192-3p",0.004,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.0012684865098985,0.829115104157193,0.00128010224438463,0.752026099675921,4.03365003158311e-08,-0.603177178152202,0.104161434977578,FALSE,"miR-3928-3p","miR-192-3p","hsa-mir-3928","hsa-mir-192,hsa-mir-194-2"
"39",3037,"HAS2","hsa-mir-502-5p","hsa-mir-23c",0.0055,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.252041610033037,-0.260837587941904,0.00027336053058309,-0.908376678755823,0.199488101888027,-0.0881188010690293,0.119025465838509,FALSE,"miR-502-5p","miR-23-3p","hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502","hsa-mir-23c"
"40",3159,"HMGA1","hsa-let-7c-5p","hsa-mir-589-3p",0.008,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27001612'>PubMedLink</a>","mirtarbase","tarbase",8.75566848552773e-12,-0.541169996627793,0.00175953933501003,0.758561591183277,0.00145302434963288,0.179051275207454,0.14091809908999,FALSE,"let-7-5p/98-5p","miR-589-3p","hsa-mir-99a,hsa-let-7c","hsa-mir-589"
"41",3213,"HOXB3","hsa-mir-10b-5p","hsa-mir-301a-3p",0.0095,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27447302'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",4.98703201647845e-13,-0.469555983668325,0.00416841283713864,0.455851265587144,0.385837915559557,0.0525679145230057,0.151279250457038,FALSE,"miR-10-5p","miR-130-3p/301-3p/454-3p","hsa-mir-10b","hsa-mir-301a"
"42",3480,"IGF1R","hsa-mir-20a-5p","hsa-mir-34a-3p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10459850'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12866376'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12866376'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21442237'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21846689'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23402816'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26193427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30187960'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30426831'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.69187386477649,-0.0396625294436684,0.0187855320749828,0.683869936914058,0.208781950073851,-0.0748631233471669,0.0311089285714286,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-34a-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-34a"
"43",3488,"IGFBP5","hsa-mir-1224-5p","hsa-mir-18a-3p",0.0015,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.00188062012812553,0.974121592390597,1.31334455981801e-11,1.9142057249321,0.00019379268722337,-0.200695268816629,0.0640477941176471,FALSE,"miR-1224-5p","miR-18a-3p","hsa-mir-1224","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"44",3488,"IGFBP5","hsa-mir-130b-3p","hsa-mir-193b-3p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",4.17941083587621e-09,0.920742963296617,0.861668928388321,-0.0202849737355235,0.00019379268722337,-0.200695268816629,0,TRUE,"miR-130-3p/301-3p/454-3p","miR-193-3p","hsa-mir-301b,hsa-mir-130b","hsa-mir-193b,hsa-mir-365a"
"45",3488,"IGFBP5","hsa-mir-616-3p","hsa-mir-193a-3p",0.0015,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",5.11039254192379e-06,1.41716883143373,0.284973653742988,-0.158446441480845,0.00019379268722337,-0.200695268816629,0.0640477941176471,FALSE,"miR-616-3p","miR-193-3p","hsa-mir-616","hsa-mir-193a"
"46",3488,"IGFBP5","hsa-mir-616-3p","hsa-mir-203a-3p",0.004,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",5.11039254192379e-06,1.41716883143373,0.272559648343949,0.092878576693725,0.00019379268722337,-0.200695268816629,0.104161434977578,FALSE,"miR-616-3p",NA,"hsa-mir-616","hsa-mir-203a,hsa-mir-203b"
"47",3763,"KCNJ6","hsa-mir-129-5p","hsa-mir-378a-3p",0.003,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",7.84872048913144e-05,-0.61027321008451,0.0112122571621529,-0.247714856361063,1.51071881591384e-05,0.60714077192927,0.0915288966725044,FALSE,"miR-129-5p","miR-378-3p","hsa-mir-129-1","hsa-mir-378a"
"48",3782,"KCNN3","hsa-mir-103a-2-5p","hsa-mir-181c-3p",0.0045,FALSE,NA,NA,NA,"tarbase","mirtarbase",6.2094068998036e-05,1.10732246470606,0.262834512500579,0.127875218928011,0.00108462503753911,-0.213545136084872,0.110259493670886,FALSE,"miR-103a-2-5p","miR-181c-3p","hsa-mir-103a-2,hsa-mir-103b-2","hsa-mir-181c,hsa-mir-181d"
"49",3815,"KIT","hsa-mir-34a-5p","hsa-mir-218-5p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11151069'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14529656'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17240308'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21270602'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24186140'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25981814'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29357824'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",0.209591926562605,-0.130780897994726,0.0586547895252108,-0.207694555452247,0.0140310142279076,-0.158270867402579,0.0744487179487179,FALSE,"miR-34-5p/449-5p","miR-218-5p","hsa-mir-34a","hsa-mir-218-1"
"50",3824,"KLRD1","hsa-mir-130a-3p","hsa-mir-651-5p",0.008,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.00415630821784133,-0.287463703421932,0.00664265481639575,0.571459859477344,0.0291980985318088,-0.160017263275333,0.14091809908999,FALSE,"miR-130-3p/301-3p/454-3p","miR-651-5p","hsa-mir-130a","hsa-mir-651"
"51",3824,"KLRD1","hsa-mir-301a-3p","hsa-mir-651-5p",0.006,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.00416841283713864,0.455851265587144,0.00664265481639575,0.571459859477344,0.0291980985318088,-0.160017263275333,0.124140142517815,FALSE,"miR-130-3p/301-3p/454-3p","miR-651-5p","hsa-mir-301a","hsa-mir-651"
"52",3824,"KLRD1","hsa-mir-301b-3p","hsa-mir-301a-3p",5e-04,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",1.60043760117356e-10,1.99493279097935,0.00416841283713864,0.455851265587144,0.0291980985318088,-0.160017263275333,0.0311089285714286,TRUE,"miR-130-3p/301-3p/454-3p","miR-130-3p/301-3p/454-3p","hsa-mir-301b,hsa-mir-130b","hsa-mir-301a"
"53",3824,"KLRD1","hsa-mir-301b-3p","hsa-mir-501-5p",0.0095,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",1.60043760117356e-10,1.99493279097935,0.0116549571240903,0.472711659774221,0.0291980985318088,-0.160017263275333,0.151279250457038,FALSE,"miR-130-3p/301-3p/454-3p","miR-501-5p","hsa-mir-301b,hsa-mir-130b","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
"54",3824,"KLRD1","hsa-mir-301b-3p","hsa-mir-651-5p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",1.60043760117356e-10,1.99493279097935,0.00664265481639575,0.571459859477344,0.0291980985318088,-0.160017263275333,0,TRUE,"miR-130-3p/301-3p/454-3p","miR-651-5p","hsa-mir-301b,hsa-mir-130b","hsa-mir-651"
"55",3977,"LIFR","hsa-mir-421","hsa-mir-629-3p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase",0.00012294104089684,0.936387328094677,3.25875786522842e-07,1.13166790789345,3.42587865791932e-06,-0.282353069082205,0.0496324786324786,TRUE,"miR-421","miR-629-3p","hsa-mir-421,hsa-mir-374b,hsa-mir-374c","hsa-mir-629"
"56",4082,"MARCKS","hsa-mir-616-5p","hsa-mir-497-3p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase",0.00219409828104592,0.708897730319347,0.0100199353719913,-0.634663914861896,0.667340760515595,-0.0243354392718544,0.119025465838509,FALSE,"miR-371b-5p/373-5p/616-5p","miR-497-3p","hsa-mir-616","hsa-mir-195,hsa-mir-497"
"57",4131,"MAP1B","hsa-mir-511-5p","hsa-mir-146b-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase",0.913436312903379,-0.0216197507770906,0.266548087122495,-0.104588243090963,0.0426081637870694,-0.123607326058884,0.145032810969638,FALSE,"miR-511-5p","miR-146-5p",NA,"hsa-mir-146b"
"58",4193,"MDM2","hsa-mir-17-3p","hsa-mir-155-5p",0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17123590'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18398041'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19193430'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19379464'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19874399'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20683407'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21547352'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23624782'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24293392'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24423195'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24792886'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25316267'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25327560'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26293665'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26444253'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27604213'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27924072'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28158999'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29096752'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30544386'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30628640'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31028217'>PubMedLink</a>","tarbase","tarbase",0.178426953569894,-0.130387990187662,0.253820855811093,0.119184525998842,0.564261906994287,0.0350286906420451,0.0826423149905123,FALSE,"miR-17-3p","miR-155-5p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-155"
"59",4193,"MDM2","hsa-mir-27a-5p","hsa-mir-19a-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17123590'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18398041'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19193430'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19379464'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19874399'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20683407'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21547352'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23624782'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24293392'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24423195'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24792886'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25316267'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25327560'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26293665'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26444253'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27604213'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27924072'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28158999'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29096752'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30544386'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30628640'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31028217'>PubMedLink</a>","tarbase","tarbase",0.307674988198489,-0.150987212047572,0.076198992242857,0.233934519467139,0.564261906994287,0.0350286906420451,0,TRUE,"miR-27a-5p","miR-19-3p","hsa-mir-24-2,hsa-mir-27a,hsa-mir-23a","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"60",4233,"MET","hsa-mir-34a-3p","hsa-mir-148a-3p",0.008,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/16681770'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17595299'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18497076'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28428108'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29630089'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29633423'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30277666'>PubMedLink</a>","mirtarbase","mirtarbase",0.0187855320749828,0.683869936914058,0.00185860023558044,-0.223242695423442,0.283824743444981,0.065190774600751,0.14091809908999,FALSE,"miR-34a-3p","miR-148-3p/152-3p","hsa-mir-34a","hsa-mir-148a"
"61",4784,"NFIX","hsa-mir-3648","hsa-mir-625-5p",5e-04,TRUE,NA,NA,NA,"mirtarbase","mirtarbase",3.06037100219253e-07,1.82509168076127,0.205292031190779,0.256947512023027,0.113713448637822,-0.089675805105326,0.0311089285714286,TRUE,"miR-3648","miR-625-5p",NA,"hsa-mir-625"
"62",4869,"NPM1","hsa-mir-31-5p","hsa-mir-3065-5p",0.007,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22926011'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27527851'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29466670'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31330844'>PubMedLink</a>","mirtarbase","tarbase",0.0283044763774875,0.44719564556478,6.43179810741767e-08,1.39707994897799,0.557392616761559,-0.0314210330297625,0.133567360350493,FALSE,"miR-31-5p","miR-3065-5p","hsa-mir-31","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250"
"63",4884,"NPTX1","hsa-mir-10a-5p","hsa-let-7g-3p",0.009,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.00755559109473928,-0.187030712952726,0.478996106597245,0.0824289712709154,0.00824306300430507,-0.19883017008529,0.148615165876777,FALSE,"miR-10-5p","let-7a-2-3p/let-7g-3p","hsa-mir-10a","hsa-let-7g"
"64",4916,"NTRK3","hsa-mir-345-5p","hsa-mir-192-3p",0.001,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",5.39765897173216e-06,0.639272640453045,0.00128010224438463,0.752026099675921,9.45878210513503e-11,-0.466299848312281,0.0496324786324786,TRUE,"miR-345-5p","miR-192-3p","hsa-mir-345","hsa-mir-192,hsa-mir-194-2"
"65",5066,"PAM","hsa-mir-106a-5p","hsa-mir-17-3p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase",1.05152189196023e-06,0.756317725310223,0.178426953569894,-0.130387990187662,0.768055707170379,-0.0166182224477899,0.110259493670886,FALSE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-17-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"66",5139,"PDE3A","hsa-mir-326","hsa-mir-19b-1-5p",0.0025,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.356019930722108,0.168282437015916,0.646545595037954,0.0728109685925776,0.226797375869896,-0.0758628990674935,0.0826423149905123,FALSE,"miR-326","miR-19-5p","hsa-mir-326","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"67",5139,"PDE3A","hsa-mir-3682-3p","hsa-mir-192-3p",0.006,FALSE,NA,NA,NA,"tarbase","mirtarbase",5.21289033224413e-06,1.55396167198566,0.00128010224438463,0.752026099675921,0.226797375869896,-0.0758628990674935,0.124140142517815,FALSE,"miR-3682-3p","miR-192-3p","hsa-mir-3682","hsa-mir-192,hsa-mir-194-2"
