"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-33a-3p","hsa-mir-877-5p",6721,"SREBF2",47,"ACLY",1,0,0.3845,0.0205,0.0095,0.0226808696602207
"hsa-mir-124-3p","hsa-mir-877-5p",6721,"SREBF2",47,"ACLY",1,0,0.011,0.0155,0.0055,0.0143415605295551
"hsa-let-7e-5p","hsa-mir-185-5p",6721,"SREBF2",47,"ACLY",1,5e-04,0.0795,0.0435,0.0045,0.0121071143914308
"hsa-mir-124-3p","hsa-mir-149-3p",6721,"SREBF2",47,"ACLY",1,0,0.0185,0.049,0.001,0.00331944355612408
"hsa-mir-326","hsa-mir-766-3p",6721,"SREBF2",47,"ACLY",1,0,0.0205,0.029,5e-04,0.00179016263387544
"hsa-mir-136-5p","hsa-mir-766-3p",6721,"SREBF2",47,"ACLY",1,0,0.572,0.0375,0,0
"hsa-mir-124-3p","hsa-mir-766-3p",6721,"SREBF2",47,"ACLY",1,0,0.014,0.042,0,0
"hsa-mir-124-3p","hsa-mir-139-3p",6721,"SREBF2",47,"ACLY",1,0,0.0105,0.1295,0,0
"hsa-mir-148a-5p","hsa-mir-455-3p",4609,"MYC",51,"ACOX1",1,0,0.016,0.0665,0.001,0.00331944355612408
"hsa-mir-24-3p","hsa-mir-625-5p",4609,"MYC",71,"ACTG1",1,0,0.044,0.015,0.001,0.00331944355612408
"hsa-mir-128-3p","hsa-mir-655-3p",6667,"SP1",102,"ADAM10",1,0,0.1335,0.144,0.005,0.0132324107950996
"hsa-mir-133a-3p","hsa-mir-655-3p",6667,"SP1",102,"ADAM10",1,0,0.1465,0.1005,5e-04,0.00179016263387544
"hsa-mir-133a-3p","hsa-mir-34a-5p",6667,"SP1",102,"ADAM10",1,0,0.1325,0.0115,0.0095,0.0226808696602207
"hsa-mir-124-5p","hsa-mir-329-3p",6667,"SP1",102,"ADAM10",1,0,0.084,0.2515,0,0
"hsa-mir-139-3p","hsa-mir-22-5p",6667,"SP1",102,"ADAM10",1,0,0.293,0.182,0.002,0.00606143245058249
"hsa-mir-124-3p","hsa-mir-22-5p",6667,"SP1",102,"ADAM10",1,0,0.08,0.1005,0.001,0.00331944355612408
"hsa-mir-133a-3p","hsa-mir-369-3p",6667,"SP1",102,"ADAM10",1,0,0.1005,0.2165,0,0
