miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-362-5p,hsa-mir-96-5p,3516,55668,1,0.0005,0.4655,0.11,0.0005,True,0.027553725881570193
hsa-mir-20b-5p,hsa-mir-301b-3p,3607,4335,1,0.0,0.585,0.4045,0.0005,True,0.027553725881570193
hsa-mir-204-5p,hsa-mir-301a-3p,3607,51586,1,0.005,0.1915,0.475,0.0005,True,0.027553725881570193
hsa-mir-30a-3p,hsa-mir-654-5p,3607,57154,1,0.0,0.455,0.2555,0.0,True,0.0
hsa-mir-192-5p,hsa-mir-503-5p,3660,57563,1,0.0025,0.0505,0.019,0.0005,True,0.027553725881570193
hsa-mir-301b-3p,hsa-mir-3065-5p,3662,84541,1,0.002,0.018,0.1555,0.0,True,0.0
hsa-mir-589-3p,hsa-mir-93-3p,367,2289,1,0.0035,0.551,0.0285,0.0005,True,0.027553725881570193
hsa-mir-20b-5p,hsa-mir-30b-5p,3726,1316,1,0.008,0.0295,0.4465,0.001,True,0.0440683692471402
hsa-mir-129-5p,hsa-mir-410-3p,405,7422,1,0.0015,0.268,0.4265,0.0,True,0.0
hsa-mir-130a-3p,hsa-mir-29b-3p,405,9686,1,0.0035,0.302,0.1015,0.0,True,0.0
hsa-mir-301a-3p,hsa-mir-505-5p,4089,862,1,0.003,0.161,0.896,0.0,True,0.0
hsa-let-7c-5p,hsa-mir-3065-3p,4150,871,1,0.0,0.1845,0.1415,0.0005,True,0.027553725881570193
hsa-mir-33a-5p,hsa-mir-340-5p,4205,23345,1,0.0,0.0625,0.1605,0.0005,True,0.027553725881570193
hsa-mir-20a-3p,hsa-mir-20a-5p,4205,83478,1,0.0,0.074,0.096,0.001,True,0.0440683692471402
hsa-mir-18a-5p,hsa-mir-877-5p,4297,1027,1,0.0025,0.02,0.054,0.0,True,0.0
hsa-mir-30a-5p,hsa-mir-30c-2-3p,4605,8871,1,0.0,0.0385,0.134,0.0,True,0.0
hsa-mir-203a-3p,hsa-mir-224-5p,4609,223,-1,0.0075,0.407,0.0645,0.001,True,0.0440683692471402
hsa-mir-29b-2-5p,hsa-mir-301a-3p,4609,262,1,0.006,0.0375,0.1475,0.0005,True,0.027553725881570193
hsa-mir-135b-5p,hsa-mir-200a-3p,4609,3308,1,0.0,0.495,0.051,0.0,True,0.0
hsa-mir-200a-3p,hsa-mir-429,4609,7042,1,0.0005,0.0255,0.3015,0.001,True,0.0440683692471402
hsa-mir-199a-5p,hsa-mir-589-3p,4609,71,1,0.001,0.823,0.4385,0.0,True,0.0
hsa-mir-145-5p,hsa-mir-324-5p,4772,2534,1,0.0,0.3085,0.4495,0.0,True,0.0
hsa-mir-196a-5p,hsa-mir-629-3p,4772,6672,1,0.0015,0.0765,0.039,0.001,True,0.0440683692471402
hsa-mir-145-5p,hsa-mir-214-3p,4772,8554,1,0.0,0.487,0.035,0.0,True,0.0
hsa-mir-183-5p,hsa-mir-505-5p,4779,23731,1,0.001,0.558,0.146,0.0005,True,0.027553725881570193
hsa-mir-340-5p,hsa-mir-708-5p,4779,7145,1,0.004,0.1745,0.0135,0.0,True,0.0
hsa-mir-301b-3p,hsa-mir-328-3p,4790,7124,1,0.0,0.039,0.195,0.0,True,0.0
hsa-mir-301a-3p,hsa-mir-616-5p,51274,394,1,0.0,0.016,0.0155,0.0005,True,0.027553725881570193
hsa-mir-29b-3p,hsa-mir-424-5p,5451,7296,1,0.0,0.1185,0.644,0.001,True,0.0440683692471402
hsa-let-7a-2-3p,hsa-let-7f-5p,5451,7412,-1,0.0,0.0155,0.3105,0.001,True,0.0440683692471402
hsa-mir-500a-5p,hsa-mir-642a-5p,5966,3559,1,0.0065,0.061,0.0435,0.0,True,0.0
hsa-mir-199b-5p,hsa-mir-328-3p,6621,51434,1,0.0,0.354,0.0265,0.0,True,0.0
hsa-mir-363-3p,hsa-mir-378c,6664,9771,1,0.002,0.87,0.7455,0.001,True,0.0440683692471402
hsa-mir-204-5p,hsa-mir-30a-3p,6667,1386,1,0.007,0.023,0.152,0.0005,True,0.027553725881570193
hsa-mir-130a-3p,hsa-mir-20a-5p,6667,2152,1,0.0,0.6835,0.4885,0.0005,True,0.027553725881570193
hsa-mir-326,hsa-mir-34a-3p,6667,3939,1,0.001,0.052,0.1405,0.0005,True,0.027553725881570193
hsa-mir-130a-3p,hsa-mir-429,6667,3949,1,0.0,0.2635,0.0115,0.0,True,0.0
hsa-mir-3065-5p,hsa-mir-326,6667,7316,1,0.002,0.8685,0.2465,0.0,True,0.0
hsa-mir-130a-3p,hsa-mir-29a-5p,6667,7402,1,0.0,0.726,0.0275,0.0005,True,0.027553725881570193
hsa-mir-29a-5p,hsa-mir-301a-3p,6667,7402,1,0.0,0.0365,0.1075,0.0,True,0.0
hsa-mir-204-5p,hsa-mir-30c-2-3p,6667,7528,1,0.004,0.0495,0.185,0.0,True,0.0
hsa-mir-30b-5p,hsa-mir-33a-5p,6667,8795,1,0.008,0.0555,0.032,0.001,True,0.0440683692471402
hsa-mir-183-3p,hsa-mir-582-3p,6671,54822,1,0.006,0.039,0.0975,0.001,True,0.0440683692471402
hsa-mir-20b-5p,hsa-mir-340-5p,6689,3708,1,0.0075,0.034,0.3425,0.0,True,0.0
hsa-mir-150-5p,hsa-mir-7-5p,6772,1278,1,0.0,0.0315,0.0785,0.0005,True,0.027553725881570193
hsa-mir-338-3p,hsa-mir-500a-5p,6772,1435,1,0.0,0.0845,0.372,0.0005,True,0.027553725881570193
hsa-let-7f-5p,hsa-mir-127-5p,6773,103,1,0.0,0.034,0.0115,0.0,True,0.0
hsa-mir-130a-3p,hsa-mir-29b-3p,6774,3572,1,0.0,0.0245,0.031,0.0005,True,0.027553725881570193
hsa-mir-18a-5p,hsa-mir-96-5p,6774,5743,1,0.0005,0.066,0.0255,0.001,True,0.0440683692471402
hsa-mir-130a-3p,hsa-mir-93-3p,6774,6095,1,0.0,0.056,0.1635,0.0,True,0.0
hsa-mir-301a-3p,hsa-mir-93-3p,687,23328,1,0.0,0.084,0.022,0.0,True,0.0
hsa-mir-106a-5p,hsa-mir-204-5p,6925,51474,1,0.0,0.161,0.2155,0.001,True,0.0440683692471402
hsa-mir-29a-5p,hsa-mir-301a-3p,6925,7402,1,0.0,0.0365,0.1075,0.0,True,0.0
hsa-mir-155-5p,hsa-mir-320b,6938,79068,1,0.0,0.0325,0.0405,0.0,True,0.0
hsa-mir-26b-3p,hsa-mir-769-3p,7003,10611,1,0.004,0.0915,0.9235,0.001,True,0.0440683692471402
hsa-mir-26b-3p,hsa-mir-362-5p,7003,6453,1,0.0065,0.095,0.2525,0.0005,True,0.027553725881570193
hsa-mir-26b-3p,hsa-mir-548j-5p,7003,824,1,0.0045,0.318,0.157,0.0,True,0.0
hsa-mir-362-5p,hsa-mir-877-5p,7003,84441,1,0.0005,0.1665,0.065,0.001,True,0.0440683692471402
hsa-mir-301b-3p,hsa-mir-503-5p,7003,8853,1,0.001,0.2085,0.0755,0.0005,True,0.027553725881570193
hsa-mir-30a-5p,hsa-mir-30c-2-3p,7027,11100,1,0.0005,0.0165,0.083,0.0,True,0.0
hsa-mir-30a-5p,hsa-mir-338-3p,7027,11100,1,0.0,0.028,0.357,0.0,True,0.0
hsa-mir-30a-5p,hsa-mir-30c-2-3p,7157,11100,1,0.005,0.0165,0.083,0.0,True,0.0
hsa-mir-30a-5p,hsa-mir-338-3p,7157,11100,1,0.008,0.028,0.357,0.0,True,0.0
hsa-let-7f-5p,hsa-mir-130a-3p,7528,8795,-1,0.0,0.346,0.0155,0.0,True,0.0
hsa-mir-193b-3p,hsa-mir-30b-5p,7543,1656,1,0.001,0.0165,0.4875,0.0005,True,0.027553725881570193
hsa-mir-18a-5p,hsa-mir-193b-3p,7543,23347,1,0.0,0.1145,0.0775,0.0,True,0.0
hsa-mir-30b-5p,hsa-mir-362-3p,8202,10564,1,0.001,0.011,0.015,0.0,True,0.0
hsa-mir-19a-3p,hsa-mir-500a-5p,8202,5305,1,0.002,0.1735,0.027,0.0,True,0.0
hsa-mir-19a-3p,hsa-mir-96-5p,8202,9931,1,0.001,0.0115,0.0635,0.0,True,0.0
hsa-mir-30b-5p,hsa-mir-324-5p,860,7373,1,0.0005,0.438,0.0235,0.0005,True,0.027553725881570193
hsa-mir-221-5p,hsa-mir-33b-5p,9575,7145,1,0.0,0.1285,0.0155,0.0005,True,0.027553725881570193
