miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-19a-3p,hsa-mir-500a-5p,10320,5305,1,0.005,0.1735,0.027,0.0,True,0.0
hsa-mir-33a-5p,hsa-mir-500a-5p,10320,5305,1,0.005,0.4635,0.0315,0.0005,True,0.027553725881570193
hsa-mir-301a-3p,hsa-mir-33a-5p,10320,5795,1,0.008,0.139,0.31,0.0,True,0.0
hsa-mir-19a-3p,hsa-mir-760,10320,64859,1,0.0035,0.0565,0.1695,0.0005,True,0.027553725881570193
hsa-mir-339-5p,hsa-mir-629-3p,10499,157680,1,0.003,0.0115,0.192,0.0,True,0.0
hsa-mir-26b-3p,hsa-mir-589-3p,10499,55074,1,0.0035,0.0765,0.2755,0.001,True,0.0440683692471402
hsa-mir-29b-2-5p,hsa-mir-33b-5p,10765,80790,1,0.008,0.0455,0.8665,0.0005,True,0.027553725881570193
hsa-mir-301a-3p,hsa-mir-769-3p,11016,1387,1,0.0,0.126,0.088,0.0005,True,0.027553725881570193
hsa-mir-301b-3p,hsa-mir-592,11016,57492,1,0.0,0.035,0.19,0.001,True,0.0440683692471402
hsa-let-7f-5p,hsa-mir-550a-5p,11016,64764,1,0.0,0.3775,0.1655,0.0005,True,0.027553725881570193
hsa-let-7f-5p,hsa-mir-424-5p,11016,7158,1,0.0,0.114,0.013,0.0,True,0.0
hsa-mir-145-5p,hsa-mir-223-5p,1316,54206,1,0.0055,0.131,0.3705,0.0005,True,0.027553725881570193
hsa-mir-200a-3p,hsa-mir-455-3p,1316,84159,1,0.0,0.219,0.063,0.0,True,0.0
hsa-let-7g-3p,hsa-mir-93-3p,1385,4286,1,0.0055,0.115,0.0135,0.0005,True,0.027553725881570193
hsa-mir-29a-5p,hsa-mir-93-3p,1385,920,1,0.0,0.5035,0.0125,0.0005,True,0.027553725881570193
hsa-mir-136-3p,hsa-mir-340-5p,1386,7042,-1,0.0025,0.3825,0.5525,0.0,True,0.0
hsa-mir-30b-5p,hsa-mir-424-5p,1390,9516,1,0.002,0.3335,0.8515,0.001,True,0.0440683692471402
hsa-mir-3065-5p,hsa-mir-378c,144455,3190,1,0.0,0.03,0.012,0.001,True,0.0440683692471402
hsa-mir-29b-3p,hsa-mir-301a-3p,144455,667,1,0.0,0.5375,0.1995,0.0,True,0.0
hsa-mir-20b-5p,hsa-mir-629-3p,1523,1938,1,0.0,0.0135,0.706,0.001,True,0.0440683692471402
hsa-mir-20b-5p,hsa-mir-671-5p,1523,1938,1,0.0,0.011,0.0125,0.0,True,0.0
hsa-mir-200a-3p,hsa-mir-29b-1-5p,1523,84159,1,0.007,0.302,0.098,0.0005,True,0.027553725881570193
hsa-mir-200a-3p,hsa-mir-455-3p,1523,84159,1,0.0055,0.219,0.063,0.0,True,0.0
hsa-let-7f-5p,hsa-let-7g-3p,1820,2081,1,0.0,0.23,0.093,0.0,True,0.0
hsa-mir-20b-5p,hsa-mir-301b-3p,1820,4335,1,0.0,0.585,0.4045,0.0005,True,0.027553725881570193
hsa-let-7f-5p,hsa-mir-143-3p,1874,10926,1,0.0,0.0465,0.3915,0.0005,True,0.027553725881570193
hsa-let-7f-5p,hsa-mir-339-5p,1874,4998,1,0.0,0.072,0.9455,0.0005,True,0.027553725881570193
hsa-let-7f-5p,hsa-mir-143-3p,1874,79733,1,0.0,0.0455,0.1395,0.0,True,0.0
hsa-mir-29a-5p,hsa-mir-93-3p,1879,23228,1,0.0015,0.012,0.1985,0.0005,True,0.027553725881570193
hsa-mir-20b-5p,hsa-mir-363-3p,1958,2152,1,0.003,0.0445,0.0335,0.0005,True,0.027553725881570193
hsa-mir-500a-5p,hsa-mir-7-5p,196,9686,1,0.008,0.012,0.4865,0.0005,True,0.027553725881570193
hsa-mir-616-5p,hsa-mir-887-3p,1997,152006,1,0.0,0.027,0.1045,0.0005,True,0.027553725881570193
hsa-mir-29a-5p,hsa-mir-93-3p,1997,4299,1,0.0005,0.1585,0.072,0.0005,True,0.027553725881570193
hsa-mir-502-5p,hsa-mir-9-5p,1997,754,1,0.0,0.0385,0.208,0.001,True,0.0440683692471402
hsa-mir-29a-5p,hsa-mir-744-3p,1997,81631,1,0.0005,0.1145,0.0385,0.001,True,0.0440683692471402
hsa-mir-192-5p,hsa-mir-301a-3p,2099,5468,1,0.0,0.0815,0.445,0.0005,True,0.027553725881570193
hsa-mir-193b-3p,hsa-mir-500a-5p,2099,6546,1,0.0,0.017,0.6145,0.001,True,0.0440683692471402
hsa-mir-18a-3p,hsa-mir-193b-3p,2099,7039,1,0.0,0.031,0.381,0.001,True,0.0440683692471402
hsa-mir-18a-3p,hsa-mir-19a-3p,2099,7039,1,0.0005,0.0405,0.031,0.0005,True,0.027553725881570193
hsa-mir-7-5p,hsa-mir-9-5p,2099,824,1,0.005,0.012,0.0185,0.0005,True,0.027553725881570193
hsa-mir-192-5p,hsa-mir-7-5p,2099,84159,1,0.001,0.031,0.2505,0.0,True,0.0
hsa-mir-324-5p,hsa-mir-455-3p,2113,1508,1,0.001,0.023,0.035,0.0005,True,0.027553725881570193
hsa-mir-30b-5p,hsa-mir-324-5p,2113,2078,1,0.005,0.632,0.176,0.0005,True,0.027553725881570193
hsa-mir-19a-3p,hsa-mir-362-3p,2113,5328,1,0.0,0.044,0.0285,0.0,True,0.0
hsa-mir-155-5p,hsa-mir-7-5p,2627,23224,1,0.0,0.623,0.29,0.001,True,0.0440683692471402
hsa-mir-20b-5p,hsa-mir-320d,27086,5366,-1,0.0,0.145,0.4265,0.001,True,0.0440683692471402
hsa-mir-183-5p,hsa-mir-3200-3p,27086,9690,-1,0.0,0.0155,0.193,0.0,True,0.0
hsa-mir-183-5p,hsa-mir-3117-3p,283337,65125,1,0.0025,0.169,0.232,0.0,True,0.0
hsa-mir-29a-5p,hsa-mir-532-3p,3091,1490,1,0.001,0.0175,0.57,0.0005,True,0.027553725881570193
hsa-mir-29a-5p,hsa-mir-589-3p,3091,2113,1,0.0,0.0595,0.0135,0.001,True,0.0440683692471402
hsa-mir-29a-5p,hsa-mir-616-5p,3091,2113,1,0.0,0.024,0.061,0.0,True,0.0
hsa-mir-29a-5p,hsa-mir-93-3p,3091,2113,1,0.0005,0.0395,0.0135,0.0,True,0.0
hsa-mir-26b-3p,hsa-mir-93-3p,3091,2247,1,0.0015,0.9665,0.076,0.001,True,0.0440683692471402
hsa-mir-324-5p,hsa-mir-532-3p,3091,2247,1,0.001,0.1505,0.275,0.001,True,0.0440683692471402
hsa-mir-29a-5p,hsa-mir-616-5p,3091,2321,1,0.0,0.035,0.8135,0.0,True,0.0
hsa-mir-421,hsa-mir-940,3091,3098,1,0.003,0.0255,0.395,0.0005,True,0.027553725881570193
hsa-mir-29a-5p,hsa-mir-93-3p,3091,4015,1,0.0005,0.014,0.213,0.0005,True,0.027553725881570193
hsa-mir-29b-3p,hsa-mir-616-5p,3091,4170,1,0.001,0.5975,0.171,0.0,True,0.0
hsa-mir-29b-3p,hsa-mir-301b-3p,3091,4233,1,0.0025,0.5715,0.0415,0.0,True,0.0
hsa-mir-145-5p,hsa-mir-30a-5p,3091,5315,1,0.002,0.3915,0.0165,0.0,True,0.0
hsa-mir-200a-3p,hsa-mir-616-5p,3091,7764,1,0.0,0.2775,0.6065,0.001,True,0.0440683692471402
hsa-mir-29c-3p,hsa-mir-34b-3p,3091,7764,1,0.0015,0.014,0.012,0.0005,True,0.027553725881570193
hsa-mir-135b-5p,hsa-mir-320b,3516,387119,1,0.0055,0.0435,0.677,0.001,True,0.0440683692471402
hsa-mir-18a-5p,hsa-mir-215-5p,3516,387119,1,0.0035,0.113,0.0575,0.0005,True,0.027553725881570193
