"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-let-7c-5p","hsa-mir-92a-1-5p",6774,"STAT3",604,"BCL6",1,0.006,0.025,0.1845,5e-04,0.00465053675036997
"hsa-let-7c-5p","hsa-mir-92a-3p",6774,"STAT3",604,"BCL6",1,0.001,0.0145,0.248,5e-04,0.00465053675036997
"hsa-mir-106b-5p","hsa-mir-339-5p",6774,"STAT3",604,"BCL6",1,0,0.0105,0.0645,0.001,0.00827304068030337
"hsa-mir-125b-2-3p","hsa-mir-21-3p",2309,"FOXO3",665,"BNIP3L",1,0,0.3795,0.8395,0.0045,0.0265216200526919
"hsa-mir-125b-2-3p","hsa-mir-197-3p",2309,"FOXO3",665,"BNIP3L",1,0,0.338,0.0135,0.003,0.0195630434782609
"hsa-mir-125b-2-3p","hsa-mir-126-5p",2309,"FOXO3",665,"BNIP3L",1,0,0.39,0.0105,0,0
"hsa-mir-125b-2-3p","hsa-mir-218-5p",2309,"FOXO3",665,"BNIP3L",1,0,0.386,0.0855,5e-04,0.00465053675036997
"hsa-mir-125b-2-3p","hsa-mir-299-5p",3091,"HIF1A",665,"BNIP3L",1,0,0.302,0.073,0.004,0.0242992328935256
"hsa-mir-125b-2-3p","hsa-mir-29a-5p",3091,"HIF1A",665,"BNIP3L",1,0,0.3065,0.553,0.0065,0.0347114341973943
"hsa-mir-125b-2-3p","hsa-mir-340-5p",2309,"FOXO3",665,"BNIP3L",1,0,0.3915,0.0515,0.0045,0.0265216200526919
"hsa-mir-125b-2-3p","hsa-mir-1976",2309,"FOXO3",665,"BNIP3L",1,0,0.423,0.546,0,0
"hsa-mir-125b-2-3p","hsa-mir-22-3p",3091,"HIF1A",665,"BNIP3L",1,0,0.3175,0.1925,0.006,0.0327349087151223
"hsa-mir-125b-2-3p","hsa-mir-22-5p",3091,"HIF1A",665,"BNIP3L",1,0,0.3785,0.3895,0,0
"hsa-mir-125b-2-3p","hsa-mir-218-5p",3091,"HIF1A",665,"BNIP3L",1,0,0.386,0.0855,5e-04,0.00465053675036997
"hsa-mir-125b-2-3p","hsa-mir-410-3p",3091,"HIF1A",665,"BNIP3L",1,0,0.437,0.016,0.001,0.00827304068030337
"hsa-mir-125b-2-3p","hsa-mir-199a-5p",3091,"HIF1A",665,"BNIP3L",1,0,0.483,0.0955,0.0015,0.011451979253032
"hsa-mir-125b-2-3p","hsa-mir-199b-5p",3091,"HIF1A",665,"BNIP3L",1,0,0.358,0.182,5e-04,0.00465053675036997
"hsa-mir-125b-2-3p","hsa-mir-22-3p",2309,"FOXO3",665,"BNIP3L",1,0,0.3175,0.1925,0.006,0.0327349087151223
"hsa-mir-125b-2-3p","hsa-mir-889-3p",3091,"HIF1A",665,"BNIP3L",1,0,0.3435,0.0315,0.0015,0.011451979253032
"hsa-mir-221-5p","hsa-mir-30a-3p",4205,"MEF2A",667,"DST",1,0,0.332,0.4535,0.001,0.00827304068030337
"hsa-mir-221-5p","hsa-mir-3913-5p",4205,"MEF2A",667,"DST",1,0,0.358,0.0315,0.0015,0.011451979253032
"hsa-mir-130b-3p","hsa-mir-3913-5p",4205,"MEF2A",667,"DST",1,0,0.0115,0.0585,0.006,0.0327349087151223
"hsa-mir-10b-3p","hsa-mir-9-3p",405,"ARNT",667,"DST",1,0.002,0.15,0.6785,0.001,0.00827304068030337
"hsa-mir-130b-3p","hsa-mir-3913-5p",144455,"E2F7",667,"DST",1,0,0.0115,0.0585,0.006,0.0327349087151223
"hsa-mir-185-5p","hsa-mir-484",7157,"TP53",672,"BRCA1",-1,5e-04,0.167,0.0875,0.002,0.0143233974822746
"hsa-mir-212-3p","hsa-mir-330-5p",1869,"E2F1",672,"BRCA1",1,0.0035,0.0365,0.285,0.007,0.0366393295262267
"hsa-mir-218-5p","hsa-mir-223-3p",1869,"E2F1",672,"BRCA1",1,0,0.0825,0.122,0,0
"hsa-mir-17-5p","hsa-mir-200b-3p",7157,"TP53",672,"BRCA1",-1,0.0025,0.024,0.051,0.009,0.0438042112767814
"hsa-mir-212-3p","hsa-mir-330-3p",1869,"E2F1",672,"BRCA1",1,0.001,0.028,0.028,0.008,0.0403013778801257
"hsa-mir-181a-5p","hsa-mir-874-3p",1869,"E2F1",672,"BRCA1",1,0,0.049,0.046,0.0035,0.0219720958254721
"hsa-mir-181b-5p","hsa-mir-223-3p",1869,"E2F1",672,"BRCA1",1,0.0015,0.272,0.126,0.0015,0.011451979253032
"hsa-mir-181b-5p","hsa-mir-874-3p",1869,"E2F1",672,"BRCA1",1,0.0025,0.2625,0.031,5e-04,0.00465053675036997
"hsa-mir-185-5p","hsa-mir-218-5p",7157,"TP53",672,"BRCA1",-1,0.0015,0.14,0.088,0,0
"hsa-mir-212-3p","hsa-mir-874-3p",1869,"E2F1",672,"BRCA1",1,0.0015,0.0325,0.0295,0.0035,0.0219720958254721
"hsa-mir-181a-5p","hsa-mir-223-3p",1869,"E2F1",672,"BRCA1",1,0,0.0455,0.124,0.004,0.0242992328935256
"hsa-mir-29b-1-5p","hsa-mir-511-5p",1997,"ELF1",687,"KLF9",1,0,0.267,0.8885,0.0065,0.0347114341973943
"hsa-mir-127-3p","hsa-mir-148a-3p",4205,"MEF2A",687,"KLF9",1,0,0.153,0.0995,0.004,0.0242992328935256
"hsa-mir-142-3p","hsa-mir-382-5p",1997,"ELF1",687,"KLF9",1,0,0.4515,0.364,0.004,0.0242992328935256
"hsa-mir-142-3p","hsa-mir-146a-5p",1997,"ELF1",687,"KLF9",1,0,0.3975,0.037,0.0055,0.0307185093237792
"hsa-mir-3613-5p","hsa-mir-940",4205,"MEF2A",687,"KLF9",1,0,0.015,0.034,0.0045,0.0265216200526919
