"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-1301-3p","hsa-mir-362-3p",7003,"TEAD1",85461,"TANC1",1,0.0015,0.435,0.021,0.0055,0.0449164625729171
"hsa-mir-185-3p","hsa-mir-940",4605,"MYBL2",89797,"NAV2",1,0.0015,0.0565,0.018,0.0055,0.0449164625729171
"hsa-mir-1270","hsa-mir-224-5p",4205,"MEF2A",90627,"STARD13",1,0.006,0.0135,0.1155,0.0035,0.0330975043827988
"hsa-mir-10b-5p","hsa-mir-339-5p",2627,"GATA6",91461,"PKDCC",1,0.002,0.011,0.05,0.005,0.042207033047961
"hsa-mir-424-5p","hsa-mir-7-5p",2627,"GATA6",91461,"PKDCC",1,0.0015,0.022,0.224,0.001,0.0135109768675409
"hsa-mir-320c","hsa-mir-455-3p",1523,"CUX1",91663,"MYADM",1,0.0065,0.0315,0.0275,0.0055,0.0449164625729171
"hsa-mir-130b-3p","hsa-mir-145-5p",3091,"HIF1A",112399,"EGLN3",1,0,0.0405,0.0645,0.002,0.022403860249206
"hsa-mir-133a-3p","hsa-mir-301b-3p",639,"PRDM1",116984,"ARAP2",1,0.0095,0.092,0.6785,0.002,0.022403860249206
"hsa-mir-133a-3p","hsa-mir-301a-3p",639,"PRDM1",116984,"ARAP2",1,0.009,0.05,0.67,0,0
"hsa-mir-19a-3p","hsa-mir-877-5p",639,"PRDM1",116984,"ARAP2",1,0.0015,0.0175,0.86,0.0035,0.0330975043827988
"hsa-mir-133a-3p","hsa-mir-20a-5p",639,"PRDM1",116984,"ARAP2",1,0.008,0.097,0.0935,0,0
"hsa-mir-133a-3p","hsa-mir-93-5p",639,"PRDM1",116984,"ARAP2",1,0.006,0.0785,0.139,0,0
"hsa-mir-130a-3p","hsa-mir-2355-5p",7586,"ZKSCAN1",128272,"ARHGEF19",1,0.003,0.015,0.045,0.005,0.042207033047961
"hsa-mir-429","hsa-mir-4326",4609,"MYC",134430,"WDR36",1,0,0.13,0.288,0.003,0.0297973950012186
"hsa-mir-17-5p","hsa-mir-19b-1-5p",4205,"MEF2A",135112,"NCOA7",1,0,0.0245,0.3485,5e-04,0.00787453842851009
"hsa-mir-17-5p","hsa-mir-19a-3p",4205,"MEF2A",135112,"NCOA7",1,0,0.0155,0.0405,0.006,0.0476884872911656
"hsa-mir-654-5p","hsa-mir-874-3p",639,"PRDM1",140576,"S100A16",1,0,0.165,0.017,0.003,0.0297973950012186
"hsa-mir-141-3p","hsa-mir-200c-3p",4205,"MEF2A",140609,"NEK7",1,0,0.0225,0.1005,0,0
"hsa-mir-141-3p","hsa-mir-200b-3p",4205,"MEF2A",140609,"NEK7",1,0,0.0125,0.0135,0,0
"hsa-mir-143-3p","hsa-mir-195-5p",688,"KLF5",140688,"NOL4L",1,0.0015,0.033,0.0255,0.004,0.0362805143422354
"hsa-mir-130a-3p","hsa-mir-200c-3p",51341,"ZBTB7A",146330,"FBXL16",-1,0,0.8915,0.3265,0,0
"hsa-mir-130b-5p","hsa-mir-511-5p",51341,"ZBTB7A",146330,"FBXL16",-1,5e-04,0.0715,0.3275,0.004,0.0362805143422354
"hsa-mir-301a-3p","hsa-mir-744-3p",1997,"ELF1",152006,"RNF38",1,5e-04,0.078,0.0115,0.0035,0.0330975043827988
"hsa-mir-20a-5p","hsa-mir-616-5p",6689,"SPIB",165631,"PARP15",1,0,0.013,0.129,0.0015,0.0182691592508965
"hsa-mir-192-5p","hsa-mir-452-3p",6689,"SPIB",165631,"PARP15",1,0.002,0.2015,0.157,0.0025,0.0261967203748143
"hsa-mir-17-5p","hsa-mir-193b-3p",6689,"SPIB",165631,"PARP15",1,0,0.0315,0.3545,0.0055,0.0449164625729171
"hsa-mir-181a-2-3p","hsa-mir-424-5p",7003,"TEAD1",166336,"PRICKLE2",1,0.007,0.0525,0.214,0.004,0.0362805143422354
"hsa-mir-125b-5p","hsa-mir-34b-3p",7764,"ZNF217",200424,"TET3",1,0,0.0325,0.6155,0.002,0.022403860249206
"hsa-mir-130a-5p","hsa-mir-3199",7764,"ZNF217",200424,"TET3",1,0,0.0145,0.078,0.0055,0.0449164625729171
"hsa-mir-125b-5p","hsa-mir-133a-3p",7764,"ZNF217",200424,"TET3",1,0,0.021,0.22,0.0055,0.0449164625729171
"hsa-mir-125b-2-3p","hsa-mir-151a-3p",7528,"YY1",201562,"HACD2",1,0.0095,0.0895,0.2805,0.0015,0.0182691592508965
"hsa-mir-200a-3p","hsa-mir-582-3p",10499,"NCOA2",204851,"HIPK1",1,0,0.035,0.0365,0.001,0.0135109768675409
"hsa-mir-589-3p","hsa-mir-939-5p",8648,"NCOA1",204851,"HIPK1",1,0,0.0275,0.365,0.0055,0.0449164625729171
"hsa-mir-182-5p","hsa-mir-491-3p",4205,"MEF2A",221037,"JMJD1C",1,0,0.287,0.0215,5e-04,0.00787453842851009
