"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-145-5p","hsa-mir-214-3p",7003,"TEAD1",3895,"KTN1",1,0,0.128,0.304,0.0025,0.00828396427605955
"hsa-mir-145-5p","hsa-mir-30a-5p",7003,"TEAD1",3895,"KTN1",1,0,0.1315,0.042,0.008,0.0216768298673653
"hsa-mir-150-5p","hsa-mir-503-5p",7003,"TEAD1",3895,"KTN1",1,5e-04,0.078,0.2595,0,0
"hsa-mir-335-5p","hsa-mir-940",7003,"TEAD1",3915,"LAMC1",1,0,0.011,0.048,0.0025,0.00828396427605955
"hsa-mir-335-5p","hsa-mir-342-3p",1879,"EBF1",3915,"LAMC1",1,0,0.015,0.036,0,0
"hsa-mir-362-5p","hsa-mir-940",7003,"TEAD1",3915,"LAMC1",1,0,0.0155,0.053,0.0025,0.00828396427605955
"hsa-mir-335-5p","hsa-mir-342-3p",7003,"TEAD1",3915,"LAMC1",1,0,0.015,0.036,0,0
"hsa-mir-185-3p","hsa-mir-505-3p",7003,"TEAD1",3915,"LAMC1",1,0,0.029,0.012,0.002,0.00686677317619719
"hsa-mir-1301-3p","hsa-mir-335-5p",1879,"EBF1",3915,"LAMC1",1,0,0.0115,0.013,0,0
"hsa-mir-335-5p","hsa-mir-940",1879,"EBF1",3915,"LAMC1",1,0,0.011,0.048,0.0025,0.00828396427605955
"hsa-mir-1301-3p","hsa-mir-335-5p",7003,"TEAD1",3915,"LAMC1",1,0,0.0115,0.013,0,0
"hsa-mir-26b-3p","hsa-mir-33a-5p",571,"BACH1",3930,"LBR",1,0.003,0.059,0.062,0.0015,0.00537950932477974
"hsa-mir-19b-1-5p","hsa-mir-500b-5p",2113,"ETS1",3936,"LCP1",1,0,0.051,0.044,0.001,0.0037963109535772
"hsa-mir-133b","hsa-mir-150-5p",6667,"SP1",3949,"LDLR",1,0.0075,0.051,0.756,5e-04,0.00206526839983525
"hsa-mir-133b","hsa-mir-204-5p",6667,"SP1",3949,"LDLR",1,0.0045,0.0405,0.7725,0.001,0.0037963109535772
"hsa-mir-144-3p","hsa-mir-16-2-3p",367,"AR",3977,"LIFR",1,0,0.0635,0.043,0.0025,0.00828396427605955
"hsa-mir-331-3p","hsa-mir-625-5p",367,"AR",3977,"LIFR",1,0,0.0205,0.0225,5e-04,0.00206526839983525
"hsa-mir-26b-3p","hsa-mir-326",367,"AR",3977,"LIFR",1,0,0.083,0.227,0,0
"hsa-mir-484","hsa-mir-625-5p",367,"AR",3977,"LIFR",1,0,0.0385,0.028,0.001,0.0037963109535772
"hsa-mir-2110","hsa-mir-331-3p",367,"AR",3977,"LIFR",1,0,0.0705,0.03,0.0025,0.00828396427605955
"hsa-mir-23b-5p","hsa-mir-625-5p",367,"AR",3977,"LIFR",1,5e-04,0.067,0.0855,0.005,0.014740642092323
"hsa-mir-26b-3p","hsa-mir-31-5p",367,"AR",3977,"LIFR",1,0,0.0755,0.086,0,0
"hsa-mir-339-5p","hsa-mir-625-5p",367,"AR",3977,"LIFR",1,0,0.211,0.048,5e-04,0.00206526839983525
"hsa-mir-16-2-3p","hsa-mir-339-5p",367,"AR",3977,"LIFR",1,0,0.0405,0.2005,0.0015,0.00537950932477974
"hsa-mir-144-3p","hsa-mir-27a-5p",367,"AR",3977,"LIFR",1,0,0.098,0.045,0.006,0.0171259799736086
"hsa-mir-16-2-3p","hsa-mir-200a-5p",367,"AR",3977,"LIFR",1,0,0.0295,0.0145,0.006,0.0171259799736086
"hsa-mir-31-5p","hsa-mir-339-5p",367,"AR",3977,"LIFR",1,0,0.097,0.2475,5e-04,0.00206526839983525
"hsa-mir-31-5p","hsa-mir-421",367,"AR",3977,"LIFR",1,0,0.0825,0.052,0,0
"hsa-mir-27a-5p","hsa-mir-3614-3p",367,"AR",3977,"LIFR",1,0,0.03,0.015,0,0
"hsa-mir-335-5p","hsa-mir-625-5p",367,"AR",3977,"LIFR",1,0,0.1105,0.0235,5e-04,0.00206526839983525
"hsa-mir-26b-3p","hsa-mir-625-5p",367,"AR",3977,"LIFR",1,0,0.1055,0.045,0.002,0.00686677317619719
"hsa-mir-200a-5p","hsa-mir-625-5p",367,"AR",3977,"LIFR",1,0,0.0105,0.0475,0.0045,0.0135177676723668
"hsa-mir-17-5p","hsa-mir-505-3p",5316,"PKNOX1",3987,"LIMS1",1,0.001,0.255,0.024,0.007,0.019426893081761
"hsa-mir-455-3p","hsa-mir-505-3p",5316,"PKNOX1",3987,"LIMS1",1,5e-04,0.0125,0.024,5e-04,0.00206526839983525
"hsa-mir-1307-3p","hsa-mir-550a-3p",1390,"CREM",3987,"LIMS1",1,0.001,0.068,0.0235,0.006,0.0171259799736086
"hsa-mir-1307-3p","hsa-mir-548v",6938,"TCF12",3987,"LIMS1",1,0,0.0235,0.0275,0.006,0.0171259799736086
"hsa-mir-505-3p","hsa-mir-584-5p",3516,"RBPJ",3987,"LIMS1",1,0.004,0.0305,0.8865,0.0055,0.01593687781815
"hsa-mir-424-5p","hsa-mir-505-3p",3516,"RBPJ",3987,"LIMS1",1,0,0.079,0.0345,0.0015,0.00537950932477974
"hsa-mir-505-3p","hsa-mir-584-5p",6938,"TCF12",3987,"LIMS1",1,0,0.0305,0.8865,0.0055,0.01593687781815
"hsa-mir-1307-3p","hsa-mir-155-5p",6938,"TCF12",3987,"LIMS1",1,0,0.055,0.263,0.004,0.0122608502361767
"hsa-mir-424-5p","hsa-mir-505-3p",5316,"PKNOX1",3987,"LIMS1",1,0.0015,0.079,0.0345,0.0015,0.00537950932477974
"hsa-mir-19a-3p","hsa-mir-615-3p",1316,"KLF6",4000,"LMNA",1,0.002,0.0145,0.036,0,0
"hsa-mir-17-5p","hsa-mir-484",1316,"KLF6",4000,"LMNA",1,0,0.103,0.015,0,0
"hsa-mir-183-5p","hsa-mir-484",1316,"KLF6",4000,"LMNA",1,0.003,0.03,0.0215,0.001,0.0037963109535772
"hsa-mir-335-3p","hsa-mir-671-5p",7025,"NR2F1",4035,"LRP1",1,0,0.041,0.0195,0.0055,0.01593687781815
"hsa-mir-342-5p","hsa-mir-671-5p",7025,"NR2F1",4035,"LRP1",1,0.0035,0.2745,0.019,0.006,0.0171259799736086
"hsa-let-7g-3p","hsa-mir-342-5p",7025,"NR2F1",4035,"LRP1",1,0,0.42,0.218,0.008,0.0216768298673653
"hsa-mir-500a-3p","hsa-mir-671-5p",7025,"NR2F1",4035,"LRP1",1,0,0.0185,0.0155,0.003,0.00965021772092842
"hsa-mir-126-3p","hsa-mir-425-5p",196528,"ARID2",4040,"LRP6",1,0,0.062,0.265,0.0095,0.0249079785464167
"hsa-mir-320b","hsa-mir-425-5p",196528,"ARID2",4040,"LRP6",1,0.002,0.0145,0.288,5e-04,0.00206526839983525
"hsa-mir-33a-5p","hsa-mir-425-5p",7543,"ZFX",4087,"SMAD2",1,0.001,0.064,0.014,0.0095,0.0249079785464167
"hsa-mir-26b-5p","hsa-mir-425-5p",7543,"ZFX",4087,"SMAD2",1,0,0.0225,0.0265,0.0035,0.0109743199840832
"hsa-mir-33a-5p","hsa-mir-548o-3p",7543,"ZFX",4087,"SMAD2",1,5e-04,0.06,0.0305,0.0015,0.00537950932477974
"hsa-mir-155-5p","hsa-mir-19b-1-5p",10765,"KDM5B",4088,"SMAD3",1,0,0.0405,0.0195,0.0075,0.0205637965601803
"hsa-mir-155-5p","hsa-mir-214-3p",861,"RUNX1",4088,"SMAD3",1,0.002,0.0375,0.122,0.0095,0.0249079785464167
"hsa-mir-200a-3p","hsa-mir-93-5p",861,"RUNX1",4088,"SMAD3",1,0.0095,0.0175,0.014,0.003,0.00965021772092842
"hsa-mir-17-5p","hsa-mir-429",2113,"ETS1",4089,"SMAD4",1,0,0.013,0.053,0,0
"hsa-mir-429","hsa-mir-93-5p",2113,"ETS1",4089,"SMAD4",1,0,0.034,0.1825,0,0
"hsa-mir-148b-5p","hsa-mir-203a-3p",2113,"ETS1",4089,"SMAD4",1,0,0.042,0.4135,0.0095,0.0249079785464167
"hsa-mir-148b-5p","hsa-mir-93-5p",2113,"ETS1",4089,"SMAD4",1,0,0.047,0.1145,0,0
"hsa-mir-148b-5p","hsa-mir-196b-5p",2113,"ETS1",4089,"SMAD4",1,0,0.022,0.364,5e-04,0.00206526839983525
"hsa-mir-200c-3p","hsa-mir-671-5p",2113,"ETS1",4089,"SMAD4",1,0,0.013,0.031,0,0
"hsa-mir-127-5p","hsa-mir-616-3p",6667,"SP1",4089,"SMAD4",1,0.0015,0.054,0.1885,0.004,0.0122608502361767
"hsa-mir-149-5p","hsa-mir-26b-5p",6667,"SP1",4089,"SMAD4",1,0,0.382,0.1335,0.005,0.014740642092323
"hsa-mir-148b-5p","hsa-mir-190a-5p",2113,"ETS1",4089,"SMAD4",1,0,0.0595,0.4055,0.002,0.00686677317619719
"hsa-mir-196a-5p","hsa-mir-200c-3p",2113,"ETS1",4089,"SMAD4",1,0,0.0165,0.024,0,0
"hsa-mir-200b-3p","hsa-mir-34a-3p",2113,"ETS1",4089,"SMAD4",1,0,0.0245,0.2,5e-04,0.00206526839983525
"hsa-mir-196a-5p","hsa-mir-200b-3p",2113,"ETS1",4089,"SMAD4",1,0,0.0265,0.02,0.0025,0.00828396427605955
"hsa-mir-19b-3p","hsa-mir-429",2113,"ETS1",4089,"SMAD4",1,0,0.0435,0.031,0.006,0.0171259799736086
"hsa-mir-148b-5p","hsa-mir-19b-3p",2113,"ETS1",4089,"SMAD4",1,0,0.0585,0.0365,0,0
"hsa-mir-203a-3p","hsa-mir-32-3p",2113,"ETS1",4089,"SMAD4",1,0,0.395,0.0105,0.0025,0.00828396427605955
"hsa-mir-1180-3p","hsa-mir-26b-5p",2113,"ETS1",4089,"SMAD4",1,0,0.2135,0.146,0.006,0.0171259799736086
"hsa-mir-127-5p","hsa-mir-203a-3p",6667,"SP1",4089,"SMAD4",1,0.0015,0.076,0.3845,0.0095,0.0249079785464167
"hsa-mir-196a-5p","hsa-mir-32-3p",2113,"ETS1",4089,"SMAD4",1,0,0.0225,0.024,0,0
"hsa-mir-148b-5p","hsa-mir-19b-1-5p",2113,"ETS1",4089,"SMAD4",1,0,0.0365,0.0215,0,0
"hsa-mir-196b-5p","hsa-mir-429",2113,"ETS1",4089,"SMAD4",1,0,0.4115,0.045,0,0
"hsa-mir-148b-5p","hsa-mir-671-5p",2113,"ETS1",4089,"SMAD4",1,0,0.0545,0.051,0,0
"hsa-mir-148b-5p","hsa-mir-34a-3p",2113,"ETS1",4089,"SMAD4",1,0,0.0345,0.218,0,0
"hsa-mir-324-5p","hsa-mir-671-5p",2113,"ETS1",4089,"SMAD4",1,0.001,0.164,0.038,0.0055,0.01593687781815
"hsa-mir-19b-1-5p","hsa-mir-548o-3p",2113,"ETS1",4089,"SMAD4",1,0,0.0225,0.02,0.0025,0.00828396427605955
"hsa-mir-200c-3p","hsa-mir-20a-5p",2113,"ETS1",4089,"SMAD4",1,0,0.0105,0.2665,5e-04,0.00206526839983525
"hsa-mir-127-5p","hsa-mir-196a-5p",6667,"SP1",4089,"SMAD4",1,0.0035,0.0835,0.0215,0.005,0.014740642092323
"hsa-mir-377-3p","hsa-mir-616-3p",2113,"ETS1",4089,"SMAD4",1,0.0075,0.0855,0.223,0.0045,0.0135177676723668
"hsa-mir-127-5p","hsa-mir-19b-1-5p",6667,"SP1",4089,"SMAD4",1,0.004,0.057,0.0175,0.004,0.0122608502361767
"hsa-mir-148b-5p","hsa-mir-196a-5p",2113,"ETS1",4089,"SMAD4",1,0,0.0475,0.0235,0.001,0.0037963109535772
"hsa-mir-127-5p","hsa-mir-452-5p",6667,"SP1",4089,"SMAD4",1,0.003,0.0595,0.0325,0.0075,0.0205637965601803
"hsa-mir-299-5p","hsa-mir-616-3p",6667,"SP1",4089,"SMAD4",1,0.004,0.065,0.1685,0.0075,0.0205637965601803
"hsa-mir-125a-3p","hsa-mir-200b-3p",2113,"ETS1",4089,"SMAD4",1,0.0065,0.0115,0.018,0.006,0.0171259799736086
"hsa-mir-1180-3p","hsa-mir-19b-1-5p",2113,"ETS1",4089,"SMAD4",1,0,0.176,0.024,5e-04,0.00206526839983525
"hsa-mir-196b-5p","hsa-mir-324-5p",2113,"ETS1",4089,"SMAD4",1,0,0.4125,0.1805,0.001,0.0037963109535772
"hsa-mir-148b-5p","hsa-mir-17-5p",2113,"ETS1",4089,"SMAD4",1,0,0.0535,0.0195,0,0
"hsa-mir-200c-3p","hsa-mir-26b-5p",2113,"ETS1",4089,"SMAD4",1,0,0.0245,0.163,0.0045,0.0135177676723668
"hsa-mir-17-5p","hsa-mir-200c-3p",2113,"ETS1",4089,"SMAD4",1,0,0.012,0.0175,0,0
"hsa-mir-196b-5p","hsa-mir-200c-3p",2113,"ETS1",4089,"SMAD4",1,0,0.386,0.025,0.0015,0.00537950932477974
"hsa-mir-19b-1-5p","hsa-mir-200c-3p",2113,"ETS1",4089,"SMAD4",1,0,0.0215,0.011,0.006,0.0171259799736086
"hsa-mir-33a-5p","hsa-mir-671-5p",6667,"SP1",4089,"SMAD4",1,0,0.072,0.043,5e-04,0.00206526839983525
"hsa-mir-182-5p","hsa-mir-429",2113,"ETS1",4089,"SMAD4",1,0,0.014,0.037,0,0
"hsa-mir-1180-3p","hsa-mir-146a-5p",2113,"ETS1",4089,"SMAD4",1,0,0.2275,0.026,0.006,0.0171259799736086
"hsa-mir-148b-5p","hsa-mir-20a-5p",2113,"ETS1",4089,"SMAD4",1,0,0.0445,0.274,0,0
"hsa-mir-196b-5p","hsa-mir-32-3p",2113,"ETS1",4089,"SMAD4",1,0,0.3895,0.017,0.001,0.0037963109535772
"hsa-mir-324-5p","hsa-mir-671-5p",6667,"SP1",4089,"SMAD4",1,5e-04,0.164,0.038,0.0055,0.01593687781815
"hsa-mir-127-5p","hsa-mir-17-5p",6667,"SP1",4089,"SMAD4",1,0.0025,0.071,0.0125,0.008,0.0216768298673653
"hsa-mir-221-5p","hsa-mir-501-5p",4089,"SMAD4",4092,"SMAD7",1,5e-04,0.1855,0.0205,0.007,0.019426893081761
"hsa-mir-421","hsa-mir-9-3p",4089,"SMAD4",4092,"SMAD7",1,5e-04,0.0325,0.872,0.0075,0.0205637965601803
"hsa-let-7a-2-3p","hsa-mir-1301-3p",60468,"BACH2",4097,"MAFG",1,0,0.103,0.8005,0.003,0.00965021772092842
"hsa-mir-15b-3p","hsa-mir-185-3p",60468,"BACH2",4097,"MAFG",1,0,0.018,0.6825,0.001,0.0037963109535772
"hsa-mir-16-2-3p","hsa-mir-484",7543,"ZFX",4122,"MAN2A2",1,0.0045,0.6165,0.4275,0.005,0.014740642092323
"hsa-mir-127-5p","hsa-mir-370-3p",6667,"SP1",4144,"MAT2A",1,0.0085,0.0105,0.2575,0.0055,0.01593687781815
"hsa-mir-221-5p","hsa-mir-625-3p",7003,"TEAD1",4154,"MBNL1",1,0,0.0295,0.014,0.0015,0.00537950932477974
"hsa-mir-142-5p","hsa-mir-221-5p",7003,"TEAD1",4154,"MBNL1",1,0,0.025,0.037,0,0
"hsa-mir-142-3p","hsa-mir-625-3p",4205,"MEF2A",4154,"MBNL1",1,0.0015,0.1085,0.021,0,0
"hsa-mir-142-5p","hsa-mir-219a-1-3p",7003,"TEAD1",4154,"MBNL1",1,0,0.019,0.025,0.0045,0.0135177676723668
"hsa-mir-20a-5p","hsa-mir-494-3p",7003,"TEAD1",4154,"MBNL1",1,0,0.0135,0.271,0.006,0.0171259799736086
"hsa-mir-149-5p","hsa-mir-196b-5p",6667,"SP1",4170,"MCL1",1,0.002,0.0355,0.3995,0.0035,0.0109743199840832
"hsa-mir-135b-5p","hsa-mir-362-3p",6774,"STAT3",4170,"MCL1",1,0,0.611,0.554,0.0095,0.0249079785464167
"hsa-mir-194-5p","hsa-mir-337-3p",6774,"STAT3",4170,"MCL1",1,0,0.408,0.6125,0.0055,0.01593687781815
"hsa-mir-200a-3p","hsa-mir-214-3p",2113,"ETS1",4170,"MCL1",1,0,0.8725,0.416,0.002,0.00686677317619719
"hsa-mir-135b-5p","hsa-mir-362-3p",2113,"ETS1",4170,"MCL1",1,0,0.611,0.554,0.0095,0.0249079785464167
"hsa-mir-200a-3p","hsa-mir-214-3p",6774,"STAT3",4170,"MCL1",1,0,0.8725,0.416,0.002,0.00686677317619719
"hsa-mir-200a-3p","hsa-mir-337-3p",6774,"STAT3",4170,"MCL1",1,0,0.893,0.517,0.0055,0.01593687781815
"hsa-mir-18a-5p","hsa-mir-193b-3p",2099,"ESR1",4193,"MDM2",1,0,0.9375,0.034,5e-04,0.00206526839983525
"hsa-mir-192-5p","hsa-mir-320b",7161,"TP73",4193,"MDM2",1,0.009,0.54,0.026,0.008,0.0216768298673653
"hsa-mir-130b-3p","hsa-mir-192-3p",2099,"ESR1",4193,"MDM2",1,0,0.3265,0.0895,0.007,0.019426893081761
"hsa-mir-130a-3p","hsa-mir-335-3p",2099,"ESR1",4193,"MDM2",1,0.0015,0.019,0.0975,0.0035,0.0109743199840832
"hsa-mir-192-3p","hsa-mir-194-3p",7157,"TP53",4193,"MDM2",1,0.008,0.0605,0.3305,5e-04,0.00206526839983525
"hsa-mir-103a-2-5p","hsa-mir-362-5p",7157,"TP53",4193,"MDM2",1,0.0035,0.4645,0.375,0.005,0.014740642092323
"hsa-mir-155-5p","hsa-mir-223-3p",4205,"MEF2A",4208,"MEF2C",1,0.001,0.2275,0.012,5e-04,0.00206526839983525
"hsa-mir-342-5p","hsa-mir-362-3p",4205,"MEF2A",4208,"MEF2C",1,5e-04,0.0195,0.0125,5e-04,0.00206526839983525
"hsa-mir-148a-5p","hsa-mir-223-3p",6925,"TCF4",4208,"MEF2C",1,0.006,0.0125,0.019,0,0
"hsa-mir-142-3p","hsa-mir-3065-3p",4205,"MEF2A",4209,"MEF2D",1,0.0015,0.0405,0.0225,0.0015,0.00537950932477974
"hsa-mir-191-3p","hsa-mir-511-5p",687,"KLF9",4209,"MEF2D",1,0,0.1775,0.1155,0.009,0.023840869252011
"hsa-mir-342-5p","hsa-mir-940",687,"KLF9",4209,"MEF2D",1,5e-04,0.1545,0.012,0.0085,0.0227665746750619
"hsa-mir-320c","hsa-mir-514a-3p",5090,"PBX3",4212,"MEIS2",1,5e-04,0.1155,0.372,0.0035,0.0109743199840832
"hsa-mir-20a-5p","hsa-mir-31-5p",5090,"PBX3",4212,"MEIS2",1,0,0.0295,0.016,0,0
"hsa-mir-194-5p","hsa-mir-320c",5090,"PBX3",4212,"MEIS2",1,0,0.025,0.151,0.004,0.0122608502361767
"hsa-mir-320c","hsa-mir-378a-3p",5090,"PBX3",4212,"MEIS2",1,5e-04,0.2065,0.4655,0,0
"hsa-mir-150-5p","hsa-mir-377-5p",4609,"MYC",4233,"MET",1,0.0075,0.495,0.811,0.0045,0.0135177676723668
"hsa-mir-135b-5p","hsa-mir-148a-3p",4211,"MEIS1",4281,"MID1",1,0,0.0695,0.139,0.0095,0.0249079785464167
"hsa-mir-20a-5p","hsa-mir-7-5p",405,"ARNT",4281,"MID1",1,5e-04,0.048,0.0105,0.007,0.019426893081761
"hsa-mir-148a-3p","hsa-mir-200a-5p",1997,"ELF1",4299,"AFF1",1,0.006,0.0255,0.014,0.0045,0.0135177676723668
"hsa-mir-142-3p","hsa-mir-3130-5p",3662,"IRF4",4299,"AFF1",1,0,0.1945,0.282,0.0055,0.01593687781815
"hsa-mir-146a-5p","hsa-mir-31-5p",3662,"IRF4",4299,"AFF1",1,0,0.011,0.029,0.0055,0.01593687781815
"hsa-mir-146a-5p","hsa-mir-148a-3p",3662,"IRF4",4299,"AFF1",1,0,0.0135,0.0165,0.003,0.00965021772092842
"hsa-mir-1-3p","hsa-mir-133b",2113,"ETS1",4318,"MMP9",1,0.0055,0.1265,0.2885,0.0055,0.01593687781815
"hsa-mir-26b-5p","hsa-mir-339-5p",6688,"SPI1",4332,"MNDA",1,0.0035,0.0135,0.0535,0.002,0.00686677317619719
"hsa-mir-18a-5p","hsa-mir-939-5p",7376,"NR1H2",4335,"MNT",1,0,0.0765,0.011,0.0045,0.0135177676723668
"hsa-mir-7-5p","hsa-mir-939-5p",7376,"NR1H2",4335,"MNT",1,0,0.0615,0.0125,0.0075,0.0205637965601803
"hsa-mir-424-5p","hsa-mir-532-3p",7376,"NR1H2",4335,"MNT",1,0.0025,0.8465,0.1205,0.0045,0.0135177676723668
"hsa-mir-339-5p","hsa-mir-362-3p",2113,"ETS1",4363,"ABCC1",1,0,0.051,0.557,0.001,0.0037963109535772
"hsa-mir-339-5p","hsa-mir-484",2113,"ETS1",4363,"ABCC1",1,0.001,0.0815,0.0175,0,0
"hsa-mir-155-5p","hsa-mir-339-5p",2113,"ETS1",4363,"ABCC1",1,0,0.8065,0.0785,5e-04,0.00206526839983525
"hsa-mir-339-5p","hsa-mir-424-5p",2113,"ETS1",4363,"ABCC1",1,0,0.1115,0.0135,0.001,0.0037963109535772
"hsa-mir-155-5p","hsa-mir-532-3p",2113,"ETS1",4363,"ABCC1",1,5e-04,0.7735,0.0455,5e-04,0.00206526839983525
"hsa-mir-145-5p","hsa-mir-337-3p",6774,"STAT3",4582,"MUC1",1,0,0.2155,0.6305,0.005,0.014740642092323
"hsa-mir-145-5p","hsa-mir-323a-3p",6774,"STAT3",4582,"MUC1",1,0,0.188,0.941,0.001,0.0037963109535772
"hsa-let-7c-5p","hsa-mir-1-3p",1875,"E2F5",4609,"MYC",1,0,0.011,0.034,0.001,0.0037963109535772
"hsa-let-7c-5p","hsa-mir-143-3p",3172,"HNF4A",4609,"MYC",1,0,0.0115,0.1445,0,0
"hsa-let-7c-5p","hsa-mir-143-3p",2305,"FOXM1",4609,"MYC",1,0,0.0115,0.1445,0,0
"hsa-mir-1304-5p","hsa-mir-940",4208,"MEF2C",4627,"MYH9",1,0,0.0285,0.355,0.007,0.019426893081761
"hsa-mir-129-5p","hsa-mir-744-3p",4205,"MEF2A",4627,"MYH9",1,0,0.917,0.2865,0.0095,0.0249079785464167
"hsa-mir-26b-5p","hsa-mir-424-5p",4208,"MEF2C",4627,"MYH9",1,0,0.0105,0.18,0.005,0.014740642092323
"hsa-mir-130b-5p","hsa-mir-589-3p",4208,"MEF2C",4627,"MYH9",1,0,0.0315,0.0465,0.0095,0.0249079785464167
"hsa-mir-1271-5p","hsa-mir-195-5p",688,"KLF5",4645,"MYO5B",1,0.007,0.891,0.018,0.0075,0.0205637965601803
"hsa-mir-19a-3p","hsa-mir-576-5p",1385,"CREB1",4763,"NF1",1,0.0015,0.305,0.063,0.0085,0.0227665746750619
"hsa-mir-19b-3p","hsa-mir-204-5p",1385,"CREB1",4763,"NF1",1,0.0025,0.029,0.015,0.001,0.0037963109535772
"hsa-mir-153-3p","hsa-mir-629-3p",4208,"MEF2C",4772,"NFATC1",1,0.005,0.703,0.0145,0.0045,0.0135177676723668
"hsa-mir-125a-3p","hsa-mir-431-5p",687,"KLF9",4782,"NFIC",1,0,0.0605,0.018,0.004,0.0122608502361767
"hsa-mir-127-5p","hsa-mir-9-5p",6667,"SP1",4790,"NFKB1",1,0.003,0.536,0.0345,0.008,0.0216768298673653
"hsa-mir-324-5p","hsa-mir-9-5p",2113,"ETS1",4790,"NFKB1",1,5e-04,0.3835,0.0775,0.0045,0.0135177676723668
"hsa-mir-7-5p","hsa-mir-96-5p",2625,"GATA3",4790,"NFKB1",1,0.007,0.0115,0.0335,0,0
"hsa-mir-324-5p","hsa-mir-9-5p",6667,"SP1",4790,"NFKB1",1,0.002,0.3835,0.0775,0.0045,0.0135177676723668
"hsa-mir-149-5p","hsa-mir-9-5p",6667,"SP1",4790,"NFKB1",1,0.0015,0.0335,0.037,0.0065,0.0182793030488427
"hsa-mir-324-5p","hsa-mir-9-5p",4772,"NFATC1",4790,"NFKB1",1,0,0.3835,0.0775,0.0045,0.0135177676723668
"hsa-mir-324-5p","hsa-mir-484",2308,"FOXO1",4846,"NOS3",1,5e-04,0.0255,0.0885,0.0025,0.00828396427605955
"hsa-mir-155-5p","hsa-mir-188-3p",1386,"ATF2",4846,"NOS3",-1,0.0045,0.535,0.108,0.0045,0.0135177676723668
"hsa-mir-324-5p","hsa-mir-484",2113,"ETS1",4846,"NOS3",1,0,0.0255,0.0885,0.0025,0.00828396427605955
"hsa-mir-136-5p","hsa-mir-326",27086,"FOXP1",4928,"NUP98",-1,0.0025,0.2275,0.12,0.0015,0.00537950932477974
"hsa-mir-106a-5p","hsa-mir-19b-1-5p",2113,"ETS1",4939,"OAS2",1,0,0.193,0.0505,0.0065,0.0182793030488427
"hsa-mir-18a-5p","hsa-mir-342-3p",2099,"ESR1",5054,"SERPINE1",1,0,0.047,0.023,0.0065,0.0182793030488427
"hsa-mir-18a-5p","hsa-mir-342-3p",3091,"HIF1A",5054,"SERPINE1",1,0.0035,0.047,0.023,0.0065,0.0182793030488427
"hsa-mir-331-3p","hsa-mir-378a-3p",1869,"E2F1",5054,"SERPINE1",-1,0,0.1805,0.0615,0.0055,0.01593687781815
"hsa-mir-200c-3p","hsa-mir-93-5p",3725,"JUN",5054,"SERPINE1",1,0.006,0.0195,0.011,0.0085,0.0227665746750619
"hsa-mir-338-3p","hsa-mir-7-5p",860,"RUNX2",5069,"PAPPA",1,0.002,0.016,0.038,0.0025,0.00828396427605955
"hsa-mir-145-5p","hsa-mir-653-5p",6667,"SP1",5080,"PAX6",1,0.002,0.24,0.021,0.0025,0.00828396427605955
"hsa-mir-326","hsa-mir-7-5p",6667,"SP1",5080,"PAX6",1,0.003,0.105,0.343,0,0
"hsa-mir-424-5p","hsa-mir-653-5p",6667,"SP1",5080,"PAX6",1,0.0015,0.027,0.026,0,0
"hsa-mir-214-3p","hsa-mir-93-5p",6671,"SP4",5108,"PCM1",1,0.001,0.0605,0.6105,0.0085,0.0227665746750619
"hsa-mir-33b-5p","hsa-mir-3922-3p",6671,"SP4",5108,"PCM1",1,0,0.029,0.075,0.0055,0.01593687781815
"hsa-mir-221-5p","hsa-mir-30a-5p",6671,"SP4",5108,"PCM1",1,0,0.0305,0.4245,0.003,0.00965021772092842
"hsa-mir-450a-5p","hsa-mir-624-5p",6671,"SP4",5108,"PCM1",1,0.0015,0.195,0.3995,0.0065,0.0182793030488427
"hsa-mir-425-5p","hsa-mir-624-5p",6671,"SP4",5108,"PCM1",1,0.0015,0.029,0.35,0.0035,0.0109743199840832
"hsa-mir-214-3p","hsa-mir-335-5p",6671,"SP4",5108,"PCM1",1,5e-04,0.0355,0.07,0.009,0.023840869252011
"hsa-mir-326","hsa-mir-376a-5p",1385,"CREB1",5122,"PCSK1",1,0,0.057,0.3955,0,0
"hsa-mir-144-5p","hsa-mir-223-3p",9935,"MAFB",5126,"PCSK2",1,0,0.5445,0.067,0.004,0.0122608502361767
"hsa-mir-127-5p","hsa-mir-486-5p",196528,"ARID2",5128,"CDK17",1,0,0.051,0.4215,0.005,0.014740642092323
"hsa-mir-505-3p","hsa-mir-532-3p",9575,"CLOCK",5130,"PCYT1A",1,0.0035,0.141,0.1715,0.009,0.023840869252011
"hsa-mir-191-5p","hsa-mir-505-3p",7003,"TEAD1",5130,"PCYT1A",1,0,0.215,0.1345,0.0045,0.0135177676723668
"hsa-mir-3613-5p","hsa-mir-484",9575,"CLOCK",5130,"PCYT1A",1,0,0.136,0.2865,0.0095,0.0249079785464167
"hsa-mir-141-3p","hsa-mir-148a-3p",9575,"CLOCK",5130,"PCYT1A",1,5e-04,0.0295,0.1645,0.0015,0.00537950932477974
