miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-214-3p,hsa-mir-627-5p,171017,23019,1,0.0015,0.5775,0.641,0.0,True,0.0
hsa-mir-18a-3p,hsa-mir-33a-5p,4609,115,1,0.0055,0.13,0.0665,0.0,True,0.0
hsa-mir-377-5p,hsa-mir-424-5p,4609,596,1,0.006,0.844,0.628,0.0,True,0.0
hsa-mir-29a-3p,hsa-mir-511-5p,8202,596,1,0.003,0.746,0.304,0.0,True,0.0
