"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-299-5p","hsa-mir-429",6667,"SP1",2908,"NR3C1",1,0.0015,0.037,0.1,0.006,0.0306554527614242
"hsa-mir-3922-3p","hsa-mir-7-1-3p",6671,"SP4",2957,"GTF2A1",1,0.001,0.212,0.046,0.0035,0.0205773428678961
"hsa-mir-106a-5p","hsa-mir-7-1-3p",6671,"SP4",2957,"GTF2A1",1,0,0.067,0.05,0.004,0.0227281560965471
"hsa-mir-182-5p","hsa-mir-760",7020,"TFAP2A",3092,"HIP1",1,0.003,0.2485,0.0265,0.0095,0.0426185562780775
"hsa-mir-130a-3p","hsa-mir-376b-3p",3091,"HIF1A",3099,"HK2",1,0,0.029,0.062,0.0065,0.0324104879160967
"hsa-mir-130a-3p","hsa-mir-497-3p",3091,"HIF1A",3099,"HK2",1,0,0.045,0.0105,0.008,0.0376461677497095
"hsa-mir-181a-2-3p","hsa-mir-181a-5p",6772,"STAT1",3133,"HLA-E",1,0,0.07,0.0975,0.0095,0.0426185562780775
"hsa-let-7b-5p","hsa-mir-520h",1874,"E2F4",3151,"HMGN2",1,0.0015,0.0375,0.344,0,0
"hsa-let-7b-5p","hsa-mir-520g-3p",1874,"E2F4",3151,"HMGN2",1,0.004,0.0485,0.318,0,0
"hsa-mir-519d-3p","hsa-mir-7-1-3p",3091,"HIF1A",3156,"HMGCR",1,0,0.5405,0.319,0.0025,0.0159618135637754
"hsa-mir-519c-3p","hsa-mir-7-1-3p",3091,"HIF1A",3156,"HMGCR",1,0,0.5935,0.353,0.0075,0.0358980980937165
"hsa-mir-125b-5p","hsa-mir-130a-3p",3091,"HIF1A",3156,"HMGCR",1,0.0015,0.193,0.511,0,0
"hsa-mir-518c-5p","hsa-mir-7-1-3p",3091,"HIF1A",3156,"HMGCR",1,0,0.619,0.358,0.0045,0.0248073403745809
"hsa-mir-125b-5p","hsa-mir-497-3p",3091,"HIF1A",3156,"HMGCR",1,5e-04,0.2065,0.038,0.002,0.0134607004370037
"hsa-mir-130a-3p","hsa-mir-7-1-3p",3091,"HIF1A",3156,"HMGCR",1,0,0.505,0.3635,5e-04,0.00443296712206591
"hsa-let-7b-5p","hsa-mir-411-5p",367,"AR",3178,"HNRNPA1",1,0,0.0255,0.53,0,0
"hsa-let-7b-5p","hsa-mir-518c-5p",367,"AR",3178,"HNRNPA1",1,0,0.0265,0.499,0,0
"hsa-mir-195-3p","hsa-mir-411-5p",367,"AR",3178,"HNRNPA1",1,0.0065,0.0135,0.533,0.0065,0.0324104879160967
"hsa-mir-31-5p","hsa-mir-381-3p",367,"AR",3178,"HNRNPA1",1,0,0.1635,0.229,0.0085,0.0393354775910957
"hsa-let-7b-5p","hsa-mir-323a-3p",367,"AR",3178,"HNRNPA1",1,0,0.0325,0.5455,0.0075,0.0358980980937165
"hsa-let-7b-5p","hsa-mir-381-3p",367,"AR",3178,"HNRNPA1",1,0,0.0285,0.198,0.001,0.00782846506300114
"hsa-mir-125a-5p","hsa-mir-30c-2-3p",4150,"MAZ",3185,"HNRNPF",1,0.0025,0.0115,0.101,0.0025,0.0159618135637754
"hsa-mir-127-3p","hsa-mir-383-5p",144455,"E2F7",3190,"HNRNPK",1,0.0025,0.1045,0.015,0.004,0.0227281560965471
"hsa-mir-3065-5p","hsa-mir-497-5p",144455,"E2F7",3190,"HNRNPK",1,0.008,0.1425,0.044,0.0065,0.0324104879160967
"hsa-mir-134-5p","hsa-mir-199a-3p",196528,"ARID2",3191,"HNRNPL",1,0.0095,0.014,0.0275,0.006,0.0306554527614242
"hsa-mir-1304-5p","hsa-mir-149-5p",3725,"JUN",3371,"TNC",1,0.0015,0.1425,0.753,5e-04,0.00443296712206591
"hsa-mir-1304-5p","hsa-mir-149-3p",3725,"JUN",3371,"TNC",1,0.001,0.1935,0.2855,0.002,0.0134607004370037
"hsa-let-7b-5p","hsa-mir-519d-3p",1874,"E2F4",3455,"IFNAR2",1,0.002,0.2635,0.4475,0,0
"hsa-let-7b-5p","hsa-mir-520d-3p",1874,"E2F4",3455,"IFNAR2",1,0.0045,0.4305,0.6555,5e-04,0.00443296712206591
"hsa-let-7b-5p","hsa-mir-519c-3p",1874,"E2F4",3455,"IFNAR2",1,0.003,0.423,0.4995,5e-04,0.00443296712206591
"hsa-let-7b-5p","hsa-mir-519a-3p",1874,"E2F4",3455,"IFNAR2",1,0.0035,0.265,0.3845,5e-04,0.00443296712206591
"hsa-let-7b-5p","hsa-mir-520a-3p",1874,"E2F4",3455,"IFNAR2",1,0.0045,0.3305,0.441,0,0
"hsa-mir-125a-5p","hsa-mir-514a-3p",4773,"NFATC2",3458,"IFNG",1,0,0.0615,0.1235,0.008,0.0376461677497095
"hsa-mir-142-3p","hsa-mir-181a-5p",2099,"ESR1",3487,"IGFBP4",1,5e-04,0.035,0.0365,0.0035,0.0205773428678961
"hsa-mir-130a-3p","hsa-mir-204-5p",3091,"HIF1A",3553,"IL1B",1,0,0.0875,0.3745,0.004,0.0227281560965471
"hsa-mir-106a-5p","hsa-mir-20b-5p",3659,"IRF1",3586,"IL10",1,5e-04,0.2135,0.105,0.007,0.0341537157263012
"hsa-mir-106a-5p","hsa-mir-20b-5p",6774,"STAT3",3586,"IL10",1,0,0.2135,0.105,0.007,0.0341537157263012
"hsa-mir-766-3p","hsa-mir-935",3091,"HIF1A",3611,"ILK",1,0.006,0.052,0.1185,0.0015,0.0107739096163952
"hsa-let-7b-5p","hsa-mir-520h",5089,"PBX2",3720,"JARID2",1,0,0.079,0.103,0,0
"hsa-mir-101-5p","hsa-mir-125b-5p",10765,"KDM5B",3720,"JARID2",1,5e-04,0.015,0.019,5e-04,0.00443296712206591
"hsa-let-7b-5p","hsa-mir-125a-5p",5089,"PBX2",3720,"JARID2",1,0,0.0655,0.025,5e-04,0.00443296712206591
"hsa-mir-125b-5p","hsa-mir-519c-3p",10765,"KDM5B",3720,"JARID2",1,0.0015,0.022,0.108,0,0
"hsa-let-7b-5p","hsa-mir-31-5p",5089,"PBX2",3720,"JARID2",1,0,0.059,0.0615,5e-04,0.00443296712206591
"hsa-mir-101-5p","hsa-mir-497-5p",10765,"KDM5B",3720,"JARID2",1,5e-04,0.019,0.1015,0.008,0.0376461677497095
"hsa-mir-101-5p","hsa-mir-195-5p",10765,"KDM5B",3720,"JARID2",1,0,0.0245,0.205,0,0
"hsa-mir-125b-5p","hsa-mir-145-5p",10765,"KDM5B",3720,"JARID2",1,0.0015,0.0155,0.0135,0.0055,0.0287304256437204
"hsa-mir-125b-5p","hsa-mir-519a-3p",10765,"KDM5B",3720,"JARID2",1,5e-04,0.0175,0.1085,5e-04,0.00443296712206591
"hsa-mir-101-5p","hsa-mir-520g-3p",10765,"KDM5B",3720,"JARID2",1,5e-04,0.0145,0.0875,0,0
"hsa-mir-101-5p","hsa-mir-31-5p",10765,"KDM5B",3720,"JARID2",1,5e-04,0.0145,0.059,0,0
"hsa-mir-101-5p","hsa-mir-125a-5p",10765,"KDM5B",3720,"JARID2",1,0,0.0165,0.019,0.001,0.00782846506300114
"hsa-let-7b-5p","hsa-mir-125b-5p",5089,"PBX2",3720,"JARID2",1,0,0.0655,0.0205,0,0
"hsa-mir-101-5p","hsa-mir-520h",10765,"KDM5B",3720,"JARID2",1,5e-04,0.0125,0.113,0,0
"hsa-mir-181a-5p","hsa-mir-181c-3p",1050,"CEBPA",3778,"KCNMA1",1,0,0.039,0.0255,0.0035,0.0205773428678961
