"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-127-5p","hsa-mir-133a-3p",6778,"STAT6",598,"BCL2L1",1,0,0.037,0.013,0.008,0.0439557975802593
"hsa-mir-155-5p","hsa-mir-501-3p",6774,"STAT3",604,"BCL6",1,0.0015,0.3615,0.018,0.0065,0.0380376504562221
"hsa-mir-628-5p","hsa-mir-7-1-3p",6774,"STAT3",604,"BCL6",1,0,0.127,0.021,5e-04,0.0053038974178507
"hsa-mir-142-5p","hsa-mir-370-3p",3091,"HIF1A",664,"BNIP3",1,0,0.0785,0.1415,0,0
"hsa-mir-142-5p","hsa-mir-155-5p",3091,"HIF1A",664,"BNIP3",1,0,0.069,0.211,0.0065,0.0380376504562221
"hsa-mir-29b-2-5p","hsa-mir-345-5p",6932,"TCF7",667,"DST",1,0,0.12,0.198,0.006,0.0359589929666725
"hsa-mir-29b-2-5p","hsa-mir-331-3p",11016,"ATF7",667,"DST",1,0,0.127,0.0375,0,0
"hsa-mir-142-3p","hsa-mir-532-3p",4205,"MEF2A",667,"DST",1,0,0.219,0.123,0,0
"hsa-mir-129-5p","hsa-mir-19a-3p",4205,"MEF2A",667,"DST",1,0.007,0.4685,0.0155,5e-04,0.0053038974178507
"hsa-mir-29b-2-5p","hsa-mir-454-3p",11016,"ATF7",667,"DST",1,0,0.1005,0.013,0.0085,0.0458423612819538
"hsa-mir-142-3p","hsa-mir-505-3p",4205,"MEF2A",667,"DST",1,5e-04,0.241,0.0665,0.0045,0.0292622559594434
"hsa-mir-142-3p","hsa-mir-532-3p",3659,"IRF1",667,"DST",-1,0,0.219,0.123,0,0
"hsa-mir-324-5p","hsa-mir-532-3p",4772,"NFATC1",667,"DST",1,0,0.0735,0.136,0,0
"hsa-mir-331-3p","hsa-mir-532-3p",11016,"ATF7",667,"DST",1,0,0.0505,0.1445,0.001,0.00940327549229869
"hsa-mir-129-5p","hsa-mir-454-3p",11016,"ATF7",667,"DST",1,0.0015,0.463,0.0145,0.0055,0.0338024950939165
"hsa-mir-324-5p","hsa-mir-505-3p",4772,"NFATC1",667,"DST",1,0,0.039,0.0585,0,0
"hsa-mir-1-3p","hsa-mir-378a-5p",1869,"E2F1",672,"BRCA1",1,0,0.2245,0.6055,0.004,0.0268807267863115
"hsa-mir-142-3p","hsa-mir-342-3p",4205,"MEF2A",687,"KLF9",1,0,0.028,0.144,5e-04,0.0053038974178507
"hsa-mir-142-3p","hsa-mir-628-5p",4205,"MEF2A",687,"KLF9",1,0,0.0115,0.078,0.0025,0.019049150025278
"hsa-mir-26b-3p","hsa-mir-629-3p",7003,"TEAD1",781,"CACNA2D1",1,0,0.026,0.0835,0,0
"hsa-mir-19b-3p","hsa-mir-301a-3p",2908,"NR3C1",800,"CALD1",1,0.002,0.148,0.0105,0.0025,0.019049150025278
"hsa-mir-301a-3p","hsa-mir-425-5p",2908,"NR3C1",800,"CALD1",1,0,0.0165,0.0475,0,0
"hsa-mir-19a-3p","hsa-mir-301a-3p",2908,"NR3C1",800,"CALD1",1,0,0.056,0.015,0.006,0.0359589929666725
"hsa-mir-362-5p","hsa-mir-425-5p",7003,"TEAD1",800,"CALD1",1,0,0.3915,0.04,0.0035,0.0244019457615358
"hsa-mir-130b-3p","hsa-mir-19b-3p",2908,"NR3C1",800,"CALD1",1,0,0.796,0.139,0.002,0.0161469751247112
"hsa-mir-18a-5p","hsa-mir-19a-3p",2908,"NR3C1",800,"CALD1",1,0,0.298,0.049,0.001,0.00940327549229869
"hsa-mir-130b-3p","hsa-mir-19a-3p",2908,"NR3C1",800,"CALD1",1,0,0.837,0.059,0,0
"hsa-mir-338-3p","hsa-mir-338-5p",6938,"TCF12",831,"CAST",1,0.0055,0.2415,0.065,0.009,0.0476994065934066
"hsa-mir-301a-3p","hsa-mir-505-5p",3660,"IRF2",841,"CASP8",1,0,0.027,0.0115,0,0
"hsa-mir-505-3p","hsa-mir-940",3725,"JUN",860,"RUNX2",1,0,0.04,0.011,0.0025,0.019049150025278
"hsa-mir-149-5p","hsa-mir-484",3725,"JUN",860,"RUNX2",1,0,0.0455,0.172,0.0075,0.0420272923734721
"hsa-mir-148a-3p","hsa-mir-505-3p",2353,"FOS",860,"RUNX2",1,0.0015,0.0705,0.0695,0,0
"hsa-mir-505-3p","hsa-mir-766-3p",3725,"JUN",860,"RUNX2",1,0,0.0445,0.217,0.0025,0.019049150025278
"hsa-mir-215-5p","hsa-mir-223-5p",2113,"ETS1",861,"RUNX1",1,0,0.039,0.286,0.001,0.00940327549229869
"hsa-mir-27a-5p","hsa-mir-653-5p",90993,"CREB3L1",871,"SERPINH1",1,0.0015,0.588,0.028,0.003,0.0217897352489383
"hsa-mir-205-5p","hsa-mir-424-5p",1869,"E2F1",896,"CCND3",1,0,0.0355,0.4425,0.0085,0.0458423612819538
"hsa-mir-1271-5p","hsa-mir-425-5p",2308,"FOXO1",901,"CCNG2",1,0,0.0885,0.1145,0.001,0.00940327549229869
"hsa-mir-130a-3p","hsa-mir-27a-5p",367,"AR",901,"CCNG2",1,0,0.159,0.6885,0.008,0.0439557975802593
"hsa-mir-130a-3p","hsa-mir-491-5p",367,"AR",901,"CCNG2",1,0,0.0985,0.666,0.001,0.00940327549229869
"hsa-mir-335-5p","hsa-mir-424-5p",4609,"MYC",949,"SCARB1",1,0.003,0.0255,0.0415,0.0065,0.0380376504562221
"hsa-mir-29b-2-5p","hsa-mir-589-3p",4208,"MEF2C",953,"ENTPD1",1,0.004,0.0785,0.7665,0,0
"hsa-mir-130b-3p","hsa-mir-345-5p",4790,"NFKB1",959,"CD40LG",1,0,0.3985,0.017,0.0045,0.0292622559594434
"hsa-mir-193b-3p","hsa-mir-324-5p",6667,"SP1",960,"CD44",1,0.006,0.399,0.045,0.001,0.00940327549229869
"hsa-mir-296-5p","hsa-mir-34c-3p",6667,"SP1",960,"CD44",1,0.009,0.6805,0.023,0.0055,0.0338024950939165
"hsa-mir-20a-5p","hsa-mir-222-5p",6925,"TCF4",960,"CD44",1,0,0.021,0.0135,0,0
"hsa-mir-188-5p","hsa-mir-203a-3p",6925,"TCF4",960,"CD44",1,0,0.7695,0.024,0.0075,0.0420272923734721
"hsa-mir-31-3p","hsa-mir-324-5p",2113,"ETS1",1012,"CDH13",1,0,0.0375,0.016,0.0075,0.0420272923734721
"hsa-mir-31-3p","hsa-mir-93-3p",3091,"HIF1A",1012,"CDH13",1,0,0.045,0.0415,0.005,0.0315943453082829
"hsa-mir-31-3p","hsa-mir-324-5p",3091,"HIF1A",1012,"CDH13",1,0,0.0375,0.016,0.0075,0.0420272923734721
"hsa-mir-212-3p","hsa-mir-320d",7022,"TFAP2C",1026,"CDKN1A",-1,0.004,0.0615,0.1015,5e-04,0.0053038974178507
"hsa-mir-452-5p","hsa-mir-616-5p",2308,"FOXO1",1026,"CDKN1A",1,0,0.554,0.014,0.006,0.0359589929666725
"hsa-mir-455-5p","hsa-mir-503-5p",6667,"SP1",1027,"CDKN1B",1,0,0.041,0.0235,0.003,0.0217897352489383
"hsa-mir-342-3p","hsa-mir-484",1869,"E2F1",1031,"CDKN2C",1,0,0.0195,0.304,0.001,0.00940327549229869
"hsa-mir-18a-3p","hsa-mir-19a-3p",1997,"ELF1",1112,"FOXN3",1,0,0.7985,0.0335,0.003,0.0217897352489383
"hsa-mir-20a-3p","hsa-mir-210-3p",1997,"ELF1",1112,"FOXN3",1,0.0085,0.0475,0.102,0.0065,0.0380376504562221
"hsa-mir-19a-3p","hsa-mir-33a-5p",1997,"ELF1",1112,"FOXN3",1,0,0.035,0.407,0.001,0.00940327549229869
"hsa-mir-326","hsa-mir-331-3p",6667,"SP1",1278,"COL1A2",1,0,0.044,0.0255,0.0085,0.0458423612819538
"hsa-mir-126-5p","hsa-mir-331-3p",6667,"SP1",1278,"COL1A2",1,0.0075,0.012,0.03,0,0
"hsa-mir-149-5p","hsa-mir-331-3p",6667,"SP1",1278,"COL1A2",1,0,0.0465,0.0205,0.0045,0.0292622559594434
"hsa-mir-149-5p","hsa-mir-484",2736,"GLI2",1290,"COL5A2",1,0,0.1755,0.0145,0.002,0.0161469751247112
"hsa-mir-331-3p","hsa-mir-484",2736,"GLI2",1290,"COL5A2",1,0,0.3265,0.019,0,0
"hsa-mir-142-3p","hsa-mir-484",4205,"MEF2A",1316,"KLF6",1,5e-04,0.021,0.1295,0,0
"hsa-mir-484","hsa-mir-628-5p",4205,"MEF2A",1316,"KLF6",1,0.003,0.12,0.649,0,0
"hsa-mir-20a-3p","hsa-mir-324-5p",283337,"ZNF740",1387,"CREBBP",1,0.0015,0.935,0.018,0.005,0.0315943453082829
"hsa-mir-149-5p","hsa-mir-30a-5p",6932,"TCF7",1390,"CREM",1,0,0.12,0.014,0.007,0.0400595424557407
"hsa-mir-148b-5p","hsa-mir-99a-3p",6938,"TCF12",1495,"CTNNA1",1,0,0.011,0.0235,5e-04,0.0053038974178507
"hsa-mir-155-5p","hsa-mir-425-5p",4086,"SMAD1",1499,"CTNNB1",1,0,0.0125,0.03,0.006,0.0359589929666725
"hsa-mir-155-5p","hsa-mir-342-3p",4086,"SMAD1",1499,"CTNNB1",1,0,0.0125,0.223,0.0095,0.0495104168917897
"hsa-mir-126-5p","hsa-mir-183-5p",2113,"ETS1",1508,"CTSB",1,0,0.13,0.0345,0.001,0.00940327549229869
"hsa-mir-205-5p","hsa-mir-642a-5p",1869,"E2F1",1515,"CTSV",1,0,0.0545,0.7345,0,0
"hsa-let-7b-3p","hsa-mir-484",196,"AHR",1545,"CYP1B1",1,0,0.04,0.0155,0,0
"hsa-mir-148a-3p","hsa-mir-149-5p",196,"AHR",1545,"CYP1B1",1,0.004,0.1495,0.0135,0.006,0.0359589929666725
"hsa-mir-155-5p","hsa-mir-625-5p",367,"AR",1665,"DHX15",1,0,0.2715,0.4075,0.002,0.0161469751247112
"hsa-mir-454-3p","hsa-mir-940",2099,"ESR1",1950,"EGF",1,0,0.0135,0.3245,0.005,0.0315943453082829
"hsa-mir-26b-3p","hsa-mir-484",7003,"TEAD1",1956,"EGFR",1,0,0.279,0.0135,0,0
"hsa-mir-27a-5p","hsa-mir-99a-5p",4150,"MAZ",2011,"MARK2",1,0.009,0.6385,0.17,0.009,0.0476994065934066
"hsa-mir-130a-3p","hsa-mir-193b-3p",7528,"YY1",2033,"EP300",1,0,0.0185,0.4045,0.0025,0.019049150025278
"hsa-mir-143-5p","hsa-mir-629-3p",3169,"FOXA1",2065,"ERBB3",1,0,0.0175,0.0215,0,0
"hsa-mir-143-5p","hsa-mir-675-3p",367,"AR",2065,"ERBB3",1,0,0.02,0.8225,0,0
"hsa-mir-130a-3p","hsa-mir-491-5p",3662,"IRF4",2081,"ERN1",1,0,0.0585,0.64,0.003,0.0217897352489383
"hsa-mir-129-5p","hsa-mir-192-5p",4609,"MYC",2098,"ESD",1,0,0.0865,0.0395,5e-04,0.0053038974178507
"hsa-mir-145-5p","hsa-mir-296-5p",6667,"SP1",2099,"ESR1",1,0.0095,0.2175,0.207,0.0075,0.0420272923734721
"hsa-mir-484","hsa-mir-93-3p",3725,"JUN",2113,"ETS1",1,0,0.077,0.1645,0.004,0.0268807267863115
"hsa-mir-15b-3p","hsa-mir-324-5p",60468,"BACH2",2113,"ETS1",1,0,0.0405,0.019,0.005,0.0315943453082829
"hsa-mir-324-5p","hsa-mir-93-3p",3725,"JUN",2113,"ETS1",1,0,0.014,0.1135,0.003,0.0217897352489383
"hsa-mir-335-5p","hsa-mir-484",60468,"BACH2",2113,"ETS1",1,0.0025,0.02,0.0865,0.003,0.0217897352489383
"hsa-mir-324-5p","hsa-mir-93-3p",3091,"HIF1A",2113,"ETS1",1,5e-04,0.014,0.1135,0.003,0.0217897352489383
"hsa-mir-324-5p","hsa-mir-616-5p",3091,"HIF1A",2113,"ETS1",1,5e-04,0.017,0.367,0.0065,0.0380376504562221
"hsa-mir-106a-5p","hsa-mir-324-5p",3091,"HIF1A",2113,"ETS1",1,0,0.819,0.0145,0.0065,0.0380376504562221
"hsa-mir-328-3p","hsa-mir-628-5p",51274,"KLF3",2122,"MECOM",1,0,0.0625,0.015,0,0
"hsa-mir-205-5p","hsa-mir-335-5p",3662,"IRF4",2185,"PTK2B",1,5e-04,0.174,0.178,0.0015,0.0129532855863921
"hsa-mir-19a-3p","hsa-mir-598-3p",8648,"NCOA1",2186,"BPTF",1,0,0.072,0.1115,0.0075,0.0420272923734721
"hsa-mir-19a-3p","hsa-mir-222-3p",10499,"NCOA2",2186,"BPTF",1,0.001,0.071,0.273,0.0025,0.019049150025278
"hsa-mir-19a-3p","hsa-mir-598-3p",10499,"NCOA2",2186,"BPTF",1,0.002,0.072,0.1115,0.0075,0.0420272923734721
"hsa-mir-19a-3p","hsa-mir-222-3p",8648,"NCOA1",2186,"BPTF",1,0,0.071,0.273,0.0025,0.019049150025278
"hsa-let-7g-3p","hsa-mir-628-5p",6720,"SREBF1",2194,"FASN",1,0,0.0595,0.1395,0.005,0.0315943453082829
"hsa-mir-362-5p","hsa-mir-425-5p",7003,"TEAD1",2195,"FAT1",1,0,0.2185,0.445,0,0
"hsa-mir-148b-5p","hsa-mir-642a-5p",5460,"POU5F1",2195,"FAT1",1,0,0.109,0.3485,0,0
"hsa-mir-320b","hsa-mir-425-5p",27086,"FOXP1",2195,"FAT1",-1,0,0.207,0.3505,0.006,0.0359589929666725
"hsa-mir-484","hsa-mir-616-5p",4211,"MEIS1",2200,"FBN1",1,0,0.017,0.087,5e-04,0.0053038974178507
"hsa-mir-29b-2-5p","hsa-mir-616-5p",4211,"MEIS1",2200,"FBN1",1,0,0.217,0.0935,0,0
"hsa-mir-29a-5p","hsa-mir-582-5p",3091,"HIF1A",2321,"FLT1",1,0,0.6605,0.7965,0,0
"hsa-mir-324-5p","hsa-mir-616-5p",3091,"HIF1A",2321,"FLT1",1,5e-04,0.155,0.0135,0,0
"hsa-mir-30b-3p","hsa-mir-582-5p",2034,"EPAS1",2321,"FLT1",1,0.0015,0.083,0.83,0.0065,0.0380376504562221
"hsa-mir-155-5p","hsa-mir-363-3p",1958,"EGR1",2321,"FLT1",1,0.001,0.17,0.629,0.002,0.0161469751247112
"hsa-mir-222-3p","hsa-mir-324-5p",3091,"HIF1A",2321,"FLT1",1,0,0.0115,0.18,0.0015,0.0129532855863921
"hsa-mir-142-3p","hsa-mir-590-3p",3091,"HIF1A",2321,"FLT1",1,0,0.1375,0.031,0.0075,0.0420272923734721
"hsa-mir-155-5p","hsa-mir-590-3p",3091,"HIF1A",2321,"FLT1",1,0,0.2205,0.0475,0.009,0.0476994065934066
"hsa-mir-155-5p","hsa-mir-590-3p",1958,"EGR1",2321,"FLT1",1,0.001,0.2205,0.0475,0.009,0.0476994065934066
"hsa-mir-222-3p","hsa-mir-324-5p",2113,"ETS1",2321,"FLT1",1,0,0.0115,0.18,0.0015,0.0129532855863921
"hsa-mir-30a-3p","hsa-mir-877-5p",1958,"EGR1",2335,"FN1",1,0.002,0.0525,0.034,0.007,0.0400595424557407
"hsa-mir-30a-3p","hsa-mir-877-5p",1386,"ATF2",2335,"FN1",1,0,0.0525,0.034,0.007,0.0400595424557407
"hsa-mir-301a-3p","hsa-mir-877-5p",1958,"EGR1",2335,"FN1",1,0,0.0425,0.034,0.005,0.0315943453082829
"hsa-mir-301a-3p","hsa-mir-4326",864,"RUNX3",2534,"FYN",1,0,0.0255,0.8845,0.002,0.0161469751247112
"hsa-mir-142-3p","hsa-mir-29b-1-5p",3660,"IRF2",2549,"GAB1",1,0.0055,0.036,0.106,0.0015,0.0129532855863921
"hsa-mir-429","hsa-mir-590-3p",6667,"SP1",2683,"B4GALT1",1,5e-04,0.0105,0.425,0.003,0.0217897352489383
"hsa-mir-19a-3p","hsa-mir-299-5p",6667,"SP1",2729,"GCLC",1,0,0.548,0.026,0.0025,0.019049150025278
"hsa-mir-424-5p","hsa-mir-450a-5p",571,"BACH1",2729,"GCLC",1,0,0.1415,0.1025,0.0015,0.0129532855863921
"hsa-mir-1271-5p","hsa-mir-629-3p",9575,"CLOCK",2737,"GLI3",1,0,0.0505,0.022,5e-04,0.0053038974178507
"hsa-mir-331-3p","hsa-mir-629-3p",9575,"CLOCK",2737,"GLI3",1,0,0.502,0.015,0,0
"hsa-mir-10b-5p","hsa-mir-145-5p",6591,"SNAI2",2872,"MKNK2",-1,0,0.0735,0.0185,0.0085,0.0458423612819538
"hsa-mir-3127-5p","hsa-mir-3928-3p",4097,"MAFG",2889,"RAPGEF1",1,0,0.033,0.014,0.002,0.0161469751247112
"hsa-mir-203a-3p","hsa-mir-30b-3p",4097,"MAFG",2889,"RAPGEF1",1,0.001,0.011,0.017,0.001,0.00940327549229869
"hsa-mir-30b-3p","hsa-mir-3127-5p",4097,"MAFG",2889,"RAPGEF1",1,0.0025,0.0155,0.0265,0.0045,0.0292622559594434
"hsa-mir-130b-5p","hsa-mir-548v",2353,"FOS",2908,"NR3C1",1,0,0.058,0.98,0.008,0.0439557975802593
"hsa-mir-130b-5p","hsa-mir-939-5p",4090,"SMAD5",2908,"NR3C1",1,0.0075,0.0315,0.364,0.001,0.00940327549229869
"hsa-mir-331-3p","hsa-mir-576-5p",6667,"SP1",2908,"NR3C1",1,0,0.157,0.5365,0.0025,0.019049150025278
"hsa-mir-130b-5p","hsa-mir-342-5p",3091,"HIF1A",2908,"NR3C1",1,0,0.0385,0.113,0,0
"hsa-mir-576-5p","hsa-mir-940",3091,"HIF1A",2908,"NR3C1",1,0.001,0.561,0.193,0.0015,0.0129532855863921
"hsa-mir-130b-5p","hsa-mir-616-5p",3091,"HIF1A",2908,"NR3C1",1,0,0.0485,0.677,0,0
"hsa-mir-130b-5p","hsa-mir-148a-3p",2353,"FOS",2908,"NR3C1",1,0,0.0405,0.427,5e-04,0.0053038974178507
"hsa-mir-29b-2-5p","hsa-mir-338-3p",3091,"HIF1A",2908,"NR3C1",1,0,0.174,0.332,0.0035,0.0244019457615358
"hsa-mir-29a-5p","hsa-mir-576-5p",3091,"HIF1A",2908,"NR3C1",1,0,0.117,0.5555,0.0045,0.0292622559594434
"hsa-mir-130b-5p","hsa-mir-148a-3p",3091,"HIF1A",2908,"NR3C1",1,0,0.0405,0.427,5e-04,0.0053038974178507
"hsa-mir-130b-5p","hsa-mir-149-5p",6667,"SP1",2908,"NR3C1",1,5e-04,0.035,0.1395,0,0
"hsa-mir-130b-5p","hsa-mir-331-3p",6667,"SP1",2908,"NR3C1",1,0,0.039,0.1065,0,0
"hsa-mir-130b-5p","hsa-mir-503-5p",6667,"SP1",2908,"NR3C1",1,0.002,0.0475,0.2005,5e-04,0.0053038974178507
