miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-142-3p,hsa-mir-142-5p,1997,80205,1,0.0025,0.0595,0.016,0.0,True,0.0
hsa-let-7c-5p,hsa-mir-199a-3p,53335,84678,1,0.001,0.1755,0.594,0.0,True,0.0
hsa-mir-195-5p,hsa-mir-381-3p,6667,29117,1,0.0,0.041,0.0485,0.0,True,0.0
hsa-mir-381-3p,hsa-mir-497-5p,6667,29117,1,0.0055,0.02,0.159,0.0,True,0.0
hsa-let-7c-5p,hsa-mir-139-3p,6667,3481,1,0.0015,0.021,0.013,0.0,True,0.0
hsa-mir-3065-3p,hsa-mir-33b-5p,6667,3678,1,0.0,0.03,0.1805,0.0,True,0.0
hsa-let-7c-5p,hsa-mir-150-5p,6667,6502,1,0.001,0.2885,0.014,0.0,True,0.0
hsa-mir-218-5p,hsa-mir-625-5p,6667,8795,1,0.0,0.103,0.346,0.0,True,0.0
hsa-mir-145-5p,hsa-mir-330-3p,6772,6890,1,0.0,0.0275,0.0205,0.0,True,0.0
hsa-mir-143-3p,hsa-mir-296-5p,7182,23131,1,0.0,0.3065,0.7845,0.0,True,0.0
hsa-mir-199a-3p,hsa-mir-199a-5p,7586,11176,1,0.003,0.142,0.0835,0.0,True,0.0
hsa-mir-199a-5p,hsa-mir-199b-3p,7586,11176,1,0.001,0.063,0.082,0.0,True,0.0
hsa-mir-199b-3p,hsa-mir-99a-5p,7586,11176,1,0.001,0.0815,0.048,0.0,True,0.0
hsa-mir-142-3p,hsa-mir-142-5p,7586,80205,1,0.0,0.0595,0.016,0.0,True,0.0
hsa-mir-132-3p,hsa-mir-195-5p,9839,79718,-1,0.0005,0.65,0.213,0.0,True,0.0
