entrezgene_id,hgnc_symbol,mirna1,mirna2,Lancaster_XY_Z,is_mrna_tf,mirna1Literature,mirna2Literature,mrnaLiterature,miRNA1_mRNA_DB,miRNA2_mRNA_DB,BH_pvalues_adjusted,BH_rejected
7514,XPO1,hsa-mir-342-3p,hsa-mir-664a-3p,0.004,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27312795'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27312795'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27312795'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27479820'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28196522'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28196522'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29501729'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30211726'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31125526'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31789821'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31789821'>PubMedLink</a>",tarbase,tarbase,0.30160509554140125,FALSE
7704,ZBTB16,hsa-mir-424-5p,hsa-mir-301b-3p,0.002,TRUE,NA,NA,NA,mirtarbase,mirtarbase,0.2518723404255319,FALSE
7779,SLC30A1,hsa-mir-331-5p,hsa-mir-30b-5p,0.0055,FALSE,NA,NA,NA,tarbase,tarbase,0.3288333333333333,FALSE
7813,EVI5,hsa-mir-200c-3p,hsa-mir-944,0.001,FALSE,NA,NA,NA,tarbase,mirtarbase,0.1879047619047619,FALSE
8139,GAN,hsa-mir-141-5p,hsa-mir-582-3p,0.0075,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.3414807692307692,FALSE
8140,SLC7A5,hsa-mir-491-5p,hsa-mir-181a-2-3p,0,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/30891680'>PubMedLink</a>,tarbase,mirtarbase tarbase,0,TRUE
8462,KLF11,hsa-mir-18a-3p,hsa-mir-17-5p,0.0025,TRUE,NA,NA,NA,tarbase,tarbase,0.26424107142857145,FALSE
8516,ITGA8,hsa-mir-221-3p,hsa-mir-96-5p,0.001,FALSE,NA,NA,NA,tarbase,tarbase,0.1879047619047619,FALSE
8614,STC2,hsa-mir-769-3p,hsa-mir-219a-1-3p,0.0065,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.3368536585365854,FALSE
8729,GBF1,hsa-mir-181a-2-3p,hsa-mir-335-5p,0.0075,FALSE,NA,NA,NA,tarbase,tarbase,0.3414807692307692,FALSE
8826,IQGAP1,hsa-mir-204-5p,hsa-mir-9-5p,0.0045,FALSE,NA,NA,NA,tarbase,tarbase,0.3189880239520958,FALSE
8878,SQSTM1,hsa-mir-200c-3p,hsa-mir-146b-5p,0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23588372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23588372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29328391'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29556265'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30133324'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31849486'>PubMedLink</a>",tarbase,mirtarbase tarbase,0.1879047619047619,FALSE
9021,SOCS3,hsa-mir-138-5p,hsa-mir-30b-5p,0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/16831601'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22820139'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22820139'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22820139'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28605567'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29228427'>PubMedLink</a>",tarbase,mirtarbase tarbase,0.2247721518987342,FALSE
9188,DDX21,hsa-mir-181a-2-3p,hsa-mir-940,0.0025,FALSE,NA,NA,NA,tarbase,tarbase,0.26424107142857145,FALSE
9334,B4GALT5,hsa-mir-181a-2-3p,hsa-mir-183-5p,0.007,FALSE,NA,NA,NA,tarbase,tarbase,0.3368536585365854,FALSE
9444,QKI,hsa-mir-138-5p,hsa-mir-150-3p,0.001,FALSE,NA,NA,NA,tarbase,tarbase,0.1879047619047619,FALSE
9444,QKI,hsa-mir-30b-5p,hsa-mir-331-5p,0.007,FALSE,NA,NA,NA,tarbase,tarbase,0.3368536585365854,FALSE
9510,ADAMTS1,hsa-mir-664a-5p,hsa-mir-664a-3p,0.003,FALSE,NA,NA,NA,tarbase,tarbase,0.27745312499999997,FALSE
9578,CDC42BPB,hsa-mir-136-5p,hsa-mir-214-3p,0.009,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/21471979'>PubMedLink</a>,tarbase,tarbase,0.3436838709677419,FALSE
9659,PDE4DIP,hsa-mir-30d-5p,hsa-mir-1270,0.0025,FALSE,NA,NA,NA,tarbase,mirtarbase,0.26424107142857145,FALSE
9659,PDE4DIP,hsa-mir-363-3p,hsa-mir-7-5p,0.0015,FALSE,NA,NA,NA,tarbase,tarbase,0.2247721518987342,FALSE
9690,UBE3C,hsa-mir-181a-2-3p,hsa-mir-181d-5p,0.003,FALSE,NA,NA,NA,tarbase,tarbase,0.27745312499999997,FALSE
9908,G3BP2,hsa-mir-181a-2-3p,hsa-mir-181c-3p,0.003,FALSE,NA,NA,NA,tarbase,mirtarbase,0.27745312499999997,FALSE
9990,SLC12A6,hsa-mir-30b-3p,hsa-mir-30d-5p,0.0045,FALSE,NA,NA,NA,tarbase,tarbase,0.3189880239520958,FALSE
9991,PTBP3,hsa-mir-129-5p,hsa-mir-181d-5p,0.0045,FALSE,NA,NA,NA,tarbase,mirtarbase,0.3189880239520958,FALSE
9991,PTBP3,hsa-mir-9-5p,hsa-mir-181d-5p,0.0025,FALSE,NA,NA,NA,tarbase,mirtarbase,0.26424107142857145,FALSE
10020,GNE,hsa-mir-411-5p,hsa-mir-18b-5p,0.002,FALSE,NA,NA,NA,mirtarbase,tarbase,0.2518723404255319,FALSE
10123,ARL4C,hsa-mir-296-5p,hsa-mir-454-5p,0.006,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.3350377358490566,FALSE
10133,OPTN,hsa-mir-9-5p,hsa-mir-148a-3p,0.0015,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.2247721518987342,FALSE
10146,G3BP1,hsa-mir-9-5p,hsa-mir-181d-5p,0.005,FALSE,NA,NA,NA,tarbase,tarbase,0.32344262295081966,FALSE
10370,CITED2,hsa-mir-143-5p,hsa-mir-18a-3p,0.006,FALSE,NA,NA,NA,tarbase,tarbase,0.3350377358490566,FALSE
10643,IGF2BP3,hsa-mir-181d-5p,hsa-mir-9-5p,0.009,FALSE,NA,NA,NA,tarbase,mirtarbase,0.3436838709677419,FALSE
10723,SLC12A7,hsa-mir-766-3p,hsa-mir-296-5p,0.005,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase,0.32344262295081966,FALSE
10725,NFAT5,hsa-mir-183-5p,hsa-mir-30b-5p,0.008,TRUE,NA,NA,NA,tarbase,mirtarbase tarbase,0.3418916967509026,FALSE
10794,ZNF460,hsa-mir-339-5p,hsa-mir-150-5p,0.002,TRUE,NA,NA,NA,mirtarbase tarbase,mirtarbase,0.2518723404255319,FALSE
10855,HPSE,hsa-mir-766-3p,hsa-mir-183-5p,0.008,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.3418916967509026,FALSE
11073,TOPBP1,hsa-mir-664a-3p,hsa-mir-181c-5p,0.0065,FALSE,NA,NA,NA,tarbase,mirtarbase,0.3368536585365854,FALSE
11260,XPOT,hsa-mir-150-5p,hsa-mir-30b-5p,0.0045,FALSE,NA,NA,NA,mirtarbase,tarbase,0.3189880239520958,FALSE
11273,ATXN2L,hsa-mir-138-5p,hsa-mir-342-5p,5e-4,FALSE,NA,NA,NA,tarbase,tarbase,0.1345227272727273,FALSE
11273,ATXN2L,hsa-mir-342-5p,hsa-mir-505-5p,0.0045,FALSE,NA,NA,NA,tarbase,tarbase,0.3189880239520958,FALSE
22836,RHOBTB3,hsa-mir-193b-5p,hsa-mir-342-5p,0.0025,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.26424107142857145,FALSE
22836,RHOBTB3,hsa-mir-342-3p,hsa-mir-342-5p,0.004,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.30160509554140125,FALSE
22848,AAK1,hsa-mir-18a-3p,hsa-mir-106a-5p,0.009,FALSE,NA,NA,NA,mirtarbase,tarbase,0.3436838709677419,FALSE
22872,SEC31A,hsa-mir-183-5p,hsa-mir-30b-5p,0.009,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/22474449'>PubMedLink</a>,tarbase,tarbase,0.3436838709677419,FALSE
23022,PALLD,hsa-mir-106a-5p,hsa-mir-363-3p,0.0065,FALSE,NA,NA,NA,tarbase,tarbase,0.3368536585365854,FALSE
23082,PPRC1,hsa-mir-196a-5p,hsa-mir-342-5p,0.0055,FALSE,NA,NA,NA,tarbase,tarbase,0.3288333333333333,FALSE
23082,PPRC1,hsa-mir-505-5p,hsa-mir-342-5p,5e-4,FALSE,NA,NA,NA,tarbase,tarbase,0.1345227272727273,FALSE
23089,PEG10,hsa-mir-30d-5p,hsa-mir-221-5p,0,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0,TRUE
23119,HIC2,hsa-mir-505-5p,hsa-mir-296-5p,0.006,TRUE,NA,NA,NA,tarbase,tarbase,0.3350377358490566,FALSE
23328,SASH1,hsa-mir-136-5p,hsa-mir-345-5p,5e-4,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29805606'>PubMedLink</a>,tarbase,tarbase,0.1345227272727273,FALSE
23405,DICER1,hsa-mir-342-5p,hsa-mir-193b-3p,0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25195038'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25195038'>PubMedLink</a>",tarbase,tarbase,0.32344262295081966,FALSE
23499,MACF1,hsa-mir-766-3p,hsa-mir-181a-2-3p,0,FALSE,NA,NA,NA,tarbase,tarbase,0,TRUE
23603,CORO1C,hsa-mir-133a-3p,hsa-mir-146a-3p,5e-4,FALSE,NA,NA,NA,tarbase,mirtarbase,0.1345227272727273,FALSE
25976,TIPARP,hsa-mir-96-5p,hsa-mir-182-5p,0,FALSE,NA,NA,NA,tarbase,tarbase,0,TRUE
25987,TSKU,hsa-mir-106a-5p,hsa-mir-20b-5p,0.003,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.27745312499999997,FALSE
26043,UBXN7,hsa-mir-18a-3p,hsa-mir-141-5p,0.009,FALSE,NA,NA,NA,mirtarbase,tarbase,0.3436838709677419,FALSE
26278,SACS,hsa-mir-183-5p,hsa-mir-30b-5p,0.009,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.3436838709677419,FALSE
26278,SACS,hsa-mir-30b-5p,hsa-mir-182-5p,0.0045,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.3189880239520958,FALSE
27154,BRPF3,hsa-mir-18b-5p,hsa-mir-625-5p,0.0025,FALSE,NA,NA,NA,tarbase,tarbase,0.26424107142857145,FALSE
27161,AGO2,hsa-mir-138-5p,hsa-mir-505-5p,0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29458013'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30429351'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30429351'>PubMedLink</a>",tarbase,mirtarbase,0.26424107142857145,FALSE
28962,OSTM1,hsa-mir-106a-5p,hsa-mir-17-5p,0.001,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.1879047619047619,FALSE
29959,NRBP1,hsa-mir-30b-5p,hsa-mir-20b-5p,0.007,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase tarbase,0.3368536585365854,FALSE
30000,TNPO2,hsa-mir-150-5p,hsa-mir-345-5p,0.0085,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/31407831'>PubMedLink</a>,tarbase,tarbase,0.3436838709677419,FALSE
30000,TNPO2,hsa-mir-296-5p,hsa-mir-505-5p,0.002,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/31407831'>PubMedLink</a>,tarbase,tarbase,0.2518723404255319,FALSE
51479,ANKFY1,hsa-mir-9-5p,hsa-mir-204-5p,0.001,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.1879047619047619,FALSE
51559,NT5DC3,hsa-mir-34a-3p,hsa-mir-505-5p,0,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0,TRUE
54149,C21orf91,hsa-mir-30b-5p,hsa-mir-624-5p,0.009,FALSE,NA,NA,NA,tarbase,mirtarbase,0.3436838709677419,FALSE
54726,OTUD4,hsa-mir-331-5p,hsa-mir-183-5p,0.007,FALSE,NA,NA,NA,tarbase,mirtarbase,0.3368536585365854,FALSE
54880,BCOR,hsa-mir-30b-5p,hsa-mir-182-5p,0.008,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/28440018'>PubMedLink</a>,tarbase,tarbase,0.3418916967509026,FALSE
54880,BCOR,hsa-mir-505-5p,hsa-mir-296-3p,0.001,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/28440018'>PubMedLink</a>,tarbase,tarbase,0.1879047619047619,FALSE
54989,ZNF770,hsa-mir-183-5p,hsa-mir-30b-5p,0.0035,TRUE,NA,NA,NA,tarbase,mirtarbase tarbase,0.2917816901408451,FALSE
55183,RIF1,hsa-mir-26b-3p,hsa-mir-628-3p,0.0045,FALSE,NA,NA,NA,tarbase,tarbase,0.3189880239520958,FALSE
55432,YOD1,hsa-mir-221-3p,hsa-mir-651-5p,0.005,FALSE,NA,NA,NA,mirtarbase,tarbase,0.32344262295081966,FALSE
55556,ENOSF1,hsa-mir-425-3p,hsa-mir-129-5p,0.0015,FALSE,NA,NA,NA,tarbase,tarbase,0.2247721518987342,FALSE
56919,DHX33,hsa-mir-193b-3p,hsa-mir-664a-3p,0.001,FALSE,NA,NA,NA,tarbase,tarbase,0.1879047619047619,FALSE
57649,PHF12,hsa-mir-939-5p,hsa-mir-181d-5p,0.002,FALSE,NA,NA,NA,tarbase,tarbase,0.2518723404255319,FALSE
57674,RNF213,hsa-mir-134-5p,hsa-mir-18b-5p,0.0085,FALSE,NA,NA,NA,tarbase,tarbase,0.3436838709677419,FALSE
57674,RNF213,hsa-mir-17-5p,hsa-mir-17-3p,0.0035,FALSE,NA,NA,NA,tarbase,tarbase,0.2917816901408451,FALSE
57700,FAM160B1,hsa-mir-320b,hsa-mir-133a-3p,5e-4,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.1345227272727273,FALSE
64282,TENT4B,hsa-mir-193b-5p,hsa-mir-129-5p,0.0015,FALSE,NA,NA,NA,tarbase,mirtarbase,0.2247721518987342,FALSE
64778,FNDC3B,hsa-mir-1-3p,hsa-mir-190a-5p,0.0045,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.3189880239520958,FALSE
64778,FNDC3B,hsa-mir-335-5p,hsa-mir-363-3p,0.005,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.32344262295081966,FALSE
64866,CDCP1,hsa-mir-939-5p,hsa-mir-370-3p,0.009,FALSE,NA,NA,NA,tarbase,tarbase,0.3436838709677419,FALSE
65125,WNK1,hsa-mir-139-3p,hsa-mir-181a-2-3p,0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26498772'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29896252'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30688264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31579948'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31599399'>PubMedLink</a>",tarbase,mirtarbase tarbase,0.2247721518987342,FALSE
65125,WNK1,hsa-mir-181a-2-3p,hsa-mir-181c-5p,0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26498772'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29896252'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30688264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31579948'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31599399'>PubMedLink</a>",mirtarbase tarbase,tarbase,0.1879047619047619,FALSE
65125,WNK1,hsa-mir-214-3p,hsa-mir-18a-3p,0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26498772'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29896252'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30688264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31579948'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31599399'>PubMedLink</a>",tarbase,mirtarbase tarbase,0.32344262295081966,FALSE
79026,AHNAK,hsa-mir-432-5p,hsa-mir-9-5p,0,FALSE,NA,NA,NA,tarbase,tarbase,0,TRUE
79026,AHNAK,hsa-mir-939-5p,hsa-mir-182-5p,0.008,FALSE,NA,NA,NA,tarbase,tarbase,0.3418916967509026,FALSE
79026,AHNAK,hsa-mir-96-5p,hsa-mir-182-5p,0.007,FALSE,NA,NA,NA,tarbase,tarbase,0.3368536585365854,FALSE
79158,GNPTAB,hsa-mir-25-5p,hsa-mir-577,5e-4,FALSE,NA,NA,NA,mirtarbase,tarbase,0.1345227272727273,FALSE
79572,ATP13A3,hsa-mir-181a-2-3p,hsa-mir-664a-3p,0.005,FALSE,NA,NA,NA,tarbase,tarbase,0.32344262295081966,FALSE
79572,ATP13A3,hsa-mir-505-5p,hsa-mir-150-5p,0.004,FALSE,NA,NA,NA,tarbase,mirtarbase,0.30160509554140125,FALSE
79572,ATP13A3,hsa-mir-505-5p,hsa-mir-181a-2-3p,0.0035,FALSE,NA,NA,NA,tarbase,tarbase,0.2917816901408451,FALSE
79591,ARMH3,hsa-mir-181a-2-3p,hsa-mir-214-3p,0.006,FALSE,NA,NA,NA,tarbase,mirtarbase,0.3350377358490566,FALSE
79646,PANK3,hsa-mir-30b-5p,hsa-mir-183-5p,0,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0,TRUE
79718,TBL1XR1,hsa-mir-628-3p,hsa-mir-326,0.0035,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/22496164'>PubMedLink</a>,tarbase,mirtarbase,0.2917816901408451,FALSE
79745,CLIP4,hsa-mir-17-5p,hsa-mir-106a-5p,0.001,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase tarbase,0.1879047619047619,FALSE
79807,GSTCD,hsa-mir-129-5p,hsa-mir-181d-5p,0.003,FALSE,NA,NA,NA,mirtarbase,tarbase,0.27745312499999997,FALSE
79901,CYBRD1,hsa-mir-146b-5p,hsa-mir-148a-3p,0.0075,FALSE,NA,NA,NA,mirtarbase,tarbase,0.3414807692307692,FALSE
80012,PHC3,hsa-mir-18a-5p,hsa-mir-296-3p,0.0085,FALSE,NA,NA,NA,tarbase,mirtarbase,0.3436838709677419,FALSE
80012,PHC3,hsa-mir-18b-5p,hsa-mir-17-5p,0.001,FALSE,NA,NA,NA,tarbase,tarbase,0.1879047619047619,FALSE
80012,PHC3,hsa-mir-491-5p,hsa-mir-296-3p,0.001,FALSE,NA,NA,NA,tarbase,mirtarbase,0.1879047619047619,FALSE
80018,"NAA25",hsa-mir-301b-3p,hsa-mir-744-3p,0.006,FALSE,NA,NA,NA,tarbase,tarbase,0.3350377358490566,FALSE
80045,GPR157,hsa-mir-106a-5p,hsa-mir-20b-5p,0.005,FALSE,NA,NA,NA,mirtarbase,mirtarbase tarbase,0.32344262295081966,FALSE
80124,VCPIP1,hsa-mir-127-3p,hsa-mir-127-5p,5e-4,FALSE,NA,NA,NA,tarbase,tarbase,0.1345227272727273,FALSE
80167,ABHD18,hsa-mir-133a-3p,hsa-mir-150-5p,0.0055,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.3288333333333333,FALSE
80218,"NAA50",hsa-mir-181d-5p,hsa-mir-155-5p,0.0015,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase tarbase,0.2247721518987342,FALSE
81796,SLCO5A1,hsa-mir-17-5p,hsa-mir-30b-5p,0,FALSE,NA,NA,NA,mirtarbase,tarbase,0,TRUE
84056,KATNAL1,hsa-mir-129-5p,hsa-mir-30b-3p,0.0035,FALSE,NA,NA,NA,tarbase,tarbase,0.2917816901408451,FALSE
84061,MAGT1,hsa-mir-130b-5p,hsa-mir-129-5p,0.0085,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.3436838709677419,FALSE
84301,DDI2,hsa-mir-181c-5p,hsa-mir-181a-2-3p,0,FALSE,NA,NA,NA,tarbase,tarbase,0,TRUE
84874,ZNF514,hsa-mir-296-3p,hsa-mir-17-5p,0.0075,TRUE,NA,NA,NA,tarbase,mirtarbase,0.3414807692307692,FALSE
85379,KIAA1671,hsa-mir-766-3p,hsa-mir-432-5p,0.0025,FALSE,NA,NA,NA,mirtarbase,tarbase,0.26424107142857145,FALSE
85463,ZC3H12C,hsa-mir-654-3p,hsa-mir-1271-5p,0.0015,FALSE,NA,NA,NA,mirtarbase,tarbase,0.2247721518987342,FALSE
91663,MYADM,hsa-mir-766-3p,hsa-mir-18b-5p,0.0045,FALSE,NA,NA,NA,tarbase,tarbase,0.3189880239520958,FALSE
114823,LENG8,hsa-mir-505-5p,hsa-mir-138-5p,0.0025,FALSE,NA,NA,NA,tarbase,tarbase,0.26424107142857145,FALSE
115294,PCMTD1,hsa-mir-182-5p,hsa-mir-9-3p,0.005,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.32344262295081966,FALSE
116987,AGAP1,hsa-mir-30b-3p,hsa-mir-30d-3p,0.009,FALSE,NA,NA,NA,mirtarbase,tarbase,0.3436838709677419,FALSE
125950,RAVER1,hsa-mir-342-5p,hsa-mir-138-5p,0.006,FALSE,NA,NA,NA,tarbase,tarbase,0.3350377358490566,FALSE
128178,EDARADD,hsa-mir-32-3p,hsa-mir-181a-2-3p,0,FALSE,NA,NA,NA,tarbase,tarbase,0,TRUE
132864,CPEB2,hsa-mir-30b-5p,hsa-mir-183-5p,0.001,FALSE,NA,NA,NA,tarbase,tarbase,0.1879047619047619,FALSE
133396,IL31RA,hsa-mir-1271-5p,hsa-mir-182-5p,0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31776466'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31776466'>PubMedLink</a>",mirtarbase,mirtarbase,0.2247721518987342,FALSE
133746,JMY,hsa-mir-18a-5p,hsa-mir-17-5p,0.0015,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.2247721518987342,FALSE
133746,JMY,hsa-mir-18b-5p,hsa-mir-17-5p,0.0065,FALSE,NA,NA,NA,mirtarbase,tarbase,0.3368536585365854,FALSE
157680,VPS13B,hsa-mir-339-5p,hsa-mir-335-5p,0.008,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.3418916967509026,FALSE
158158,RASEF,hsa-mir-17-3p,hsa-mir-17-5p,0.007,FALSE,NA,NA,NA,tarbase,tarbase,0.3368536585365854,FALSE
161742,SPRED1,hsa-mir-148a-3p,hsa-mir-17-5p,5e-4,FALSE,NA,NA,NA,tarbase,mirtarbase,0.1345227272727273,FALSE
162655,ZNF519,hsa-mir-181d-5p,hsa-mir-129-5p,0.0095,TRUE,NA,NA,NA,tarbase,mirtarbase,0.3492577639751553,FALSE
163702,IFNLR1,hsa-mir-381-3p,hsa-mir-379-5p,0.001,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.1879047619047619,FALSE
192669,AGO3,hsa-mir-150-5p,hsa-mir-143-5p,0.002,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.2518723404255319,FALSE
200424,TET3,hsa-mir-26b-3p,hsa-mir-589-3p,0.003,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/31120187'>PubMedLink</a>,tarbase,tarbase,0.27745312499999997,FALSE
201725,C4orf46,hsa-mir-30b-5p,hsa-mir-335-5p,0.004,FALSE,NA,NA,NA,tarbase,tarbase,0.30160509554140125,FALSE
253461,ZBTB38,hsa-mir-127-5p,hsa-mir-381-3p,0.006,TRUE,NA,NA,NA,tarbase,tarbase,0.3350377358490566,FALSE
253461,ZBTB38,hsa-mir-382-5p,hsa-mir-381-3p,0.007,TRUE,NA,NA,NA,tarbase,tarbase,0.3368536585365854,FALSE
283373,ANKRD52,hsa-mir-339-5p,hsa-mir-31-5p,0.008,FALSE,NA,NA,NA,mirtarbase,mirtarbase tarbase,0.3418916967509026,FALSE
342371,ATXN1L,hsa-mir-181c-3p,hsa-mir-181a-2-3p,0.0055,FALSE,NA,NA,NA,tarbase,tarbase,0.3288333333333333,FALSE
