entrezgene_id,hgnc_symbol,mirna1,mirna2,Lancaster_XY_Z,is_mrna_tf,mrnaLiterature,miRNA1_mRNA_DB,miRNA2_mRNA_DB,BH_pvalues_adjusted,BH_rejected
10628,TXNIP,hsa-mir-134-5p,hsa-mir-135b-5p,0.004,FALSE,NA,mirtarbase,mirtarbase tarbase,0.01227348257558273,TRUE
10628,TXNIP,hsa-mir-345-5p,hsa-mir-18b-5p,0,FALSE,NA,tarbase,mirtarbase,0,TRUE
10628,TXNIP,hsa-mir-935,hsa-mir-18b-5p,0.001,FALSE,NA,tarbase,mirtarbase,0.0037967444849004,TRUE
10642,IGF2BP1,hsa-mir-224-5p,hsa-mir-615-3p,0.0055,FALSE,NA,tarbase,mirtarbase,0.01596242632612966,TRUE
10725,NFAT5,hsa-mir-519c-3p,hsa-mir-183-5p,0.0085,TRUE,NA,mirtarbase,tarbase,0.022739498968761,TRUE
10797,MTHFD2,hsa-mir-136-5p,hsa-mir-1224-5p,0,FALSE,NA,tarbase,tarbase,0,TRUE
10955,SERINC3,hsa-mir-500b-5p,hsa-mir-216a-5p,0.007,FALSE,NA,tarbase,tarbase,0.0194253287413901,TRUE
11057,ABHD2,hsa-mir-195-5p,hsa-mir-629-3p,0.0035,FALSE,NA,mirtarbase,mirtarbase,0.01098845858669343,TRUE
11067,DEPP1,hsa-mir-449a,hsa-mir-141-5p,5e-4,FALSE,NA,tarbase,mirtarbase,0.00205864591801184,TRUE
11078,TRIOBP,hsa-mir-296-3p,hsa-mir-302b-3p,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
11078,TRIOBP,hsa-mir-296-3p,hsa-mir-302d-3p,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
11078,TRIOBP,hsa-mir-302c-3p,hsa-mir-296-3p,0.001,FALSE,NA,mirtarbase,mirtarbase,0.0037967444849004,TRUE
22806,IKZF3,hsa-mir-665,hsa-mir-149-3p,0.0055,TRUE,NA,mirtarbase,mirtarbase,0.01596242632612966,TRUE
22824,HSPA4L,hsa-mir-1185-5p,hsa-mir-450b-5p,0.004,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/11389747'>PubMedLink</a>,mirtarbase,tarbase,0.01227348257558273,TRUE
22824,HSPA4L,hsa-mir-889-3p,hsa-mir-302c-3p,0.009,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/11389747'>PubMedLink</a>,mirtarbase,mirtarbase,0.02382779907402797,TRUE
22903,BTBD3,hsa-mir-31-5p,hsa-mir-548d-3p,0.007,FALSE,NA,tarbase,mirtarbase,0.0194253287413901,TRUE
23008,KLHDC10,hsa-mir-18b-5p,hsa-mir-31-5p,0.0095,FALSE,NA,tarbase,mirtarbase,0.0248931782907541,TRUE
23049,SMG1,hsa-mir-1271-5p,hsa-mir-141-3p,0,FALSE,NA,tarbase,tarbase,0,TRUE
23049,SMG1,hsa-mir-548j-5p,hsa-mir-130b-3p,0.001,FALSE,NA,mirtarbase,tarbase,0.0037967444849004,TRUE
23049,SMG1,hsa-mir-548j-5p,hsa-mir-744-3p,0.0045,FALSE,NA,mirtarbase,tarbase,0.01352976594301221,TRUE
23085,ERC1,hsa-mir-370-3p,hsa-mir-29a-3p,0.008,FALSE,NA,tarbase,tarbase,0.02165901338899353,TRUE
23089,PEG10,hsa-mir-1323,hsa-mir-182-5p,0,FALSE,NA,mirtarbase,tarbase,0,TRUE
23089,PEG10,hsa-mir-1323,hsa-mir-548j-5p,0.002,FALSE,NA,mirtarbase,mirtarbase,0.00687181806434939,TRUE
23089,PEG10,hsa-mir-1323,hsa-mir-942-5p,0,FALSE,NA,mirtarbase,tarbase,0,TRUE
23089,PEG10,hsa-mir-182-5p,hsa-mir-516b-5p,0,FALSE,NA,tarbase,tarbase,0,TRUE
23089,PEG10,hsa-mir-34c-3p,hsa-mir-516b-5p,0.002,FALSE,NA,tarbase,tarbase,0.00687181806434939,TRUE
23089,PEG10,hsa-mir-378a-3p,hsa-mir-1323,0.003,FALSE,NA,tarbase,mirtarbase,0.00965844356327753,TRUE
23089,PEG10,hsa-mir-378a-3p,hsa-mir-182-5p,0.004,FALSE,NA,tarbase,tarbase,0.01227348257558273,TRUE
23089,PEG10,hsa-mir-378a-3p,hsa-mir-548o-3p,0.009,FALSE,NA,tarbase,mirtarbase,0.02382779907402797,TRUE
23089,PEG10,hsa-mir-942-5p,hsa-mir-516b-5p,0.0045,FALSE,NA,tarbase,tarbase,0.01352976594301221,TRUE
23095,KIF1B,hsa-mir-511-5p,hsa-mir-483-3p,0.0025,FALSE,NA,mirtarbase,tarbase,0.00830200755565268,TRUE
23175,LPIN1,hsa-mir-3065-3p,hsa-mir-129-5p,0.0085,FALSE,NA,tarbase,mirtarbase,0.022739498968761,TRUE
23314,SATB2,hsa-mir-31-5p,hsa-mir-3609,0.0075,TRUE,NA,mirtarbase,mirtarbase,0.02055066079295154,TRUE
23336,SYNM,hsa-mir-33b-3p,hsa-mir-34c-3p,0.002,FALSE,NA,mirtarbase,mirtarbase,0.00687181806434939,TRUE
23336,SYNM,hsa-mir-33b-3p,hsa-mir-3662,0.0045,FALSE,NA,mirtarbase,mirtarbase,0.01352976594301221,TRUE
23336,SYNM,hsa-mir-96-5p,hsa-mir-33b-3p,0.0015,FALSE,NA,mirtarbase,mirtarbase,0.005383963824115,TRUE
23336,SYNM,hsa-mir-96-5p,hsa-mir-3662,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
23352,UBR4,hsa-mir-224-5p,hsa-mir-497-5p,0.0025,FALSE,NA,tarbase,tarbase,0.00830200755565268,TRUE
23405,DICER1,hsa-mir-18b-5p,hsa-mir-7-1-3p,0,FALSE,NA,tarbase,tarbase,0,TRUE
23405,DICER1,hsa-mir-29b-3p,hsa-mir-215-5p,0.0035,FALSE,NA,tarbase,mirtarbase tarbase,0.01098845858669343,TRUE
23555,TSPAN15,hsa-mir-548b-3p,hsa-mir-18b-3p,0.0025,FALSE,NA,tarbase,tarbase,0.00830200755565268,TRUE
23607,CD2AP,hsa-mir-301a-3p,hsa-mir-92b-3p,0.002,FALSE,NA,tarbase,mirtarbase tarbase,0.00687181806434939,TRUE
23607,CD2AP,hsa-mir-92b-3p,hsa-mir-301b-3p,5e-4,FALSE,NA,mirtarbase tarbase,tarbase,0.00205864591801184,TRUE
23633,KPNA6,hsa-mir-150-5p,hsa-mir-452-3p,0.0035,FALSE,NA,mirtarbase,tarbase,0.01098845858669343,TRUE
25777,SUN2,hsa-mir-3660,hsa-mir-130b-3p,0.0075,FALSE,NA,mirtarbase,mirtarbase,0.02055066079295154,TRUE
25834,MGAT4C,hsa-mir-410-3p,hsa-mir-381-3p,5e-4,FALSE,NA,mirtarbase,mirtarbase,0.00205864591801184,TRUE
25890,ABI3BP,hsa-mir-376b-3p,hsa-mir-376a-3p,0.001,FALSE,NA,tarbase,tarbase,0.0037967444849004,TRUE
25932,CLIC4,hsa-mir-122-5p,hsa-mir-9-5p,0.007,FALSE,NA,mirtarbase tarbase,tarbase,0.0194253287413901,TRUE
26020,LRP10,hsa-mir-29b-3p,hsa-mir-548b-3p,0.005,FALSE,NA,mirtarbase,mirtarbase,0.01475610432852386,TRUE
26585,GREM1,hsa-mir-124-3p,hsa-mir-7-5p,5e-4,FALSE,NA,mirtarbase tarbase,tarbase,0.00205864591801184,TRUE
26585,GREM1,hsa-mir-299-3p,hsa-mir-7-5p,0.0025,FALSE,NA,tarbase,tarbase,0.00830200755565268,TRUE
26585,GREM1,hsa-mir-33b-3p,hsa-mir-7-5p,0.004,FALSE,NA,tarbase,tarbase,0.01227348257558273,TRUE
26585,GREM1,hsa-mir-665,hsa-mir-299-3p,0.004,FALSE,NA,tarbase,tarbase,0.01227348257558273,TRUE
26973,CHORDC1,hsa-mir-199a-3p,hsa-mir-338-3p,0,FALSE,NA,tarbase,tarbase,0,TRUE
26973,CHORDC1,hsa-mir-199b-3p,hsa-mir-338-3p,0,FALSE,NA,tarbase,tarbase,0,TRUE
28962,OSTM1,hsa-mir-129-5p,hsa-mir-194-5p,0,FALSE,NA,mirtarbase,tarbase,0,TRUE
29841,GRHL1,hsa-mir-99a-5p,hsa-mir-192-5p,0.0025,TRUE,NA,mirtarbase tarbase,mirtarbase tarbase,0.00830200755565268,TRUE
29956,CERS2,hsa-mir-320d,hsa-mir-96-5p,0,FALSE,NA,tarbase,tarbase,0,TRUE
30061,SLC40A1,hsa-mir-20b-5p,hsa-mir-92b-3p,0,FALSE,NA,tarbase,tarbase,0,TRUE
51232,CRIM1,hsa-mir-302d-5p,hsa-mir-18b-5p,0.004,FALSE,NA,tarbase,mirtarbase tarbase,0.01227348257558273,TRUE
51301,GCNT4,hsa-mir-106a-5p,hsa-mir-372-3p,0.007,FALSE,NA,tarbase,tarbase,0.0194253287413901,TRUE
51301,GCNT4,hsa-mir-20b-5p,hsa-mir-372-3p,5e-4,FALSE,NA,tarbase,tarbase,0.00205864591801184,TRUE
51427,ZNF107,hsa-mir-106a-5p,hsa-mir-181d-5p,0.009,TRUE,NA,mirtarbase tarbase,mirtarbase tarbase,0.02382779907402797,TRUE
51557,LGSN,hsa-mir-526b-3p,hsa-mir-378a-3p,0.003,FALSE,NA,mirtarbase,mirtarbase,0.00965844356327753,TRUE
51776,MAP3K20,hsa-mir-92b-3p,hsa-mir-106a-5p,0.0025,FALSE,NA,tarbase,tarbase,0.00830200755565268,TRUE
51804,SIX4,hsa-mir-548j-5p,hsa-mir-301b-3p,0,TRUE,NA,mirtarbase,tarbase,0,TRUE
54521,WDR44,hsa-mir-335-3p,hsa-mir-192-5p,0,FALSE,NA,tarbase,mirtarbase tarbase,0,TRUE
54742,LY6K,hsa-let-7c-5p,hsa-let-7e-5p,0.007,FALSE,NA,tarbase,tarbase,0.0194253287413901,TRUE
54742,LY6K,hsa-let-7c-5p,hsa-mir-219a-1-3p,0,FALSE,NA,tarbase,tarbase,0,TRUE
54813,KLHL28,hsa-mir-302c-3p,hsa-mir-29b-3p,0.007,FALSE,NA,mirtarbase tarbase,tarbase,0.0194253287413901,TRUE
54941,RNF125,hsa-mir-20b-5p,hsa-mir-766-3p,0.009,FALSE,NA,tarbase,mirtarbase,0.02382779907402797,TRUE
55033,FKBP14,hsa-mir-20b-5p,hsa-mir-373-3p,0.001,FALSE,NA,mirtarbase tarbase,mirtarbase,0.0037967444849004,TRUE
55033,FKBP14,hsa-mir-302c-3p,hsa-mir-372-3p,0.002,FALSE,NA,mirtarbase,mirtarbase,0.00687181806434939,TRUE
55033,FKBP14,hsa-mir-302d-3p,hsa-mir-142-3p,0.001,FALSE,NA,mirtarbase,mirtarbase,0.0037967444849004,TRUE
55033,FKBP14,hsa-mir-302d-3p,hsa-mir-372-3p,0.002,FALSE,NA,mirtarbase,mirtarbase,0.00687181806434939,TRUE
55033,FKBP14,hsa-mir-302d-3p,hsa-mir-373-3p,5e-4,FALSE,NA,mirtarbase,mirtarbase,0.00205864591801184,TRUE
55033,FKBP14,hsa-mir-302d-3p,hsa-mir-629-3p,0.002,FALSE,NA,mirtarbase,mirtarbase,0.00687181806434939,TRUE
55033,FKBP14,hsa-mir-373-3p,hsa-mir-106a-5p,0.001,FALSE,NA,mirtarbase,mirtarbase tarbase,0.0037967444849004,TRUE
55033,FKBP14,hsa-mir-373-3p,hsa-mir-302a-3p,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
55033,FKBP14,hsa-mir-512-3p,hsa-mir-302c-3p,0.001,FALSE,NA,mirtarbase,mirtarbase,0.0037967444849004,TRUE
55033,FKBP14,hsa-mir-520d-3p,hsa-mir-302c-3p,0.0015,FALSE,NA,mirtarbase,mirtarbase,0.005383963824115,TRUE
55033,FKBP14,hsa-mir-629-3p,hsa-mir-302a-3p,0.001,FALSE,NA,mirtarbase,mirtarbase,0.0037967444849004,TRUE
55147,RBM23,hsa-mir-301b-3p,hsa-mir-371a-5p,0.005,FALSE,NA,mirtarbase,mirtarbase,0.01475610432852386,TRUE
55147,RBM23,hsa-mir-301b-3p,hsa-mir-373-5p,0.002,FALSE,NA,mirtarbase,mirtarbase,0.00687181806434939,TRUE
55183,RIF1,hsa-mir-106a-5p,hsa-mir-181d-5p,0,FALSE,NA,tarbase,tarbase,0,TRUE
55183,RIF1,hsa-mir-181d-5p,hsa-mir-149-3p,0.0015,FALSE,NA,tarbase,mirtarbase,0.005383963824115,TRUE
55603,TENT5A,hsa-mir-486-5p,hsa-mir-92b-3p,0.007,FALSE,NA,mirtarbase,mirtarbase tarbase,0.0194253287413901,TRUE
55636,CHD7,hsa-mir-378c,hsa-mir-411-3p,0.001,FALSE,NA,tarbase,tarbase,0.0037967444849004,TRUE
55636,CHD7,hsa-mir-378c,hsa-mir-671-3p,0.0095,FALSE,NA,tarbase,tarbase,0.0248931782907541,TRUE
55667,DENND4C,hsa-mir-142-5p,hsa-mir-320d,0.0075,FALSE,NA,tarbase,tarbase,0.02055066079295154,TRUE
55729,ATF7IP,hsa-mir-497-3p,hsa-mir-200b-3p,0.006,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/23640991'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23666240'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28604728'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28604732'>PubMedLink</a>",tarbase,tarbase,0.01713305412371134,TRUE
55870,ASH1L,hsa-mir-302c-3p,hsa-mir-18a-3p,0.008,TRUE,NA,tarbase,tarbase,0.02165901338899353,TRUE
55870,ASH1L,hsa-mir-302c-3p,hsa-mir-195-5p,0.0015,TRUE,NA,tarbase,mirtarbase tarbase,0.005383963824115,TRUE
55870,ASH1L,hsa-mir-302d-3p,hsa-mir-18a-3p,5e-4,TRUE,NA,tarbase,tarbase,0.00205864591801184,TRUE
55870,ASH1L,hsa-mir-34b-5p,hsa-mir-302b-3p,0.005,TRUE,NA,tarbase,tarbase,0.01475610432852386,TRUE
55870,ASH1L,hsa-mir-497-5p,hsa-mir-302a-3p,0.0015,TRUE,NA,mirtarbase tarbase,tarbase,0.005383963824115,TRUE
55870,ASH1L,hsa-mir-497-5p,hsa-mir-302c-3p,0.0015,TRUE,NA,mirtarbase tarbase,tarbase,0.005383963824115,TRUE
55870,ASH1L,hsa-mir-497-5p,hsa-mir-302d-3p,0.001,TRUE,NA,mirtarbase tarbase,tarbase,0.0037967444849004,TRUE
55870,ASH1L,hsa-mir-548f-3p,hsa-mir-33a-3p,0.007,TRUE,NA,tarbase,tarbase,0.0194253287413901,TRUE
56853,CELF4,hsa-mir-378c,hsa-mir-378a-3p,0.0015,FALSE,NA,mirtarbase,mirtarbase,0.005383963824115,TRUE
56924,PAK6,hsa-mir-3609,hsa-mir-519d-3p,0.001,FALSE,NA,mirtarbase,mirtarbase,0.0037967444849004,TRUE
57035,RSRP1,hsa-mir-3662,hsa-mir-122-5p,0.005,FALSE,NA,tarbase,tarbase,0.01475610432852386,TRUE
57169,ZNFX1,hsa-mir-182-5p,hsa-mir-541-3p,0.001,FALSE,NA,tarbase,tarbase,0.0037967444849004,TRUE
57181,SLC39A10,hsa-mir-1226-3p,hsa-mir-582-5p,0.001,FALSE,NA,tarbase,mirtarbase,0.0037967444849004,TRUE
57587,CFAP97,hsa-mir-200c-3p,hsa-mir-33a-3p,0.0095,FALSE,NA,tarbase,tarbase,0.0248931782907541,TRUE
57670,KIAA1549,hsa-mir-520a-5p,hsa-mir-301b-3p,0.002,FALSE,NA,mirtarbase,tarbase,0.00687181806434939,TRUE
57674,RNF213,hsa-mir-3065-3p,hsa-mir-424-5p,0,FALSE,NA,tarbase,tarbase,0,TRUE
57674,RNF213,hsa-mir-582-5p,hsa-mir-3065-3p,0.0035,FALSE,NA,mirtarbase,tarbase,0.01098845858669343,TRUE
57695,USP37,hsa-mir-577,hsa-mir-455-3p,0.0065,FALSE,NA,tarbase,mirtarbase,0.01827912326159378,TRUE
57761,TRIB3,hsa-mir-335-5p,hsa-mir-493-3p,0.001,FALSE,NA,mirtarbase tarbase,mirtarbase,0.0037967444849004,TRUE
58528,RRAGD,hsa-mir-34c-5p,hsa-mir-124-3p,0.0035,FALSE,NA,mirtarbase,tarbase,0.01098845858669343,TRUE
60468,BACH2,hsa-mir-7-1-3p,hsa-mir-29c-3p,0,TRUE,NA,tarbase,mirtarbase,0,TRUE
64324,NSD1,hsa-mir-106a-5p,hsa-mir-181d-5p,0.001,FALSE,NA,tarbase,tarbase,0.0037967444849004,TRUE
64778,FNDC3B,hsa-mir-155-5p,hsa-mir-211-5p,0.0065,FALSE,NA,mirtarbase tarbase,tarbase,0.01827912326159378,TRUE
64866,CDCP1,hsa-mir-181d-5p,hsa-mir-138-5p,0.0095,FALSE,NA,tarbase,tarbase,0.0248931782907541,TRUE
64866,CDCP1,hsa-mir-194-3p,hsa-mir-377-5p,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
64866,CDCP1,hsa-mir-194-3p,hsa-mir-485-5p,5e-4,FALSE,NA,mirtarbase,mirtarbase,0.00205864591801184,TRUE
64866,CDCP1,hsa-mir-665,hsa-mir-224-5p,0.0025,FALSE,NA,mirtarbase tarbase,tarbase,0.00830200755565268,TRUE
64919,BCL11B,hsa-mir-942-5p,hsa-mir-216a-5p,5e-4,TRUE,NA,tarbase,tarbase,0.00205864591801184,TRUE
64981,MRPL34,hsa-mir-196a-5p,hsa-mir-92b-5p,0.003,FALSE,NA,tarbase,mirtarbase,0.00965844356327753,TRUE
65059,RAPH1,hsa-mir-129-5p,hsa-mir-204-5p,0.0065,FALSE,NA,tarbase,tarbase,0.01827912326159378,TRUE
65059,RAPH1,hsa-mir-506-3p,hsa-mir-204-5p,0.0045,FALSE,NA,tarbase,tarbase,0.01352976594301221,TRUE
65059,RAPH1,hsa-mir-509-3-5p,hsa-mir-204-5p,5e-4,FALSE,NA,tarbase,tarbase,0.00205864591801184,TRUE
79026,AHNAK,hsa-mir-127-5p,hsa-mir-205-5p,0.0065,FALSE,NA,tarbase,tarbase,0.01827912326159378,TRUE
79026,AHNAK,hsa-mir-205-5p,hsa-mir-1305,0.003,FALSE,NA,tarbase,tarbase,0.00965844356327753,TRUE
79026,AHNAK,hsa-mir-487a-3p,hsa-mir-205-5p,5e-4,FALSE,NA,tarbase,tarbase,0.00205864591801184,TRUE
79094,CHAC1,hsa-mir-539-5p,hsa-mir-940,0.001,FALSE,NA,mirtarbase,mirtarbase tarbase,0.0037967444849004,TRUE
79834,PEAK1,hsa-mir-20b-5p,hsa-mir-92b-3p,5e-4,FALSE,NA,mirtarbase,mirtarbase,0.00205864591801184,TRUE
79944,L2HGDH,hsa-mir-155-5p,hsa-mir-497-5p,0.001,FALSE,NA,mirtarbase tarbase,mirtarbase,0.0037967444849004,TRUE
80045,GPR157,hsa-mir-519d-3p,hsa-mir-642a-5p,0.006,FALSE,NA,mirtarbase,tarbase,0.01713305412371134,TRUE
80045,GPR157,hsa-mir-520h,hsa-mir-642a-5p,0.0025,FALSE,NA,mirtarbase,tarbase,0.00830200755565268,TRUE
80223,RAB11FIP1,hsa-mir-29a-3p,hsa-mir-195-5p,0,FALSE,NA,mirtarbase,tarbase,0,TRUE
80223,RAB11FIP1,hsa-mir-29a-3p,hsa-mir-502-5p,0.0025,FALSE,NA,mirtarbase,tarbase,0.00830200755565268,TRUE
80223,RAB11FIP1,hsa-mir-29b-3p,hsa-mir-195-5p,0.004,FALSE,NA,mirtarbase,tarbase,0.01227348257558273,TRUE
80223,RAB11FIP1,hsa-mir-29b-3p,hsa-mir-518c-5p,5e-4,FALSE,NA,mirtarbase,tarbase,0.00205864591801184,TRUE
80223,RAB11FIP1,hsa-mir-29b-3p,hsa-mir-519d-3p,0.0015,FALSE,NA,mirtarbase,mirtarbase,0.005383963824115,TRUE
80223,RAB11FIP1,hsa-mir-29b-3p,hsa-mir-520a-3p,0.003,FALSE,NA,mirtarbase,mirtarbase,0.00965844356327753,TRUE
80223,RAB11FIP1,hsa-mir-29b-3p,hsa-mir-526b-3p,0.006,FALSE,NA,mirtarbase,mirtarbase,0.01713305412371134,TRUE
80223,RAB11FIP1,hsa-mir-29c-3p,hsa-mir-195-5p,0,FALSE,NA,mirtarbase,tarbase,0,TRUE
80223,RAB11FIP1,hsa-mir-29c-3p,hsa-mir-518c-5p,0.002,FALSE,NA,mirtarbase,tarbase,0.00687181806434939,TRUE
80223,RAB11FIP1,hsa-mir-29c-3p,hsa-mir-519d-3p,0.0015,FALSE,NA,mirtarbase,mirtarbase,0.005383963824115,TRUE
80223,RAB11FIP1,hsa-mir-29c-3p,hsa-mir-526b-3p,0.0035,FALSE,NA,mirtarbase,mirtarbase,0.01098845858669343,TRUE
80223,RAB11FIP1,hsa-mir-520c-3p,hsa-mir-29b-3p,0.003,FALSE,NA,mirtarbase,mirtarbase,0.00965844356327753,TRUE
80223,RAB11FIP1,hsa-mir-520c-3p,hsa-mir-29c-3p,0.006,FALSE,NA,mirtarbase,mirtarbase,0.01713305412371134,TRUE
80228,ORAI2,hsa-mir-3922-3p,hsa-mir-302a-3p,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
80228,ORAI2,hsa-mir-3922-3p,hsa-mir-302c-3p,0.001,FALSE,NA,mirtarbase,mirtarbase,0.0037967444849004,TRUE
80228,ORAI2,hsa-mir-3922-3p,hsa-mir-302d-3p,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
80228,ORAI2,hsa-mir-3922-3p,hsa-mir-367-3p,0.003,FALSE,NA,mirtarbase,mirtarbase,0.00965844356327753,TRUE
80315,CPEB4,hsa-mir-335-3p,hsa-mir-429,0.005,FALSE,NA,tarbase,tarbase,0.01475610432852386,TRUE
80856,LNPK,hsa-mir-34c-5p,hsa-mir-548e-3p,0.0045,FALSE,NA,mirtarbase,mirtarbase,0.01352976594301221,TRUE
81848,SPRY4,hsa-mir-342-5p,hsa-mir-129-2-3p,0.009,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/23640991'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29410498'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30027931'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31235829'>PubMedLink</a>",mirtarbase,tarbase,0.02382779907402797,TRUE
84128,WDR75,hsa-mir-129-5p,hsa-mir-149-3p,0.004,FALSE,NA,tarbase,mirtarbase,0.01227348257558273,TRUE
84144,SYDE2,hsa-mir-367-3p,hsa-mir-182-5p,0.0085,FALSE,NA,tarbase,mirtarbase,0.022739498968761,TRUE
84144,SYDE2,hsa-mir-367-3p,hsa-mir-183-3p,0.0025,FALSE,NA,tarbase,tarbase,0.00830200755565268,TRUE
84247,RTL6,hsa-mir-497-5p,hsa-mir-302a-3p,0.009,FALSE,NA,tarbase,tarbase,0.02382779907402797,TRUE
84247,RTL6,hsa-mir-497-5p,hsa-mir-302d-3p,0.0075,FALSE,NA,tarbase,tarbase,0.02055066079295154,TRUE
84248,FYTTD1,hsa-mir-381-3p,hsa-mir-411-3p,0,FALSE,NA,tarbase,mirtarbase,0,TRUE
84248,FYTTD1,hsa-mir-381-3p,hsa-mir-654-3p,0,FALSE,NA,tarbase,tarbase,0,TRUE
84272,YIPF4,hsa-mir-744-3p,hsa-mir-92b-3p,0.002,FALSE,NA,mirtarbase,mirtarbase,0.00687181806434939,TRUE
84272,YIPF4,hsa-mir-92b-3p,hsa-mir-3065-5p,0.0045,FALSE,NA,mirtarbase,tarbase,0.01352976594301221,TRUE
84272,YIPF4,hsa-mir-92b-3p,hsa-mir-541-3p,0.0065,FALSE,NA,mirtarbase,mirtarbase,0.01827912326159378,TRUE
84293,PRXL2A,hsa-mir-20b-5p,hsa-mir-372-3p,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
84333,PCGF5,hsa-mir-1305,hsa-mir-183-5p,0.0015,FALSE,NA,tarbase,tarbase,0.005383963824115,TRUE
84333,PCGF5,hsa-mir-183-5p,hsa-mir-500a-5p,0.0065,FALSE,NA,tarbase,tarbase,0.01827912326159378,TRUE
84823,LMNB2,hsa-mir-378c,hsa-mir-188-3p,0.0055,FALSE,NA,mirtarbase,mirtarbase,0.01596242632612966,TRUE
90627,STARD13,hsa-mir-1270,hsa-mir-376b-3p,0.0035,FALSE,NA,tarbase,tarbase,0.01098845858669343,TRUE
92255,LMBRD2,hsa-mir-142-3p,hsa-mir-519e-3p,0.0095,FALSE,NA,tarbase,mirtarbase,0.0248931782907541,TRUE
112939,"NACC1",hsa-mir-452-3p,hsa-mir-491-5p,0.0045,FALSE,NA,tarbase,mirtarbase tarbase,0.01352976594301221,TRUE
114908,TMEM123,hsa-mir-204-5p,hsa-mir-653-5p,0.008,FALSE,NA,tarbase,tarbase,0.02165901338899353,TRUE
114987,WDR31,hsa-mir-183-5p,hsa-mir-301b-3p,0.005,FALSE,NA,mirtarbase,mirtarbase,0.01475610432852386,TRUE
116236,ABHD15,hsa-mir-302c-3p,hsa-mir-296-5p,0.0025,FALSE,NA,mirtarbase,tarbase,0.00830200755565268,TRUE
116236,ABHD15,hsa-mir-302d-3p,hsa-mir-485-5p,0.0015,FALSE,NA,mirtarbase,mirtarbase,0.005383963824115,TRUE
116236,ABHD15,hsa-mir-485-5p,hsa-mir-302a-3p,0.001,FALSE,NA,mirtarbase,mirtarbase,0.0037967444849004,TRUE
116236,ABHD15,hsa-mir-512-3p,hsa-mir-20b-5p,0.0015,FALSE,NA,mirtarbase,mirtarbase,0.005383963824115,TRUE
116236,ABHD15,hsa-mir-520d-3p,hsa-mir-106a-5p,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
116236,ABHD15,hsa-mir-520d-3p,hsa-mir-20b-5p,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
116236,ABHD15,hsa-mir-526b-3p,hsa-mir-106a-5p,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
116236,ABHD15,hsa-mir-526b-3p,hsa-mir-20b-5p,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
116984,ARAP2,hsa-let-7f-2-3p,hsa-mir-942-5p,0.003,FALSE,NA,mirtarbase,tarbase,0.00965844356327753,TRUE
120114,FAT3,hsa-mir-1270,hsa-mir-296-3p,0.0035,FALSE,NA,mirtarbase,mirtarbase,0.01098845858669343,TRUE
124540,MSI2,hsa-mir-34b-5p,hsa-mir-150-3p,0.009,FALSE,NA,tarbase,tarbase,0.02382779907402797,TRUE
132720,FAM241A,hsa-mir-106a-5p,hsa-mir-520c-3p,0.007,FALSE,NA,mirtarbase,mirtarbase,0.0194253287413901,TRUE
132720,FAM241A,hsa-mir-106a-5p,hsa-mir-526b-3p,0.0085,FALSE,NA,mirtarbase,mirtarbase,0.022739498968761,TRUE
132720,FAM241A,hsa-mir-20b-5p,hsa-mir-520c-3p,0.002,FALSE,NA,mirtarbase,mirtarbase,0.00687181806434939,TRUE
132720,FAM241A,hsa-mir-20b-5p,hsa-mir-520d-3p,0.0065,FALSE,NA,mirtarbase,mirtarbase,0.01827912326159378,TRUE
132720,FAM241A,hsa-mir-520g-3p,hsa-mir-20b-5p,0.0065,FALSE,NA,mirtarbase,mirtarbase,0.01827912326159378,TRUE
132720,FAM241A,hsa-mir-526b-3p,hsa-mir-20b-5p,0.0015,FALSE,NA,mirtarbase,mirtarbase,0.005383963824115,TRUE
135228,CD109,hsa-mir-142-5p,hsa-mir-9-5p,0,FALSE,NA,tarbase,tarbase,0,TRUE
138151,"NACC2",hsa-mir-92b-3p,hsa-mir-130b-3p,0.0025,FALSE,NA,mirtarbase,mirtarbase tarbase,0.00830200755565268,TRUE
