entrezgene_id,hgnc_symbol,mirna1,mirna2,Lancaster_XY_Z,is_mrna_tf,mirna1Literature,mirna2Literature,mrnaLiterature,miRNA1_mRNA_DB,miRNA2_mRNA_DB,BH_pvalues_adjusted,BH_rejected
1408,CRY2,hsa-mir-20a-5p,hsa-mir-10a-5p,0.0095,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase tarbase,0.3494665551839465,FALSE
1605,DAG1,hsa-mir-10a-5p,hsa-mir-190a-5p,0.004,FALSE,NA,NA,NA,tarbase,tarbase,0.28112460063897765,FALSE
1783,DYNC1LI2,hsa-let-7b-5p,hsa-let-7c-5p,0.0085,FALSE,NA,NA,NA,tarbase,tarbase,0.34435174953959485,FALSE
1808,DPYSL2,hsa-mir-30e-5p,hsa-mir-21-5p,0.0085,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gUVM/30816227'>PubMedLink</a>,tarbase,tarbase,0.34435174953959485,FALSE
1829,DSG2,hsa-mir-335-3p,hsa-mir-129-5p,0.0025,FALSE,NA,NA,NA,tarbase,tarbase,0.24120614035087715,FALSE
1857,DVL3,hsa-mir-10a-5p,hsa-mir-497-5p,0.0035,FALSE,NA,NA,NA,mirtarbase,tarbase,0.26826829268292685,FALSE
1938,EEF2,hsa-mir-155-5p,hsa-mir-642a-5p,0.002,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase,0.22332994923857863,FALSE
1958,EGR1,hsa-mir-424-5p,hsa-mir-32-5p,0.0095,TRUE,NA,NA,NA,tarbase,tarbase,0.3494665551839465,FALSE
1997,ELF1,hsa-mir-30a-3p,hsa-mir-328-3p,0.0035,TRUE,NA,NA,NA,tarbase,tarbase,0.26826829268292685,FALSE
2005,ELK4,hsa-mir-221-5p,hsa-mir-1270,0.007,TRUE,NA,NA,NA,tarbase,mirtarbase tarbase,0.3297344753747323,FALSE
2005,ELK4,hsa-mir-221-5p,hsa-mir-140-5p,0.0025,TRUE,NA,<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>,NA,tarbase,tarbase,0.24120614035087715,FALSE
2182,ACSL4,hsa-mir-1304-5p,hsa-mir-20b-5p,0.003,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.2588,FALSE
2232,FDXR,hsa-mir-149-5p,hsa-mir-2355-5p,0.005,FALSE,NA,NA,NA,tarbase,tarbase,0.3005191256830601,FALSE
2649,NR6A1,hsa-mir-10a-5p,hsa-mir-188-3p,0.003,TRUE,NA,NA,NA,tarbase,tarbase,0.2588,FALSE
3178,HNRNPA1,hsa-mir-636,hsa-mir-9-3p,5e-4,FALSE,NA,NA,NA,mirtarbase,tarbase,0.11826881720430107,FALSE
3554,IL1R1,hsa-mir-192-5p,hsa-mir-19b-3p,0.009,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.3449163763066202,FALSE
3656,IRAK2,hsa-mir-34b-3p,hsa-mir-508-5p,0.0075,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.33533536585365853,FALSE
3658,IREB2,hsa-mir-320c,hsa-mir-194-5p,0.0025,FALSE,NA,NA,NA,tarbase,tarbase,0.24120614035087715,FALSE
3673,ITGA2,hsa-mir-181c-5p,hsa-mir-106a-5p,0,FALSE,NA,NA,NA,tarbase,mirtarbase,0,TRUE
3720,JARID2,hsa-mir-33a-5p,hsa-mir-19a-3p,5e-4,FALSE,NA,NA,NA,tarbase,mirtarbase,0.11826881720430107,FALSE
3752,KCND3,hsa-mir-20b-5p,hsa-mir-1304-5p,0.009,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.3449163763066202,FALSE
3796,KIF2A,hsa-mir-34b-3p,hsa-mir-222-5p,0.002,FALSE,NA,NA,NA,tarbase,tarbase,0.22332994923857863,FALSE
4012,LNPEP,hsa-mir-221-3p,hsa-mir-636,0.0045,FALSE,NA,NA,NA,tarbase,mirtarbase,0.29029618768328447,FALSE
4179,CD46,hsa-mir-328-3p,hsa-mir-30a-3p,0.002,FALSE,NA,NA,NA,tarbase,tarbase,0.22332994923857863,FALSE
4193,MDM2,hsa-mir-590-3p,hsa-mir-20b-5p,0.006,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gUVM/12365913'>PubMedLink</a>,mirtarbase tarbase,mirtarbase tarbase,0.31881159420289856,FALSE
4211,MEIS1,hsa-mir-424-5p,hsa-mir-15a-5p,0.0045,TRUE,NA,NA,NA,tarbase,tarbase,0.29029618768328447,FALSE
4293,MAP3K9,hsa-mir-15a-5p,hsa-mir-301a-3p,0.0015,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.19296491228070176,FALSE
4293,MAP3K9,hsa-mir-301a-3p,hsa-mir-20a-5p,0.0015,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.19296491228070176,FALSE
4673,"NAP1L1",hsa-mir-145-5p,hsa-mir-196b-5p,0.006,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.31881159420289856,FALSE
4853,NOTCH2,hsa-mir-939-5p,hsa-mir-497-5p,0.0085,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.34435174953959485,FALSE
4884,NPTX1,hsa-mir-421,hsa-mir-129-5p,0.003,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase tarbase,0.2588,FALSE
4939,OAS2,hsa-mir-1270,hsa-mir-219a-1-3p,0.004,FALSE,NA,NA,NA,mirtarbase,tarbase,0.28112460063897765,FALSE
5087,PBX1,hsa-mir-142-3p,hsa-mir-21-5p,0.0095,TRUE,<a href='https://pubmed.ncbi.nlm.nih.gUVM/31213897'>PubMedLink</a>,NA,NA,tarbase,mirtarbase tarbase,0.3494665551839465,FALSE
5101,PCDH9,hsa-mir-19a-3p,hsa-mir-15a-5p,0.0035,FALSE,NA,NA,NA,tarbase,tarbase,0.26826829268292685,FALSE
5139,PDE3A,hsa-mir-421,hsa-mir-3680-3p,0.0045,FALSE,NA,NA,NA,tarbase,mirtarbase,0.29029618768328447,FALSE
5241,PGR,hsa-mir-19b-3p,hsa-mir-181b-5p,0.009,TRUE,NA,NA,NA,tarbase,tarbase,0.3449163763066202,FALSE
5292,PIM1,hsa-mir-486-5p,hsa-mir-195-5p,0.004,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.28112460063897765,FALSE
5351,PLOD1,hsa-mir-106a-5p,hsa-mir-142-3p,0.001,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gUVM/31213897'>PubMedLink</a>,NA,tarbase,tarbase,0.1745873015873016,FALSE
5396,PRRX1,hsa-mir-30a-3p,hsa-mir-30a-5p,0.0095,TRUE,NA,NA,NA,tarbase,tarbase,0.3494665551839465,FALSE
5452,POU2F2,hsa-mir-133a-3p,hsa-mir-20a-3p,0.007,TRUE,NA,NA,NA,mirtarbase,tarbase,0.3297344753747323,FALSE
5516,PPP2CB,hsa-mir-142-5p,hsa-mir-188-3p,0.004,FALSE,NA,NA,NA,tarbase,tarbase,0.28112460063897765,FALSE
5562,PRKAA1,hsa-mir-30a-3p,hsa-mir-328-3p,0.0025,FALSE,NA,NA,NA,tarbase,tarbase,0.24120614035087715,FALSE
5563,PRKAA2,hsa-mir-590-3p,hsa-mir-21-5p,0.0085,FALSE,NA,NA,NA,tarbase,tarbase,0.34435174953959485,FALSE
5618,PRLR,hsa-mir-20b-5p,hsa-mir-30e-5p,0.0035,FALSE,NA,NA,NA,tarbase,tarbase,0.26826829268292685,FALSE
5655,KLK10,hsa-mir-939-5p,hsa-mir-143-3p,0.0045,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.29029618768328447,FALSE
6018,RLF,hsa-mir-203a-3p,hsa-let-7b-5p,0.0075,TRUE,NA,NA,NA,tarbase,tarbase,0.33533536585365853,FALSE
6096,RORB,hsa-mir-19b-3p,hsa-mir-590-3p,0.001,TRUE,NA,NA,NA,tarbase,tarbase,0.1745873015873016,FALSE
6229,RPS24,hsa-mir-22-5p,hsa-mir-10b-3p,0.004,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase,0.28112460063897765,FALSE
6297,SALL2,hsa-mir-140-5p,hsa-mir-424-5p,0.0015,TRUE,<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>,NA,NA,tarbase,tarbase,0.19296491228070176,FALSE
6310,ATXN1,hsa-mir-19b-3p,hsa-mir-30a-3p,0.0045,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.29029618768328447,FALSE
6383,SDC2,hsa-mir-20b-5p,hsa-mir-590-3p,0.005,FALSE,NA,NA,NA,tarbase,tarbase,0.3005191256830601,FALSE
6446,SGK1,hsa-mir-19b-3p,hsa-mir-222-5p,0.006,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.31881159420289856,FALSE
6446,SGK1,hsa-mir-30a-3p,hsa-mir-29c-3p,0.0025,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.24120614035087715,FALSE
6515,SLC2A3,hsa-mir-106a-5p,hsa-mir-424-5p,0,FALSE,NA,NA,NA,mirtarbase,mirtarbase tarbase,0,TRUE
6535,SLC6A8,hsa-mir-145-3p,hsa-mir-424-5p,0.0075,FALSE,NA,NA,NA,tarbase,tarbase,0.33533536585365853,FALSE
6648,SOD2,hsa-mir-30a-3p,hsa-mir-548e-3p,0.008,FALSE,NA,NA,NA,tarbase,tarbase,0.34435174953959485,FALSE
7037,TFRC,hsa-mir-197-3p,hsa-mir-506-3p,5e-4,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gUVM/30080301'>PubMedLink</a>,NA,tarbase,tarbase,0.11826881720430107,FALSE
7057,THBS1,hsa-mir-22-5p,hsa-mir-34a-3p,0.0095,FALSE,NA,NA,NA,tarbase,tarbase,0.3494665551839465,FALSE
7431,VIM,hsa-mir-21-5p,hsa-mir-34a-3p,0.0045,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gUVM/9484713'>PubMedLink</a>,tarbase,tarbase,0.29029618768328447,FALSE
7465,WEE1,hsa-mir-130a-5p,hsa-mir-29c-3p,0.0085,FALSE,NA,NA,NA,mirtarbase,tarbase,0.34435174953959485,FALSE
7552,ZNF711,hsa-mir-760,hsa-mir-511-5p,0.003,TRUE,NA,NA,NA,tarbase,mirtarbase tarbase,0.2588,FALSE
7705,ZNF146,hsa-mir-582-5p,hsa-let-7b-5p,0.006,TRUE,NA,NA,NA,tarbase,tarbase,0.31881159420289856,FALSE
7832,BTG2,hsa-mir-491-5p,hsa-mir-125b-2-3p,0.001,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.1745873015873016,FALSE
7832,BTG2,hsa-mir-491-5p,hsa-mir-219a-1-3p,0.0055,FALSE,NA,NA,NA,tarbase,mirtarbase,0.30630126582278483,FALSE
8038,ADAM12,hsa-mir-181b-5p,hsa-mir-135b-5p,0.0095,FALSE,NA,NA,NA,tarbase,mirtarbase,0.3494665551839465,FALSE
8204,NRIP1,hsa-mir-145-5p,hsa-mir-432-5p,0.004,FALSE,NA,NA,NA,tarbase,tarbase,0.28112460063897765,FALSE
8471,IRS4,hsa-mir-326,hsa-mir-330-5p,0.007,FALSE,NA,NA,NA,tarbase,mirtarbase,0.3297344753747323,FALSE
8503,PIK3R3,hsa-mir-29c-3p,hsa-mir-181c-5p,0.003,FALSE,NA,NA,NA,tarbase,tarbase,0.2588,FALSE
8744,TNFSF9,hsa-mir-424-5p,hsa-mir-374a-5p,0.006,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase,0.31881159420289856,FALSE
8904,CPNE1,hsa-mir-3065-3p,hsa-mir-424-5p,5e-4,FALSE,NA,NA,NA,tarbase,tarbase,0.11826881720430107,FALSE
8914,TIMELESS,hsa-mir-508-5p,hsa-mir-19a-3p,0.001,FALSE,NA,NA,NA,mirtarbase,tarbase,0.1745873015873016,FALSE
9134,CCNE2,hsa-mir-548b-3p,hsa-mir-30a-5p,0.006,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.31881159420289856,FALSE
9194,SLC16A7,hsa-mir-301a-3p,hsa-mir-140-5p,0.0085,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>,NA,tarbase,tarbase,0.34435174953959485,FALSE
9388,LIPG,hsa-mir-197-3p,hsa-mir-34b-3p,0.0025,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gUVM/21730846'>PubMedLink</a>,mirtarbase,mirtarbase,0.24120614035087715,FALSE
9444,QKI,hsa-mir-143-3p,hsa-mir-542-3p,0.009,FALSE,NA,NA,NA,tarbase,tarbase,0.3449163763066202,FALSE
9455,HOMER2,hsa-mir-188-3p,hsa-mir-653-5p,0.005,FALSE,NA,NA,NA,tarbase,tarbase,0.3005191256830601,FALSE
9473,THEMIS2,hsa-mir-197-3p,hsa-mir-335-5p,0.004,FALSE,NA,NA,NA,mirtarbase,mirtarbase tarbase,0.28112460063897765,FALSE
9510,ADAMTS1,hsa-mir-212-3p,hsa-mir-139-3p,0.0095,FALSE,NA,NA,NA,tarbase,tarbase,0.3494665551839465,FALSE
9590,AKAP12,hsa-mir-221-5p,hsa-mir-513c-5p,0.0085,FALSE,NA,NA,NA,tarbase,tarbase,0.34435174953959485,FALSE
9782,MATR3,hsa-mir-1229-3p,hsa-mir-421,0.006,FALSE,NA,NA,NA,tarbase,tarbase,0.31881159420289856,FALSE
9805,SCRN1,hsa-mir-15a-5p,hsa-mir-126-5p,0.005,FALSE,NA,NA,NA,tarbase,tarbase,0.3005191256830601,FALSE
9957,HS3ST1,hsa-mir-150-5p,hsa-mir-30a-3p,0.0075,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.33533536585365853,FALSE
10018,BCL2L11,hsa-mir-378c,hsa-mir-140-5p,0.006,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>,NA,tarbase,mirtarbase tarbase,0.31881159420289856,FALSE
10114,HIPK3,hsa-mir-2116-3p,hsa-mir-187-3p,0.0075,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.33533536585365853,FALSE
10130,PDIA6,hsa-mir-320b,hsa-mir-15a-5p,0.0025,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.24120614035087715,FALSE
10207,PATJ,hsa-mir-378a-5p,hsa-mir-211-5p,0.001,FALSE,NA,NA,NA,tarbase,mirtarbase,0.1745873015873016,FALSE
10435,CDC42EP2,hsa-mir-424-5p,hsa-mir-32-5p,0.0025,FALSE,NA,NA,NA,tarbase,tarbase,0.24120614035087715,FALSE
10451,VAV3,hsa-mir-125b-2-3p,hsa-let-7c-5p,0.005,FALSE,NA,NA,NA,mirtarbase,tarbase,0.3005191256830601,FALSE
10489,LRRC41,hsa-mir-34c-5p,hsa-mir-195-5p,0.0015,FALSE,NA,NA,NA,tarbase,tarbase,0.19296491228070176,FALSE
10489,LRRC41,hsa-mir-503-5p,hsa-mir-195-5p,0.009,FALSE,NA,NA,NA,tarbase,tarbase,0.3449163763066202,FALSE
10489,LRRC41,hsa-mir-542-3p,hsa-mir-34c-5p,0.007,FALSE,NA,NA,NA,tarbase,tarbase,0.3297344753747323,FALSE
10628,TXNIP,hsa-mir-497-5p,hsa-mir-335-5p,5e-4,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase tarbase,0.11826881720430107,FALSE
10725,NFAT5,hsa-mir-211-5p,hsa-mir-130a-5p,0.008,TRUE,NA,NA,NA,mirtarbase tarbase,tarbase,0.34435174953959485,FALSE
11245,GPR176,hsa-mir-424-5p,hsa-mir-106a-5p,5e-4,FALSE,NA,NA,NA,tarbase,tarbase,0.11826881720430107,FALSE
22807,IKZF2,hsa-mir-301a-3p,hsa-mir-125b-5p,0.006,TRUE,NA,NA,NA,tarbase,mirtarbase,0.31881159420289856,FALSE
22823,MTF2,hsa-mir-10a-5p,hsa-let-7b-5p,0.007,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.3297344753747323,FALSE
22823,MTF2,hsa-mir-181b-5p,hsa-mir-335-3p,0.0015,FALSE,NA,NA,NA,tarbase,tarbase,0.19296491228070176,FALSE
22824,HSPA4L,hsa-mir-143-3p,hsa-mir-320b,0.0075,FALSE,NA,NA,NA,tarbase,mirtarbase,0.33533536585365853,FALSE
22824,HSPA4L,hsa-mir-20b-5p,hsa-mir-378a-5p,0.004,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.28112460063897765,FALSE
22847,ZNF507,hsa-mir-582-5p,hsa-let-7b-5p,0.0015,TRUE,NA,NA,NA,tarbase,mirtarbase,0.19296491228070176,FALSE
22875,ENPP4,hsa-mir-424-5p,hsa-mir-140-5p,0.006,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>,NA,tarbase,tarbase,0.31881159420289856,FALSE
23049,SMG1,hsa-let-7b-5p,hsa-mir-3065-3p,0.0045,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.29029618768328447,FALSE
23318,TUT4,hsa-let-7b-5p,hsa-mir-203a-3p,0.008,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase,0.34435174953959485,FALSE
23362,PSD3,hsa-mir-143-3p,hsa-let-7b-5p,0.0025,FALSE,NA,NA,NA,tarbase,mirtarbase,0.24120614035087715,FALSE
23362,PSD3,hsa-mir-143-3p,hsa-mir-143-5p,0,FALSE,NA,NA,NA,tarbase,tarbase,0,TRUE
23362,PSD3,hsa-mir-143-5p,hsa-mir-432-5p,0.0095,FALSE,NA,NA,NA,tarbase,tarbase,0.3494665551839465,FALSE
23499,MACF1,hsa-mir-335-5p,hsa-mir-383-5p,0.003,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.2588,FALSE
25805,BAMBI,hsa-mir-15a-5p,hsa-mir-301a-3p,5e-4,FALSE,NA,NA,NA,tarbase,tarbase,0.11826881720430107,FALSE
25976,TIPARP,hsa-mir-550a-3p,hsa-mir-382-5p,0.0015,FALSE,NA,NA,NA,tarbase,tarbase,0.19296491228070176,FALSE
26040,SETBP1,hsa-mir-320c,hsa-mir-320b,0.0075,TRUE,NA,NA,NA,tarbase,tarbase,0.33533536585365853,FALSE
26099,SZRD1,hsa-mir-195-5p,hsa-mir-9-5p,0.002,FALSE,NA,NA,NA,mirtarbase,tarbase,0.22332994923857863,FALSE
26207,PITPNC1,hsa-mir-140-3p,hsa-mir-335-5p,0.0045,FALSE,NA,NA,NA,mirtarbase,mirtarbase tarbase,0.29029618768328447,FALSE
26207,PITPNC1,hsa-mir-374a-5p,hsa-mir-140-3p,0,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0,TRUE
26523,AGO1,hsa-mir-34c-5p,hsa-let-7b-5p,0.009,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.3449163763066202,FALSE
27075,TSPAN13,hsa-mir-34a-3p,hsa-mir-221-3p,0.0075,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.33533536585365853,FALSE
27152,INTU,hsa-mir-365a-5p,hsa-mir-421,0.001,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.1745873015873016,FALSE
27250,PDCD4,hsa-mir-129-2-3p,hsa-mir-10b-5p,0.0065,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.3272013729977116,FALSE
27250,PDCD4,hsa-mir-182-5p,hsa-mir-15a-5p,0.0045,FALSE,NA,NA,NA,mirtarbase,mirtarbase tarbase,0.29029618768328447,FALSE
27327,TNRC6A,hsa-mir-328-3p,hsa-mir-30c-2-3p,0.009,FALSE,NA,NA,NA,tarbase,mirtarbase,0.3449163763066202,FALSE
28962,OSTM1,hsa-mir-149-5p,hsa-mir-146b-3p,0.005,FALSE,NA,NA,NA,mirtarbase,tarbase,0.3005191256830601,FALSE
28996,HIPK2,hsa-mir-182-5p,hsa-mir-383-5p,0.0075,FALSE,NA,NA,NA,tarbase,tarbase,0.33533536585365853,FALSE
29979,UBQLN1,hsa-mir-582-5p,hsa-mir-92b-3p,0.0095,FALSE,NA,NA,NA,tarbase,tarbase,0.3494665551839465,FALSE
30836,DNTTIP2,hsa-mir-143-3p,hsa-mir-203a-3p,0.009,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.3449163763066202,FALSE
51430,SUCO,hsa-mir-197-3p,hsa-mir-181a-5p,0.0035,FALSE,NA,NA,NA,tarbase,tarbase,0.26826829268292685,FALSE
51804,SIX4,hsa-mir-374a-3p,hsa-mir-30a-5p,0.005,TRUE,NA,NA,NA,tarbase,mirtarbase,0.3005191256830601,FALSE
54407,SLC38A2,hsa-mir-194-3p,hsa-mir-495-3p,0.002,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.22332994923857863,FALSE
54407,SLC38A2,hsa-mir-30a-3p,hsa-mir-328-3p,0.007,FALSE,NA,NA,NA,tarbase,tarbase,0.3297344753747323,FALSE
54407,SLC38A2,hsa-mir-320b,hsa-mir-181b-5p,0.0045,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.29029618768328447,FALSE
54407,SLC38A2,hsa-mir-335-3p,hsa-mir-181b-5p,0.0055,FALSE,NA,NA,NA,tarbase,mirtarbase,0.30630126582278483,FALSE
54443,ANLN,hsa-mir-335-3p,hsa-mir-142-5p,0.0075,FALSE,NA,NA,NA,tarbase,tarbase,0.33533536585365853,FALSE
54502,RBM47,hsa-mir-149-5p,hsa-mir-3680-3p,0.0015,FALSE,NA,NA,NA,tarbase,mirtarbase,0.19296491228070176,FALSE
54891,INO80D,hsa-mir-34c-5p,hsa-mir-181b-5p,0.006,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.31881159420289856,FALSE
54906,TASOR2,hsa-mir-486-5p,hsa-mir-149-5p,0.009,FALSE,NA,NA,NA,tarbase,mirtarbase,0.3449163763066202,FALSE
54928,BPNT2,hsa-mir-378a-5p,hsa-mir-181c-5p,0.0045,FALSE,NA,NA,NA,tarbase,tarbase,0.29029618768328447,FALSE
55084,SOBP,hsa-mir-144-5p,hsa-mir-20a-5p,0.004,FALSE,NA,NA,NA,mirtarbase,tarbase,0.28112460063897765,FALSE
55084,SOBP,hsa-mir-144-5p,hsa-mir-30e-5p,0,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0,TRUE
55187,VPS13D,hsa-mir-20a-5p,hsa-mir-550a-3p,0.0025,FALSE,NA,NA,NA,tarbase,tarbase,0.24120614035087715,FALSE
55187,VPS13D,hsa-mir-301a-3p,hsa-mir-550a-3p,0.0055,FALSE,NA,NA,NA,tarbase,tarbase,0.30630126582278483,FALSE
55632,G2E3,hsa-mir-383-5p,hsa-mir-548v,0.0055,FALSE,NA,NA,NA,tarbase,mirtarbase,0.30630126582278483,FALSE
55680,RUFY2,hsa-mir-767-5p,hsa-mir-130a-5p,0.004,FALSE,NA,NA,NA,mirtarbase,tarbase,0.28112460063897765,FALSE
55728,N4BP2,hsa-mir-197-3p,hsa-mir-181a-5p,0.0085,FALSE,NA,NA,NA,tarbase,tarbase,0.34435174953959485,FALSE
