miRNA1,miRNA2,TF1,TF2,Target,ModeOfRegulation1,ModeOfRegulation2,TwoVar_mirna1_tf1,TwoVar_mirna1_target,TwoVar_mirna2_tf2,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-378a-5p,hsa-mir-877-5p,1958,6670,7077,1,1,0.0,0.0145,0.0005,0.0535,0.0,True,0.0
hsa-mir-193b-3p,hsa-mir-9-5p,2034,3091,8553,1,1,0.0,0.2415,0.0035,0.0435,0.0005,True,0.031847313237221495
hsa-mir-9-5p,hsa-mir-942-5p,3091,6689,8553,1,1,0.0035,0.044,0.0,0.0795,0.0005,True,0.031847313237221495
hsa-mir-138-5p,hsa-mir-34c-5p,3172,5465,5105,1,1,0.001,0.0175,0.0,0.1155,0.0005,True,0.031847313237221495
hsa-mir-135a-5p,hsa-mir-142-3p,4609,2099,7157,1,-1,0.0015,0.0915,0.0,0.2115,0.0,True,0.0
hsa-mir-183-5p,hsa-mir-503-5p,4779,2908,800,1,1,0.0,0.6385,0.0,0.0105,0.0005,True,0.031847313237221495
hsa-mir-223-3p,hsa-mir-424-5p,6667,2113,7048,1,1,0.0055,0.0265,0.007,0.9815,0.0,True,0.0
hsa-mir-378c,hsa-mir-618,7528,6774,1956,1,1,0.0015,0.2195,0.0,0.114,0.0005,True,0.031847313237221495
hsa-mir-3065-3p,hsa-mir-421,9935,4097,342184,1,1,0.0005,0.164,0.0,0.3145,0.0,True,0.0
