source,target,CancerTypes,count
miR-128-3p,miR-138-5p,LGG,1
miR-128-3p,miR-139-3p,LGG,1
miR-128-3p,miR-143-3p,LGG,1
miR-128-3p,miR-145-5p,LGG,1
miR-128-3p,miR-146b-5p,LGG,1
miR-128-3p,miR-148a-3p,LGG,1
miR-128-3p,miR-148a-5p,LGG,1
miR-128-3p,miR-150-5p,LGG,1
miR-128-3p,miR-15a-5p,THYM,1
miR-128-3p,miR-181c-5p,LGG,1
miR-128-3p,miR-184,LGG,1
miR-128-3p,miR-185-3p,LGG,1
miR-128-3p,miR-185-5p,LGG,1
miR-128-3p,miR-195-5p,THYM,1
miR-128-3p,miR-203a-3p,LGG,1
miR-128-3p,miR-20a-5p,THYM,1
miR-128-3p,miR-212-3p,LGG,1
miR-128-3p,miR-218-5p,LGG,1
miR-128-3p,miR-219a-1-3p,LGG,1
miR-128-3p,miR-22-5p,LGG,1
miR-128-3p,miR-221-3p,LGG,1
miR-128-3p,miR-222-3p,LGG,1
miR-128-3p,miR-23a-3p,LGG,1
miR-128-3p,miR-23b-3p,LGG,1
miR-128-3p,miR-24-3p,LGG,1
miR-128-3p,miR-27a-3p,LGG,1
miR-128-3p,miR-27b-3p,LGG,1
miR-128-3p,miR-299-5p,THYM,1
miR-128-3p,miR-29b-3p,LGG,1
miR-128-3p,miR-29c-3p,LGG,1
miR-128-3p,miR-30a-5p,THYM,1
miR-128-3p,miR-30c-2-3p,THYM,1
miR-128-3p,miR-31-5p,LGG,1
miR-128-3p,miR-32-5p,LGG,1
miR-128-3p,miR-3200-3p,LGG,1
miR-128-3p,miR-323a-3p,LGG,1
miR-128-3p,miR-323a-5p,LGG,1
miR-128-3p,miR-323b-3p,LGG,1
miR-128-3p,miR-329-3p,LGG,1
miR-128-3p,miR-330-3p,LGG,1
miR-128-3p,miR-330-5p,LGG,1
miR-128-3p,miR-338-3p,LGG,1
miR-128-3p,miR-338-5p,LGG,1
miR-128-3p,miR-33a-3p,LGG,1
miR-128-3p,miR-33a-5p,LGG,1
miR-128-3p,miR-33b-5p,LGG,1
miR-128-3p,miR-3622a-3p,LGG,1
miR-128-3p,miR-370-3p,LGG,1
miR-128-3p,miR-376c-3p,LGG,1
miR-128-3p,miR-377-3p,LGG,1
miR-128-3p,miR-378a-3p,LGG,1
miR-128-3p,miR-379-5p,LGG,1
miR-128-3p,miR-409-3p,LGG,1
miR-128-3p,miR-433-3p,LGG,1
miR-128-3p,miR-450b-5p,THYM,1
miR-128-3p,miR-455-3p,LGG,1
miR-128-3p,miR-483-5p,LGG,1
miR-128-3p,miR-504-5p,LGG,1
miR-128-3p,miR-543,LGG,1
miR-128-3p,miR-582-5p,LGG,1
miR-128-3p,miR-584-5p,LGG,1
miR-128-3p,miR-592,LGG,1
miR-128-3p,miR-628-3p,LGG,1
miR-128-3p,miR-655-3p,LGG,1
miR-128-3p,miR-7-2-3p,LGG,1
miR-128-3p,miR-7-5p,LGG,1
miR-128-3p,miR-760,LGG,1
miR-128-3p,miR-874-3p,LGG,1
miR-128-3p,miR-92b-3p,THYM,1
miR-128-3p,miR-935,LGG,1
miR-128-3p,miR-940,LGG,1
miR-1287-5p,miR-1296-5p,LGG,1
miR-1287-5p,miR-145-5p,LGG,1
miR-1287-5p,miR-199b-5p,BLCA,1
miR-1287-5p,miR-33b-5p,LGG,1
miR-1287-5p,miR-584-5p,LGG,1
miR-1287-5p,miR-625-3p,LGG,1
miR-1287-5p,miR-654-3p,LGG,1
miR-1287-5p,miR-93-5p,BLCA,1
miR-129-1-3p,miR-218-5p,LGG,1
miR-129-1-3p,miR-381-3p,LGG,1
miR-129-1-3p,miR-543,LGG,1
miR-129-1-3p,miR-655-3p,LGG,1
miR-129-1-3p,miR-874-3p,LGG,1
miR-129-2-3p,miR-383-5p,LGG,1
miR-129-2-3p,miR-7-5p,LGG,1
miR-129-5p,miR-130a-3p,BRCA,1
miR-129-5p,miR-130b-3p,SARC,1
miR-129-5p,miR-132-3p,LGG,1
miR-129-5p,miR-136-3p,LGG,1
miR-129-5p,miR-136-5p,LGG,1
miR-129-5p,miR-138-1-3p,LGG,1
miR-129-5p,miR-139-3p,LGG,1
miR-129-5p,miR-139-5p,LGG,1
miR-129-5p,miR-141-3p,SARC,1
miR-129-5p,miR-143-5p,STAD,1
miR-129-5p,miR-149-3p,LGG,1
miR-129-5p,miR-149-5p,LGG,1
miR-129-5p,miR-181c-5p,LGG,1
miR-129-5p,miR-182-5p,SARC,1
miR-129-5p,miR-185-3p,LGG,1
miR-129-5p,miR-192-5p,BRCA,1
miR-129-5p,miR-193b-3p,HNSC,1
miR-129-5p,miR-195-5p,SARC,1
miR-129-5p,miR-197-3p,LGG,1
miR-129-5p,miR-19a-3p,BRCA,1
miR-129-5p,miR-200b-3p,SARC,1
miR-129-5p,miR-200c-3p,SARC,1
miR-129-5p,miR-203a-3p,LGG,1
miR-129-5p,miR-20a-3p,SARC,1
miR-129-5p,miR-20b-5p,SARC,1
miR-129-5p,miR-2110,LGG,1
miR-129-5p,miR-212-3p,LGG,1
miR-129-5p,miR-218-5p,LGG,1
miR-129-5p,miR-22-5p,LGG,1
miR-129-5p,miR-23b-5p,STAD,1
miR-129-5p,miR-27b-3p,LGG,1
miR-129-5p,miR-299-5p,LGG,1
miR-129-5p,miR-29a-3p,SARC,1
miR-129-5p,miR-29b-2-5p,LGG,1
miR-129-5p,miR-29b-3p,LGG,1
miR-129-5p,miR-29c-3p,LGG,1
miR-129-5p,miR-301a-3p,SARC,1
miR-129-5p,miR-3065-3p,SARC,1
miR-129-5p,miR-32-3p,STAD,1
miR-129-5p,miR-32-5p,SARC,1
miR-129-5p,miR-326,LGG,1
miR-129-5p,miR-328-3p,SARC,1
miR-129-5p,miR-329-3p,LGG,1
miR-129-5p,miR-330-5p,LGG,1
miR-129-5p,miR-331-3p,LGG,1
miR-129-5p,miR-33a-3p,LGG,1
miR-129-5p,miR-33a-5p,THYM,1
miR-129-5p,miR-369-3p,LGG,1
miR-129-5p,miR-370-3p,LGG,1
miR-129-5p,miR-376c-3p,LGG,1
miR-129-5p,miR-377-3p,LGG,1
miR-129-5p,miR-378a-3p,LGG,1
miR-129-5p,miR-379-3p,LGG,1
miR-129-5p,miR-381-3p,LGG,1
miR-129-5p,miR-409-3p,LGG,1
miR-129-5p,miR-411-3p,LGG,1
miR-129-5p,miR-421,STAD,1
miR-129-5p,miR-454-3p,BRCA,1
miR-129-5p,miR-485-3p,LGG,1
miR-129-5p,miR-491-5p,LGG,1
miR-129-5p,miR-493-5p,LGG,1
miR-129-5p,miR-494-3p,LGG,1
miR-129-5p,miR-500b-5p,STAD,1
miR-129-5p,miR-509-3-5p,TGCT,1
miR-129-5p,miR-509-3p,LGG,1
miR-129-5p,miR-584-5p,LGG,1
miR-129-5p,miR-589-3p,BRCA,1
miR-129-5p,miR-592,LGG,1
miR-129-5p,miR-655-3p,LGG,1
miR-129-5p,miR-760,LGG,1
miR-129-5p,miR-766-3p,LGG,1
miR-129-5p,miR-769-5p,LGG,1
miR-129-5p,miR-935,STAD,1
miR-129-5p,miR-96-5p,HNSC,1
miR-1291,miR-1304-5p,THYM,1
miR-1291,miR-376c-3p,TGCT,1
miR-1291,miR-378a-3p,TGCT,1
miR-1291,miR-485-5p,TGCT,1
miR-1292-5p,miR-146b-5p,LGG,1
miR-1292-5p,miR-148a-3p,STAD,1
miR-1292-5p,miR-194-5p,STAD,1
miR-1292-5p,miR-301b-3p,STAD,1
miR-1292-5p,miR-362-3p,LGG,1
miR-1296-5p,miR-130a-3p,BRCA,1
miR-1296-5p,miR-135b-5p,LGG,1
miR-1296-5p,miR-145-3p,LGG,1
miR-1296-5p,miR-146b-5p,LGG,1
miR-1296-5p,miR-148a-3p,SARC,1
miR-1296-5p,miR-149-3p,LGG,1
miR-1296-5p,miR-181c-5p,THYM,1
miR-1296-5p,miR-186-5p,SARC,1
miR-1296-5p,miR-193b-3p,SARC,1
miR-1296-5p,miR-195-5p,THYM,1
miR-1296-5p,miR-199a-3p,LGG,1
miR-1296-5p,miR-19b-3p,BRCA,1
miR-1296-5p,miR-203a-3p,LGG,1
miR-1296-5p,miR-206,LGG,1
miR-1296-5p,miR-2110,LGG,1
miR-1296-5p,miR-221-3p,LGG,1
miR-1296-5p,miR-23b-5p,LGG,1
miR-1296-5p,miR-27a-5p,LGG,1
miR-1296-5p,miR-31-5p,LGG,1
miR-1296-5p,miR-34a-5p,LGG,1
miR-1296-5p,miR-378a-3p,LGG,1
miR-1296-5p,miR-378a-5p,LGG,1
miR-1296-5p,miR-380-3p,LGG,1
miR-1296-5p,miR-3943,LGG,1
miR-1296-5p,miR-421,LGG,1
miR-1296-5p,miR-511-5p,STAD,1
miR-1296-5p,miR-625-5p,LGG,1
miR-1296-5p,miR-651-5p,LGG,1
miR-1296-5p,miR-655-3p,LGG,1
miR-1296-5p,miR-656-3p,LGG,1
miR-1296-5p,miR-671-5p,LGG,1
miR-1296-5p,miR-7-2-3p,LGG,1
miR-1296-5p,miR-7-5p,LGG,1
miR-1298-5p,miR-185-5p,LGG,1
miR-1298-5p,miR-330-3p,LGG,1
miR-1301-3p,miR-130a-3p,BRCA,1
miR-1301-3p,miR-135b-5p,STAD,1
miR-1301-3p,miR-142-5p,STAD,1
miR-1301-3p,miR-145-5p,STAD,1
miR-1301-3p,miR-148a-3p,STAD,1
miR-1301-3p,miR-148b-5p,STAD,1
miR-1301-3p,miR-17-5p,SARC,1
miR-1301-3p,miR-182-5p,STAD,1
miR-1301-3p,miR-183-5p,STAD,1
miR-1301-3p,miR-192-5p,STAD,1
miR-1301-3p,miR-196a-5p,BLCA,1
miR-1301-3p,miR-199a-3p,SARC,1
miR-1301-3p,miR-19b-3p,BRCA,1
miR-1301-3p,miR-20a-3p,BRCA,1
miR-1301-3p,miR-221-5p,STAD,1
miR-1301-3p,miR-23b-5p,STAD,1
miR-1301-3p,miR-27a-5p,STAD,1
miR-1301-3p,miR-29b-2-5p,BRCA,1
miR-1301-3p,miR-30a-3p,STAD,1
miR-1301-3p,miR-320b,STAD,1
miR-1301-3p,miR-320c,STAD,1
miR-1301-3p,miR-330-3p,SARC,1
miR-1301-3p,miR-335-5p,STAD,1
miR-1301-3p,miR-33a-5p,BRCA,1
miR-1301-3p,miR-345-5p,BRCA,1
miR-1301-3p,miR-34a-3p,STAD,1
miR-1301-3p,miR-34a-5p,SARC,1
miR-1301-3p,miR-3613-5p,STAD,1
miR-1301-3p,miR-362-3p,BLCA,1
miR-1301-3p,miR-381-3p,SARC,1
miR-1301-3p,miR-382-5p,SARC,1
miR-1301-3p,miR-425-5p,STAD,1
miR-1301-3p,miR-486-5p,STAD,1
miR-1301-3p,miR-505-3p,STAD,1
miR-1301-3p,miR-532-3p,BRCA,1
miR-1301-3p,miR-548o-3p,STAD,1
miR-1301-3p,miR-577,STAD,1
miR-1301-3p,miR-590-3p,BRCA,1
miR-1301-3p,miR-625-5p,STAD,1
miR-1301-3p,miR-642a-5p,STAD,1
miR-1301-3p,miR-7-1-3p,SARC,1
miR-1301-3p,miR-9-5p,BLCA,1
miR-1301-3p,miR-942-5p,BLCA,1
miR-1301-3p,miR-95-3p,STAD,1
miR-1301-3p,miR-96-5p,STAD,1
miR-1304-5p,miR-136-5p,STAD,1
miR-1304-5p,miR-149-3p,THYM,1
miR-1304-5p,miR-149-5p,THYM,1
miR-1304-5p,miR-150-3p,TGCT,1
miR-1304-5p,miR-155-5p,STAD,1
miR-1304-5p,miR-19a-3p,STAD,1
miR-1304-5p,miR-23b-5p,STAD,1
miR-1304-5p,miR-3065-3p,STAD,1
miR-1304-5p,miR-520d-3p,TGCT,1
miR-1304-5p,miR-520g-3p,TGCT,1
miR-1304-5p,miR-520h,TGCT,1
miR-1304-5p,miR-532-3p,STAD,1
miR-1304-5p,miR-627-5p,STAD,1
miR-1304-5p,miR-629-3p,STAD,1
miR-1304-5p,miR-7-1-3p,STAD,1
miR-1304-5p,miR-9-5p,TGCT,1
miR-1304-5p,miR-940,STAD,1
miR-1305,miR-18b-5p,TGCT,1
miR-1305,miR-194-3p,TGCT,1
miR-1305,miR-3065-3p,TGCT,1
miR-1305,miR-335-5p,TGCT,1
miR-1305,miR-345-5p,TGCT,1
miR-1306-3p,miR-204-5p,BLCA,1
miR-1306-3p,miR-497-5p,SARC,1
miR-1307-3p,miR-130a-3p,BLCA,1
miR-1307-3p,miR-155-5p,STAD,1
miR-1307-3p,miR-182-5p,BLCA,1
miR-1307-3p,miR-19b-1-5p,BLCA,1
miR-1307-3p,miR-210-3p,STAD,1
miR-1307-3p,miR-224-5p,BLCA,1
miR-1307-3p,miR-320b,SARC,1
miR-1307-3p,miR-421,SARC,1
miR-1307-3p,miR-548v,STAD,1
miR-1307-3p,miR-550a-3p,STAD,1
miR-1307-3p,miR-589-3p,BLCA,1
miR-1307-3p,miR-642a-5p,BLCA,1
miR-1307-3p,miR-671-5p,BLCA,1
miR-1307-3p,miR-93-3p,BLCA,1
miR-1307-3p,miR-93-5p,BLCA,1
miR-130a-3p,miR-130a-5p,THYM,1
miR-130a-3p,miR-130b-3p,BLCA,1
miR-130a-3p,miR-130b-5p,BRCA,1
miR-130a-3p,miR-135b-5p,HNSC,1
miR-130a-3p,miR-143-5p,STAD,1
miR-130a-3p,miR-145-5p,STAD,1
miR-130a-3p,miR-149-5p,SARC,1
miR-130a-3p,miR-150-5p,BLCA,1
miR-130a-3p,miR-152-3p,SARC,1
miR-130a-3p,miR-155-5p,STAD,1
miR-130a-3p,miR-15b-5p,SARC,1
miR-130a-3p,miR-17-3p,SARC,1
miR-130a-3p,miR-17-5p,BLCA,1
miR-130a-3p,miR-181a-5p,SARC,1
miR-130a-3p,miR-181b-5p,SARC,1
miR-130a-3p,miR-181c-5p,BRCA,1
miR-130a-3p,miR-181d-5p,THYM,1
miR-130a-3p,miR-182-5p,SARC,1
miR-130a-3p,miR-185-5p,SARC,1
miR-130a-3p,miR-186-5p,SARC,1
miR-130a-3p,miR-188-5p,BRCA,1
miR-130a-3p,miR-18a-3p,BLCA,1
miR-130a-3p,miR-18a-5p,BLCA,1
miR-130a-3p,miR-192-5p,SARC,1
miR-130a-3p,miR-193b-3p,BRCA,1
miR-130a-3p,miR-195-5p,THYM,1
miR-130a-3p,miR-196b-5p,BLCA,1
miR-130a-3p,miR-197-3p,SARC,1
miR-130a-3p,miR-199a-3p,BLCA,1
miR-130a-3p,miR-199b-3p,BLCA,1
miR-130a-3p,miR-19a-3p,SARC,1
miR-130a-3p,miR-19b-1-5p,SARC,1
miR-130a-3p,miR-19b-3p,SARC,1
miR-130a-3p,miR-200c-3p,BLCA,1
miR-130a-3p,miR-204-5p,THYM,1
miR-130a-3p,miR-20b-5p,STAD,1
miR-130a-3p,miR-2110,SARC,1
miR-130a-3p,miR-214-3p,SARC,1
miR-130a-3p,miR-219a-1-3p,STAD,1
miR-130a-3p,miR-22-3p,SARC,1
miR-130a-3p,miR-22-5p,SARC,1
miR-130a-3p,miR-221-5p,SARC,1
miR-130a-3p,miR-222-3p,BRCA,1
miR-130a-3p,miR-222-5p,BRCA,1
miR-130a-3p,miR-224-5p,BLCA,1
miR-130a-3p,miR-2355-5p,BLCA,1
miR-130a-3p,miR-23b-3p,SARC,1
miR-130a-3p,miR-24-2-5p,HNSC,1
miR-130a-3p,miR-26b-3p,STAD,1
miR-130a-3p,miR-26b-5p,STAD,1
miR-130a-3p,miR-29b-1-5p,SARC,1
miR-130a-3p,miR-29b-2-5p,BLCA,1
miR-130a-3p,miR-29c-3p,HNSC,1
miR-130a-3p,miR-3065-5p,BLCA,1
miR-130a-3p,miR-30a-3p,STAD,1
miR-130a-3p,miR-3199,SARC,1
miR-130a-3p,miR-32-5p,SARC,1
miR-130a-3p,miR-3200-3p,SARC,1
miR-130a-3p,miR-330-3p,SARC,1
miR-130a-3p,miR-330-5p,SARC,1
miR-130a-3p,miR-335-3p,STAD,1
miR-130a-3p,miR-335-5p,BRCA,1
miR-130a-3p,miR-338-5p,SARC,1
miR-130a-3p,miR-33a-3p,THYM,1
miR-130a-3p,miR-33a-5p,THYM,1
miR-130a-3p,miR-33b-5p,SARC,1
miR-130a-3p,miR-34b-5p,BLCA,1
miR-130a-3p,miR-362-3p,SARC,1
miR-130a-3p,miR-376b-3p,THYM,1
miR-130a-3p,miR-378a-5p,SARC,1
miR-130a-3p,miR-381-3p,THYM,1
miR-130a-3p,miR-3934-5p,STAD,1
miR-130a-3p,miR-424-3p,SARC,1
miR-130a-3p,miR-432-5p,SARC,1
miR-130a-3p,miR-450a-5p,SARC,1
miR-130a-3p,miR-455-3p,BRCA,1
miR-130a-3p,miR-484,BRCA,1
miR-130a-3p,miR-494-3p,THYM,1
miR-130a-3p,miR-495-3p,THYM,1
miR-130a-3p,miR-497-3p,THYM,1
miR-130a-3p,miR-497-5p,THYM,1
miR-130a-3p,miR-500a-5p,SARC,1
miR-130a-3p,miR-501-5p,SARC,1
miR-130a-3p,miR-505-5p,STAD,1
miR-130a-3p,miR-516b-5p,THYM,1
miR-130a-3p,miR-518c-5p,THYM,1
miR-130a-3p,miR-520g-3p,THYM,1
miR-130a-3p,miR-520h,THYM,1
miR-130a-3p,miR-532-3p,BRCA,1
miR-130a-3p,miR-543,THYM,1
miR-130a-3p,miR-590-5p,BLCA,1
miR-130a-3p,miR-615-3p,SARC,1
miR-130a-3p,miR-616-5p,SARC,1
miR-130a-3p,miR-625-5p,HNSC,1
miR-130a-3p,miR-651-5p,BLCA,1
miR-130a-3p,miR-708-5p,SARC,1
miR-130a-3p,miR-889-3p,SARC,1
miR-130a-3p,miR-92a-1-5p,BLCA,1
miR-130a-3p,miR-92b-3p,THYM,1
miR-130a-5p,miR-130b-3p,BLCA,1
miR-130a-5p,miR-141-3p,SARC,1
miR-130a-5p,miR-144-3p,THYM,1
miR-130a-5p,miR-150-5p,THYM,1
miR-130a-5p,miR-184,BLCA,1
miR-130a-5p,miR-19b-1-5p,BLCA,1
miR-130a-5p,miR-20b-5p,THCA,1
miR-130a-5p,miR-222-5p,BLCA,1
miR-130a-5p,miR-301b-3p,THYM,1
miR-130a-5p,miR-3199,BLCA,1
miR-130a-5p,miR-335-3p,BLCA,1
miR-130a-5p,miR-335-5p,HNSC,1
miR-130a-5p,miR-363-3p,THCA,1
miR-130a-5p,miR-616-5p,THCA,1
miR-130a-5p,miR-935,THYM,1
miR-130a-5p,miR-940,BLCA,1
miR-130b-3p,miR-130b-5p,STAD,1
miR-130b-3p,miR-142-3p,STAD,1
miR-130b-3p,miR-145-5p,BLCA,1
miR-130b-3p,miR-146a-5p,STAD,1
miR-130b-3p,miR-146b-5p,BRCA,1
miR-130b-3p,miR-15b-5p,THYM,1
miR-130b-3p,miR-181a-5p,THYM,1
miR-130b-3p,miR-182-5p,BLCA,1
miR-130b-3p,miR-18a-3p,STAD,1
miR-130b-3p,miR-192-3p,STAD,1
miR-130b-3p,miR-193a-3p,UCEC,1
miR-130b-3p,miR-195-5p,THYM,1
miR-130b-3p,miR-196b-5p,STAD,1
miR-130b-3p,miR-19a-3p,BRCA,1
miR-130b-3p,miR-19b-1-5p,STAD,1
miR-130b-3p,miR-19b-3p,BRCA,1
miR-130b-3p,miR-200a-5p,LIHC,1
miR-130b-3p,miR-20a-3p,BRCA,1
miR-130b-3p,miR-21-5p,SARC,1
miR-130b-3p,miR-210-3p,BRCA,1
miR-130b-3p,miR-214-3p,STAD,1
miR-130b-3p,miR-215-5p,BLCA,1
miR-130b-3p,miR-2355-3p,BLCA,1
miR-130b-3p,miR-23b-5p,STAD,1
miR-130b-3p,miR-30c-1-3p,LIHC,1
miR-130b-3p,miR-31-3p,STAD,1
miR-130b-3p,miR-3170,TGCT,1
miR-130b-3p,miR-324-3p,SARC,1
miR-130b-3p,miR-330-3p,BLCA,1
miR-130b-3p,miR-335-5p,STAD,1
miR-130b-3p,miR-33a-3p,BLCA,1
miR-130b-3p,miR-33a-5p,STAD,1
miR-130b-3p,miR-33b-5p,STAD,1
miR-130b-3p,miR-345-5p,BRCA,1
miR-130b-3p,miR-362-3p,STAD,1
miR-130b-3p,miR-370-3p,BLCA,1
miR-130b-3p,miR-378a-3p,STAD,1
miR-130b-3p,miR-379-5p,SARC,1
miR-130b-3p,miR-3913-5p,SARC,1
miR-130b-3p,miR-424-5p,STAD,1
miR-130b-3p,miR-455-3p,BLCA,1
miR-130b-3p,miR-484,STAD,1
miR-130b-3p,miR-486-3p,TGCT,1
miR-130b-3p,miR-495-3p,TGCT,1
miR-130b-3p,miR-505-3p,STAD,1
miR-130b-3p,miR-511-5p,STAD,1
miR-130b-3p,miR-543,TGCT,1
miR-130b-3p,miR-548b-3p,BRCA,1
miR-130b-3p,miR-550a-3p,BRCA,1
miR-130b-3p,miR-550a-5p,BLCA,1
miR-130b-3p,miR-590-5p,STAD,1
miR-130b-3p,miR-627-5p,STAD,1
miR-130b-3p,miR-654-5p,TGCT,1
miR-130b-3p,miR-665,TGCT,1
miR-130b-3p,miR-7-5p,STAD,1
miR-130b-3p,miR-744-3p,STAD,1
miR-130b-3p,miR-760,TGCT,1
miR-130b-3p,miR-766-3p,BLCA,1
miR-130b-3p,miR-874-3p,SARC,1
miR-130b-3p,miR-942-5p,STAD,1
miR-130b-5p,miR-133b,STAD,1
miR-130b-5p,miR-135b-5p,STAD,1
miR-130b-5p,miR-143-3p,SARC,1
miR-130b-5p,miR-149-5p,BRCA,1
miR-130b-5p,miR-155-5p,STAD,1
miR-130b-5p,miR-16-2-3p,STAD,1
miR-130b-5p,miR-17-3p,SARC,1
miR-130b-5p,miR-181b-5p,BLCA,1
miR-130b-5p,miR-183-3p,TGCT,1
miR-130b-5p,miR-183-5p,BLCA,1
miR-130b-5p,miR-185-5p,SARC,1
miR-130b-5p,miR-186-5p,SARC,1
miR-130b-5p,miR-192-3p,UCEC,1
miR-130b-5p,miR-192-5p,STAD,1
miR-130b-5p,miR-194-5p,STAD,1
miR-130b-5p,miR-19b-3p,STAD,1
miR-130b-5p,miR-200b-3p,STAD,1
miR-130b-5p,miR-200c-3p,TGCT,1
miR-130b-5p,miR-203a-3p,ESCA,1
miR-130b-5p,miR-205-5p,TGCT,1
miR-130b-5p,miR-20a-3p,BRCA,1
miR-130b-5p,miR-20b-5p,SARC,1
miR-130b-5p,miR-21-3p,SARC,1
miR-130b-5p,miR-21-5p,SARC,1
miR-130b-5p,miR-214-3p,SARC,1
miR-130b-5p,miR-22-3p,SARC,1
miR-130b-5p,miR-221-5p,STAD,1
miR-130b-5p,miR-222-5p,STAD,1
miR-130b-5p,miR-223-3p,STAD,1
miR-130b-5p,miR-224-3p,BLCA,1
miR-130b-5p,miR-224-5p,BRCA,1
miR-130b-5p,miR-23b-5p,STAD,1
miR-130b-5p,miR-26b-3p,BRCA,1
miR-130b-5p,miR-26b-5p,STAD,1
miR-130b-5p,miR-27a-5p,BRCA,1
miR-130b-5p,miR-27b-3p,SARC,1
miR-130b-5p,miR-29a-5p,BRCA,1
miR-130b-5p,miR-29b-1-5p,BRCA,1
miR-130b-5p,miR-29b-2-5p,BRCA,1
miR-130b-5p,miR-3065-3p,STAD,1
miR-130b-5p,miR-30a-3p,STAD,1
miR-130b-5p,miR-30b-5p,COAD,1
miR-130b-5p,miR-31-5p,COAD,1
miR-130b-5p,miR-331-3p,BRCA,1
miR-130b-5p,miR-335-5p,TGCT,1
miR-130b-5p,miR-33a-5p,STAD,1
miR-130b-5p,miR-33b-5p,STAD,1
miR-130b-5p,miR-342-3p,BRCA,1
miR-130b-5p,miR-342-5p,BRCA,1
miR-130b-5p,miR-345-5p,STAD,1
miR-130b-5p,miR-34a-5p,SARC,1
miR-130b-5p,miR-3613-5p,STAD,1
miR-130b-5p,miR-362-3p,STAD,1
miR-130b-5p,miR-377-5p,STAD,1
miR-130b-5p,miR-421,SARC,1
miR-130b-5p,miR-429,LIHC,1
miR-130b-5p,miR-431-5p,TGCT,1
miR-130b-5p,miR-4326,BLCA,1
miR-130b-5p,miR-452-3p,TGCT,1
miR-130b-5p,miR-452-5p,BLCA,1
miR-130b-5p,miR-455-3p,STAD,1
miR-130b-5p,miR-484,BRCA,1
miR-130b-5p,miR-493-3p,TGCT,1
miR-130b-5p,miR-500a-3p,STAD,1
miR-130b-5p,miR-500b-5p,BRCA,1
miR-130b-5p,miR-501-3p,STAD,1
miR-130b-5p,miR-501-5p,SARC,1
miR-130b-5p,miR-503-5p,BRCA,1
miR-130b-5p,miR-576-5p,BRCA,1
miR-130b-5p,miR-616-5p,BRCA,1
miR-130b-5p,miR-625-3p,THYM,1
miR-130b-5p,miR-642a-5p,BRCA,1
miR-130b-5p,miR-653-5p,SARC,1
miR-130b-5p,miR-655-3p,BRCA,1
miR-130b-5p,miR-744-3p,STAD,1
miR-130b-5p,miR-766-3p,THYM,1
miR-130b-5p,miR-9-5p,SARC,1
miR-130b-5p,miR-92a-1-5p,STAD,1
miR-130b-5p,miR-92b-5p,STAD,1
miR-130b-5p,miR-93-3p,BRCA,1
miR-130b-5p,miR-93-5p,STAD,1
miR-130b-5p,miR-939-5p,BRCA,1
miR-130b-5p,miR-96-5p,STAD,1
miR-132-3p,miR-133a-3p,LGG,1
miR-132-3p,miR-134-5p,LGG,1
miR-132-3p,miR-135b-5p,LGG,1
miR-132-3p,miR-136-5p,LGG,1
miR-132-3p,miR-138-5p,LGG,1
miR-132-3p,miR-139-5p,LGG,1
miR-132-3p,miR-142-5p,LGG,1
miR-132-3p,miR-144-5p,SARC,1
miR-132-3p,miR-1468-5p,SARC,1
miR-132-3p,miR-148a-3p,SARC,1
miR-132-3p,miR-17-3p,SARC,1
miR-132-3p,miR-181a-2-3p,SARC,1
miR-132-3p,miR-181a-5p,SARC,1
miR-132-3p,miR-181b-5p,SARC,1
miR-132-3p,miR-182-5p,SARC,1
miR-132-3p,miR-183-5p,SARC,1
miR-132-3p,miR-185-3p,LGG,1
miR-132-3p,miR-18a-5p,LGG,1
miR-132-3p,miR-195-5p,PCPG,1
miR-132-3p,miR-196b-5p,SARC,1
miR-132-3p,miR-197-3p,LGG,1
miR-132-3p,miR-199a-3p,SARC,1
miR-132-3p,miR-204-5p,LGG,1
miR-132-3p,miR-20b-5p,SARC,1
miR-132-3p,miR-212-3p,LGG,1
miR-132-3p,miR-214-3p,SARC,1
miR-132-3p,miR-219a-1-3p,SARC,1
miR-132-3p,miR-222-5p,LGG,1
miR-132-3p,miR-24-3p,LGG,1
miR-132-3p,miR-26a-5p,SARC,1
miR-132-3p,miR-27b-3p,LGG,1
miR-132-3p,miR-29b-3p,LGG,1
miR-132-3p,miR-29c-3p,LGG,1
miR-132-3p,miR-31-5p,LGG,1
miR-132-3p,miR-323a-3p,LGG,1
miR-132-3p,miR-324-3p,SARC,1
miR-132-3p,miR-326,LGG,1
miR-132-3p,miR-329-3p,LGG,1
miR-132-3p,miR-330-5p,LGG,1
miR-132-3p,miR-335-5p,SARC,1
miR-132-3p,miR-338-5p,LGG,1
miR-132-3p,miR-33a-5p,LGG,1
miR-132-3p,miR-34a-5p,SARC,1
miR-132-3p,miR-34c-3p,LGG,1
miR-132-3p,miR-362-3p,SARC,1
miR-132-3p,miR-369-3p,LGG,1
miR-132-3p,miR-370-3p,LGG,1
miR-132-3p,miR-377-3p,LGG,1
miR-132-3p,miR-378a-5p,LGG,1
miR-132-3p,miR-381-3p,LGG,1
miR-132-3p,miR-409-3p,SARC,1
miR-132-3p,miR-410-3p,LGG,1
miR-132-3p,miR-411-3p,LGG,1
miR-132-3p,miR-421,LGG,1
miR-132-3p,miR-425-5p,LGG,1
miR-132-3p,miR-450b-5p,SARC,1
miR-132-3p,miR-455-3p,LGG,1
miR-132-3p,miR-485-5p,LGG,1
