"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12"
5618,"PRLR","hsa-mir-183-5p","hsa-mir-182-5p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-182-5p","hsa-mir-183-5p",5618,8.75557470550818,9.22647071377955,"8.1235081271539","8.60856539640778","9.18199251860946","7.29989059300009","8.36697621031861","6.82683936617096","9.86569757530049",""""""
5922,"RASA2","hsa-mir-18b-5p","hsa-mir-320b",0.009,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-320b","hsa-mir-18b-5p",5922,15.1388468267716,15.5457437997796,"15.3924898352709","16.301562856517","""""","""""","""""","""""","""""",""""""
6095,"RORA","hsa-mir-193b-5p","hsa-mir-30b-5p",0.0075,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-30b-5p","hsa-mir-193b-5p",6095,11.5304547970798,11.0660963129529,"11.4165008167082","""""","""""","""""","""""","""""","""""",""""""
6241,"RRM2","hsa-mir-664a-5p","hsa-mir-582-5p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-582-5p","hsa-mir-664a-5p",6241,18.8452960536239,18.103941708886,"18.34524641909","18.8712936999924","17.8498778954005","18.7385226713351","""""","""""","""""",""""""
6310,"ATXN1","hsa-mir-148a-5p","hsa-mir-148a-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30733641'>PubMedLink</a>","tarbase","tarbase","hsa-mir-148a-3p","hsa-mir-148a-5p",6310,14.5659773837118,14.5158437640908,"14.7455423708555","14.408941922123","14.3257245397201","14.2397556745187","13.2443531612221","13.2960129383201","14.8902381024295",""""""
6310,"ATXN1","hsa-mir-17-5p","hsa-mir-296-5p",0.0075,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30733641'>PubMedLink</a>","mirtarbase tarbase","tarbase","hsa-mir-296-5p","hsa-mir-17-5p",6310,14.719716620643,14.408941922123,"14.3257245397201","14.9844345856837","14.2397556745187","14.3138869717139","""""","""""","""""",""""""
6310,"ATXN1","hsa-mir-625-5p","hsa-mir-148a-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30733641'>PubMedLink</a>","tarbase","tarbase","hsa-mir-148a-3p","hsa-mir-625-5p",6310,14.5158437640908,14.408941922123,"14.3257245397201","14.2397556745187","13.2443531612221","14.8902381024295","""""","""""","""""",""""""
6319,"SCD","hsa-mir-3136-5p","hsa-mir-940",0.004,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-940","hsa-mir-3136-5p",6319,19.2297622686084,19.3696840280722,"18.174906541597","17.6343300048593","17.4980489130317","""""","""""","""""","""""",""""""
6541,"SLC7A1","hsa-mir-505-5p","hsa-mir-181d-5p",0.001,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-181d-5p","hsa-mir-505-5p",6541,17.3460822968195,17.4278886378187,"16.885734390667","16.2329252903384","""""","""""","""""","""""","""""",""""""
6645,"SNTB2","hsa-mir-30b-3p","hsa-mir-182-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-182-5p","hsa-mir-30b-3p",6645,16.4687788421604,14.4371428968606,"14.6182863668494","15.1072522672544","14.8861157921538","14.8761218692774","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-181c-3p","hsa-mir-2116-3p",0.008,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/12580960'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16081686'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16543247'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31652453'>PubMedLink</a>","mirtarbase","mirtarbase","hsa-mir-2116-3p","hsa-mir-181c-3p",6648,20.8978324117901,18.2804184736215,"19.6496629933479","18.6967095590083","17.2980129393986","17.3556466332397","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-183-5p","hsa-mir-331-3p",0.0065,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/12580960'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16081686'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16543247'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31652453'>PubMedLink</a>","tarbase","tarbase","hsa-mir-331-3p","hsa-mir-183-5p",6648,18.8697326190031,18.2804184736215,"17.2980129393986","17.3556466332397","""""","""""","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-183-5p","hsa-mir-331-5p",0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/12580960'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16081686'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16543247'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31652453'>PubMedLink</a>","tarbase","mirtarbase","hsa-mir-331-5p","hsa-mir-183-5p",6648,17.5530780368263,18.8697326190031,"17.2980129393986","""""","""""","""""","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-28-3p","hsa-mir-2116-3p",0.004,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/12580960'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16081686'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16543247'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31652453'>PubMedLink</a>","tarbase","mirtarbase","hsa-mir-2116-3p","hsa-mir-28-3p",6648,18.4648256248999,17.2980129393986,"""""","""""","""""","""""","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-342-3p","hsa-mir-150-3p",0.004,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/12580960'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16081686'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16543247'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31652453'>PubMedLink</a>","mirtarbase","mirtarbase","hsa-mir-150-3p","hsa-mir-342-3p",6648,18.4780278639248,18.195519592662,"22.3097864583967","17.2980129393986","17.3556466332397","17.1817915826091","18.0761909911401","""""","""""",""""""
6648,"SOD2","hsa-mir-409-5p","hsa-mir-183-5p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/12580960'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16081686'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16543247'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31652453'>PubMedLink</a>","mirtarbase","tarbase","hsa-mir-183-5p","hsa-mir-409-5p",6648,17.5530780368263,18.8697326190031,"17.3556466332397","17.1817915826091","""""","""""","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-432-5p","hsa-mir-410-3p",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/12580960'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16081686'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16543247'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31652453'>PubMedLink</a>","tarbase","mirtarbase","hsa-mir-410-3p","hsa-mir-432-5p",6648,17.5530780368263,20.0934585902901,"18.8251444299397","20.2069681948169","19.4922101547145","19.6931193985607","19.3050924193347","""""","""""",""""""
7009,"TMBIM6","hsa-mir-146b-5p","hsa-mir-7-5p",0.006,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30735101'>PubMedLink</a>","tarbase","tarbase","hsa-mir-7-5p","hsa-mir-146b-5p",7009,20.6598330286659,20.2948910029267,"20.7677865771428","20.7583623999779","20.9308355883185","21.0110112905078","""""","""""","""""",""""""
7048,"TGFBR2","hsa-mir-940","hsa-mir-409-3p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10811940'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17339425'>PubMedLink</a>","mirtarbase tarbase","mirtarbase","hsa-mir-409-3p","hsa-mir-940",7048,17.7019994958058,17.2668121327066,"18.437727913456","17.203751906553","18.3244890407631","""""","""""","""""","""""",""""""
7049,"TGFBR3","hsa-mir-17-5p","hsa-mir-130b-5p",0.0095,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-130b-5p","hsa-mir-17-5p",7049,12.4572719941738,13.971374238894,"11.6964914749913","13.5699849397052","11.7797595150865","""""","""""","""""","""""",""""""
7050,"TGIF1","hsa-mir-150-5p","hsa-mir-181a-2-3p",0.002,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181a-2-3p","hsa-mir-150-5p",7050,14.669700614829,15.7767676335175,"12.8899291606183","14.2120911582539","17.2531036934268","""""","""""","""""","""""",""""""
7071,"KLF10","hsa-mir-296-5p","hsa-mir-17-5p",0.0095,TRUE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-17-5p","hsa-mir-296-5p",7071,17.7736766772602,16.6532621655074,"17.6143430088072","15.7961922004078","17.7390826337169","18.3363777709918","""""","""""","""""",""""""
7171,"TPM4","hsa-mir-138-5p","hsa-mir-30b-5p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-30b-5p","hsa-mir-138-5p",7171,19.0170302429815,18.9133888029972,"18.9203544639938","19.2026487208107","""""","""""","""""","""""","""""",""""""
7185,"TRAF1","hsa-mir-214-3p","hsa-mir-136-3p",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29541244'>PubMedLink</a>","mirtarbase","mirtarbase","hsa-mir-136-3p","hsa-mir-214-3p",7185,17.6068997023726,17.7142897385501,"""""","""""","""""","""""","""""","""""","""""",""""""
7227,"TRPS1","hsa-mir-1306-3p","hsa-mir-760",0.005,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-760","hsa-mir-1306-3p",7227,13.3923688424549,13.4497269144231,"13.9387675268163","14.4769288863382","11.273045818475","13.3632231813675","12.9562144805832","15.9697968840056","""""",""""""
7227,"TRPS1","hsa-mir-30b-5p","hsa-mir-183-5p",0.002,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-183-5p","hsa-mir-30b-5p",7227,12.8679978392398,13.98635462358,"11.273045818475","12.9562144805832","13.2270994431387","""""","""""","""""","""""",""""""
7514,"XPO1","hsa-mir-342-3p","hsa-mir-664a-3p",0.004,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27312795'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27312795'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27312795'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27479820'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28196522'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28196522'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29501729'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30211726'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31125526'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31789821'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31789821'>PubMedLink</a>","tarbase","tarbase","hsa-mir-664a-3p","hsa-mir-342-3p",7514,19.051120133895,18.034382126171,"18.2560170921589","18.026925362541","18.146799507467","19.3220389966546","""""","""""","""""",""""""
7704,"ZBTB16","hsa-mir-424-5p","hsa-mir-301b-3p",0.002,TRUE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-301b-3p","hsa-mir-424-5p",7704,7.80867584811684,8.44707493667922,"7.90322800963755","""""","""""","""""","""""","""""","""""",""""""
7779,"SLC30A1","hsa-mir-331-5p","hsa-mir-30b-5p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-30b-5p","hsa-mir-331-5p",7779,15.4566792048642,15.3824776462686,"16.1182308612682","15.5454958704566","16.1233846012476","17.0682778170919","""""","""""","""""",""""""
7813,"EVI5","hsa-mir-200c-3p","hsa-mir-944",0.001,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-944","hsa-mir-200c-3p",7813,15.0594641859858,14.0144779540944,"14.0781741779789","14.095641052234","""""","""""","""""","""""","""""",""""""
8139,"GAN","hsa-mir-141-5p","hsa-mir-582-3p",0.0075,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-582-3p","hsa-mir-141-5p",8139,12.3672662525055,12.909677959905,"12.3831640232845","13.12660359234","""""","""""","""""","""""","""""",""""""
8140,"SLC7A5","hsa-mir-491-5p","hsa-mir-181a-2-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30891680'>PubMedLink</a>","tarbase","mirtarbase tarbase","hsa-mir-181a-2-3p","hsa-mir-491-5p",8140,17.9616045732163,17.5845121629994,"17.3584067710167","""""","""""","""""","""""","""""","""""",""""""
8462,"KLF11","hsa-mir-18a-3p","hsa-mir-17-5p",0.0025,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-17-5p","hsa-mir-18a-3p",8462,14.5239507068345,14.8576590138296,"14.1412218962351","15.4676732286465","15.4738344741594","13.647556131658","14.7737405676061","14.3761736427036","15.2967819995539",""""""
8516,"ITGA8","hsa-mir-221-3p","hsa-mir-96-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-96-5p","hsa-mir-221-3p",8516,7.09805241786708,9.40828104052696,"9.17354082217765","8.62725301169884","8.99026398317102","""""","""""","""""","""""",""""""
8614,"STC2","hsa-mir-769-3p","hsa-mir-219a-1-3p",0.0065,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-219a-1-3p","hsa-mir-769-3p",8614,12.436726902404,12.1483954645598,"11.5414862163161","13.5467953391022","11.4443095282066","11.6039411092355","""""","""""","""""",""""""
8729,"GBF1","hsa-mir-181a-2-3p","hsa-mir-335-5p",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-335-5p","hsa-mir-181a-2-3p",8729,17.5052063250037,17.2812899423172,"17.9586428983441","18.1937286601802","17.3792710447815","""""","""""","""""","""""",""""""
8826,"IQGAP1","hsa-mir-204-5p","hsa-mir-9-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-9-5p","hsa-mir-204-5p",8826,17.1838560702636,17.6098297701886,"18.5478428143192","19.2977961572679","17.8865680698825","""""","""""","""""","""""",""""""
8878,"SQSTM1","hsa-mir-200c-3p","hsa-mir-146b-5p",0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23588372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23588372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29328391'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29556265'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30133324'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31849486'>PubMedLink</a>","tarbase","mirtarbase tarbase","hsa-mir-146b-5p","hsa-mir-200c-3p",8878,19.2281303609908,18.6529136654751,"18.3923769298832","19.1572203867322","""""","""""","""""","""""","""""",""""""
9021,"SOCS3","hsa-mir-138-5p","hsa-mir-30b-5p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/16831601'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22820139'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22820139'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22820139'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28605567'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29228427'>PubMedLink</a>","tarbase","mirtarbase tarbase","hsa-mir-30b-5p","hsa-mir-138-5p",9021,17.1839407423538,15.7646684343763,"17.2981825801617","16.9042088965971","""""","""""","""""","""""","""""",""""""
9188,"DDX21","hsa-mir-181a-2-3p","hsa-mir-940",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-940","hsa-mir-181a-2-3p",9188,19.9212100923676,17.8643025507035,"16.7820774952361","19.3161503390814","17.3427755597009","""""","""""","""""","""""",""""""
9334,"B4GALT5","hsa-mir-181a-2-3p","hsa-mir-183-5p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-183-5p","hsa-mir-181a-2-3p",9334,16.6395895433802,18.4052245409167,"17.7957186451533","18.7752543380861","16.7187045025963","""""","""""","""""","""""",""""""
9444,"QKI","hsa-mir-138-5p","hsa-mir-150-3p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-150-3p","hsa-mir-138-5p",9444,15.9729515508529,15.6896881627621,"15.1258947121605","15.2186056319203","15.2637645219792","16.8511309706802","""""","""""","""""",""""""
9444,"QKI","hsa-mir-30b-5p","hsa-mir-331-5p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-331-5p","hsa-mir-30b-5p",9444,15.6267301678369,16.4868788402052,"15.6896881627621","15.1258947121605","16.402541666792","16.6510788836186","""""","""""","""""",""""""
9510,"ADAMTS1","hsa-mir-664a-5p","hsa-mir-664a-3p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-664a-3p","hsa-mir-664a-5p",9510,13.7669454554,13.9947799422404,"14.725817053892","14.5284289782696","15.3315315259696","12.3365701476726","14.5236104928444","13.4300315346562","15.5521657777537",""""""
9578,"CDC42BPB","hsa-mir-136-5p","hsa-mir-214-3p",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/21471979'>PubMedLink</a>","tarbase","tarbase","hsa-mir-214-3p","hsa-mir-136-5p",9578,15.6263100518403,15.6441249126696,"16.4564090408041","""""","""""","""""","""""","""""","""""",""""""
9659,"PDE4DIP","hsa-mir-30d-5p","hsa-mir-1270",0.0025,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-1270","hsa-mir-30d-5p",9659,13.5754340185428,14.5322338752614,"13.5914050451789","""""","""""","""""","""""","""""","""""",""""""
9659,"PDE4DIP","hsa-mir-363-3p","hsa-mir-7-5p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-7-5p","hsa-mir-363-3p",9659,13.5754340185428,14.033864686048,"16.1594130523791","15.789427257956","14.1285134132421","""""","""""","""""","""""",""""""
9690,"UBE3C","hsa-mir-181a-2-3p","hsa-mir-181d-5p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181d-5p","hsa-mir-181a-2-3p",9690,16.8489947581242,15.7938998240099,"16.7470127306528","16.0271026328065","""""","""""","""""","""""","""""",""""""
9908,"G3BP2","hsa-mir-181a-2-3p","hsa-mir-181c-3p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-181c-3p","hsa-mir-181a-2-3p",9908,17.2744828102192,18.0551046546558,"18.0957402425099","18.6100597525189","17.7082578902422","18.5005491383742","""""","""""","""""",""""""
9990,"SLC12A6","hsa-mir-30b-3p","hsa-mir-30d-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-30d-5p","hsa-mir-30b-3p",9990,14.57026077928,14.3967721247697,"13.9574869202151","12.4898245791269","13.5380022078227","14.3729022084468","15.5400739644939","""""","""""",""""""
9991,"PTBP3","hsa-mir-129-5p","hsa-mir-181d-5p",0.0045,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-181d-5p","hsa-mir-129-5p",9991,18.0989358703106,18.0548544611231,"18.3361344804676","""""","""""","""""","""""","""""","""""",""""""
9991,"PTBP3","hsa-mir-9-5p","hsa-mir-181d-5p",0.0025,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-181d-5p","hsa-mir-9-5p",9991,18.5072063927443,17.8933099872441,"18.0989358703106","18.0548544611231","18.3361344804676","""""","""""","""""","""""",""""""
10020,"GNE","hsa-mir-411-5p","hsa-mir-18b-5p",0.002,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-18b-5p","hsa-mir-411-5p",10020,15.4298278383873,15.0643948255636,"15.3980627107615","""""","""""","""""","""""","""""","""""",""""""
10123,"ARL4C","hsa-mir-296-5p","hsa-mir-454-5p",0.006,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-454-5p","hsa-mir-296-5p",10123,18.1581361286461,17.6335220471699,"16.911436686739","18.4440872470804","16.8928973359188","""""","""""","""""","""""",""""""
10133,"OPTN","hsa-mir-9-5p","hsa-mir-148a-3p",0.0015,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-148a-3p","hsa-mir-9-5p",10133,18.6337596168873,18.4766093469126,"18.4014290920044","18.4964394728047","""""","""""","""""","""""","""""",""""""
10146,"G3BP1","hsa-mir-9-5p","hsa-mir-181d-5p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181d-5p","hsa-mir-9-5p",10146,18.6470064212895,18.6773580993487,"18.2821468000104","18.0203880915166","18.2648780032788","""""","""""","""""","""""",""""""
10370,"CITED2","hsa-mir-143-5p","hsa-mir-18a-3p",0.006,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-18a-3p","hsa-mir-143-5p",10370,16.8887168305637,18.2875554118765,"16.8244973854217","""""","""""","""""","""""","""""","""""",""""""
10643,"IGF2BP3","hsa-mir-181d-5p","hsa-mir-9-5p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-9-5p","hsa-mir-181d-5p",10643,15.2634159434616,13.7087623438837,"14.3243866551558","14.418265810003","13.019651241761","""""","""""","""""","""""",""""""
10723,"SLC12A7","hsa-mir-766-3p","hsa-mir-296-5p",0.005,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-296-5p","hsa-mir-766-3p",10723,16.854798367922,16.0828890477275,"16.6991488732692","16.8082222071652","17.6155816477388","16.7725998680286","16.9850859048608","""""","""""",""""""
10725,"NFAT5","hsa-mir-183-5p","hsa-mir-30b-5p",0.008,TRUE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-30b-5p","hsa-mir-183-5p",10725,12.3258139697145,12.3099110110384,"12.236621587882","12.4873960573609","12.0082047562171","""""","""""","""""","""""",""""""
10794,"ZNF460","hsa-mir-339-5p","hsa-mir-150-5p",0.002,TRUE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-150-5p","hsa-mir-339-5p",10794,12.019430199263,11.1646287656444,"12.3474362766702","10.0488886094394","13.3753667719275","""""","""""","""""","""""",""""""
10855,"HPSE","hsa-mir-766-3p","hsa-mir-183-5p",0.008,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-183-5p","hsa-mir-766-3p",10855,14.4410330975598,14.7971439798862,"14.7813768032477","13.190746096559","15.0091024701247","15.0978521359682","""""","""""","""""",""""""
11073,"TOPBP1","hsa-mir-664a-3p","hsa-mir-181c-5p",0.0065,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-181c-5p","hsa-mir-664a-3p",11073,16.7030836921827,16.8820772866133,"16.9856932391597","""""","""""","""""","""""","""""","""""",""""""
11260,"XPOT","hsa-mir-150-5p","hsa-mir-30b-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-30b-5p","hsa-mir-150-5p",11260,17.3999159872626,17.1609736607571,"15.8299318227511","16.4661204259127","""""","""""","""""","""""","""""",""""""
11273,"ATXN2L","hsa-mir-138-5p","hsa-mir-342-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-342-5p","hsa-mir-138-5p",11273,19.731493710561,18.0484351643708,"18.1032257156074","18.6951845579226","18.3049418829457","19.4268126512005","""""","""""","""""",""""""
11273,"ATXN2L","hsa-mir-342-5p","hsa-mir-505-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-505-5p","hsa-mir-342-5p",11273,19.731493710561,17.5108892363279,"18.0484351643708","18.1032257156074","18.6951845579226","18.3049418829457","18.8958670599935","19.5223941634403","""""",""""""
22836,"RHOBTB3","hsa-mir-193b-5p","hsa-mir-342-5p",0.0025,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-342-5p","hsa-mir-193b-5p",22836,13.8671361544069,13.4358800644504,"13.7907792511156","12.8212827549325","""""","""""","""""","""""","""""",""""""
22836,"RHOBTB3","hsa-mir-342-3p","hsa-mir-342-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-342-5p","hsa-mir-342-3p",22836,13.8671361544069,12.6383940638776,"12.8212827549325","16.2989222883005","13.9553960517838","13.5250833608448","15.6064848755557","""""","""""",""""""
22848,"AAK1","hsa-mir-18a-3p","hsa-mir-106a-5p",0.009,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-106a-5p","hsa-mir-18a-3p",22848,14.228395314341,13.76924321268,"13.2978978584493","13.4101257812356","13.3391807217119","""""","""""","""""","""""",""""""
22872,"SEC31A","hsa-mir-183-5p","hsa-mir-30b-5p",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22474449'>PubMedLink</a>","tarbase","tarbase","hsa-mir-30b-5p","hsa-mir-183-5p",22872,16.7411598831064,16.8914342783818,"17.6004247752168","17.212171821624","16.7039017266933","""""","""""","""""","""""",""""""
23022,"PALLD","hsa-mir-106a-5p","hsa-mir-363-3p",0.0065,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-363-3p","hsa-mir-106a-5p",23022,15.565201922975,16.5312398093918,"14.9680879532469","16.451500116599","15.2318770176395","16.0370124089017","16.5826929919426","15.8363429867855","16.1629770204143",""""""
23082,"PPRC1","hsa-mir-196a-5p","hsa-mir-342-5p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-342-5p","hsa-mir-196a-5p",23082,18.3937049093768,17.1939040970429,"17.6546246653789","17.7379700433183","""""","""""","""""","""""","""""",""""""
23082,"PPRC1","hsa-mir-505-5p","hsa-mir-342-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-342-5p","hsa-mir-505-5p",23082,17.9781129220729,17.1939040970429,"17.4810452810569","16.5862482733121","16.9551788416866","16.5056410032033","17.601719101876","17.8702438824975","""""",""""""
23089,"PEG10","hsa-mir-30d-5p","hsa-mir-221-5p",0,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-221-5p","hsa-mir-30d-5p",23089,9.73744458116942,11.4292156971216,"10.5927866757458","""""","""""","""""","""""","""""","""""",""""""
23119,"HIC2","hsa-mir-505-5p","hsa-mir-296-5p",0.006,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-296-5p","hsa-mir-505-5p",23119,14.0617633617214,14.0385851565605,"14.6026775511694","14.2085219307962","15.1392780667264","14.3566779638213","""""","""""","""""",""""""
