"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17"
5795,"PTPRJ","hsa-mir-363-3p","hsa-mir-501-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase",0.0031598017131187,-0.482984128023688,0.544589630375091,-0.111731717816035,0.0936921553253222,0.134466180388535,"hsa-mir-501-5p","hsa-mir-363-3p",5795,19.2916941308554,16.5328142190525,"16.803186786056","16.4853132942327","19.3943378766859","17.3695868036548","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5795,"PTPRJ","hsa-mir-592","hsa-mir-204-5p",0.0025,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.226025293337446,0.299431134465872,1.66648719744921e-17,-1.27818300980535,0.0936921553253222,0.134466180388535,"hsa-mir-204-5p","hsa-mir-592",5795,16.5328142190525,16.803186786056,"18.7179196477318","17.3695868036548","18.9413132524471","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5795,"PTPRJ","hsa-mir-592","hsa-mir-501-5p",0.0025,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26708577'>PubMedLink</a>'>PubMedLink</a>",NA,"mirtarbase","tarbase",0.226025293337446,0.299431134465872,0.544589630375091,-0.111731717816035,0.0936921553253222,0.134466180388535,"hsa-mir-501-5p","hsa-mir-592",5795,16.5328142190525,16.803186786056,"19.1510460536446","17.3695868036548","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6197,"RPS6KA3","hsa-mir-106a-5p","hsa-mir-34a-5p",0.009,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24977165'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29072688'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.0292168360672743,-0.369485019756277,0.440730082467716,0.102563025348855,0.520795322709358,0.0524117171550081,"hsa-mir-34a-5p","hsa-mir-106a-5p",6197,18.1130812303798,16.3203722179948,"16.9229655735912","16.6409353867228","16.9749608087004","16.971010484851","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7068,"THRB","hsa-mir-155-5p","hsa-mir-21-5p",0.007,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/1685475'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24849932'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29022645'>PubMedLink</a>","mirtarbase","tarbase",0.7913250259509,0.0384976324517198,0.229274628179526,0.103469565459872,0.36505912708576,0.0748767759842517,"hsa-mir-21-5p","hsa-mir-155-5p",7068,18.455221810029,16.5387967562242,"17.8194666515933","17.4235223635234","17.9291344037326","18.3270796030061","11.2291350478289","17.4478561638459","15.491958244622","16.8756795534926","16.5931936277351","""""","""""","""""",""""""
7259,"TSPYL1","hsa-mir-142-3p","hsa-mir-212-3p",0.0095,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/26893725'>PubMedLink</a>",NA,NA,"mirtarbase tarbase","tarbase",0.1895109565555,0.146577698733406,0.00198920466897351,-0.676292879508713,0.967265650929967,-0.00313265442915019,"hsa-mir-212-3p","hsa-mir-142-3p",7259,19.9299616310302,20.604499338938,"18.7021866072534","19.5199159303931","17.1453750362587","18.9792792521579","19.2323321582536","""""","""""","""""","""""","""""","""""","""""",""""""
7259,"TSPYL1","hsa-mir-142-3p","hsa-mir-940",0.0075,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/26893725'>PubMedLink</a>",NA,NA,"mirtarbase tarbase","mirtarbase",0.1895109565555,0.146577698733406,0.711072562779607,-0.111543759616759,0.967265650929967,-0.00313265442915019,"hsa-mir-940","hsa-mir-142-3p",7259,20.604499338938,20.0833669408232,"19.1421005992703","18.7021866072534","19.5199159303931","17.1453750362587","18.9792792521579","""""","""""","""""","""""","""""","""""","""""",""""""
7436,"VLDLR","hsa-mir-196a-5p","hsa-mir-676-3p",0.0075,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.0175405999889321,-0.278613691934985,0.0471709649759446,0.587912349575166,0.13966074979231,0.121195958630846,"hsa-mir-676-3p","hsa-mir-196a-5p",7436,16.5838088821488,16.5294672408005,"14.7340768226608","18.5329309366076","15.9586011404263","15.4216805325244","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7764,"ZNF217","hsa-mir-136-5p","hsa-mir-20b-3p",0.002,TRUE,NA,NA,NA,"tarbase","tarbase",4.3022546554082e-08,-1.02490185085411,7.78423798014275e-06,-1.08102864212742,0.267551812948183,0.089724091339986,"hsa-mir-20b-3p","hsa-mir-136-5p",7764,18.1584214739074,16.9266981442162,"17.8470787969401","17.0221565426586","17.3768085234866","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7764,"ZNF217","hsa-mir-181c-3p","hsa-mir-20b-3p",0.001,TRUE,NA,NA,NA,"tarbase","tarbase",0.0114801545217115,-0.395506600326172,7.78423798014275e-06,-1.08102864212742,0.267551812948183,0.089724091339986,"hsa-mir-20b-3p","hsa-mir-181c-3p",7764,18.4581805219018,18.1584214739074,"16.9266981442162","17.8470787969401","17.0221565426586","17.3768085234866","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7832,"BTG2","hsa-mir-3199","hsa-mir-296-5p",0.0055,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/14996721'>PubMedLink</a>","tarbase","tarbase",0.172320760510552,-0.446045614204492,0.0783235173119519,-0.481679894237308,0.0384815393067598,-0.156285807368366,"hsa-mir-296-5p","hsa-mir-3199",7832,18.9095834998614,20.137287392799,"19.052758466827","17.9683933259611","18.3547344944955","17.1718002563154","19.5661094347685","""""","""""","""""","""""","""""","""""","""""",""""""
7982,"ST7","hsa-mir-34a-5p","hsa-mir-204-5p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase",0.440730082467716,0.102563025348855,1.66648719744921e-17,-1.27818300980535,0.0786241889888015,0.144045982076076,"hsa-mir-204-5p","hsa-mir-34a-5p",7982,16.4833175483734,16.5801610397693,"16.7277656718007","16.446121512461","18.4387095321769","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8085,"KMT2D","hsa-mir-34a-5p","hsa-mir-204-5p",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30030490'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.440730082467716,0.102563025348855,1.66648719744921e-17,-1.27818300980535,0.234332949909153,0.09875772523518,"hsa-mir-204-5p","hsa-mir-34a-5p",8085,16.3922944639568,16.7187490808441,"16.9505820859804","16.7055160596742","16.639278278334","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8301,"PICALM","hsa-mir-204-5p","hsa-mir-501-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase",1.66648719744921e-17,-1.27818300980535,0.776002826227632,-0.0379131767582298,0.310902586885105,0.0768386198649118,"hsa-mir-501-3p","hsa-mir-204-5p",8301,19.6324379333278,19.9543194877468,"19.5666112730455","19.8516764374573","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9375,"TM9SF2","hsa-mir-615-3p","hsa-mir-214-3p",0.002,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30018727'>PubMedLink</a>'>PubMedLink</a>",NA,"mirtarbase tarbase","tarbase",6.41009077260395e-06,-0.885647737838849,7.25435886366704e-12,-1.81537693564069,0.97871836028631,-0.00201727625040135,"hsa-mir-214-3p","hsa-mir-615-3p",9375,19.8563824002692,19.6682317169849,"19.9708869225336","20.039931138614","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9411,"ARHGAP29","hsa-mir-570-3p","hsa-mir-31-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase",0.225102164603993,0.432684153846797,0.00293851734271556,-0.750022168221357,0.0250242760111677,-0.186210239960039,"hsa-mir-31-5p","hsa-mir-570-3p",9411,14.4339816631693,14.385673344001,"15.2721279126566","14.6501554148562","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9683,"N4BP1","hsa-mir-20b-5p","hsa-mir-34a-5p",0.0065,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/26708577'>PubMedLink</a>",NA,NA,"mirtarbase","tarbase",0.15270823885516,-0.208113811789293,0.440730082467716,0.102563025348855,0.317033100955703,0.0822969391561581,"hsa-mir-34a-5p","hsa-mir-20b-5p",9683,17.5397816004999,16.8110889182854,"16.8384311681473","16.6845393234559","16.9989944396335","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9693,"RAPGEF2","hsa-mir-335-3p","hsa-mir-204-5p",0.0035,FALSE,NA,NA,NA,"mirtarbase","tarbase",5.70952823062131e-05,-0.654578605605378,1.66648719744921e-17,-1.27818300980535,0.164075713301618,0.114964802524698,"hsa-mir-204-5p","hsa-mir-335-3p",9693,17.754021145207,17.640632645454,"16.5756565044607","16.4464671511986","16.4827817844348","17.3301601570203","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9693,"RAPGEF2","hsa-mir-335-5p","hsa-mir-204-5p",0.0025,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",9.14371672772996e-10,-1.35157373194338,1.66648719744921e-17,-1.27818300980535,0.164075713301618,0.114964802524698,"hsa-mir-204-5p","hsa-mir-335-5p",9693,17.754021145207,17.640632645454,"15.4414101993164","16.5756565044607","16.4464671511986","17.8308124659867","16.4827817844348","17.3301601570203","""""","""""","""""","""""","""""","""""",""""""
9709,"HERPUD1","hsa-mir-125b-5p","hsa-mir-142-5p",0.0065,FALSE,NA,"NA NA",NA,"tarbase","tarbase",0.19939002908266,0.135078442147528,0.322664005266957,0.164497875948685,0.409849390418156,0.0627371195116232,"hsa-mir-142-5p","hsa-mir-125b-5p",9709,19.8779381471521,20.3223337892163,"19.3587388794974","20.2705368083959","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9728,"SECISBP2L","hsa-mir-335-5p","hsa-mir-409-3p",0.001,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24977165'>PubMedLink</a>'>PubMedLink</a>",NA,"tarbase","mirtarbase",9.14371672772996e-10,-1.35157373194338,0.0188066899255578,-0.512032718709365,0.25128948890443,0.0913461013376193,"hsa-mir-409-3p","hsa-mir-335-5p",9728,18.8741411519051,18.9570200452126,"18.8498335484711","18.8339700744546","17.6618315422881","18.3594381235386","17.3782510396087","18.1745545651843","18.2226584446229","18.2727091484147","""""","""""","""""","""""",""""""
9736,"USP34","hsa-mir-203a-3p","hsa-mir-218-5p",5e-04,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29072688'>PubMedLink</a>'>PubMedLink</a>",NA,"tarbase","mirtarbase tarbase",0.190509641640438,-0.139902045805269,7.5939039152046e-06,0.601585701615049,0.685934630508278,-0.0343567484010396,"hsa-mir-218-5p","hsa-mir-203a-3p",9736,14.948109540445,15.7842968745468,"15.1364083919497","16.7135650067952","14.4852797976971","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9736,"USP34","hsa-mir-34c-3p","hsa-mir-218-5p",0.0055,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.119583510414281,0.438489028574393,7.5939039152046e-06,0.601585701615049,0.685934630508278,-0.0343567484010396,"hsa-mir-218-5p","hsa-mir-34c-3p",9736,15.7842968745468,14.4852797976971,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10079,"ATP9A","hsa-mir-150-5p","hsa-mir-3615",5e-04,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24977165'>PubMedLink</a>'>PubMedLink</a>",NA,"mirtarbase tarbase","mirtarbase",0.471989218013451,-0.0876976286870773,0.585899960885714,-0.139765213495442,0.433790476922134,0.062712070501351,"hsa-mir-3615","hsa-mir-150-5p",10079,19.7322217159323,18.9617265373185,"17.5990208791728","16.461133046264","17.9436611501498","18.3271499490793","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10611,"PDLIM5","hsa-mir-455-5p","hsa-mir-501-3p",0.005,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29072688'>PubMedLink</a>'>PubMedLink</a>",NA,"tarbase","tarbase",2.85401692692002e-13,-1.27337575869427,0.776002826227632,-0.0379131767582298,0.782050224082392,0.0222061059838731,"hsa-mir-501-3p","hsa-mir-455-5p",10611,16.19678784197,17.0584973502898,"16.8092617164594","16.9830233678502","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10642,"IGF2BP1","hsa-mir-204-5p","hsa-mir-3200-3p",0,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24977165'>PubMedLink</a>'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/26332146'>PubMedLink</a>","tarbase","tarbase",1.66648719744921e-17,-1.27818300980535,0.804702369295804,0.0649630978988862,5.3099153310592e-05,-0.413471086110152,"hsa-mir-3200-3p","hsa-mir-204-5p",10642,7.33147946461923,6.50166953417934,"5.19240829033379","5.33446751077821","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10725,"NFAT5","hsa-mir-379-5p","hsa-mir-146a-5p",0.0055,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29072688'>PubMedLink</a>'>PubMedLink</a>",NA,"tarbase","mirtarbase",0.00177120950711642,-0.390974846179124,0.250651451189555,-0.182061591378815,0.614366836469454,0.0417323635287829,"hsa-mir-146a-5p","hsa-mir-379-5p",10725,18.2446701815022,15.9176501866387,"16.69812299241","15.9829801120379","15.8766332163565","16.2543416258539","13.6681208080178","17.3565616784052","""""","""""","""""","""""","""""","""""",""""""
10787,"NCKAP1","hsa-mir-218-5p","hsa-mir-34c-3p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase",7.5939039152046e-06,0.601585701615049,0.119583510414281,0.438489028574393,0.795293991408593,-0.0211499967149231,"hsa-mir-34c-3p","hsa-mir-218-5p",10787,17.0709748332804,16.6475598538258,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
11214,"AKAP13","hsa-mir-204-5p","hsa-let-7f-2-3p",0.0095,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>","mirtarbase","tarbase",1.66648719744921e-17,-1.27818300980535,0.809290024493884,-0.0926514727661976,0.332242666201509,0.0808853901726072,"hsa-let-7f-2-3p","hsa-mir-204-5p",11214,16.4751729966463,16.2767208772434,"17.5304899796427","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
11215,"AKAP11","hsa-mir-16-2-3p","hsa-mir-424-5p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase",0.00951188672431251,0.599285035372744,0.786462490125794,0.0321708126732386,0.756033275978389,-0.0256755110418656,"hsa-mir-424-5p","hsa-mir-16-2-3p",11215,15.5922435463768,16.0463943299717,"16.4887508660894","16.2046465365268","17.0553217244233","16.7505902951451","15.8810485282309","16.3971350945675","""""","""""","""""","""""","""""","""""",""""""
22875,"ENPP4","hsa-mir-582-5p","hsa-mir-424-5p",0.0015,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26708577'>PubMedLink</a>'>PubMedLink</a>",NA,"tarbase","tarbase",7.16112192490361e-06,0.73467379058701,0.786462490125794,0.0321708126732386,0.832131807162685,0.0170352257341895,"hsa-mir-424-5p","hsa-mir-582-5p",22875,17.2155525126537,17.0055595972028,"17.6112212385296","17.5443222309075","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23035,"PHLPP2","hsa-mir-135a-5p","hsa-mir-940",0.001,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24977165'>PubMedLink</a>",NA,NA,"mirtarbase","tarbase",4.62145352083672e-06,-1.06287356965796,0.711072562779607,-0.111543759616759,0.363597896694576,0.0801541771508993,"hsa-mir-940","hsa-mir-135a-5p",23035,13.7503074505655,15.4404418012606,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23248,"RPRD2","hsa-mir-1468-5p","hsa-mir-1296-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase",0.0225915942848319,0.354341452087445,0.745495104252694,0.0714326831529972,0.505616852079032,-0.0552536830605724,"hsa-mir-1296-5p","hsa-mir-1468-5p",23248,16.5232978720664,16.4330203830604,"15.8872038143289","17.0005880724947","15.8331364585275","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23321,"TRIM2","hsa-mir-335-5p","hsa-mir-411-5p",0.007,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase",9.14371672772996e-10,-1.35157373194338,4.82077395407939e-06,-1.21302965774056,0.246242016182352,0.0898150905175563,"hsa-mir-411-5p","hsa-mir-335-5p",23321,21.0680806671234,21.0218254899614,"20.3446713035388","20.173924883729","18.8771901042682","13.8924744286645","19.8219873476446","19.5168613229973","""""","""""","""""","""""","""""","""""",""""""
23321,"TRIM2","hsa-mir-34a-5p","hsa-mir-335-5p",0.007,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.440730082467716,0.102563025348855,9.14371672772996e-10,-1.35157373194338,0.246242016182352,0.0898150905175563,"hsa-mir-335-5p","hsa-mir-34a-5p",23321,17.8197125425504,18.5875654704793,"18.8771901042682","20.5631465314132","13.8924744286645","19.0978082422944","19.5168613229973","""""","""""","""""","""""","""""","""""","""""",""""""
23321,"TRIM2","hsa-mir-410-3p","hsa-mir-335-5p",0.0025,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",0.00744753338200867,-0.593472842491182,9.14371672772996e-10,-1.35157373194338,0.246242016182352,0.0898150905175563,"hsa-mir-335-5p","hsa-mir-410-3p",23321,21.0680806671234,21.0218254899614,"18.5875654704793","18.8771901042682","13.8924744286645","19.8219873476446","19.0978082422944","19.5168613229973","""""","""""","""""","""""","""""","""""",""""""
23321,"TRIM2","hsa-mir-493-5p","hsa-mir-335-5p",0.007,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase",9.87484665678077e-05,-1.0303630246589,9.14371672772996e-10,-1.35157373194338,0.246242016182352,0.0898150905175563,"hsa-mir-335-5p","hsa-mir-493-5p",23321,21.0680806671234,18.5875654704793,"18.8771901042682","13.8924744286645","19.8219873476446","19.0978082422944","19.5168613229973","""""","""""","""""","""""","""""","""""","""""",""""""
23576,"DDAH1","hsa-mir-193b-3p","hsa-mir-509-3p",0.0045,FALSE,NA,"NA NA",NA,"mirtarbase","mirtarbase",0.278501614684647,0.160208853100491,0.00777800390909182,-0.475154676094712,0.102590823544925,-0.128114992083513,"hsa-mir-509-3p","hsa-mir-193b-3p",23576,17.8745369034243,17.4239749252771,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23677,"SH3BP4","hsa-mir-155-5p","hsa-mir-424-5p",0.0015,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase",0.7913250259509,0.0384976324517198,0.786462490125794,0.0321708126732386,0.444691815486347,0.0596127784301646,"hsa-mir-424-5p","hsa-mir-155-5p",23677,17.4339355487649,15.9736704947637,"16.7359912039614","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
25897,"RNF19A","hsa-mir-181d-5p","hsa-mir-34a-5p",0.0035,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23935100'>PubMedLink</a>","tarbase","tarbase",0.00174788597184081,-0.575019966337691,0.440730082467716,0.102563025348855,0.665455627976985,-0.0349784450018491,"hsa-mir-34a-5p","hsa-mir-181d-5p",25897,16.8904226491575,16.7460897123296,"17.4562269565887","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26137,"ZBTB20","hsa-mir-204-5p","hsa-mir-34a-5p",0.0035,TRUE,NA,NA,NA,"mirtarbase","tarbase",1.66648719744921e-17,-1.27818300980535,0.440730082467716,0.102563025348855,0.766037367588388,-0.0281438971349487,"hsa-mir-34a-5p","hsa-mir-204-5p",26137,11.5546572967586,12.0449961750278,"11.5102949944795","11.394208401578","11.7970508127189","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26137,"ZBTB20","hsa-mir-335-5p","hsa-mir-34a-5p",5e-04,TRUE,NA,NA,NA,"mirtarbase tarbase","tarbase",9.14371672772996e-10,-1.35157373194338,0.440730082467716,0.102563025348855,0.766037367588388,-0.0281438971349487,"hsa-mir-34a-5p","hsa-mir-335-5p",26137,11.5546572967586,12.0449961750278,"11.5102949944795","13.8438113869135","10.8955994260853","11.394208401578","11.7970508127189","""""","""""","""""","""""","""""","""""","""""",""""""
26267,"FBXO10","hsa-mir-125b-5p","hsa-mir-20b-5p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.19939002908266,0.135078442147528,0.15270823885516,-0.208113811789293,0.207557390356444,0.111343408366915,"hsa-mir-20b-5p","hsa-mir-125b-5p",26267,14.7348856164228,14.741462683364,"15.7612588283051","14.6623393335126","15.1710743900835","14.2533364192913","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27086,"FOXP1","hsa-mir-136-5p","hsa-mir-34a-5p",0.0065,TRUE,NA,NA,NA,"tarbase","mirtarbase tarbase",4.3022546554082e-08,-1.02490185085411,0.440730082467716,0.102563025348855,0.0566149840209244,0.160177560456487,"hsa-mir-34a-5p","hsa-mir-136-5p",27086,15.2465552270328,15.3194953004226,"15.5742885367666","16.1684845195209","15.1600432450295","17.3998342051883","""""","""""","""""","""""","""""","""""","""""","""""",""""""
28966,"SNX24","hsa-mir-32-3p","hsa-mir-21-3p",0.002,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.0316450884923146,-0.733799819865913,0.371044689306518,-0.105047482371395,0.104122614163519,0.13234688830883,"hsa-mir-21-3p","hsa-mir-32-3p",28966,17.6865274173377,17.7356561899293,"17.8707537958269","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54205,"CYCS","hsa-mir-193b-5p","hsa-mir-940",5e-04,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.0688668838885053,0.413710729772575,0.711072562779607,-0.111543759616759,0.125622270886537,0.115484563376769,"hsa-mir-940","hsa-mir-193b-5p",54205,20.8475751455767,19.0260876696131,"21.1019929545765","21.2211703046605","20.0095590587494","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54545,"MTMR12","hsa-mir-218-5p","hsa-let-7f-2-3p",0.0085,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26708577'>PubMedLink</a>'>PubMedLink</a>",NA,"tarbase","tarbase",7.5939039152046e-06,0.601585701615049,0.809290024493884,-0.0926514727661976,0.814776650442272,0.0188124208801297,"hsa-let-7f-2-3p","hsa-mir-218-5p",54545,17.7471049903791,17.9896572787656,"16.8836485637374","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55161,"TMEM33","hsa-mir-20b-5p","hsa-mir-421",0.0065,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/26708577'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.15270823885516,-0.208113811789293,0.823003380574504,-0.0705079383685902,0.0607778190629513,0.149671512913839,"hsa-mir-421","hsa-mir-20b-5p",55161,19.1640720675637,20.238320145023,"19.3812061283286","19.5860270882011","18.1291205439669","18.2422460718535","17.9402591965311","18.4305142653462","""""","""""","""""","""""","""""","""""",""""""
55568,"GALNT10","hsa-mir-3127-5p","hsa-mir-642a-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.83550665113465,0.0530340803538865,0.239173749367689,0.285959437811951,0.140549852270004,0.122282313881235,"hsa-mir-642a-5p","hsa-mir-3127-5p",55568,16.6268861580595,18.6211929337053,"17.1708682220059","16.9740657175495","18.3839067054348","17.0545537439299","17.2654663679771","17.7337250947969","""""","""""","""""","""""","""""","""""",""""""
56889,"TM9SF3","hsa-mir-410-3p","hsa-mir-193b-3p",0.006,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",0.00744753338200867,-0.593472842491182,0.278501614684647,0.160208853100491,0.933609038791697,0.00645854547900187,"hsa-mir-193b-3p","hsa-mir-410-3p",56889,19.4611679072225,19.6115051589488,"18.9911850279947","19.8273040035211","20.3785187970715","18.6682211613352","18.3605455464884","18.9534048424321","""""","""""","""""","""""","""""","""""",""""""
56990,"CDC42SE2","hsa-mir-155-5p","hsa-mir-424-5p",0.0035,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.7913250259509,0.0384976324517198,0.786462490125794,0.0321708126732386,0.977818317102995,-0.00219786687249925,"hsa-mir-424-5p","hsa-mir-155-5p",56990,17.2898261053823,17.4464657702998,"17.2606557708249","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57224,"NHSL1","hsa-mir-218-5p","hsa-mir-9-5p",0.002,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",7.5939039152046e-06,0.601585701615049,0.00487172866555441,-0.311555474503904,0.0274761570995991,-0.190667305056905,"hsa-mir-9-5p","hsa-mir-218-5p",57224,14.9707489959459,13.1855050241001,"14.4411892146774","11.0190809718533","13.9299430064468","15.3421743567099","15.4291918795251","""""","""""","""""","""""","""""","""""","""""",""""""
57551,"TAOK1","hsa-mir-33a-3p","hsa-mir-9-5p",0.001,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30018727'>PubMedLink</a>'>PubMedLink</a>",NA,"tarbase","mirtarbase tarbase",0.532766963161619,0.171229391445413,0.00487172866555441,-0.311555474503904,0.94192015674763,-0.00611142774933007,"hsa-mir-9-5p","hsa-mir-33a-3p",57551,16.0219316625351,15.6269957041008,"15.9438955803051","15.9258892204152","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
63891,"RNF123","hsa-mir-2355-3p","hsa-mir-155-5p",0.0055,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.581713791791983,-0.15283555154994,0.7913250259509,0.0384976324517198,0.564550099357439,0.0477569801640767,"hsa-mir-155-5p","hsa-mir-2355-3p",63891,16.0584717007393,16.7407021899529,"16.8566280382361","15.7552035789971","16.7359581752362","16.2899033892935","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64430,"PCNX4","hsa-mir-421","hsa-mir-486-5p",0.002,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.823003380574504,-0.0705079383685902,0.0160874667844828,0.282753052830852,0.0908335084977575,0.141000816029898,"hsa-mir-486-5p","hsa-mir-421",64430,17.8218935178651,18.2783711803577,"17.7458512514586","15.7888535839751","15.8141411817701","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
