"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40"
57493,"HEG1","hsa-mir-92a-1-5p","hsa-mir-31-5p",0.002,FALSE,NA,NA,NA,"tarbase","tarbase",0.0109265921976787,0.777197916210268,0.670338844687304,0.0900157853765638,0.890789268469831,0.0147353662784095,"hsa-mir-31-5p","hsa-mir-92a-1-5p",57493,19.2851917247982,18.2797560801247,"17.9750674207621","19.8558918219343","19.0324011108051","18.5479801426209","19.8602102788963","19.3164712295017","18.6784873218599","19.6640431959047","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57551,"TAOK1","hsa-mir-106b-5p","hsa-mir-125a-3p",0.0055,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.294031875942692,0.158828026609789,0.0861666559653864,0.550440097095043,0.884126099301245,0.0156140766388439,"hsa-mir-125a-3p","hsa-mir-106b-5p",57551,18.1752687217816,17.4089391057608,"17.8872681098234","18.0854789421033","18.1055694875578","17.6985163794854","18.136368981736","17.2306734789571","18.08190236597","18.1329137336277","17.6345428143706","17.8875099563464","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57568,"SIPA1L2","hsa-mir-17-5p","hsa-mir-99a-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase",0.441381002128842,0.109186348390277,0.316096612778548,-0.32086783377908,0.587756132804984,0.0586379095218247,"hsa-mir-99a-3p","hsa-mir-17-5p",57568,18.4906470940065,17.812460555082,"18.6668298733472","16.7163516013729","17.5379722289952","18.6129475018406","18.9450561568518","18.6339611948583","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57568,"SIPA1L2","hsa-mir-99a-3p","hsa-mir-19a-3p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase",0.316096612778548,-0.32086783377908,0.321989538623403,0.182199266719142,0.587756132804984,0.0586379095218247,"hsa-mir-19a-3p","hsa-mir-99a-3p",57568,18.4906470940065,17.812460555082,"18.6668298733472","18.6129475018406","19.4234168413146","20.0961273975974","18.2999062312697","16.674507484757","18.9450561568518","18.6339611948583","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57575,"PCDH10","hsa-mir-103a-2-5p","hsa-mir-19a-3p",0.004,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/20353276'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.363960072336781,0.282312068762918,0.321989538623403,0.182199266719142,0.0734124071889615,-0.316065173291211,"hsa-mir-19a-3p","hsa-mir-103a-2-5p",57575,7.40282311788893,6.29114459313548,"9.1700311031022","8.18308505751527","10.0328652433274","11.8161400931239","8.2904520799012","7.29772155838519","9.12215005629904","8.72104342804746","10.2683214719829","10.6192605185085","8.77509840813684","9.53984022913422","10.403251611757","10.1912900762237","11.0413995059801","10.5627258854631","11.1301267754145","12.1086809572772","17.1496292085967","12.0763056925208","10.4651205132283","8.74641818898178","15.6941898775823","9.84950028495767","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57616,"TSHZ3","hsa-mir-19a-3p","hsa-mir-155-5p",0.0065,TRUE,NA,NA,NA,"tarbase","mirtarbase",0.321989538623403,0.182199266719142,0.630865267829754,0.0713413033585589,0.993748643772864,0.00089544068901251,"hsa-mir-155-5p","hsa-mir-19a-3p",57616,13.1518440240335,16.6376881719656,"17.0143504166879","14.9107059102995","17.3052840544168","16.7538766324508","16.3733565362204","16.8437101831512","13.9275734121034","17.1159174814492","16.2233747749928","17.6632499906422","16.5852363101748","18.5187450782402","15.5624189885996","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57690,"TNRC6C","hsa-mir-19a-3p","hsa-mir-125a-3p",0.0095,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23687414'>PubMedLink</a>","tarbase","tarbase",0.321989538623403,0.182199266719142,0.0861666559653864,0.550440097095043,0.609584567671805,-0.0569290065583793,"hsa-mir-125a-3p","hsa-mir-19a-3p",57690,15.0578248957692,16.3107874810979,"16.7478863405329","16.9658657523765","15.9687161011845","16.1242997623365","16.1380415362516","14.7734653860903","16.3383169643421","15.8730044791576","15.9130944474512","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57690,"TNRC6C","hsa-mir-19a-3p","hsa-mir-193b-5p",0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23687414'>PubMedLink</a>","tarbase","tarbase",0.321989538623403,0.182199266719142,0.345628883945129,0.269867891178593,0.609584567671805,-0.0569290065583793,"hsa-mir-193b-5p","hsa-mir-19a-3p",57690,16.3107874810979,16.201771510578,"16.9658657523765","16.4008143705791","15.3298503663695","15.9687161011845","16.6780283296781","17.0143523266717","15.644866520719","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57709,"SLC7A14","hsa-mir-194-3p","hsa-mir-192-3p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.279524003542504,-0.346489453299352,0.240938191589508,-0.382233566026416,0.0226205000052615,-0.530616270502073,"hsa-mir-192-3p","hsa-mir-194-3p",57709,-2,7.08658386451604,"7.52541184352075","-2","-2","6.65077009251947","6.66619033567177","6.20300894854162","9.67642308480494","8.38885474402599","11.5837475505182","5.68656900324071","7.63681580054321","4.54208654802397","7.1588662127346","-2","6.15083619928217","7.72442951468635","8.01802886813645","8.72812307389934","9.20387728028612","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65125,"WNK1","hsa-mir-19a-3p","hsa-mir-421",0.0075,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/16680372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22186294'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22292433'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22552693'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26439687'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26718331'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30542119'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.321989538623403,0.182199266719142,0.0217342642495747,0.730397982904809,0.949483457693951,-0.00645558674697475,"hsa-mir-421","hsa-mir-19a-3p",65125,20.312647193311,18.8696285709553,"21.0134113971156","19.2718384456003","20.2264831502497","18.7261428898722","20.5327585602068","20.4937819099173","19.6170427749381","19.3581948582369","20.0686669852608","20.0312437592259","19.3836560783365","21.0476264352165","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79027,"ZNF655","hsa-mir-223-5p","hsa-mir-148a-5p",5e-04,TRUE,NA,NA,NA,"mirtarbase","tarbase",0.172578015628077,0.394780312896886,0.0352341367876246,-0.375093043514481,0.676686910017611,-0.0447535224028967,"hsa-mir-148a-5p","hsa-mir-223-5p",79027,17.8102863009557,17.9650584263356,"17.1688222218081","17.6553542537812","13.8226877295219","17.9493698988786","18.0003038277616","18.929643127884","14.6734817270591","16.7317604017183","17.6912539637749","17.3941081598416","17.5068383577507","14.7305918267539","17.3799435840584","17.2686743141979","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79627,"OGFRL1","hsa-mir-223-5p","hsa-mir-106b-5p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase",0.172578015628077,0.394780312896886,0.294031875942692,0.158828026609789,0.911492589965536,-0.0120934413001065,"hsa-mir-106b-5p","hsa-mir-223-5p",79627,17.7728105410022,17.8820190542104,"18.3971588906927","17.0880064348688","16.0324029273258","18.1496234101902","18.320965929264","17.5675209463518","16.514783108394","17.6858571479185","17.5743660325132","17.4680537898076","18.5356363742062","16.6524053102694","16.4871010364946","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79646,"PANK3","hsa-mir-218-5p","hsa-mir-96-5p",0.0075,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.164045750577955,-0.261253019890433,0.151923927204803,0.303901529773666,0.970705406334276,0.00389332884160938,"hsa-mir-96-5p","hsa-mir-218-5p",79646,18.9548384458257,18.6041132552394,"18.6126120821405","17.9221404914404","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79788,"ZNF665","hsa-mir-940","hsa-mir-106b-5p",0.0025,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/31085718'>PubMedLink</a>",NA,NA,"mirtarbase","mirtarbase",0.00588018389893562,1.08526486306288,0.294031875942692,0.158828026609789,0.163392805809004,-0.179622296028688,"hsa-mir-106b-5p","hsa-mir-940",79788,13.2237039850029,11.7974472494008,"10.7431476723922","10.6068969686777","8.5466440710502","11.9301414659167","12.5231271673372","11.4750328464786","11.8163425698141","11.3498098349895","11.8308748104699","11.8927231326329","13.5624272580165","13.6321564487182","10.5294946614724","9.58396485999633","9.86229713299016","10.6175479306472","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79884,"MAP9","hsa-mir-142-5p","hsa-mir-935",0.007,FALSE,NA,NA,NA,"tarbase","tarbase",0.183024279196479,0.249835459044566,0.0638634190575096,0.864453397159415,0.380263418508745,-0.101343620045946,"hsa-mir-935","hsa-mir-142-5p",79884,16.739138970677,14.1480620943432,"16.2730426469219","15.708259049858","14.4618344922768","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
80205,"CHD9","hsa-mir-1180-3p","hsa-mir-20b-5p",0,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28035762'>PubMedLink</a>",NA,"tarbase","mirtarbase tarbase",0.0683909639933851,0.414893482884745,0.17355875913484,-0.278819620450661,0.820398635385599,-0.0246047216529608,"hsa-mir-20b-5p","hsa-mir-1180-3p",80205,17.1107829946167,17.3903346994356,"16.6997757073018","17.0939070788554","17.4921473302136","16.8527809461072","16.0285542851639","17.4978865991629","17.0259242107046","15.6017391459736","17.1435943580764","17.15737194464","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
81037,"CLPTM1L","hsa-mir-30a-3p","hsa-mir-203a-3p",0.0095,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24386361'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25007268'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25007268'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25480402'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26716642'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26716642'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.00854527198380856,-0.322021901271022,0.979725449690497,-0.00288658619650277,0.890404270395199,0.0142574438704274,"hsa-mir-203a-3p","hsa-mir-30a-3p",81037,19.2704209811547,19.3775887169027,"18.3280104309096","19.4792373999527","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
81539,"SLC38A1","hsa-mir-218-5p","hsa-mir-125b-2-3p",5e-04,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase",0.164045750577955,-0.261253019890433,0.584139996716103,-0.125949945919935,0.639247197928466,0.0485961108980787,"hsa-mir-125b-2-3p","hsa-mir-218-5p",81539,19.6865886493761,19.9297157355553,"17.4222411799124","18.5402174697695","20.1026523197015","19.4453353917128","19.4279187126927","18.4697684572056","18.5218013237437","18.9537258419017","19.4982494705619","19.6793976071115","19.8073082448714","18.6609408169808","19.9490868049925","17.7382615817711","19.5714566960025","19.307224706762","18.5294211923683","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
83394,"PITPNM3","hsa-mir-629-3p","hsa-mir-200b-3p",0,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.192003396180065,0.408074262828858,0.640217045091362,-0.0614773092367593,0.539065981837066,-0.0680685725540943,"hsa-mir-200b-3p","hsa-mir-629-3p",83394,16.5279336042888,16.7827616697034,"17.6691134825388","13.567450231977","18.4115232321946","15.3832088677885","17.2984480170563","17.4341873554272","12.6835553977798","17.612647299915","14.2195999517974","16.3327602640706","16.8129374473347","17.6896054496572","18.0249559491433","17.0936940395502","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
83593,"RASSF5","hsa-mir-532-5p","hsa-mir-196a-5p",0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25579665'>PubMedLink</a>","tarbase","tarbase",0.430196586413313,-0.106409409742072,1.56777392647817e-11,1.49751659043811,0.938961398128672,-0.00831988312291229,"hsa-mir-196a-5p","hsa-mir-532-5p",83593,14.3392041705489,19.2027109603704,"17.7504991540847","17.8221347712981","19.1565136028007","16.6921850638651","18.059059359851","15.8407913659212","16.4690673279045","17.1885693129044","16.9223619152802","17.9870527098963","16.5744997590387","17.2273159204005","16.9094052197427","17.3322871117182","15.7751872455837","17.9125418657382","17.3002949027333","16.7334642538156","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84056,"KATNAL1","hsa-mir-19a-3p","hsa-mir-155-5p",0.0075,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.321989538623403,0.182199266719142,0.630865267829754,0.0713413033585589,0.672740129901575,0.0488186614077529,"hsa-mir-155-5p","hsa-mir-19a-3p",84056,14.5082237441658,16.5563911169289,"16.3268425269652","15.6795842791333","16.0882423638642","15.7830511583519","16.0387692793079","15.5631318061584","15.6991333417211","16.5393326416397","15.6633660679793","17.2581510462196","16.3509197558335","16.5905388418834","14.8375667991667","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84056,"KATNAL1","hsa-mir-582-3p","hsa-mir-155-5p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase",0.314488447330157,-0.150308961844691,0.630865267829754,0.0713413033585589,0.672740129901575,0.0488186614077529,"hsa-mir-155-5p","hsa-mir-582-3p",84056,16.4918541997765,14.8009776408677,"16.4104598785545","16.5563911169289","16.8357508697521","16.3268425269652","15.6795842791333","14.2954069889778","16.0277129486786","14.6045671595146","15.7830511583519","16.2163974390262","17.2581510462196","16.3509197558335","16.5905388418834","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84553,"FAXC","hsa-mir-942-5p","hsa-mir-3934-5p",0.007,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase",0.0324675179815818,0.541081574384494,0.572233087418905,0.182361037122861,0.85487966293636,-0.0228332952750462,"hsa-mir-3934-5p","hsa-mir-942-5p",84553,13.9875756200285,13.4821207896494,"9.42204230839713","12.3573820945567","11.7826451379778","13.8287480018106","10.2354068033798","14.7646173972024","9.86118728159753","12.412604150428","12.850344616676","12.2788982506664","16.2641663865189","14.4855883361467","15.8223678348594","14.8145815289703","15.195106048291","13.3157509120719","12.8776784383775","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84614,"ZBTB37","hsa-mir-125a-3p","hsa-mir-625-5p",0.0035,TRUE,NA,NA,NA,"tarbase","tarbase",0.0861666559653864,0.550440097095043,0.572157433715595,-0.156952537313088,0.769946280672094,-0.0341594167738863,"hsa-mir-625-5p","hsa-mir-125a-3p",84614,14.5812696574657,15.6521500865379,"15.0789345149329","15.8857749194647","14.9473708323578","14.3250518674069","13.5876544898448","14.7823224946314","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
85416,"ZIC5","hsa-mir-301a-3p","hsa-mir-500a-5p",0.006,TRUE,NA,NA,NA,"mirtarbase tarbase","mirtarbase",0.0534041557798386,0.48363707023578,0.454630002538498,-0.170553213416228,0.00067050780912202,0.541715494225905,"hsa-mir-500a-5p","hsa-mir-301a-3p",85416,12.5319077961839,15.9102121504492,"13.732546889344","-2","15.0522502676545","16.0077900795584","15.6921298421489","12.7168594692718","15.6967589264601","15.0134747267216","7.83411643061437","13.8590060521599","14.7156355409066","9.13120656116194","15.3155512840546","15.5404372820322","16.4812539753766","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
85463,"ZC3H12C","hsa-mir-30a-5p","hsa-mir-625-5p",0.0085,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/20428818'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.0112130238173474,-0.281283688952853,0.572157433715595,-0.156952537313088,0.854383003250202,-0.0206619078631198,"hsa-mir-625-5p","hsa-mir-30a-5p",85463,15.471336337193,15.049598595595,"14.9076080466709","16.3812495769173","15.4236080663478","15.8582943202525","15.941258822046","15.7342711223459","17.7816213697963","16.3257189071077","15.3623878927997","16.9828996021641","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
85463,"ZC3H12C","hsa-mir-654-3p","hsa-mir-17-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",0.555118106173641,-0.125694772911035,0.441381002128842,0.109186348390277,0.854383003250202,-0.0206619078631198,"hsa-mir-17-5p","hsa-mir-654-3p",85463,16.8366325839038,15.9533987277325,"17.5551742988416","15.9100430418012","15.6376677014598","17.7031399726593","16.9102527989412","16.4437254280379","15.6062908454154","14.8641522766907","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
91179,"SCARF2","hsa-mir-937-3p","hsa-mir-939-5p",0.006,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.0002195387110512,1.6266635065838,0.388258380518144,0.405988927115942,0.529079979031925,0.0698634723055795,"hsa-mir-939-5p","hsa-mir-937-3p",91179,15.6398552436795,17.3708457622787,"17.2255573781297","17.5996874731593","17.8080379070989","14.4755665017654","15.1283762871986","18.4560128890477","17.5142379443031","18.2625036897354","18.2425937310959","18.4261977003598","17.7633216720887","18.6459299132994","16.5883975009371","19.2667960443015","17.0068470964174","16.3299205105895","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
92689,"FAM114A1","hsa-mir-7-5p","hsa-mir-19a-3p",0.0085,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.0698988550093284,0.482093641369115,0.321989538623403,0.182199266719142,0.728716036696079,-0.0360718522729853,"hsa-mir-19a-3p","hsa-mir-7-5p",92689,17.765446664808,19.1786136963629,"19.0058858374258","18.6505571291114","19.363621289688","18.3433337735958","17.9758584425788","18.7016517661395","18.632423670585","18.8726028381352","18.9120447302579","18.3504670540023","19.0523434427101","17.9877710172663","18.0687701906607","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
93663,"ARHGAP18","hsa-mir-143-3p","hsa-mir-130b-5p",0.009,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/27358073'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.0893240922835545,-0.171468301569719,0.752001546849651,0.0721131116302152,0.428749406003767,-0.0840555777972469,"hsa-mir-130b-5p","hsa-mir-143-3p",93663,16.8874745586584,17.8462633957724,"16.5942561236124","17.0338103602014","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
94241,"TP53INP1","hsa-let-7a-2-3p","hsa-mir-33b-5p",0.007,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.857288829248601,0.0601651236333762,0.125048925821804,0.629657095618441,0.496297810574672,-0.072228625523323,"hsa-mir-33b-5p","hsa-let-7a-2-3p",94241,18.9829559073586,19.1529786187548,"16.153470363985","17.2143436023871","18.9562207925761","17.8246557768788","17.285087842718","17.6579775409548","17.8932576384765","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
94241,"TP53INP1","hsa-mir-744-3p","hsa-mir-96-5p",0.003,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",0.0397096671938487,0.577266878352563,0.151923927204803,0.303901529773666,0.496297810574672,-0.072228625523323,"hsa-mir-96-5p","hsa-mir-744-3p",94241,19.1529786187548,16.7685599113743,"16.9097090611415","17.8075543514971","18.2903431091294","16.5493594900327","18.1759188954094","18.3025393001422","17.8246557768788","18.4032603709459","19.3071508155368","17.2818598253237","16.3174757291104","16.7540463355636","18.2328483275695","19.7937965965244","17.9887976639197","17.7840755744113","17.3223126299168","16.9163876321037","17.4781604469387","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
114786,"XKR4","hsa-mir-33a-3p","hsa-mir-425-5p",0.005,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.928037588668743,0.0305053885936759,0.779996097741154,0.0419578542384339,0.00019918818620962,-0.529448799172585,"hsa-mir-425-5p","hsa-mir-33a-3p",114786,9.23677459310772,11.1229381682118,"10.9715702402429","10.7921927216644","9.54194258533713","12.6389202280683","7.16805716138933","10.9128363755318","10.6546145410005","5.78413535358895","13.9843002755447","4.00276599776313","10.2191181483454","14.9164764410829","9.87111116998292","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
121512,"FGD4","hsa-mir-129-5p","hsa-mir-431-5p",0.0025,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",1.63148570269129e-05,-1.03372416491895,0.0005651410333635,1.70609382784775,0.115353494784585,-0.167667691641023,"hsa-mir-431-5p","hsa-mir-129-5p",121512,16.4050815070611,15.2150990232813,"17.7947067751302","18.0055443888135","16.9707548236087","16.6908061103252","16.1983756185571","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
125228,"FAM210A","hsa-mir-106a-5p","hsa-mir-30c-2-3p",0.0045,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.540073673841997,-0.128986623206974,0.0269232519633606,-0.409786698254115,0.743333384617285,0.0363625601918553,"hsa-mir-30c-2-3p","hsa-mir-106a-5p",125228,17.2510770788629,16.4387247276031,"17.8627815833043","16.9090993806426","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
132203,"SNTN","hsa-mir-758-3p","hsa-mir-377-5p",0.0085,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.25701430532785,0.292549225318684,0.716055622738124,0.126803092492688,0.38959546009088,-0.243643613573308,"hsa-mir-377-5p","hsa-mir-758-3p",132203,11.0427490489727,9.46397681765432,"10.750721562169","8.0003328651345","-2","9.42351020096729","11.129339999968","10.2873177790233","10.3131116355251","9.05144596415759","9.99418206862605","9.37374768585827","7.6572317616404","9.49868997314605","9.95176556849004","8.03438524542278","9.04866243711371","9.53212050568195","7.53746108069384","10.5364214208263","-2","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
143686,"SESN3","hsa-mir-589-3p","hsa-mir-4326",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase",0.126150540956684,0.526426562181466,0.104073265219801,0.439205738074806,0.873692763594131,0.0172176860639285,"hsa-mir-4326","hsa-mir-589-3p",143686,15.8588482770794,20.2071275219695,"17.8962868365266","17.6650799432825","18.5100238946792","19.4640242913505","18.6310423441578","17.0841718324296","18.2096789160062","16.9516860078831","17.1004568602669","17.2373320812585","17.1531345119244","16.3502274243361","16.5254535761503","18.2189934348342","18.8758938010834","19.439573565223","17.0618744228265","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
147949,"ZNF583","hsa-mir-19a-3p","hsa-mir-33a-5p",0.0095,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31401160'>PubMedLink</a>",NA,"tarbase","mirtarbase",0.321989538623403,0.182199266719142,0.899115456865563,-0.0265006015525863,0.215562214568042,-0.157218944746772,"hsa-mir-33a-5p","hsa-mir-19a-3p",147949,9.4723543356125,12.7500575943054,"11.477731397076","13.4498232312057","10.8094676038547","12.7534359553899","12.1719403025084","11.9046672179106","12.3737366659423","12.6660902398549","11.6114491029786","12.842973026394","13.3523920239165","12.4012689148735","12.2763276318365","13.0818316729892","11.3841534349451","12.4319183921964","12.1270928471144","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
