"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67","_c68","_c69","_c70","_c71","_c72","_c73","_c74","_c75","_c76","_c77","_c78","_c79","_c80","_c81","_c82","_c83","_c84","_c85","_c86","_c87","_c88","_c89","_c90","_c91","_c92","_c93","_c94","_c95","_c96","_c97","_c98","_c99","_c100","_c101","_c102"
<a href='https://pubmed.ncbi.nlm.nih.gov/22586683'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22586683'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22588876'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22588883'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22591345'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22592212'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22592956'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22593449'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22593466'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22594511'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22594511'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22605530'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22610259'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22613958'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22614968'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22615840'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22617245'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22622260'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22622260'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22627040'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22627040'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22634180'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22653188'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22657099'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22658344'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22659961'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22659961'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22659964'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22664249'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22664249'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22666783'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22666783'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22673630'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22673630'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22677429'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22677909'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22695117'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22707299'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22707299'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22710717'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22710815'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22712764'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22712764'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22712792'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22712793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22712795'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22715590'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22726919'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22729036'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22729036'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22733137'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22733137'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22733536'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22736493'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22738915'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22738915'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22738915'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22742552'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22751098'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22751098'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22751098'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22753918'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22753918'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22753918'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22760226'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22760226'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22760226'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22761469'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22768234'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22770374'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22773041'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22776705'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22777356'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22784503'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22787409'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22787412'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22789825'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22797485'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22805513'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22806307'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22810899'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22815900'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22815900'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22824147'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22825454'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22825454'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22826274'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22826471'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22833077'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22833206'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22833420'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22835516'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22836650'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22843317'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22843912'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22844075'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22845480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22846108'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22847157'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22848739'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22858448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22859339'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22859339'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22863020'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22869475'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22873759'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22882865'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22883469'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22891040'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22895139'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22895145'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22896669'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22897510'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22899358'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22899358'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22901298'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22901364'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22912349'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22912354'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22923193'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22929335'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22941060'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2294252'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22948846'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22948846'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22952784'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22957484'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22961667'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22963131'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22964709'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22967997'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22968441'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22973953'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22973961'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22975156'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22975156'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22978339'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22978775'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22982650'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22982659'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22982659'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22985911'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22985911'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22986230'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22986230'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22987961'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22991232'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22992338'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22993320'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22995035'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22996376'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23009178'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23009178'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23009336'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23014527'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23018906'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23020725'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2302402'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23026510'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23026510'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23026510'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23026641'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23036155'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23045273'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23050865'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23052173'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23055340'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23059777'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23060582'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23064619'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23064619'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23064619'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23067213'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23074112'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23079155'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23086434'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23086434'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23088930'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23088930'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23098378'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23098378'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23099808'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23099808'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23100515'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23102728'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23102728'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23102728'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23102841'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23103072'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23108025'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23110940'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23113581'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23117577'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23122493'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23122493'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23129122'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23133538'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23134665'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23139256'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23143203'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23143203'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23144692'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23150706'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23154552'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23154553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23154768'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23154768'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23155255'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23172555'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23174717'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23175185'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23178445'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23181703'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23181703'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23181703'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23181982'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23182148'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23185274'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23196793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23207920'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23208128'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23208128'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23211219'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23212424'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23225576'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23225576'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23234355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23237215'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23237215'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23238037'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23238037'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23239743'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23239743'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23239809'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23240603'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23242437'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23242437'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23242438'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23242438'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23242440'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23242440'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23244184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23254265'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23259780'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23261144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23261230'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23261231'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23265235'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23265711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23266614'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23270470'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23273562'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23273562'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23274758'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23274758'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23276293'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23277327'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23277327'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23277762'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23287850'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23287850'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23288638'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23291256'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23294134'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23299280'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23299280'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23300028'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23306155'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23307237'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23308140'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23312886'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23312886'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23312886'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23312887'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23312887'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23313110'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23313171'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23313300'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23313300'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23314677'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23315220'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23315220'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23328547'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23328701'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23328701'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23328865'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23332287'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23332287'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23334091'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23334845'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23337026'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23341526'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23341890'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23345546'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23352033'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23357969'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23357969'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23358468'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23359111'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23360224'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23360489'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23361373'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23364874'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23365639'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23370315'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23370315'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23371029'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23371856'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23375403'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23378269'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23379755'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23380224'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23384673'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23384674'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23386666'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23387505'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23399428'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23401440'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23401445'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23401451'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23401451'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23401452'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23408463'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23408463'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23418425'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23419122'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23419507'>PubMedLink</a>
