"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39"
1303,"COL12A1","hsa-mir-376b-3p","hsa-mir-299-3p",5e-04,FALSE,NA,"tarbase","tarbase","hsa-mir-299-3p","hsa-mir-376b-3p",1303,13.5011032189344,13.747302169475,"15.6259632797738","18.7441484945193","13.1133191048025","19.8470869989885","13.2132317574452","15.9727748164285","13.8677105327655","12.8827793177849","13.5747936805073","11.7879387255851","13.4659470525661","17.1519419832698","11.8185925968728","11.5211488918349","14.409938201638","12.4264744655605","12.0579704112791","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1303,"COL12A1","hsa-mir-495-3p","hsa-mir-299-3p",0.004,FALSE,NA,"tarbase","tarbase","hsa-mir-299-3p","hsa-mir-495-3p",1303,13.5011032189344,13.747302169475,"15.6259632797738","18.7441484945193","13.1133191048025","19.8470869989885","13.2132317574452","15.9727748164285","13.8677105327655","12.8827793177849","13.5747936805073","11.7879387255851","13.4659470525661","17.1519419832698","11.5802632457395","11.8185925968728","11.5211488918349","12.4264744655605","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1374,"CPT1A","hsa-mir-194-3p","hsa-mir-302a-3p",0,FALSE,NA,"mirtarbase","mirtarbase","hsa-mir-302a-3p","hsa-mir-194-3p",1374,18.3077856082446,16.3091132189294,"17.5615563106153","15.6892844906863","15.0929987971347","16.3962046758864","16.8465865268334","16.6220336125827","15.4222835426859","15.2045671602964","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1374,"CPT1A","hsa-mir-194-3p","hsa-mir-302c-3p",0,FALSE,NA,"mirtarbase","mirtarbase","hsa-mir-302c-3p","hsa-mir-194-3p",1374,18.3077856082446,16.3091132189294,"17.1295323104878","17.5615563106153","15.6892844906863","15.0929987971347","16.3962046758864","16.8465865268334","16.6220336125827","15.4222835426859","15.2045671602964","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1374,"CPT1A","hsa-mir-194-3p","hsa-mir-302d-3p",5e-04,FALSE,NA,"mirtarbase","mirtarbase","hsa-mir-302d-3p","hsa-mir-194-3p",1374,18.3077856082446,16.3091132189294,"17.5615563106153","15.6892844906863","15.0929987971347","16.3962046758864","16.8465865268334","18.1030201793627","16.6220336125827","15.4222835426859","15.2045671602964","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1482,"NKX2-5","hsa-mir-1538","hsa-mir-663a",0.006,TRUE,NA,"mirtarbase","mirtarbase","hsa-mir-663a","hsa-mir-1538",1482,9.3896050478907,8.93026770648943,"11.5635144598229","-2","9.83227982269552","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1601,"DAB2","hsa-mir-124-3p","hsa-mir-548d-3p",0.006,FALSE,NA,"tarbase","tarbase","hsa-mir-548d-3p","hsa-mir-124-3p",1601,15.8915962283975,16.8773373713243,"16.7185197528627","14.7585989958057","17.3541592615609","16.9115608256124","14.8900050599744","15.5689247755983","16.0387714620783","16.1415545351363","15.4599160526436","15.6740862063262","17.0016785588084","15.9661484078946","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1958,"EGR1","hsa-mir-124-3p","hsa-mir-520d-5p",0.002,TRUE,NA,"mirtarbase tarbase","tarbase","hsa-mir-520d-5p","hsa-mir-124-3p",1958,17.3939706953789,17.2149659827149,"17.419767996267","17.6076003023438","17.7012704636349","17.5898133088583","18.9395762542279","15.7766792431406","19.5771795616456","16.1878687868031","17.1542430752442","16.7228553461407","17.3846588470745","16.1048971684285","16.700798712577","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1958,"EGR1","hsa-mir-518a-3p","hsa-mir-192-5p",0.0065,TRUE,NA,"tarbase","mirtarbase tarbase","hsa-mir-192-5p","hsa-mir-518a-3p",1958,17.5898133088583,18.2700896574919,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1958,"EGR1","hsa-mir-518a-3p","hsa-mir-520d-5p",0.003,TRUE,NA,"tarbase","tarbase","hsa-mir-520d-5p","hsa-mir-518a-3p",1958,19.6347770001821,18.3221818259495,"17.3939706953789","17.2149659827149","19.4129878564356","18.4103022897491","17.419767996267","17.6076003023438","18.2542792792549","17.5889375698517","18.3537579685246","17.7012704636349","19.3094773715842","16.6297367074276","17.5898133088583","16.1232045652938","16.5836503085518","18.9395762542279","15.7766792431406","19.5771795616456","18.5161271253946","18.3373871190558","17.9107177641823","19.188133437936","16.1878687868031","17.9176817048833","17.1542430752442","16.7228553461407","17.3846588470745","16.7981061375747","16.1048971684285","18.2700896574919","18.1829173525698","16.0517665309165","16.700798712577","18.404075293984","17.8126074477058"
1958,"EGR1","hsa-mir-518b","hsa-mir-520d-5p",0.0045,TRUE,NA,"tarbase","tarbase","hsa-mir-520d-5p","hsa-mir-518b",1958,19.6347770001821,18.3221818259495,"17.3939706953789","17.2149659827149","19.4129878564356","18.4103022897491","17.419767996267","17.6076003023438","18.2542792792549","17.5889375698517","18.3537579685246","17.7012704636349","19.3094773715842","16.6297367074276","17.5898133088583","16.1232045652938","16.5836503085518","18.9395762542279","15.7766792431406","19.5771795616456","18.5161271253946","18.3373871190558","17.9107177641823","19.188133437936","16.1878687868031","17.9176817048833","17.1542430752442","16.7228553461407","17.3846588470745","16.7981061375747","16.1048971684285","18.2700896574919","18.1829173525698","16.0517665309165","16.700798712577","18.404075293984","17.8126074477058"
1958,"EGR1","hsa-mir-518f-3p","hsa-mir-520d-5p",0.008,TRUE,NA,"tarbase","tarbase","hsa-mir-520d-5p","hsa-mir-518f-3p",1958,19.6347770001821,17.3939706953789,"17.2149659827149","19.4129878564356","18.4103022897491","17.419767996267","17.6076003023438","18.2542792792549","17.5889375698517","18.3537579685246","17.7012704636349","19.3094773715842","16.6297367074276","17.5898133088583","16.1232045652938","16.5836503085518","18.9395762542279","15.7766792431406","19.5771795616456","18.5161271253946","18.3373871190558","17.9107177641823","19.188133437936","16.1878687868031","17.9176817048833","17.1542430752442","16.7228553461407","17.3846588470745","16.7981061375747","16.1048971684285","18.2700896574919","18.1829173525698","16.0517665309165","16.700798712577","18.404075293984","17.8126074477058",""""""
1979,"EIF4EBP2","hsa-mir-760","hsa-mir-766-3p",0,FALSE,NA,"mirtarbase","mirtarbase","hsa-mir-766-3p","hsa-mir-760",1979,19.3412814990816,19.6206554768809,"19.8811378152714","19.8337414186375","19.0866843157022","18.7028344025743","19.222859393024","19.2223467147178","18.964546149807","19.2758663151996","18.9612198941615","19.4758242622437","19.1329108173646","19.5199857712374","19.0399896738096","19.4104896496472","19.1527378279754","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1981,"EIF4G1","hsa-mir-452-3p","hsa-mir-96-5p",0.0035,FALSE,NA,"tarbase","mirtarbase","hsa-mir-96-5p","hsa-mir-452-3p",1981,21.0210480347822,20.6489853158251,"20.4497222399357","20.2480016613157","18.5643717983401","19.3119600353666","18.8582687454125","19.0581227733145","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1981,"EIF4G1","hsa-mir-491-5p","hsa-mir-182-3p",0.008,FALSE,NA,"tarbase","tarbase","hsa-mir-182-3p","hsa-mir-491-5p",1981,20.1730155051788,21.19164229059,"19.4917056556769","19.6848966720208","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1999,"ELF3","hsa-mir-629-5p","hsa-mir-124-3p",0.001,TRUE,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-124-3p","hsa-mir-629-5p",1999,17.3838210195291,18.0943451643717,"18.1571309721217","19.6525007647991","16.4043201397823","14.0292962432491","17.465204870204","18.9510085618255","14.6102380830057","15.0119137536992","15.5115190889492","18.1656831317485","13.4062644422999","13.352451459672","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2005,"ELK4","hsa-mir-181a-2-3p","hsa-mir-651-5p",0.0075,TRUE,NA,"tarbase","tarbase","hsa-mir-651-5p","hsa-mir-181a-2-3p",2005,15.3497877677035,15.8808600301071,"15.5571903703276","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2180,"ACSL1","hsa-mir-205-5p","hsa-mir-335-5p",0.003,FALSE,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-335-5p","hsa-mir-205-5p",2180,16.7169046053763,16.5398237132143,"15.605431971697","16.2597642308265","17.6568717494127","16.1195907003224","16.5571165922668","16.2979775334843","16.4299724480469","14.9888874473226","16.6880095439952","15.7565450239235","17.323667503117","16.9090757364593","17.2094984405963","15.4448273405669","16.6278122537141","16.2635419792021","15.8406804445628","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2195,"FAT1","hsa-mir-194-3p","hsa-mir-7-5p",0,FALSE,NA,"tarbase","tarbase","hsa-mir-7-5p","hsa-mir-194-3p",2195,16.5674378585672,15.2194395621974,"16.9099365078787","14.3511556575888","14.8785976913362","16.0654427599426","16.4555443557861","15.1393783543262","14.7518538620574","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2195,"FAT1","hsa-mir-9-5p","hsa-mir-7-5p",0,FALSE,NA,"tarbase","tarbase","hsa-mir-7-5p","hsa-mir-9-5p",2195,15.0378739110638,15.798300347176,"16.9971788986364","17.0729450538567","15.564231461111","15.1477933059588","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2239,"GPC4","hsa-mir-548o-3p","hsa-mir-3065-3p",5e-04,FALSE,NA,"mirtarbase","mirtarbase","hsa-mir-3065-3p","hsa-mir-548o-3p",2239,12.5285323541414,12.5061933369909,"12.0762128056563","13.4618277883402","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2274,"FHL2","hsa-mir-486-3p","hsa-mir-3662",0.0065,FALSE,NA,"tarbase","mirtarbase","hsa-mir-3662","hsa-mir-486-3p",2274,16.955086242137,16.4679351311233,"17.3287575602613","17.4021649884135","18.5497395193501","16.628442966931","16.0370284261305","15.623632372491","16.9550961952675","14.5743177817791","15.7640443072322","16.8778281285397","15.0070951396564","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2289,"FKBP5","hsa-mir-539-5p","hsa-mir-200c-3p",0.0015,FALSE,NA,"mirtarbase","mirtarbase","hsa-mir-200c-3p","hsa-mir-539-5p",2289,16.9480667476785,16.2880620538036,"16.9239595023175","16.5076961355439","15.916422959075","16.9010196687415","17.0023006390057","16.4584084711923","17.288256977522","16.9454426829576","16.7954444579981","17.9927452015701","16.6940200566957","16.5830714808433","16.5615118275166","16.0575922206034","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2335,"FN1","hsa-mir-124-3p","hsa-mir-7-5p",0,FALSE,NA,"tarbase","tarbase","hsa-mir-7-5p","hsa-mir-124-3p",2335,19.5765495147865,20.3182283602993,"20.9746001637942","22.5196564569364","22.2804692530682","17.5809048556294","21.216308789971","19.7844228568494","17.5425521575884","19.0533094885451","20.1840535780168","20.4048341032641","19.2191004374356","20.7413860811565","15.9378066571874","19.1351767183384","18.0935804792281","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2935,"GSPT1","hsa-mir-9-3p","hsa-mir-455-3p",0.0045,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/26503584'>PubMedLink</a>","tarbase","tarbase","hsa-mir-455-3p","hsa-mir-9-3p",2935,18.1958535045364,17.8144409599017,"17.8750155490667","18.1146101172367","17.68366684426","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2979,"GUCA1B","hsa-mir-519e-5p","hsa-mir-515-5p",0.0015,FALSE,NA,"mirtarbase","mirtarbase","hsa-mir-515-5p","hsa-mir-519e-5p",2979,12.9465056583063,13.6175016458566,"12.5354904416692","13.7762392812423","13.6534194767863","14.5408288416359","12.3947123197123","14.2883658858228","14.3139227278945","13.8273898556325","12.9098831031127","13.7218592359871","12.6484944369475","12.5211151111926","13.2689165613527","13.1683449129939","12.9361054646589","13.8606625783725","11.9602218729914","13.6874971144917","14.566992567086","13.3144436316528","13.1332989293009","11.1494359331756","13.4779385705199","12.1318644231514","12.4881194903028","14.0813275145375","14.5655891519164","11.5752624519886","13.9326133285887","12.3116195228241","14.7971439027747","13.6975765333752","12.7155194525034","14.2569844913751",""""""
3097,"HIVEP2","hsa-mir-486-3p","hsa-mir-873-5p",0.0025,TRUE,NA,"tarbase","tarbase","hsa-mir-873-5p","hsa-mir-486-3p",3097,14.1818360002752,13.4577228724001,"14.2709239766276","14.7439429918038","15.2512613686429","14.3476038973894","15.4352113915325","14.2354514985768","15.5872136709248","14.889979112498","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3215,"HOXB5","hsa-mir-3150b-3p","hsa-mir-513c-5p",0.008,TRUE,NA,"mirtarbase","mirtarbase","hsa-mir-513c-5p","hsa-mir-3150b-3p",3215,11.4969717703805,12.3824616390538,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
