"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21"
6096,"RORB","hsa-mir-19b-3p","hsa-mir-590-3p",0.001,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-590-3p","hsa-mir-19b-3p",6096,8.64012449132465,10.4737437656648,"11.6118996095379","8.67406173914847","10.4970515707374","13.3009098329086","11.8701428079242","11.8469719016391","9.48776969331066","10.2893537802462","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6229,"RPS24","hsa-mir-22-5p","hsa-mir-10b-3p",0.004,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-10b-3p","hsa-mir-22-5p",6229,22.4758029897131,22.2207133947141,"22.278239942772","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6297,"SALL2","hsa-mir-140-5p","hsa-mir-424-5p",0.0015,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>",NA,NA,"tarbase","tarbase","hsa-mir-424-5p","hsa-mir-140-5p",6297,13.869813923741,14.9857221351068,"13.905000522998","14.377051022387","15.198236871992","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6310,"ATXN1","hsa-mir-19b-3p","hsa-mir-30a-3p",0.0045,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-30a-3p","hsa-mir-19b-3p",6310,13.7446674822491,12.9237800379058,"12.3337925839622","14.0615003654752","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6383,"SDC2","hsa-mir-20b-5p","hsa-mir-590-3p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-590-3p","hsa-mir-20b-5p",6383,13.4530199023237,14.7181935816999,"13.914120938152","14.3686367420367","14.7257770815807","12.2350861300893","15.0402520511781","13.0881858100956","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6446,"SGK1","hsa-mir-19b-3p","hsa-mir-222-5p",0.006,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-222-5p","hsa-mir-19b-3p",6446,16.1209221453576,14.1800602292697,"13.5579333062341","14.0099830611583","13.5386293177596","14.1567832084877","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6446,"SGK1","hsa-mir-30a-3p","hsa-mir-29c-3p",0.0025,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-29c-3p","hsa-mir-30a-3p",6446,16.2022840959509,16.1209221453576,"14.1800602292697","14.8878035483303","15.0352484805815","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6515,"SLC2A3","hsa-mir-106a-5p","hsa-mir-424-5p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-424-5p","hsa-mir-106a-5p",6515,13.4457865722689,14.2597286771362,"13.4521434604432","13.4114546445861","14.6934697565036","12.9475536049719","14.5228643534502","13.0980167949176","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6535,"SLC6A8","hsa-mir-145-3p","hsa-mir-424-5p",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-424-5p","hsa-mir-145-3p",6535,20.0976326199861,19.7136701814539,"20.6417241967157","20.9651100886904","20.0310520978441","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-30a-3p","hsa-mir-548e-3p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-548e-3p","hsa-mir-30a-3p",6648,16.9268715929554,17.1190140738242,"17.3904607963188","17.7038405006747","17.7403405966604","17.341625270858","18.4561571033304","17.6142511436927","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7037,"TFRC","hsa-mir-197-3p","hsa-mir-506-3p",5e-04,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/30080301'>PubMedLink</a>",NA,"tarbase","tarbase","hsa-mir-506-3p","hsa-mir-197-3p",7037,14.8043185083357,15.5718303480838,"17.9410027604834","15.5930818097884","14.8639034184653","16.3642655194217","14.9275178624268","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7057,"THBS1","hsa-mir-22-5p","hsa-mir-34a-3p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-34a-3p","hsa-mir-22-5p",7057,12.5858566910208,12.7375091980882,"13.4467338426018","14.1314076524841","12.9639916413969","10.9167313932305","14.332775338939","12.6517031574007","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7431,"VIM","hsa-mir-21-5p","hsa-mir-34a-3p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/9484713'>PubMedLink</a>","tarbase","tarbase","hsa-mir-34a-3p","hsa-mir-21-5p",7431,23.3478541590955,23.7904871603108,"24.1896492116839","24.3627131158119","23.7585327644153","26.0414512018268","24.2870098840487","24.8472446907788","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7465,"WEE1","hsa-mir-130a-5p","hsa-mir-29c-3p",0.0085,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-29c-3p","hsa-mir-130a-5p",7465,14.8291577966188,14.7575138454763,"13.8449026553337","13.8645311308398","14.331531933465","15.4083383298431","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7552,"ZNF711","hsa-mir-760","hsa-mir-511-5p",0.003,TRUE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-511-5p","hsa-mir-760",7552,11.2093330755802,12.1347418816231,"11.9352370847149","15.0336270579842","10.2214343286277","9.32943693495514","11.3721302378084","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7705,"ZNF146","hsa-mir-582-5p","hsa-let-7b-5p",0.006,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-let-7b-5p","hsa-mir-582-5p",7705,17.2007504157569,18.0873629928954,"17.4585980862218","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7832,"BTG2","hsa-mir-491-5p","hsa-mir-125b-2-3p",0.001,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-125b-2-3p","hsa-mir-491-5p",7832,16.7189170108546,18.3716959742998,"16.7961922039345","17.4440773490562","17.1132454297133","16.6219782662809","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7832,"BTG2","hsa-mir-491-5p","hsa-mir-219a-1-3p",0.0055,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-219a-1-3p","hsa-mir-491-5p",7832,16.6218337273679,16.7189170108546,"18.840392600875","16.6157861979233","16.602678039485","18.1632516781698","17.0768259776656","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8038,"ADAM12","hsa-mir-181b-5p","hsa-mir-135b-5p",0.0095,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-135b-5p","hsa-mir-181b-5p",8038,13.6944684736442,13.9508587596535,"15.0226347356512","15.9223638993857","14.0164632282121","15.0285410905277","15.9790543520209","16.9800978973675","14.9273349548535","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8204,"NRIP1","hsa-mir-145-5p","hsa-mir-432-5p",0.004,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-432-5p","hsa-mir-145-5p",8204,15.68223408976,15.8650576633741,"14.3262985696833","15.3628317635677","16.2735075440325","14.8269647540652","14.8239023826785","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8471,"IRS4","hsa-mir-326","hsa-mir-330-5p",0.007,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-330-5p","hsa-mir-326",8471,-2,10.2302843471336,"7.87152026431277","10.8741366181954","10.8482837124702","-2","10.7117879397625","8.79367968492143","9.6867483138606","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8503,"PIK3R3","hsa-mir-29c-3p","hsa-mir-181c-5p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181c-5p","hsa-mir-29c-3p",8503,14.8791684241822,14.00751826479,"13.2066777209502","14.2133672271705","13.7703047441099","13.4540043262668","15.2117353752774","14.8660479858631","13.8859996489346","14.2710155411733","13.6323185814543","""""","""""","""""","""""","""""","""""","""""",""""""
8744,"TNFSF9","hsa-mir-424-5p","hsa-mir-374a-5p",0.006,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-374a-5p","hsa-mir-424-5p",8744,17.8746924095034,17.6297576705107,"18.6937940531798","17.8411242627427","17.3056085436263","16.5035929408492","17.3323932582719","14.6303376205976","16.6648938062238","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8904,"CPNE1","hsa-mir-3065-3p","hsa-mir-424-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-424-5p","hsa-mir-3065-3p",8904,19.7148716113814,19.3003025166509,"19.3181507400265","19.5081811365525","21.1658048605466","19.5486021010484","20.0554905746002","20.051420364837","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8914,"TIMELESS","hsa-mir-508-5p","hsa-mir-19a-3p",0.001,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-19a-3p","hsa-mir-508-5p",8914,15.6311641963366,16.3837446903595,"16.9369412886928","16.6264608453217","16.3490078229609","16.5926827834419","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9134,"CCNE2","hsa-mir-548b-3p","hsa-mir-30a-5p",0.006,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-30a-5p","hsa-mir-548b-3p",9134,10.6591354123482,12.675202401196,"12.964578952404","10.7645892397693","12.3289250005939","10.3840433834887","13.1597021196702","12.3524336407591","10.347303507239","8.76797063346397","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9194,"SLC16A7","hsa-mir-301a-3p","hsa-mir-140-5p",0.0085,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>",NA,"tarbase","tarbase","hsa-mir-140-5p","hsa-mir-301a-3p",9194,10.8992644347769,11.3948629469616,"10.8592254640534","10.0226327117966","9.94708289148195","8.90881775607101","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9388,"LIPG","hsa-mir-197-3p","hsa-mir-34b-3p",0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/21730846'>PubMedLink</a>","mirtarbase","mirtarbase","hsa-mir-34b-3p","hsa-mir-197-3p",9388,6.21518691712886,8.86051146194839,"7.28737276493643","7.24528391325383","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9444,"QKI","hsa-mir-143-3p","hsa-mir-542-3p",0.009,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-542-3p","hsa-mir-143-3p",9444,16.2761658686228,16.3363248734216,"16.8230151292812","15.8013550040388","15.5676785117728","15.7278239982701","15.6291416654861","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9455,"HOMER2","hsa-mir-188-3p","hsa-mir-653-5p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-653-5p","hsa-mir-188-3p",9455,13.0783670892442,12.956329726895,"11.1318619698379","12.0813756455302","11.2993659076013","9.9207120354225","12.6806366372724","12.9887739640031","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9473,"THEMIS2","hsa-mir-197-3p","hsa-mir-335-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-335-5p","hsa-mir-197-3p",9473,15.0515683395947,15.4300433214452,"15.6544131004872","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9510,"ADAMTS1","hsa-mir-212-3p","hsa-mir-139-3p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-139-3p","hsa-mir-212-3p",9510,15.1046747672339,16.2341691907153,"16.6092571033531","13.1536445669448","14.8150585339636","14.8927286189856","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9590,"AKAP12","hsa-mir-221-5p","hsa-mir-513c-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-513c-5p","hsa-mir-221-5p",9590,16.4560011655417,17.9479478224009,"17.7848633655288","19.5132104293578","18.1475561953486","19.3180416184018","18.2565392710399","18.1941639794252","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9782,"MATR3","hsa-mir-1229-3p","hsa-mir-421",0.006,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-421","hsa-mir-1229-3p",9782,13.0124933445287,11.6723822483276,"12.0029055213945","13.3639384553238","13.4713938211601","11.5866408174124","12.7689887005218","13.3820163478915","13.9210062055199","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9805,"SCRN1","hsa-mir-15a-5p","hsa-mir-126-5p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-126-5p","hsa-mir-15a-5p",9805,13.4962613657367,13.206639302377,"14.6884323267682","15.8365422134838","14.7979891357863","15.4353864994126","15.722632627666","17.5591328127975","15.9821513247015","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9957,"HS3ST1","hsa-mir-150-5p","hsa-mir-30a-3p",0.0075,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-30a-3p","hsa-mir-150-5p",9957,10.8645201458724,9.14268906286199,"10.2432735153676","9.45950789048777","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10018,"BCL2L11","hsa-mir-378c","hsa-mir-140-5p",0.006,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>",NA,"tarbase","mirtarbase tarbase","hsa-mir-140-5p","hsa-mir-378c",10018,15.0645785484376,14.4753963440561,"14.2067151701257","15.7521081165924","13.3060058581867","13.7180081146032","15.146894984556","13.2423206091507","15.6411242727676","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10114,"HIPK3","hsa-mir-2116-3p","hsa-mir-187-3p",0.0075,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-187-3p","hsa-mir-2116-3p",10114,16.4639495655503,15.6225949589098,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10130,"PDIA6","hsa-mir-320b","hsa-mir-15a-5p",0.0025,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-15a-5p","hsa-mir-320b",10130,18.8283209189946,19.2574247322828,"18.8987487207737","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10207,"PATJ","hsa-mir-378a-5p","hsa-mir-211-5p",0.001,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-211-5p","hsa-mir-378a-5p",10207,11.1082324363672,13.1978264731079,"11.8688676944035","11.9126871145272","11.4654406176068","13.9500885826927","12.047804577193","12.7975153332019","11.4416583105138","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10435,"CDC42EP2","hsa-mir-424-5p","hsa-mir-32-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-32-5p","hsa-mir-424-5p",10435,15.7886345491175,15.3472660112109,"14.7203221882845","14.9119994763864","15.0011933147134","15.5809228503327","13.7162375817266","13.8149626837873","14.3615693080322","16.1244969565935","15.2490508682797","17.3805856856895","""""","""""","""""","""""","""""","""""",""""""
10451,"VAV3","hsa-mir-125b-2-3p","hsa-let-7c-5p",0.005,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-let-7c-5p","hsa-mir-125b-2-3p",10451,14.0824493194607,11.7182944935948,"13.7786586721783","11.5639428660471","13.4336929793653","12.0550804730561","16.1935099342022","14.0667467049715","15.5961971415178","10.9617923322053","14.2156748490303","13.7364579165247","14.3678244139511","""""","""""","""""","""""","""""",""""""
10489,"LRRC41","hsa-mir-34c-5p","hsa-mir-195-5p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-195-5p","hsa-mir-34c-5p",10489,18.4826341885316,19.0434867737376,"17.1801765279146","17.6082166500559","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10489,"LRRC41","hsa-mir-503-5p","hsa-mir-195-5p",0.009,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-195-5p","hsa-mir-503-5p",10489,17.5147084678908,18.9647073461572,"17.9168033242225","18.3574794775852","18.5105693699552","17.6082166500559","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10489,"LRRC41","hsa-mir-542-3p","hsa-mir-34c-5p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-34c-5p","hsa-mir-542-3p",10489,18.6994519915181,18.1510013818855,"17.6082166500559","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10628,"TXNIP","hsa-mir-497-5p","hsa-mir-335-5p",5e-04,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-335-5p","hsa-mir-497-5p",10628,20.2112221137124,19.3750095285207,"18.3773512464484","18.6992416885248","20.0274530394741","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10725,"NFAT5","hsa-mir-211-5p","hsa-mir-130a-5p",0.008,TRUE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-130a-5p","hsa-mir-211-5p",10725,13.6490073809241,13.5039697897907,"15.1401292079599","14.5220083576581","16.0116934311737","13.7303769005883","13.9518848633133","14.6018601770284","13.6344616991399","15.3569177108002","15.2021274143937","15.3136536595477","""""","""""","""""","""""","""""","""""",""""""
11245,"GPR176","hsa-mir-424-5p","hsa-mir-106a-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-106a-5p","hsa-mir-424-5p",11245,14.2444091247459,14.6515742197666,"14.2436767396965","13.959537013761","15.5918918704133","15.7030626399983","15.1442287590111","14.4653849620129","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22807,"IKZF2","hsa-mir-301a-3p","hsa-mir-125b-5p",0.006,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-125b-5p","hsa-mir-301a-3p",22807,10.0874353693967,10.7335453930993,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22823,"MTF2","hsa-mir-10a-5p","hsa-let-7b-5p",0.007,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-let-7b-5p","hsa-mir-10a-5p",22823,14.6714963876354,15.0263986157032,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22823,"MTF2","hsa-mir-181b-5p","hsa-mir-335-3p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-335-3p","hsa-mir-181b-5p",22823,14.6541131513615,15.2769210863557,"15.5225377406153","16.2877390833747","14.9573903267978","14.7033737339613","15.3931201690107","14.7864926496484","15.0333788478632","15.9212951508872","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22824,"HSPA4L","hsa-mir-143-3p","hsa-mir-320b",0.0075,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-320b","hsa-mir-143-3p",22824,13.1408064241844,12.1768997252206,"13.0224585426486","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22824,"HSPA4L","hsa-mir-20b-5p","hsa-mir-378a-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-378a-5p","hsa-mir-20b-5p",22824,12.1313190810019,11.4934455610621,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22847,"ZNF507","hsa-mir-582-5p","hsa-let-7b-5p",0.0015,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-let-7b-5p","hsa-mir-582-5p",22847,13.6565198843322,14.4897332132003,"14.0970628712901","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22875,"ENPP4","hsa-mir-424-5p","hsa-mir-140-5p",0.006,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>",NA,"tarbase","tarbase","hsa-mir-140-5p","hsa-mir-424-5p",22875,11.9930169258322,9.77046073880471,"11.1849960481589","9.2935896200947","10.5761749827598","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23049,"SMG1","hsa-let-7b-5p","hsa-mir-3065-3p",0.0045,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-3065-3p","hsa-let-7b-5p",23049,14.4957768123562,14.7340147616587,"15.0698917528108","15.7868944394464","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23318,"TUT4","hsa-let-7b-5p","hsa-mir-203a-3p",0.008,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-203a-3p","hsa-let-7b-5p",23318,14.0905061504453,13.2458755401488,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23362,"PSD3","hsa-mir-143-3p","hsa-let-7b-5p",0.0025,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-let-7b-5p","hsa-mir-143-3p",23362,13.5722469752167,14.0970246570254,"12.8625217705282","15.8247483588092","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23362,"PSD3","hsa-mir-143-3p","hsa-mir-143-5p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-143-5p","hsa-mir-143-3p",23362,13.647149204827,14.4512504935912,"13.5722469752167","15.4902932672923","13.969132030248","14.0862277477113","14.5028343098213","12.6975688884241","12.8625217705282","13.0898126415624","12.788992699084","15.8247483588092","""""","""""","""""","""""","""""","""""",""""""
23362,"PSD3","hsa-mir-143-5p","hsa-mir-432-5p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-432-5p","hsa-mir-143-5p",23362,13.647149204827,15.4902932672923,"13.515716505516","15.2264469041611","14.5028343098213","16.8663958971007","12.8625217705282","13.0898126415624","15.8247483588092","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23499,"MACF1","hsa-mir-335-5p","hsa-mir-383-5p",0.003,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-383-5p","hsa-mir-335-5p",23499,15.3375360454915,15.6105164157641,"15.7583408484126","14.5639905557707","15.2123520615707","16.1780988836435","15.3545667153636","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
25805,"BAMBI","hsa-mir-15a-5p","hsa-mir-301a-3p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-301a-3p","hsa-mir-15a-5p",25805,19.3508192890626,19.5345211626151,"19.0373989301879","19.2236210793562","19.5856921566061","18.8520508985203","21.5215221939476","20.228087549459","19.73022201978","20.0940066787658","19.8721167493044","""""","""""","""""","""""","""""","""""","""""",""""""
25976,"TIPARP","hsa-mir-550a-3p","hsa-mir-382-5p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-382-5p","hsa-mir-550a-3p",25976,14.9988279476921,14.7653693511243,"14.7902695698366","14.9584380670282","16.0542168825798","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26040,"SETBP1","hsa-mir-320c","hsa-mir-320b",0.0075,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-320b","hsa-mir-320c",26040,13.0102684482578,11.6290464093055,"12.6054828284133","11.8828723549953","12.3579337039117","11.103903108191","12.0849796405228","12.3856483026351","12.3959507744521","12.9213578182718","12.502994583988","""""","""""","""""","""""","""""","""""","""""",""""""
26099,"SZRD1","hsa-mir-195-5p","hsa-mir-9-5p",0.002,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-9-5p","hsa-mir-195-5p",26099,19.6673467725008,19.304200843636,"20.2158154219187","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26207,"PITPNC1","hsa-mir-140-3p","hsa-mir-335-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-335-5p","hsa-mir-140-3p",26207,15.2391500627295,15.5877885042394,"15.2927534954641","15.6888116556624","15.9351464400508","15.5172973132474","16.490620245682","16.5925586717157","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26207,"PITPNC1","hsa-mir-374a-5p","hsa-mir-140-3p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-140-3p","hsa-mir-374a-5p",26207,17.7148005826625,15.6888116556624,"16.3837694058045","15.9351464400508","15.8600028041427","16.490620245682","15.3952899576283","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26523,"AGO1","hsa-mir-34c-5p","hsa-let-7b-5p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-let-7b-5p","hsa-mir-34c-5p",26523,15.3540598945395,15.4126545182279,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27075,"TSPAN13","hsa-mir-34a-3p","hsa-mir-221-3p",0.0075,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-221-3p","hsa-mir-34a-3p",27075,14.3041705741886,12.4161354105388,"12.8614808332647","14.4305048122031","13.9132174136273","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27152,"INTU","hsa-mir-365a-5p","hsa-mir-421",0.001,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-421","hsa-mir-365a-5p",27152,12.7541817810847,12.9812607757228,"13.4996446259796","13.1017086518774","11.9308674145771","11.2900193477159","12.5019546799875","13.2753161200252","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27250,"PDCD4","hsa-mir-129-2-3p","hsa-mir-10b-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-10b-5p","hsa-mir-129-2-3p",27250,19.1336893991311,19.7166083425308,"18.0809610931877","20.871393682603","18.3573712765315","20.097982043699","19.6988875701079","20.2758501173481","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27250,"PDCD4","hsa-mir-182-5p","hsa-mir-15a-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-15a-5p","hsa-mir-182-5p",27250,19.9778535466802,18.7637729091264,"19.2933642585692","19.0840809416589","19.2724668153439","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
